accession	monosaccharide
G78019KD	Gal
G78019KD	GlcNAc
G78019KD	Hex
G78019KD	HexNAc
G78019KD	Man
G78019KD	NeuAc
G78019KD	Sia
G78019KD	dHex
G78024PK	Fuc
G78024PK	Gal
G78024PK	GlcNAc
G78024PK	Hex
G78024PK	HexNAc
G78024PK	Xxx
G78024PK	dHex
G78027IR	GlcNAc
G78027IR	GlcNAc+aldi
G78027IR	Hex
G78027IR	HexNAc
G78027IR	HexNAc+aldi
G78027IR	Man
G78027IR	aldi
G78030KJ	Gal
G78030KJ	GlcNAc
G78030KJ	Hex
G78030KJ	HexNAc
G78030KJ	Man
G78030KJ	NeuAc
G78030KJ	Sia
G78032JZ	Gal
G78032JZ	GlcNAc
G78032JZ	Hex
G78032JZ	HexNAc
G78032US	Fuc
G78032US	Gal
G78032US	GalNAc
G78032US	GalNAc+aldi
G78032US	GlcNAc
G78032US	Hex
G78032US	HexNAc
G78032US	HexNAc+aldi
G78032US	aldi
G78032US	dHex
G78034SR	Fuc
G78034SR	Gal
G78034SR	GalNAc
G78034SR	GalNAc+aldi
G78034SR	GlcNAc
G78034SR	Hex
G78034SR	HexNAc
G78034SR	HexNAc+aldi
G78034SR	aldi
G78034SR	dHex
G78045JW	Fuc
G78045JW	Gal
G78045JW	GlcNAc
G78045JW	Hex
G78045JW	HexNAc
G78045JW	Man
G78045JW	dHex
G78056MI	Gal
G78056MI	GalNAc
G78056MI	GlcNAc
G78056MI	Hex
G78056MI	HexNAc
G78056MI	NeuAc
G78056MI	Sia
G78059CC	Fuc
G78059CC	Gal
G78059CC	GlcNAc
G78059CC	Hex
G78059CC	HexNAc
G78059CC	Man
G78059CC	dHex
G78061XV	GlcA
G78061XV	GlcNAc
G78061XV	HexA
G78061XV	HexNAc
G78068ZV	GlcNAc
G78068ZV	Hex
G78068ZV	HexNAc
G78068ZV	Man
G78071JH	Gal
G78071JH	GlcNAc
G78071JH	Hex
G78071JH	HexNAc
G78071JH	Man
G78071JH	NeuAc
G78071JH	Sia
G78071LY	Gal
G78071LY	GlcNAc
G78071LY	Hex
G78071LY	HexNAc
G78071LY	Man
G78071LY	NeuAc
G78071LY	Sia
G78072VO	Gal
G78072VO	GalNAc
G78072VO	Glc
G78072VO	Hex
G78072VO	HexNAc
G78073TA	Fuc
G78073TA	Gal
G78073TA	GlcNAc
G78073TA	Hex
G78073TA	HexNAc
G78073TA	Man
G78073TA	NeuAc
G78073TA	Sia
G78073TA	dHex
G78073TS	Fuc
G78073TS	GalNAc
G78073TS	GlcNAc
G78073TS	Hex
G78073TS	HexNAc
G78073TS	Man
G78073TS	dHex
G78074HX	Gal
G78074HX	Glc
G78074HX	Hex
G78081AJ	Fuc
G78081AJ	Gal
G78081AJ	GlcNAc
G78081AJ	Hex
G78081AJ	HexNAc
G78081AJ	Man
G78081AJ	dHex
G78082BD	Gal
G78082BD	Hex
G78085XU	Fuc
G78085XU	Gal
G78085XU	GlcNAc
G78085XU	Hex
G78085XU	HexNAc
G78085XU	Man
G78085XU	dHex
G78097CL	Fuc
G78097CL	Gal
G78097CL	GalNAc
G78097CL	GlcNAc
G78097CL	Hex
G78097CL	HexNAc
G78097CL	Man
G78097CL	dHex
G78098GH	Gal
G78098GH	GlcNAc
G78098GH	Hex
G78098GH	HexNAc
G78098GH	Man
G78098GH	NeuAc
G78098GH	Sia
G78098IA	Gal
G78098IA	Hex
G78098IA	Pent
G78098IA	Xyl
G78102BN	GlcNAc
G78102BN	Hex
G78102BN	HexNAc
G78102BN	Man
G78103ZD	Fuc
G78103ZD	Gal
G78103ZD	Glc
G78103ZD	GlcNAc
G78103ZD	Hex
G78103ZD	HexNAc
G78103ZD	dHex
G78106KK	Gal
G78106KK	GalNAc
G78106KK	GlcNAc
G78106KK	Hex
G78106KK	HexNAc
G78106RQ	Gal
G78106RQ	GlcNAc
G78106RQ	Hex
G78106RQ	HexNAc
G78106RQ	Man
G78108ZM	Fuc
G78108ZM	Gal
G78108ZM	GalNAc
G78108ZM	GlcNAc
G78108ZM	Hex
G78108ZM	HexNAc
G78108ZM	dHex
G78116WJ	Gal
G78116WJ	GlcNAc
G78116WJ	Hex
G78116WJ	HexNAc
G78116WJ	Man
G78116WJ	NeuAc
G78116WJ	Sia
G78121IJ	GlcNAc
G78121IJ	Hex
G78121IJ	HexNAc
G78121IJ	Man
G78123CP	Gal
G78123CP	Glc
G78123CP	GlcNAc
G78123CP	Hex
G78123CP	HexNAc
G78126EU	Fuc
G78126EU	Gal
G78126EU	GlcNAc
G78126EU	GlcNAc+aldi
G78126EU	Hex
G78126EU	HexNAc
G78126EU	HexNAc+aldi
G78126EU	Man
G78126EU	aldi
G78126EU	dHex
G78130XL	Fuc
G78130XL	Gal
G78130XL	GlcNAc
G78130XL	Hex
G78130XL	HexNAc
G78130XL	Man
G78130XL	dHex
G78136QC	Fuc
G78136QC	Gal
G78136QC	GlcNAc
G78136QC	Hex
G78136QC	HexNAc
G78136QC	Man
G78136QC	NeuGc
G78136QC	Sia
G78136QC	dHex
G78138CS	Gal
G78138CS	GalNAc
G78138CS	GalNAc+aldi
G78138CS	GlcNAc
G78138CS	Hex
G78138CS	HexNAc
G78138CS	HexNAc+aldi
G78138CS	S
G78138CS	aldi
G78146WJ	Fuc
G78146WJ	Gal
G78146WJ	GlcNAc
G78146WJ	Hex
G78146WJ	HexNAc
G78146WJ	Man
G78146WJ	NeuAc
G78146WJ	Sia
G78146WJ	dHex
G78151IM	Glc
G78151IM	Hex
G78152IS	Glc
G78152IS	Hex
G78153TS	GlcN
G78153TS	HexN
G78153TS	Xxx
G78155FK	Gal
G78155FK	GlcNAc
G78155FK	Hex
G78155FK	HexNAc
G78155FK	Man
G78156NN	Fuc
G78156NN	Gal
G78156NN	GalNAc
G78156NN	GalNAc+aldi
G78156NN	GlcNAc
G78156NN	Hex
G78156NN	HexNAc
G78156NN	HexNAc+aldi
G78156NN	aldi
G78156NN	dHex
G78157SE	GlcNAc
G78157SE	Hex
G78157SE	HexNAc
G78157SE	Man
G78160GH	Fuc
G78160GH	GlcNAc
G78160GH	Hex
G78160GH	HexNAc
G78160GH	Man
G78160GH	dHex
G78160OZ	GalNAc
G78160OZ	GlcA
G78160OZ	HexA
G78160OZ	HexNAc
G78160OZ	S
G78161IO	Gal
G78161IO	GlcNAc
G78161IO	Hex
G78161IO	HexNAc
G78161IO	Man
G78161IO	NeuAc
G78161IO	Sia
G78166NF	Fuc
G78166NF	Gal
G78166NF	GlcNAc
G78166NF	Hex
G78166NF	HexNAc
G78166NF	Man
G78166NF	NeuAc
G78166NF	Sia
G78166NF	dHex
G78171UO	GalNAc
G78171UO	GlcNAc
G78171UO	Hex
G78171UO	HexNAc
G78171UO	Man
G78171UO	NeuAc
G78171UO	Sia
G78171YL	Gal
G78171YL	GalNAc
G78171YL	Glc
G78171YL	GlcNAc
G78171YL	Hex
G78171YL	HexNAc
G78173WX	Fuc
G78173WX	Gal
G78173WX	GlcNAc
G78173WX	Hex
G78173WX	HexNAc
G78173WX	Man
G78173WX	NeuAc
G78173WX	Sia
G78173WX	dHex
G78174JE	GlcNAc
G78174JE	Hex
G78174JE	HexNAc
G78174JE	Man
G78180GX	Gal
G78180GX	Glc
G78180GX	GlcNAc
G78180GX	Hex
G78180GX	HexNAc
G78180GX	NeuAc
G78180GX	Sia
G78180WS	Gal
G78180WS	GlcNAc
G78180WS	Hex
G78180WS	HexNAc
G78180WS	Man
G78180WS	NeuAc
G78180WS	NeuGc
G78180WS	Sia
G78185ZA	Fuc
G78185ZA	Gal
G78185ZA	Glc
G78185ZA	Hex
G78185ZA	dHex
G78194GB	Fuc
G78194GB	Gal
G78194GB	GlcNAc
G78194GB	Hex
G78194GB	HexNAc
G78194GB	Man
G78194GB	NeuAc
G78194GB	NeuGc
G78194GB	Sia
G78194GB	dHex
G78205EV	Gal
G78205EV	GalNAc
G78205EV	Glc
G78205EV	Hex
G78205EV	HexNAc
G78205EV	NeuGc
G78205EV	Sia
G78205VT	Fuc
G78205VT	Gal
G78205VT	GlcNAc
G78205VT	Hex
G78205VT	HexNAc
G78205VT	Man
G78205VT	dHex
G78208WN	Gal
G78208WN	GalNAc
G78208WN	Glc
G78208WN	Hex
G78208WN	HexNAc
G78208WN	NeuAc
G78208WN	Sia
G78211AM	Gal
G78211AM	GlcNAc
G78211AM	Hex
G78211AM	HexNAc
G78211AM	Man
G78214BJ	Fuc
G78214BJ	GlcNAc
G78214BJ	Hex
G78214BJ	HexNAc
G78214BJ	Man
G78214BJ	dHex
G78215OT	Xxx
G78221KA	Gal
G78221KA	GlcNAc
G78221KA	GlcNAc+aldi
G78221KA	Hex
G78221KA	HexNAc
G78221KA	HexNAc+aldi
G78221KA	Man
G78221KA	NeuAc
G78221KA	Sia
G78221KA	aldi
G78224CS	Hex
G78224CS	HexNAc
G78224CS	NeuGc
G78224CS	Sia
G78224CS	dHex
G78225YM	GlcNAc
G78225YM	Hex
G78225YM	HexNAc
G78225YM	Man
G78230LW	GalNAc
G78230LW	HexNAc
G78230LW	S
G78230LW	Xxx
G78230VU	GlcNAc
G78230VU	Hex
G78230VU	HexNAc
G78230VU	Man
G78231ZN	Fuc
G78231ZN	GlcNAc
G78231ZN	Hex
G78231ZN	HexNAc
G78231ZN	Man
G78231ZN	dHex
G78233FA	Fuc
G78233FA	Gal
G78233FA	GlcNAc
G78233FA	Hex
G78233FA	HexNAc
G78233FA	Man
G78233FA	NeuGc
G78233FA	Sia
G78233FA	dHex
G78234TK	Fuc
G78234TK	Hex
G78234TK	HexNAc
G78234TK	NeuAc
G78234TK	S
G78234TK	Sia
G78234TK	dHex
G78239VB	Fuc
G78239VB	GlcNAc
G78239VB	Hex
G78239VB	HexNAc
G78239VB	Man
G78239VB	NeuAc
G78239VB	Sia
G78239VB	dHex
G78241UJ	Fuc
G78241UJ	Gal
G78241UJ	GalNAc
G78241UJ	GlcNAc
G78241UJ	Hex
G78241UJ	HexNAc
G78241UJ	NeuAc
G78241UJ	S
G78241UJ	Sia
G78241UJ	dHex
G78242EN	Gal
G78242EN	Glc
G78242EN	Hex
G78244QA	Fuc
G78244QA	Gal
G78244QA	GalNAc
G78244QA	GlcNAc
G78244QA	Hex
G78244QA	HexNAc
G78244QA	dHex
G78245IX	Fuc
G78245IX	Gal
G78245IX	GlcNAc
G78245IX	Hex
G78245IX	HexNAc
G78245IX	Man
G78245IX	dHex
G78248QX	Gal
G78248QX	GalNAc
G78248QX	GalNAc+aldi
G78248QX	GlcNAc
G78248QX	Hex
G78248QX	HexNAc
G78248QX	HexNAc+aldi
G78248QX	aldi
G78249UI	Gal
G78249UI	GalNAc
G78249UI	Hex
G78249UI	HexNAc
G78249ZM	Fuc
G78249ZM	Gal
G78249ZM	GalNAc
G78249ZM	Glc
G78249ZM	Hex
G78249ZM	HexNAc
G78249ZM	dHex
G78251OV	Fuc
G78251OV	Gal
G78251OV	GlcNAc
G78251OV	Hex
G78251OV	HexNAc
G78251OV	dHex
G78254ZM	Fuc
G78254ZM	Gal
G78254ZM	Glc
G78254ZM	GlcNAc
G78254ZM	Hex
G78254ZM	HexNAc
G78254ZM	dHex
G78255UI	GlcNAc
G78255UI	Hex
G78255UI	HexNAc
G78255UI	Man
G78255UI	Pent
G78255UI	Xyl
G78255XL	Gal
G78255XL	GlcNAc
G78255XL	Hex
G78255XL	HexNAc
G78255XL	Man
G78255XL	NeuAc
G78255XL	Sia
G78257QQ	Fuc
G78257QQ	GlcNAc
G78257QQ	Hex
G78257QQ	HexNAc
G78257QQ	Man
G78257QQ	dHex
G78260AJ	Gal
G78260AJ	Hex
G78261DB	Fuc
G78261DB	Gal
G78261DB	GlcNAc
G78261DB	Hex
G78261DB	HexNAc
G78261DB	Man
G78261DB	dHex
G78262KC	Fuc
G78262KC	Gal
G78262KC	GalNAc
G78262KC	GlcNAc
G78262KC	Hex
G78262KC	HexNAc
G78262KC	dHex
G78263DG	Fuc
G78263DG	Gal
G78263DG	Glc
G78263DG	GlcNAc
G78263DG	Hex
G78263DG	HexNAc
G78263DG	NeuAc
G78263DG	Sia
G78263DG	dHex
G78266GU	Gal
G78266GU	GlcNAc
G78266GU	Hex
G78266GU	HexNAc
G78266GU	Man
G78266GU	NeuAc
G78266GU	Sia
G78272DJ	Fuc
G78272DJ	GlcNAc
G78272DJ	Hex
G78272DJ	HexNAc
G78272DJ	Man
G78272DJ	dHex
G78276SQ	Fuc
G78276SQ	Gal
G78276SQ	GlcNAc
G78276SQ	Hex
G78276SQ	HexNAc
G78276SQ	Man
G78276SQ	NeuAc
G78276SQ	Sia
G78276SQ	dHex
G78279JR	Fuc
G78279JR	GalNAc
G78279JR	GlcNAc
G78279JR	Hex
G78279JR	HexNAc
G78279JR	Man
G78279JR	dHex
G78280YO	GlcNAc
G78280YO	Hex
G78280YO	HexNAc
G78280YO	Man
G78281SV	NeuAc
G78281SV	Sia
G78290JM	Fuc
G78290JM	GlcNAc
G78290JM	Hex
G78290JM	HexNAc
G78290JM	Man
G78290JM	dHex
G78297FC	Hex
G78297FC	Man
G78304UB	Fuc
G78304UB	Gal
G78304UB	GalNAc
G78304UB	GlcNAc
G78304UB	Hex
G78304UB	HexNAc
G78304UB	Man
G78304UB	NeuAc
G78304UB	Sia
G78304UB	dHex
G78306GH	Gal
G78306GH	GalNAc
G78306GH	Hex
G78306GH	HexNAc
G78306GH	NeuAc
G78306GH	Sia
G78306NB	Hex
G78306NB	HexNAc
G78306NB	HexNAc+aldi
G78306NB	NeuAc
G78306NB	Sia
G78306NB	aldi
G78308MA	Fuc
G78308MA	Gal
G78308MA	GlcNAc
G78308MA	Hex
G78308MA	HexNAc
G78308MA	Man
G78308MA	dHex
G78312KD	Fuc
G78312KD	Gal
G78312KD	GalNAc
G78312KD	Glc
G78312KD	Hex
G78312KD	HexNAc
G78312KD	dHex
G78314LL	Gal
G78314LL	GalNAc
G78314LL	Glc
G78314LL	Hex
G78314LL	HexNAc
G78314LL	NeuAc
G78314LL	Sia
G78315BS	Fuc
G78315BS	Gal
G78315BS	GalNAc
G78315BS	GlcNAc
G78315BS	Hex
G78315BS	HexNAc
G78315BS	NeuAc
G78315BS	Sia
G78315BS	dHex
G78315FS	Fuc
G78315FS	Gal
G78315FS	GalNAc
G78315FS	GlcNAc
G78315FS	Hex
G78315FS	HexNAc
G78315FS	NeuAc
G78315FS	Sia
G78315FS	dHex
G78317QO	Hex
G78317QO	Man
G78318TC	Xxx
G78318UY	Hex
G78318UY	HexNAc
G78318UY	NeuAc
G78318UY	Sia
G78318UY	dHex
G78325SJ	Gal
G78325SJ	GlcNAc
G78325SJ	Hex
G78325SJ	HexNAc
G78325SJ	Man
G78330KT	Hex
G78330KT	HexNAc
G78330KT	NeuAc
G78330KT	Sia
G78330KT	dHex
G78333MH	Gal
G78333MH	GalNAc
G78333MH	GlcNAc
G78333MH	Hex
G78333MH	HexNAc
G78333MH	NeuAc
G78333MH	Sia
G78336NR	Gal
G78336NR	Glc
G78336NR	GlcNAc
G78336NR	Hex
G78336NR	HexNAc
G78336NR	NeuAc
G78336NR	Sia
G78341DP	GlcNAc
G78341DP	Hex
G78341DP	HexNAc
G78341DP	Man
G78341OF	Fuc
G78341OF	Gal
G78341OF	GlcNAc
G78341OF	Hex
G78341OF	HexNAc
G78341OF	Man
G78341OF	NeuAc
G78341OF	Sia
G78341OF	dHex
G78342SP	Fuc
G78342SP	GalNAc
G78342SP	GlcNAc
G78342SP	Hex
G78342SP	HexNAc
G78342SP	Man
G78342SP	dHex
G78343KH	Gal
G78343KH	GlcNAc
G78343KH	Hex
G78343KH	HexNAc
G78344OG	Glc
G78344OG	Glc+aldi
G78344OG	Hex
G78344OG	Hex+aldi
G78344OG	aldi
G78347PZ	GlcNAc
G78347PZ	Hex
G78347PZ	HexNAc
G78347PZ	Man
G78347PZ	NeuAc
G78347PZ	Sia
G78353AX	Fuc
G78353AX	Gal
G78353AX	GlcNAc
G78353AX	Hex
G78353AX	HexNAc
G78353AX	Man
G78353AX	dHex
G78355JG	Hex
G78355JG	HexNAc
G78355JG	NeuAc
G78355JG	Sia
G78363XM	Fuc
G78363XM	Gal
G78363XM	GlcNAc
G78363XM	GlcNAc+aldi
G78363XM	Hex
G78363XM	HexNAc
G78363XM	HexNAc+aldi
G78363XM	Man
G78363XM	NeuAc
G78363XM	Sia
G78363XM	aldi
G78363XM	dHex
G78367BV	Glc
G78367BV	Hex
G78367WA	Gal
G78367WA	Glc
G78367WA	GlcNAc
G78367WA	Hex
G78367WA	HexNAc
G78367WA	NeuAc
G78367WA	Sia
G78368CZ	GlcNAc
G78368CZ	Hex
G78368CZ	HexNAc
G78368CZ	Man
G78369LH	Gal
G78369LH	GalNAc
G78369LH	GlcNAc
G78369LH	Hex
G78369LH	HexNAc
G78370NE	Fuc
G78370NE	Gal
G78370NE	GlcNAc
G78370NE	Hex
G78370NE	HexNAc
G78370NE	Man
G78370NE	dHex
G78371ER	Fuc
G78371ER	Gal
G78371ER	GlcNAc
G78371ER	Hex
G78371ER	HexNAc
G78371ER	Man
G78371ER	NeuAc
G78371ER	Sia
G78371ER	dHex
G78374AB	Fuc
G78374AB	Gal
G78374AB	GlcNAc
G78374AB	Hex
G78374AB	HexNAc
G78374AB	Man
G78374AB	dHex
G78374AW	Fuc
G78374AW	Gal
G78374AW	Glc
G78374AW	Glc+aldi
G78374AW	GlcNAc
G78374AW	Hex
G78374AW	Hex+aldi
G78374AW	HexNAc
G78374AW	aldi
G78374AW	dHex
G78378CA	GalNAc
G78378CA	HexA
G78378CA	HexNAc
G78378CA	IdoA
G78378CA	S
G78383AV	Gal
G78383AV	GlcNAc
G78383AV	Hex
G78383AV	HexNAc
G78383AV	Man
G78385WZ	GlcNAc
G78385WZ	Hex
G78385WZ	HexNAc
G78385WZ	Man
G78387VJ	GlcNAc
G78387VJ	Hex
G78387VJ	HexNAc
G78387VJ	Man
G78388DR	Hex
G78388DR	HexN
G78391CU	Gal
G78391CU	GlcNAc
G78391CU	Hex
G78391CU	HexNAc
G78391CU	Man
G78391CU	NeuAc
G78391CU	Sia
G78399ZX	Gal
G78399ZX	GlcNAc
G78399ZX	Hex
G78399ZX	HexNAc
G78399ZX	Man
G78399ZX	NeuGc
G78399ZX	Sia
G78407RQ	Fuc
G78407RQ	Gal
G78407RQ	GlcNAc
G78407RQ	Hex
G78407RQ	HexNAc
G78407RQ	Man
G78407RQ	dHex
G78413IP	Hex
G78413IP	Man
G78417ZB	GlcNAc
G78417ZB	Hex
G78417ZB	HexNAc
G78417ZB	Man
G78418FI	GlcNAc
G78418FI	Hex
G78418FI	HexNAc
G78418FI	Man
G78434AN	Fuc
G78434AN	Gal
G78434AN	GlcNAc
G78434AN	Hex
G78434AN	HexNAc
G78434AN	Man
G78434AN	dHex
G78434HP	GlcNAc
G78434HP	Hex
G78434HP	HexNAc
G78434HP	Man
G78436BB	Gal
G78436BB	GalNAc
G78436BB	Hex
G78436BB	HexNAc
G78437FV	Gal
G78437FV	GalNAc
G78437FV	Glc
G78437FV	GlcNAc
G78437FV	Hex
G78437FV	HexNAc
G78437FV	NeuGc
G78437FV	Sia
G78444UW	Hex
G78444UW	HexNAc
G78444UW	NeuAc
G78444UW	Sia
G78444UW	dHex
G78445JO	Glc
G78445JO	GlcNAc
G78445JO	Hex
G78445JO	HexNAc
G78445JO	Man
G78447LN	Hex
G78447LN	Man
G78447QN	Fuc
G78447QN	Gal
G78447QN	GlcNAc
G78447QN	Hex
G78447QN	HexNAc
G78447QN	Man
G78447QN	dHex
G78454JO	Fuc
G78454JO	Gal
G78454JO	GlcNAc
G78454JO	Hex
G78454JO	HexNAc
G78454JO	Man
G78454JO	dHex
G78454NP	Glc
G78454NP	Hex
G78454NP	Xxx
G78472VV	Xxx
G78475CP	GlcNAc
G78475CP	Hex
G78475CP	HexNAc
G78475CP	Man
G78475CP	NeuAc
G78475CP	NeuGc
G78475CP	Sia
G78475DU	Fuc
G78475DU	Gal
G78475DU	GalNAc
G78475DU	GalNAc+aldi
G78475DU	GlcNAc
G78475DU	Hex
G78475DU	HexNAc
G78475DU	HexNAc+aldi
G78475DU	NeuAc
G78475DU	Sia
G78475DU	aldi
G78475DU	dHex
G78480MT	Hex
G78480MT	HexNAc
G78480MT	HexNAc+aldi
G78480MT	aldi
G78481KH	Glc
G78481KH	Hex
G78481LC	Fuc
G78481LC	Gal
G78481LC	GlcNAc
G78481LC	Hex
G78481LC	HexNAc
G78481LC	Man
G78481LC	NeuAc
G78481LC	Sia
G78481LC	dHex
G78486JN	GlcNAc
G78486JN	Hex
G78486JN	HexNAc
G78486JN	Man
G78486JN	NeuAc
G78486JN	NeuGc
G78486JN	Sia
G78486JN	dHex
G78497WT	Fuc
G78497WT	Gal
G78497WT	GlcNAc
G78497WT	Hex
G78497WT	HexNAc
G78497WT	Man
G78497WT	dHex
G78498DJ	Gal
G78498DJ	GlcNAc
G78498DJ	Hex
G78498DJ	HexNAc
G78498DJ	S
G78502FJ	Gal
G78502FJ	GlcNAc
G78502FJ	Hex
G78502FJ	HexNAc
G78502FJ	Man
G78502FJ	NeuAc
G78502FJ	Sia
G78502KD	Hex
G78502KD	HexNAc
G78502KD	dHex
G78503JC	Gal
G78503JC	GlcNAc
G78503JC	Hex
G78503JC	HexNAc
G78503JC	Man
G78507VB	Fuc
G78507VB	Gal
G78507VB	GlcNAc
G78507VB	GlcNAc+aldi
G78507VB	Hex
G78507VB	HexNAc
G78507VB	HexNAc+aldi
G78507VB	Man
G78507VB	aldi
G78507VB	dHex
G78508BQ	Gal
G78508BQ	Glc
G78508BQ	Hex
G78508PE	Fuc
G78508PE	Gal
G78508PE	GalNAc
G78508PE	GlcNAc
G78508PE	Hex
G78508PE	HexNAc
G78508PE	dHex
G78509IY	GlcNAc
G78509IY	Hex
G78509IY	HexNAc
G78509IY	Man
G78510RU	Fuc
G78510RU	Gal
G78510RU	GlcNAc
G78510RU	Hex
G78510RU	HexNAc
G78510RU	Man
G78510RU	NeuGc
G78510RU	Sia
G78510RU	dHex
G78513KA	Fuc
G78513KA	Gal
G78513KA	GlcNAc
G78513KA	GlcNAc+aldi
G78513KA	Hex
G78513KA	HexNAc
G78513KA	HexNAc+aldi
G78513KA	Man
G78513KA	aldi
G78513KA	dHex
G78513VM	Fuc
G78513VM	Gal
G78513VM	GlcNAc
G78513VM	Hex
G78513VM	HexNAc
G78513VM	Man
G78513VM	NeuAc
G78513VM	Sia
G78513VM	dHex
G78513XO	GalNAc
G78513XO	GlcNAc
G78513XO	HexNAc
G78519JI	Fuc
G78519JI	Gal
G78519JI	GalNAc
G78519JI	GlcNAc
G78519JI	Hex
G78519JI	HexNAc
G78519JI	NeuAc
G78519JI	Sia
G78519JI	dHex
G78519ZX	Fuc
G78519ZX	Gal
G78519ZX	GlcNAc
G78519ZX	GlcNAc+aldi
G78519ZX	Hex
G78519ZX	HexNAc
G78519ZX	HexNAc+aldi
G78519ZX	Man
G78519ZX	NeuAc
G78519ZX	Sia
G78519ZX	aldi
G78519ZX	dHex
G78523BG	Fuc
G78523BG	Gal
G78523BG	Glc
G78523BG	Hex
G78523BG	dHex
G78525CL	Fuc
G78525CL	GlcNAc
G78525CL	Hex
G78525CL	HexNAc
G78525CL	Man
G78525CL	dHex
G78531OX	GlcNAc
G78531OX	Hex
G78531OX	HexNAc
G78531OX	Man
G78531OX	Pent
G78531OX	Xyl
G78535NS	GlcNAc
G78535NS	Hex
G78535NS	HexNAc
G78535NS	Man
G78555BT	Fuc
G78555BT	GlcNAc
G78555BT	Hex
G78555BT	HexNAc
G78555BT	Man
G78555BT	dHex
G78559CH	Gal
G78559CH	GlcNAc
G78559CH	Hex
G78559CH	HexNAc
G78559CH	NeuAc
G78559CH	Sia
G78573SR	Fuc
G78573SR	Gal
G78573SR	GlcNAc
G78573SR	Hex
G78573SR	HexNAc
G78573SR	dHex
G78577JJ	Gal
G78577JJ	GlcNAc
G78577JJ	Hex
G78577JJ	HexNAc
G78577JJ	Man
G78577JJ	NeuAc
G78577JJ	NeuGc
G78577JJ	Sia
G78578GA	GalNAc
G78578GA	HexA
G78578GA	HexNAc
G78578GA	IdoA
G78578OA	GlcN
G78578OA	HexN
G78583CA	Fuc
G78583CA	Gal
G78583CA	GlcNAc
G78583CA	Hex
G78583CA	HexNAc
G78583CA	Man
G78583CA	dHex
G78583GC	Gal
G78583GC	Glc
G78583GC	Hex
G78585QK	Hex
G78585QK	HexNAc
G78585QK	NeuAc
G78585QK	Sia
G78586GS	GlcA
G78586GS	GlcNAc
G78586GS	HexA
G78586GS	HexNAc
G78586QI	Fuc
G78586QI	GalNAc
G78586QI	GlcNAc
G78586QI	Hex
G78586QI	HexNAc
G78586QI	Man
G78586QI	S
G78586QI	dHex
G78587RA	Gal
G78587RA	GlcNAc
G78587RA	GlcNAc+aldi
G78587RA	Hex
G78587RA	HexNAc
G78587RA	HexNAc+aldi
G78587RA	aldi
G78597QW	Fuc
G78597QW	Gal
G78597QW	GlcNAc
G78597QW	Hex
G78597QW	HexNAc
G78597QW	Man
G78597QW	dHex
G78598WI	Gal
G78598WI	GlcNAc
G78598WI	Hex
G78598WI	HexNAc
G78598WI	Man
G78600GX	Gal
G78600GX	Glc
G78600GX	Hex
G78602KL	Gal
G78602KL	GlcNAc
G78602KL	Hex
G78602KL	HexNAc
G78602KL	Man
G78603QZ	Gal
G78603QZ	Glc
G78603QZ	GlcNAc
G78603QZ	Hex
G78603QZ	HexNAc
G78607HP	GlcNAc
G78607HP	Hex
G78607HP	HexNAc
G78607HP	Man
G78608GK	Fuc
G78608GK	Gal
G78608GK	GlcNAc
G78608GK	Hex
G78608GK	HexNAc
G78608GK	Man
G78608GK	NeuAc
G78608GK	Sia
G78608GK	dHex
G78615VF	Fuc
G78615VF	Gal
G78615VF	GlcNAc
G78615VF	GlcNAc+aldi
G78615VF	Hex
G78615VF	HexNAc
G78615VF	HexNAc+aldi
G78615VF	Man
G78615VF	NeuAc
G78615VF	Sia
G78615VF	aldi
G78615VF	dHex
G78616NO	GlcNAc
G78616NO	Hex
G78616NO	HexNAc
G78616NO	Man
G78616NO	NeuAc
G78616NO	Sia
G78617GO	Fuc
G78617GO	Gal
G78617GO	GalNAc
G78617GO	GlcNAc
G78617GO	Hex
G78617GO	HexNAc
G78617GO	NeuAc
G78617GO	Sia
G78617GO	dHex
G78620TU	Gal
G78620TU	Glc
G78620TU	GlcNAc
G78620TU	Hex
G78620TU	HexNAc
G78620TU	NeuAc
G78620TU	Sia
G78623SV	Glc
G78623SV	Hex
G78623SV	Xxx
G78625LN	GlcNAc
G78625LN	Hex
G78625LN	HexNAc
G78625LN	Man
G78626GM	Fuc
G78626GM	Gal
G78626GM	GlcNAc
G78626GM	Hex
G78626GM	HexNAc
G78626GM	Man
G78626GM	dHex
G78627AJ	Fuc
G78627AJ	GalNAc
G78627AJ	GlcNAc
G78627AJ	Hex
G78627AJ	HexNAc
G78627AJ	Man
G78627AJ	NeuAc
G78627AJ	Sia
G78627AJ	dHex
G78641QJ	Gal
G78641QJ	GalNAc
G78641QJ	Hex
G78641QJ	HexNAc
G78641QJ	NeuAc
G78641QJ	Sia
G78641UQ	Fuc
G78641UQ	Gal
G78641UQ	GalNAc
G78641UQ	GalNAc+aldi
G78641UQ	GlcNAc
G78641UQ	Hex
G78641UQ	HexNAc
G78641UQ	HexNAc+aldi
G78641UQ	aldi
G78641UQ	dHex
G78644BR	Fuc
G78644BR	Gal
G78644BR	GlcNAc
G78644BR	Hex
G78644BR	HexNAc
G78644BR	Man
G78644BR	dHex
G78644PP	Gal
G78644PP	GlcNAc
G78644PP	Hex
G78644PP	HexNAc
G78644PP	Man
G78644SZ	Gal
G78644SZ	GlcNAc
G78644SZ	Hex
