GlyTouCanAccession	Name	Domain
G68814VP	HexNAc(7)Hex(6)dHex(6)	Byonic
G68814VP	HexNAc7Hex6dHex6	ShortUniCarbKB
G68814VP	HexNAc7Hex6dHex6NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G68985JM	HexNAc(2)NeuAc(1)	Byonic
G68985JM	HexNAc2Hex0dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G68985JM	HexNAc2NeuAc1	ShortUniCarbKB
G68985JM	N2S	ShortComp
G69031IF	HexNAc(2)Hex(8)dHex(1)	Byonic
G69031IF	HexNAc2Hex8dHex1	ShortUniCarbKB
G69031IF	HexNAc2Hex8dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G69041CZ	H4N2FS2	ShortComp
G69041CZ	HexNAc(2)Hex(4)Fuc(1)NeuAc(2)	Byonic
G69061BI	HexNAc(5)Hex(6)dHex(4)NeuAc(2)	Byonic
G69061BI	HexNAc5Hex6dHex4NeuAc2	ShortUniCarbKB
G69061BI	HexNAc5Hex6dHex4NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G69107AL	HexNAc(5)Hex(5)dHex(3)	Byonic
G69107AL	HexNAc5Hex5dHex3	ShortUniCarbKB
G69107AL	HexNAc5Hex5dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G69121UK	HexNAc(5)Hex(3)dHex(1)Sulpho(1)	Byonic
G69121UK	HexNAc5Hex3dHex1NeuAc0NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G69121UK	HexNAc5Hex3dHex1S1	ShortUniCarbKB
G69364JQ	HexNAc(6)Hex(5)dHex(1)	Byonic
G69364JQ	HexNAc6Hex5dHex1	ShortUniCarbKB
G69364JQ	HexNAc6Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G69521XL	H6N6FS2	ShortComp
G69521XL	HexNAc(6)Hex(6)Fuc(1)NeuAc(2)	Byonic
G69579SR	HexNAc(2)Hex(9)dHex(1)	Byonic
G69579SR	HexNAc2Hex9dHex1	ShortUniCarbKB
G69579SR	HexNAc2Hex9dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G69768VE	HexNAc(3)Hex(3)dHex(3)	Byonic
G69768VE	HexNAc3Hex3dHex3	ShortUniCarbKB
G69768VE	HexNAc3Hex3dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G69861RB	HexNAc(4)Hex(6)dHex(3)NeuAc(2)	Byonic
G69861RB	HexNAc4Hex6dHex3NeuAc2	ShortUniCarbKB
G69861RB	HexNAc4Hex6dHex3NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G69907MH	H5N4FS3	ShortComp
G69907MH	HexNAc(4)Hex(5)Fuc(1)NeuAc(3)	Byonic
G69964VV	HexNAc(5)Hex(7)dHex(1)NeuGc(2)	Byonic
G69964VV	HexNAc5Hex7dHex1NeuAc0NeuGc2Pent0S0P0KDN0HexA0	UniCarbKB
G69964VV	HexNAc5Hex7dHex1NeuGc2	ShortUniCarbKB
G70087PV	HexNAc(5)Hex(4)dHex(2)NeuAc(1)	Byonic
G70087PV	HexNAc5Hex4dHex2NeuAc1	ShortUniCarbKB
G70087PV	HexNAc5Hex4dHex2NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G70232NH	H6N5FS3	ShortComp
G70232NH	HexNAc(5)Hex(6)Fuc(1)NeuAc(3)	Byonic
G70324YS	HexNAc(4)Hex(5)Fuc(1)NeuGc(1)	Byonic
G70333IQ	HexNAc(4)Hex(5)dHex(5)	Byonic
G70333IQ	HexNAc4Hex5dHex5	ShortUniCarbKB
G70333IQ	HexNAc4Hex5dHex5NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G70389OA	H6N5S4	ShortComp
G70389OA	HexNAc(5)Hex(6)NeuAc(4)	Byonic
G70389OA	HexNAc5Hex6NeuAc4	ShortUniCarbKB
G70389OA	HexNAc5Hex6dHex0NeuAc4NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G70441OD	H6N5F	ShortComp
G70441OD	HexNAc(5)Hex(6)Fuc(1)	Byonic
G70445VR	H9N9F	ShortComp
G70445VR	HexNAc(9)Hex(9)Fuc(1)	Byonic
G70619PT	H5N4F2	ShortComp
G70619PT	HexNAc(4)Hex(5)Fuc(2)	Byonic
G70696MD	H7N3S	ShortComp
G70696MD	HexNAc(3)Hex(7)NeuAc(1)	Byonic
G70696MD	HexNAc3Hex7NeuAc1	ShortUniCarbKB
G70696MD	HexNAc3Hex7dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G70787JZ	HexNAc(3)Hex(5)dHex(4)	Byonic
G70787JZ	HexNAc3Hex5dHex4	ShortUniCarbKB
G70787JZ	HexNAc3Hex5dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G70888PK	H7N5FS2	ShortComp
G70888PK	HexNAc(5)Hex(7)Fuc(1)NeuAc(2)	Byonic
G71009JJ	H6N6F2S3	ShortComp
G71009JJ	HexNAc(6)Hex(6)Fuc(2)NeuAc(3)	Byonic
G71085SF	H2NFS	ShortComp
G71085SF	HexNAc(1)Hex(2)Fuc(1)NeuAc(1)	Byonic
G71092VL	H2F2	ShortComp
G71092VL	Hex(2)Fuc(2)	Byonic
G71142DF	Glucosylceramide	SemanticName
G71195LR	HexNAc(3)Hex(6)NeuGc(1)	Byonic
G71195LR	HexNAc3Hex6NeuGc1	ShortUniCarbKB
G71195LR	HexNAc3Hex6dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G71426SM	HexNAc(5)Hex(5)NeuGc(1)	Byonic
G71426SM	HexNAc5Hex5NeuGc1	ShortUniCarbKB
G71426SM	HexNAc5Hex5dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G71435WN	HexNAc(8)Hex(9)dHex(3)	Byonic
G71435WN	HexNAc8Hex9dHex3	ShortUniCarbKB
G71435WN	HexNAc8Hex9dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G71463BG	H7N7FS2	ShortComp
G71463BG	HexNAc(7)Hex(7)Fuc(1)NeuAc(2)	Byonic
G71502QP	HexNAc(1)Hex(1)NeuAc(1)Sulpho(1)	Byonic
G71502QP	HexNAc1Hex1NeuAc1S1	ShortUniCarbKB
G71502QP	HexNAc1Hex1dHex0NeuAc1NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G71600XR	HexNAc(1)Hex(4)Sulpho(1)	Byonic
G71600XR	HexNAc1Hex4S1	ShortUniCarbKB
G71600XR	HexNAc1Hex4dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G71640LP	HexNAc(6)Hex(3)dHex(1)Sulpho(2)	Byonic
G71640LP	HexNAc6Hex3dHex1NeuAc0NeuGc0Pent0S2P0KDN0HexA0	UniCarbKB
G71640LP	HexNAc6Hex3dHex1S2	ShortUniCarbKB
G71784JC	H2N2F	ShortComp
G71784JC	HexNAc(2)Hex(2)Fuc(1)	Byonic
G71889QA	HexNAc(1)Hex(5)dHex(1)	Byonic
G71889QA	HexNAc1Hex5dHex1	ShortUniCarbKB
G71889QA	HexNAc1Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G72134PC	HexNAc(14)Hex(15)dHex(6)NeuAc(2)	Byonic
G72134PC	HexNAc14Hex15dHex6NeuAc2	ShortUniCarbKB
G72134PC	HexNAc14Hex15dHex6NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G72548RZ	Seminolipid	SemanticName
G72548RZ	Sulfatide	SemanticName
G72557NR	B-GD1b	SemanticName
G72731KV	HexNAc(2)Hex(3)Pent(1)	Byonic
G72731KV	HexNAc2Hex3Pent1	ShortUniCarbKB
G72731KV	HexNAc2Hex3dHex0NeuAc0NeuGc0Pent1S0P0KDN0HexA0	UniCarbKB
G72735US	HexNAc(4)Hex(6)Fuc(1)NeuGc(1)	Byonic
G72747WU	H6N4F	ShortComp
G72747WU	HexNAc(4)Hex(6)Fuc(1)	Byonic
G72787SB	H4N4	ShortComp
G72787SB	HexNAc(4)Hex(4)	Byonic
G72787SB	HexNAc4Hex4	ShortUniCarbKB
G72787SB	HexNAc4Hex4dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G72790NZ	H4N5	ShortComp
G72790NZ	HexNAc(5)Hex(4)	Byonic
G72790NZ	HexNAc5Hex4	ShortUniCarbKB
G72790NZ	HexNAc5Hex4dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G72791KH	HexNAc(3)Hex(4)dHex(1)NeuAc(1)	Byonic
G72791KH	HexNAc3Hex4dHex1NeuAc1	ShortUniCarbKB
G72791KH	HexNAc3Hex4dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G72866RZ	H4NFS2	ShortComp
G72866RZ	HexNAc(1)Hex(4)Fuc(1)NeuAc(2)	Byonic
G72883AY	HN2F2	ShortComp
G72883AY	HexNAc(2)Hex(1)Fuc(2)	Byonic
G72886CU	HexNAc(5)Hex(6)Fuc(1)NeuAc(1)NeuGc(1)	Byonic
G72951AH	H7N4FS3	ShortComp
G72951AH	HexNAc(4)Hex(7)Fuc(1)NeuAc(3)	Byonic
G73004SD	H2N3	ShortComp
G73004SD	HexNAc(3)Hex(2)	Byonic
G73004SD	HexNAc3Hex2	ShortUniCarbKB
G73004SD	HexNAc3Hex2dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G73408EA	HexNAc(7)Hex(7)dHex(1)NeuAc(3)Sulpho(1)	Byonic
G73408EA	HexNAc7Hex7dHex1NeuAc3NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G73408EA	HexNAc7Hex7dHex1NeuAc3S1	ShortUniCarbKB
G73430PD	H3N7	ShortComp
G73430PD	HexNAc(7)Hex(3)	Byonic
G73430PD	HexNAc7Hex3	ShortUniCarbKB
G73430PD	HexNAc7Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G73557YB	HexNAc(3)Hex(4)Fuc(1)NeuGc(1)	Byonic
G73686WG	HexNAc(6)Hex(7)dHex(1)NeuAc(1)	Byonic
G73686WG	HexNAc6Hex7dHex1NeuAc1	ShortUniCarbKB
G73686WG	HexNAc6Hex7dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G73813DZ	HexNAc(4)Hex(2)dHex(1)NeuAc(2)	Byonic
G73813DZ	HexNAc4Hex2dHex1NeuAc2	ShortUniCarbKB
G73813DZ	HexNAc4Hex2dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G73815NI	HexNAc(5)Hex(5)Fuc(1)Phospho(1)	Byonic
G73857SS	HexNAc(1)Hex(2)Sulpho(2)	Byonic
G73857SS	HexNAc1Hex2S2	ShortUniCarbKB
G73857SS	HexNAc1Hex2dHex0NeuAc0NeuGc0Pent0S2P0KDN0HexA0	UniCarbKB
G73885NP	H3NS4	ShortComp
G73885NP	HexNAc(1)Hex(3)NeuAc(4)	Byonic
G73885NP	HexNAc1Hex3NeuAc4	ShortUniCarbKB
G73885NP	HexNAc1Hex3dHex0NeuAc4NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G73918EY	HexNAc(6)Hex(7)dHex(3)NeuAc(1)	Byonic
G73918EY	HexNAc6Hex7dHex3NeuAc1	ShortUniCarbKB
G73918EY	HexNAc6Hex7dHex3NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G73943YH	HexNAc(5)Hex(4)dHex(1)Sulpho(1)	Byonic
G73943YH	HexNAc5Hex4dHex1NeuAc0NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G73943YH	HexNAc5Hex4dHex1S1	ShortUniCarbKB
G73991OZ	HexNAc(10)Hex(7)dHex(1)NeuAc(4)	Byonic
G73991OZ	HexNAc10Hex7dHex1NeuAc4	ShortUniCarbKB
G73991OZ	HexNAc10Hex7dHex1NeuAc4NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G74006EE	HexNAc(6)Hex(6)dHex(1)NeuAc(1)NeuGc(1)	Byonic
G74006EE	HexNAc6Hex6dHex1NeuAc1NeuGc1	ShortUniCarbKB
G74006EE	HexNAc6Hex6dHex1NeuAc1NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G74058SF	HexNAc(3)Hex(2)NeuGc(1)	Byonic
G74058SF	HexNAc3Hex2NeuGc1	ShortUniCarbKB
G74058SF	HexNAc3Hex2dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G74123QJ	HexNAc(6)Hex(4)Fuc(1)NeuAc(1)Sulpho(1)	Byonic
G74381CZ	H8N7FS4	ShortComp
G74381CZ	HexNAc(7)Hex(8)Fuc(1)NeuAc(4)	Byonic
G74392IM	HexNAc(1)dHex(2)	Byonic
G74392IM	HexNAc1Hex0dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G74392IM	HexNAc1dHex2	ShortUniCarbKB
G74865AI	H11N9F2	ShortComp
G74865AI	HexNAc(9)Hex(11)Fuc(2)	Byonic
G74909BN	HexNAc(6)Hex(6)Fuc(1)NeuAc(1)Sulpho(2)	Byonic
G75060MV	HexNAc(6)Hex(6)dHex(2)NeuAc(3)	Byonic
G75060MV	HexNAc6Hex6dHex2NeuAc3	ShortUniCarbKB
G75060MV	HexNAc6Hex6dHex2NeuAc3NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G75365RL	HexNAc(2)Hex(2)dHex(1)NeuAc(1)	Byonic
G75365RL	HexNAc2Hex2dHex1NeuAc1	ShortUniCarbKB
G75365RL	HexNAc2Hex2dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G75397RL	HexNAc(6)Hex(4)dHex(3)	Byonic
G75397RL	HexNAc6Hex4dHex3	ShortUniCarbKB
G75397RL	HexNAc6Hex4dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G75407BJ	HexNAc(2)Hex(5)dHex(2)	Byonic
G75407BJ	HexNAc2Hex5dHex2	ShortUniCarbKB
G75407BJ	HexNAc2Hex5dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G75418YA	H4N9F	ShortComp
G75418YA	HexNAc(9)Hex(4)Fuc(1)	Byonic
G75521QR	Hex(6)Phospho(1)	Byonic
G75521QR	Hex6P1	ShortUniCarbKB
G75521QR	HexNAc0Hex6dHex0NeuAc0NeuGc0Pent0S0P1KDN0HexA0	UniCarbKB
G75568BH	H8N7	ShortComp
G75568BH	HexNAc(7)Hex(8)	Byonic
G75568BH	HexNAc7Hex8	ShortUniCarbKB
G75568BH	HexNAc7Hex8dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G75959TE	HexNAc(1)Hex(3)Sulpho(1)	Byonic
G75959TE	HexNAc1Hex3S1	ShortUniCarbKB
G75959TE	HexNAc1Hex3dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G76055BY	HexNAc(5)Hex(4)Fuc(1)NeuAc(1)Sulpho(1)	Byonic
G76080EE	HexNAc(1)Hex(3)NeuGc(1)	Byonic
G76080EE	HexNAc1Hex3NeuGc1	ShortUniCarbKB
G76080EE	HexNAc1Hex3dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G76100HQ	HexNAc(1)Hex(1)NeuAc(1)NeuGc(1)	Byonic
G76100HQ	HexNAc1Hex1NeuAc1NeuGc1	ShortUniCarbKB
G76100HQ	HexNAc1Hex1dHex0NeuAc1NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G76264IE	H3N4F2	ShortComp
G76264IE	HexNAc(4)Hex(3)Fuc(2)	Byonic
G76295SF	H4N5FS	ShortComp
G76295SF	HexNAc(5)Hex(4)Fuc(1)NeuAc(1)	Byonic
G76552MT	HexNAc(5)Hex(4)Fuc(1)Sulpho(2)	Byonic
G76685HR	HexNAc0Hex0dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G76685HR	NeuAc(1)	Byonic
G76685HR	NeuAc1	ShortUniCarbKB
G76685HR	S	ShortComp
G76718AZ	HexNAc(6)Hex(6)dHex(4)NeuAc(2)	Byonic
G76718AZ	HexNAc6Hex6dHex4NeuAc2	ShortUniCarbKB
G76718AZ	HexNAc6Hex6dHex4NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G76727XE	H10N10F2	ShortComp
G76727XE	HexNAc(10)Hex(10)Fuc(2)	Byonic
G76733PY	HexNAc(8)Hex(9)dHex(1)NeuAc(1)	Byonic
G76733PY	HexNAc8Hex9dHex1NeuAc1	ShortUniCarbKB
G76733PY	HexNAc8Hex9dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G76792KM	HexNAc(5)Hex(6)NeuGc(2)	Byonic
G76792KM	HexNAc5Hex6NeuGc2	ShortUniCarbKB
G76792KM	HexNAc5Hex6dHex0NeuAc0NeuGc2Pent0S0P0KDN0HexA0	UniCarbKB
G76910TG	HexNAc(1)Fuc(2)	Byonic
G76910TG	NF2	ShortComp
G76919LY	H7N7F5	ShortComp
G76919LY	HexNAc(7)Hex(7)Fuc(5)	Byonic
G77240OA	H8N7F3S4	ShortComp
G77240OA	HexNAc(7)Hex(8)Fuc(3)NeuAc(4)	Byonic
G77277EH	HexNAc(7)Hex(9)dHex(1)NeuAc(1)	Byonic
G77277EH	HexNAc7Hex9dHex1NeuAc1	ShortUniCarbKB
G77277EH	HexNAc7Hex9dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G77277QT	H9N4F	ShortComp
G77277QT	HexNAc(4)Hex(9)Fuc(1)	Byonic
G77305KT	HexNAc(4)Hex(7)dHex(3)	Byonic
G77305KT	HexNAc4Hex7dHex3	ShortUniCarbKB
G77305KT	HexNAc4Hex7dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G77330IO	HexNAc(1)Hex(2)NeuGc(1)	Byonic
G77330IO	HexNAc1Hex2NeuGc1	ShortUniCarbKB
G77330IO	HexNAc1Hex2dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G77338BR	HexNAc(5)Hex(7)dHex(1)NeuAc(2)	Byonic
G77338BR	HexNAc5Hex7dHex1NeuAc2	ShortUniCarbKB
G77338BR	HexNAc5Hex7dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G77380JK	HexNAc(6)Hex(3)dHex(4)	Byonic
G77380JK	HexNAc6Hex3dHex4	ShortUniCarbKB
G77380JK	HexNAc6Hex3dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G77384DM	HexNAc(4)Hex(4)Fuc(1)Sulpho(1)	Byonic
G77513SG	H2N2S	ShortComp
G77513SG	HexNAc(2)Hex(2)NeuAc(1)	Byonic
G77513SG	HexNAc2Hex2NeuAc1	ShortUniCarbKB
G77513SG	HexNAc2Hex2dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G77547TA	H4N4F2	ShortComp
G77547TA	HexNAc(4)Hex(4)Fuc(2)	Byonic
G77669RF	H5N8F	ShortComp
G77669RF	HexNAc(8)Hex(5)Fuc(1)	Byonic
G77894KZ	H2N4F3	ShortComp
G77894KZ	HexNAc(4)Hex(2)Fuc(3)	Byonic
G77959MZ	HexNAc(5)Hex(6)dHex(1)NeuGc(2)	Byonic
G77959MZ	HexNAc5Hex6dHex1NeuAc0NeuGc2Pent0S0P0KDN0HexA0	UniCarbKB
G77959MZ	HexNAc5Hex6dHex1NeuGc2	ShortUniCarbKB
G78234TK	HexNAc(6)Hex(7)Fuc(1)NeuAc(3)Sulpho(1)	Byonic
G78330KT	HexNAc(14)Hex(15)dHex(6)NeuAc(1)	Byonic
G78330KT	HexNAc14Hex15dHex6NeuAc1	ShortUniCarbKB
G78330KT	HexNAc14Hex15dHex6NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G78649WQ	H5N6FS3	ShortComp
G78649WQ	HexNAc(6)Hex(5)Fuc(1)NeuAc(3)	Byonic
G78787DI	H4N7F	ShortComp
G78787DI	HexNAc(7)Hex(4)Fuc(1)	Byonic
G78811TO	HexNAc(6)Hex(7)dHex(5)	Byonic
G78811TO	HexNAc6Hex7dHex5	ShortUniCarbKB
G78811TO	HexNAc6Hex7dHex5NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G78818SP	GT1c	SemanticName
G78923UG	HexNAc(3)Hex(8)Phospho(1)	Byonic
G78923UG	HexNAc3Hex8P1	ShortUniCarbKB
G78923UG	HexNAc3Hex8dHex0NeuAc0NeuGc0Pent0S0P1KDN0HexA0	UniCarbKB
G78983WZ	HexNAc(1)Hex(3)NeuGc(2)	Byonic
G78983WZ	HexNAc1Hex3NeuGc2	ShortUniCarbKB
G78983WZ	HexNAc1Hex3dHex0NeuAc0NeuGc2Pent0S0P0KDN0HexA0	UniCarbKB
G79265CF	HexNAc(3)Hex(3)dHex(1)NeuAc(2)	Byonic
G79265CF	HexNAc3Hex3dHex1NeuAc2	ShortUniCarbKB
G79265CF	HexNAc3Hex3dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G79389NT	GM2	SemanticName
G79410LS	HexNAc(2)Hex(2)dHex(1)NeuGc(1)	Byonic
G79410LS	HexNAc2Hex2dHex1NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G79410LS	HexNAc2Hex2dHex1NeuGc1	ShortUniCarbKB
G79485UE	HexNAc2Hex0dHex0NeuAc0NeuGc0Pent0S2P0KDN0HexA2	UniCarbKB
G79485UE	HexNAc2S2HexA2	ShortUniCarbKB
G79635DB	HexNAc(7)Hex(8)dHex(6)	Byonic
G79635DB	HexNAc7Hex8dHex6	ShortUniCarbKB
G79635DB	HexNAc7Hex8dHex6NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G79666IR	H6N5FS	ShortComp
G79666IR	HexNAc(5)Hex(6)Fuc(1)NeuAc(1)	Byonic
G79691XX	H5N3F3S	ShortComp
G79691XX	HexNAc(3)Hex(5)Fuc(3)NeuAc(1)	Byonic
G79874FN	HexNAc(4)Hex(7)Phospho(2)	Byonic
G79874FN	HexNAc4Hex7P2	ShortUniCarbKB
G79874FN	HexNAc4Hex7dHex0NeuAc0NeuGc0Pent0S0P2KDN0HexA0	UniCarbKB
G79941IJ	HexNAc(6)Hex(4)dHex(1)NeuAc(1)	Byonic
G79941IJ	HexNAc6Hex4dHex1NeuAc1	ShortUniCarbKB
G79941IJ	HexNAc6Hex4dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G79961MR	HexNAc(5)Hex(4)NeuAc(1)Sulpho(1)	Byonic
G79961MR	HexNAc5Hex4NeuAc1S1	ShortUniCarbKB
G79961MR	HexNAc5Hex4dHex0NeuAc1NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G80062GG	Forssman glycolipid	SemanticName
G80075MS	H6N5F3S	ShortComp
G80075MS	HexNAc(5)Hex(6)Fuc(3)NeuAc(1)	Byonic
G80105XT	H3N3F2S2	ShortComp
G80105XT	HexNAc(3)Hex(3)Fuc(2)NeuAc(2)	Byonic
G80160PH	HexNAc(5)Hex(6)NeuGc(1)	Byonic
G80160PH	HexNAc5Hex6NeuGc1	ShortUniCarbKB
G80160PH	HexNAc5Hex6dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G80193TN	Mono-sulfated globopentaosylceramide	SemanticName
G80280AS	HexNAc(4)Hex(5)dHex(1)NeuGc(1)	Byonic
G80280AS	HexNAc4Hex5dHex1NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G80280AS	HexNAc4Hex5dHex1NeuGc1	ShortUniCarbKB
G80323WP	H6N6F3	ShortComp
G80323WP	HexNAc(6)Hex(6)Fuc(3)	Byonic
G80351KB	HexNAc(5)	Byonic
G80351KB	HexNAc5	ShortUniCarbKB
G80351KB	HexNAc5Hex0dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G80351KB	N5	ShortComp
G80366BY	H5N5F2S2	ShortComp
G80366BY	HexNAc(5)Hex(5)Fuc(2)NeuAc(2)	Byonic
G80408KP	H9N5	ShortComp
G80408KP	HexNAc(5)Hex(9)	Byonic
G80408KP	HexNAc5Hex9	ShortUniCarbKB
G80408KP	HexNAc5Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G80475RE	HexNAc(3)Hex(3)dHex(1)	Byonic
G80475RE	HexNAc3Hex3dHex1	ShortUniCarbKB
G80475RE	HexNAc3Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G80479JV	H7N6F	ShortComp
G80479JV	HexNAc(6)Hex(7)Fuc(1)	Byonic
G80509UQ	HexNAc(2)Hex(1)NeuGc(1)	Byonic
G80509UQ	HexNAc2Hex1NeuGc1	ShortUniCarbKB
G80509UQ	HexNAc2Hex1dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G80510PV	HexNAc(3)Hex(7)Phospho(1)	Byonic
G80510PV	HexNAc3Hex7P1	ShortUniCarbKB
G80510PV	HexNAc3Hex7dHex0NeuAc0NeuGc0Pent0S0P1KDN0HexA0	UniCarbKB
G80586MF	HexNAc(6)Hex(8)dHex(1)NeuAc(3)	Byonic
G80586MF	HexNAc6Hex8dHex1NeuAc3	ShortUniCarbKB
G80586MF	HexNAc6Hex8dHex1NeuAc3NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G80669SJ	H7N6F5	ShortComp
G80669SJ	HexNAc(6)Hex(7)Fuc(5)	Byonic
G80723WE	HexNAc(6)Hex(8)dHex(1)	Byonic
G80723WE	HexNAc6Hex8dHex1	ShortUniCarbKB
G80723WE	HexNAc6Hex8dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G80735OA	HexNAc(6)Hex(6)dHex(1)	Byonic
G80735OA	HexNAc6Hex6dHex1	ShortUniCarbKB
G80735OA	HexNAc6Hex6dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G80920RR	H9N2	ShortComp
G80920RR	HexNAc(2)Hex(9)	Byonic
G80920RR	HexNAc2Hex9	ShortUniCarbKB
G80920RR	HexNAc2Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G81124ET	H9N7	ShortComp
G81124ET	HexNAc(7)Hex(9)	Byonic
G81124ET	HexNAc7Hex9	ShortUniCarbKB
G81124ET	HexNAc7Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G81128KB	HexNAc(6)Hex(7)dHex(4)NeuAc(1)	Byonic
G81128KB	HexNAc6Hex7dHex4NeuAc1	ShortUniCarbKB
G81128KB	HexNAc6Hex7dHex4NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G81216TA	Hex(2)Pent(1)	Byonic
G81216TA	Hex2Pent1	ShortUniCarbKB
G81216TA	HexNAc0Hex2dHex0NeuAc0NeuGc0Pent1S0P0KDN0HexA0	UniCarbKB
G81399MY	H	ShortComp
G81399MY	Hex(1)	Byonic
G81399MY	Hex1	ShortUniCarbKB
