GlyTouCanAccession	Name	Domain
G23729WG	HexNAc1Hex1NeuAc2	ShortUniCarbKB
G23729WG	HexNAc1Hex1dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G24202RA	HexNAc(7)Hex(5)dHex(3)	Byonic
G24202RA	HexNAc7Hex5dHex3	ShortUniCarbKB
G24202RA	HexNAc7Hex5dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G24255JV	HexNAc(3)Hex(6)dHex(3)	Byonic
G24255JV	HexNAc3Hex6dHex3	ShortUniCarbKB
G24255JV	HexNAc3Hex6dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G24267AJ	HexNAc(5)Hex(6)dHex(3)NeuGc(1)	Byonic
G24267AJ	HexNAc5Hex6dHex3NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G24267AJ	HexNAc5Hex6dHex3NeuGc1	ShortUniCarbKB
G24357WI	H4N2F3	ShortComp
G24357WI	HexNAc(2)Hex(4)Fuc(3)	Byonic
G24481HY	HexNAc(8)Hex(8)dHex(1)	Byonic
G24481HY	HexNAc8Hex8dHex1	ShortUniCarbKB
G24481HY	HexNAc8Hex8dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G24528MX	H3N7F	ShortComp
G24528MX	HexNAc(7)Hex(3)Fuc(1)	Byonic
G24701BA	HexNAc(2)Hex(4)NeuGc(1)	Byonic
G24701BA	HexNAc2Hex4NeuGc1	ShortUniCarbKB
G24701BA	HexNAc2Hex4dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G24748EV	HexNAc(4)Hex(5)NeuGc(2)	Byonic
G24748EV	HexNAc4Hex5NeuGc2	ShortUniCarbKB
G24748EV	HexNAc4Hex5dHex0NeuAc0NeuGc2Pent0S0P0KDN0HexA0	UniCarbKB
G24768UX	HexNAc(3)Hex(3)NeuAc(2)Sulpho(1)	Byonic
G24768UX	HexNAc3Hex3NeuAc2S1	ShortUniCarbKB
G24768UX	HexNAc3Hex3dHex0NeuAc2NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G24803MV	HexNAc(2)Hex(2)Fuc(1)Sulpho(1)	Byonic
G25079LO	H4N6	ShortComp
G25079LO	HexNAc(6)Hex(4)	Byonic
G25079LO	HexNAc6Hex4	ShortUniCarbKB
G25079LO	HexNAc6Hex4dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G25098MR	HexNAc(6)Hex(9)dHex(1)NeuAc(2)	Byonic
G25098MR	HexNAc6Hex9dHex1NeuAc2	ShortUniCarbKB
G25098MR	HexNAc6Hex9dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G25216KM	HexNAc(7)Hex(7)dHex(1)NeuAc(3)	Byonic
G25216KM	HexNAc7Hex7dHex1NeuAc3	ShortUniCarbKB
G25216KM	HexNAc7Hex7dHex1NeuAc3NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G25216QA	Blood group B (type 4)	SemanticName
G25216ZI	HexNAc(5)Hex(4)Fuc(1)Sulpho(1)	Byonic
G25325JY	Hex(1)Pent(1)	Byonic
G25325JY	Hex1Pent1	ShortUniCarbKB
G25325JY	HexNAc0Hex1dHex0NeuAc0NeuGc0Pent1S0P0KDN0HexA0	UniCarbKB
G25469RD	HexNAc(4)Hex(5)NeuGc(1)	Byonic
G25469RD	HexNAc4Hex5NeuGc1	ShortUniCarbKB
G25469RD	HexNAc4Hex5dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G25566QA	HexNAc(6)Hex(6)dHex(3)NeuAc(3)	Byonic
G25566QA	HexNAc6Hex6dHex3NeuAc3	ShortUniCarbKB
G25566QA	HexNAc6Hex6dHex3NeuAc3NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G25707QU	HexNAc(6)Hex(6)NeuAc(1)NeuGc(1)	Byonic
G25707QU	HexNAc6Hex6NeuAc1NeuGc1	ShortUniCarbKB
G25707QU	HexNAc6Hex6dHex0NeuAc1NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G25810YB	H2NF2	ShortComp
G25810YB	HexNAc(1)Hex(2)Fuc(2)	Byonic
G25817RY	H3N3F4	ShortComp
G25817RY	HexNAc(3)Hex(3)Fuc(4)	Byonic
G25910LL	HexNAc(8)Hex(6)dHex(4)	Byonic
G25910LL	HexNAc8Hex6dHex4	ShortUniCarbKB
G25910LL	HexNAc8Hex6dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G25928EE	HexNAc(1)Hex(4)dHex(1)	Byonic
G25928EE	HexNAc1Hex4dHex1	ShortUniCarbKB
G25928EE	HexNAc1Hex4dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G25987BV	HexNAc(4)Hex(3)dHex(1)	Byonic
G25987BV	HexNAc4Hex3dHex1	ShortUniCarbKB
G25987BV	HexNAc4Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G26006IS	HexNAc(7)Hex(6)dHex(1)NeuAc(3)	Byonic
G26006IS	HexNAc7Hex6dHex1NeuAc3	ShortUniCarbKB
G26006IS	HexNAc7Hex6dHex1NeuAc3NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G26105XA	H2N2F2	ShortComp
G26105XA	HexNAc(2)Hex(2)Fuc(2)	Byonic
G26271XI	HexNAc(5)Hex(6)dHex(4)	Byonic
G26271XI	HexNAc5Hex6dHex4	ShortUniCarbKB
G26271XI	HexNAc5Hex6dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G26330YA	H5N7	ShortComp
G26330YA	HexNAc(7)Hex(5)	Byonic
G26330YA	HexNAc7Hex5	ShortUniCarbKB
G26330YA	HexNAc7Hex5dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G26377UA	H11N10F	ShortComp
G26377UA	HexNAc(10)Hex(11)Fuc(1)	Byonic
G26400XV	HexNAc(2)Hex(4)dHex(1)NeuAc(2)	Byonic
G26400XV	HexNAc2Hex4dHex1NeuAc2	ShortUniCarbKB
G26400XV	HexNAc2Hex4dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G26414FF	H3N4S3	ShortComp
G26414FF	HexNAc(4)Hex(3)NeuAc(3)	Byonic
G26414FF	HexNAc4Hex3NeuAc3	ShortUniCarbKB
G26414FF	HexNAc4Hex3dHex0NeuAc3NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G26436YP	HexNAc(6)Hex(7)Fuc(1)NeuGc(4)	Byonic
G26506TX	HexNAc(6)Hex(7)NeuAc(2)NeuGc(1)	Byonic
G26506TX	HexNAc6Hex7NeuAc2NeuGc1	ShortUniCarbKB
G26506TX	HexNAc6Hex7dHex0NeuAc2NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G26549SM	H4N7S2	ShortComp
G26549SM	HexNAc(7)Hex(4)NeuAc(2)	Byonic
G26549SM	HexNAc7Hex4NeuAc2	ShortUniCarbKB
G26549SM	HexNAc7Hex4dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G26623YL	H7N3F2	ShortComp
G26623YL	HexNAc(3)Hex(7)Fuc(2)	Byonic
G26696QO	H3N3F2S	ShortComp
G26696QO	HexNAc(3)Hex(3)Fuc(2)NeuAc(1)	Byonic
G26853DK	H6N6F3S3	ShortComp
G26853DK	HexNAc(6)Hex(6)Fuc(3)NeuAc(3)	Byonic
G26903VB	H2N2FS	ShortComp
G26903VB	HexNAc(2)Hex(2)Fuc(1)NeuAc(1)	Byonic
G26918LL	HexNAc(1)Hex(1)dHex(1)Sulpho(1)	Byonic
G26918LL	HexNAc1Hex1dHex1NeuAc0NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G26918LL	HexNAc1Hex1dHex1S1	ShortUniCarbKB
G26951VZ	H8N5FS	ShortComp
G26951VZ	HexNAc(5)Hex(8)Fuc(1)NeuAc(1)	Byonic
G27033WF	HexNAc(8)Hex(9)dHex(1)NeuAc(3)	Byonic
G27033WF	HexNAc8Hex9dHex1NeuAc3	ShortUniCarbKB
G27033WF	HexNAc8Hex9dHex1NeuAc3NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G27058EU	H5N4FS	ShortComp
G27058EU	HexNAc(4)Hex(5)Fuc(1)NeuAc(1)	Byonic
G27102FE	HexNAc(2)Hex(1)dHex(1)NeuAc(1)Sulpho(1)	Byonic
G27102FE	HexNAc2Hex1dHex1NeuAc1NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G27102FE	HexNAc2Hex1dHex1NeuAc1S1	ShortUniCarbKB
G27126ED	H6N4S	ShortComp
G27126ED	HexNAc(4)Hex(6)NeuAc(1)	Byonic
G27126ED	HexNAc4Hex6NeuAc1	ShortUniCarbKB
G27126ED	HexNAc4Hex6dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G27328MV	H2NF3	ShortComp
G27328MV	HexNAc(1)Hex(2)Fuc(3)	Byonic
G27342PV	HexNAc(4)Hex(4)dHex(1)Phospho(1)	Byonic
G27342PV	HexNAc4Hex4dHex1NeuAc0NeuGc0Pent0S0P1KDN0HexA0	UniCarbKB
G27342PV	HexNAc4Hex4dHex1P1	ShortUniCarbKB
G27378DU	HexNAc(7)Hex(8)dHex(2)	Byonic
G27378DU	HexNAc7Hex8dHex2	ShortUniCarbKB
G27378DU	HexNAc7Hex8dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G27391WQ	HexNAc(2)	Byonic
G27391WQ	HexNAc2	ShortUniCarbKB
G27391WQ	HexNAc2Hex0dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G27391WQ	N2	ShortComp
G27550KO	HexNAc(7)Hex(6)Fuc(1)NeuAc(2)Sulpho(1)	Byonic
G27615DP	HexNAc(6)Hex(7)dHex(3)NeuAc(3)	Byonic
G27615DP	HexNAc6Hex7dHex3NeuAc3	ShortUniCarbKB
G27615DP	HexNAc6Hex7dHex3NeuAc3NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G27622TD	HexNAc(3)Hex(5)dHex(2)	Byonic
G27622TD	HexNAc3Hex5dHex2	ShortUniCarbKB
G27622TD	HexNAc3Hex5dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G27660BA	H5NF2	ShortComp
G27660BA	HexNAc(1)Hex(5)Fuc(2)	Byonic
G27745TR	HexNAc(1)Hex(3)Fuc(1)NeuGc(1)	Byonic
G27846BH	HexNAc(7)Hex(8)dHex(3)NeuAc(1)	Byonic
G27846BH	HexNAc7Hex8dHex3NeuAc1	ShortUniCarbKB
G27846BH	HexNAc7Hex8dHex3NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G27915IV	H5N6F	ShortComp
G27915IV	HexNAc(6)Hex(5)Fuc(1)	Byonic
G27947YN	H6N5S2	ShortComp
G27947YN	HexNAc(5)Hex(6)NeuAc(2)	Byonic
G27947YN	HexNAc5Hex6NeuAc2	ShortUniCarbKB
G27947YN	HexNAc5Hex6dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G27997AO	HexNAc(1)Hex(1)NeuGc(1)	Byonic
G27997AO	HexNAc1Hex1NeuGc1	ShortUniCarbKB
G27997AO	HexNAc1Hex1dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G28096RS	HexNAc(3)Hex(5)dHex(3)NeuAc(1)	Byonic
G28096RS	HexNAc3Hex5dHex3NeuAc1	ShortUniCarbKB
G28096RS	HexNAc3Hex5dHex3NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G28155JW	HexNAc2Hex0dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA1	UniCarbKB
G28155JW	HexNAc2HexA1	ShortUniCarbKB
G28220SO	H5N2S2	ShortComp
G28220SO	HexNAc(2)Hex(5)NeuAc(2)	Byonic
G28220SO	HexNAc2Hex5NeuAc2	ShortUniCarbKB
G28220SO	HexNAc2Hex5dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G28320EF	H2N3F2S	ShortComp
G28320EF	HexNAc(3)Hex(2)Fuc(2)NeuAc(1)	Byonic
G28541PG	H6N3	ShortComp
G28541PG	HexNAc(3)Hex(6)	Byonic
G28541PG	HexNAc3Hex6	ShortUniCarbKB
G28541PG	HexNAc3Hex6dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G28584SV	HexNAc(4)Hex(5)dHex(3)NeuGc(2)	Byonic
G28584SV	HexNAc4Hex5dHex3NeuAc0NeuGc2Pent0S0P0KDN0HexA0	UniCarbKB
G28584SV	HexNAc4Hex5dHex3NeuGc2	ShortUniCarbKB
G28603RA	H4N7S	ShortComp
G28603RA	HexNAc(7)Hex(4)NeuAc(1)	Byonic
G28603RA	HexNAc7Hex4NeuAc1	ShortUniCarbKB
G28603RA	HexNAc7Hex4dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G28622IK	H7N7	ShortComp
G28622IK	HexNAc(7)Hex(7)	Byonic
G28622IK	HexNAc7Hex7	ShortUniCarbKB
G28622IK	HexNAc7Hex7dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G28681TP	H3N2	ShortComp
G28681TP	HexNAc(2)Hex(3)	Byonic
G28681TP	HexNAc2Hex3	ShortUniCarbKB
G28681TP	HexNAc2Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G28684RO	HexNAc(5)Hex(4)NeuGc(1)	Byonic
G28684RO	HexNAc5Hex4NeuGc1	ShortUniCarbKB
G28684RO	HexNAc5Hex4dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G28772DI	HexNAc(5)Hex(6)dHex(1)NeuAc(2)NeuGc(1)	Byonic
G28772DI	HexNAc5Hex6dHex1NeuAc2NeuGc1	ShortUniCarbKB
G28772DI	HexNAc5Hex6dHex1NeuAc2NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G28905MY	H8N3	ShortComp
G28905MY	HexNAc(3)Hex(8)	Byonic
G28905MY	HexNAc3Hex8	ShortUniCarbKB
G28905MY	HexNAc3Hex8dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G28937TW	HexNAc(5)Hex(5)dHex(1)NeuAc(3)	Byonic
G28937TW	HexNAc5Hex5dHex1NeuAc3	ShortUniCarbKB
G28937TW	HexNAc5Hex5dHex1NeuAc3NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G28985UO	HexNAc4Hex0dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA4	UniCarbKB
G28985UO	HexNAc4HexA4	ShortUniCarbKB
G28997IA	HexNAc(3)Hex(3)dHex(2)	Byonic
G28997IA	HexNAc3Hex3dHex2	ShortUniCarbKB
G28997IA	HexNAc3Hex3dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G29063QY	H2N4	ShortComp
G29063QY	HexNAc(4)Hex(2)	Byonic
G29063QY	HexNAc4Hex2	ShortUniCarbKB
G29063QY	HexNAc4Hex2dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G29068FM	HexNAc(1)	Byonic
G29068FM	HexNAc1	ShortUniCarbKB
G29068FM	HexNAc1Hex0dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G29068FM	N	ShortComp
G29084PT	HexNAc(1)Hex(4)dHex(1)NeuAc(2)	Byonic
G29084PT	HexNAc1Hex4dHex1NeuAc2	ShortUniCarbKB
G29084PT	HexNAc1Hex4dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G29184RN	H6N3F3	ShortComp
G29184RN	HexNAc(3)Hex(6)Fuc(3)	Byonic
G29185AG	HexNAc(10)Hex(7)dHex(5)	Byonic
G29185AG	HexNAc10Hex7dHex5	ShortUniCarbKB
G29185AG	HexNAc10Hex7dHex5NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G29276EO	HexNAc(5)Hex(4)NeuAc(1)NeuGc(1)	Byonic
G29276EO	HexNAc5Hex4NeuAc1NeuGc1	ShortUniCarbKB
G29276EO	HexNAc5Hex4dHex0NeuAc1NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G29279QO	HexNAc(4)Hex(5)dHex(1)NeuAc(1)NeuGc(1)	Byonic
G29279QO	HexNAc4Hex5dHex1NeuAc1NeuGc1	ShortUniCarbKB
G29279QO	HexNAc4Hex5dHex1NeuAc1NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G29299MO	H5N3F2	ShortComp
G29299MO	HexNAc(3)Hex(5)Fuc(2)	Byonic
G29545VG	H7N6F2	ShortComp
G29545VG	HexNAc(6)Hex(7)Fuc(2)	Byonic
G29651HS	HexNAc(5)Hex(5)dHex(2)	Byonic
G29651HS	HexNAc5Hex5dHex2	ShortUniCarbKB
G29651HS	HexNAc5Hex5dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G29879MS	H3N5F2	ShortComp
G29879MS	HexNAc(5)Hex(3)Fuc(2)	Byonic
G29898ES	H3N5S	ShortComp
G29898ES	HexNAc(5)Hex(3)NeuAc(1)	Byonic
G29898ES	HexNAc5Hex3NeuAc1	ShortUniCarbKB
G29898ES	HexNAc5Hex3dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G30123TP	HexNAc(4)Hex(5)dHex(2)NeuGc(1)	Byonic
G30123TP	HexNAc4Hex5dHex2NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G30123TP	HexNAc4Hex5dHex2NeuGc1	ShortUniCarbKB
G30190ML	HN4	ShortComp
G30190ML	HexNAc(4)Hex(1)	Byonic
G30190ML	HexNAc4Hex1	ShortUniCarbKB
G30190ML	HexNAc4Hex1dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G30207PZ	GM4	SemanticName
G30221QT	H9N8S	ShortComp
G30221QT	HexNAc(8)Hex(9)NeuAc(1)	Byonic
G30221QT	HexNAc8Hex9NeuAc1	ShortUniCarbKB
G30221QT	HexNAc8Hex9dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G30248BL	H7N4S2	ShortComp
G30248BL	HexNAc(4)Hex(7)NeuAc(2)	Byonic
G30248BL	HexNAc4Hex7NeuAc2	ShortUniCarbKB
G30248BL	HexNAc4Hex7dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G30418WA	HexNAc(4)Hex(6)dHex(4)NeuAc(2)	Byonic
G30418WA	HexNAc4Hex6dHex4NeuAc2	ShortUniCarbKB
G30418WA	HexNAc4Hex6dHex4NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G30621VE	HexNAc(5)Hex(6)dHex(3)NeuAc(2)	Byonic
G30621VE	HexNAc5Hex6dHex3NeuAc2	ShortUniCarbKB
G30621VE	HexNAc5Hex6dHex3NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G30630UO	HexNAc(8)Hex(5)dHex(1)	Byonic
G30630UO	HexNAc8Hex5dHex1	ShortUniCarbKB
G30630UO	HexNAc8Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G30740WO	H6N6S3	ShortComp
G30740WO	HexNAc(6)Hex(6)NeuAc(3)	Byonic
G30740WO	HexNAc6Hex6NeuAc3	ShortUniCarbKB
G30740WO	HexNAc6Hex6dHex0NeuAc3NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G30862UC	HexNAc(5)Hex(4)NeuGc(2)	Byonic
G30862UC	HexNAc5Hex4NeuGc2	ShortUniCarbKB
G30862UC	HexNAc5Hex4dHex0NeuAc0NeuGc2Pent0S0P0KDN0HexA0	UniCarbKB
G30925QW	Sulfo-isogloboside	SemanticName
G30970QQ	H6N7F	ShortComp
G30970QQ	HexNAc(7)Hex(6)Fuc(1)	Byonic
G31016RR	HexNAc(3)Hex(7)dHex(2)	Byonic
G31016RR	HexNAc3Hex7dHex2	ShortUniCarbKB
G31016RR	HexNAc3Hex7dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G31028YV	H3N9	ShortComp
G31028YV	HexNAc(9)Hex(3)	Byonic
G31028YV	HexNAc9Hex3	ShortUniCarbKB
G31028YV	HexNAc9Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G31152IF	H9N7F	ShortComp
G31152IF	HexNAc(7)Hex(9)Fuc(1)	Byonic
G31166QV	H4N8S	ShortComp
G31166QV	HexNAc(8)Hex(4)NeuAc(1)	Byonic
G31166QV	HexNAc8Hex4NeuAc1	ShortUniCarbKB
G31166QV	HexNAc8Hex4dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G31282CB	HexNAc(2)Sulpho(1)	Byonic
G31282CB	HexNAc2Hex0dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G31282CB	HexNAc2S1	ShortUniCarbKB
G31429WT	HN4F	ShortComp
G31429WT	HexNAc(4)Hex(1)Fuc(1)	Byonic
G31458KO	HexNAc(7)Hex(10)dHex(2)	Byonic
G31458KO	HexNAc7Hex10dHex2	ShortUniCarbKB
G31458KO	HexNAc7Hex10dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G31483BB	HexNAc(8)Hex(3)dHex(2)	Byonic
G31483BB	HexNAc8Hex3dHex2	ShortUniCarbKB
G31483BB	HexNAc8Hex3dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G31632CJ	HexNAc(5)Hex(4)dHex(4)	Byonic
G31632CJ	HexNAc5Hex4dHex4	ShortUniCarbKB
G31632CJ	HexNAc5Hex4dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G31852PQ	H7N2	ShortComp
G31852PQ	HexNAc(2)Hex(7)	Byonic
G31852PQ	HexNAc2Hex7	ShortUniCarbKB
G31852PQ	HexNAc2Hex7dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G31986NC	H7N4S	ShortComp
G31986NC	HexNAc(4)Hex(7)NeuAc(1)	Byonic
G31986NC	HexNAc4Hex7NeuAc1	ShortUniCarbKB
G31986NC	HexNAc4Hex7dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G32030CB	H6	ShortComp
G32030CB	Hex(6)	Byonic
G32030CB	Hex6	ShortUniCarbKB
G32030CB	HexNAc0Hex6dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G32031XK	HexNAc6Hex7dHex1NeuAc0NeuGc0Pent0S1P0KDN0HexA1	UniCarbKB
G32031XK	HexNAc6Hex7dHex1S1HexA1	ShortUniCarbKB
G32107XR	HexNAc(5)Hex(6)Fuc(1)NeuAc(1)Sulpho(2)	Byonic
G32254QI	GL-7 globoseries ganglioside	SemanticName
G32390BU	H15N14F6S	ShortComp
G32390BU	HexNAc(14)Hex(15)Fuc(6)NeuAc(1)	Byonic
G32392SM	H5N6S	ShortComp
G32392SM	HexNAc(6)Hex(5)NeuAc(1)	Byonic
G32392SM	HexNAc6Hex5NeuAc1	ShortUniCarbKB
G32392SM	HexNAc6Hex5dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G32406CO	HexNAc(2)Hex(1)Sulpho(1)	Byonic
G32406CO	HexNAc2Hex1S1	ShortUniCarbKB
G32406CO	HexNAc2Hex1dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G32611PG	HexNAc(7)Hex(8)dHex(1)NeuAc(2)NeuGc(1)	Byonic
G32611PG	HexNAc7Hex8dHex1NeuAc2NeuGc1	ShortUniCarbKB
G32611PG	HexNAc7Hex8dHex1NeuAc2NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G32633LC	HexNAc(5)Hex(7)dHex(1)NeuAc(1)	Byonic
G32633LC	HexNAc5Hex7dHex1NeuAc1	ShortUniCarbKB
G32633LC	HexNAc5Hex7dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G32762BU	HexNAc(5)Hex(6)NeuAc(1)Sulpho(2)	Byonic
G32762BU	HexNAc5Hex6NeuAc1S2	ShortUniCarbKB
G32762BU	HexNAc5Hex6dHex0NeuAc1NeuGc0Pent0S2P0KDN0HexA0	UniCarbKB
G32802UB	HexNAc(1)Hex(6)Phospho(2)	Byonic
G32802UB	HexNAc1Hex6P2	ShortUniCarbKB
G32802UB	HexNAc1Hex6dHex0NeuAc0NeuGc0Pent0S0P2KDN0HexA0	UniCarbKB
G32812YZ	HexNAc(5)Hex(5)dHex(2)NeuAc(2)	Byonic
G32812YZ	HexNAc5Hex5dHex2NeuAc2	ShortUniCarbKB
G32812YZ	HexNAc5Hex5dHex2NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G32861ZJ	HexNAc(8)Hex(7)Fuc(1)NeuAc(2)Sulpho(2)	Byonic
G32899LT	HexNAc(2)Hex(3)dHex(1)NeuAc(1)	Byonic
G32899LT	HexNAc2Hex3dHex1NeuAc1	ShortUniCarbKB
G32899LT	HexNAc2Hex3dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G32926LW	HexNAc(6)Hex(7)dHex(1)NeuAc(2)	Byonic
G32926LW	HexNAc6Hex7dHex1NeuAc2	ShortUniCarbKB
G32926LW	HexNAc6Hex7dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G32985QX	HexNAc(5)Hex(6)dHex(3)NeuAc(3)	Byonic
G32985QX	HexNAc5Hex6dHex3NeuAc3	ShortUniCarbKB
G32985QX	HexNAc5Hex6dHex3NeuAc3NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G33147DG	HexNAc0Hex0dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G33147DG	NeuAc(2)	Byonic
G33147DG	NeuAc2	ShortUniCarbKB
G33147DG	S2	ShortComp
G33416PL	H8N5F	ShortComp
G33416PL	HexNAc(5)Hex(8)Fuc(1)	Byonic
G33444OO	HexNAc(1)Hex(1)dHex(1)NeuAc(2)	Byonic
G33444OO	HexNAc1Hex1dHex1NeuAc2	ShortUniCarbKB
G33444OO	HexNAc1Hex1dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G33553PX	H15N14F5S2	ShortComp
G33553PX	HexNAc(14)Hex(15)Fuc(5)NeuAc(2)	Byonic
G33556XM	HexNAc(6)Hex(3)dHex(1)NeuAc(1)	Byonic
G33556XM	HexNAc6Hex3dHex1NeuAc1	ShortUniCarbKB
G33556XM	HexNAc6Hex3dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G33623LN	HexNAc2Hex0dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA2	UniCarbKB
G33623LN	HexNAc2HexA2	ShortUniCarbKB
G33635AG	HexNAc(7)Hex(6)dHex(3)	Byonic
G33635AG	HexNAc7Hex6dHex3	ShortUniCarbKB
G33635AG	HexNAc7Hex6dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G33766VH	HexNAc(6)Hex(3)dHex(1)NeuGc(1)	Byonic
