GlyTouCanAccession	CFGAccession
G58746AB	carbNlink_44668_D000
G58759ZL	carbOlink_21180_D000
G58793GF	carbOlink_21222_D000
G58824LL	carbNlink_21270_D000
G58824LL	carbNlink_41331_D000
G58846EV	carbOlink_20588_D000
G58896AZ	carbSynthe_0031_D000
G58896AZ	carbSynthe_0196_D000
G58896AZ	carbSynthe_0645_D000
G58896AZ	carbSynthe_0646_D000
G58992VJ	carbNlink_44116_D000
G59001FP	carbNlink_41645_D000
G59029DL	carbNlink_40019_D000
G59041MP	carbNlink_20971_D000
G59041MP	carbNlink_40677_D000
G59081JJ	carbNlink_31430_A
G59141EN	carbNlink_40850_D000
G59149SL	carbNlink_20656_D000
G59168YE	carbOlink_20589_D000
G59168YE	carbOlink_48282_D000
G59255VT	carbNlink_46416_D000
G59256VO	carbNlink_20031_D000
G59256VO	carbNlink_30394_A
G59371ND	carbNlink_30180_A
G59456VR	carbNlink_41682_D000
G59458AW	carbNlink_32972_A
G59471JC	carbNlink_43167_D000
G59513YA	carbNlink_21121_D000
G59513YA	carbNlink_40270_D000
G59513YA	carbNlink_40466_D000
G59655FF	carbNlink_41908_D000
G59659CN	carbOlink_20997_D000
G59742ZT	carbNlink_30368_A
G59761EF	carbNlink_44759_D000
G59810YR	carbNlink_21022_D000
G59869XG	carbNlink_46319_D000
G59897WN	carbNlink_45417_D000
G59999BN	carbOlink_20829_D000
G60230HH	carbSynthe_0113_D000
G60230HH	carbSynthe_0782_D000
G60233WN	carbSynthe_0118_D000
G60233WN	carbSynthe_0652_D000
G60284TY	carbNlink_30153_A
G60330MA	carbNlink_44780_D000
G60430KO	carbSynthe_0199_D000
G60430KO	carbSynthe_0231_D000
G60430KO	carbSynthe_0751_D000
G60468EV	carbNlink_21063_D000
G60496TU	carbNlink_42495_D000
G60496YL	carbNlink_21363_P
G60615ZD	carbOlink_20781_D000
G60645OK	carbGlipid_20035_D000
G60653VD	carbNlink_20278_D000
G60653VD	carbNlink_20279_D000
G60653VD	carbNlink_43564_D000
G60692DB	carbNlink_45946_D000
G60799ZL	carbOlink_20054_D000
G60833BB	carbOlink_21207_D000
G60890ZT	carbOlink_20567_D000
G60949GI	carbOlink_20987_D000
G60951JA	carbNlink_20793_D000
G60955ML	carbOlink_20811_D000
G60956VN	carbNlink_30183_A
G60956VN	carbNlink_40334_D000
G60956VN	carbNlink_41439_D000
G61086WG	carbNlink_44802_D000
G61222QQ	carbNlink_42145_D000
G61283FH	carbNlink_41637_D000
G61351MP	carbNlink_40298_D000
G61386ZX	carbGlipid_20512_D000
G61399JM	carbNlink_42987_D000
G61399NC	carbSynthe_0103_D000
G61399NC	carbSynthe_0172_D000
G61399NC	carbSynthe_0673_D000
G61456PF	carbNlink_40148_D000
G61457CY	carbNlink_40837_D000
G61457CY	carbNlink_44259_D000
G61459JW	carbSynthe_0086_D000
G61459JW	carbSynthe_0173_D000
G61459JW	carbSynthe_0208_D000
G61459JW	carbSynthe_0674_D000
G61459JW	carbSynthe_0675_D000
G61519GA	carbNlink_42629_D000
G61664CH	carbGlipid_20408_D000
G61705AR	carbNlink_40362_D000
G61717JN	carbNlink_21033_D000
G61717JN	carbNlink_30030_A
G61717JN	carbNlink_40305_D000
G61717JN	carbNlink_41205_D000
G61730RY	carbSynthe_0077_D000
G61730RY	carbSynthe_0649_D000
G61819UR	carbNlink_30057_A
G61831UB	carbNlink_44038_D000
G61842MB	carbNlink_32005_A
G61903HE	carbNlink_44136_D000
G61941WO	carbNlink_41100_D000
G61941WO	carbNlink_45436_D000
G61956VN	carbNlink_46342_D000
G62112AO	carbNlink_20646_D000
G62112AO	carbNlink_20647_D000
G62112AO	carbNlink_43614_D000
G62117RR	carbSynthe_0589_D000
G62117RR	carbSynthe_0878_D000
G62145FH	carbNlink_20961_D000
G62196IB	carbNlink_44730_D000
G62364JZ	carbNlink_21269_D000
G62464EH	carbNlink_44742_D000
G62517DC	carbNlink_40750_D000
G62519IY	carbNlink_41250_D000
G62527ZD	carbNlink_20322_D000
G62574BY	carbNlink_21025_D000
G62639CP	carbNlink_43768_D000
G62732AB	carbNlink_41049_D000
G62741IO	carbOlink_20840_D000
G62746IY	carbNlink_44842_D000
G62779OI	carbNlink_21056_D000
G62779OI	carbNlink_43507_D000
G62797OV	carbNlink_45494_D000
G62808KR	carbNlink_45820_D000
G62968IF	carbNlink_20119_D000
G62968IF	carbNlink_31474_A
G62968IF	carbNlink_40369_D000
G62973JK	carbNlink_20116_D000
G62973JK	carbNlink_41403_D000
G62979KP	carbNlink_40778_D000
G63024BG	carbNlink_20457_D000
G63024BG	carbNlink_40165_D000
G63035DM	carbNlink_20456_D000
G63035DM	carbNlink_40129_D000
G63035DM	carbNlink_40271_D000
G63065ZE	carbNlink_42592_D000
G63069TR	carbSynthe_0132_D000
G63069TR	carbSynthe_0744_D000
G63100CN	carbNlink_20625_D000
G63160NR	carbNlink_40036_D000
G63238VS	carbGlipid_20017_D000
G63337SS	carbSynthe_0115_D000
G63389VQ	carbNlink_40028_D000
G63413QV	carbNlink_20632_D000
G63413QV	carbNlink_40674_D000
G63413QV	carbNlink_45829_D000
G63413QV	carbNlink_46082_D000
G63480NF	carbNlink_20422_D000
G63480NF	carbNlink_40322_D000
G63480NF	carbNlink_44449_D000
G63617UP	carbNlink_44494_D000
G63622FJ	carbNlink_40150_D000
G63665MU	carbNlink_40446_D000
G63679SF	carbNlink_46652_D000
G63717SU	carbOlink_20410_D000
G63721FF	carbNlink_41160_D000
G63821SF	carbNlink_45528_D000
G63919RG	carbNlink_44739_D000
G64048GU	carbNlink_40763_D000
G64165TJ	carbOlink_20841_D000
G64259ZR	carbNlink_41818_D000
G64282SO	carbNlink_41472_D000
G64311TT	carbNlink_41444_D000
G64330NA	carbNlink_20644_D000
G64418SR	carbNlink_43250_D000
G64418SR	carbNlink_43379_D000
G64485VT	carbOlink_20785_D000
G64538ZR	carbNlink_40374_D000
G64581RP	carbOlink_35814_A
G64581RP	carbOlink_35842_A
G64581RP	carbNlink_20379_D000
G64581RP	carbNlink_35677_A
G64581RP	carbNlink_35686_A
G64581RP	carbNlink_35689_A
G64581RP	carbNlink_35692_A
G64581RP	carbNlink_35693_A
G64581RP	carbNlink_35694_A
G64581RP	carbNlink_35695_A
G64581RP	carbNlink_35711_A
G64581RP	carbNlink_40073_D000
G64581RP	carbNlink_40074_D000
G64581RP	carbNlink_41856_D000
G64581RP	carbNlink_41858_D000
G64581RP	carbNlink_41859_D000
G64581RP	carbNlink_44564_D000
G64581RP	carbNlink_46451_D000
G64581RP	carbOlink_20368_D000
G64581RP	carbOlink_20369_D000
G64581RP	carbOlink_20370_D000
G64581RP	carbOlink_21311_D000
G64581RP	carbOlink_35812_A
G64581RP	carbOlink_35813_A
G64581RP	carbOlink_35818_A
G64581RP	carbOlink_35819_A
G64581RP	carbOlink_35828_A
G64581RP	carbOlink_35841_A
G64581RP	carbOlink_35843_A
G64581RP	carbOlink_35845_A
G64581RP	carbOlink_35858_A
G64581RP	carbOlink_35863_A
G64581RP	carbOlink_35867_A
G64581RP	carbOlink_35875_A
G64581RP	carbOlink_35878_A
G64581RP	carbOlink_35883_A
G64581RP	carbOlink_35887_A
G64581RP	carbOlink_35896_A
G64581RP	carbOlink_35897_A
G64581RP	carbOlink_35975_A
G64581RP	carbOlink_35980_A
G64581RP	carbOlink_35999_A
G64581RP	carbOlink_36045_A
G64581RP	carbOlink_36050_A
G64581RP	carbOlink_36052_A
G64581RP	carbOlink_36055_A
G64581RP	carbOlink_36057_A
G64581RP	carbOlink_36063_A
G64604UL	carbOlink_20163_D000
G64662SH	carbNlink_42330_D000
G64693IG	carbNlink_45240_D000
G64713KE	carbNlink_40278_D000
G64799PD	carbNlink_20949_D000
G64799PD	carbNlink_21294_D000
G64799PD	carbNlink_40406_D000
G64799PD	carbNlink_46473_D000
G64799PD	carbNlink_47163_D000
G64803AP	carbNlink_43518_D000
G64823DM	carbNlink_30551_A
G64826XB	carbNlink_30001_A
G64857LW	carbNlink_44722_D000
G64860JV	carbNlink_40315_D000
G64860JV	carbNlink_41972_D000
G64894MA	carbNlink_20736_D000
G64894MA	carbNlink_40659_D000
G64973KT	carbOlink_20055_D000
G64973KT	carbOlink_21018_D000
G64973KT	carbSynthe_0126_D000
G64973KT	carbSynthe_0621_D000
G64973KT	carbSynthe_0850_D000
G65030HB	carbNlink_41109_D000
G65087VI	carbNlink_41033_D000
G65191ST	carbNlink_42581_D000
G65191ST	carbOlink_47328_D000
G65191ST	carbOlink_47329_D000
G65191ST	carbOlink_47961_D000
G65226QM	carbNlink_44785_D000
G65243FP	carbNlink_20909_D000
G65294YU	carbNlink_20096_D000
G65294YU	carbNlink_30286_A
G65340BF	carbNlink_46777_D000
G65464PI	carbNlink_20643_D000
G65484DP	carbNlink_41826_D000
G65562ZE	carbOlink_20574_D000
G65562ZE	carbOlink_20575_D000
G65562ZE	carbOlink_21096_D000
G65562ZE	carbOlink_21297_D000
G65562ZE	carbSynthe_0728_D000
G65697SK	carbNlink_42732_D000
G65703ID	carbNlink_20936_D000
G65703ID	carbNlink_40409_D000
G65760UO	carbNlink_45467_D000
G65825CX	carbNlink_46318_D000
G65840VR	carbNlink_40805_D000
G65893EZ	carbNlink_21001_D000
G65893EZ	carbNlink_30078_A
G65982DP	carbNlink_43767_D000
G65984FE	carbNlink_20387_D000
G65984FE	carbNlink_30182_A
G65984FE	carbNlink_40327_D000
G65984FE	carbNlink_41203_D000
G66162WI	carbOlink_21197_D000
G66163TI	carbSynthe_0835_D000
G66184ZO	carbOlink_20839_D000
G66286WQ	carbNlink_21205_D000
G66375VY	carbOlink_21272_D000
G66377OH	carbNlink_21422_P
G66377OH	carbNlink_21449_P
G66488GE	carbNlink_47093_D000
G66489LJ	carbOlink_20568_D000
G66512FS	carbOlink_20560_D000
G66653BX	carbNlink_46106_D000
G66655HQ	carbNlink_20280_D000
G66661ZY	carbNlink_44714_D000
G66669IY	carbOlink_21252_D000
G66741YQ	carbNlink_20137_D000
G66741YQ	carbNlink_21283_D000
G66741YQ	carbNlink_40007_D000
G66741YQ	carbNlink_40319_D000
G66741YQ	carbNlink_41746_D000
G66741YQ	carbNlink_42095_D000
G66741YQ	carbNlink_44688_D000
G66741YQ	carbNlink_46627_D000
G66932MV	carbNlink_20634_D000
G66992XO	carbNlink_31815_A
G67066JI	carbNlink_44158_D000
G67079AO	carbNlink_20972_D000
G67083FT	carbNlink_20492_D000
G67196QU	carbNlink_21416_P
G67286CI	carbNlink_42125_D000
G67328UY	carbNlink_42832_D000
G67342MA	carbNlink_20030_D000
G67342MA	carbNlink_30450_A
G67342MA	carbNlink_40330_D000
G67362UI	carbNlink_44715_D000
G67536FA	carbNlink_21100_D000
G67536FA	carbNlink_43353_D000
G67574IL	carbNlink_45842_D000
G67608DN	carbNlink_44695_D000
G67610IY	carbNlink_42342_D000
G67628PC	carbNlink_43050_D000
G67642SS	carbNlink_46077_D000
G67656PN	carbNlink_21440_P
G67656PN	carbNlink_21479_P
G67767BR	carbNlink_41716_D000
G67838AF	carbOlink_20669_D000
G67898UK	carbNlink_40865_D000
G67898UK	carbNlink_43438_D000
G67915MO	carbNlink_20428_D000
G67915MO	carbNlink_40321_D000
G67915MO	carbNlink_43918_D000
G67988RO	carbGlipid_21016_D000
G68110IF	carbGlipid_20758_D000
G68158BT	carbOlink_35751_A
G68158BT	carbOlink_35814_A
G68158BT	carbOlink_35862_A
G68158BT	carbOlink_35882_A
G68158BT	carbNlink_35677_A
G68158BT	carbOlink_35812_A
G68158BT	carbOlink_35818_A
G68158BT	carbOlink_35863_A
G68158BT	carbOlink_35883_A
G68158BT	carbOlink_35999_A
G68158BT	carbOlink_36057_A
G68158BT	carbOlink_36063_A
G68158BT	carbNlink_35670_A
G68158BT	carbNlink_35672_A
G68158BT	carbNlink_35673_A
G68158BT	carbNlink_35674_A
G68158BT	carbNlink_35675_A
G68158BT	carbNlink_35676_A
G68158BT	carbNlink_35678_A
G68158BT	carbNlink_35679_A
G68158BT	carbNlink_35680_A
G68158BT	carbNlink_35682_A
G68158BT	carbOlink_35721_A
G68158BT	carbOlink_35722_A
G68158BT	carbOlink_35727_A
G68158BT	carbOlink_35728_A
G68158BT	carbOlink_35729_A
G68158BT	carbOlink_35820_A
G68158BT	carbOlink_36011_A
G68158BT	carbOlink_36046_A
G68158BT	carbOlink_36056_A
G68158BT	carbOlink_36070_A
G68175NA	carbNlink_42797_D000
G68253RD	carbOlink_20857_D000
G68318SH	carbNlink_20609_D000
G68318SH	carbNlink_41039_D000
G68321OY	carbNlink_45853_D000
G68651MF	carbNlink_20241_D000
G68651MF	carbNlink_31070_A
G68679LW	carbNlink_21286_D000
G68679LW	carbNlink_43867_D000
G68801RI	carbNlink_44719_D000
G68817WF	carbNlink_41259_D000
G68907ZA	carbNlink_47234_D000
G69083KH	carbNlink_45813_D000
G69175BJ	carbNlink_45945_D000
G69319YQ	carbNlink_45841_D000
G69360KJ	carbOlink_20960_D000
G69360KJ	carbSynthe_0561_D000
G69480BN	carbNlink_40541_D000
G69485SE	carbNlink_20427_D000
G69485SE	carbNlink_42628_D000
G69725KG	carbNlink_20650_D000
G69725KG	carbNlink_42168_D000
G69725KG	carbNlink_42246_D000
G69762CO	carbOlink_20312_D000
G69777JE	carbNlink_42912_D000
G69893KP	carbNlink_42935_D000
G69964CA	carbNlink_46186_D000
G69976JD	carbNlink_47233_D000
G69985ZX	carbNlink_21266_D000
G69987TD	carbNlink_20478_D000
G69987TD	carbNlink_21082_D000
G69987TD	carbNlink_40308_D000
G70052MF	carbNlink_20423_D000
G70052MF	carbNlink_30127_A
G70072FZ	carbNlink_43443_D000
G70073SG	carbNlink_20395_D000
G70073SG	carbNlink_21066_D000
G70073SG	carbNlink_40303_D000
G70073SG	carbNlink_43729_D000
G70073SG	carbNlink_45289_D000
G70076VV	carbNlink_44774_D000
G70081SZ	carbNlink_42591_D000
G70194YY	carbNlink_43439_D000
G70236HL	carbNlink_21106_D000
G70236HL	carbNlink_40648_D000
G70236HL	carbNlink_40679_D000
G70265CT	carbGlipid_20757_D000
G70308HL	carbNlink_41053_D000
G70382WT	carbNlink_20911_D000
G70382WT	carbNlink_42166_D000
G70382WT	carbNlink_42882_D000
G70387YT	carbNlink_21057_D000
G70444FA	carbOlink_20905_D000
G70444FA	carbOlink_47962_D000
G70494TJ	carbNlink_44836_D000
G70538OR	carbOlink_21277_D000
G70548CP	carbNlink_20664_D000
G70590VH	carbOlink_20587_D000
G70593HA	carbOlink_21314_D000
G70642RS	carbNlink_42177_D000
G70681VG	carbNlink_20362_D000
G70681VG	carbNlink_41271_D000
G70851FQ	carbNlink_42785_D000
G70851FQ	carbNlink_44942_D000
G70859XP	carbNlink_21238_D000
G70881GL	carbNlink_20925_D000
G70927FR	carbNlink_44833_D000
G70947EQ	carbNlink_44736_D000
G70958LU	carbNlink_42501_D000
G71063DT	carbNlink_44718_D000
G71094TJ	carbNlink_40790_D000
G71105IW	carbNlink_41082_D000
G71121NN	carbOlink_20883_D000
G71125UE	carbNlink_20135_D000
G71156OO	carbNlink_30576_A
G71307CC	carbOlink_21279_D000
G71320DE	carbNlink_21237_D000
G71338QU	carbOlink_20171_D000
G71360BB	carbNlink_40443_D000
G71394EM	carbNlink_20012_D000
G71409LF	carbOlink_20158_D000
G71451NN	carbNlink_40084_D000
G71451NN	carbNlink_40373_D000
G71479BM	carbNlink_20985_D000
G71485PH	carbGlipid_20750_D000
G71714EQ	carbNlink_46407_D000
G71782CJ	carbNlink_21012_D000
G71782CJ	carbNlink_40666_D000
G71782CJ	carbNlink_42213_D000
G71832QJ	carbOlink_20208_D000
G72060BE	carbOlink_20094_D000
G72060BE	carbOlink_20787_D000
G72085DL	carbNlink_45281_D000
G72108VJ	carbNlink_30029_A
G72108VJ	carbNlink_40306_D000
G72108VJ	carbNlink_40991_D000
G72108VJ	carbNlink_42309_D000
G72108VJ	carbNlink_45290_D000
G72131JM	carbNlink_20602_D000
G72131JM	carbNlink_40599_D000
G72191AG	carbNlink_41474_D000
G72304KR	carbOlink_21185_D000
G72353NN	carbNlink_20635_D000
G72353NN	carbNlink_41602_D000
G72353NN	carbNlink_45037_D000
G72356JA	carbNlink_21245_D000
G72356JA	carbNlink_40665_D000
G72356JA	carbNlink_45184_D000
G72356VO	carbNlink_40051_D000
G72369ZI	carbNlink_40348_D000
G72373YW	carbNlink_20153_D000
G72406BE	carbNlink_20196_D000
G72406BE	carbNlink_43223_D000
G72407WU	carbNlink_45237_D000
G72460OS	carbNlink_20918_D000
G72526IR	carbNlink_40783_D000
G72576LG	carbNlink_42264_D000
G72748AQ	carbGlipid_20211_D000
G72905QH	carbNlink_43331_D000
G72952WX	carbNlink_44721_D000
G72954XC	carbNlink_20651_D000
G72954XC	carbNlink_40645_D000
G72954XC	carbNlink_40672_D000
G72954XC	carbNlink_41209_D000
G72954XC	carbNlink_42851_D000
G72954XC	carbNlink_45358_D000
G73162HV	carbNlink_20326_D000
G73271AZ	carbNlink_21040_D000
G73271AZ	carbNlink_44014_D000
G73308YY	carbNlink_42171_D000
G73323VU	carbOlink_20311_D000
G73381RY	carbGlipid_21115_D000
G73439VG	carbNlink_44839_D000
G73517CY	carbNlink_45407_D000
G73578JC	carbSynthe_0040_D000
G73578JC	carbSynthe_0143_D000
G73578JC	carbSynthe_0187_D000
G73578JC	carbSynthe_0245_D000
G73578JC	carbSynthe_0748_D000
G73578JC	carbSynthe_0749_D000
G73582RP	carbOlink_21211_D000
G73683LQ	carbNlink_30328_A
G73825BL	carbNlink_43431_D000
G73836ED	carbNlink_44709_D000
G73866ZM	carbNlink_20652_D000
G73866ZM	carbNlink_40630_D000
G73866ZM	carbNlink_40644_D000
G73866ZM	carbNlink_41373_D000
G73866ZM	carbNlink_42098_D000
G73866ZM	carbNlink_42569_D000
G73907HE	carbNlink_47218_D000
G73971ME	carbOlink_20988_D000
G73991ZU	carbOlink_20320_D000
G74111MH	carbNlink_30033_A
G74111MH	carbNlink_40307_D000
G74111MH	carbNlink_45187_D000
G74111QE	carbNlink_21357_P
G74290AC	carbNlink_21419_P
G74290AC	carbNlink_40100_D000
G74312RU	carbNlink_42970_D000
G74325TG	carbNlink_21069_D000
G74325TG	carbNlink_30247_A
G74325TG	carbNlink_40337_D000
G74325TG	carbNlink_41207_D000
G74353FF	carbSynthe_0151_D000
G74353FF	carbSynthe_0519_D000
G74353FF	carbSynthe_0520_D000
G74353FF	carbSynthe_0653_D000
G74353FF	carbSynthe_0837_D000
G74364UH	carbNlink_31072_A
G74369SL	carbNlink_41002_D000
G74369SL	carbNlink_44734_D000
G74369SL	carbNlink_45238_D000
G74429YM	carbNlink_20546_D000
G74498IP	carbSynthe_0158_D000
G74531CR	carbNlink_41010_D000
G74674RX	carbNlink_20535_D000
G74716XL	carbNlink_20264_D000
G74910NC	carbNlink_44476_D000
G74949YP	carbNlink_20335_D000
G75022UP	carbNlink_20178_D000
G75052YA	carbNlink_21418_P
G75082OS	carbNlink_21104_D000
G75082OS	carbNlink_45654_D000
G75318VB	carbNlink_20915_D000
G75488YU	carbNlink_45369_D000
G75571YN	carbNlink_20948_D000
G75584LU	carbNlink_32891_A
G75584LU	carbNlink_40340_D000
G75584LU	carbNlink_40706_D000
G75584LU	carbNlink_40754_D000
G75586OT	carbOlink_20786_D000
G75599HG	carbOlink_20305_D000
G75687SF	carbOlink_20850_D000
G75701BM	carbNlink_41370_D000
G75734VP	carbNlink_21119_D000
G75734VP	carbNlink_43205_D000
G75789AR	carbGlipid_20515_D000
G75789AR	carbSynthe_0036_D000
G75789AR	carbSynthe_0189_D000
G75789AR	carbSynthe_0714_D000
G75824WJ	carbNlink_44731_D000
G75825ZR	carbNlink_41371_D000
G75937YG	carbNlink_30453_A
G76036GS	carbOlink_20089_D000
G76154QC	carbOlink_20000_D000
G76241TN	carbNlink_21244_D000
G76241TN	carbNlink_40320_D000
G76241TN	carbNlink_40986_D000
G76241TN	carbNlink_41204_D000
G76241TN	carbNlink_42259_D000
G76241TN	carbNlink_44238_D000
G76245RV	carbNlink_40540_D000
G76355TG	carbSynthe_0067_D000
G76355TG	carbSynthe_0610_D000
G76431SN	carbOlink_21309_D000
G76481US	carbOlink_20801_D000
G76489QB	carbNlink_20584_D000
G76489QB	carbNlink_43348_D000
G76680HJ	carbNlink_40469_D000
G76680HJ	carbNlink_40720_D000
G76705RJ	carbNlink_46317_D000
G76705YY	carbNlink_45657_D000
G76823GQ	carbNlink_40769_D000
G76823GQ	carbNlink_45063_D000
G76924RW	carbNlink_40537_D000
G76924RW	carbNlink_45263_D000
G76931AL	carbNlink_44748_D000
G76945TE	carbNlink_20118_D000
G77166ST	carbNlink_41593_D000
G77177HT	carbNlink_21425_P
G77207RR	carbNlink_40903_D000
G77208XM	carbOlink_20401_D000
G77282MO	carbNlink_21404_P
G77451BX	carbNlink_43021_D000
G77479VH	carbNlink_20486_D000
G77479VH	carbNlink_40956_D000
G77479VH	carbNlink_44501_D000
G77498XG	carbNlink_30395_A
G77503IE	carbOlink_21000_D000
G77593JU	carbGlipid_20019_D000
G77608VQ	carbNlink_45341_D000
G77805RB	carbNlink_21444_P
G77824XV	carbNlink_40642_D000
G77824XV	carbOlink_48209_D000
G77861QN	carbNlink_31472_A
G77915WT	carbOlink_20405_D000
G78000JX	carbNlink_45194_D000
G78003VE	carbNlink_21089_D000
G78011OA	carbOlink_20881_D000
G78074HX	carbSynthe_0224_D000
G78074HX	carbSynthe_0607_D000
G78074HX	carbSynthe_469_D000
G78108ZM	carbOlink_20104_D000
G78342SP	carbNlink_20285_D000
G78342SP	carbNlink_20286_D000
G78342SP	carbNlink_20928_D000
G78342SP	carbNlink_43570_D000
G78391CU	carbNlink_43160_D000
G78434AN	carbNlink_40049_D000
G78436BB	carbOlink_20084_D000
G78436BB	carbOlink_48208_D000
G78681QL	carbNlink_20381_D000
G78681QL	carbNlink_40095_D000
G78681QL	carbNlink_40347_D000
G78768UQ	carbNlink_32975_A
G79037RU	carbNlink_21298_D000
G79083TY	carbOlink_20835_D000
G79198HM	carbNlink_40285_D000
G79198HM	carbNlink_40997_D000
G79215ZS	carbNlink_43146_D000
G79249GP	carbNlink_21036_D000
G79249GP	carbNlink_44467_D000
G79249GP	carbNlink_45571_D000
G79298QI	carbNlink_45372_D000
G79333MY	carbOlink_21305_D000
G79333MY	carbPDB_00014_D000
G79345TW	carbNlink_31559_A
G79351ZW	carbNlink_44762_D000
G79368CP	carbNlink_43432_D000
G79369FE	carbNlink_30550_A
G79499QH	carbNlink_42753_D000
G79520GQ	carbNlink_20731_D000
G79646HD	carbNlink_45849_D000
G79702QE	carbNlink_45839_D000
G79702QE	carbNlink_46613_D000
G79781PS	carbNlink_20474_D000
G79810PX	carbNlink_41183_D000
G79810PX	carbNlink_41651_D000
G79815MA	carbNlink_31881_A
G79915IB	carbOlink_20842_D000
G79920MY	carbNlink_20467_D000
G79920MY	carbNlink_46676_D000
G79924QN	carbNlink_45338_D000
G79954CG	carbNlink_41907_D000
G79996DQ	carbNlink_21236_D000
G80062GG	carbGlipid_20221_D000
G80098ET	carbNlink_21268_D000
G80147HT	carbOlink_20558_D000
G80161SF	carbNlink_40017_D000
G80163ME	carbNlink_41653_D000
G80176YK	carbOlink_20617_D000
G80200DN	carbNlink_47117_D000
G80202YF	carbNlink_30574_A
G80268ZC	carbNlink_44815_D000
G80298HR	carbNlink_44837_D000
G80498RN	carbNlink_20496_D000
G80498RN	carbNlink_42325_D000
G80513FH	carbNlink_20724_D000
G80513FH	carbNlink_21248_D000
G80513FH	carbNlink_42772_D000
G80513FH	carbNlink_43306_D000
G80583XN	carbNlink_20328_D000
G80637VS	carbNlink_21035_D000
G80637VS	carbNlink_46359_D000
G80650PW	carbNlink_45195_D000
G80654ZK	carbNlink_21256_D000
G80722US	carbSynthe_0161_D000
G80722US	carbSynthe_0732_D000
G80858MF	carbSynthe_0572_D000
G80966KZ	carbSynthe_0114_D000
G81013EK	carbNlink_20459_D000
G81114MS	carbNlink_44724_D000
G81121OC	carbNlink_21231_D000
G81121OC	carbNlink_32914_A
G81121OC	carbNlink_40329_D000
G81194MD	carbNlink_21249_D000
G81294ZY	carbNlink_45029_D000
G81328BD	carbNlink_20887_D000
G81345OW	carbPDB_00011_D000
G81358TE	carbNlink_21111_D000
G81466NG	carbOlink_20255_D000
G81561UL	carbNlink_43919_D000
G81561UL	carbNlink_44723_D000
G81873QA	carbNlink_45652_D000
G81915YU	carbNlink_20693_D000
G81915YU	carbNlink_43210_D000
G81982NW	carbGlipid_20213_D000
G81983KG	carbGlipid_21114_D000
G82038RE	carbNlink_40065_D000
G82038RE	carbNlink_46428_D000
G82106UN	carbGlipid_20061_D000
G82126PQ	carbNlink_32982_A
G82195FD	carbNlink_45229_D000
G82207VX	carbNlink_20697_D000
G82207VX	carbNlink_20931_D000
G82207VX	carbNlink_40405_D000
G82221BU	carbNlink_45460_D000
G82405LP	carbNlink_20722_D000
G82405LP	carbNlink_46312_D000
G82529OA	carbNlink_40977_D000
G82572FN	carbNlink_40357_D000
G82664ZC	carbNlink_40096_D000
G82664ZC	carbNlink_40350_D000
G82695BC	carbNlink_40025_D000
G82719GT	carbNlink_41390_D000
G82724NW	carbNlink_45801_D000
G82725FS	carbNlink_20504_D000
G82725FS	carbNlink_20505_D000
G82725FS	carbNlink_44499_D000
G82730QA	carbNlink_44740_D000
G82746VF	carbNlink_42131_D000
G82761BO	carbNlink_40573_D000
G82763XK	carbNlink_21417_P
G82801WV	carbNlink_44717_D000
G82829MF	carbNlink_46381_D000
G82845MH	carbNlink_45838_D000
G82845MH	carbNlink_46616_D000
G82858KU	carbGlipid_20209_D000
G82864KM	carbNlink_20131_D000
G82868SO	carbNlink_42801_D000
G82945RR	carbNlink_41909_D000
G82950HY	carbOlink_20063_D000
G83089UA	carbNlink_45373_D000
G83106XM	carbNlink_44781_D000
G83252PW	carbNlink_21353_P
G83312UD	carbNlink_21247_D000
G83425EJ	carbNlink_44783_D000
G83455QZ	carbNlink_21263_D000
G83455QZ	carbNlink_40381_D000
G83540SE	carbNlink_43421_D000
G83600PQ	carbNlink_40267_D000
G83600PQ	carbNlink_40463_D000
G83600PQ	carbNlink_40884_D000
G83633HB	carbNlink_41192_D000
G83644CC	carbNlink_21046_D000
G83644CC	carbNlink_31074_A
G83644CC	carbNlink_43573_D000
G83689NL	carbNlink_31777_A
G83737UD	carbNlink_20121_D000
G83737UD	carbNlink_40099_D000
G83737UD	carbNlink_40353_D000
G83916HL	carbNlink_41247_D000
G83945MQ	carbNlink_30519_A
G83958MI	carbNlink_40816_D000
G83958MI	carbNlink_45265_D000
G84153KU	carbNlink_31330_A
G84153KU	carbNlink_40368_D000
G84167AV	carbNlink_42731_D000
G84186YN	carbNlink_44708_D000
G84260SO	carbNlink_41554_D000
G84287MH	carbNlink_21110_D000
G84287MH	carbNlink_42733_D000
G84329MX	carbNlink_20660_D000
G84329MX	carbNlink_43221_D000
G84350SH	carbNlink_20666_D000
G84368MT	carbNlink_45480_D000
G84467IZ	carbSynthe_0873_D000
G84501YL	carbNlink_40782_D000
G84674JQ	carbNlink_40797_D000
G84712FX	carbNlink_32336_A
G84712FX	carbNlink_40360_D000
G84753IL	carbNlink_40581_D000
G84908OR	carbNlink_20543_D000
G84908OR	carbNlink_44382_D000
G84975VY	carbSynthe_0211_D000
G84996EP	carbNlink_46695_D000
G85095TB	carbNlink_21333_P
G85101OA	carbNlink_20586_D000
G85101OA	carbNlink_43347_D000
G85136IQ	carbNlink_21375_P
G85250EQ	carbNlink_30055_A
G85284LO	carbOlink_21173_D000
G85302NF	carbOlink_20878_D000
G85471HV	carbNlink_30553_A
