GlyTouCanAccession	PubChem
G58276QF	CID71298416
G58276QF	GlyTouCan:G58276QF
G58276QF	SID252290853
G58278VO	GlyTouCan:G58278VO
G58278VO	SID491954398
G58279ES	GlyTouCan:G58279ES
G58279ES	SID491954399
G58279YI	GlyTouCan:G58279YI
G58279YI	SID500118368
G58281NM	CID156618662
G58281NM	GlyTouCan:G58281NM
G58281NM	SID445516172
G58281SK	CID91857183
G58281SK	GlyTouCan:G58281SK
G58281SK	SID252290342
G58283XP	GlyTouCan:G58283XP
G58283XP	SID491856763
G58284AM	GlyTouCan:G58284AM
G58284AM	SID491928405
G58288KD	GlyTouCan:G58288KD
G58288KD	SID491904303
G58293BE	CID91862590
G58293BE	GlyTouCan:G58293BE
G58293BE	SID252296826
G58293WT	GlyTouCan:G58293WT
G58293WT	SID491856752
G58297AS	GlyTouCan:G58297AS
G58297AS	SID491904251
G58298ZT	GlyTouCan:G58298ZT
G58298ZT	SID491904252
G58300HZ	GlyTouCan:G58300HZ
G58300HZ	SID500118371
G58301IC	GlyTouCan:G58301IC
G58301IC	SID491954357
G58301SF	GlyTouCan:G58301SF
G58301SF	SID491904270
G58303SK	GlyTouCan:G58303SK
G58303SK	SID491904281
G58306WW	CID98049165
G58306WW	GlyTouCan:G58306WW
G58306WW	SID482399101
G58307JG	GlyTouCan:G58307JG
G58307JG	SID491904265
G58312FA	GlyTouCan:G58312FA
G58312FA	SID491904284
G58312OF	GlyTouCan:G58312OF
G58312OF	SID500118373
G58313PD	GlyTouCan:G58313PD
G58313PD	SID491904266
G58313TD	GlyTouCan:G58313TD
G58313TD	SID491954358
G58314JG	GlyTouCan:G58314JG
G58314JG	SID491904267
G58315CQ	GlyTouCan:G58315CQ
G58315CQ	SID491856764
G58315IU	GlyTouCan:G58315IU
G58315IU	SID491954405
G58317PN	GlyTouCan:G58317PN
G58317PN	SID491904305
G58318ME	GlyTouCan:G58318ME
G58318ME	SID491954406
G58318SA	GlyTouCan:G58318SA
G58318SA	SID491904274
G58325KK	CID91859416
G58325KK	GlyTouCan:G58325KK
G58325KK	SID252293005
G58326GX	GlyTouCan:G58326GX
G58326GX	SID491856755
G58327BU	GlyTouCan:G58327BU
G58327BU	SID500118374
G58328JK	CID146017670
G58328JK	GlyTouCan:G58328JK
G58328JK	SID405040404
G58329RP	CID129712475
G58329RP	GlyTouCan:G58329RP
G58329RP	SID482399104
G58331OS	CID91852523
G58331OS	GlyTouCan:G58331OS
G58331OS	SID252284769
G58331XF	GlyTouCan:G58331XF
G58331XF	SID491904301
G58336YA	CID168368135
G58336YA	GlyTouCan:G58336YA
G58336YA	SID482399109
G58337JV	GlyTouCan:G58337JV
G58337JV	SID491928458
G58338QG	GlyTouCan:G58338QG
G58338QG	SID491904338
G58339WU	CID168368136
G58339WU	GlyTouCan:G58339WU
G58339WU	SID482399110
G58340YJ	GlyTouCan:G58340YJ
G58340YJ	SID491904390
G58342PV	GlyTouCan:G58342PV
G58342PV	SID518304801
G58344DV	GlyTouCan:G58344DV
G58344DV	SID491904317
G58344IL	GlyTouCan:G58344IL
G58344IL	SID491954411
G58344PL	GlyTouCan:G58344PL
G58344PL	SID491904318
G58347AZ	GlyTouCan:G58347AZ
G58347AZ	SID491856804
G58350LJ	CID91858787
G58350LJ	GlyTouCan:G58350LJ
G58350LJ	SID252292261
G58353SH	GlyTouCan:G58353SH
G58353SH	SID500118387
G58356JX	GlyTouCan:G58356JX
G58356JX	SID500118388
G58362DI	CID71298193
G58362DI	GlyTouCan:G58362DI
G58362DI	SID252285057
G58366KN	GlyTouCan:G58366KN
G58366KN	SID491856788
G58367VU	GlyTouCan:G58367VU
G58367VU	SID491904361
G58368SN	GlyTouCan:G58368SN
G58368SN	SID491954416
G58368VX	GlyTouCan:G58368VX
G58368VX	SID491904392
G58370UT	GlyTouCan:G58370UT
G58370UT	SID491856789
G58372NB	CID139031804
G58372NB	GlyTouCan:G58372NB
G58372NB	SID482399121
G58372YP	GlyTouCan:G58372YP
G58372YP	SID491954360
G58375IA	GlyTouCan:G58375IA
G58375IA	SID491904409
G58377JK	GlyTouCan:G58377JK
G58377JK	SID491954418
G58377LL	GlyTouCan:G58377LL
G58377LL	SID491856798
G58378VD	GlyTouCan:G58378VD
G58378VD	SID491904322
G58381OV	CID71297322
G58381OV	GlyTouCan:G58381OV
G58381OV	SID252280262
G58382MO	GlyTouCan:G58382MO
G58382MO	SID491904323
G58384AV	GlyTouCan:G58384AV
G58384AV	SID500118398
G58385JB	GlyTouCan:G58385JB
G58385JB	SID491954361
G58386NJ	GlyTouCan:G58386NJ
G58386NJ	SID491904405
G58386YP	CID146015411
G58386YP	GlyTouCan:G58386YP
G58386YP	SID405038020
G58387VB	CID91847928
G58387VB	GlyTouCan:G58387VB
G58387VB	SID252279319
G58392LT	GlyTouCan:G58392LT
G58392LT	SID491856815
G58392XZ	GlyTouCan:G58392XZ
G58392XZ	SID491904325
G58393IK	GlyTouCan:G58393IK
G58393IK	SID491954368
G58397VY	GlyTouCan:G58397VY
G58397VY	SID500118401
G58399HX	CID53262298
G58399HX	GlyTouCan:G58399HX
G58399HX	SID252296726
G58402CL	CID146016629
G58402CL	GlyTouCan:G58402CL
G58402CL	SID405039293
G58403SV	CID91850046
G58403SV	GlyTouCan:G58403SV
G58403SV	SID252281812
G58404RD	GlyTouCan:G58404RD
G58404RD	SID491954423
G58408UN	GlyTouCan:G58408UN
G58408UN	SID518304803
G58409WK	CID162950913
G58409WK	GlyTouCan:G58409WK
G58409WK	SID518302997
G58410MO	GlyTouCan:G58410MO
G58410MO	SID500118402
G58413WQ	GlyTouCan:G58413WQ
G58413WQ	SID491954426
G58414HI	CID91850513
G58414HI	GlyTouCan:G58414HI
G58414HI	SID252282369
G58414OV	GlyTouCan:G58414OV
G58414OV	SID491856799
G58422AR	CID13938911
G58422AR	GlyTouCan:G58422AR
G58422AR	SID482399141
G58422UX	CID156614351
G58422UX	GlyTouCan:G58422UX
G58422UX	SID445510204
G58423BB	CID91849501
G58423BB	GlyTouCan:G58423BB
G58423BB	SID252281179
G58423MZ	GlyTouCan:G58423MZ
G58423MZ	SID491856817
G58424NI	GlyTouCan:G58424NI
G58424NI	SID491954428
G58428QZ	CID168368153
G58428QZ	GlyTouCan:G58428QZ
G58428QZ	SID482399142
G58429RC	GlyTouCan:G58429RC
G58429RC	SID491856791
G58436AI	GlyTouCan:G58436AI
G58436AI	SID491904340
G58444TO	GlyTouCan:G58444TO
G58444TO	SID491856802
G58446CM	GlyTouCan:G58446CM
G58446CM	SID500118411
G58450MK	CID25061716
G58450MK	GlyTouCan:G58450MK
G58450MK	SID482399154
G58451IT	GlyTouCan:G58451IT
G58451IT	SID491904387
G58452XH	CID91854060
G58452XH	GlyTouCan:G58452XH
G58452XH	SID252286589
G58454DM	GlyTouCan:G58454DM
G58454DM	SID518304806
G58454XF	GlyTouCan:G58454XF
G58454XF	SID491954432
G58455IE	GlyTouCan:G58455IE
G58455IE	SID491904330
G58465FU	GlyTouCan:G58465FU
G58465FU	SID500118415
G58469BF	GlyTouCan:G58469BF
G58469BF	SID491856794
G58469MG	GlyTouCan:G58469MG
G58469MG	SID500118417
G58469ZS	GlyTouCan:G58469ZS
G58469ZS	SID491904344
G58472BZ	GlyTouCan:G58472BZ
G58472BZ	SID405039163
G58472JA	GlyTouCan:G58472JA
G58472JA	SID491904376
G58472YY	GlyTouCan:G58472YY
G58472YY	SID491856795
G58473KL	CID91850376
G58473KL	GlyTouCan:G58473KL
G58473KL	SID252282199
G58473LW	GlyTouCan:G58473LW
G58473LW	SID491856821
G58473YB	GlyTouCan:G58473YB
G58473YB	SID491904379
G58473ZD	CID91852356
G58473ZD	GlyTouCan:G58473ZD
G58473ZD	SID252284572
G58474MY	CID21627869
G58474MY	GlyTouCan:G58474MY
G58474MY	SID252296932
G58477IT	GlyTouCan:G58477IT
G58477IT	SID500118421
G58478JZ	GlyTouCan:G58478JZ
G58478JZ	SID491856796
G58481XO	GlyTouCan:G58481XO
G58481XO	SID491904406
G58482BJ	GlyTouCan:G58482BJ
G58482BJ	SID491856800
G58482NB	GlyTouCan:G58482NB
G58482NB	SID491904333
G58483GX	GlyTouCan:G58483GX
G58483GX	SID491904404
G58486MB	GlyTouCan:G58486MB
G58486MB	SID491904389
G58486ZT	CID146016140
G58486ZT	GlyTouCan:G58486ZT
G58486ZT	SID405038773
G58489WT	CID71298099
G58489WT	GlyTouCan:G58489WT
G58489WT	SID252285239
G58489YE	GlyTouCan:G58489YE
G58489YE	SID491954512
G58489ZK	GlyTouCan:G58489ZK
G58489ZK	SID491904403
G58497ET	GlyTouCan:G58497ET
G58497ET	SID500118425
G58498GJ	GlyTouCan:G58498GJ
G58498GJ	SID491904348
G58499LU	GlyTouCan:G58499LU
G58499LU	SID491904378
G58499PY	GlyTouCan:G58499PY
G58499PY	SID491904336
G58501BS	GlyTouCan:G58501BS
G58501BS	SID491954515
G58501OI	CID91850053
G58501OI	GlyTouCan:G58501OI
G58501OI	SID252281820
G58505HS	CID91847203
G58505HS	GlyTouCan:G58505HS
G58505HS	SID252278437
G58507AZ	CID53239769
G58507AZ	GlyTouCan:G58507AZ
G58507AZ	SID252277241
G58507TC	GlyTouCan:G58507TC
G58507TC	SID491856834
G58511VX	GlyTouCan:G58511VX
G58511VX	SID491856835
G58512JV	GlyTouCan:G58512JV
G58512JV	SID491904359
G58514RR	GlyTouCan:G58514RR
G58514RR	SID491904345
G58516AF	GlyTouCan:G58516AF
G58516AF	SID491904402
G58516UP	CID156614411
G58516UP	GlyTouCan:G58516UP
G58516UP	SID445510268
G58517TJ	CID71297728
G58517TJ	GlyTouCan:G58517TJ
G58517TJ	SID252282355
G58517VR	CID91862744
G58517VR	GlyTouCan:G58517VR
G58517VR	SID252297017
G58521VQ	GlyTouCan:G58521VQ
G58521VQ	SID491928459
G58522OL	CID91853275
G58522OL	GlyTouCan:G58522OL
G58522OL	SID252285656
G58524PT	GlyTouCan:G58524PT
G58524PT	SID491904388
G58525HQ	GlyTouCan:G58525HQ
G58525HQ	SID491856842
G58526RE	CID91847170
G58526RE	GlyTouCan:G58526RE
G58526RE	SID252278400
G58526TR	CID168368170
G58526TR	GlyTouCan:G58526TR
G58526TR	SID482399182
G58527GP	GlyTouCan:G58527GP
G58527GP	SID500118431
G58527II	GlyTouCan:G58527II
G58527II	SID518304808
G58530MW	GlyTouCan:G58530MW
G58530MW	SID491904458
G58533RL	CID176512576
G58533RL	GlyTouCan:G58533RL
G58533RL	SID518302998
G58536YU	GlyTouCan:G58536YU
G58536YU	SID491904428
G58537BJ	CID146016121
G58537BJ	GlyTouCan:G58537BJ
G58537BJ	SID405038753
G58538ER	GlyTouCan:G58538ER
G58538ER	SID491904465
G58539KV	GlyTouCan:G58539KV
G58539KV	SID491954521
G58540DT	GlyTouCan:G58540DT
G58540DT	SID491954522
G58540RK	GlyTouCan:G58540RK
G58540RK	SID491954502
G58543HQ	GlyTouCan:G58543HQ
G58543HQ	SID491904430
G58543MF	GlyTouCan:G58543MF
G58543MF	SID491904452
G58544KM	GlyTouCan:G58544KM
G58544KM	SID491904444
G58545MF	GlyTouCan:G58545MF
G58545MF	SID491904431
G58546WR	CID91846346
G58546WR	GlyTouCan:G58546WR
G58546WR	SID252277406
G58547FH	CID91858724
G58547FH	GlyTouCan:G58547FH
G58547FH	SID252292184
G58549HI	GlyTouCan:G58549HI
G58549HI	SID500118437
G58550HQ	GlyTouCan:G58550HQ
G58550HQ	SID491954526
G58551VR	GlyTouCan:G58551VR
G58551VR	SID491904445
G58552BU	GlyTouCan:G58552BU
G58552BU	SID491856843
G58553ZP	GlyTouCan:G58553ZP
G58553ZP	SID491904433
G58561KE	GlyTouCan:G58561KE
G58561KE	SID491856844
G58566YO	GlyTouCan:G58566YO
G58566YO	SID491856845
G58570WR	GlyTouCan:G58570WR
G58570WR	SID521707613
G58571IP	CID71297872
G58571IP	GlyTouCan:G58571IP
G58571IP	SID252292495
G58571RV	GlyTouCan:G58571RV
G58571RV	SID491904435
G58574AT	GlyTouCan:G58574AT
G58574AT	SID491954532
G58575YW	CID176512577
G58575YW	GlyTouCan:G58575YW
G58575YW	SID518302999
G58576QI	CID91848528
G58576QI	GlyTouCan:G58576QI
G58576QI	SID252280035
G58576XD	GlyTouCan:G58576XD
G58576XD	SID518304811
G58576YF	CID91858114
G58576YF	GlyTouCan:G58576YF
G58576YF	SID252291440
G58577QC	GlyTouCan:G58577QC
G58577QC	SID500118442
G58577QT	CID156618300
G58577QT	GlyTouCan:G58577QT
G58577QT	SID445515783
G58578BZ	GlyTouCan:G58578BZ
G58578BZ	SID500118443
G58580BP	CID91847877
G58580BP	GlyTouCan:G58580BP
G58580BP	SID252279260
G58582QS	CID91847849
G58582QS	GlyTouCan:G58582QS
G58582QS	SID252279228
G58582XO	GlyTouCan:G58582XO
G58582XO	SID491954534
G58585VA	CID156614812
G58585VA	GlyTouCan:G58585VA
G58585VA	SID445510681
G58585VB	GlyTouCan:G58585VB
G58585VB	SID491928384
G58590EJ	GlyTouCan:G58590EJ
G58590EJ	SID491904460
G58590MR	CID71298269
G58590MR	GlyTouCan:G58590MR
G58590MR	SID252286810
G58596DI	GlyTouCan:G58596DI
G58596DI	SID491904470
G58597EC	GlyTouCan:G58597EC
G58597EC	SID491856846
G58598BO	GlyTouCan:G58598BO
G58598BO	SID491904471
G58598ZJ	CID156617790
G58598ZJ	GlyTouCan:G58598ZJ
G58598ZJ	SID445515104
G58599KY	GlyTouCan:G58599KY
G58599KY	SID491856854
G58606IN	GlyTouCan:G58606IN
G58606IN	SID491856868
G58607HL	GlyTouCan:G58607HL
G58607HL	SID491904453
G58611OO	CID156617762
G58611OO	GlyTouCan:G58611OO
G58611OO	SID445515076
G58611PK	GlyTouCan:G58611PK
G58611PK	SID518304812
G58612QI	GlyTouCan:G58612QI
G58612QI	SID491904446
G58612ZQ	CID10206531
G58612ZQ	GlyTouCan:G58612ZQ
G58612ZQ	SID252285779
G58615XI	GlyTouCan:G58615XI
G58615XI	SID491904440
G58618MZ	GlyTouCan:G58618MZ
G58618MZ	SID491904441
G58620PN	GlyTouCan:G58620PN
G58620PN	SID491954539
G58630HT	GlyTouCan:G58630HT
G58630HT	SID521707615
G58631QJ	CID91854668
G58631QJ	GlyTouCan:G58631QJ
G58631QJ	SID252287326
G58634AX	GlyTouCan:G58634AX
G58634AX	SID491904442
G58634ZB	GlyTouCan:G58634ZB
G58634ZB	SID491904443
G58645HA	CID54333164
G58645HA	GlyTouCan:G58645HA
G58645HA	SID252294398
G58647TP	CID440330
G58647TP	GlyTouCan:G58647TP
G58647TP	SID482399227
G58649WO	GlyTouCan:G58649WO
G58649WO	SID491954540
G58652JT	GlyTouCan:G58652JT
G58652JT	SID491904507
G58652UK	GlyTouCan:G58652UK
G58652UK	SID491904564
G58654YT	CID91846964
G58654YT	GlyTouCan:G58654YT
G58654YT	SID252278142
G58655LE	CID168368193
G58655LE	GlyTouCan:G58655LE
G58655LE	SID482399230
G58660DS	GlyTouCan:G58660DS
G58660DS	SID491954542
G58660FK	GlyTouCan:G58660FK
G58660FK	SID491954494
G58661LU	GlyTouCan:G58661LU
G58661LU	SID500118454
G58663WS	GlyTouCan:G58663WS
G58663WS	SID500118455
G58665JE	GlyTouCan:G58665JE
G58665JE	SID500118456
G58666AC	GlyTouCan:G58666AC
G58666AC	SID491856848
G58666XJ	GlyTouCan:G58666XJ
G58666XJ	SID491856849
G58667NI	CID91852731
G58667NI	GlyTouCan:G58667NI
G58667NI	SID252285019
G58668GU	CID91850250
G58668GU	GlyTouCan:G58668GU
G58668GU	SID252282054
G58670TY	CID156614662
G58670TY	GlyTouCan:G58670TY
G58670TY	SID445510525
G58676UF	GlyTouCan:G58676UF
G58676UF	SID491954544
G58683GH	CID71298302
G58683GH	GlyTouCan:G58683GH
G58683GH	SID252292402
G58683UL	GlyTouCan:G58683UL
G58683UL	SID521707617
G58686JL	CID146017822
G58686JL	GlyTouCan:G58686JL
G58686JL	SID405040561
G58691PQ	GlyTouCan:G58691PQ
G58691PQ	SID500118461
G58692HO	GlyTouCan:G58692HO
G58692HO	SID491954548
G58692XF	GlyTouCan:G58692XF
G58692XF	SID491954549
G58695FX	CID91855645
G58695FX	GlyTouCan:G58695FX
G58695FX	SID252288505
G58696PJ	GlyTouCan:G58696PJ
G58696PJ	SID491904528
G58697JA	GlyTouCan:G58697JA
G58697JA	SID491904509
G58699XL	GlyTouCan:G58699XL
G58699XL	SID491954552
G58699ZC	GlyTouCan:G58699ZC
G58699ZC	SID491856901
G58701XD	GlyTouCan:G58701XD
G58701XD	SID491904512
G58702GH	CID91972214
G58702GH	GlyTouCan:G58702GH
G58702GH	SID445512301
G58704RX	GlyTouCan:G58704RX
G58704RX	SID491954555
G58706FM	GlyTouCan:G58706FM
G58706FM	SID491904489
G58716DN	GlyTouCan:G58716DN
G58716DN	SID491904552
G58726MA	GlyTouCan:G58726MA
G58726MA	SID491856921
G58729TX	GlyTouCan:G58729TX
G58729TX	SID491904513
G58731UN	GlyTouCan:G58731UN
G58731UN	SID500118471
G58732VR	GlyTouCan:G58732VR
G58732VR	SID491856893
G58736XQ	GlyTouCan:G58736XQ
G58736XQ	SID491856885
G58740DK	GlyTouCan:G58740DK
G58740DK	SID491904514
G58742HD	GlyTouCan:G58742HD
G58742HD	SID491856887
G58745BP	GlyTouCan:G58745BP
G58745BP	SID491954560
G58745PD	GlyTouCan:G58745PD
G58745PD	SID491904515
G58746AB	CID91860740
G58746AB	GlyTouCan:G58746AB
G58746AB	SID252294606
G58747SV	GlyTouCan:G58747SV
G58747SV	SID500118475
G58748ZU	GlyTouCan:G58748ZU
G58748ZU	SID491904493
G58750CR	GlyTouCan:G58750CR
G58750CR	SID491904571
G58753AP	GlyTouCan:G58753AP
G58753AP	SID491904496
G58757RS	GlyTouCan:G58757RS
G58757RS	SID500118477
G58758AM	GlyTouCan:G58758AM
G58758AM	SID491954500
G58758MJ	GlyTouCan:G58758MJ
G58758MJ	SID491904510
G58759ZL	CID91853753
G58759ZL	GlyTouCan:G58759ZL
G58759ZL	SID252286224
G58760BD	GlyTouCan:G58760BD
G58760BD	SID491904562
G58761RC	GlyTouCan:G58761RC
G58761RC	SID491904516
G58761SA	GlyTouCan:G58761SA
G58761SA	SID491904573
G58762WR	GlyTouCan:G58762WR
G58762WR	SID491904574
G58768FH	CID91851445
G58768FH	GlyTouCan:G58768FH
G58768FH	SID252283474
G58768YX	GlyTouCan:G58768YX
G58768YX	SID491904529
G58773TI	CID91862778
G58773TI	GlyTouCan:G58773TI
G58773TI	SID252297058
G58776MY	GlyTouCan:G58776MY
G58776MY	SID491856907
G58777MN	GlyTouCan:G58777MN
G58777MN	SID491856925
G58780EA	CID156614633
G58780EA	GlyTouCan:G58780EA
G58780EA	SID445510496
G58783PZ	GlyTouCan:G58783PZ
G58783PZ	SID491856908
G58788RE	GlyTouCan:G58788RE
G58788RE	SID491954565
G58789DD	GlyTouCan:G58789DD
G58789DD	SID491928701
G58792HK	CID156614811
G58792HK	GlyTouCan:G58792HK
G58792HK	SID445510680
G58793GF	CID71298218
G58793GF	GlyTouCan:G58793GF
G58793GF	SID252286976
G58793RU	GlyTouCan:G58793RU
G58793RU	SID491954568
G58794CM	GlyTouCan:G58794CM
G58794CM	SID491856928
G58796VW	GlyTouCan:G58796VW
G58796VW	SID500118484
G58797JF	CID176512578
G58797JF	GlyTouCan:G58797JF
G58797JF	SID518303000
G58797XH	GlyTouCan:G58797XH
G58797XH	SID491904520
G58798VN	GlyTouCan:G58798VN
G58798VN	SID491904500
G58801CZ	GlyTouCan:G58801CZ
G58801CZ	SID491954653
G58802FE	GlyTouCan:G58802FE
G58802FE	SID491904535
G58804BL	GlyTouCan:G58804BL
G58804BL	SID491856895
G58804QW	GlyTouCan:G58804QW
G58804QW	SID491904563
G58806SQ	GlyTouCan:G58806SQ
G58806SQ	SID491954670
G58807XI	CID91845573
G58807XI	GlyTouCan:G58807XI
G58807XI	SID252276488
G58808TX	CID71297760
G58808TX	GlyTouCan:G58808TX
G58808TX	SID252290155
G58809AD	CID91851407
G58809AD	GlyTouCan:G58809AD
G58809AD	SID252283428
G58809HG	GlyTouCan:G58809HG
G58809HG	SID491954654
G58810CD	CID25144836
G58810CD	GlyTouCan:G58810CD
G58810CD	SID482399285
G58810QT	GlyTouCan:G58810QT
G58810QT	SID491856912
G58811EL	GlyTouCan:G58811EL
G58811EL	SID518304815
G58814JC	CID146017914
G58814JC	GlyTouCan:G58814JC
G58814JC	SID405040660
G58814QX	GlyTouCan:G58814QX
G58814QX	SID491904542
G58814TJ	GlyTouCan:G58814TJ
G58814TJ	SID491954672
G58814UM	GlyTouCan:G58814UM
G58814UM	SID491856900
G58815VX	GlyTouCan:G58815VX
G58815VX	SID491904540
G58815WR	CID168368222
G58815WR	GlyTouCan:G58815WR
G58815WR	SID482399291
G58816JP	GlyTouCan:G58816JP
G58816JP	SID521707619
G58819SR	GlyTouCan:G58819SR
G58819SR	SID491904503
G58821FK	GlyTouCan:G58821FK
G58821FK	SID491904517
G58821PA	GlyTouCan:G58821PA
G58821PA	SID500118488
G58822SA	GlyTouCan:G58822SA
G58822SA	SID500118489
G58824DO	CID156618039
G58824DO	GlyTouCan:G58824DO
G58824DO	SID445515471
G58824LL	CID71297621
G58824LL	GlyTouCan:G58824LL
G58824LL	SID252296727
G58824SI	CID91855064
G58824SI	GlyTouCan:G58824SI
G58824SI	SID252287810
G58825HG	GlyTouCan:G58825HG
G58825HG	SID500118490
G58827HR	CID91848387
G58827HR	GlyTouCan:G58827HR
G58827HR	SID252279872
G58827PN	GlyTouCan:G58827PN
G58827PN	SID491904504
G58834BZ	GlyTouCan:G58834BZ
G58834BZ	SID491904530
G58834YQ	CID91848153
G58834YQ	GlyTouCan:G58834YQ
G58834YQ	SID252279586
G58837QJ	GlyTouCan:G58837QJ
G58837QJ	SID491856937
G58839SI	CID156616954
G58839SI	GlyTouCan:G58839SI
G58839SI	SID445514174
G58846EV	CID71298214
G58846EV	GlyTouCan:G58846EV
G58846EV	SID252277781
G58848QS	GlyTouCan:G58848QS
G58848QS	SID491856941
G58852GK	GlyTouCan:G58852GK
G58852GK	SID491904612
G58852KZ	GlyTouCan:G58852KZ
G58852KZ	SID491904642
G58857PA	GlyTouCan:G58857PA
G58857PA	SID500118497
G58858DY	GlyTouCan:G58858DY
G58858DY	SID491904594
G58858EC	GlyTouCan:G58858EC
G58858EC	SID491904595
G58859HD	CID91851989
G58859HD	GlyTouCan:G58859HD
G58859HD	SID252284126
G58861AS	GlyTouCan:G58861AS
G58861AS	SID491856963
G58864DH	GlyTouCan:G58864DH
G58864DH	SID500118498
G58866GI	GlyTouCan:G58866GI
G58866GI	SID500118499
G58868BO	GlyTouCan:G58868BO
G58868BO	SID500118500
G58868UH	GlyTouCan:G58868UH
G58868UH	SID491904597
G58870KE	GlyTouCan:G58870KE
G58870KE	SID491904606
G58871OJ	GlyTouCan:G58871OJ
G58871OJ	SID491904609
G58878NJ	GlyTouCan:G58878NJ
G58878NJ	SID491954679
G58879KH	CID5288770
G58879KH	GlyTouCan:G58879KH
G58879KH	SID252294005
G58879PQ	GlyTouCan:G58879PQ
G58879PQ	SID491904616
G58880LB	GlyTouCan:G58880LB
G58880LB	SID491856974
G58885JA	GlyTouCan:G58885JA
G58885JA	SID500118503
G58886BN	GlyTouCan:G58886BN
G58886BN	SID491928460
G58886OG	GlyTouCan:G58886OG
G58886OG	SID491856965
G58887JT	GlyTouCan:G58887JT
G58887JT	SID500118504
G58887UO	CID71297912
G58887UO	GlyTouCan:G58887UO
G58887UO	SID252284435
G58888CF	GlyTouCan:G58888CF
G58888CF	SID491954682
G58890ZT	CID91860091
G58890ZT	GlyTouCan:G58890ZT
G58890ZT	SID252293811
G58895YJ	GlyTouCan:G58895YJ
G58895YJ	SID491954661
G58896AZ	CID21670519
G58896AZ	GlyTouCan:G58896AZ
G58896AZ	SID252288216
G58897FA	GlyTouCan:G58897FA
G58897FA	SID491904600
G58897VR	GlyTouCan:G58897VR
G58897VR	SID491904641
G58906EB	CID176512580
G58906EB	GlyTouCan:G58906EB
G58906EB	SID518303002
G58907MG	GlyTouCan:G58907MG
G58907MG	SID491856946
G58907RR	GlyTouCan:G58907RR
G58907RR	SID491856947
G58907SW	GlyTouCan:G58907SW
G58907SW	SID500118508
G58909SV	GlyTouCan:G58909SV
G58909SV	SID491904601
G58911SS	CID91858841
G58911SS	GlyTouCan:G58911SS
G58911SS	SID252292327
G58912KC	GlyTouCan:G58912KC
G58912KC	SID518304819
G58917OJ	GlyTouCan:G58917OJ
G58917OJ	SID491904630
G58918TF	CID91859909
G58918TF	GlyTouCan:G58918TF
G58918TF	SID252293594
G58921NR	CID91861264
G58921NR	GlyTouCan:G58921NR
G58921NR	SID252295228
G58923UP	CID49852449
G58923UP	GlyTouCan:G58923UP
G58923UP	SID445511822
G58926NQ	GlyTouCan:G58926NQ
G58926NQ	SID491904636
G58928VA	GlyTouCan:G58928VA
G58928VA	SID491954656
G58928YQ	GlyTouCan:G58928YQ
G58928YQ	SID500118516
G58929CB	GlyTouCan:G58929CB
G58929CB	SID491904624
G58929JD	GlyTouCan:G58929JD
G58929JD	SID491904607
G58929ZW	GlyTouCan:G58929ZW
G58929ZW	SID491904633
G58930HF	GlyTouCan:G58930HF
G58930HF	SID491954688
G58931VV	CID91845366
G58931VV	GlyTouCan:G58931VV
G58931VV	SID252276244
G58932AD	GlyTouCan:G58932AD
G58932AD	SID491954689
G58933XU	GlyTouCan:G58933XU
G58933XU	SID491856984
G58936TD	GlyTouCan:G58936TD
G58936TD	SID491904621
G58937DH	GlyTouCan:G58937DH
G58937DH	SID491856952
G58938QK	GlyTouCan:G58938QK
G58938QK	SID491856953
G58943FQ	GlyTouCan:G58943FQ
G58943FQ	SID500118519
G58945YG	GlyTouCan:G58945YG
G58945YG	SID491954691
G58947ND	GlyTouCan:G58947ND
G58947ND	SID491904604
G58947PZ	GlyTouCan:G58947PZ
G58947PZ	SID491904643
G58947TQ	GlyTouCan:G58947TQ
G58947TQ	SID491954692
G58949BL	GlyTouCan:G58949BL
G58949BL	SID491904608
G58949JP	GlyTouCan:G58949JP
G58949JP	SID491954657
G58952ZX	GlyTouCan:G58952ZX
G58952ZX	SID491856948
G58954YZ	GlyTouCan:G58954YZ
G58954YZ	SID491904736
G58955OJ	CID71297486
G58955OJ	GlyTouCan:G58955OJ
G58955OJ	SID252275765
G58956TM	CID91825702
G58956TM	GlyTouCan:G58956TM
G58956TM	SID445512290
G58959YB	GlyTouCan:G58959YB
G58959YB	SID491954695
G58965WY	GlyTouCan:G58965WY
G58965WY	SID491856950
G58966MB	GlyTouCan:G58966MB
G58966MB	SID491856955
G58968NL	GlyTouCan:G58968NL
G58968NL	SID491856956
G58969RU	CID91855383
G58969RU	GlyTouCan:G58969RU
G58969RU	SID252288187
G58971UG	GlyTouCan:G58971UG
G58971UG	SID521707622
G58972RV	GlyTouCan:G58972RV
G58972RV	SID491904680
G58972ZH	CID91859298
G58972ZH	GlyTouCan:G58972ZH
G58972ZH	SID252292865
G58973XU	GlyTouCan:G58973XU
G58973XU	SID500118529
G58978IW	CID156618356
G58978IW	GlyTouCan:G58978IW
G58978IW	SID445515845
G58980RJ	CID91845463
G58980RJ	GlyTouCan:G58980RJ
G58980RJ	SID252276364
G58985MU	GlyTouCan:G58985MU
G58985MU	SID491904687
G58987DJ	GlyTouCan:G58987DJ
G58987DJ	SID521707625
G58990PX	CID146017644
G58990PX	GlyTouCan:G58990PX
G58990PX	SID405040378
G58990QD	CID91846317
G58990QD	GlyTouCan:G58990QD
G58990QD	SID252277373
G58990YP	GlyTouCan:G58990YP
