NCBI TaxID	Scientific Name	Common Name	Rank	Aggr	GlyTouCan	GlyCosmos	GlyConnect	GlyGen	Total
58121	Planotetraspora mira		species	as annotated	0	1	0	0	1
58319	Scardinius erythrophthalmus	redeye	species	as annotated	0	7	0	7	7
58712	Salmonella enterica subsp. enterica serovar Anatum			as annotated	2	5	0	0	5
58860	Tamarindus indica	tamarind	species	as annotated	0	15	0	2	15
58942	Babiana stricta		species	as annotated	0	1	0	0	1
59045	Anemarrhena asphodeloides		species	as annotated	0	1	0	1	1
59067	Ruscus aculeatus		species	as annotated	0	7	0	1	7
59116	Smilax aspera	rough bindweed	species	as annotated	0	1	0	0	1
59201	Salmonella enterica subsp. enterica		subspecies	as annotated	0	73	0	0	73
59202	Salmonella enterica subsp. salamae		subspecies	as annotated	0	1	0	0	1
59203	Salmonella enterica subsp. arizonae		subspecies	as annotated	0	31	0	3	31
59297	Solidago canadensis		species	as annotated	0	3	0	0	3
59310	Streptococcus macedonicus		species	as annotated	0	4	0	0	4
59510	Pseudomonas syringae pv. pisi			as annotated	1	1	0	0	1
59511	Pseudomonas syringae pv. maculicola			as annotated	0	5	0	0	5
59671	Eurya japonica		species	as annotated	0	1	0	0	1
59824	Soldanella		genus	as annotated	0	2	0	1	2
60480	Shewanella sp. MR-4		species	as annotated	0	5	0	0	5
60550	Burkholderia pyrrocinia		species	as annotated	2	4	0	0	4
60552	Burkholderia vietnamiensis		species	as annotated	3	10	0	0	10
60559	Astropecten latespinosus		species	as annotated	0	2	0	0	2
60573	Distolasterias nipon		species	as annotated	0	5	0	0	5
60711	Chlorocebus sabaeus		species	as annotated	0	1	0	1	1
60746	Acomys russatus		species	as annotated	0	9	0	9	9
61084	Plecoglossus altivelis		species	as annotated	0	7	0	7	7
61652	Serratia rubidaea		species	as annotated	1	1	0	1	1
61854	Nereis sp.		species	as annotated	0	0	1	0	1
62319	Halococcus saccharolyticus		species	as annotated	0	1	0	0	1
63351	Epimedium koreanum		species	as annotated	0	2	0	0	2
63402	Nannizzia gypsea		species	as annotated	0	2	0	0	2
63405	Microsporum canis		species	as annotated	0	1	0	0	1
63410	Ulva lactuca		species	as annotated	0	1	0	0	1
63459	Chenopodium quinoa		species	as annotated	0	2	0	1	2
63470	Dregea sinensis		species	as annotated	0	2	0	0	2
63476	Hemidesmus indicus	Indian sarsaparilla	species	as annotated	0	1	0	0	1
63479	Nerium oleander	rose-bay	species	as annotated	0	10	0	1	10
63673	Turbo cornutus		species	as annotated	0	3	0	1	3
63746	Hepatitis C virus (isolate H77)			as annotated	0	14	0	14	14
63779	Impatiens balsamina	rose balsam	species	as annotated	0	1	0	1	1
64233	Hemsleya		genus	as annotated	0	3	0	0	3
64493	Mucor hiemalis		species	as annotated	0	1	0	0	1
64580	Tilia		genus	as annotated	0	1	0	0	1
64657	Tremella fuciformis	snow fungus	species	as annotated	0	3	0	0	3
64697	Porcellio scaber		species	as annotated	0	0	3	0	3
64699	Dioscorea gracillima		species	as annotated	0	1	0	0	1
64905	Chorda filum		species	as annotated	0	2	0	0	2
65466	Lucilia caesar		species	as annotated	0	20	0	0	20
65557	Alcea rosea		species	as annotated	0	2	0	0	2
66093	Gleditsia japonica		species	as annotated	0	4	0	0	4
66097	Gymnocladus chinensis		species	as annotated	0	6	0	1	6
66624	Balanites		genus	as annotated	0	2	0	0	2
66667	Sterculia		genus	as annotated	0	1	0	0	1
66860	Streptomyces thermoviolaceus subsp. thermoviolaceus		subspecies	as annotated	0	2	0	0	2
66861	Vibrio cholerae non-O1		serogroup	as annotated	4	4	0	0	4
66865	Streptomyces afghaniensis		species	as annotated	1	1	0	0	1
66899	Streptomyces hachijoensis		species	as annotated	0	1	0	0	1
67263	Streptomyces griseus subsp. griseus		subspecies	as annotated	0	2	0	0	2
67299	Streptomyces flavogriseus		species	as annotated	0	1	0	0	1
67308	Streptomyces janthinus		species	as annotated	1	1	0	0	1
67316	Streptomyces lavendulocolor		species	as annotated	0	3	0	0	3
67327	Streptomyces melanosporofaciens		species	as annotated	0	1	0	0	1
67360	Streptomyces roseoviolaceus		species	as annotated	1	1	0	0	1
67365	Streptomyces sparsogenes		species	as annotated	0	1	0	0	1
67380	Streptomyces violarus		species	as annotated	1	1	0	0	1
67780	Edwardsiella ictaluri		species	as annotated	0	1	0	0	1
67825	Citrobacter rodentium		species	as annotated	0	3	0	0	3
67826	Citrobacter sedlakii		species	as annotated	0	2	0	0	2
67827	Citrobacter werkmanii		species	as annotated	0	9	0	0	9
67828	Citrobacter gillenii		species	as annotated	0	11	0	0	11
68186	Streptomyces chryseus		species	as annotated	0	1	0	0	1
68280	Streptomyces violaceusniger		species	as annotated	0	1	0	0	1
68527	Aegle marmelos	Indian baelfruit	species	as annotated	0	5	0	2	5
69375	Adenium obesum	desert rose	species	as annotated	0	4	0	0	4
69771	Penicillium decumbens		species	as annotated	0	2	0	2	2
70175	Androctonus australis hector		subspecies	as annotated	0	0	9	0	9
70433	Chionodraco myersi		species	as annotated	0	6	0	6	6
70765	Allium schubertii		species	as annotated	0	2	0	1	2
70803	Salmonella enterica subsp. enterica serovar Minnesota			as annotated	0	36	0	0	36
71647	Pinus pinaster	maritime pine	species	as annotated	0	1	0	0	1
71779	Sirobasidium		genus	as annotated	0	1	0	1	1
72401	Senna didymobotrya	candelabra-tree	species	as annotated	0	3	0	0	3
72702	Pomacea		genus	as annotated	0	3	0	2	3
73174	Aphanoascus fulvescens		species	as annotated	0	2	0	0	2
74046	Monodonta labio		species	as annotated	0	3	0	1	3
74491	Meretrix lusoria		species	as annotated	0	6	0	2	6
74613	Glycyrrhiza uralensis	gan zao	species	as annotated	0	7	0	0	7
74614	Glycyrrhiza inflata		species	as annotated	0	1	0	0	1
75329	Misgurnus anguillicaudatus	weather loach	species	as annotated	0	3	2	0	3
75516	Chrysolina fuliginosa		species	as annotated	0	5	0	0	5
75530	Chrysolina polita		species	as annotated	0	1	0	0	1
75555	Salmonella enterica subsp. enterica serovar Thompson str. C1		strain	as annotated	2	2	0	0	2
75704	Salix alba	white willow	species	as annotated	0	2	0	0	2
75985	Mannheimia haemolytica		species	as annotated	0	13	0	1	13
76396	Sesbania sesban	Egyptian sesban	species	as annotated	0	3	0	0	3
76595	Cellulophaga fucicola		species	as annotated	2	2	0	0	2
76714	Glandularia x hybrida	garden verbena	species	as annotated	0	1	0	0	1
77050	Vatairea macrocarpa		species	as annotated	0	0	2	0	2
77180	Erylus		genus	as annotated	0	2	0	1	2
77608	Pseudoalteromonas distincta		species	as annotated	0	2	0	0	2
77855	Bemisia argentifolii		species	as annotated	0	1	0	1	1
78064	Cetraria islandica		species	as annotated	0	5	0	1	5
78083	Trypanosoma dionisii		species	as annotated	7	12	0	12	12
78372	Amorphophallus konjac	mo-yu	species	as annotated	0	10	0	2	10
78457	Asplenium prolongatum		species	as annotated	0	1	0	0	1
78534	Trigonella foenum-graecum	fenugreek	species	as annotated	0	7	0	0	7
78706	Bletilla		genus	as annotated	0	6	0	2	6
79007	Lilium nobilissimum		species	as annotated	0	1	0	0	1
79690	Hypanus sabinus		species	as annotated	0	1	1	1	2
79798	Agaricus blazei		species	as annotated	0	3	0	0	3
80365	Laminaria digitata		species	as annotated	0	2	0	0	2
80854	Moritella viscosa		species	as annotated	0	1	0	0	1
80859	Streptomyces ribosidificus		species	as annotated	2	2	0	0	2
81742	Camassia cusickii		species	as annotated	0	6	0	1	6
81964	Selaginella kraussiana		species	as annotated	0	1	0	1	1
82095	Aralia elata		species	as annotated	0	18	0	5	18
82096	Eleutherococcus senticosus		species	as annotated	0	3	0	0	3
82207	Polygonatum odoratum	yu zhu	species	as annotated	0	2	0	0	2
82321	Lilium mackliniae		species	as annotated	0	5	0	0	5
82328	Lilium regale		species	as annotated	0	1	0	0	1
82335	Notholirion		genus	as annotated	0	1	0	0	1
82336	Notholirion bulbuliferum		species	as annotated	0	1	0	0	1
82382	Ceiba speciosa		species	as annotated	0	1	0	0	1
82454	Abroma augustum		species	as annotated	0	2	0	0	2
82527	Ipheion uniflorum	spring starflower	species	as annotated	0	1	0	0	1
82689	Salmonella enterica subsp. enterica serovar Muenster			as annotated	0	1	0	0	1
82706	Chironia baccifera		species	as annotated	0	1	0	1	1
82789	Agrobacterium sp. ATCC 31749		species	as annotated	1	1	0	1	1
82834	Human immunodeficiency virus type 1 lw12.3 isolate			as annotated	0	0	20	0	20
82985	Pragia fontium		species	as annotated	0	2	0	0	2
82996	Serratia plymuthica		species	as annotated	2	2	0	0	2
83167	Pseudomonas syringae pv. aptata			as annotated	0	1	0	0	1
83224	Xanthomonas hortorum pv. vitians	bacterial leaf spot pathogen of lettuce		as annotated	1	2	0	0	2
83333	Escherichia coli K-12		strain	as annotated	24	31	0	3	31
83334	Escherichia coli O157:H7		serotype	as annotated	0	11	0	0	11
83541	Mastigocladus laminosus		species	as annotated	7	7	0	0	7
83554	Chlamydia psittaci		species	as annotated	13	18	0	0	18
83558	Chlamydia pneumoniae		species	as annotated	7	9	0	0	9
83802	Lilium candidum		species	as annotated	0	2	0	0	2
83891	Trypanosoma conorhini		species	as annotated	7	8	0	8	8
84635	Bacillus sp. GL1		species	as annotated	5	5	0	0	5
85223	Laurus nobilis	bay laurel	species	as annotated	0	1	0	0	1
85358	Hedera nepalensis		species	as annotated	0	1	0	0	1
85359	Hedera pastuchovii		species	as annotated	0	1	0	0	1
85360	Hedera rhombea		species	as annotated	0	3	0	0	3
85431	Taenia hydatigena		species	as annotated	1	1	0	1	1
85823	Blattodea		order	as annotated	0	3	0	3	3
85835	Strychnos potatorum	clearing-nut tree	species	as annotated	0	1	0	0	1
85962	Helicobacter pylori 26695		strain	as annotated	14	23	0	3	23
85963	Helicobacter pylori J99		strain	as annotated	1	1	0	0	1
86103	Idiomarina zobellii		species	as annotated	1	2	0	0	2
86192	Pseudomonas chlororaphis subsp. aurantiaca		subspecies	as annotated	0	3	0	0	3
86620	Usnea		genus	as annotated	0	1	0	1	1
86956	Pectinatus cerevisiiphilus		species	as annotated	2	5	0	0	5
87150	Fucus virsoides		species	as annotated	0	1	0	0	1
87257	Evernia prunastri		species	as annotated	0	5	0	1	5
87367	Poria		genus	as annotated	0	1	0	1	1
87882	Burkholderia cepacia complex		species group	as annotated	0	3	0	0	3
87883	Burkholderia multivorans		species	as annotated	6	8	0	0	8
88149	Saccharina japonica		species	as annotated	0	1	0	0	1
88729	Pinus heldreichii	Bosnian pine	species	as annotated	0	4	0	4	4
88917	Hedyosmum bonplandianum		species	as annotated	0	1	0	0	1
89462	Bubalus bubalis	river buffalo	species	as annotated	0	0	1	0	1
89583	Gluconacetobacter		genus	as annotated	0	2	0	0	2
89630	Anchusa officinalis		species	as annotated	0	1	0	1	1
90364	Verbascum nigrum		species	as annotated	0	1	0	0	1
90370	Salmonella enterica subsp. enterica serovar Typhi			as annotated	0	13	0	0	13
90371	Salmonella enterica subsp. enterica serovar Typhimurium			as annotated	0	79	0	0	79
90446	Bupleurum rotundifolium		species	as annotated	0	3	0	0	3
90524	Rhodella reticulata		species	as annotated	0	1	0	0	1
90893	Laminaria hyperborea		species	as annotated	1	2	0	0	2
91097	Hylotelephium telephium	witches' moneybags	species	as annotated	0	3	0	0	3
91198	Allium macrostemon		species	as annotated	0	1	0	1	1
91752	Hericium erinaceus	yamabushitake	species	as annotated	0	3	0	1	3
93385	Brassica rapa subsp. chinensis	bok-choy	subspecies	as annotated	0	7	0	7	7
93934	Coturnix japonica		species	as annotated	0	41	19	39	49
93973	Shewanella japonica		species	as annotated	0	3	0	0	3
94286	Platycodon grandiflorus	jie geng	species	as annotated	0	4	0	0	4
94328	Zingiber officinale	ginger	species	as annotated	0	0	2	0	2
95486	Burkholderia cenocepacia		species	as annotated	2	12	0	0	12
96345	Flavobacterium psychrophilum		species	as annotated	1	1	0	0	1
96820	Armadillo		genus	as annotated	0	2	0	2	2
97307	Prunus padus	bird cherry	species	as annotated	0	4	0	0	4
98230	Tylopilus felleus	bitter bolete	species	as annotated	0	1	0	1	1
98334	Bothrops moojeni		species	as annotated	0	26	15	19	41
98360	Salmonella enterica subsp. enterica serovar Dublin			as annotated	0	1	0	0	1
98400	Botia		genus	as annotated	0	2	0	0	2
99035	Calendula arvensis	field marigold	species	as annotated	0	1	0	1	1
99072	Leucanthemum vulgare		species	as annotated	0	3	0	1	3
99292	Hovenia dulcis	kemponashi	species	as annotated	0	10	0	1	10
99300	Rehmannia glutinosa	Chinese foxglove	species	as annotated	0	2	0	0	2
99802	Spirometra erinaceieuropaei		species	as annotated	1	1	0	1	1
99804	Salmo trutta fario	river trout	subspecies	as annotated	0	1	0	0	1
100171	Swartzia simplex		species	as annotated	0	1	0	0	1
100502	Ophiopogon		genus	as annotated	0	3	0	0	3
100505	Ophiopogon jaburan		species	as annotated	0	2	0	0	2
100506	Ophiopogon japonicus		species	as annotated	0	6	0	0	6
100510	Ophiopogon planiscapus		species	as annotated	0	2	0	0	2
100514	Asparagus cochinchinensis		species	as annotated	0	4	0	1	4
100515	Asparagus filicinus		species	as annotated	0	1	0	0	1
100521	Liriope spicata		species	as annotated	0	9	0	0	9
100989	Tropidechis carinatus		species	as annotated	0	0	9	0	9
101841	Chlorocebus aethiops aethiops		subspecies	as annotated	0	2	0	2	2
102617	Helicobacter pylori SS1		strain	as annotated	2	2	0	1	2
102693	Ulmus rubra	slippery elm	species	as annotated	0	1	0	0	1
102862	Proteus penneri		species	as annotated	1	107	0	1	107
103855	Bordetella hinzii		species	as annotated	2	7	0	0	7
104102	Acetobacter tropicalis		species	as annotated	0	3	0	0	3
104666	Deparia lancea		species	as annotated	0	1	0	0	1
105351	Aspergillus awamori		species	as annotated	0	14	3	13	14
105751	Aeromonas bestiarum		species	as annotated	1	2	0	0	2
105884	Lonicera japonica	Japanese honeysuckle	species	as annotated	0	2	0	0	2
105887	Aloysia		genus	as annotated	0	1	0	0	1
106132	Panax vietnamensis		species	as annotated	0	10	0	1	10
106664	Colubrina asiatica		species	as annotated	0	1	0	0	1
107258	Chaceon affinis		species	as annotated	0	5	0	1	5
108015	Bradyrhizobium yuanmingense		species	as annotated	2	2	0	1	2
108546	Fritillaria thunbergii		species	as annotated	0	1	0	0	1
108619	Salmonella enterica subsp. enterica serovar Newport			as annotated	0	3	0	0	3
108919	Aphanoascus reticulisporus		species	as annotated	0	1	0	0	1
109329	Nocardiopsis trehalosi		species	as annotated	0	1	0	0	1
111408	Oreina gloriosa		species	as annotated	0	1	0	0	1
111538	Chrysolina grossa		species	as annotated	0	1	0	0	1
112509	Hordeum vulgare subsp. vulgare	two-rowed barley	subspecies	as annotated	0	27	0	6	27
113636	Populus tremula	European aspen	species	as annotated	0	2	0	0	2
115549	Pseudomonas fluorescens bv. G			as annotated	1	1	0	0	1
115624	Herniaria glabra		species	as annotated	0	3	0	0	3
116188	Streptomyces coeruleorubidus		species	as annotated	1	1	0	0	1
117541	Salmonella enterica subsp. enterica serovar Ohio			as annotated	0	1	0	0	1
117680	Pseudomonas reactans		species	as annotated	1	2	0	0	2
117781	Apium graveolens Dulce Group	stalk celery		as annotated	0	1	22	1	23
119856	Francisella tularensis subsp. tularensis		subspecies	as annotated	4	4	0	0	4
119857	Francisella tularensis subsp. holarctica		subspecies	as annotated	0	2	0	0	2
119984	Narthecium asiaticum		species	as annotated	0	3	0	1	3
120290	Psidium guajava	guava	species	as annotated	0	1	0	0	1
120635	Pectinopitys ferruginea		species	as annotated	0	1	0	0	1
122586	Neisseria meningitidis MC58		strain	as annotated	1	3	0	0	3
122587	Neisseria meningitidis Z2491		strain	as annotated	1	1	0	0	1
123899	Bordetella trematum		species	as annotated	1	2	0	0	2
124765	Amaranthus spinosus		species	as annotated	0	1	0	0	1
126283	Herpes simplex virus unknown type		species	as annotated	0	2	0	2	2
126344	Phormidium tenue		species	as annotated	0	2	0	1	2
126385	Providencia alcalifaciens		species	as annotated	0	25	0	0	25
126433	Jasminum officinale	su fang hua	species	as annotated	0	4	0	3	4
126435	Lantana camara		species	as annotated	0	2	0	2	2
126732	Acropora formosa		species	as annotated	0	5	0	0	5
126763	Oxystelma esculentum		species	as annotated	0	2	0	0	2
126774	Cynanchum viminale		species	as annotated	0	2	0	0	2
126820	Senna occidentalis	coffee senna	species	as annotated	0	1	0	0	1
126903	Physalis peruviana	gooseberry-tomato	species	as annotated	0	1	0	0	1
127906	Vibrio cholerae O1		serogroup	as annotated	17	28	0	0	28
129138	Pseudomonas amygdali pv. morsprunorum			as annotated	2	2	0	0	2
129140	Pseudomonas syringae pv. tagetis			as annotated	0	1	0	0	1
129337	Geobacillus		genus	as annotated	0	3	0	0	3
129387	Letharia vulpina	wolf lichen	species	as annotated	0	2	0	2	2
133082	Eriosoma lanigerum		species	as annotated	0	5	0	0	5
133434	Acanthaster planci	crown of thorns starfish	species	as annotated	0	3	0	0	3
133437	Luidia clathrata	lined sea star	species	as annotated	0	4	0	0	4
133448	Citrobacter youngae		species	as annotated	0	8	0	0	8
134047	Salmonella enterica subsp. enterica serovar Bredeney			as annotated	0	1	0	0	1
134444	Rhododendron ellipticum		species	as annotated	0	1	0	1	1
135461	Bacillus subtilis subsp. subtilis		subspecies	as annotated	0	1	0	0	1
136217	Curcuma longa		species	as annotated	0	3	0	0	3
136996	Bradyrhizobium lupini		species	as annotated	0	2	0	0	2
137528	Sticta		genus	as annotated	0	1	0	0	1
137939	Aralia echinocaulis		species	as annotated	0	1	0	0	1
138043	Senegalia senegal	gum-arabic	species	as annotated	0	2	0	0	2
139747	Ipomoea dichroa		species	as annotated	0	2	0	0	2
141464	Corbicula japonica		species	as annotated	0	2	0	1	2
141465	Corbicula sandai		species	as annotated	0	4	0	2	4
141466	Asclepias tuberosa		species	as annotated	0	1	0	0	1
143495	Aneurinibacillus thermoaerophilus		species	as annotated	0	8	0	0	8
145126	Arion ater		species	as annotated	0	1	0	1	1
145282	Lithobates clamitans		species	as annotated	0	26	27	13	53
145745	Althaea officinalis	white mallow	species	as annotated	0	1	0	0	1
146094	Gypsophila		genus	as annotated	0	7	0	0	7
146536	Streptomyces curacoi		species	as annotated	1	1	0	0	1
146537	Streptomyces azureus		species	as annotated	1	1	0	0	1
146672	Lithobates sphenocephalus		species	as annotated	0	17	0	12	17
147366	Bambusoideae		subfamily	as annotated	0	5	0	2	5
148728	Tetrapleura tetraptera		species	as annotated	0	1	0	1	1
149539	Salmonella enterica subsp. enterica serovar Enteritidis			as annotated	0	12	0	0	12
150024	Halomonas magadiensis		species	as annotated	0	3	0	0	3
150539	Polyscias scutellaria		species	as annotated	0	3	0	0	3
152297	Pseudoalteromonas issachenkonii		species	as annotated	0	8	0	0	8
152480	Burkholderia ambifaria		species	as annotated	3	3	0	0	3
152500	Burkholderia dolosa		species	as annotated	1	1	0	0	1
153544	Styrax officinalis	storax	species	as annotated	0	1	0	1	1
153729	Epimedium pubescens		species	as annotated	0	1	0	0	1
156871	Rana arvalis	Swedish swamp frog	species	as annotated	0	20	19	15	39
157611	Bullera alba		species	as annotated	0	1	0	0	1
157791	Vigna radiata	mung bean	species	as annotated	0	8	0	7	8
158323	Astragalus penduliflorus		species	as annotated	0	9	0	1	9
158325	Astragalus sieversianus		species	as annotated	0	8	0	0	8
158850	Providencia rustigianii		species	as annotated	0	4	0	0	4
158877	Yokenella regensburgei		species	as annotated	0	8	0	0	8
159033	Citrus x aurantiifolia	lime	species	as annotated	0	1	0	0	1
159075	Acremonium		genus	as annotated	0	9	0	6	9
159120	Acremonium sp. HI-25		species	as annotated	0	5	12	2	17
159298	Deschampsia antarctica		species	as annotated	0	1	0	0	1
159416	Clavelina		genus	as annotated	0	2	0	0	2
160009	Mesocestoides vogae		species	as annotated	2	2	0	2	2
