NCBI TaxID	Scientific Name	Common Name	Rank	Aggr	GlyTouCan	GlyCosmos	GlyConnect	GlyGen	Total
1178	Nostoc commune		species	species	0	1	0	1	1
1245	Leuconostoc mesenteroides		species	species	10	39	0	30	39
1247	Oenococcus oeni		species	species	0	1	0	0	1
1270	Micrococcus luteus		species	species	1	1	0	0	1
1271	Micrococcus sp.		species	species	0	1	0	0	1
1280	Staphylococcus aureus		species	species	0	14	0	0	14
1282	Staphylococcus epidermidis		species	species	1	1	0	0	1
1299	Deinococcus radiodurans		species	species	0	1	0	1	1
1302	Streptococcus gordonii		species	species	0	10	0	0	10
1303	Streptococcus oralis		species	species	1	28	0	0	28
1304	Streptococcus salivarius		species	species	0	1	0	0	1
1305	Streptococcus sanguinis		species	species	0	6	0	0	6
1306	Streptococcus sp.		species	species	0	81	0	9	81
1307	Streptococcus suis		species	species	1	4	0	0	4
1308	Streptococcus thermophilus		species	species	2	20	0	4	20
1309	Streptococcus mutans		species	species	1	3	0	0	3
1311	Streptococcus agalactiae		species	species	3	12	0	0	12
1313	Streptococcus pneumoniae		species	species	10	215	0	21	215
1314	Streptococcus pyogenes		species	species	1	3	0	1	3
1335	Streptococcus equinus		species	species	0	1	0	0	1
1336	Streptococcus equi		species	species	2	2	0	1	2
1341	Streptococcus ratti		species	species	0	2	0	0	2
1351	Enterococcus faecalis		species	species	0	1	0	0	1
1352	Enterococcus faecium		species	species	0	2	0	0	2
1358	Lactococcus lactis		species	species	1	13	0	0	13
1359	Lactococcus cremoris		species	species	0	4	0	0	4
1377	Aerococcus viridans		species	species	0	2	0	0	2
1392	Bacillus anthracis	anthrax	species	species	15	24	0	1	24
1396	Bacillus cereus		species	species	2	4	0	0	4
1397	Niallia circulans		species	species	1	4	0	1	4
1398	Heyndrickxia coagulans		species	species	0	2	0	0	2
1402	Bacillus licheniformis		species	species	2	5	0	0	5
1404	Priestia megaterium		species	species	1	3	0	0	3
1406	Paenibacillus polymyxa		species	species	0	6	0	1	6
1408	Bacillus pumilus		species	species	0	17	0	0	17
1409	Bacillus sp. (in: firmicutes)		species	species	2	6	0	0	6
1422	Geobacillus stearothermophilus		species	species	0	18	0	1	18
1423	Bacillus subtilis		species	species	2	22	0	2	22
1491	Clostridium botulinum		species	species	1	1	0	0	1
1496	Clostridioides difficile		species	species	2	2	0	1	2
1502	Clostridium perfringens		species	species	0	2	0	0	2
1512	[Clostridium] symbiosum		species	species	1	3	0	1	3
1515	Acetivibrio thermocellus		species	species	13	25	7	11	26
1516	Thermoanaerobacter thermohydrosulfuricus		species	species	0	7	1	0	8
1517	Thermoanaerobacterium thermosaccharolyticum		species	species	0	6	0	0	6
1522	[Clostridium] innocuum		species	species	0	2	0	1	2
1579	Lactobacillus acidophilus		species	species	0	5	0	0	5
1582	Lacticaseibacillus casei		species	species	0	6	0	2	6
1584	Lactobacillus delbrueckii		species	species	0	19	0	3	19
1587	Lactobacillus helveticus		species	species	1	25	0	6	25
1591	Lactobacillus sp.		species	species	0	1	0	0	1
1597	Lacticaseibacillus paracasei		species	species	1	1	0	0	1
1599	Latilactobacillus sakei		species	species	0	4	0	0	4
1639	Listeria monocytogenes		species	species	1	1	0	0	1
1646	Renibacterium salmoninarum		species	species	2	2	0	0	2
1656	Actinomyces viscosus		species	species	0	1	0	0	1
1665	Arthrobacter globiformis		species	species	0	5	0	0	5
1667	Arthrobacter sp.		species	species	2	7	0	0	7
1673	Rhizobium viscosum		species	species	1	1	0	0	1
1680	Bifidobacterium adolescentis		species	species	0	1	0	0	1
1681	Bifidobacterium bifidum		species	species	8	12	0	7	12
1685	Bifidobacterium breve		species	species	0	2	0	0	2
1686	Bifidobacterium catenulatum		species	species	0	1	0	0	1
1701	Brevibacterium sp.		species	species	0	1	0	0	1
1703	Brevibacterium linens		species	species	0	2	0	0	2
1711	Cellulomonas flavigena		species	species	0	1	0	1	1
1720	Corynebacterium sp.		species	species	0	4	0	0	4
1744	Propionibacterium freudenreichii		species	species	0	17	0	0	17
1747	Cutibacterium acnes		species	species	1	1	0	0	1
1764	Mycobacterium avium		species	species	8	23	0	0	23
1766	Mycolicibacterium fortuitum		species	species	4	6	0	0	6
1767	Mycobacterium intracellulare		species	species	1	2	0	0	2
1768	Mycobacterium kansasii		species	species	9	9	0	0	9
1769	Mycobacterium leprae		species	species	4	7	0	0	7
1772	Mycolicibacterium smegmatis		species	species	25	35	0	3	35
1773	Mycobacterium tuberculosis		species	species	73	99	0	10	99
1774	Mycobacteroides chelonae		species	species	3	7	0	0	7
1777	Mycobacterium gastri		species	species	1	7	0	0	7
1778	Mycobacterium gordonae		species	species	0	10	0	0	10
1780	Mycobacterium malmoense		species	species	3	3	0	0	3
1781	Mycobacterium marinum		species	species	2	2	0	0	2
1783	Mycobacterium scrofulaceum		species	species	1	1	0	0	1
1785	Mycobacterium sp.		species	species	0	2	0	0	2
1789	Mycobacterium xenopi		species	species	3	5	0	0	5
1793	Mycolicibacterium fallax		species	species	3	3	0	0	3
1796	Mycolicibacterium senegalense		species	species	7	14	0	1	14
1802	Mycolicibacterium farcinogenes		species	species	0	1	0	1	1
1809	Mycobacterium ulcerans		species	species	1	1	0	0	1
1824	Nocardia asteroides		species	species	3	8	0	0	8
1829	Rhodococcus rhodochrous		species	species	0	8	0	1	8
1830	Rhodococcus ruber		species	species	0	1	0	0	1
1831	Rhodococcus sp. (in: high G+C Gram-positive bacteria)		species	species	1	5	0	1	5
1833	Rhodococcus erythropolis		species	species	1	2	0	0	2
1844	Nocardioides luteus		species	species	0	1	0	0	1
1871	Actinoplanes sp.		species	species	0	2	0	0	2
1892	Streptomyces anulatus		species	species	0	1	0	0	1
1902	Streptomyces coelicolor		species	species	0	1	0	0	1
1906	Streptomyces fradiae		species	species	0	2	0	0	2
1911	Streptomyces griseus		species	species	0	2	0	0	2
1912	Streptomyces hygroscopicus		species	species	0	8	0	1	8
1924	Streptomyces purpurascens		species	species	1	1	0	0	1
1931	Streptomyces sp.		species	species	0	18	0	0	18
1936	Streptomyces violaceus		species	species	0	1	0	0	1
1952	Streptomyces thermoviolaceus		species	species	0	2	0	0	2
1967	Streptomyces kanamyceticus		species	species	6	6	0	1	6
2104	Mycoplasmoides pneumoniae	Filterable agent of primary atypical pneumonia	species	species	2	2	0	2	2
2115	Mycoplasmopsis fermentans		species	species	0	1	0	0	1
2148	Acholeplasma laidlawii		species	species	0	7	0	2	7
2180	Methanothermus fervidus		species	species	0	1	0	0	1
2188	Methanococcus voltae		species	species	0	2	0	0	2
2190	Methanocaldococcus jannaschii		species	species	0	1	0	1	1
2203	Methanospirillum hungatei		species	species	0	3	0	1	3
2242	Halobacterium salinarum		species	species	2	10	1	1	11
2246	Haloferax volcanii		species	species	1	3	2	2	4
2248	Halorubrum saccharovorum		species	species	0	2	0	0	2
2252	Haloferax mediterranei		species	species	0	2	0	0	2
2265	Thermococcus litoralis		species	species	1	1	0	0	1
2285	Sulfolobus acidocaldarius		species	species	0	0	1	0	1
2336	Thermotoga maritima		species	species	0	1	0	0	1
2711	Citrus sinensis	Valencia orange	species	species	0	2	17	1	19
2779	Gracilaria tikvahiae		species	species	0	2	0	0	2
2786	Porphyra umbilicalis		species	species	0	8	0	0	8
2824	Gloiopeltis complanata		species	species	0	1	0	0	1
2903	Emiliania huxleyi		species	species	0	13	0	0	13
3039	Euglena gracilis		species	species	0	1	0	1	1
3055	Chlamydomonas reinhardtii		species	species	0	0	12	0	12
3067	Volvox carteri		species	species	0	7	5	7	12
3077	Chlorella vulgaris		species	species	0	2	0	0	2
3112	Prototheca zopfii		species	species	0	1	0	0	1
3129	Bryopsis maxima		species	species	0	1	0	0	1
3218	Physcomitrium patens		species	species	0	0	19	0	19
3311	Ginkgo biloba	ginkgo	species	species	0	1	9	1	10
3333	Picea rubens	red spruce	species	species	0	1	0	0	1
3346	Pinus pinea	pignolia-nut pine	species	species	0	0	11	0	11
3357	Pseudotsuga menziesii		species	species	0	2	0	0	2
3369	Cryptomeria japonica		species	species	0	8	4	1	12
3435	Persea americana		species	species	0	3	21	2	24
3438	Umbellularia californica	California bay tree	species	species	0	2	0	0	2
3486	Humulus lupulus	common hop	species	species	0	1	0	0	1
3489	Artocarpus heterophyllus		species	species	0	1	0	1	1
3527	Phytolacca americana	Virginia poke	species	species	0	2	0	1	2
3528	Phytolacca acinosa	shang lu	species	species	0	2	0	1	2
3541	Bougainvillea glabra		species	species	0	1	0	0	1
3562	Spinacia oleracea		species	species	0	6	3	3	9
3617	Fagopyrum esculentum		species	species	0	1	18	1	19
3625	Actinidia chinensis	zhong hua mi hou tao	species	species	0	2	21	2	23
3635	Gossypium hirsutum	American upland cotton	species	species	0	4	0	0	4
3649	Carica papaya	mamon	species	species	0	13	22	13	35
3656	Cucumis melo	Oriental melon	species	species	0	1	0	0	1
3659	Cucumis sativus	cucumbers	species	species	0	2	0	0	2
3663	Cucurbita pepo		species	species	0	1	1	1	2
3665	Cucurbita melopepo		species	species	1	1	4	1	5
3673	Momordica charantia	bitter gourd	species	species	0	3	3	2	6
3674	Momordica cochinchinensis		species	species	0	4	0	0	4
3693	Populus tremuloides		species	species	0	1	0	0	1
3702	Arabidopsis thaliana	thale-cress	species	species	0	7	16	32	32
3704	Armoracia rusticana	horseradish	species	species	1	7	11	7	17
3708	Brassica napus	rapeseeds	species	species	0	6	0	6	6
3711	Brassica rapa		species	species	0	7	2	7	9
3712	Brassica oleracea		species	species	0	0	18	0	18
3724	Matthiola incana		species	species	0	1	0	1	1
3726	Raphanus sativus		species	species	0	4	0	0	4
3735	Moringa oleifera	maranga	species	species	0	2	0	0	2
3743	Synsepalum dulcificum	sweet berry	species	species	0	14	5	6	19
3747	Fragaria x ananassa		species	species	0	1	18	1	19
3750	Malus domestica	cultivated apple	species	species	0	29	21	3	50
3755	Prunus dulcis	sweet almond	species	species	0	2	16	2	18
3760	Prunus persica		species	species	0	3	0	1	3
3813	Albizia julibrissin		species	species	0	5	0	0	5
3816	Abrus precatorius	rosary pea	species	species	0	9	0	8	9
3818	Arachis hypogaea	ground-nut	species	species	0	3	14	0	17
3821	Cajanus cajan		species	species	0	1	0	0	1
3823	Canavalia ensiformis	horse bean	species	species	0	3	3	3	6
3827	Cicer arietinum	garbanzo	species	species	0	4	0	3	4
3829	Crotalaria juncea		species	species	0	5	0	2	5
3830	Crotalaria pallida		species	species	0	1	0	0	1
3842	Erythrina caffra	lucky beantree	species	species	0	2	0	0	2
3843	Erythrina corallodendron	coral tree	species	species	0	7	1	1	8
3844	Erythrina latissima		species	species	0	1	0	0	1
3845	Erythrina variegata	Indian coral tree	species	species	0	3	0	0	3
3847	Glycine max	soybeans	species	species	0	37	22	21	58
3850	Griffonia simplicifolia		species	species	0	2	0	0	2
3864	Lens culinaris		species	species	0	5	0	3	5
3868	Lotus tetragonolobus		species	species	0	0	2	0	2
3870	Lupinus albus		species	species	0	5	0	0	5
3871	Lupinus angustifolius		species	species	0	6	0	0	6
3872	Lupinus arboreus		species	species	0	2	0	0	2
3873	Lupinus luteus		species	species	0	4	24	0	28
3874	Lupinus polyphyllus		species	species	0	2	0	0	2
3879	Medicago sativa	lucerne	species	species	0	17	0	3	17
3884	Phaseolus lunatus		species	species	0	3	3	1	6
3885	Phaseolus vulgaris	string bean	species	species	0	58	21	42	74
3886	Phaseolus coccineus	scarlet runner bean	species	species	0	5	0	2	5
3888	Pisum sativum	peas	species	species	0	33	16	15	49
3897	Styphnolobium japonicum		species	species	0	6	1	1	6
3906	Vicia faba	faba bean	species	species	0	3	0	0	3
3911	Vicia villosa		species	species	0	1	0	0	1
3914	Vigna angularis	azuki bean	species	species	0	2	0	0	2
3915	Vigna mungo	urd-bean	species	species	0	2	0	0	2
3922	Wisteria floribunda	Japanese wistaria	species	species	0	4	0	2	4
3972	Viscum album		species	species	0	3	0	3	3
3981	Hevea brasiliensis	siringa	species	species	0	1	0	0	1
3988	Ricinus communis		species	species	0	39	15	37	53
3999	Simmondsia chinensis	jojoba	species	species	0	2	0	1	2
4006	Linum usitatissimum		species	species	0	7	0	0	7
4026	Acer pseudoplatanus		species	species	0	87	7	34	94
4039	Daucus carota	Queen Anne's lace	species	species	0	13	33	8	46
4045	Apium graveolens		species	species	0	1	22	1	23
4052	Hedera helix	English ivy	species	species	0	5	0	0	5
4054	Panax ginseng	sansam	species	species	0	12	0	2	12
4066	Calotropis gigantea	madar	species	species	0	4	0	0	4
4072	Capsicum annuum		species	species	0	6	0	0	6
4081	Solanum lycopersicum		species	species	0	54	27	25	81
4087	Nicotiana alata	winged tobacco	species	species	0	26	14	18	40
4092	Nicotiana plumbaginifolia	leadwort-leaved tobacco	species	species	0	5	0	0	5
4097	Nicotiana tabacum	tobacco	species	species	0	47	14	5	61
4100	Nicotiana benthamiana		species	species	0	2	0	0	2
4108	Solanum chacoense		species	species	0	5	0	0	5
4109	Solanum commersonii		species	species	0	2	0	0	2
4112	Solanum nigrum		species	species	0	3	0	1	3
4113	Solanum tuberosum	potatoes	species	species	0	14	10	5	24
4120	Ipomoea batatas	batate	species	species	0	2	0	0	2
4146	Olea europaea		species	species	0	9	10	9	19
4182	Sesamum indicum	koba	species	species	0	2	0	0	2
4212	Ambrosia artemisiifolia	short ragweed	species	species	0	3	0	3	3
4214	Ambrosia trifida		species	species	0	3	0	3	3
4220	Artemisia vulgaris	mugwort	species	species	0	6	5	6	11
4222	Carthamus tinctorius		species	species	0	1	0	0	1
4232	Helianthus annuus		species	species	0	1	0	0	1
4265	Cynara cardunculus	wild artichoke	species	species	0	1	0	0	1
4296	Ilex crenata	Japanese holly	species	species	0	7	0	0	7
4298	Ilex aquifolium	English holly	species	species	0	9	0	0	9
4337	Anagallis arvensis		species	species	0	5	0	0	5
4364	Drosera binata		species	species	0	1	0	0	1
4366	Drosera capensis		species	species	0	4	0	0	4
4424	Brasenia schreberi		species	species	0	1	0	0	1
4442	Camellia sinensis	black tea	species	species	0	10	0	3	10
4443	Camellia japonica	common camellia	species	species	0	1	0	0	1
4458	Arum maculatum	cuckoo-pint	species	species	0	5	0	3	5
4498	Avena sativa	cultivated oats	species	species	0	11	0	3	11
4509	Dactylis glomerata	cocksfoot	species	species	0	5	0	0	5
4513	Hordeum vulgare	barley	species	species	0	33	0	7	33
4522	Lolium perenne	perennial ryegrass	species	species	0	4	0	3	4
4530	Oryza sativa	rice	species	species	0	43	10	26	53
4545	Poa pratensis		species	species	0	3	0	3	3
4547	Saccharum officinarum	sugarcane	species	species	0	1	0	0	1
4550	Secale cereale		species	species	0	6	0	4	6
4558	Sorghum bicolor	milo	species	species	0	5	0	1	5
4565	Triticum aestivum	wheat	species	species	0	68	0	4	68
4577	Zea mays	maize	species	species	1	18	0	6	18
4606	Lolium arundinaceum	tall fescue	species	species	0	1	0	0	1
4615	Ananas comosus		species	species	0	13	2	9	14
4641	Musa acuminata	sweet banana	species	species	0	2	19	2	21
4679	Allium cepa		species	species	0	12	19	3	31
4681	Allium ampeloprasum		species	species	0	4	0	2	4
4682	Allium sativum		species	species	0	6	0	0	6
4684	Allium ursinum	wild garlic	species	species	0	7	0	0	7
4686	Asparagus officinalis		species	species	0	12	18	4	30
4690	Lilium longiflorum	Easter lily	species	species	0	1	0	0	1
4691	Lilium speciosum		species	species	0	9	0	0	9
4720	Phoenix reclinata	Senegal date palm	species	species	0	4	0	0	4
4754	Pneumocystis carinii		species	species	1	1	0	1	1
4784	Phytophthora capsici		species	species	0	1	0	0	1
4788	Phytophthora megasperma	potato pink rot fungus	species	species	0	11	0	1	11
4792	Phytophthora nicotianae	sesame blight agent	species	species	0	6	0	0	6
4844	Rhizopus niveus		species	species	0	2	0	2	2
4896	Schizosaccharomyces pombe		species	species	1	15	14	9	28
4897	Schizosaccharomyces japonicus		species	species	0	1	0	1	1
4903	Cyberlindnera jadinii		species	species	0	9	0	7	9
4911	Kluyveromyces marxianus		species	species	0	1	0	0	1
4922	Komagataella pastoris		species	species	1	89	0	88	89
4929	Meyerozyma guilliermondii		species	species	0	4	0	4	4
4932	Saccharomyces cerevisiae	baker's yeast	species	species	1	205	71	291	291
4934	Lachancea kluyveri		species	species	0	5	0	5	5
5037	Histoplasma capsulatum		species	species	0	4	0	1	4
5061	Aspergillus niger		species	species	0	29	21	17	47
5062	Aspergillus oryzae		species	species	0	16	1	15	17
5063	Aspergillus phoenicis		species	species	0	4	0	4	4
5095	Talaromyces flavus		species	species	0	2	0	0	2
5111	Claviceps purpurea		species	species	0	2	0	0	2
5141	Neurospora crassa		species	species	0	3	0	1	3
5180	Sclerotinia sclerotiorum		species	species	0	1	0	0	1
5207	Cryptococcus neoformans		species	species	0	22	0	0	22
5217	Tremella mesenterica	witches' butter	species	species	0	2	0	0	2
5315	Ganoderma lucidum		species	species	0	1	0	0	1
5325	Trametes versicolor	turkey-tail fungus	species	species	0	1	0	1	1
5334	Schizophyllum commune		species	species	0	4	0	3	4
5341	Agaricus bisporus	white button mushroom	species	species	0	1	6	1	7
5418	Papiliotrema laurentii		species	species	1	5	0	1	5
5445	Hamamotoa singularis		species	species	0	2	0	1	2
5476	Candida albicans		species	species	1	39	0	28	39
5478	Nakaseomyces glabratus		species	species	0	7	0	5	7
5479	Candida maltosa		species	species	0	1	0	0	1
5480	Candida parapsilosis		species	species	0	9	0	8	9
5482	Candida tropicalis		species	species	0	2	0	2	2
5507	Fusarium oxysporum		species	species	0	2	0	0	2
5544	Trichoderma harzianum		species	species	0	4	0	4	4
5548	Trichoderma longibrachiatum		species	species	0	1	0	1	1
5554	Cutaneotrichosporon cutaneum		species	species	0	2	0	2	2
5580	Aureobasidium pullulans		species	species	0	5	0	0	5
5630	Laetiporus sulphureus	chicken-of-the-woods	species	species	0	2	0	2	2
5656	Crithidia fasciculata		species	species	1	17	0	9	17
5659	Leishmania amazonensis		species	species	6	11	4	11	15
5660	Leishmania braziliensis		species	species	1	1	0	1	1
5661	Leishmania donovani		species	species	20	24	2	10	26
5663	Leishmania enriettii		species	species	1	1	0	1	1
5664	Leishmania major		species	species	69	85	3	12	88
5665	Leishmania mexicana		species	species	57	65	8	29	72
5666	Leishmania tropica		species	species	0	3	2	2	5
5667	Leishmania aethiopica		species	species	0	3	0	2	3
5674	Leishmania adleri		species	species	8	12	0	11	12
5691	Trypanosoma brucei		species	species	0	23	19	14	42
5692	Trypanosoma congolense		species	species	0	1	0	1	1
5693	Trypanosoma cruzi		species	species	2	58	22	43	79
5704	Endotrypanum schaudinni		species	species	0	2	0	0	2
5715	Herpetomonas samuelpessoai		species	species	0	8	0	8	8
5718	Herpetomonas muscarum		species	species	2	3	0	3	3
5722	Trichomonas vaginalis		species	species	0	1	0	1	1
5741	Giardia intestinalis		species	species	0	0	1	0	1
5759	Entamoeba histolytica		species	species	1	2	1	2	3
5811	Toxoplasma gondii		species	species	0	1	0	0	1
5833	Plasmodium falciparum		species	species	0	7	0	6	7
5908	Tetrahymena pyriformis		species	species	0	14	0	10	14
6183	Schistosoma mansoni		species	species	0	19	16	12	35
6192	Fasciola hepatica		species	species	2	2	0	2	2
6207	Taenia crassiceps		species	species	0	2	0	1	2
6210	Echinococcus granulosus		species	species	1	1	0	1	1
6211	Echinococcus multilocularis		species	species	0	8	0	5	8
6239	Caenorhabditis elegans		species	species	2	195	24	54	206
6253	Ascaris suum		species	species	0	5	0	1	5
6265	Toxocara canis		species	species	1	5	2	1	7
6266	Toxocara cati	feline roundworm	species	species	0	1	2	0	3
6287	Dirofilaria immitis	canine heartworm nematode	species	species	0	4	8	0	12
6289	Haemonchus contortus	red stomach worm	species	species	0	1	0	1	1
6334	Trichinella spiralis		species	species	0	8	29	5	36
6395	Eisenia bicyclis		species	species	0	2	0	0	2
6398	Lumbricus terrestris		species	species	0	0	2	0	2
6426	Riftia pachyptila	giant tube worm	species	species	0	0	9	0	9
6491	Conus geographus		species	species	0	0	1	0	1
6501	Aplysia kurodai		species	species	0	9	0	0	9
6504	Aplysia sp.		species	species	0	11	0	2	11
6506	Aplysia juliana		species	species	0	3	0	3	3
6511	Dolabella auricularia		species	species	0	2	0	0	2
6523	Lymnaea stagnalis		species	species	0	29	7	2	36
6536	Helix pomatia	edible snail	species	species	0	68	24	5	91
6573	Mizuhopecten yessoensis	ezo giant scallop	species	species	0	1	0	1	1
6637	Todarodes pacificus		species	species	0	3	4	1	7
6717	Astacus leptodactylus	narrow-fingered crayfish	species	species	0	0	6	0	6
6735	Panulirus interruptus		species	species	0	6	3	4	9
6850	Limulus polyphemus		species	species	0	11	4	11	12
6858	Androctonus australis		species	species	0	9	10	8	19
6908	Agelenopsis aperta		species	species	0	4	0	4	4
6973	Blattella germanica		species	species	0	6	0	6	6
7004	Locusta migratoria		species	species	0	4	1	4	5
7091	Bombyx mori	silkworm	species	species	0	24	18	24	42
7108	Spodoptera frugiperda		species	species	0	39	16	39	54
7111	Trichoplusia ni		species	species	0	15	0	15	15
7119	Antheraea pernyi	oak silkmoth	species	species	0	0	10	0	10
7153	Chironomus tentans		species	species	0	1	0	1	1
7159	Aedes aegypti		species	species	0	0	2	0	2
7160	Aedes albopictus	forest day mosquito	species	species	0	2	0	2	2
7227	Drosophila melanogaster		species	species	5	20	66	141	142
7373	Calliphora vicina		species	species	1	20	0	1	20
7380	Phormia regina		species	species	0	1	0	1	1
7460	Apis mellifera	Western honey bee	species	species	0	192	27	86	205
7594	Patiria pectinifera		species	species	0	13	0	0	13
7602	Asterias amurensis	North Pacific seastar	species	species	0	11	0	5	11
7603	Asterias forbesi		species	species	0	11	0	0	11
7604	Asterias rubens	common starfish	species	species	0	10	4	5	14
7644	Clypeaster japonicus		species	species	0	2	0	0	2
7650	Hemicentrotus pulcherrimus		species	species	0	7	0	2	7
7654	Lytechinus variegatus		species	species	0	1	0	0	1
7666	Mesocentrotus nudus		species	species	0	1	0	0	1
7667	Strongylocentrotus intermedius		species	species	0	7	0	1	7
7678	Pseudocentrotus depressus		species	species	0	1	0	0	1
7719	Ciona intestinalis	yellow sea squirt	species	species	0	1	0	0	1
7726	Styela plicata		species	species	0	32	16	5	48
7782	Leucoraja erinaceus		species	species	0	3	0	3	3
7787	Tetronarce californica		species	species	0	41	35	38	75
7788	Torpedo marmorata	spotted torpedo	species	species	0	3	0	3	3
7937	Anguilla japonica		species	species	0	0	1	0	1
7955	Danio rerio	zebra fish	species	species	0	175	0	227	227
7957	Carassius auratus		species	species	0	13	0	13	13
7962	Cyprinus carpio	mirror carp	species	species	0	7	0	7	7
8005	Electrophorus electricus	electric knifefish	species	species	1	1	0	1	1
8018	Oncorhynchus keta		species	species	0	14	12	2	26
8020	Oncorhynchus masou	salmon trout	species	species	0	31	6	5	37
8022	Oncorhynchus mykiss		species	species	1	103	24	22	124
8023	Oncorhynchus nerka		species	species	0	6	5	2	11
8030	Salmo salar		species	species	0	0	16	0	16
8032	Salmo trutta		species	species	0	1	0	0	1
8034	Salvelinus leucomaenis	amemasu char	species	species	1	50	24	11	74
8040	Salvelinus namaycush		species	species	1	4	0	1	4
8049	Gadus morhua		species	species	0	5	0	5	5
8078	Fundulus heteroclitus	killifish	species	species	0	14	0	8	14
8090	Oryzias latipes	medaka	species	species	0	2	0	2	2
8127	Oreochromis mossambicus	Mozambique cichlid	species	species	0	8	0	8	8
8213	Pagothenia borchgrevinki		species	species	0	0	1	0	1
8255	Paralichthys olivaceus	olive flounder	species	species	0	3	1	0	4
8296	Ambystoma mexicanum		species	species	0	11	6	5	17
8305	Ambystoma tigrinum	Eastern tiger salamander	species	species	0	27	11	0	38
8316	Notophthalmus viridescens	red-spotted newt	species	species	0	1	0	1	1
8319	Pleurodeles waltl	Spanish ribbed newt	species	species	0	8	3	0	11
8345	Bombina bombina		species	species	0	0	14	0	14
8348	Bombina variegata		species	species	0	0	13	0	13
8355	Xenopus laevis	platanna	species	species	0	43	32	31	75
8364	Xenopus tropicalis	western clawed frog	species	species	0	10	12	7	22
8384	Bufo bufo	European toad	species	species	0	31	31	8	62
8387	Bufo japonicus	Japanese common toad	species	species	0	4	4	4	8
8400	Aquarana catesbeiana	bullfrogs	species	species	0	1	4	1	5
8404	Lithobates pipiens		species	species	0	17	8	17	24
8406	Pelophylax ridibundus	laughing frog	species	species	0	25	25	2	50
8407	Rana temporaria	European common frog	species	species	0	38	37	11	75
8472	Lepidochelys kempii	Kemp's ridley sea turtle	species	species	0	1	0	1	1
8649	Naja kaouthia		species	species	0	6	23	5	29
8707	Daboia russelii		species	species	0	2	0	2	2
8717	Calloselasma rhodostoma		species	species	0	47	27	44	74
8797	Rhea americana	common rhea	species	species	0	0	1	0	1
8801	Struthio camelus	ostrich	species	species	0	1	0	1	1
8839	Anas platyrhynchos	mallard ducks	species	species	0	22	0	22	22
8932	Columba livia	rock dove	species	species	0	0	42	0	42
9031	Gallus gallus	chickens	species	species	0	316	220	615	615
9091	Coturnix coturnix		species	species	0	10	1	10	11
9103	Meleagris gallopavo	wild turkey	species	species	0	8	0	6	8
9172	Sturnus vulgaris	starling	species	species	0	0	1	0	1
9258	Ornithorhynchus anatinus	duckbill platypus	species	species	0	11	0	10	11
9261	Tachyglossus aculeatus	short-beaked echidna	species	species	0	0	1	0	1
9315	Notamacropus eugenii		species	species	0	1	4	0	5
9317	Macropus giganteus		species	species	0	0	1	0	1
9321	Osphranter rufus		species	species	0	0	6	0	6
9378	Suncus murinus	Asian house shrew	species	species	0	4	0	4	4
9430	Desmodus rotundus	vampire bat	species	species	0	0	37	0	37
9534	Chlorocebus aethiops	savanah monkey	species	species	0	21	0	21	21
9540	Macaca arctoides	bear macaque	species	species	0	1	0	1	1
9541	Macaca fascicularis	long-tailed macaque	species	species	0	6	0	6	6
9542	Macaca fuscata	Japanese monkeys	species	species	0	10	1	10	11
9544	Macaca mulatta	rhesus monkeys	species	species	2	18	1	18	19
9548	Macaca radiata		species	species	0	32	29	22	61
9557	Papio hamadryas	western baboon	species	species	0	5	0	5	5
9593	Gorilla gorilla	gorilla	species	species	0	0	5	0	5
9597	Pan paniscus	bonobo	species	species	0	0	9	0	9
9598	Pan troglodytes		species	species	1	1	8	1	9
9600	Pongo pygmaeus	Orangutan	species	species	0	0	8	0	8
9601	Pongo abelii	Orangutan	species	species	1	1	0	1	1
9606	Homo sapiens		species	species	60	3643	2017	8137	8137
9612	Canis lupus	grey wolf	species	species	4	59	43	54	99
9642	Ursus thibetanus		species	species	0	0	12	0	12
9643	Ursus americanus		species	species	0	0	9	0	9
9644	Ursus arctos	grizzly bear	species	species	0	0	13	0	13
9666	Mustela lutreola	mink	species	species	0	6	0	6	6
9685	Felis catus	cats	species	species	1	61	39	59	100
9728	Delphinus delphis	short-beaked saddleback dolphin	species	species	0	3	0	3	3
9733	Orcinus orca	Orca	species	species	0	3	0	3	3
9737	Stenella coeruleoalba		species	species	0	4	0	4	4
9739	Tursiops truncatus	bottle-nosed dolphin	species	species	0	4	4	4	8
9744	Phocoenoides dalli		species	species	0	3	0	3	3
9755	Physeter macrocephalus		species	species	0	3	0	3	3
9767	Balaenoptera acutorostrata	lesser rorqual	species	species	0	3	0	3	3
9769	Balaenoptera edeni		species	species	0	4	0	4	4
9770	Balaenoptera physalus	finback whale	species	species	0	1	0	0	1
9778	Trichechus manatus		species	species	0	0	3	0	3
9796	Equus caballus	equine	species	species	2	112	51	97	160
9805	Diceros bicornis		species	species	0	0	6	0	6
9823	Sus scrofa	wild boar	species	species	4	766	259	1353	1353
9863	Cervus nippon		species	species	0	5	0	5	5
9894	Giraffa camelopardalis		species	species	0	0	6	0	6
9913	Bos taurus	ox	species	species	8	1011	446	1785	1785
9925	Capra hircus	goats	species	species	0	35	14	29	49
9940	Ovis aries	wild sheep	species	species	1	147	114	140	261
9986	Oryctolagus cuniculus	rabbits	species	species	4	166	44	155	207
