accession	monosaccharide	count
G54094BQ	Hex	1
G54094BQ	HexNAc	1
G54094BQ	NeuAc	1
G54094BQ	Sia	1
G54094YJ	*	4
G54094YJ	Fuc	1
G54094YJ	Gal	1
G54094YJ	GalNAc	1
G54094YJ	GlcNAc	1
G54094YJ	Hex	1
G54094YJ	HexNAc	2
G54094YJ	dHex	1
G54095VB	*	11
G54095VB	Hex	6
G54095VB	Hex+aldi	1
G54095VB	HexNAc	3
G54095VB	aldi	1
G54095VB	dHex	2
G54095ZD	*	8
G54095ZD	GlcNAc	1
G54095ZD	Hex	7
G54095ZD	HexNAc	1
G54095ZD	Man	7
G54096IJ	*	15
G54096IJ	Fuc	1
G54096IJ	Gal	3
G54096IJ	GlcNAc	5
G54096IJ	Hex	6
G54096IJ	HexNAc	5
G54096IJ	Man	3
G54096IJ	NeuAc	3
G54096IJ	Sia	3
G54096IJ	dHex	1
G54105KA	*	9
G54105KA	Fuc	1
G54105KA	Gal	1
G54105KA	GlcNAc	3
G54105KA	Hex	4
G54105KA	HexNAc	3
G54105KA	Man	3
G54105KA	NeuAc	1
G54105KA	Sia	1
G54105KA	dHex	1
G54109CJ	*	5
G54109CJ	Fuc	2
G54109CJ	Gal	1
G54109CJ	GalNAc	1
G54109CJ	GlcNAc	1
G54109CJ	Hex	1
G54109CJ	HexNAc	2
G54109CJ	dHex	2
G54115JL	*	7
G54115JL	Gal	1
G54115JL	GlcNAc	3
G54115JL	Hex	3
G54115JL	HexNAc	3
G54115JL	Man	2
G54115JL	NeuAc	1
G54115JL	Sia	1
G54118CT	*	3
G54118CT	GalNAc	1
G54118CT	GlcNAc	1
G54118CT	HexNAc	2
G54118CT	NeuAc	1
G54118CT	Sia	1
G54118YF	*	6
G54118YF	Hex	2
G54118YF	HexA	1
G54118YF	HexNAc	1
G54118YF	P	1
G54118YF	S	1
G54118YF	Xxx	2
G54119VM	*	3
G54119VM	Hex	1
G54119VM	HexNAc	1
G54119VM	dHex	1
G54121EO	*	4
G54121EO	Gal	1
G54121EO	GalNAc	1
G54121EO	GlcNAc	1
G54121EO	Hex	1
G54121EO	HexNAc	2
G54121EO	NeuAc	1
G54121EO	Sia	1
G54123GR	*	2
G54123GR	Gal	2
G54123GR	Hex	2
G54128WG	*	4
G54128WG	Gal	2
G54128WG	Hex	4
G54128WG	Hex+aldi	1
G54128WG	Man	2
G54128WG	Man+aldi	1
G54128WG	aldi	1
G54129SE	*	3
G54129SE	Hex	1
G54129SE	HexNAc	1
G54129SE	dHex	1
G54133WC	*	18
G54133WC	Fuc	4
G54133WC	Gal	4
G54133WC	GlcNAc	6
G54133WC	Hex	7
G54133WC	HexNAc	6
G54133WC	Man	3
G54133WC	NeuAc	1
G54133WC	Sia	1
G54133WC	dHex	4
G54134KW	*	7
G54134KW	Fuc	2
G54134KW	Gal	2
G54134KW	GalNAc	1
G54134KW	GalNAc+aldi	1
G54134KW	GlcNAc	2
G54134KW	Hex	2
G54134KW	HexNAc	3
G54134KW	HexNAc+aldi	1
G54134KW	aldi	1
G54134KW	dHex	2
G54134OD	*	10
G54134OD	GlcNAc	1
G54134OD	GlcNAc+aldi	1
G54134OD	Hex	9
G54134OD	HexNAc	1
G54134OD	HexNAc+aldi	1
G54134OD	Man	9
G54134OD	aldi	1
G54139VV	*	14
G54139VV	Fuc	1
G54139VV	Gal	4
G54139VV	GlcNAc	6
G54139VV	GlcNAc+aldi	1
G54139VV	Hex	7
G54139VV	HexNAc	6
G54139VV	HexNAc+aldi	1
G54139VV	Man	3
G54139VV	aldi	1
G54139VV	dHex	1
G54140NM	*	11
G54140NM	Fuc	1
G54140NM	Gal	2
G54140NM	GlcNAc	5
G54140NM	Hex	5
G54140NM	HexNAc	5
G54140NM	Man	3
G54140NM	dHex	1
G54144YI	*	9
G54144YI	Fuc	2
G54144YI	GlcNAc	4
G54144YI	Hex	3
G54144YI	HexNAc	4
G54144YI	Man	3
G54144YI	dHex	2
G54149OE	*	14
G54149OE	Fuc	1
G54149OE	Gal	5
G54149OE	GlcNAc	5
G54149OE	GlcNAc+aldi	1
G54149OE	Hex	8
G54149OE	HexNAc	5
G54149OE	HexNAc+aldi	1
G54149OE	Man	3
G54149OE	aldi	1
G54149OE	dHex	1
G54151YB	*	11
G54151YB	Fuc	2
G54151YB	Gal	2
G54151YB	GlcNAc	4
G54151YB	Hex	5
G54151YB	HexNAc	4
G54151YB	Man	3
G54151YB	dHex	2
G54158IT	*	21
G54158IT	Fuc	1
G54158IT	Gal	4
G54158IT	GalNAc	3
G54158IT	GlcNAc	6
G54158IT	Hex	7
G54158IT	HexNAc	9
G54158IT	Man	3
G54158IT	NeuAc	4
G54158IT	Sia	4
G54158IT	dHex	1
G54159GO	*	7
G54159GO	Fuc	2
G54159GO	Gal	2
G54159GO	GalNAc	1
G54159GO	GalNAc+aldi	1
G54159GO	GlcNAc	2
G54159GO	Hex	2
G54159GO	HexNAc	3
G54159GO	HexNAc+aldi	1
G54159GO	aldi	1
G54159GO	dHex	2
G54161DR	*	4
G54161DR	GlcN	2
G54161DR	HexA	2
G54161DR	HexN	2
G54161DR	IdoA	2
G54161DR	S	5
G54163AD	*	5
G54163AD	Fuc	2
G54163AD	Gal	1
G54163AD	GalNAc	1
G54163AD	Glc	1
G54163AD	Hex	2
G54163AD	HexNAc	1
G54163AD	dHex	2
G54163HM	*	5
G54163HM	Hex	5
G54163HM	Man	5
G54165VC	*	6
G54165VC	Fuc	1
G54165VC	Gal	2
G54165VC	GalNAc	1
G54165VC	GlcNAc	2
G54165VC	Hex	2
G54165VC	HexNAc	3
G54165VC	dHex	1
G54168YD	*	8
G54168YD	Hex	3
G54168YD	HexNAc	4
G54168YD	S	1
G54168YD	dHex	1
G54172OV	*	14
G54172OV	Fuc	2
G54172OV	Gal	3
G54172OV	GlcNAc	5
G54172OV	Hex	6
G54172OV	HexNAc	5
G54172OV	Kdn	1
G54172OV	Man	3
G54172OV	Sia	1
G54172OV	dHex	2
G54173HD	*	17
G54173HD	Fuc	1
G54173HD	Gal	4
G54173HD	GlcNAc	6
G54173HD	Hex	7
G54173HD	HexNAc	6
G54173HD	Man	3
G54173HD	NeuAc	3
G54173HD	Sia	3
G54173HD	dHex	1
G54173SV	*	2
G54173SV	Gal	1
G54173SV	Hex	1
G54173SV	Xxx	1
G54177WI	*	9
G54177WI	Fuc	2
G54177WI	Gal	1
G54177WI	GlcNAc	3
G54177WI	Hex	4
G54177WI	HexNAc	3
G54177WI	Man	3
G54177WI	dHex	2
G54183MZ	*	10
G54183MZ	Gal	1
G54183MZ	GlcNAc	3
G54183MZ	Hex	6
G54183MZ	HexNAc	3
G54183MZ	Man	5
G54183MZ	Xxx	1
G54189IW	*	5
G54189IW	Gal	3
G54189IW	Glc	1
G54189IW	GlcNAc	1
G54189IW	Hex	4
G54189IW	HexNAc	1
G54190AS	*	9
G54190AS	Gal	4
G54190AS	GalNAc	1
G54190AS	GlcNAc	3
G54190AS	Hex	4
G54190AS	HexNAc	4
G54190AS	NeuAc	1
G54190AS	Sia	1
G54195NF	*	11
G54195NF	Fuc	1
G54195NF	Gal	2
G54195NF	GlcNAc	5
G54195NF	Hex	5
G54195NF	HexNAc	5
G54195NF	Man	3
G54195NF	dHex	1
G54197JC	*	3
G54197JC	Gal	2
G54197JC	GalNAc	1
G54197JC	Hex	2
G54197JC	HexNAc	1
G54198AU	*	3
G54198AU	GlcA	2
G54198AU	GlcNAc	1
G54198AU	HexA	2
G54198AU	HexNAc	1
G54198XZ	*	3
G54198XZ	Gal	1
G54198XZ	Glc	2
G54198XZ	Hex	3
G54203BM	*	4
G54203BM	GlcNAc	2
G54203BM	Hex	2
G54203BM	HexNAc	2
G54203BM	Man	2
G54210AZ	*	12
G54210AZ	Hex	4
G54210AZ	HexNAc	5
G54210AZ	HexNAc+aldi	1
G54210AZ	aldi	1
G54210AZ	dHex	3
G54212AC	*	10
G54212AC	Fuc	2
G54212AC	Gal	3
G54212AC	GalNAc	3
G54212AC	GlcNAc	2
G54212AC	Hex	3
G54212AC	HexNAc	5
G54212AC	dHex	2
G54215YX	*	2
G54215YX	Gal	2
G54215YX	Hex	2
G54220RF	*	3
G54220RF	Gal	2
G54220RF	Glc	1
G54220RF	Hex	3
G54228HN	*	7
G54228HN	Gal	3
G54228HN	GalNAc	1
G54228HN	GlcNAc	3
G54228HN	Hex	3
G54228HN	HexNAc	4
G54230HJ	*	15
G54230HJ	Gal	4
G54230HJ	GlcNAc	5
G54230HJ	Hex	7
G54230HJ	HexNAc	5
G54230HJ	Man	3
G54230HJ	NeuAc	3
G54230HJ	Sia	3
G54231QT	*	15
G54231QT	Hex	5
G54231QT	HexNAc	6
G54231QT	NeuGc	3
G54231QT	Sia	3
G54231QT	dHex	1
G54233CJ	*	2
G54233CJ	GalNAc	1
G54233CJ	GlcA	1
G54233CJ	HexA	1
G54233CJ	HexNAc	1
G54233CJ	S	1
G54245YQ	*	3
G54245YQ	Fuc	1
G54245YQ	Gal	1
G54245YQ	GlcNAc	1
G54245YQ	Hex	1
G54245YQ	HexNAc	1
G54245YQ	dHex	1
G54247OR	*	8
G54247OR	Gal	1
G54247OR	GlcNAc	2
G54247OR	Hex	4
G54247OR	HexNAc	2
G54247OR	Man	3
G54247OR	NeuAc	1
G54247OR	Sia	1
G54247OR	Xxx	1
G54250UE	*	8
G54250UE	Fuc	2
G54250UE	Gal	2
G54250UE	GalNAc	1
G54250UE	GlcNAc	2
G54250UE	Hex	2
G54250UE	HexNAc	3
G54250UE	NeuAc	1
G54250UE	Sia	1
G54250UE	dHex	2
G54251LR	*	9
G54251LR	GlcNAc	2
G54251LR	Hex	7
G54251LR	HexNAc	2
G54251LR	Man	7
G54252SE	*	10
G54252SE	Fuc	2
G54252SE	Gal	2
G54252SE	GlcNAc	3
G54252SE	Hex	5
G54252SE	HexNAc	3
G54252SE	Man	3
G54252SE	dHex	2
G54253UO	*	3
G54253UO	Glc	3
G54253UO	Hex	3
G54255OI	*	11
G54255OI	Fuc	1
G54255OI	Gal	1
G54255OI	GlcNAc	4
G54255OI	Hex	5
G54255OI	HexNAc	4
G54255OI	Man	4
G54255OI	NeuAc	1
G54255OI	Sia	1
G54255OI	dHex	1
G54258NG	*	12
G54258NG	Fuc	1
G54258NG	Gal	2
G54258NG	GlcNAc	4
G54258NG	Hex	5
G54258NG	HexNAc	4
G54258NG	Man	3
G54258NG	NeuAc	2
G54258NG	Sia	2
G54258NG	dHex	1
G54259BF	*	6
G54259BF	Hex	3
G54259BF	HexNAc	1
G54259BF	NeuAc	1
G54259BF	Sia	1
G54259BF	Xxx	1
G54260SD	*	12
G54260SD	Fuc	1
G54260SD	Gal	3
G54260SD	GlcNAc	5
G54260SD	Hex	6
G54260SD	HexNAc	5
G54260SD	Man	3
G54260SD	dHex	1
G54263VX	*	17
G54263VX	Hex	7
G54263VX	HexNAc	6
G54263VX	NeuAc	3
G54263VX	NeuGc	1
G54263VX	Sia	4
G54264AR	*	8
G54264AR	Gal	3
G54264AR	GalNAc	1
G54264AR	GlcNAc	2
G54264AR	Hex	3
G54264AR	HexNAc	3
G54264AR	NeuAc	2
G54264AR	Sia	2
G54267NT	*	4
G54267NT	Glc	4
G54267NT	Hex	4
G54269AZ	*	9
G54269AZ	GlcNAc	2
G54269AZ	Hex	7
G54269AZ	HexNAc	2
G54269AZ	Man	7
G54273KX	*	14
G54273KX	Fuc	1
G54273KX	Gal	4
G54273KX	GlcNAc	6
G54273KX	Hex	7
G54273KX	HexNAc	6
G54273KX	Man	3
G54273KX	dHex	1
G54278CQ	*	3
G54278CQ	Fuc	1
G54278CQ	GalNAc	1
G54278CQ	GlcNAc	1
G54278CQ	HexNAc	2
G54278CQ	dHex	1
G54278KA	*	11
G54278KA	Fuc	1
G54278KA	GlcNAc	4
G54278KA	Hex	3
G54278KA	HexNAc	7
G54278KA	Man	3
G54278KA	dHex	1
G54285KU	*	14
G54285KU	Hex	6
G54285KU	HexNAc	4
G54285KU	NeuAc	1
G54285KU	Sia	1
G54285KU	dHex	3
G54286RQ	*	12
G54286RQ	Fuc	1
G54286RQ	Gal	3
G54286RQ	Glc	1
G54286RQ	GlcNAc	4
G54286RQ	Hex	7
G54286RQ	HexNAc	4
G54286RQ	Man	3
G54286RQ	dHex	1
G54291TT	*	3
G54291TT	Gal	1
G54291TT	Hex	1
G54291TT	Pent	2
G54296PF	*	6
G54296PF	Hex	3
G54296PF	HexA	1
G54296PF	HexNAc	2
G54296PF	S	1
G54300AX	*	14
G54300AX	Gal	3
G54300AX	GlcNAc	5
G54300AX	Hex	6
G54300AX	HexNAc	5
G54300AX	Man	3
G54300AX	NeuAc	3
G54300AX	Sia	3
G54300XR	*	6
G54300XR	Hex	3
G54300XR	Hex+aldi	1
G54300XR	HexNAc	2
G54300XR	aldi	1
G54300XR	dHex	1
G54305YK	*	8
G54305YK	Fuc	2
G54305YK	Gal	3
G54305YK	GalNAc	1
G54305YK	GalNAc+aldi	1
G54305YK	GlcNAc	2
G54305YK	Hex	3
G54305YK	HexNAc	3
G54305YK	HexNAc+aldi	1
G54305YK	aldi	1
G54305YK	dHex	2
G54306CN	*	11
G54306CN	Gal	2
G54306CN	GlcNAc	4
G54306CN	Hex	5
G54306CN	HexNAc	4
G54306CN	Man	3
G54306CN	NeuAc	2
G54306CN	Sia	2
G54308VW	*	18
G54308VW	Gal	4
G54308VW	GlcNAc	6
G54308VW	Hex	7
G54308VW	HexNAc	6
G54308VW	Man	3
G54308VW	NeuAc	5
G54308VW	Sia	5
G54310EW	*	4
G54310EW	Fuc	1
G54310EW	Gal	1
G54310EW	GlcNAc	1
G54310EW	Hex	2
G54310EW	HexNAc	1
G54310EW	Man	1
G54310EW	dHex	1
G54312KL	*	11
G54312KL	GlcNAc	2
G54312KL	Hex	6
G54312KL	HexNAc	4
G54312KL	Man	3
G54312KL	dHex	1
G54312KX	*	6
G54312KX	Fuc	1
G54312KX	Gal	2
G54312KX	Glc	1
G54312KX	GlcNAc	1
G54312KX	Hex	3
G54312KX	HexNAc	1
G54312KX	NeuAc	1
G54312KX	Sia	1
G54312KX	dHex	1
G54322HH	*	9
G54322HH	Fuc	1
G54322HH	Gal	1
G54322HH	GlcNAc	3
G54322HH	Hex	4
G54322HH	HexNAc	3
G54322HH	Man	3
G54322HH	NeuAc	1
G54322HH	Sia	1
G54322HH	dHex	1
G54323TO	*	15
G54323TO	Fuc	1
G54323TO	Gal	2
G54323TO	GalNAc	1
G54323TO	GlcNAc	5
G54323TO	Hex	5
G54323TO	HexNAc	6
G54323TO	Man	3
G54323TO	NeuAc	3
G54323TO	Sia	3
G54323TO	dHex	1
G54324NP	*	12
G54324NP	Gal	3
G54324NP	GlcNAc	5
G54324NP	Hex	6
G54324NP	HexNAc	5
G54324NP	Man	3
G54324NP	NeuAc	1
G54324NP	Sia	1
G54325WN	*	2
G54325WN	GalNAc	1
G54325WN	GlcA	1
G54325WN	HexA	1
G54325WN	HexNAc	1
G54327SO	*	12
G54327SO	Hex	3
G54327SO	HexNAc	5
G54327SO	NeuAc	4
G54327SO	Sia	4
G54328JM	*	11
G54328JM	GlcNAc	2
G54328JM	GlcNAc+aldi	1
G54328JM	Hex	9
G54328JM	HexNAc	2
G54328JM	HexNAc+aldi	1
G54328JM	Man	9
G54328JM	aldi	1
G54330GJ	*	12
G54330GJ	Hex	6
G54330GJ	HexNAc	5
G54330GJ	S	2
G54330GJ	dHex	1
G54334WY	*	6
G54334WY	Fuc	1
G54334WY	Gal	2
G54334WY	GalNAc	1
G54334WY	GlcNAc	2
G54334WY	Hex	2
G54334WY	HexNAc	3
G54334WY	dHex	1
G54335XN	*	7
G54335XN	Fuc	1
G54335XN	Gal	3
G54335XN	GalNAc	1
G54335XN	GlcNAc	2
G54335XN	Hex	3
G54335XN	HexNAc	3
G54335XN	dHex	1
G54337PK	*	4
G54337PK	Gal	1
G54337PK	GlcNAc	1
G54337PK	Hex	2
G54337PK	HexNAc	1
G54337PK	Man	1
G54337PK	NeuAc	1
G54337PK	Sia	1
G54338PJ	*	14
G54338PJ	Fuc	1
G54338PJ	Gal	3
G54338PJ	GlcNAc	5
G54338PJ	Hex	6
G54338PJ	HexNAc	5
G54338PJ	Man	3
G54338PJ	NeuAc	2
G54338PJ	Sia	2
G54338PJ	dHex	1
G54340MC	*	3
G54340MC	Gal	3
G54340MC	Hex	3
G54341KJ	*	10
G54341KJ	Gal	2
G54341KJ	GlcNAc	5
G54341KJ	Hex	5
G54341KJ	HexNAc	5
G54341KJ	Man	3
G54344GJ	*	5
G54344GJ	Gal	2
G54344GJ	GlcNAc	2
G54344GJ	Hex	2
G54344GJ	HexNAc	2
G54344GJ	NeuAc	1
G54344GJ	S	2
G54344GJ	Sia	1
G54344GJ	aldi	1
G54344JO	*	10
G54344JO	Fuc	1
G54344JO	GlcNAc	6
G54344JO	Hex	3
G54344JO	HexNAc	6
G54344JO	Man	3
G54344JO	S	1
G54344JO	dHex	1
G54347OK	*	7
G54347OK	Hex	2
G54347OK	HexNAc	2
G54347OK	NeuAc	1
G54347OK	Sia	1
G54347OK	dHex	2
G54367ID	*	12
G54367ID	Fuc	2
G54367ID	GalNAc	2
G54367ID	GlcNAc	4
G54367ID	Hex	3
G54367ID	HexNAc	6
G54367ID	Man	3
G54367ID	NeuAc	1
G54367ID	Sia	1
G54367ID	dHex	2
G54369RQ	*	3
G54369RQ	Glc	3
G54369RQ	Hex	3
G54371KD	*	14
G54371KD	Fuc	1
G54371KD	Gal	4
G54371KD	GlcNAc	6
G54371KD	Hex	7
G54371KD	HexNAc	6
G54371KD	Man	3
G54371KD	S	1
G54371KD	dHex	1
G54371SF	*	5
G54371SF	Fuc	1
G54371SF	Gal	2
G54371SF	GalNAc	1
G54371SF	GlcNAc	1
G54371SF	Hex	2
G54371SF	HexNAc	2
G54371SF	S	1
G54371SF	dHex	1
G54375EU	*	12
G54375EU	Fuc	1
G54375EU	Gal	3
G54375EU	GlcNAc	4
G54375EU	Hex	6
G54375EU	HexNAc	4
G54375EU	Man	3
G54375EU	NeuAc	1
G54375EU	Sia	1
G54375EU	dHex	1
G54380FJ	*	10
G54380FJ	Fuc	1
G54380FJ	Gal	1
G54380FJ	GlcNAc	4
G54380FJ	Hex	4
G54380FJ	HexNAc	4
G54380FJ	Man	3
G54380FJ	NeuAc	1
G54380FJ	Sia	1
G54380FJ	dHex	1
G54380HB	*	3
G54380HB	Glc	3
G54380HB	Hex	3
G54382UL	*	11
G54382UL	Fuc	1
G54382UL	Gal	2
G54382UL	GlcNAc	4
G54382UL	Hex	5
G54382UL	HexNAc	4
G54382UL	Man	3
G54382UL	NeuAc	1
G54382UL	Sia	1
G54382UL	dHex	1
G54384CK	*	14
G54384CK	Fuc	1
G54384CK	Gal	3
G54384CK	GlcNAc	6
G54384CK	Hex	6
G54384CK	HexNAc	6
G54384CK	Man	3
G54384CK	NeuAc	1
G54384CK	Sia	1
G54384CK	dHex	1
G54384IM	*	12
G54384IM	Gal	4
G54384IM	GlcNAc	5
G54384IM	GlcNAc+aldi	1
G54384IM	Hex	7
G54384IM	HexNAc	5
G54384IM	HexNAc+aldi	1
G54384IM	Man	3
G54384IM	aldi	1
G54384PL	*	13
G54384PL	Fuc	2
G54384PL	Gal	2
G54384PL	GlcNAc	6
G54384PL	Hex	5
G54384PL	HexNAc	6
G54384PL	Man	3
G54384PL	dHex	2
G54388ZL	*	9
G54388ZL	Fuc	1
G54388ZL	Gal	4
G54388ZL	Glc	1
G54388ZL	GlcNAc	3
G54388ZL	Hex	5
G54388ZL	HexNAc	3
G54388ZL	dHex	1
G54390BX	*	10
G54390BX	Hex	6
G54390BX	HexNAc	3
G54390BX	NeuGc	1
G54390BX	Sia	1
G54391MT	*	8
G54391MT	GlcNAc	3
G54391MT	Hex	5
G54391MT	HexNAc	3
G54391MT	Man	5
G54394ER	*	7
G54394ER	Fuc	2
G54394ER	Gal	2
G54394ER	GalNAc	2
G54394ER	GalNAc+aldi	1
G54394ER	GlcNAc	1
G54394ER	Hex	2
G54394ER	HexNAc	3
G54394ER	HexNAc+aldi	1
G54394ER	aldi	1
G54394ER	dHex	2
G54394XF	*	14
G54394XF	Fuc	2
G54394XF	Gal	2
G54394XF	GlcNAc	6
G54394XF	Hex	5
G54394XF	HexNAc	6
G54394XF	Man	3
G54394XF	NeuAc	1
G54394XF	Sia	1
G54394XF	dHex	2
G54406UD	*	3
G54406UD	Gal	1
G54406UD	GlcA	1
G54406UD	GlcNAc	1
G54406UD	Hex	1
G54406UD	HexA	1
G54406UD	HexNAc	1
G54406UD	S	1
G54409DE	*	12
G54409DE	Fuc	2
G54409DE	Gal	1
G54409DE	GlcNAc	4
G54409DE	Hex	5
G54409DE	HexNAc	4
G54409DE	Man	4
G54409DE	NeuAc	1
G54409DE	Sia	1
G54409DE	dHex	2
G54409FD	*	6
G54409FD	Fuc	1
G54409FD	Gal	2
G54409FD	GalNAc	1
G54409FD	GlcNAc	1
G54409FD	Hex	2
G54409FD	HexNAc	2
G54409FD	NeuAc	1
G54409FD	S	1
G54409FD	Sia	1
G54409FD	dHex	1
G54409JS	*	6
G54409JS	Fuc	1
G54409JS	Gal	2
G54409JS	Glc	1
G54409JS	GlcNAc	2
G54409JS	Hex	3
G54409JS	HexNAc	2
G54409JS	dHex	1
G54410JV	*	4
G54410JV	Gal	2
G54410JV	GalNAc	1
G54410JV	GlcNAc	1
G54410JV	Hex	2
G54410JV	HexNAc	2
G54411RI	*	10
G54411RI	Gal	1
G54411RI	GlcNAc	6
G54411RI	Hex	4
G54411RI	HexNAc	6
G54411RI	Man	3
G54414HE	*	7
G54414HE	Fuc	2
G54414HE	Hex	2
G54414HE	HexNAc	2
G54414HE	NeuAc	1
G54414HE	Sia	1
G54414HE	dHex	2
G54416OL	*	3
G54416OL	Gal	1
G54416OL	GlcNAc	1
G54416OL	Hex	1
G54416OL	HexNAc	1
G54416OL	NeuGc	1
G54416OL	Sia	1
G54417MJ	*	14
G54417MJ	Hex	6
G54417MJ	HexNAc	6
G54417MJ	NeuAc	1
G54417MJ	Sia	1
G54417MJ	dHex	1
G54421JX	*	3
G54421JX	Gal	1
G54421JX	GlcNAc	1
G54421JX	Hex	1
G54421JX	HexNAc	1
G54421JX	NeuAc	1
G54421JX	S	1
G54421JX	Sia	1
G54422SY	*	13
G54422SY	Fuc	1
G54422SY	Gal	2
G54422SY	GlcNAc	4
G54422SY	Hex	6
G54422SY	HexNAc	5
G54422SY	Man	3
G54422SY	NeuAc	1
G54422SY	Sia	1
G54422SY	dHex	1
G54426UX	*	3
G54426UX	Gal	1
G54426UX	GalNAc	1
G54426UX	Hex	1
G54426UX	HexNAc	1
G54426UX	NeuGc	1
G54426UX	Sia	1
G54429MF	*	4
G54429MF	Gal	2
G54429MF	GalNAc	1
G54429MF	Glc	1
G54429MF	Hex	3
G54429MF	HexNAc	1
G54434IR	*	9
G54434IR	Fuc	1
G54434IR	Gal	2
G54434IR	GalNAc	2
G54434IR	GalNAc+aldi	1
G54434IR	GlcNAc	2
G54434IR	Hex	2
G54434IR	HexNAc	4
G54434IR	HexNAc+aldi	1
G54434IR	NeuAc	2
G54434IR	Sia	2
G54434IR	aldi	1
G54434IR	dHex	1
G54434YJ	*	8
G54434YJ	Gal	2
G54434YJ	GalNAc	1
G54434YJ	Glc	1
G54434YJ	Hex	3
G54434YJ	HexNAc	1
G54434YJ	NeuAc	4
G54434YJ	Sia	4
G54439SD	*	6
G54439SD	Fuc	2
G54439SD	Gal	2
G54439SD	GalNAc	1
G54439SD	GlcNAc	1
G54439SD	Hex	2
G54439SD	HexNAc	2
G54439SD	S	1
G54439SD	dHex	2
G54442GQ	*	8
G54442GQ	Gal	2
G54442GQ	GalNAc	1
G54442GQ	Glc	1
G54442GQ	Hex	3
G54442GQ	HexNAc	1
G54442GQ	NeuAc	4
G54442GQ	Sia	4
G54451EW	*	5
G54451EW	Gal	3
G54451EW	GalNAc	1
G54451EW	GlcNAc	1
G54451EW	Hex	3
G54451EW	HexNAc	2
G54456ZM	*	13
G54456ZM	Fuc	1
G54456ZM	Gal	2
G54456ZM	GlcNAc	4
G54456ZM	Hex	6
G54456ZM	HexNAc	5
G54456ZM	Man	3
G54456ZM	NeuAc	1
G54456ZM	Sia	1
G54456ZM	dHex	1
G54461SS	*	4
G54461SS	Gal	2
G54461SS	GalNAc	1
G54461SS	GalNAc+aldi	1
G54461SS	GlcNAc	1
G54461SS	Hex	2
G54461SS	HexNAc	2
G54461SS	HexNAc+aldi	1
G54461SS	aldi	1
G54466RT	*	9
G54466RT	Gal	1
G54466RT	GlcNAc	3
G54466RT	Hex	5
G54466RT	HexNAc	3
G54466RT	Man	4
G54466RT	NeuAc	1
G54466RT	Sia	1
G54471EH	*	6
G54471EH	Gal	3
G54471EH	GlcNAc	1
G54471EH	Hex	3
G54471EH	HexNAc	1
G54471EH	NeuAc	2
G54471EH	Sia	2
G54472XR	*	18
G54472XR	Hex	7
G54472XR	HexNAc	6
G54472XR	dHex	5
G54473IG	*	14
G54473IG	Fuc	1
G54473IG	Gal	4
G54473IG	GlcNAc	6
G54473IG	Hex	7
G54473IG	HexNAc	6
G54473IG	Man	3
G54473IG	dHex	1
G54481DB	*	12
G54481DB	Fuc	1
G54481DB	Gal	3
G54481DB	GlcNAc	4
G54481DB	Hex	6
G54481DB	HexNAc	4
G54481DB	Man	3
G54481DB	NeuGc	1
G54481DB	Sia	1
G54481DB	dHex	1
G54488XE	*	2
G54488XE	GalNAc	1
G54488XE	HexNAc	1
G54488XE	Xxx	1
G54493PD	*	11
G54493PD	Fuc	2
G54493PD	Gal	5
G54493PD	Glc	1
G54493PD	Glc+aldi	1
G54493PD	GlcNAc	3
G54493PD	Hex	6
G54493PD	Hex+aldi	1
G54493PD	HexNAc	3
G54493PD	aldi	1
G54493PD	dHex	2
G54496CV	*	6
G54496CV	Fuc	2
G54496CV	Gal	2
G54496CV	GalNAc	1
G54496CV	GlcNAc	1
G54496CV	Hex	2
G54496CV	HexNAc	2
G54496CV	S	1
G54496CV	dHex	2
G54497CJ	*	10
G54497CJ	Fuc	1
G54497CJ	Gal	2
G54497CJ	GlcNAc	5
G54497CJ	Hex	4
G54497CJ	HexNAc	5
G54497CJ	Man	2
G54497CJ	dHex	1
G54498TF	*	9
G54498TF	Hex	4
G54498TF	HexNAc	4
G54498TF	NeuAc	1
G54498TF	Sia	1
G54499BT	*	18
G54499BT	Fuc	1
G54499BT	Gal	3
G54499BT	GalNAc	1
G54499BT	GlcNAc	6
G54499BT	Hex	6
G54499BT	HexNAc	7
G54499BT	Man	3
G54499BT	NeuAc	4
G54499BT	Sia	4
G54499BT	dHex	1
G54499HR	*	2
G54499HR	Gal	1
G54499HR	GalNAc	1
G54499HR	Hex	1
G54499HR	HexNAc	1
G54499PQ	*	9
G54499PQ	Gal	1
G54499PQ	GalNAc	1
G54499PQ	GlcNAc	4
G54499PQ	Hex	4
G54499PQ	HexNAc	5
G54499PQ	Man	3
G54499PQ	S	1
G54500KX	*	7
G54500KX	Fuc	1
G54500KX	Gal	3
G54500KX	GalNAc	1
G54500KX	GlcNAc	1
G54500KX	Hex	3
G54500KX	HexNAc	2
G54500KX	NeuAc	1
G54500KX	Sia	1
G54500KX	dHex	1
G54501JY	*	6
G54501JY	Gal	2
G54501JY	GalNAc	1
G54501JY	Glc	1
G54501JY	Hex	3
G54501JY	HexNAc	1
G54501JY	NeuAc	2
G54501JY	Sia	2
G54505OS	*	11
G54505OS	Fuc	1
G54505OS	Gal	2
G54505OS	GlcNAc	4
G54505OS	Hex	5
G54505OS	HexNAc	4
G54505OS	Man	3
G54505OS	NeuAc	1
G54505OS	Sia	1
G54505OS	dHex	1
G54509QP	*	7
