accession	monosaccharide	count
G00379PJ	HexNAc	2
G00379PJ	NeuAc	1
G00379PJ	Sia	1
G00381YD	*	8
G00381YD	GlcNAc	2
G00381YD	GlcNAc+aldi	1
G00381YD	Hex	6
G00381YD	HexNAc	2
G00381YD	HexNAc+aldi	1
G00381YD	Man	6
G00381YD	aldi	1
G00383KP	*	7
G00383KP	Fuc	1
G00383KP	Gal	1
G00383KP	GlcNAc	2
G00383KP	Hex	4
G00383KP	HexNAc	2
G00383KP	Man	3
G00383KP	dHex	1
G00383YF	*	11
G00383YF	Gal	2
G00383YF	GlcNAc	6
G00383YF	Hex	5
G00383YF	HexNAc	6
G00383YF	Man	3
G00386WN	*	2
G00386WN	GalNAc	1
G00386WN	HexNAc	1
G00386WN	S	2
G00386WN	Xxx	1
G00390GQ	*	6
G00390GQ	Hex	2
G00390GQ	HexNAc	2
G00390GQ	NeuAc	2
G00390GQ	Sia	2
G00394CR	*	8
G00394CR	Fuc	2
G00394CR	Gal	4
G00394CR	GalNAc	1
G00394CR	GlcNAc	1
G00394CR	Hex	4
G00394CR	HexNAc	2
G00394CR	dHex	2
G00395FS	*	3
G00395FS	Glc	3
G00395FS	Hex	3
G00395TQ	*	5
G00395TQ	Fuc	1
G00395TQ	GlcNAc	2
G00395TQ	Hex	2
G00395TQ	HexNAc	2
G00395TQ	Man	2
G00395TQ	dHex	1
G00396DP	*	7
G00396DP	Fuc	1
G00396DP	GlcNAc	2
G00396DP	Hex	4
G00396DP	HexNAc	2
G00396DP	Man	4
G00396DP	dHex	1
G00396IE	*	10
G00396IE	Fuc	1
G00396IE	Gal	2
G00396IE	GlcNAc	4
G00396IE	Hex	5
G00396IE	HexNAc	4
G00396IE	Man	3
G00396IE	dHex	1
G00399LG	*	2
G00399LG	GalNAc	1
G00399LG	GlcNAc	1
G00399LG	HexNAc	2
G00401IE	*	3
G00401IE	Gal	3
G00401IE	Hex	3
G00406II	*	7
G00406II	Hex	4
G00406II	HexNAc	2
G00406II	dHex	1
G00407UJ	*	4
G00407UJ	Gal	2
G00407UJ	GalNAc	1
G00407UJ	Glc	1
G00407UJ	Hex	3
G00407UJ	HexNAc	1
G00412SV	*	9
G00412SV	Fuc	1
G00412SV	GlcNAc	4
G00412SV	Hex	3
G00412SV	HexNAc	4
G00412SV	Man	3
G00412SV	Pent	1
G00412SV	Xyl	1
G00412SV	dHex	1
G00413UF	*	13
G00413UF	Gal	3
G00413UF	GlcNAc	5
G00413UF	Hex	6
G00413UF	HexNAc	5
G00413UF	Man	3
G00413UF	NeuAc	2
G00413UF	Sia	2
G00420UH	*	12
G00420UH	Hex	4
G00420UH	HexNAc	7
G00420UH	NeuAc	1
G00420UH	Sia	1
G00423RQ	*	4
G00423RQ	GlcN	2
G00423RQ	HexA	2
G00423RQ	HexN	2
G00423RQ	IdoA	2
G00423RQ	S	5
G00423TL	*	3
G00423TL	Gal	1
G00423TL	GalNAc	1
G00423TL	GlcNAc	1
G00423TL	Hex	1
G00423TL	HexNAc	2
G00423TL	S	1
G00428HK	*	8
G00428HK	Fuc	2
G00428HK	Gal	4
G00428HK	GalNAc	1
G00428HK	GalNAc+aldi	1
G00428HK	GlcNAc	1
G00428HK	Hex	4
G00428HK	HexNAc	2
G00428HK	HexNAc+aldi	1
G00428HK	aldi	1
G00428HK	dHex	2
G00430ZK	*	9
G00430ZK	Fuc	1
G00430ZK	Gal	3
G00430ZK	GalNAc	1
G00430ZK	GlcNAc	2
G00430ZK	Hex	3
G00430ZK	HexNAc	3
G00430ZK	NeuAc	2
G00430ZK	Sia	2
G00430ZK	dHex	1
G00432WV	*	12
G00432WV	Fuc	1
G00432WV	Gal	3
G00432WV	GlcNAc	5
G00432WV	Hex	6
G00432WV	HexNAc	5
G00432WV	Man	3
G00432WV	dHex	1
G00433KW	*	9
G00433KW	Glc	1
G00433KW	GlcNAc	2
G00433KW	Hex	7
G00433KW	HexNAc	2
G00433KW	Man	6
G00433UK	*	18
G00433UK	Hex	8
G00433UK	HexNAc	7
G00433UK	NeuAc	1
G00433UK	NeuGc	1
G00433UK	Sia	2
G00433UK	dHex	1
G00435KX	*	4
G00435KX	Fuc	1
G00435KX	Gal	2
G00435KX	GlcNAc	1
G00435KX	Hex	2
G00435KX	HexNAc	1
G00435KX	dHex	1
G00438EF	*	15
G00438EF	Fuc	1
G00438EF	Gal	6
G00438EF	GlcNAc	5
G00438EF	Hex	9
G00438EF	HexNAc	5
G00438EF	Man	3
G00438EF	dHex	1
G00449DS	*	11
G00449DS	Gal	3
G00449DS	GlcNAc	4
G00449DS	Hex	6
G00449DS	HexNAc	4
G00449DS	Man	3
G00449DS	NeuAc	1
G00449DS	Sia	1
G00450EO	*	11
G00450EO	Fuc	1
G00450EO	Gal	2
G00450EO	GlcNAc	4
G00450EO	GlcNAc+aldi	1
G00450EO	Hex	5
G00450EO	HexNAc	4
G00450EO	HexNAc+aldi	1
G00450EO	Man	3
G00450EO	NeuAc	1
G00450EO	Sia	1
G00450EO	aldi	1
G00450EO	dHex	1
G00451UT	*	18
G00451UT	Fuc	1
G00451UT	Gal	4
G00451UT	GlcNAc	6
G00451UT	Hex	7
G00451UT	HexNAc	6
G00451UT	Man	3
G00451UT	NeuAc	4
G00451UT	Sia	4
G00451UT	dHex	1
G00454PR	*	2
G00454PR	Gal	1
G00454PR	Glc	1
G00454PR	Hex	2
G00457KD	*	3
G00457KD	Fuc	1
G00457KD	Gal	1
G00457KD	Hex	1
G00457KD	Xxx	1
G00457KD	dHex	1
G00458CW	*	4
G00458CW	Fuc	1
G00458CW	Gal	1
G00458CW	GlcNAc	1
G00458CW	Hex	1
G00458CW	HexNAc	1
G00458CW	NeuAc	1
G00458CW	Sia	1
G00458CW	dHex	1
G00459BD	*	14
G00459BD	Fuc	1
G00459BD	Gal	2
G00459BD	GlcNAc	6
G00459BD	Hex	5
G00459BD	HexNAc	6
G00459BD	Man	3
G00459BD	NeuAc	2
G00459BD	Sia	2
G00459BD	dHex	1
G00459HM	*	5
G00459HM	Gal	2
G00459HM	GalNAc	1
G00459HM	Glc	1
G00459HM	Hex	3
G00459HM	HexNAc	1
G00459HM	NeuAc	1
G00459HM	Sia	1
G00461RR	*	7
G00461RR	Hex	2
G00461RR	HexNAc	2
G00461RR	HexNAc+aldi	1
G00461RR	NeuAc	1
G00461RR	S	1
G00461RR	Sia	1
G00461RR	aldi	1
G00461RR	dHex	2
G00461ZN	*	3
G00461ZN	Glc	3
G00461ZN	Hex	3
G00463XD	*	11
G00463XD	Fuc	1
G00463XD	GlcNAc	7
G00463XD	Hex	3
G00463XD	HexNAc	7
G00463XD	Man	3
G00463XD	dHex	1
G00467QU	*	6
G00467QU	Fuc	1
G00467QU	Gal	3
G00467QU	GalNAc	1
G00467QU	GalNAc+aldi	1
G00467QU	GlcNAc	1
G00467QU	Hex	3
G00467QU	HexNAc	2
G00467QU	HexNAc+aldi	1
G00467QU	aldi	1
G00467QU	dHex	1
G00468KU	*	8
G00468KU	GlcNAc	4
G00468KU	Hex	4
G00468KU	HexNAc	4
G00468KU	Man	4
G00468NI	*	5
G00468NI	Gal	2
G00468NI	GalNAc	1
G00468NI	GlcNAc	1
G00468NI	Hex	2
G00468NI	HexNAc	2
G00468NI	NeuGc	1
G00468NI	Sia	1
G00469BS	*	7
G00469BS	Fuc	1
G00469BS	GalNAc	1
G00469BS	GlcNAc	3
G00469BS	Hex	2
G00469BS	HexNAc	4
G00469BS	Man	2
G00469BS	dHex	1
G00470UO	*	11
G00470UO	Fuc	1
G00470UO	GalNAc	1
G00470UO	GlcNAc	6
G00470UO	Hex	3
G00470UO	HexNAc	7
G00470UO	Man	3
G00470UO	dHex	1
G00480KJ	*	11
G00480KJ	Fuc	1
G00480KJ	Gal	2
G00480KJ	GlcNAc	4
G00480KJ	Hex	5
G00480KJ	HexNAc	4
G00480KJ	Man	3
G00480KJ	NeuAc	1
G00480KJ	Sia	1
G00480KJ	dHex	1
G00482HJ	*	4
G00482HJ	GlcNAc	1
G00482HJ	GlcNAc+aldi	1
G00482HJ	Hex	3
G00482HJ	HexNAc	1
G00482HJ	HexNAc+aldi	1
G00482HJ	Man	3
G00482HJ	aldi	1
G00483IX	*	4
G00483IX	Gal	3
G00483IX	Glc	1
G00483IX	Hex	4
G00484ZC	*	6
G00484ZC	Fuc	1
G00484ZC	GlcNAc	2
G00484ZC	Hex	3
G00484ZC	HexNAc	2
G00484ZC	Man	3
G00484ZC	dHex	1
G00487XO	*	12
G00487XO	Glc	1
G00487XO	GlcNAc	2
G00487XO	Hex	10
G00487XO	HexNAc	2
G00487XO	Man	9
G00488OU	*	13
G00488OU	Fuc	4
G00488OU	Gal	2
G00488OU	GlcNAc	4
G00488OU	Hex	5
G00488OU	HexNAc	4
G00488OU	Man	3
G00488OU	dHex	4
G00490MQ	*	11
G00490MQ	Fuc	1
G00490MQ	Hex	6
G00490MQ	HexNAc	4
G00490MQ	dHex	1
G00492CQ	*	7
G00492CQ	Fuc	1
G00492CQ	GlcNAc	3
G00492CQ	Hex	3
G00492CQ	HexNAc	3
G00492CQ	Man	3
G00492CQ	dHex	1
G00492PO	*	11
G00492PO	Fuc	2
G00492PO	Hex	6
G00492PO	HexNAc	3
G00492PO	dHex	2
G00503EE	*	12
G00503EE	Fuc	1
G00503EE	Gal	2
G00503EE	GlcNAc	6
G00503EE	Hex	5
G00503EE	HexNAc	6
G00503EE	Man	3
G00503EE	dHex	1
G00504PK	*	11
G00504PK	Fuc	1
G00504PK	Gal	2
G00504PK	GlcNAc	5
G00504PK	Hex	5
G00504PK	HexNAc	5
G00504PK	Man	3
G00504PK	dHex	1
G00504PZ	*	9
G00504PZ	Gal	1
G00504PZ	GlcNAc	5
G00504PZ	GlcNAc+aldi	1
G00504PZ	Hex	4
G00504PZ	HexNAc	5
G00504PZ	HexNAc+aldi	1
G00504PZ	Man	3
G00504PZ	aldi	1
G00506NQ	*	8
G00506NQ	Fuc	3
G00506NQ	Gal	2
G00506NQ	Glc	1
G00506NQ	GlcNAc	2
G00506NQ	Hex	3
G00506NQ	HexNAc	2
G00506NQ	dHex	3
G00510MX	*	6
G00510MX	Glc	6
G00510MX	Hex	6
G00511LE	*	9
G00511LE	GalNAc	1
G00511LE	GlcNAc	5
G00511LE	Hex	3
G00511LE	HexNAc	6
G00511LE	Man	3
G00514XC	*	20
G00514XC	Fuc	1
G00514XC	Gal	5
G00514XC	GlcNAc	7
G00514XC	Hex	8
G00514XC	HexNAc	7
G00514XC	Man	3
G00514XC	NeuAc	4
G00514XC	Sia	4
G00514XC	dHex	1
G00520NI	*	12
G00520NI	Gal	3
G00520NI	GalNAc	1
G00520NI	GlcNAc	4
G00520NI	Hex	3
G00520NI	HexNAc	5
G00520NI	NeuAc	4
G00520NI	Sia	4
G00523PT	*	5
G00523PT	Fuc	1
G00523PT	Gal	1
G00523PT	GalNAc	2
G00523PT	GalNAc+aldi	1
G00523PT	GlcNAc	1
G00523PT	Hex	1
G00523PT	HexNAc	3
G00523PT	HexNAc+aldi	1
G00523PT	aldi	1
G00523PT	dHex	1
G00523YW	*	17
G00523YW	Gal	5
G00523YW	GlcNAc	7
G00523YW	Hex	8
G00523YW	HexNAc	7
G00523YW	Man	3
G00523YW	NeuAc	2
G00523YW	Sia	2
G00527ZE	*	4
G00527ZE	GlcNAc	2
G00527ZE	Hex	2
G00527ZE	HexNAc	2
G00527ZE	Man	2
G00531DC	*	6
G00531DC	Gal	1
G00531DC	Glc	1
G00531DC	GlcNAc	1
G00531DC	Hex	4
G00531DC	HexNAc	1
G00531DC	Man	2
G00531DC	NeuAc	1
G00531DC	Sia	1
G00531ZU	*	12
G00531ZU	Fuc	1
G00531ZU	Gal	2
G00531ZU	GalNAc	1
G00531ZU	GlcNAc	4
G00531ZU	Hex	5
G00531ZU	HexNAc	5
G00531ZU	Man	3
G00531ZU	NeuAc	1
G00531ZU	Sia	1
G00531ZU	dHex	1
G00536FZ	*	12
G00536FZ	Fuc	1
G00536FZ	Gal	2
G00536FZ	GlcNAc	6
G00536FZ	Hex	5
G00536FZ	HexNAc	6
G00536FZ	Man	3
G00536FZ	dHex	1
G00542QA	*	6
G00542QA	Fuc	1
G00542QA	Gal	2
G00542QA	GalNAc	1
G00542QA	GlcNAc	2
G00542QA	Hex	2
G00542QA	HexNAc	3
G00542QA	dHex	1
G00544JF	*	9
G00544JF	Gal	2
G00544JF	GlcNAc	4
G00544JF	Hex	5
G00544JF	HexNAc	4
G00544JF	Man	3
G00545NQ	*	11
G00545NQ	Fuc	1
G00545NQ	Gal	2
G00545NQ	GlcNAc	5
G00545NQ	Hex	5
G00545NQ	HexNAc	5
G00545NQ	Man	3
G00545NQ	dHex	1
G00547ZN	*	3
G00547ZN	GalNAc	1
G00547ZN	GlcNAc	1
G00547ZN	Hex	1
G00547ZN	HexNAc	2
G00547ZN	Man	1
G00547ZN	S	1
G00550RP	*	16
G00550RP	Fuc	1
G00550RP	Gal	6
G00550RP	GlcNAc	6
G00550RP	Hex	9
G00550RP	HexNAc	6
G00550RP	Man	3
G00550RP	dHex	1
G00551JZ	*	12
G00551JZ	Fuc	1
G00551JZ	Gal	3
G00551JZ	GlcNAc	5
G00551JZ	Hex	6
G00551JZ	HexNAc	5
G00551JZ	Man	3
G00551JZ	dHex	1
G00552RX	*	8
G00552RX	Gal	1
G00552RX	GalNAc	1
G00552RX	Glc	1
G00552RX	Hex	2
G00552RX	HexNAc	1
G00552RX	NeuAc	5
G00552RX	Sia	5
G00553AN	*	14
G00553AN	Fuc	1
G00553AN	Gal	3
G00553AN	GlcNAc	5
G00553AN	Hex	6
G00553AN	HexNAc	5
G00553AN	Man	3
G00553AN	NeuAc	2
G00553AN	Sia	2
G00553AN	dHex	1
G00557UC	*	2
G00557UC	Gal	1
G00557UC	Glc	1
G00557UC	Hex	2
G00557UC	S	1
G00558IW	*	4
G00558IW	Gal	2
G00558IW	GalNAc	1
G00558IW	GlcNAc	1
G00558IW	Hex	2
G00558IW	HexNAc	2
G00560KG	*	10
G00560KG	Fuc	2
G00560KG	Gal	4
G00560KG	GalNAc	1
G00560KG	GalNAc+aldi	1
G00560KG	GlcNAc	3
G00560KG	Hex	4
G00560KG	HexNAc	4
G00560KG	HexNAc+aldi	1
G00560KG	aldi	1
G00560KG	dHex	2
G00565QJ	*	7
G00565QJ	GlcNAc	4
G00565QJ	Hex	3
G00565QJ	HexNAc	4
G00565QJ	Man	3
G00568LN	*	4
G00568LN	GlcNAc	4
G00568LN	HexNAc	4
G00580CJ	*	18
G00580CJ	Hex	6
G00580CJ	HexNAc	6
G00580CJ	NeuAc	2
G00580CJ	Sia	2
G00580CJ	dHex	4
G00582VL	*	10
G00582VL	Fuc	1
G00582VL	GalNAc	1
G00582VL	GlcNAc	3
G00582VL	Hex	5
G00582VL	HexNAc	4
G00582VL	Man	5
G00582VL	S	1
G00582VL	dHex	1
G00586TU	*	12
G00586TU	GalNAc	3
G00586TU	GlcNAc	6
G00586TU	Hex	3
G00586TU	HexNAc	9
G00586TU	Man	3
G00586UK	*	6
G00586UK	Glc	6
G00586UK	Hex	6
G00588HO	*	12
G00588HO	Glc	3
G00588HO	GlcNAc	2
G00588HO	Hex	10
G00588HO	HexNAc	2
G00588HO	Man	7
G00591PZ	*	12
G00591PZ	Fuc	1
G00591PZ	Gal	3
G00591PZ	GlcNAc	5
G00591PZ	Hex	6
G00591PZ	HexNAc	5
G00591PZ	Man	3
G00591PZ	dHex	1
G00594AV	*	23
G00594AV	Fuc	1
G00594AV	Gal	8
G00594AV	GlcNAc	11
G00594AV	Hex	11
G00594AV	HexNAc	11
G00594AV	Man	3
G00594AV	dHex	1
G00594CD	*	5
G00594CD	Gal	3
G00594CD	GlcNAc	2
G00594CD	Hex	3
G00594CD	HexNAc	2
G00598SQ	*	12
G00598SQ	Gal	2
G00598SQ	GlcNAc	5
G00598SQ	Hex	5
G00598SQ	HexNAc	5
G00598SQ	Man	3
G00598SQ	NeuAc	2
G00598SQ	Sia	2
G00601UG	*	8
G00601UG	Gal	3
G00601UG	Glc	1
G00601UG	GlcNAc	2
G00601UG	Hex	4
G00601UG	HexNAc	2
G00601UG	NeuAc	2
G00601UG	Sia	2
G00601VC	*	6
G00601VC	GlcNAc	2
G00601VC	Hex	4
G00601VC	HexNAc	2
G00601VC	Man	4
G00606LX	*	18
G00606LX	Fuc	5
G00606LX	Gal	4
G00606LX	GlcNAc	6
G00606LX	Hex	7
G00606LX	HexNAc	6
G00606LX	Man	3
G00606LX	dHex	5
G00619DD	*	3
G00619DD	Hex	3
G00619DD	Man	3
G00628MV	*	7
G00628MV	Fuc	1
G00628MV	Gal	1
G00628MV	GlcNAc	3
G00628MV	Hex	3
G00628MV	HexNAc	3
G00628MV	Man	2
G00628MV	dHex	1
G00629YK	*	8
G00629YK	GlcNAc	2
G00629YK	Hex	6
G00629YK	HexNAc	2
G00629YK	Man	6
G00631XZ	*	5
G00631XZ	Gal	3
G00631XZ	GlcNAc	2
G00631XZ	Hex	3
G00631XZ	HexNAc	2
G00633GI	*	10
G00633GI	Gal	3
G00633GI	GlcNAc	4
G00633GI	Hex	6
G00633GI	HexNAc	4
G00633GI	Man	3
G00633PX	*	15
G00633PX	Hex	6
G00633PX	HexNAc	5
G00633PX	NeuAc	1
G00633PX	NeuGc	2
G00633PX	Sia	3
G00633PX	dHex	1
G00641XC	*	4
G00641XC	Gal	1
G00641XC	GalNAc	1
G00641XC	GalNAc+aldi	1
G00641XC	GlcNAc	1
G00641XC	Hex	1
G00641XC	HexNAc	2
G00641XC	HexNAc+aldi	1
G00641XC	NeuAc	1
G00641XC	S	1
G00641XC	Sia	1
G00641XC	aldi	1
G00644ZZ	*	12
G00644ZZ	Glc	1
G00644ZZ	GlcNAc	2
G00644ZZ	Hex	10
G00644ZZ	HexNAc	2
G00644ZZ	Man	9
G00646SN	*	14
G00646SN	Gal	3
G00646SN	GlcNAc	5
G00646SN	GlcNAc+aldi	1
G00646SN	Hex	6
G00646SN	HexNAc	5
G00646SN	HexNAc+aldi	1
G00646SN	Man	3
G00646SN	NeuAc	3
G00646SN	Sia	3
G00646SN	aldi	1
G00647RA	*	7
G00647RA	Fuc	1
G00647RA	Gal	3
G00647RA	GalNAc	1
G00647RA	Glc	1
G00647RA	Hex	4
G00647RA	HexNAc	1
G00647RA	NeuGc	1
G00647RA	Sia	1
G00647RA	dHex	1
G00650AC	*	12
G00650AC	Fuc	2
G00650AC	Gal	3
G00650AC	GlcNAc	4
G00650AC	Hex	6
G00650AC	HexNAc	4
G00650AC	Man	3
G00650AC	dHex	2
G00653TI	*	8
G00653TI	Fuc	1
G00653TI	Gal	3
G00653TI	GalNAc	1
G00653TI	GalNAc+aldi	1
G00653TI	GlcNAc	3
G00653TI	Hex	3
G00653TI	HexNAc	4
G00653TI	HexNAc+aldi	1
G00653TI	aldi	1
G00653TI	dHex	1
G00657YY	*	4
G00657YY	Gal	2
G00657YY	Gal+aldi	1
G00657YY	GlcNAc	2
G00657YY	Hex	2
G00657YY	Hex+aldi	1
G00657YY	HexNAc	2
G00657YY	aldi	1
G00659GQ	*	4
G00659GQ	Fuc	1
G00659GQ	Gal	1
G00659GQ	GlcNAc	1
G00659GQ	Hex	1
G00659GQ	HexNAc	1
G00659GQ	NeuAc	1
G00659GQ	S	2
G00659GQ	Sia	1
G00659GQ	dHex	1
G00662IB	*	14
G00662IB	Gal	3
G00662IB	GlcNAc	5
G00662IB	Hex	6
G00662IB	HexNAc	5
G00662IB	Man	3
G00662IB	NeuAc	3
G00662IB	Sia	3
G00662UH	*	14
G00662UH	Fuc	1
G00662UH	Gal	3
G00662UH	GlcNAc	5
G00662UH	Hex	6
G00662UH	HexNAc	5
G00662UH	Man	3
G00662UH	NeuAc	2
G00662UH	Sia	2
G00662UH	dHex	1
G00665JQ	*	14
G00665JQ	Fuc	3
G00665JQ	Hex	5
G00665JQ	HexNAc	5
G00665JQ	NeuAc	1
G00665JQ	Sia	1
G00665JQ	dHex	3
G00666EC	*	18
G00666EC	Fuc	3
G00666EC	Gal	3
G00666EC	GlcNAc	6
G00666EC	Hex	6
G00666EC	HexNAc	6
G00666EC	Man	3
G00666EC	NeuAc	3
G00666EC	Sia	3
G00666EC	dHex	3
G00667RI	*	7
G00667RI	Glc	7
G00667RI	Hex	7
G00670OT	*	10
G00670OT	Gal	2
G00670OT	GlcNAc	5
G00670OT	Hex	5
G00670OT	HexNAc	5
G00670OT	Man	3
G00672PE	*	4
G00672PE	Fuc	1
G00672PE	Gal	1
G00672PE	GlcNAc	1
G00672PE	Hex	1
G00672PE	HexNAc	1
G00672PE	NeuAc	1
G00672PE	S	1
G00672PE	Sia	1
G00672PE	dHex	1
G00673KJ	*	8
G00673KJ	Gal	4
G00673KJ	GalNAc	1
G00673KJ	Glc	1
G00673KJ	GlcNAc	1
G00673KJ	Hex	5
G00673KJ	HexNAc	2
G00673KJ	NeuGc	1
G00673KJ	Sia	1
G00674TY	*	3
G00674TY	Glc	2
G00674TY	Hex	2
G00674TY	HexNAc	1
G00674TY	ManNAc	1
G00675GF	*	12
G00675GF	Fuc	3
G00675GF	Gal	5
G00675GF	GalNAc	1
G00675GF	GlcNAc	3
G00675GF	Hex	5
G00675GF	HexNAc	4
G00675GF	dHex	3
G00682IE	*	2
G00682IE	Gal	1
G00682IE	GalNAc	1
G00682IE	Hex	1
G00682IE	HexNAc	1
G00688TE	*	2
G00688TE	GlcN	1
G00688TE	HexN	1
G00688TE	S	1
G00688TE	Xxx	1
G00688XN	*	11
G00688XN	Fuc	1
G00688XN	Gal	5
G00688XN	Glc	1
G00688XN	GlcNAc	4
G00688XN	Hex	6
G00688XN	HexNAc	4
G00688XN	dHex	1
G00691LW	*	2
G00691LW	Fuc	1
G00691LW	Gal	1
G00691LW	Hex	1
G00691LW	dHex	1
G00691NS	*	16
G00691NS	Fuc	1
G00691NS	Gal	5
G00691NS	GlcNAc	7
G00691NS	Hex	8
G00691NS	HexNAc	7
G00691NS	Man	3
G00691NS	dHex	1
G00692HC	*	9
G00692HC	Fuc	1
G00692HC	GlcNAc	5
G00692HC	GlcNAc+aldi	1
G00692HC	Hex	3
G00692HC	HexNAc	5
G00692HC	HexNAc+aldi	1
G00692HC	Man	3
G00692HC	aldi	1
G00692HC	dHex	1
G00695FC	*	12
G00695FC	GlcNAc	1
G00695FC	Hex	5
G00695FC	HexNAc	5
G00695FC	Man	3
G00695FC	dHex	2
G00695JO	*	9
G00695JO	Fuc	1
G00695JO	GlcNAc	5
G00695JO	Hex	3
G00695JO	HexNAc	5
G00695JO	Man	3
G00695JO	dHex	1
G00702NP	*	8
G00702NP	GlcNAc	2
G00702NP	Hex	6
G00702NP	HexNAc	2
G00702NP	Man	6
G00705GA	*	5
G00705GA	GlcNAc	2
G00705GA	Hex	2
G00705GA	HexNAc	2
G00705GA	Man	2
G00705GA	Pent	1
G00705GA	Xyl	1
G00705XW	*	5
G00705XW	Fuc	1
G00705XW	Gal	2
G00705XW	GlcNAc	2
G00705XW	Hex	2
G00705XW	HexNAc	2
G00705XW	S	3
G00705XW	aldi	1
G00705XW	dHex	1
G00706AL	*	14
G00706AL	Gal	3
G00706AL	GlcNAc	5
G00706AL	GlcNAc+aldi	1
G00706AL	Hex	6
G00706AL	HexNAc	5
G00706AL	HexNAc+aldi	1
G00706AL	Man	3
G00706AL	NeuAc	3
G00706AL	Sia	3
G00706AL	aldi	1
G00706QN	*	8
G00706QN	Fuc	2
G00706QN	GlcNAc	3
G00706QN	Hex	3
G00706QN	HexNAc	3
G00706QN	Man	3
G00706QN	dHex	2
G00709CF	*	12
G00709CF	Fuc	1
G00709CF	Gal	1
G00709CF	GlcNAc	6
G00709CF	Hex	4
G00709CF	HexNAc	6
G00709CF	Man	3
G00709CF	NeuAc	1
G00709CF	Sia	1
G00709CF	dHex	1
G00709ZM	*	2
G00709ZM	Gal	1
G00709ZM	Glc	1
G00709ZM	Hex	2
G00711NG	*	5
G00711NG	Hex	5
G00711NG	Man	5
G00711QT	*	2
G00711QT	GalNAc	1
G00711QT	HexNAc	1
G00711QT	S	1
G00711QT	Xxx	1
G00717KJ	*	9
G00717KJ	Gal	1
G00717KJ	GlcNAc	3
G00717KJ	GlcNAc+aldi	1
G00717KJ	Hex	6
G00717KJ	HexNAc	3
G00717KJ	HexNAc+aldi	1
G00717KJ	Man	5
G00717KJ	aldi	1
G00727XI	*	3
G00727XI	Gal	1
G00727XI	Glc	1
G00727XI	Hex	2
G00727XI	Xxx	1
G00728IS	*	6
G00728IS	Gal	2
G00728IS	GalNAc	1
G00728IS	GlcA	1
G00728IS	Hex	2
G00728IS	HexA	1
G00728IS	HexNAc	1
G00728IS	P	1
G00728IS	Pent	1
G00728IS	S	1
G00728IS	Xxx	1
G00728IS	Xyl	1
G00728IS	aldi	1
G00728SN	*	9
G00728SN	Fuc	1
G00728SN	Gal	3
G00728SN	GalNAc	1
G00728SN	GlcNAc	2
G00728SN	Hex	3
G00728SN	HexNAc	3
G00728SN	NeuAc	2
G00728SN	Sia	2
G00728SN	dHex	1
G00729SA	*	8
G00729SA	Fuc	2
G00729SA	Gal	2
G00729SA	GalNAc	2
G00729SA	GlcNAc	2
G00729SA	Hex	2
G00729SA	HexNAc	4
G00729SA	dHex	2
G00736XN	*	6
G00736XN	Glc	6
G00736XN	Hex	6
G00736YF	*	11
G00736YF	Fuc	1
G00736YF	Gal	1
G00736YF	GlcNAc	6
G00736YF	GlcNAc+aldi	1
G00736YF	Hex	4
G00736YF	HexNAc	6
G00736YF	HexNAc+aldi	1
G00736YF	Man	3
G00736YF	aldi	1
G00736YF	dHex	1
G00738BQ	*	12
G00738BQ	Fuc	1
G00738BQ	Gal	3
G00738BQ	GlcNAc	4
G00738BQ	Hex	6
G00738BQ	HexNAc	4
G00738BQ	Man	3
G00738BQ	NeuAc	1
G00738BQ	Sia	1
G00738BQ	dHex	1
G00741NZ	*	10
G00741NZ	Gal	2
G00741NZ	GlcNAc	3
G00741NZ	Hex	7
G00741NZ	HexNAc	3
G00741NZ	Man	5
G00743WU	*	11
G00743WU	Fuc	1
G00743WU	GalNAc	2
G00743WU	GlcNAc	4
G00743WU	Hex	3
G00743WU	HexNAc	6
G00743WU	Man	3
G00743WU	NeuAc	1
G00743WU	Sia	1
G00743WU	dHex	1
G00745GK	*	4
G00745GK	Gal	1
G00745GK	GalNAc	2
G00745GK	GlcNAc	1
G00745GK	Hex	1
G00745GK	HexNAc	3
G00747UC	*	13
G00747UC	Gal	4
G00747UC	GlcNAc	6
G00747UC	Hex	7
G00747UC	HexNAc	6
G00747UC	Man	3
G00754TS	*	6
G00754TS	Fuc	2
G00754TS	Gal	2
G00754TS	GalNAc	1
G00754TS	GlcNAc	1
G00754TS	Hex	2
G00754TS	HexNAc	2
G00754TS	S	1
G00754TS	dHex	2
G00757LJ	*	15
G00757LJ	Gal	3
G00757LJ	GlcNAc	7
G00757LJ	Hex	6
G00757LJ	HexNAc	7
G00757LJ	Man	3
G00757LJ	NeuGc	2
G00757LJ	Sia	2
G00760ZJ	*	3
G00760ZJ	Glc	3
G00760ZJ	Hex	3
G00761OX	*	4
G00761OX	Glc	4
G00761OX	Hex	4
G00761TV	*	5
G00761TV	Hex	4
G00761TV	HexNAc	1
G00763JM	*	10
G00763JM	Hex	3
G00763JM	HexNAc	6
G00763JM	dHex	1
G00774OZ	*	7
G00774OZ	Gal	3
G00774OZ	Glc	1
G00774OZ	GlcNAc	2
G00774OZ	Hex	4
G00774OZ	HexNAc	2
G00774OZ	NeuAc	1
G00774OZ	Sia	1
G00774WE	*	8
G00774WE	Hex	4
G00774WE	HexNAc	4
G00776MW	*	18
G00776MW	Hex	7
G00776MW	HexNAc	6
