GlyTouCanAccession	ChEBIAccession
G51942VF	CHEBI:151587
G51945PF	CHEBI:151588
G51947OY	CHEBI:151589
G51957KZ	CHEBI:151591
G51963NX	CHEBI:151592
G51964GO	CHEBI:61075
G51984GX	CHEBI:157305
G51987NK	CHEBI:156617
G51992CI	CHEBI:151594
G52008RJ	CHEBI:151596
G52013SF	CHEBI:151597
G52034SY	CHEBI:151599
G52045RC	CHEBI:151600
G52046GM	CHEBI:151601
G52067GK	CHEBI:151602
G52068VK	CHEBI:87456
G52070NB	CHEBI:156936
G52070UO	CHEBI:151603
G52080EW	CHEBI:151604
G52080WL	CHEBI:151605
G52102FU	CHEBI:151606
G52112MC	CHEBI:151608
G52120GQ	CHEBI:151609
G52120NK	CHEBI:151610
G52146XU	CHEBI:151611
G52153CS	CHEBI:151612
G52153HP	CHEBI:151613
G52160KJ	CHEBI:151614
G52179QP	CHEBI:234258
G52179YJ	CHEBI:151615
G52187WF	CHEBI:151616
G52191YP	CHEBI:151617
G52201VL	CHEBI:151618
G52236XX	CHEBI:151620
G52260VY	CHEBI:151621
G52262VT	CHEBI:151622
G52266YB	CHEBI:151623
G52286UI	CHEBI:151624
G52311XA	CHEBI:151626
G52324RX	CHEBI:151627
G52331OF	CHEBI:151628
G52333FC	CHEBI:157505
G52336LJ	CHEBI:157549
G52345FK	CHEBI:151629
G52350KW	CHEBI:151630
G52362IF	CHEBI:151631
G52370OE	CHEBI:151632
G52382YP	CHEBI:151633
G52428MJ	CHEBI:151636
G52428YY	CHEBI:151637
G52460PC	CHEBI:151639
G52461YB	CHEBI:151640
G52471BY	CHEBI:151641
G52483OL	CHEBI:151642
G52505EM	CHEBI:151644
G52520MS	CHEBI:151645
G52523DM	CHEBI:151646
G52547JZ	CHEBI:151648
G52558CF	CHEBI:151649
G52558KX	CHEBI:151650
G52608KW	CHEBI:151651
G52621YN	CHEBI:151653
G52633YA	CHEBI:151654
G52645LW	CHEBI:151655
G52677OK	CHEBI:151657
G52684JK	CHEBI:151658
G52706OU	CHEBI:151659
G52713HV	CHEBI:87619
G52719CT	CHEBI:151660
G52722MF	CHEBI:151661
G52724WY	CHEBI:90198
G52747ZF	CHEBI:151662
G52763AS	CHEBI:151663
G52770HR	CHEBI:151664
G52773YO	CHEBI:151665
G52779ZS	CHEBI:151666
G52789LB	CHEBI:151667
G52793JJ	CHEBI:151668
G52831WI	CHEBI:151670
G52834XF	CHEBI:151671
G52839BU	CHEBI:151672
G52845RN	CHEBI:151673
G52868BZ	CHEBI:151674
G52877MJ	CHEBI:151675
G52880ZN	CHEBI:156353
G52882GL	CHEBI:151677
G52886CK	CHEBI:151678
G52887ZR	CHEBI:151679
G52892OT	CHEBI:156706
G52896CF	CHEBI:151680
G52902AR	CHEBI:157278
G52928OQ	CHEBI:151683
G52934AK	CHEBI:151684
G52953EP	CHEBI:151685
G52956BX	CHEBI:151686
G52971DE	CHEBI:151687
G53000BS	CHEBI:151688
G53000RQ	CHEBI:151689
G53002EK	CHEBI:151690
G53016WG	CHEBI:151691
G53031QB	CHEBI:157315
G53032HU	CHEBI:151693
G53038QN	CHEBI:151694
G53064IK	CHEBI:151695
G53072XH	CHEBI:151696
G53081KU	CHEBI:151697
G53082DJ	CHEBI:151698
G53084MW	CHEBI:157071
G53096UD	CHEBI:151699
G53098FA	CHEBI:151700
G53102EJ	CHEBI:151701
G53162CM	CHEBI:151703
G53168IY	CHEBI:151704
G53190JD	CHEBI:62294
G53203KV	CHEBI:151705
G53208AY	CHEBI:151706
G53218AA	CHEBI:151707
G53220ZS	CHEBI:151708
G53238US	CHEBI:183826
G53266MQ	CHEBI:167706
G53272SL	CHEBI:151709
G53277CD	CHEBI:156679
G53288JQ	CHEBI:151711
G53296VI	CHEBI:151712
G53308XG	CHEBI:17298
G53308XG	CHEBI:53455
G53308XG	CHEBI:58096
G53320FT	CHEBI:21500
G53320FT	CHEBI:28999
G53342MA	CHEBI:151713
G53355NA	CHEBI:157095
G53394BX	CHEBI:132510
G53394BX	CHEBI:133911
G53394BX	CHEBI:145618
G53394BX	CHEBI:28067
G53396PX	CHEBI:151714
G53402KW	CHEBI:29670
G53402KW	CHEBI:61609
G53404LB	CHEBI:151715
G53410DD	CHEBI:62515
G53428EC	CHEBI:151716
G53441BO	CHEBI:151718
G53446FI	CHEBI:151719
G53450AF	CHEBI:156892
G53456IY	CHEBI:151720
G53471VF	CHEBI:151721
G53472RQ	CHEBI:151722
G53479GY	CHEBI:151723
G53480FX	CHEBI:151724
G53491UW	CHEBI:169578
G53491UW	CHEBI:81171
G53498YD	CHEBI:151726
G53504BR	CHEBI:151727
G53517XC	CHEBI:151728
G53558DF	CHEBI:151730
G53582JE	CHEBI:151731
G53605PF	CHEBI:157518
G53625EJ	CHEBI:151732
G53635AG	CHEBI:151734
G53662KB	CHEBI:151736
G53667CH	CHEBI:151737
G53667KB	CHEBI:151738
G53681MK	CHEBI:151739
G53734CY	CHEBI:151741
G53743TV	CHEBI:151743
G53749RD	CHEBI:151744
G53750DR	CHEBI:151745
G53755TJ	CHEBI:151747
G53778HF	CHEBI:151748
G53779GK	CHEBI:151749
G53809EF	CHEBI:151752
G53809VI	CHEBI:151753
G53810SC	CHEBI:151754
G53812BX	CHEBI:151755
G53812EH	CHEBI:151756
G53834TX	CHEBI:151757
G53858MF	CHEBI:151760
G53861OY	CHEBI:157200
G53868KU	CHEBI:59494
G53869ZZ	CHEBI:72545
G53871AD	CHEBI:151761
G53874UJ	CHEBI:151762
G53878DC	CHEBI:151763
G53880PY	CHEBI:151764
G53909CK	CHEBI:151765
G53922OR	CHEBI:151766
G53923UR	CHEBI:151767
G53931MC	CHEBI:151768
G53933HU	CHEBI:151769
G53933PW	CHEBI:151770
G53944MR	CHEBI:151771
G53956RO	CHEBI:151772
G53957WR	CHEBI:151773
G53962WT	CHEBI:151774
G53969KM	CHEBI:151775
G53975GY	CHEBI:151776
G53985AY	CHEBI:151777
G53989JC	CHEBI:151778
G53993HS	CHEBI:151779
G53996MC	CHEBI:151780
G54018RP	CHEBI:156995
G54021WX	CHEBI:60172
G54046EC	CHEBI:145619
G54046EC	CHEBI:63023
G54046EC	CHEBI:65372
G54062JB	CHEBI:151781
G54067ZR	CHEBI:151783
G54073XZ	CHEBI:151784
G54083SI	CHEBI:151785
G54087MP	CHEBI:151786
G54092SK	CHEBI:151787
G54094YJ	CHEBI:61179
G54105KA	CHEBI:151788
G54115JL	CHEBI:71991
G54118CT	CHEBI:71669
G54121EO	CHEBI:151789
G54149OE	CHEBI:151791
G54189IW	CHEBI:151794
G54197JC	CHEBI:151795
G54198AU	CHEBI:151796
G54198XZ	CHEBI:151797
G54215YX	CHEBI:151798
G54252SE	CHEBI:151799
G54253UO	CHEBI:151800
G54260SD	CHEBI:151063
G54264AR	CHEBI:151066
G54267NT	CHEBI:151068
G54269AZ	CHEBI:151071
G54300AX	CHEBI:151074
G54310EW	CHEBI:151077
G54322HH	CHEBI:151080
G54334WY	CHEBI:151083
G54337PK	CHEBI:151086
G54344GJ	CHEBI:151089
G54369RQ	CHEBI:151090
G54380FJ	CHEBI:151093
G54394ER	CHEBI:151096
G54406UD	CHEBI:137065
G54406UD	CHEBI:137066
G54406UD	CHEBI:60322
G54409JS	CHEBI:151098
G54411RI	CHEBI:151100
G54429MF	CHEBI:151103
G54434IR	CHEBI:151106
G54442GQ	CHEBI:151109
G54451EW	CHEBI:151112
G54461SS	CHEBI:151114
G54466RT	CHEBI:151117
G54499HR	CHEBI:157043
G54499PQ	CHEBI:151130
G54505OS	CHEBI:157263
G54511PJ	CHEBI:145620
G54511PJ	CHEBI:79100
G54511RE	CHEBI:156593
G54513OG	CHEBI:151132
G54542VV	CHEBI:151134
G54555CN	CHEBI:151136
G54561II	CHEBI:151140
G54567NU	CHEBI:151142
G54585VU	CHEBI:151144
G54590FS	CHEBI:151146
G54599TH	CHEBI:151148
G54604OG	CHEBI:62780
G54606KH	CHEBI:151150
G54626GN	CHEBI:151154
G54628BK	CHEBI:151156
G54628UA	CHEBI:151158
G54643MT	CHEBI:157457
G54676HM	CHEBI:151161
G54683UA	CHEBI:151163
G54685SU	CHEBI:151165
G54688MS	CHEBI:151167
G54699XI	CHEBI:156614
G54709EN	CHEBI:151170
G54715UD	CHEBI:151172
G54716JG	CHEBI:151174
G54721WC	CHEBI:151176
G54732MH	CHEBI:151178
G54733XO	CHEBI:151180
G54741SP	CHEBI:151182
G54742JQ	CHEBI:151184
G54746NB	CHEBI:151186
G54760IB	CHEBI:151188
G54771ZD	CHEBI:151191
G54795DL	CHEBI:151193
G54818JE	CHEBI:151195
G54822MZ	CHEBI:151197
G54826OZ	CHEBI:62990
G54833IG	CHEBI:151200
G54833SQ	CHEBI:83551
G54849AP	CHEBI:151201
G54896JZ	CHEBI:151203
G54953IZ	CHEBI:151209
G54970OI	CHEBI:157024
G54976AD	CHEBI:151217
G55008YC	CHEBI:60928
G55026RI	CHEBI:157239
G55040LT	CHEBI:151221
G55041IW	CHEBI:151223
G55051BJ	CHEBI:151225
G55051FB	CHEBI:151227
G55051LE	CHEBI:151229
G55061AW	CHEBI:233549
G55063UO	CHEBI:151233
G55065WV	CHEBI:151235
G55070AA	CHEBI:151237
G55086SI	CHEBI:151239
G55104BW	CHEBI:151241
G55104KB	CHEBI:151243
G55126WZ	CHEBI:151245
G55129DT	CHEBI:156793
G55143WF	CHEBI:151247
G55144QZ	CHEBI:151249
G55146EO	CHEBI:157444
G55146FI	CHEBI:151251
G55147XG	CHEBI:151253
G55153IW	CHEBI:151255
G55184GH	CHEBI:151257
G55184IL	CHEBI:151259
G55186PG	CHEBI:151260
G55192VG	CHEBI:151262
G55205ZV	CHEBI:60949
G55220VL	CHEBI:71514
G55223IP	CHEBI:151266
G55231NA	CHEBI:151268
G55251MD	CHEBI:139447
G55258MY	CHEBI:151270
G55259BS	CHEBI:151272
G55283BR	CHEBI:175867
G55291GZ	CHEBI:151274
G55298KW	CHEBI:151275
G55302WQ	CHEBI:151277
G55327VV	CHEBI:151281
G55331KX	CHEBI:151283
G55331YF	CHEBI:151285
G55341SI	CHEBI:156608
G55360MM	CHEBI:151287
G55360NR	CHEBI:151289
G55396DW	CHEBI:151291
G55402MT	CHEBI:151293
G55407TJ	CHEBI:151295
G55430RE	CHEBI:151300
G55459MJ	CHEBI:151303
G55480NU	CHEBI:151307
G55481KF	CHEBI:151309
G55487DR	CHEBI:151311
G55492PI	CHEBI:151313
G55509JZ	CHEBI:64170
G55509JZ	CHEBI:78888
G55525GN	CHEBI:151315
G55555OK	CHEBI:61309
G55559HZ	CHEBI:157495
G55561ID	CHEBI:151317
G55561NA	CHEBI:151319
G55569JR	CHEBI:151321
G55583HW	CHEBI:151325
G55600PH	CHEBI:151327
G55601IV	CHEBI:62525
G55628KZ	CHEBI:151329
G55638XL	CHEBI:151331
G55645TD	CHEBI:151332
G55648EK	CHEBI:151335
G55693GF	CHEBI:156627
G55710II	CHEBI:157115
G55728EM	CHEBI:151338
G55730AF	CHEBI:151340
G55738TQ	CHEBI:71450
G55786MG	CHEBI:151343
G55792AU	CHEBI:151345
G55807JY	CHEBI:151350
G55829QO	CHEBI:151352
G55832RR	CHEBI:151354
G55840CA	CHEBI:151356
G55866KK	CHEBI:151360
G55879PV	CHEBI:151364
G55914PY	CHEBI:59393
G55929FR	CHEBI:151366
G55953GF	CHEBI:151370
G55954SF	CHEBI:61827
G55958KV	CHEBI:35930
G55967QW	CHEBI:151372
G55986BC	CHEBI:151376
G55986UN	CHEBI:151378
G56001PU	CHEBI:151380
G56011JM	CHEBI:151382
G56014GC	CHEBI:151384
G56026PA	CHEBI:143625
G56038AR	CHEBI:151386
G56042JM	CHEBI:151388
G56045WU	CHEBI:151390
G56045WU	CHEBI:234088
G56049DU	CHEBI:151392
G56052QV	CHEBI:72464
G56067ON	CHEBI:151394
G56077PT	CHEBI:151396
G56082OV	CHEBI:151398
G56095ZZ	CHEBI:151402
G56103JS	CHEBI:194085
G56111FM	CHEBI:151404
G56133NW	CHEBI:157311
G56140AE	CHEBI:151406
G56147VV	CHEBI:151407
G56149VT	CHEBI:151408
G56163DR	CHEBI:151410
G56173OR	CHEBI:151412
G56175ED	CHEBI:151415
G56181LZ	CHEBI:151419
G56202TA	CHEBI:59579
G56202TA	CHEBI:61921
G56202TA	CHEBI:61946
G56236GF	CHEBI:151423
G56263MG	CHEBI:151425
G56265BA	CHEBI:151427
G56268BR	CHEBI:151428
G56271ML	CHEBI:151430
G56271TF	CHEBI:151432
G56283XV	CHEBI:151434
G56285KF	CHEBI:151436
G56286QY	CHEBI:151438
G56293JI	CHEBI:151440
G56299XO	CHEBI:61579
G56318NV	CHEBI:151444
G56329KE	CHEBI:157211
G56336GK	CHEBI:151446
G56354PO	CHEBI:151451
G56356JF	CHEBI:193928
G56361TC	CHEBI:157557
G56372FJ	CHEBI:151453
G56381GU	CHEBI:151457
G56390QA	CHEBI:151459
G56418NV	CHEBI:151460
G56424ZD	CHEBI:151462
G56478LD	CHEBI:151464
G56485SI	CHEBI:156844
G56492IM	CHEBI:151467
G56512IR	CHEBI:151469
G56516VH	CHEBI:151472
G56517QL	CHEBI:151474
G56526JU	CHEBI:151476
G56528XC	CHEBI:151479
G56546AC	CHEBI:151483
G56575BH	CHEBI:156689
G56585LJ	CHEBI:151486
G56591LC	CHEBI:151488
G56621YQ	CHEBI:151490
G56653RI	CHEBI:151492
G56657CK	CHEBI:151494
G56657VE	CHEBI:151496
G56670LK	CHEBI:151498
G56682BC	CHEBI:63233
G56688OU	CHEBI:151500
G56692NU	CHEBI:151502
G56707GO	CHEBI:151507
G56720TK	CHEBI:68559
G56737NO	CHEBI:151512
G56748EO	CHEBI:151513
G56749GV	CHEBI:87763
G56756FT	CHEBI:151515
G56756HZ	CHEBI:48066
G56756HZ	CHEBI:58735
G56791SN	CHEBI:151517
G56807EB	CHEBI:151519
G56809FB	CHEBI:151521
G56811RE	CHEBI:151523
G56830SM	CHEBI:151525
G56867YK	CHEBI:151531
G56868BH	CHEBI:151533
G56869RQ	CHEBI:151535
G56871FW	CHEBI:151537
G56896RW	CHEBI:151539
G56901CH	CHEBI:151541
G56911EO	CHEBI:151544
G56912OP	CHEBI:151545
G56913CG	CHEBI:157009
G56915DR	CHEBI:151546
G56920CK	CHEBI:151547
G56936OK	CHEBI:151548
G56946CM	CHEBI:151549
G56960KY	CHEBI:151550
G56961QY	CHEBI:151551
G56963QZ	CHEBI:152059
G56977BH	CHEBI:152060
G56978EC	CHEBI:152061
G56988MG	CHEBI:152063
G57007FO	CHEBI:152064
G57039PS	CHEBI:152066
G57048EH	CHEBI:152068
G57068ZS	CHEBI:152072
G57081XV	CHEBI:152077
G57117TO	CHEBI:152086
G57130DY	CHEBI:152087
G57130XG	CHEBI:152089
G57144YM	CHEBI:152091
G57156ZZ	CHEBI:152093
G57158CS	CHEBI:152095
G57165JP	CHEBI:152097
G57176EL	CHEBI:152101
G57184TT	CHEBI:152103
G57208CK	CHEBI:152107
G57220BY	CHEBI:152109
G57221JN	CHEBI:152111
G57247BR	CHEBI:167902
G57262WV	CHEBI:152112
G57278AJ	CHEBI:152115
G57296XM	CHEBI:152116
G57298SD	CHEBI:152119
G57306WK	CHEBI:152121
G57311FK	CHEBI:152123
G57321FI	CHEBI:40356
G57321FI	CHEBI:44096
G57321FI	CHEBI:44313
G57321FI	CHEBI:53608
G57321FI	CHEBI:53609
G57321FI	CHEBI:60310
G57321FI	CHEBI:61970
G57321FI	CHEBI:74214
G57321FI	CHEBI:74218
G57331KL	CHEBI:156662
G57338PU	CHEBI:152125
G57345HS	CHEBI:152127
G57399QL	CHEBI:152129
G57437LI	CHEBI:152130
G57449OF	CHEBI:152134
G57474XD	CHEBI:152136
G57504TA	CHEBI:157362
G57519ZG	CHEBI:152138
G57522JP	CHEBI:152140
G57522MT	CHEBI:152142
G57548NB	CHEBI:152144
G57565TQ	CHEBI:157187
G57568CV	CHEBI:157264
G57568DI	CHEBI:152146
G57580SM	CHEBI:152148
G57591KJ	CHEBI:167692
G57592QM	CHEBI:152150
G57598XN	CHEBI:152155
G57626SM	CHEBI:152158
G57666OY	CHEBI:152160
G57671LP	CHEBI:152162
G57675TR	CHEBI:87525
G57681KL	CHEBI:152164
G57685YG	CHEBI:152167
G57696GW	CHEBI:152169
G57705QQ	CHEBI:152171
G57707WO	CHEBI:152174
G57710SU	CHEBI:152175
G57729TT	CHEBI:87745
G57733JI	CHEBI:152177
G57741SS	CHEBI:152180
G57746CF	CHEBI:152182
G57762GE	CHEBI:152184
G57774MT	CHEBI:152185
G57777LQ	CHEBI:152187
G57815XD	CHEBI:152192
G57832UA	CHEBI:157186
G57857CB	CHEBI:152196
G57862OP	CHEBI:152198
G57863LA	CHEBI:152199
G57881VN	CHEBI:152202
G57887YH	CHEBI:152204
G57891XD	CHEBI:71479
G57920AK	CHEBI:152206
G57930PW	CHEBI:152208
G57932KD	CHEBI:152210
G57937LQ	CHEBI:152213
G57970NA	CHEBI:152217
G58006UM	CHEBI:152222
G58030JF	CHEBI:152224
G58045AH	CHEBI:152225
G58056YT	CHEBI:156847
G58066JR	CHEBI:152228
G58106KY	CHEBI:152229
G58111YY	CHEBI:152231
G58121OQ	CHEBI:152234
G58161NS	CHEBI:125157
G58161NS	CHEBI:131694
G58161NS	CHEBI:132492
G58161NS	CHEBI:133468
G58161NS	CHEBI:133472
G58161NS	CHEBI:15444
G58161NS	CHEBI:17925
G58161NS	CHEBI:18269
G58161NS	CHEBI:18398
G58161NS	CHEBI:28100
G58161NS	CHEBI:28102
G58161NS	CHEBI:29042
G58161NS	CHEBI:29710
G58161NS	CHEBI:320061
G58161NS	CHEBI:39160
G58161NS	CHEBI:5200
G58161NS	CHEBI:5828
G58161NS	CHEBI:58601
G58161NS	CHEBI:61253
G58161NS	CHEBI:61254
G58161NS	CHEBI:63000
G58161NS	CHEBI:63012
G58161NS	CHEBI:65071
G58161NS	CHEBI:65075
G58161NS	CHEBI:69597
G58161NS	CHEBI:70048
G58161NS	CHEBI:71630
G58161NS	CHEBI:72756
G58161NS	CHEBI:72797
G58161NS	CHEBI:72944
G58161NS	CHEBI:72945
G58161NS	CHEBI:72946
G58161NS	CHEBI:72947
G58161NS	CHEBI:72990
G58161NS	CHEBI:72992
G58161NS	CHEBI:73078
G58161NS	CHEBI:73079
G58161NS	CHEBI:73466
G58161NS	CHEBI:75502
G58161NS	CHEBI:75823
G58161NS	CHEBI:75826
G58161NS	CHEBI:75827
G58161NS	CHEBI:76912
G58161NS	CHEBI:81109
G58161NS	CHEBI:83023
G58161NS	CHEBI:83024
G58161NS	CHEBI:90256
G58161NS	CHEBI:91122
G58167CQ	CHEBI:152237
G58167JD	CHEBI:50676
G58167MV	CHEBI:152239
G58169ID	CHEBI:72594
G58183RP	CHEBI:152241
G58192FP	CHEBI:152243
G58198GI	CHEBI:152248
G58198HJ	CHEBI:152250
G58201IU	CHEBI:152251
G58202EC	CHEBI:62556
G58216EF	CHEBI:152254
G58223WL	CHEBI:152258
G58232XB	CHEBI:71650
G58236FD	CHEBI:152262
G58239DH	CHEBI:152264
G58253LI	CHEBI:156664
G58254CZ	CHEBI:152266
G58255FK	CHEBI:152268
G58276QF	CHEBI:152270
G58281SK	CHEBI:152272
G58328JK	CHEBI:157556
G58350LJ	CHEBI:152276
G58362DI	CHEBI:152277
G58386YP	CHEBI:156856
G58387VB	CHEBI:152282
G58399HX	CHEBI:62532
G58402CL	CHEBI:157101
G58414HI	CHEBI:152286
G58423BB	CHEBI:152287
G58452XH	CHEBI:152290
G58473KL	CHEBI:152292
G58473ZD	CHEBI:152293
G58474MY	CHEBI:152296
G58489WT	CHEBI:152300
G58505HS	CHEBI:152301
G58507AZ	CHEBI:62451
G58517TJ	CHEBI:152303
G58517VR	CHEBI:152305
G58522OL	CHEBI:152308
G58526RE	CHEBI:152309
G58537BJ	CHEBI:157004
G58546WR	CHEBI:152312
G58576QI	CHEBI:152318
G58580BP	CHEBI:152320
G58582QS	CHEBI:152321
G58590MR	CHEBI:84906
G58612ZQ	CHEBI:60243
G58645HA	CHEBI:152323
G58667NI	CHEBI:152325
G58668GU	CHEBI:152328
G58686JL	CHEBI:156597
G58695FX	CHEBI:152329
G58702GH	CHEBI:87797
G58746AB	CHEBI:152332
G58759ZL	CHEBI:152334
G58768FH	CHEBI:152336
G58773TI	CHEBI:152337
G58793GF	CHEBI:152340
G58807XI	CHEBI:152342
G58808TX	CHEBI:152343
G58809AD	CHEBI:152345
G58824LL	CHEBI:152348
G58824SI	CHEBI:152349
G58827HR	CHEBI:152351
G58846EV	CHEBI:152354
G58859HD	CHEBI:152356
G58879KH	CHEBI:152358
G58887UO	CHEBI:152360
G58890ZT	CHEBI:152362
G58896AZ	CHEBI:61844
G58911SS	CHEBI:152365
G58921NR	CHEBI:152369
G58923UP	CHEBI:61037
G58955OJ	CHEBI:152374
G58956TM	CHEBI:85892
G58969RU	CHEBI:152377
G58972ZH	CHEBI:152380
G58980RJ	CHEBI:152382
G58990QD	CHEBI:152383
G58992VJ	CHEBI:152386
G58995TS	CHEBI:152387
G59001FP	CHEBI:152389
G59029DL	CHEBI:152396
G59036CY	CHEBI:152398
G59041MP	CHEBI:152400
G59052JN	CHEBI:152402
G59055IP	CHEBI:152404
G59055KC	CHEBI:144363
G59065VC	CHEBI:152406
G59081JJ	CHEBI:152408
G59103JC	CHEBI:61771
G59125FH	CHEBI:156622
G59126YU	CHEBI:87761
G59128IS	CHEBI:152411
G59138NG	CHEBI:152413
G59141EN	CHEBI:152414
G59155GF	CHEBI:152418
G59168YE	CHEBI:152425
G59193IV	CHEBI:152427
G59212FY	CHEBI:152429
G59231NT	CHEBI:152431
G59255VT	CHEBI:152433
G59277TZ	CHEBI:157012
G59300GC	CHEBI:152437
G59303OX	CHEBI:152439
G59306VK	CHEBI:152441
G59311ED	CHEBI:61592
G59318TC	CHEBI:156926
G59342AI	CHEBI:152443
G59354GZ	CHEBI:152447
G59371ND	CHEBI:152452
G59406KS	CHEBI:132515
G59406KS	CHEBI:133994
G59406KS	CHEBI:145621
G59406KS	CHEBI:37633
G59406KS	CHEBI:53022
G59433DZ	CHEBI:91124
G59448EY	CHEBI:152455
G59451NL	CHEBI:152458
G59454IE	CHEBI:152460
G59466UY	CHEBI:152466
G59471TH	CHEBI:152470
G59485OU	CHEBI:152472
G59508TM	CHEBI:152474
G59513YA	CHEBI:152476
G59577RA	CHEBI:152478
G59579TL	CHEBI:152480
G59594CP	CHEBI:152482
G59611UV	CHEBI:152484
G59636XZ	CHEBI:152487
G59655FF	CHEBI:152488
G59655SA	CHEBI:152490
G59658KK	CHEBI:152492
G59659CN	CHEBI:152495
G59682AL	CHEBI:62534
G59684CA	CHEBI:152498
G59686NP	CHEBI:152500
G59712UJ	CHEBI:152503
G59716UA	CHEBI:152505
G59724US	CHEBI:152507
G59736KH	CHEBI:157235
G59740UO	CHEBI:152510
G59741XZ	CHEBI:152512
G59742ZT	CHEBI:152516
G59746EH	CHEBI:157525
G59746QC	CHEBI:152518
G59747EH	CHEBI:152520
G59749IO	CHEBI:152522
G59752BW	CHEBI:152524
G59754DB	CHEBI:70753
G59761EF	CHEBI:152526
G59778ER	CHEBI:152529
G59782MA	CHEBI:65151
G59810YR	CHEBI:152531
G59824VV	CHEBI:152532
G59869XG	CHEBI:152538
G59870QB	CHEBI:157016
G59872UP	CHEBI:152540
G59879OR	CHEBI:152542
G59901EA	CHEBI:60214
G59902TR	CHEBI:152546
G59905YM	CHEBI:152548
G59924XR	CHEBI:152062
G59925KQ	CHEBI:152067
G59942FB	CHEBI:152071
G59944EN	CHEBI:152074
G59945HS	CHEBI:61612
G59946TO	CHEBI:152076
G59956HV	CHEBI:152080
G59967VI	CHEBI:152081
G59973RN	CHEBI:152084
G59998NX	CHEBI:152088
G59999BN	CHEBI:152090
G60033IX	CHEBI:152094
G60063JU	CHEBI:152096
G60067KH	CHEBI:152098
G60067UC	CHEBI:152100
G60074KV	CHEBI:152102
G60090YA	CHEBI:152104
G60098WB	CHEBI:151803
G60109PL	CHEBI:152108
G60125IW	CHEBI:157429
G60138JZ	CHEBI:152110
G60168XX	CHEBI:152113
G60216WR	CHEBI:152118
G60227QI	CHEBI:157533
G60230HH	CHEBI:62692
G60233WN	CHEBI:62335
G60234BX	CHEBI:152120
G60246MX	CHEBI:152122
G60268QL	CHEBI:61831
G60273MG	CHEBI:157085
G60273PS	CHEBI:152126
G60275BG	CHEBI:152131
G60284TY	CHEBI:152133
G60330MA	CHEBI:152137
G60333CO	CHEBI:152139
G60365DR	CHEBI:152141
G60370CP	CHEBI:152143
G60395SO	CHEBI:156835
G60397EF	CHEBI:152147
G60415BS	CHEBI:152151
G60426XC	CHEBI:156650
G60430KO	CHEBI:72007
G60439QY	CHEBI:152154
G60464IB	CHEBI:152157
G60477QO	CHEBI:71516
G60477QO	CHEBI:71587
G60482OT	CHEBI:152159
G60485RX	CHEBI:152161
G60492QF	CHEBI:152163
G60496TU	CHEBI:152165
G60504ZR	CHEBI:152168
G60515CZ	CHEBI:152170
G60525HJ	CHEBI:152172
G60532CM	CHEBI:152173
G60538YY	CHEBI:152176
G60539QY	CHEBI:152178
G60564JX	CHEBI:152179
G60598XD	CHEBI:152183
G60604SE	CHEBI:152186
G60605VB	CHEBI:157439
G60605ZN	CHEBI:152188
G60611WD	CHEBI:152189
G60615ZD	CHEBI:152191
G60620BK	CHEBI:152193
G60631AC	CHEBI:152195
G60643CQ	CHEBI:152197
G60645OK	CHEBI:152200
G60646UB	CHEBI:152201
G60665ER	CHEBI:152205
G60689JZ	CHEBI:152207
G60692DB	CHEBI:152209
G60695UK	CHEBI:152212
G60713GB	CHEBI:68436
G60716WG	CHEBI:152216
G60729FR	CHEBI:156734
G60734PM	CHEBI:156671
G60736DD	CHEBI:152220
G60741OC	CHEBI:152221
G60760VF	CHEBI:152223
G60800QP	CHEBI:152230
G60814ZB	CHEBI:152233
G60833BB	CHEBI:152240
G60843JI	CHEBI:152242
G60859DF	CHEBI:60299
G60875XB	CHEBI:152244
G60881ZO	CHEBI:152245
G60883HN	CHEBI:152247
G60890ZT	CHEBI:87005
G60912CW	CHEBI:152252
G60925RS	CHEBI:62162
G60926LS	CHEBI:152255
G60926SE	CHEBI:152257
G60929YB	CHEBI:152259
G60939WU	CHEBI:156618
G60956VN	CHEBI:87815
G61008CN	CHEBI:152265
G61009EJ	CHEBI:152267
G61026ND	CHEBI:157341
G61055FR	CHEBI:152269
G61071JD	CHEBI:50677
G61072BL	CHEBI:157399
G61072JZ	CHEBI:152271
G61074ON	CHEBI:152274
G61086WG	CHEBI:152278
G61087VG	CHEBI:152279
G61094XY	CHEBI:152283
G61149BD	CHEBI:152285
G61153TX	CHEBI:152288
G61159LY	CHEBI:152289
G61167SW	CHEBI:152291
G61168WC	CHEBI:62676
G61169KO	CHEBI:152294
G61207RZ	CHEBI:152297
G61222QQ	CHEBI:152299
G61224OH	CHEBI:156983
G61245NC	CHEBI:152302
G61260NT	CHEBI:152306
G61266PA	CHEBI:152307
G61281CO	CHEBI:152310
G61283FH	CHEBI:152311
G61298NX	CHEBI:152314
G61311ZY	CHEBI:157080
G61328AC	CHEBI:145623
G61328AC	CHEBI:65625
G61328AC	CHEBI:65626
G61328AC	CHEBI:65627
G61334IA	CHEBI:152317
G61339UO	CHEBI:152319
G61351MP	CHEBI:152322
G61366AT	CHEBI:152324
G61367OF	CHEBI:152326
G61386ZX	CHEBI:152327
G61390GE	CHEBI:152330
G61399JM	CHEBI:152333
G61399NC	CHEBI:233964
G61399NC	CHEBI:62948
G61404CI	CHEBI:152335
G61406KC	CHEBI:53480
G61411XJ	CHEBI:152338
