GlyTouCanAccession	ChEBIAccession
G07819HC	CHEBI:180479
G07819QF	CHEBI:147230
G07822HH	CHEBI:147232
G07831RZ	CHEBI:147234
G07842DQ	CHEBI:147236
G07860ZO	CHEBI:147238
G07865ET	CHEBI:147240
G07869UA	CHEBI:157292
G07887XY	CHEBI:147242
G07891AD	CHEBI:147245
G07904XW	CHEBI:147246
G07923CD	CHEBI:147248
G07932PU	CHEBI:90401
G07957RU	CHEBI:147250
G07982RO	CHEBI:28681
G07990UY	CHEBI:147252
G07995VK	CHEBI:147254
G08005PG	CHEBI:147257
G08016YO	CHEBI:147258
G08043ID	CHEBI:147260
G08046LM	CHEBI:147262
G08055MG	CHEBI:147265
G08060JF	CHEBI:147267
G08064FX	CHEBI:147269
G08066KX	CHEBI:147271
G08076GP	CHEBI:147273
G08078RH	CHEBI:147275
G08079IN	CHEBI:156988
G08107SW	CHEBI:147277
G08111FJ	CHEBI:147278
G08113XU	CHEBI:147279
G08131WI	CHEBI:157371
G08140FC	CHEBI:146786
G08143BZ	CHEBI:146788
G08143BZ	CHEBI:149467
G08147LK	CHEBI:146791
G08157XK	CHEBI:87452
G08161JQ	CHEBI:146792
G08176ZW	CHEBI:68477
G08191RW	CHEBI:146794
G08201TX	CHEBI:146797
G08214IK	CHEBI:157139
G08242BT	CHEBI:146799
G08244HV	CHEBI:71557
G08244KE	CHEBI:146800
G08244YE	CHEBI:146802
G08254PX	CHEBI:64168
G08304AG	CHEBI:146805
G08324ZK	CHEBI:146808
G08326JL	CHEBI:146810
G08340FW	CHEBI:146812
G08348BC	CHEBI:146814
G08354GM	CHEBI:156817
G08358DN	CHEBI:146817
G08364MT	CHEBI:146818
G08371CD	CHEBI:146820
G08371VN	CHEBI:146822
G08373SM	CHEBI:146824
G08394CG	CHEBI:146827
G08396BF	CHEBI:72617
G08418PB	CHEBI:146829
G08429SS	CHEBI:146830
G08431YY	CHEBI:146832
G08450OR	CHEBI:146834
G08456TO	CHEBI:146836
G08463CD	CHEBI:146839
G08465VN	CHEBI:146840
G08474XG	CHEBI:146842
G08485TO	CHEBI:146844
G08493GY	CHEBI:146846
G08497KY	CHEBI:146848
G08520NM	CHEBI:146850
G08535US	CHEBI:146852
G08539FO	CHEBI:61770
G08540DD	CHEBI:146854
G08545ST	CHEBI:17765
G08561XZ	CHEBI:146858
G08569VN	CHEBI:146860
G08577ZR	CHEBI:146862
G08646IB	CHEBI:146866
G08664LZ	CHEBI:145460
G08675PK	CHEBI:146869
G08700OQ	CHEBI:146872
G08703BV	CHEBI:146874
G08723AU	CHEBI:146879
G08731KN	CHEBI:146880
G08744DM	CHEBI:146882
G08748CW	CHEBI:146884
G08770RO	CHEBI:146886
G08771DC	CHEBI:146889
G08772KU	CHEBI:146890
G08776GA	CHEBI:146892
G08785FX	CHEBI:146895
G08795GE	CHEBI:146896
G08796XG	CHEBI:146899
G08806VI	CHEBI:10092
G08806VI	CHEBI:134507
G08806VI	CHEBI:41034
G08823VD	CHEBI:146900
G08826KQ	CHEBI:146903
G08855PJ	CHEBI:146904
G08861VL	CHEBI:146907
G08866CW	CHEBI:146909
G08872UM	CHEBI:184298
G08872UM	CHEBI:71342
G08896RO	CHEBI:146911
G08903MT	CHEBI:138121
G08918EL	CHEBI:146913
G08926IP	CHEBI:62657
G09005IK	CHEBI:146914
G09020HN	CHEBI:146916
G09023OT	CHEBI:146918
G09035TO	CHEBI:146922
G09046VD	CHEBI:146925
G09057MT	CHEBI:146926
G09064IP	CHEBI:146929
G09106ES	CHEBI:156932
G09108HO	CHEBI:146931
G09115OQ	CHEBI:146932
G09125WG	CHEBI:146934
G09126MW	CHEBI:156726
G09130LO	CHEBI:146936
G09137ZU	CHEBI:146938
G09150LP	CHEBI:146942
G09165XB	CHEBI:28053
G09194PV	CHEBI:180493
G09207SI	CHEBI:146944
G09223OK	CHEBI:146946
G09225SF	CHEBI:146948
G09255AF	CHEBI:146950
G09286SA	CHEBI:146952
G09318DC	CHEBI:146955
G09319JK	CHEBI:146956
G09322OS	CHEBI:146959
G09342SH	CHEBI:61613
G09349XQ	CHEBI:146961
G09351VH	CHEBI:146963
G09362PR	CHEBI:146965
G09372HW	CHEBI:146968
G09376MR	CHEBI:146969
G09389FE	CHEBI:146971
G09393NL	CHEBI:146974
G09397NL	CHEBI:146975
G09403OT	CHEBI:146978
G09416DG	CHEBI:146980
G09420NN	CHEBI:146981
G09424UT	CHEBI:146983
G09441IP	CHEBI:146985
G09441VY	CHEBI:156783
G09446VC	CHEBI:146987
G09452ED	CHEBI:146989
G09454VW	CHEBI:49533
G09459NU	CHEBI:146992
G09468GF	CHEBI:146993
G09480OP	CHEBI:146995
G09482NW	CHEBI:147732
G09482NW	CHEBI:68450
G09485LV	CHEBI:166876
G09494DM	CHEBI:61841
G09507TI	CHEBI:146997
G09520ZQ	CHEBI:156329
G09529HK	CHEBI:146999
G09538AR	CHEBI:157356
G09540UP	CHEBI:147002
G09546QO	CHEBI:133330
G09546QO	CHEBI:133412
G09546QO	CHEBI:16046
G09546QO	CHEBI:17505
G09546QO	CHEBI:17973
G09546QO	CHEBI:28061
G09546QO	CHEBI:466659
G09546QO	CHEBI:527437
G09546QO	CHEBI:528918
G09546QO	CHEBI:528967
G09546QO	CHEBI:528968
G09546QO	CHEBI:546840
G09546QO	CHEBI:55507
G09546QO	CHEBI:57617
G09546QO	CHEBI:58336
G09546QO	CHEBI:59446
G09546QO	CHEBI:60748
G09546QO	CHEBI:60752
G09546QO	CHEBI:61573
G09546QO	CHEBI:63008
G09546QO	CHEBI:63176
G09546QO	CHEBI:65371
G09546QO	CHEBI:72334
G09546QO	CHEBI:73480
G09546QO	CHEBI:75218
G09546QO	CHEBI:75222
G09546QO	CHEBI:75506
G09546QO	CHEBI:75784
G09546QO	CHEBI:83272
G09546QO	CHEBI:84158
G09546QO	CHEBI:84159
G09546QO	CHEBI:84160
G09546QO	CHEBI:86489
G09546QO	CHEBI:86510
G09546QO	CHEBI:88379
G09546QO	CHEBI:90129
G09546QO	CHEBI:91115
G09552LA	CHEBI:147004
G09556KR	CHEBI:157478
G09568JT	CHEBI:147006
G09575SG	CHEBI:87762
G09576QH	CHEBI:147008
G09578TK	CHEBI:147009
G09588MX	CHEBI:167678
G09597LJ	CHEBI:31357
G09597LJ	CHEBI:33917
G09605DV	CHEBI:147014
G09650BK	CHEBI:147018
G09658RZ	CHEBI:147020
G09662MS	CHEBI:147022
G09666WO	CHEBI:147024
G09670SR	CHEBI:147025
G09675DY	CHEBI:147027
G09681LD	CHEBI:68843
G09682KX	CHEBI:147030
G09708QO	CHEBI:147032
G09713JE	CHEBI:87660
G09715CS	CHEBI:147033
G09724ZC	CHEBI:147035
G09727XA	CHEBI:147038
G09730EH	CHEBI:147039
G09741DV	CHEBI:147041
G09745MI	CHEBI:147043
G09776OJ	CHEBI:147045
G09782JM	CHEBI:147048
G09791GF	CHEBI:147049
G09826WW	CHEBI:147051
G09845DR	CHEBI:147054
G09857WN	CHEBI:147056
G09859LE	CHEBI:147057
G09899NJ	CHEBI:147060
G09909FT	CHEBI:147061
G09921EA	CHEBI:157172
G09921WG	CHEBI:68690
G09938IH	CHEBI:68586
G09941BM	CHEBI:157482
G09947VE	CHEBI:147064
G09955UR	CHEBI:61315
G09962WA	CHEBI:147066
G09966BT	CHEBI:147067
G09988GX	CHEBI:147070
G10016UC	CHEBI:147072
G10040DS	CHEBI:147073
G10075HN	CHEBI:147075
G10106TL	CHEBI:147078
G10108GZ	CHEBI:147080
G10110YZ	CHEBI:147082
G10112QT	CHEBI:147083
G10133VD	CHEBI:180492
G10148CV	CHEBI:147085
G10148GI	CHEBI:147087
G10149FE	CHEBI:147089
G10163TY	CHEBI:147091
G10167WZ	CHEBI:71429
G10174LI	CHEBI:157203
G10179FS	CHEBI:147093
G10182BB	CHEBI:147095
G10182XZ	CHEBI:147098
G10189EJ	CHEBI:147100
G10194GK	CHEBI:147101
G10197OY	CHEBI:147103
G10203DW	CHEBI:52472
G10204GU	CHEBI:157571
G10209QU	CHEBI:147105
G10219AA	CHEBI:87519
G10228AY	CHEBI:147107
G10228OD	CHEBI:147109
G10234TF	CHEBI:147111
G10236SD	CHEBI:147113
G10240SH	CHEBI:147115
G10255XW	CHEBI:147117
G10258MC	CHEBI:147119
G10259IA	CHEBI:147121
G10270EI	CHEBI:147123
G10287JP	CHEBI:147125
G10292TC	CHEBI:147127
G10295MW	CHEBI:147128
G10300DY	CHEBI:157363
G10333YJ	CHEBI:147131
G10339TL	CHEBI:147133
G10340BX	CHEBI:147135
G10356UT	CHEBI:147137
G10359OW	CHEBI:147139
G10363DV	CHEBI:147140
G10385EY	CHEBI:147143
G10388YZ	CHEBI:156922
G10410FW	CHEBI:147147
G10417PV	CHEBI:147148
G10417XF	CHEBI:147150
G10419AP	CHEBI:147153
G10422IZ	CHEBI:147155
G10425AY	CHEBI:147156
G10425SO	CHEBI:147158
G10430NG	CHEBI:61762
G10440YK	CHEBI:157520
G10444RV	CHEBI:147160
G10444WU	CHEBI:111514
G10445TA	CHEBI:147162
G10448ZR	CHEBI:147164
G10453CW	CHEBI:157422
G10461TS	CHEBI:147166
G10470SE	CHEBI:147169
G10487BH	CHEBI:147171
G10488WF	CHEBI:71421
G10503MP	CHEBI:147173
G10507RU	CHEBI:147174
G10510IR	CHEBI:182132
G10514PF	CHEBI:157584
G10528MR	CHEBI:147176
G10529ZR	CHEBI:147178
G10539LQ	CHEBI:147180
G10540LB	CHEBI:147183
G10563SE	CHEBI:147184
G10564SS	CHEBI:157593
G10573FI	CHEBI:147186
G10581YA	CHEBI:147188
G10594VF	CHEBI:147190
G10604KJ	CHEBI:147192
G10614XK	CHEBI:147194
G10627KR	CHEBI:147196
G10636ME	CHEBI:147198
G10647TF	CHEBI:147201
G10650OV	CHEBI:156590
G10662QB	CHEBI:147204
G10664FL	CHEBI:147205
G10666VQ	CHEBI:71454
G10687EF	CHEBI:147207
G10689ZT	CHEBI:147211
G10691MJ	CHEBI:147213
G10694XU	CHEBI:147215
G10700RM	CHEBI:147217
G10712FZ	CHEBI:147219
G10713RP	CHEBI:147221
G10716SX	CHEBI:157281
G10721CS	CHEBI:147223
G10721QE	CHEBI:147225
G10725II	CHEBI:147227
G10733HY	CHEBI:147229
G10741VJ	CHEBI:147231
G10750OK	CHEBI:156092
G10756ZZ	CHEBI:147233
G10770RR	CHEBI:147235
G10788ZQ	CHEBI:147237
G10805TH	CHEBI:147239
G10816XY	CHEBI:147241
G10816YX	CHEBI:147243
G10818SM	CHEBI:147244
G10818TP	CHEBI:147247
G10831DK	CHEBI:147249
G10831FE	CHEBI:147251
G10845BX	CHEBI:147253
G10853AV	CHEBI:147255
G10881VB	CHEBI:147256
G10925II	CHEBI:147261
G10927TS	CHEBI:147263
G10954XM	CHEBI:147264
G10970DV	CHEBI:147268
G10973QG	CHEBI:147270
G10993EM	CHEBI:147274
G11010AN	CHEBI:147276
G11031MS	CHEBI:147439
G11034PZ	CHEBI:147443
G11035GA	CHEBI:147445
G11041DA	CHEBI:147450
G11042HO	CHEBI:147453
G11049II	CHEBI:147455
G11052OE	CHEBI:147458
G11061VC	CHEBI:157402
G11065GA	CHEBI:147462
G11069CP	CHEBI:147464
G11075DR	CHEBI:147467
G11078WZ	CHEBI:147470
G11083DH	CHEBI:147474
G11089HW	CHEBI:147477
G11091XO	CHEBI:147480
G11106ST	CHEBI:157320
G11107OX	CHEBI:147482
G11161OD	CHEBI:147489
G11162ZF	CHEBI:147491
G11182SS	CHEBI:147495
G11189WY	CHEBI:147497
G11198HA	CHEBI:147500
G11213NA	CHEBI:147504
G11253PI	CHEBI:147513
G11256DQ	CHEBI:147516
G11259JT	CHEBI:147519
G11260XI	CHEBI:147521
G11263ED	CHEBI:157041
G11263YZ	CHEBI:147525
G11276SJ	CHEBI:147528
G11278YL	CHEBI:147533
G11282GU	CHEBI:147535
G11286QT	CHEBI:147540
G11288PA	CHEBI:156771
G11288UE	CHEBI:156799
G11326RB	CHEBI:147543
G11350UX	CHEBI:147545
G11356UZ	CHEBI:147547
G11362LE	CHEBI:147552
G11373TT	CHEBI:147555
G11381KO	CHEBI:67813
G11386DK	CHEBI:147558
G11402KL	CHEBI:147560
G11423ZI	CHEBI:147562
G11428LI	CHEBI:147566
G11429PC	CHEBI:147569
G11444KC	CHEBI:147570
G11450BY	CHEBI:147573
G11457RF	CHEBI:145908
G11460AB	CHEBI:147577
G11460AB	CHEBI:193160
G11479AN	CHEBI:147582
G11482NO	CHEBI:147583
G11485ID	CHEBI:147588
G11503GF	CHEBI:156943
G11509RN	CHEBI:147590
G11535IB	CHEBI:147594
G11540FP	CHEBI:147597
G11551UU	CHEBI:147598
G11578PH	CHEBI:157067
G11595VF	CHEBI:147601
G11615SW	CHEBI:147604
G11635LG	CHEBI:147608
G11636EE	CHEBI:147611
G11637WL	CHEBI:147615
G11647UD	CHEBI:147618
G11655BA	CHEBI:147621
G11657DN	CHEBI:147622
G11658OG	CHEBI:147626
G11679NT	CHEBI:147630
G11684IZ	CHEBI:147632
G11685NC	CHEBI:147635
G11687NW	CHEBI:71562
G11696PX	CHEBI:147639
G11700UP	CHEBI:147642
G11704PO	CHEBI:157349
G11712ZQ	CHEBI:156881
G11721NX	CHEBI:147645
G11737JS	CHEBI:147648
G11745XZ	CHEBI:147654
G11756ZM	CHEBI:147657
G11787AF	CHEBI:157224
G11795CV	CHEBI:111508
G11818HY	CHEBI:147660
G11819AO	CHEBI:147663
G11827HH	CHEBI:147666
G11837CQ	CHEBI:147669
G11837XH	CHEBI:147672
G11840SC	CHEBI:147676
G11846US	CHEBI:147679
G11860RT	CHEBI:147680
G11863CH	CHEBI:147683
G11876US	CHEBI:147687
G11885NX	CHEBI:147690
G11888UP	CHEBI:147693
G11889PN	CHEBI:147695
G11915AZ	CHEBI:147700
G11915UT	CHEBI:147703
G11922GI	CHEBI:147707
G11928TH	CHEBI:147710
G11929CD	CHEBI:147712
G11929SN	CHEBI:147717
G11932OH	CHEBI:147720
G11940XR	CHEBI:147723
G11943BP	CHEBI:147726
G11960UF	CHEBI:68450
G11967GO	CHEBI:147735
G11971MR	CHEBI:62378
G11994QC	CHEBI:147736
G11998FO	CHEBI:71605
G12000YX	CHEBI:157550
G12012YB	CHEBI:147741
G12020PN	CHEBI:147744
G12021KH	CHEBI:157545
G12028KD	CHEBI:147745
G12033AP	CHEBI:147750
G12045LV	CHEBI:147752
G12046WV	CHEBI:147756
G12058PE	CHEBI:147758
G12061IK	CHEBI:147761
G12068BR	CHEBI:147767
G12069NI	CHEBI:157472
G12074QJ	CHEBI:90442
G12075FM	CHEBI:147769
G12086GM	CHEBI:147773
G12103ES	CHEBI:87580
G12109VW	CHEBI:147776
G12111NA	CHEBI:147780
G12115PE	CHEBI:147782
G12121CY	CHEBI:147785
G12124PX	CHEBI:147788
G12129VL	CHEBI:147791
G12138GQ	CHEBI:157666
G12155KE	CHEBI:147798
G12182VX	CHEBI:147800
G12185WN	CHEBI:147804
G12187FG	CHEBI:167690
G12190QO	CHEBI:147806
G12222NC	CHEBI:156849
G12230UX	CHEBI:147810
G12232DG	CHEBI:156898
G12266SO	CHEBI:147816
G12274AS	CHEBI:147818
G12279LC	CHEBI:147822
G12295TB	CHEBI:65171
G12304SP	CHEBI:147824
G12317LD	CHEBI:147826
G12318EJ	CHEBI:147831
G12340JM	CHEBI:147834
G12352RJ	CHEBI:147837
G12357FR	CHEBI:147840
G12359QQ	CHEBI:147843
G12374LP	CHEBI:147846
G12378KS	CHEBI:147849
G12393CD	CHEBI:60179
G12393CD	CHEBI:83704
G12396GB	CHEBI:147852
G12398HZ	CHEBI:147855
G12405JG	CHEBI:147858
G12428MZ	CHEBI:157481
G12438DW	CHEBI:147864
G12438YM	CHEBI:147867
G12440KU	CHEBI:147869
G12455XO	CHEBI:147872
G12460DL	CHEBI:68484
G12474XI	CHEBI:147874
G12486YB	CHEBI:156745
G12494BV	CHEBI:147879
G12499UL	CHEBI:147882
G12518FG	CHEBI:72592
G12526AB	CHEBI:147884
G12541EY	CHEBI:147887
G12548MD	CHEBI:147889
G12561VS	CHEBI:156628
G12573LQ	CHEBI:147893
G12594VB	CHEBI:157126
G12604EN	CHEBI:147896
G12616PJ	CHEBI:147900
G12631FF	CHEBI:147902
G12637ID	CHEBI:178087
G12646DO	CHEBI:147906
G12661AN	CHEBI:71055
G12678YV	CHEBI:157269
G12679LF	CHEBI:147907
G12699VT	CHEBI:147910
G12704ID	CHEBI:147914
G12715AH	CHEBI:147917
G12715RL	CHEBI:147920
G12727SF	CHEBI:147924
G12740VA	CHEBI:147927
G12752EI	CHEBI:147929
G12757LB	CHEBI:147932
G12761QA	CHEBI:147935
G12762FV	CHEBI:147938
G12770GA	CHEBI:147943
G12781XI	CHEBI:147947
G12794LM	CHEBI:147951
G12802HY	CHEBI:147952
G12817YZ	CHEBI:147956
G12826LZ	CHEBI:147958
G12848IK	CHEBI:147962
G12848QL	CHEBI:147966
G12857DO	CHEBI:147969
G12885FH	CHEBI:147970
G12900GB	CHEBI:157547
G12916RQ	CHEBI:16137
G12916RQ	CHEBI:57652
G12916RQ	CHEBI:61025
G12921EN	CHEBI:61591
G12984CP	CHEBI:147978
G12991XQ	CHEBI:147979
G12993CD	CHEBI:168226
G12993CD	CHEBI:91643
G12997IV	CHEBI:157096
G13003UU	CHEBI:147984
G13006TG	CHEBI:147987
G13016DY	CHEBI:147988
G13034PC	CHEBI:87457
G13040AD	CHEBI:62673
G13045SZ	CHEBI:147991
G13049QY	CHEBI:147995
G13055JW	CHEBI:147999
G13058JI	CHEBI:68445
G13151XE	CHEBI:148002
G13156PQ	CHEBI:156607
G13157WZ	CHEBI:148005
G13164IZ	CHEBI:148008
G13168IS	CHEBI:148011
G13168NE	CHEBI:148014
G13177TU	CHEBI:148017
G13179DW	CHEBI:148020
G13179FD	CHEBI:148022
G13181ZZ	CHEBI:148025
G13187VC	CHEBI:148027
G13194NW	CHEBI:148032
G13201UL	CHEBI:148035
G13210XL	CHEBI:148038
G13214IU	CHEBI:148041
G13224CR	CHEBI:148045
G13228QB	CHEBI:148047
G13232MI	CHEBI:148051
G13258AZ	CHEBI:148054
G13258LA	CHEBI:148057
G13260JU	CHEBI:157254
G13267ZY	CHEBI:148059
G13278OU	CHEBI:148062
G13282WA	CHEBI:148065
G13291XJ	CHEBI:148068
G13292XY	CHEBI:148071
G13294EW	CHEBI:148075
G13295LH	CHEBI:148077
G13301CZ	CHEBI:148080
G13302FO	CHEBI:148084
G13305QJ	CHEBI:148087
G13307OA	CHEBI:148091
G13312HH	CHEBI:148093
G13322RS	CHEBI:148097
G13335AQ	CHEBI:148098
G13359IF	CHEBI:148103
G13375OB	CHEBI:148104
G13380TW	CHEBI:148108
G13388HT	CHEBI:148112
G13401SI	CHEBI:148118
G13441KG	CHEBI:148120
G13442BO	CHEBI:148124
G13455RE	CHEBI:148127
G13477DY	CHEBI:148128
G13492NR	CHEBI:148135
G13495RN	CHEBI:148138
G13497PA	CHEBI:148140
G13515ZY	CHEBI:148145
G13537KO	CHEBI:148148
G13558UT	CHEBI:148151
G13578GY	CHEBI:148153
G13583BZ	CHEBI:148155
G13585JF	CHEBI:148158
G13592VY	CHEBI:148161
G13602QE	CHEBI:148164
G13614FV	CHEBI:148167
G13616KY	CHEBI:148168
G13626XX	CHEBI:148172
G13630UH	CHEBI:157473
G13636IT	CHEBI:148175
G13646GG	CHEBI:148179
G13657KC	CHEBI:148181
G13659RH	CHEBI:147441
G13670FR	CHEBI:147442
G13672YG	CHEBI:147446
G13680ZF	CHEBI:147449
G13688QP	CHEBI:147452
G13695SV	CHEBI:157456
G13720TX	CHEBI:147454
G13732OQ	CHEBI:147459
G13734VO	CHEBI:182958
G13734VO	CHEBI:21500
G13746SQ	CHEBI:145885
G13746SQ	CHEBI:61927
G13746SQ	CHEBI:61948
G13747QM	CHEBI:147460
G13773HT	CHEBI:71039
G13800FQ	CHEBI:147465
G13811NF	CHEBI:147468
G13811QB	CHEBI:147469
G13814UH	CHEBI:147472
G13824WQ	CHEBI:156841
G13827OW	CHEBI:147475
G13836YR	CHEBI:147478
G13842GX	CHEBI:147483
G13843CF	CHEBI:147485
G13847GJ	CHEBI:147488
G13858YJ	CHEBI:147492
G13861RG	CHEBI:147494
G13863XN	CHEBI:147498
G13869TL	CHEBI:147499
G13890JV	CHEBI:147502
G13894RO	CHEBI:147507
G13902SG	CHEBI:147510
G13909GK	CHEBI:147511
G13910LY	CHEBI:147515
G13923FW	CHEBI:147517
G13938SZ	CHEBI:147520
G13947MP	CHEBI:147524
G13968BO	CHEBI:147526
G13971OJ	CHEBI:157332
G13974DV	CHEBI:147531
G13976VB	CHEBI:147534
G13976WV	CHEBI:147537
G13985TC	CHEBI:147539
G14000ZZ	CHEBI:147541
G14009XM	CHEBI:147544
G14014EQ	CHEBI:90243
G14015IL	CHEBI:147548
G14018AL	CHEBI:147550
G14023WK	CHEBI:147553
G14027YB	CHEBI:147557
G14033LY	CHEBI:147559
G14038OF	CHEBI:147563
G14043TF	CHEBI:147565
G14047PA	CHEBI:72002
G14077SN	CHEBI:147568
G14119CE	CHEBI:16981
G14119CE	CHEBI:18113
G14119CE	CHEBI:57974
G14121NG	CHEBI:156811
G14125ZW	CHEBI:147575
G14127XU	CHEBI:147578
G14138XB	CHEBI:147581
G14191ZT	CHEBI:147585
G14201CU	CHEBI:147587
G14205YR	CHEBI:147591
G14214WX	CHEBI:147593
G14224WX	CHEBI:156681
G14226PU	CHEBI:147595
G14250GH	CHEBI:147602
G14250HG	CHEBI:147606
G14296HB	CHEBI:147610
G14296RM	CHEBI:147614
G14300ZJ	CHEBI:147617
G14305QJ	CHEBI:147619
G14307KB	CHEBI:147623
G14311HQ	CHEBI:147625
G14317JF	CHEBI:157401
G14326YE	CHEBI:147628
G14338VK	CHEBI:41753
G14346JI	CHEBI:147631
G14354BD	CHEBI:147636
G14356TR	CHEBI:147637
G14371GV	CHEBI:133201
G14371GV	CHEBI:145583
G14371YU	CHEBI:147640
G14373ZY	CHEBI:147644
G14374XC	CHEBI:147647
G14393TF	CHEBI:147650
G14412XT	CHEBI:147653
G14424MD	CHEBI:147655
G14428PM	CHEBI:147658
G14430JY	CHEBI:147661
G14431ZQ	CHEBI:147664
G14438ZT	CHEBI:147667
G14442NU	CHEBI:147670
G14453LC	CHEBI:147673
G14469GR	CHEBI:147677
G14484TK	CHEBI:147681
G14510SZ	CHEBI:147686
G14511SS	CHEBI:144364
G14520ZO	CHEBI:147691
G14533ZS	CHEBI:147696
G14543IY	CHEBI:147697
G14549GA	CHEBI:147702
G14551OF	CHEBI:147705
G14555ST	CHEBI:147708
G14561VC	CHEBI:147711
G14567YG	CHEBI:147714
G14576KZ	CHEBI:147716
G14615WQ	CHEBI:157553
G14622KK	CHEBI:145584
G14622KK	CHEBI:65760
G14623FX	CHEBI:156862
G14629VW	CHEBI:147722
G14629XU	CHEBI:147724
G14632ZD	CHEBI:147728
G14633CL	CHEBI:147731
G14638QN	CHEBI:147733
G14645TH	CHEBI:147737
G14651SS	CHEBI:147740
G14660OL	CHEBI:147743
G14675SI	CHEBI:147747
G14689QK	CHEBI:157289
G14693JJ	CHEBI:157303
G14746EI	CHEBI:147748
G14761JN	CHEBI:147751
G14767DF	CHEBI:157540
G14767HC	CHEBI:147754
G14768FY	CHEBI:147759
G14781HP	CHEBI:147762
G14782PJ	CHEBI:147764
G14790EN	CHEBI:147768
G14809NR	CHEBI:147770
G14815EY	CHEBI:147772
G14815WH	CHEBI:147775
G14829OL	CHEBI:167635
G14838TI	CHEBI:157358
G14840SZ	CHEBI:147778
G14854WL	CHEBI:147783
G14868UU	CHEBI:147786
G14870CB	CHEBI:147789
G14870EV	CHEBI:147792
G14876IZ	CHEBI:147794
G14879UV	CHEBI:147797
G14882GG	CHEBI:147801
G14899VS	CHEBI:147803
G14900XK	CHEBI:147807
G14900XK	CHEBI:71413
G14901GT	CHEBI:156955
G14905AZ	CHEBI:147809
G14938IR	CHEBI:147815
G14942ZR	CHEBI:147817
G14942ZU	CHEBI:147821
G14956YQ	CHEBI:147823
G14959WS	CHEBI:157445
G14974EY	CHEBI:147828
G14978ZY	CHEBI:147830
G14996IQ	CHEBI:147832
G14998UC	CHEBI:147835
G15001YX	CHEBI:147838
G15006PM	CHEBI:147841
G15018WW	CHEBI:68480
G15021LG	CHEBI:133564
G15021LG	CHEBI:133910
G15021LG	CHEBI:16077
G15021LG	CHEBI:18428
G15021LG	CHEBI:23890
G15021LG	CHEBI:37657
G15021LG	CHEBI:4167
G15021LG	CHEBI:4177
G15021LG	CHEBI:57629
G15021LG	CHEBI:60404
G15021LG	CHEBI:62436
G15021LG	CHEBI:62438
G15021LG	CHEBI:62495
G15021LG	CHEBI:65021
G15021LG	CHEBI:65025
G15021LG	CHEBI:65026
G15021LG	CHEBI:68853
G15021LG	CHEBI:70823
G15021LG	CHEBI:75349
G15021LG	CHEBI:75514
G15021LG	CHEBI:77952
G15021LG	CHEBI:87766
G15021LG	CHEBI:91998
G15031WB	CHEBI:147845
G15033WI	CHEBI:147847
G15053SL	CHEBI:147851
G15059WI	CHEBI:147853
G15066MY	CHEBI:147856
G15068EX	CHEBI:147859
G15099DI	CHEBI:147862
G15110KA	CHEBI:147866
G15112UU	CHEBI:147870
G15144TI	CHEBI:147876
G15149UW	CHEBI:147877
G15164ZG	CHEBI:156973
G15173TI	CHEBI:147881
G15178AV	CHEBI:147885
G15192BD	CHEBI:147888
G15195YB	CHEBI:137169
G15195YB	CHEBI:138109
G15195YB	CHEBI:145585
G15204IM	CHEBI:147891
G15214PF	CHEBI:147894
G15216UP	CHEBI:147897
G15241ZP	CHEBI:147903
G15249CA	CHEBI:147904
G15280CB	CHEBI:147908
G15286HU	CHEBI:147911
G15291TI	CHEBI:62599
G15293GW	CHEBI:147915
G15301IS	CHEBI:147918
G15305CQ	CHEBI:29111
G15317IZ	CHEBI:147921
G15355KC	CHEBI:147922
G15355XO	CHEBI:147925
G15369VN	CHEBI:147928
G15403KF	CHEBI:147931
G15403PA	CHEBI:147936
G15407YE	CHEBI:147939
G15409BP	CHEBI:147942
G15429XE	CHEBI:147945
G15446MA	CHEBI:147946
G15448UB	CHEBI:147950
G15493RX	CHEBI:157514
G15513ZS	CHEBI:147953
G15518HO	CHEBI:147957
G15522RV	CHEBI:147959
G15527QL	CHEBI:147963
G15555MR	CHEBI:147965
G15571KX	CHEBI:147968
G15577KP	CHEBI:147971
G15611BA	CHEBI:147974
G15633MR	CHEBI:147976
G15638PX	CHEBI:147980
G15648GT	CHEBI:147986
G15654HK	CHEBI:147989
G15667CY	CHEBI:147992
G15681WF	CHEBI:147994
G15691DM	CHEBI:90787
G15696PP	CHEBI:147997
G15704AX	CHEBI:90065
G15727EQ	CHEBI:148000
G15730FJ	CHEBI:148004
G15751RX	CHEBI:148006
G15757MR	CHEBI:156686
G15765SG	CHEBI:150170
G15772KA	CHEBI:148009
G15772OM	CHEBI:148013
G15805BE	CHEBI:148016
G15807RF	CHEBI:148019
G15810CI	CHEBI:157430
G15813LB	CHEBI:156815
G15825OT	CHEBI:157497
G15828WB	CHEBI:148023
G15833VM	CHEBI:148026
G15859AU	CHEBI:148028
G15945ON	CHEBI:157459
G15948XY	CHEBI:148030
G15972DM	CHEBI:148033
G15973YF	CHEBI:62339
G15987FM	CHEBI:148036
G15998WM	CHEBI:148040
G16046ST	CHEBI:148042
G16063EF	CHEBI:148046
G16078YI	CHEBI:148049
G16079KZ	CHEBI:138207
G16107MY	CHEBI:157284
G16155TD	CHEBI:148050
G16156ZE	CHEBI:148055
G16167HN	CHEBI:148060
G16201LW	CHEBI:148063
G16235BU	CHEBI:148067
