GlyTouCanAccession	Resource	EntryID
G36220TC	glycosmos	G36220TC
G36221KK	glycosmos	G36221KK
G36221RT	glycosmos	G36221RT
G36222HO	glycosmos	G36222HO
G36222JQ	glycosmos	G36222JQ
G36222NO	glycosmos	G36222NO
G36222UC	glycosmos	G36222UC
G36222XQ	glycosmos	G36222XQ
G36223IZ	glycosmos	G36223IZ
G36223LY	glycosmos	G36223LY
G36223VW	glycosmos	G36223VW
G36223WN	glycosmos	G36223WN
G36224BZ	glycosmos	G36224BZ
G36225KV	glycosmos	G36225KV
G36225LM	glycosmos	G36225LM
G36225QF	glycosmos	G36225QF
G36225RM	glycosmos	G36225RM
G36225RV	glycosmos	G36225RV
G36226TU	glycosmos	G36226TU
G36227DI	glycosmos	G36227DI
G36227JR	glycosmos	G36227JR
G36228CK	glycosmos	G36228CK
G36228QX	glycosmos	G36228QX
G36229DA	glycosmos	G36229DA
G36229NU	glycosmos	G36229NU
G36229UM	glycosmos	G36229UM
G36230AV	glycosmos	G36230AV
G36230CC	glycosmos	G36230CC
G36230GN	glycosmos	G36230GN
G36230XT	glycosmos	G36230XT
G36230YP	glycosmos	G36230YP
G36231CI	glycosmos	G36231CI
G36231CV	glycosmos	G36231CV
G36231UF	glycosmos	G36231UF
G36232FR	glycosmos	G36232FR
G36232VG	glycosmos	G36232VG
G36233CP	glycosmos	G36233CP
G36233NA	glycosmos	G36233NA
G36233ZI	glycosmos	G36233ZI
G36234TA	glycosmos	G36234TA
G36234UK	glycosmos	G36234UK
G36235DF	glycosmos	G36235DF
G36235UG	glycosmos	G36235UG
G36235XV	glycosmos	G36235XV
G36237JN	glycosmos	G36237JN
G36237YU	glycosmos	G36237YU
G36238AM	glycosmos	G36238AM
G36239KJ	glycosmos	G36239KJ
G36240AB	glycosmos	G36240AB
G36240XG	glycosmos	G36240XG
G36241SW	glycosmos	G36241SW
G36242BF	glycosmos	G36242BF
G36242CS	glycosmos	G36242CS
G36242LX	glycosmos	G36242LX
G36243KL	glycosmos	G36243KL
G36243MR	glycosmos	G36243MR
G36244KS	glycosmos	G36244KS
G36244SG	glycosmos	G36244SG
G36245AV	glycosmos	G36245AV
G36245DC	glycosmos	G36245DC
G36245RC	glycosmos	G36245RC
G36246FL	glycosmos	G36246FL
G36246ME	glycosmos	G36246ME
G36246SK	glycosmos	G36246SK
G36247FH	glycosmos	G36247FH
G36250MT	glycosmos	G36250MT
G36251HU	glycosmos	G36251HU
G36251LT	glycosmos	G36251LT
G36251WT	glycosmos	G36251WT
G36252YV	glycosmos	G36252YV
G36253QE	glycosmos	G36253QE
G36253VG	glycosmos	G36253VG
G36253YP	glycosmos	G36253YP
G36254AV	glycosmos	G36254AV
G36254CL	glycosmos	G36254CL
G36254HB	glycosmos	G36254HB
G36254ND	glycosmos	G36254ND
G36255DT	glycosmos	G36255DT
G36255FZ	glycosmos	G36255FZ
G36255NB	glycosmos	G36255NB
G36255QI	glycosmos	G36255QI
G36255XE	glycosmos	G36255XE
G36256NF	glycosmos	G36256NF
G36257JR	glycosmos	G36257JR
G36257LK	glycosmos	G36257LK
G36257MJ	glycosmos	G36257MJ
G36257OL	glycosmos	G36257OL
G36257YB	glycosmos	G36257YB
G36258NK	glycosmos	G36258NK
G36258WE	glycosmos	G36258WE
G36258ZR	glycosmos	G36258ZR
G36259GO	glycosmos	G36259GO
G36259JQ	glycosmos	G36259JQ
G36259NJ	glycosmos	G36259NJ
G36259OW	glycosmos	G36259OW
G36260YC	glycosmos	G36260YC
G36261HA	glycosmos	G36261HA
G36262HG	glycosmos	G36262HG
G36262WO	glycosmos	G36262WO
G36263AV	glycosmos	G36263AV
G36263BH	glycosmos	G36263BH
G36263SU	glycosmos	G36263SU
G36263TX	glycosmos	G36263TX
G36264SN	glycosmos	G36264SN
G36264VV	glycosmos	G36264VV
G36264YB	glycosmos	G36264YB
G36265DV	glycosmos	G36265DV
G36265KV	glycosmos	G36265KV
G36266II	glycosmos	G36266II
G36266KM	glycosmos	G36266KM
G36266PV	glycosmos	G36266PV
G36266SI	glycosmos	G36266SI
G36266UM	glycosmos	G36266UM
G36266ZR	glycosmos	G36266ZR
G36267BC	glycosmos	G36267BC
G36267BE	glycosmos	G36267BE
G36267XH	glycosmos	G36267XH
G36268KZ	glycosmos	G36268KZ
G36268TO	glycosmos	G36268TO
G36268TW	glycosmos	G36268TW
G36268WF	glycosmos	G36268WF
G36269FX	glycosmos	G36269FX
G36269PJ	glycosmos	G36269PJ
G36270AC	glycosmos	G36270AC
G36270AV	glycosmos	G36270AV
G36271FY	glycosmos	G36271FY
G36271IB	glycosmos	G36271IB
G36271WP	glycosmos	G36271WP
G36272NA	glycosmos	G36272NA
G36272YK	glycosmos	G36272YK
G36273BH	glycosmos	G36273BH
G36274PH	glycosmos	G36274PH
G36275KQ	glycosmos	G36275KQ
G36275UU	glycosmos	G36275UU
G36276DX	glycosmos	G36276DX
G36276GO	glycosmos	G36276GO
G36276LO	glycosmos	G36276LO
G36277JM	glycosmos	G36277JM
G36277SI	glycosmos	G36277SI
G36278MI	glycosmos	G36278MI
G36279EZ	glycosmos	G36279EZ
G36279LH	glycosmos	G36279LH
G36279OS	glycosmos	G36279OS
G36280FQ	glycosmos	G36280FQ
G36280LM	glycosmos	G36280LM
G36280QD	glycosmos	G36280QD
G36280XC	glycosmos	G36280XC
G36281BL	glycosmos	G36281BL
G36281CO	glycosmos	G36281CO
G36281WI	glycosmos	G36281WI
G36281XS	glycosmos	G36281XS
G36282CX	glycosmos	G36282CX
G36282IW	glycosmos	G36282IW
G36284OO	glycosmos	G36284OO
G36284VM	glycosmos	G36284VM
G36285BS	glycosmos	G36285BS
G36285GM	glycosmos	G36285GM
G36286CV	glycosmos	G36286CV
G36286DS	glycosmos	G36286DS
G36286FT	glycosmos	G36286FT
G36286GT	glycosmos	G36286GT
G36286SG	glycosmos	G36286SG
G36286UJ	glycosmos	G36286UJ
G36286VG	glycosmos	G36286VG
G36286VW	glycosmos	G36286VW
G36287AR	glycosmos	G36287AR
G36287HQ	glycosmos	G36287HQ
G36287XI	glycosmos	G36287XI
G36287XJ	glycosmos	G36287XJ
G36288QF	glycosmos	G36288QF
G36288SU	glycosmos	G36288SU
G36290CU	glycosmos	G36290CU
G36290UU	glycosmos	G36290UU
G36290XI	glycosmos	G36290XI
G36291JI	glycosmos	G36291JI
G36291QS	glycosmos	G36291QS
G36292ND	glycosmos	G36292ND
G36292PQ	glycosmos	G36292PQ
G36292UY	glycosmos	G36292UY
G36292VI	glycosmos	G36292VI
G36293BF	glycosmos	G36293BF
G36293DS	glycosmos	G36293DS
G36293OQ	glycosmos	G36293OQ
G36293ZU	glycosmos	G36293ZU
G36294GC	glycosmos	G36294GC
G36294WB	glycosmos	G36294WB
G36294YI	glycosmos	G36294YI
G36296CR	glycosmos	G36296CR
G36296VV	glycosmos	G36296VV
G36297RV	glycosmos	G36297RV
G36298KI	glycosmos	G36298KI
G36298ON	glycosmos	G36298ON
G36298TX	glycosmos	G36298TX
G36298UT	glycosmos	G36298UT
G36298XE	glycosmos	G36298XE
G36300BS	glycosmos	G36300BS
G36300DT	glycosmos	G36300DT
G36300FE	glycosmos	G36300FE
G36300IC	glycosmos	G36300IC
G36300QU	glycosmos	G36300QU
G36301AQ	glycosmos	G36301AQ
G36301DS	glycosmos	G36301DS
G36301MW	glycosmos	G36301MW
G36301RT	glycosmos	G36301RT
G36302EX	glycosmos	G36302EX
G36302TM	glycosmos	G36302TM
G36303CE	glycosmos	G36303CE
G36303CQ	glycosmos	G36303CQ
G36303MW	glycosmos	G36303MW
G36303XZ	glycosmos	G36303XZ
G36304DK	glycosmos	G36304DK
G36304RN	glycosmos	G36304RN
G36304VF	glycosmos	G36304VF
G36304YN	glycosmos	G36304YN
G36305CV	glycosmos	G36305CV
G36305KH	glycosmos	G36305KH
G36305TT	glycosmos	G36305TT
G36306GK	glycosmos	G36306GK
G36306IP	glycosmos	G36306IP
G36306KM	glycosmos	G36306KM
G36306KS	glycosmos	G36306KS
G36307CG	glycosmos	G36307CG
G36307HO	glycosmos	G36307HO
G36307UM	glycosmos	G36307UM
G36308MS	glycosmos	G36308MS
G36308SC	glycosmos	G36308SC
G36309EL	glycosmos	G36309EL
G36309OQ	glycosmos	G36309OQ
G36309YF	glycosmos	G36309YF
G36310HW	glycosmos	G36310HW
G36310OD	glycosmos	G36310OD
G36311NT	glycosmos	G36311NT
G36311RG	glycosmos	G36311RG
G36311XM	glycosmos	G36311XM
G36311YH	glycosmos	G36311YH
G36311ZH	glycosmos	G36311ZH
G36311ZO	glycosmos	G36311ZO
G36312PO	glycosmos	G36312PO
G36312RT	glycosmos	G36312RT
G36312YO	glycosmos	G36312YO
G36313HJ	glycosmos	G36313HJ
G36314DR	glycosmos	G36314DR
G36314EH	glycosmos	G36314EH
G36314GL	glycosmos	G36314GL
G36315OE	glycosmos	G36315OE
G36316FD	glycosmos	G36316FD
G36316QQ	glycosmos	G36316QQ
G36316RB	glycosmos	G36316RB
G36316ZR	glycosmos	G36316ZR
G36317AN	glycosmos	G36317AN
G36317IE	glycosmos	G36317IE
G36317IS	glycosmos	G36317IS
G36318CZ	glycosmos	G36318CZ
G36318EZ	glycosmos	G36318EZ
G36318LG	glycosmos	G36318LG
G36318LX	glycosmos	G36318LX
G36318RE	glycosmos	G36318RE
G36318VV	glycosmos	G36318VV
G36319GD	glycosmos	G36319GD
G36320TJ	glycosmos	G36320TJ
G36321CK	glycosmos	G36321CK
G36321HF	glycosmos	G36321HF
G36322EY	glycosmos	G36322EY
G36322IR	glycosmos	G36322IR
G36322RM	glycosmos	G36322RM
G36323AE	glycosmos	G36323AE
G36323CF	glycosmos	G36323CF
G36323NV	glycosmos	G36323NV
G36324AV	glycosmos	G36324AV
G36324LZ	glycosmos	G36324LZ
G36324PW	glycosmos	G36324PW
G36324QX	glycosmos	G36324QX
G36325RK	glycosmos	G36325RK
G36326JQ	glycosmos	G36326JQ
G36326XF	glycosmos	G36326XF
G36327FI	glycosmos	G36327FI
G36327IZ	glycosmos	G36327IZ
G36327JC	glycosmos	G36327JC
G36327JU	glycosmos	G36327JU
G36327WW	glycosmos	G36327WW
G36328HE	glycosmos	G36328HE
G36329IK	glycosmos	G36329IK
G36330AJ	glycosmos	G36330AJ
G36330OD	glycosmos	G36330OD
G36330QH	glycosmos	G36330QH
G36330WR	glycosmos	G36330WR
G36331HI	glycosmos	G36331HI
G36331WQ	glycosmos	G36331WQ
G36332NZ	glycosmos	G36332NZ
G36332TC	glycosmos	G36332TC
G36333AM	glycosmos	G36333AM
G36333IO	glycosmos	G36333IO
G36333OJ	glycosmos	G36333OJ
G36333SJ	glycosmos	G36333SJ
G36333YY	glycosmos	G36333YY
G36334UZ	glycosmos	G36334UZ
G36335JK	glycosmos	G36335JK
G36335WF	glycosmos	G36335WF
G36336ZY	glycosmos	G36336ZY
G36337IB	glycosmos	G36337IB
G36337WI	glycosmos	G36337WI
G36338UO	glycosmos	G36338UO
G36338XA	glycosmos	G36338XA
G36339UH	glycosmos	G36339UH
G36340TD	glycosmos	G36340TD
G36341AR	glycosmos	G36341AR
G36341DD	glycosmos	G36341DD
G36341SC	glycosmos	G36341SC
G36342FA	glycosmos	G36342FA
G36342IR	glycosmos	G36342IR
G36343CT	glycosmos	G36343CT
G36343DI	glycosmos	G36343DI
G36343UT	glycosmos	G36343UT
G36344FP	glycosmos	G36344FP
G36344ZG	glycosmos	G36344ZG
G36346AN	glycosmos	G36346AN
G36346MG	glycosmos	G36346MG
G36346MP	glycosmos	G36346MP
G36346QK	glycosmos	G36346QK
G36347LY	glycosmos	G36347LY
G36347VH	glycosmos	G36347VH
G36348JQ	glycosmos	G36348JQ
G36348KZ	glycosmos	G36348KZ
G36348OS	glycosmos	G36348OS
G36348PG	glycosmos	G36348PG
G36349HC	glycosmos	G36349HC
G36349XT	glycosmos	G36349XT
G36350BL	glycosmos	G36350BL
G36350OR	glycosmos	G36350OR
G36350YN	glycosmos	G36350YN
G36351AX	glycosmos	G36351AX
G36351ES	glycosmos	G36351ES
G36351VK	glycosmos	G36351VK
G36352HE	glycosmos	G36352HE
G36352TC	glycosmos	G36352TC
G36352YB	glycosmos	G36352YB
G36353KW	glycosmos	G36353KW
G36353XX	glycosmos	G36353XX
G36354LG	glycosmos	G36354LG
G36354NP	glycosmos	G36354NP
G36354TJ	glycosmos	G36354TJ
G36354UF	glycosmos	G36354UF
G36354ZW	glycosmos	G36354ZW
G36355LF	glycosmos	G36355LF
G36356ET	glycosmos	G36356ET
G36356IS	glycosmos	G36356IS
G36357CE	glycosmos	G36357CE
G36357EK	glycosmos	G36357EK
G36358CR	glycosmos	G36358CR
G36359GN	glycosmos	G36359GN
G36359HF	glycosmos	G36359HF
G36360GI	glycosmos	G36360GI
G36361WB	glycosmos	G36361WB
G36361WZ	glycosmos	G36361WZ
G36362BK	glycosmos	G36362BK
G36362IL	glycosmos	G36362IL
G36362LY	glycosmos	G36362LY
G36362PA	glycosmos	G36362PA
G36362YP	glycosmos	G36362YP
G36363IT	glycosmos	G36363IT
G36363QU	glycosmos	G36363QU
G36363TC	glycosmos	G36363TC
G36364MB	glycosmos	G36364MB
G36364MJ	glycosmos	G36364MJ
G36364NO	glycosmos	G36364NO
G36364OS	glycosmos	G36364OS
G36364PH	glycosmos	G36364PH
G36364SD	glycosmos	G36364SD
G36365DY	glycosmos	G36365DY
G36365PT	glycosmos	G36365PT
G36366CN	glycosmos	G36366CN
G36366IS	glycosmos	G36366IS
G36367AE	glycosmos	G36367AE
G36367PP	glycosmos	G36367PP
G36367UP	glycosmos	G36367UP
G36368KY	glycosmos	G36368KY
G36368OT	glycosmos	G36368OT
G36368QP	glycosmos	G36368QP
G36368VH	glycosmos	G36368VH
G36368WM	glycosmos	G36368WM
G36369HG	glycosmos	G36369HG
G36370II	glycosmos	G36370II
G36370TY	glycosmos	G36370TY
G36373OJ	glycosmos	G36373OJ
G36373RP	glycosmos	G36373RP
G36373WR	glycosmos	G36373WR
G36373XQ	glycosmos	G36373XQ
G36374CE	glycosmos	G36374CE
G36375DE	glycosmos	G36375DE
G36375ON	glycosmos	G36375ON
G36376RF	glycosmos	G36376RF
G36377HA	glycosmos	G36377HA
G36377SX	glycosmos	G36377SX
G36377WQ	glycosmos	G36377WQ
G36377YJ	glycosmos	G36377YJ
G36378FM	glycosmos	G36378FM
G36378TR	glycosmos	G36378TR
G36378YK	glycosmos	G36378YK
G36379GD	glycosmos	G36379GD
G36379LA	glycosmos	G36379LA
G36379RH	glycosmos	G36379RH
G36380AX	glycosmos	G36380AX
G36380IB	glycosmos	G36380IB
G36381MB	glycosmos	G36381MB
G36381SH	glycosmos	G36381SH
G36381XY	glycosmos	G36381XY
G36382RH	glycosmos	G36382RH
G36382RP	glycosmos	G36382RP
G36382WX	glycosmos	G36382WX
G36383DZ	glycosmos	G36383DZ
G36383RZ	glycosmos	G36383RZ
G36383VG	glycosmos	G36383VG
G36383ZJ	glycosmos	G36383ZJ
G36384LF	glycosmos	G36384LF
G36384QV	glycosmos	G36384QV
G36384WJ	glycosmos	G36384WJ
G36385TA	glycosmos	G36385TA
G36386BF	glycosmos	G36386BF
G36386RG	glycosmos	G36386RG
G36386TT	glycosmos	G36386TT
G36386XX	glycosmos	G36386XX
G36386YK	glycosmos	G36386YK
G36386ZD	glycosmos	G36386ZD
G36387CV	glycosmos	G36387CV
G36387PL	glycosmos	G36387PL
G36388EA	glycosmos	G36388EA
G36388QQ	glycosmos	G36388QQ
G36388SU	glycosmos	G36388SU
G36389XX	glycosmos	G36389XX
G36389ZI	glycosmos	G36389ZI
G36390NF	glycosmos	G36390NF
G36391LX	glycosmos	G36391LX
G36391PJ	glycosmos	G36391PJ
G36391XJ	glycosmos	G36391XJ
G36392GX	glycosmos	G36392GX
G36392TW	glycosmos	G36392TW
G36392UB	glycosmos	G36392UB
G36393EY	glycosmos	G36393EY
G36393ZT	glycosmos	G36393ZT
G36394CP	glycosmos	G36394CP
G36394GF	glycosmos	G36394GF
G36394HT	glycosmos	G36394HT
G36395VH	glycosmos	G36395VH
G36396JJ	glycosmos	G36396JJ
G36397CJ	glycosmos	G36397CJ
G36397PM	glycosmos	G36397PM
G36397RG	glycosmos	G36397RG
G36397XT	glycosmos	G36397XT
G36399IB	glycosmos	G36399IB
G36399NF	glycosmos	G36399NF
G36399UO	glycosmos	G36399UO
G36400FI	glycosmos	G36400FI
G36400GY	glycosmos	G36400GY
G36400RA	glycosmos	G36400RA
G36400XY	glycosmos	G36400XY
G36401BL	glycosmos	G36401BL
G36401ZX	glycosmos	G36401ZX
G36402TS	glycosmos	G36402TS
G36403FS	glycosmos	G36403FS
G36403SA	glycosmos	G36403SA
G36404DW	glycosmos	G36404DW
G36404HH	glycosmos	G36404HH
G36404TW	glycosmos	G36404TW
G36405IQ	glycosmos	G36405IQ
G36405UK	glycosmos	G36405UK
G36405VM	glycosmos	G36405VM
G36406GU	glycosmos	G36406GU
G36406JM	glycosmos	G36406JM
G36406OU	glycosmos	G36406OU
G36407KV	glycosmos	G36407KV
G36408LE	glycosmos	G36408LE
G36408OR	glycosmos	G36408OR
G36408VX	glycosmos	G36408VX
G36409FH	glycosmos	G36409FH
G36409JP	glycosmos	G36409JP
G36409OX	glycosmos	G36409OX
G36409PA	glycosmos	G36409PA
G36409RD	glycosmos	G36409RD
G36410JM	glycosmos	G36410JM
G36410KK	glycosmos	G36410KK
G36410MC	glycosmos	G36410MC
G36410YZ	glycosmos	G36410YZ
G36410ZV	glycosmos	G36410ZV
G36411JA	glycosmos	G36411JA
G36411JQ	glycosmos	G36411JQ
G36411SK	glycosmos	G36411SK
G36411TY	glycosmos	G36411TY
G36412DH	glycosmos	G36412DH
G36413ER	glycosmos	G36413ER
G36413NR	glycosmos	G36413NR
G36414FS	glycosmos	G36414FS
G36414GW	glycosmos	G36414GW
G36414LJ	glycosmos	G36414LJ
G36414VV	glycosmos	G36414VV
G36416DN	glycosmos	G36416DN
G36416LH	glycosmos	G36416LH
G36416OZ	glycosmos	G36416OZ
G36417NO	glycosmos	G36417NO
G36419JT	glycosmos	G36419JT
G36419PA	glycosmos	G36419PA
G36419UK	glycosmos	G36419UK
G36419YA	glycosmos	G36419YA
G36420TL	glycosmos	G36420TL
G36421LU	glycosmos	G36421LU
G36422DA	glycosmos	G36422DA
G36422HI	glycosmos	G36422HI
G36423OV	glycosmos	G36423OV
G36423QE	glycosmos	G36423QE
G36424FZ	glycosmos	G36424FZ
G36424SI	glycosmos	G36424SI
G36425ZN	glycosmos	G36425ZN
G36426BH	glycosmos	G36426BH
G36426CX	glycosmos	G36426CX
G36426NV	glycosmos	G36426NV
G36426PE	glycosmos	G36426PE
G36426QL	glycosmos	G36426QL
G36427AD	glycosmos	G36427AD
G36428AV	glycosmos	G36428AV
G36429CZ	glycosmos	G36429CZ
G36429KL	glycosmos	G36429KL
G36430CX	glycosmos	G36430CX
G36430HY	glycosmos	G36430HY
G36430VO	glycosmos	G36430VO
G36431MN	glycosmos	G36431MN
G36431NE	glycosmos	G36431NE
G36431RU	glycosmos	G36431RU
G36431WB	glycosmos	G36431WB
G36432FV	glycosmos	G36432FV
G36432KY	glycosmos	G36432KY
G36432OY	glycosmos	G36432OY
G36432QT	glycosmos	G36432QT
G36433IP	glycosmos	G36433IP
G36433KY	glycosmos	G36433KY
G36434GG	glycosmos	G36434GG
G36434MJ	glycosmos	G36434MJ
G36435HC	glycosmos	G36435HC
G36435IR	glycosmos	G36435IR
G36435PW	glycosmos	G36435PW
G36436EN	glycosmos	G36436EN
G36436FR	glycosmos	G36436FR
G36436IM	glycosmos	G36436IM
G36436SB	glycosmos	G36436SB
G36436VG	glycosmos	G36436VG
G36436XZ	glycosmos	G36436XZ
G36437LH	glycosmos	G36437LH
G36437LM	glycosmos	G36437LM
G36438CB	glycosmos	G36438CB
G36438RD	glycosmos	G36438RD
G36438TP	glycosmos	G36438TP
G36438YU	glycosmos	G36438YU
G36440AV	glycosmos	G36440AV
G36441GD	glycosmos	G36441GD
G36441IS	glycosmos	G36441IS
G36442EM	glycosmos	G36442EM
G36442JK	glycosmos	G36442JK
G36442QQ	glycosmos	G36442QQ
G36442RX	glycosmos	G36442RX
G36442WJ	glycosmos	G36442WJ
G36443UT	glycosmos	G36443UT
G36443XA	glycosmos	G36443XA
G36444IU	glycosmos	G36444IU
G36445AK	glycosmos	G36445AK
G36445ON	glycosmos	G36445ON
G36445UD	glycosmos	G36445UD
G36446SW	glycosmos	G36446SW
G36446WC	glycosmos	G36446WC
G36446ZN	glycosmos	G36446ZN
G36447AV	glycosmos	G36447AV
G36447DW	glycosmos	G36447DW
G36447HF	glycosmos	G36447HF
G36447KS	glycosmos	G36447KS
G36447PT	glycosmos	G36447PT
G36448HH	glycosmos	G36448HH
G36448SN	glycosmos	G36448SN
G36448SP	glycosmos	G36448SP
G36449KC	glycosmos	G36449KC
G36449NT	glycosmos	G36449NT
G36450RC	glycosmos	G36450RC
G36450XD	glycosmos	G36450XD
G36451CQ	glycosmos	G36451CQ
G36452MM	glycosmos	G36452MM
G36453DC	glycosmos	G36453DC
G36453TB	glycosmos	G36453TB
G36453XQ	glycosmos	G36453XQ
G36454BZ	glycosmos	G36454BZ
G36454LS	glycosmos	G36454LS
G36455BT	glycosmos	G36455BT
G36455GK	glycosmos	G36455GK
G36456OI	glycosmos	G36456OI
G36456UZ	glycosmos	G36456UZ
G36457JW	glycosmos	G36457JW
G36457RF	glycosmos	G36457RF
G36457UG	glycosmos	G36457UG
G36457XZ	glycosmos	G36457XZ
G36459AW	glycosmos	G36459AW
G36459GN	glycosmos	G36459GN
G36459JC	glycosmos	G36459JC
G36459MC	glycosmos	G36459MC
G36459WP	glycosmos	G36459WP
G36460HY	glycosmos	G36460HY
G36460JK	glycosmos	G36460JK
G36460KA	glycosmos	G36460KA
G36460WV	glycosmos	G36460WV
G36460YS	glycosmos	G36460YS
G36460ZO	glycosmos	G36460ZO
G36461JP	glycosmos	G36461JP
G36461SO	glycosmos	G36461SO
G36462PC	glycosmos	G36462PC
G36462PQ	glycosmos	G36462PQ
G36462TV	glycosmos	G36462TV
G36462YK	glycosmos	G36462YK
G36463BH	glycosmos	G36463BH
G36463CC	glycosmos	G36463CC
G36463OM	glycosmos	G36463OM
G36463PB	glycosmos	G36463PB
G36465AS	glycosmos	G36465AS
G36465KH	glycosmos	G36465KH
G36466FC	glycosmos	G36466FC
G36466YY	glycosmos	G36466YY
G36467GK	glycosmos	G36467GK
G36467MU	glycosmos	G36467MU
G36467VH	glycosmos	G36467VH
G36469AQ	glycosmos	G36469AQ
G36469SN	glycosmos	G36469SN
G36470HA	glycosmos	G36470HA
G36470ZU	glycosmos	G36470ZU
G36471AC	glycosmos	G36471AC
G36471XC	glycosmos	G36471XC
G36472IR	glycosmos	G36472IR
G36472JM	glycosmos	G36472JM
G36472SR	glycosmos	G36472SR
G36473DH	glycosmos	G36473DH
G36473EE	glycosmos	G36473EE
G36473HQ	glycosmos	G36473HQ
G36473HW	glycosmos	G36473HW
G36473IP	glycosmos	G36473IP
G36474IX	glycosmos	G36474IX
G36474KC	glycosmos	G36474KC
G36474KX	glycosmos	G36474KX
G36474QQ	glycosmos	G36474QQ
G36474TY	glycosmos	G36474TY
G36474WV	glycosmos	G36474WV
G36474XL	glycosmos	G36474XL
G36475EX	glycosmos	G36475EX
G36475PQ	glycosmos	G36475PQ
G36475RH	glycosmos	G36475RH
G36475VA	glycosmos	G36475VA
G36475YA	glycosmos	G36475YA
G36475YH	glycosmos	G36475YH
G36476BA	glycosmos	G36476BA
G36476WL	glycosmos	G36476WL
G36477AU	glycosmos	G36477AU
G36478EP	glycosmos	G36478EP
G36478HU	glycosmos	G36478HU
G36478RM	glycosmos	G36478RM
G36479LN	glycosmos	G36479LN
G36479RD	glycosmos	G36479RD
G36480AF	glycosmos	G36480AF
G36480BN	glycosmos	G36480BN
G36480DR	glycosmos	G36480DR
G36480DY	glycosmos	G36480DY
G36480OY	glycosmos	G36480OY
G36480VP	glycosmos	G36480VP
G36481LM	glycosmos	G36481LM
G36481QA	glycosmos	G36481QA
G36482YM	glycosmos	G36482YM
G36483EQ	glycosmos	G36483EQ
G36483GG	glycosmos	G36483GG
G36483OT	glycosmos	G36483OT
G36483SQ	glycosmos	G36483SQ
G36484FP	glycosmos	G36484FP
G36484GW	glycosmos	G36484GW
G36484LS	glycosmos	G36484LS
G36484ND	glycosmos	G36484ND
G36484TL	glycosmos	G36484TL
G36484YB	glycosmos	G36484YB
G36485CM	glycosmos	G36485CM
G36485KC	glycosmos	G36485KC
G36486GB	glycosmos	G36486GB
G36486ZB	glycosmos	G36486ZB
G36487NX	glycosmos	G36487NX
G36488BH	glycosmos	G36488BH
G36488CZ	glycosmos	G36488CZ
G36488IH	glycosmos	G36488IH
G36489MR	glycosmos	G36489MR
G36490IK	glycosmos	G36490IK
G36490KX	glycosmos	G36490KX
G36490LI	glycosmos	G36490LI
G36490NR	glycosmos	G36490NR
G36490OM	glycosmos	G36490OM
G36490QW	glycosmos	G36490QW
G36491FW	glycosmos	G36491FW
G36491XZ	glycosmos	G36491XZ
G36492NB	glycosmos	G36492NB
G36492NQ	glycosmos	G36492NQ
G36493BP	glycosmos	G36493BP
G36493DK	glycosmos	G36493DK
G36494BB	glycosmos	G36494BB
G36494CZ	glycosmos	G36494CZ
G36494HH	glycosmos	G36494HH
G36494KW	glycosmos	G36494KW
G36494QJ	glycosmos	G36494QJ
G36494SU	glycosmos	G36494SU
G36495CE	glycosmos	G36495CE
G36495EJ	glycosmos	G36495EJ
G36495NU	glycosmos	G36495NU
G36495SW	glycosmos	G36495SW
G36495UY	glycosmos	G36495UY
G36496BD	glycosmos	G36496BD
G36496HE	glycosmos	G36496HE
G36496LB	glycosmos	G36496LB
G36497FQ	glycosmos	G36497FQ
G36497GP	glycosmos	G36497GP
G36497OT	glycosmos	G36497OT
G36497VL	glycosmos	G36497VL
G36497WK	glycosmos	G36497WK
G36498AN	glycosmos	G36498AN
G36498HE	glycosmos	G36498HE
G36498HK	glycosmos	G36498HK
G36498TP	glycosmos	G36498TP
G36499LL	glycosmos	G36499LL
G36499LW	glycosmos	G36499LW
G36499NT	glycosmos	G36499NT
G36500JE	glycosmos	G36500JE
G36500TZ	glycosmos	G36500TZ
G36501FH	glycosmos	G36501FH
G36501OU	glycosmos	G36501OU
G36501TF	glycosmos	G36501TF
G36501WR	glycosmos	G36501WR
G36501YX	glycosmos	G36501YX
G36502HC	glycosmos	G36502HC
G36502OW	glycosmos	G36502OW
G36502YV	glycosmos	G36502YV
G36503AM	glycosmos	G36503AM
G36503ZE	glycosmos	G36503ZE
G36504AF	glycosmos	G36504AF
G36504IU	glycosmos	G36504IU
G36504KP	glycosmos	G36504KP
G36504NV	glycosmos	G36504NV
G36505GG	glycosmos	G36505GG
G36505VT	glycosmos	G36505VT
G36506KG	glycosmos	G36506KG
G36506VC	glycosmos	G36506VC
G36506XP	glycosmos	G36506XP
G36508FQ	glycosmos	G36508FQ
G36508SA	glycosmos	G36508SA
G36509GG	glycosmos	G36509GG
G36509PF	glycosmos	G36509PF
G36509XS	glycosmos	G36509XS
G36511AX	glycosmos	G36511AX
G36511BE	glycosmos	G36511BE
G36511YG	glycosmos	G36511YG
G36512RB	glycosmos	G36512RB
G36512SK	glycosmos	G36512SK
G36512WH	glycosmos	G36512WH
G36513BF	glycosmos	G36513BF
G36513HH	glycosmos	G36513HH
G36513XF	glycosmos	G36513XF
G36514TY	glycosmos	G36514TY
G36515EQ	glycosmos	G36515EQ
G36515FF	glycosmos	G36515FF
G36516OB	glycosmos	G36516OB
G36516OO	glycosmos	G36516OO
G36516XC	glycosmos	G36516XC
