GlyTouCanAccession	Resource	EntryID
G35928BV	glycosmos	G35928BV
G35928CD	glycosmos	G35928CD
G35928PL	glycosmos	G35928PL
G35928PZ	glycosmos	G35928PZ
G35929BN	glycosmos	G35929BN
G35929IY	glycosmos	G35929IY
G35929KG	glycosmos	G35929KG
G35929TO	glycosmos	G35929TO
G35929YH	glycosmos	G35929YH
G35930XX	glycosmos	G35930XX
G35930YO	glycosmos	G35930YO
G35931GA	glycosmos	G35931GA
G35931NN	glycosmos	G35931NN
G35931OB	glycosmos	G35931OB
G35932AR	glycosmos	G35932AR
G35932LC	glycosmos	G35932LC
G35932WN	glycosmos	G35932WN
G35932XK	glycosmos	G35932XK
G35933EZ	glycosmos	G35933EZ
G35933OR	glycosmos	G35933OR
G35933VH	glycosmos	G35933VH
G35934BP	glycosmos	G35934BP
G35934YB	glycosmos	G35934YB
G35935FN	glycosmos	G35935FN
G35935LV	glycosmos	G35935LV
G35936JC	glycosmos	G35936JC
G35936SX	glycosmos	G35936SX
G35936ZZ	glycosmos	G35936ZZ
G35937DU	glycosmos	G35937DU
G35937GD	glycosmos	G35937GD
G35937OR	glycosmos	G35937OR
G35937RC	glycosmos	G35937RC
G35937TS	glycosmos	G35937TS
G35938AJ	glycosmos	G35938AJ
G35938BM	glycosmos	G35938BM
G35938IH	glycosmos	G35938IH
G35938WG	glycosmos	G35938WG
G35939OU	glycosmos	G35939OU
G35939SW	glycosmos	G35939SW
G35940MG	glycosmos	G35940MG
G35940XY	glycosmos	G35940XY
G35941PN	glycosmos	G35941PN
G35941VN	glycosmos	G35941VN
G35941VS	glycosmos	G35941VS
G35942CW	glycosmos	G35942CW
G35942OR	glycosmos	G35942OR
G35943RY	glycosmos	G35943RY
G35943TU	glycosmos	G35943TU
G35944XE	glycosmos	G35944XE
G35945GJ	glycosmos	G35945GJ
G35945JK	glycosmos	G35945JK
G35946EY	glycosmos	G35946EY
G35946GZ	glycosmos	G35946GZ
G35946KD	glycosmos	G35946KD
G35947NJ	glycosmos	G35947NJ
G35947OL	glycosmos	G35947OL
G35947RV	glycosmos	G35947RV
G35947XD	glycosmos	G35947XD
G35947YD	glycosmos	G35947YD
G35948CR	glycosmos	G35948CR
G35948JS	glycosmos	G35948JS
G35948SB	glycosmos	G35948SB
G35949CT	glycosmos	G35949CT
G35949GX	glycosmos	G35949GX
G35949JD	glycosmos	G35949JD
G35949PG	glycosmos	G35949PG
G35949WQ	glycosmos	G35949WQ
G35949XO	glycosmos	G35949XO
G35950JS	glycosmos	G35950JS
G35950OB	glycosmos	G35950OB
G35950WD	glycosmos	G35950WD
G35950YD	glycosmos	G35950YD
G35951JD	glycosmos	G35951JD
G35951LA	glycosmos	G35951LA
G35951TW	glycosmos	G35951TW
G35952BG	glycosmos	G35952BG
G35953HP	glycosmos	G35953HP
G35953NI	glycosmos	G35953NI
G35953PZ	glycosmos	G35953PZ
G35954AY	glycosmos	G35954AY
G35954OB	glycosmos	G35954OB
G35954RP	glycosmos	G35954RP
G35954UK	glycosmos	G35954UK
G35955MV	glycosmos	G35955MV
G35955QN	glycosmos	G35955QN
G35955RJ	glycosmos	G35955RJ
G35956FX	glycosmos	G35956FX
G35956OT	glycosmos	G35956OT
G35956YS	glycosmos	G35956YS
G35957MH	glycosmos	G35957MH
G35957RH	glycosmos	G35957RH
G35958RM	glycosmos	G35958RM
G35959YN	glycosmos	G35959YN
G35960KQ	glycosmos	G35960KQ
G35960LO	glycosmos	G35960LO
G35960SZ	glycosmos	G35960SZ
G35960UH	glycosmos	G35960UH
G35960YE	glycosmos	G35960YE
G35961CB	glycosmos	G35961CB
G35961RE	glycosmos	G35961RE
G35962WZ	glycosmos	G35962WZ
G35963CN	glycosmos	G35963CN
G35963UU	glycosmos	G35963UU
G35964JR	glycosmos	G35964JR
G35964SU	glycosmos	G35964SU
G35964TQ	glycosmos	G35964TQ
G35965RM	glycosmos	G35965RM
G35966DZ	glycosmos	G35966DZ
G35966KH	glycosmos	G35966KH
G35966SC	glycosmos	G35966SC
G35967GK	glycosmos	G35967GK
G35967QZ	glycosmos	G35967QZ
G35968CS	glycosmos	G35968CS
G35968LD	glycosmos	G35968LD
G35969LQ	glycosmos	G35969LQ
G35969SS	glycosmos	G35969SS
G35970DG	glycosmos	G35970DG
G35970IJ	glycosmos	G35970IJ
G35971NF	glycosmos	G35971NF
G35971NN	glycosmos	G35971NN
G35971NY	glycosmos	G35971NY
G35971SI	glycosmos	G35971SI
G35972HA	glycosmos	G35972HA
G35972HX	glycosmos	G35972HX
G35972WZ	glycosmos	G35972WZ
G35972XR	glycosmos	G35972XR
G35973BL	glycosmos	G35973BL
G35973KG	glycosmos	G35973KG
G35974GI	glycosmos	G35974GI
G35974JS	glycosmos	G35974JS
G35974KS	glycosmos	G35974KS
G35975EM	glycosmos	G35975EM
G35975NI	glycosmos	G35975NI
G35975SR	glycosmos	G35975SR
G35976HF	glycosmos	G35976HF
G35976PL	glycosmos	G35976PL
G35977FX	glycosmos	G35977FX
G35977KB	glycosmos	G35977KB
G35977QS	glycosmos	G35977QS
G35978DD	glycosmos	G35978DD
G35978SB	glycosmos	G35978SB
G35978ZM	glycosmos	G35978ZM
G35979VW	glycosmos	G35979VW
G35980EB	glycosmos	G35980EB
G35980US	glycosmos	G35980US
G35980YP	glycosmos	G35980YP
G35980ZD	glycosmos	G35980ZD
G35981LK	glycosmos	G35981LK
G35981MK	glycosmos	G35981MK
G35982EW	glycosmos	G35982EW
G35982IC	glycosmos	G35982IC
G35983BL	glycosmos	G35983BL
G35983QF	glycosmos	G35983QF
G35983RN	glycosmos	G35983RN
G35983YG	glycosmos	G35983YG
G35984SF	glycosmos	G35984SF
G35984SI	glycosmos	G35984SI
G35985CC	glycosmos	G35985CC
G35985DY	glycosmos	G35985DY
G35985OD	glycosmos	G35985OD
G35986NF	glycosmos	G35986NF
G35986YT	glycosmos	G35986YT
G35987AF	glycosmos	G35987AF
G35988TF	glycosmos	G35988TF
G35989BU	glycosmos	G35989BU
G35989CX	glycosmos	G35989CX
G35990AX	glycosmos	G35990AX
G35991DV	glycosmos	G35991DV
G35993SL	glycosmos	G35993SL
G35994TW	glycosmos	G35994TW
G35995DN	glycosmos	G35995DN
G35996JZ	glycosmos	G35996JZ
G35996PZ	glycosmos	G35996PZ
G35996QF	glycosmos	G35996QF
G35998BB	glycosmos	G35998BB
G35998ED	glycosmos	G35998ED
G35998QK	glycosmos	G35998QK
G35998SU	glycosmos	G35998SU
G35999AK	glycosmos	G35999AK
G35999CR	glycosmos	G35999CR
G35999FC	glycosmos	G35999FC
G35999KD	glycosmos	G35999KD
G35999MB	glycosmos	G35999MB
G36001GW	glycosmos	G36001GW
G36001LP	glycosmos	G36001LP
G36001TM	glycosmos	G36001TM
G36002YF	glycosmos	G36002YF
G36003FT	glycosmos	G36003FT
G36003IA	glycosmos	G36003IA
G36003IU	glycosmos	G36003IU
G36004BS	glycosmos	G36004BS
G36004HM	glycosmos	G36004HM
G36004HR	glycosmos	G36004HR
G36005FQ	glycosmos	G36005FQ
G36006TS	glycosmos	G36006TS
G36007FQ	glycosmos	G36007FQ
G36008QX	glycosmos	G36008QX
G36008WY	glycosmos	G36008WY
G36011AK	glycosmos	G36011AK
G36011GD	glycosmos	G36011GD
G36011HK	glycosmos	G36011HK
G36011ZB	glycosmos	G36011ZB
G36013ES	glycosmos	G36013ES
G36013FO	glycosmos	G36013FO
G36013HR	glycosmos	G36013HR
G36013KN	glycosmos	G36013KN
G36013UG	glycosmos	G36013UG
G36014AV	glycosmos	G36014AV
G36014BH	glycosmos	G36014BH
G36014XI	glycosmos	G36014XI
G36015EE	glycosmos	G36015EE
G36015HG	glycosmos	G36015HG
G36016OZ	glycosmos	G36016OZ
G36016TL	glycosmos	G36016TL
G36016XR	glycosmos	G36016XR
G36017KQ	glycosmos	G36017KQ
G36018DE	glycosmos	G36018DE
G36018FG	glycosmos	G36018FG
G36019AU	glycosmos	G36019AU
G36019NB	glycosmos	G36019NB
G36020SH	glycosmos	G36020SH
G36020VB	glycosmos	G36020VB
G36020ZK	glycosmos	G36020ZK
G36021DO	glycosmos	G36021DO
G36021FU	glycosmos	G36021FU
G36021RW	glycosmos	G36021RW
G36022KT	glycosmos	G36022KT
G36023OG	glycosmos	G36023OG
G36023QJ	glycosmos	G36023QJ
G36023TD	glycosmos	G36023TD
G36023WX	glycosmos	G36023WX
G36024OR	glycosmos	G36024OR
G36024WT	glycosmos	G36024WT
G36025QG	glycosmos	G36025QG
G36025RN	glycosmos	G36025RN
G36026SU	glycosmos	G36026SU
G36026ZS	glycosmos	G36026ZS
G36027NE	glycosmos	G36027NE
G36027PQ	glycosmos	G36027PQ
G36028JJ	glycosmos	G36028JJ
G36028TP	glycosmos	G36028TP
G36029AS	glycosmos	G36029AS
G36029BJ	glycosmos	G36029BJ
G36029BM	glycosmos	G36029BM
G36029CW	glycosmos	G36029CW
G36029FK	glycosmos	G36029FK
G36029SC	glycosmos	G36029SC
G36031QA	glycosmos	G36031QA
G36031UQ	glycosmos	G36031UQ
G36031VU	glycosmos	G36031VU
G36032SZ	glycosmos	G36032SZ
G36032YX	glycosmos	G36032YX
G36033FF	glycosmos	G36033FF
G36033OJ	glycosmos	G36033OJ
G36033QF	glycosmos	G36033QF
G36034KY	glycosmos	G36034KY
G36034PS	glycosmos	G36034PS
G36035HN	glycosmos	G36035HN
G36035NK	glycosmos	G36035NK
G36035PC	glycosmos	G36035PC
G36036BI	glycosmos	G36036BI
G36036CC	glycosmos	G36036CC
G36036HQ	glycosmos	G36036HQ
G36036TP	glycosmos	G36036TP
G36036WG	glycosmos	G36036WG
G36037HE	glycosmos	G36037HE
G36038JF	glycosmos	G36038JF
G36038OE	glycosmos	G36038OE
G36039MB	glycosmos	G36039MB
G36039UH	glycosmos	G36039UH
G36039YA	glycosmos	G36039YA
G36040ZB	glycosmos	G36040ZB
G36041LL	glycosmos	G36041LL
G36041OI	glycosmos	G36041OI
G36041SC	glycosmos	G36041SC
G36042WR	glycosmos	G36042WR
G36043JE	glycosmos	G36043JE
G36043OO	glycosmos	G36043OO
G36044AY	glycosmos	G36044AY
G36044PG	glycosmos	G36044PG
G36044YN	glycosmos	G36044YN
G36045BZ	glycosmos	G36045BZ
G36045IY	glycosmos	G36045IY
G36045KJ	glycosmos	G36045KJ
G36045MZ	glycosmos	G36045MZ
G36045WL	glycosmos	G36045WL
G36046MS	glycosmos	G36046MS
G36046UC	glycosmos	G36046UC
G36046VV	glycosmos	G36046VV
G36046YA	glycosmos	G36046YA
G36047BO	glycosmos	G36047BO
G36047JI	glycosmos	G36047JI
G36048FJ	glycosmos	G36048FJ
G36048OK	glycosmos	G36048OK
G36048RU	glycosmos	G36048RU
G36048XP	glycosmos	G36048XP
G36050HO	glycosmos	G36050HO
G36050QK	glycosmos	G36050QK
G36052KJ	glycosmos	G36052KJ
G36052YY	glycosmos	G36052YY
G36053PG	glycosmos	G36053PG
G36053XQ	glycosmos	G36053XQ
G36053YX	glycosmos	G36053YX
G36054IB	glycosmos	G36054IB
G36055WG	glycosmos	G36055WG
G36056ET	glycosmos	G36056ET
G36057HE	glycosmos	G36057HE
G36057YH	glycosmos	G36057YH
G36058KP	glycosmos	G36058KP
G36058QA	glycosmos	G36058QA
G36058RX	glycosmos	G36058RX
G36058ZY	glycosmos	G36058ZY
G36059IK	glycosmos	G36059IK
G36059JP	glycosmos	G36059JP
G36059XX	glycosmos	G36059XX
G36060EZ	glycosmos	G36060EZ
G36060FH	glycosmos	G36060FH
G36060HS	glycosmos	G36060HS
G36060KG	glycosmos	G36060KG
G36060TW	glycosmos	G36060TW
G36061SJ	glycosmos	G36061SJ
G36062AG	glycosmos	G36062AG
G36062AQ	glycosmos	G36062AQ
G36062EJ	glycosmos	G36062EJ
G36062XO	glycosmos	G36062XO
G36063HZ	glycosmos	G36063HZ
G36063ME	glycosmos	G36063ME
G36063QO	glycosmos	G36063QO
G36064LX	glycosmos	G36064LX
G36064NK	glycosmos	G36064NK
G36064RE	glycosmos	G36064RE
G36064ZF	glycosmos	G36064ZF
G36065BK	glycosmos	G36065BK
G36065MY	glycosmos	G36065MY
G36065TX	glycosmos	G36065TX
G36065XF	glycosmos	G36065XF
G36066DO	glycosmos	G36066DO
G36066IE	glycosmos	G36066IE
G36066LI	glycosmos	G36066LI
G36067PH	glycosmos	G36067PH
G36068FK	glycosmos	G36068FK
G36068HL	glycosmos	G36068HL
G36068MX	glycosmos	G36068MX
G36070AK	glycosmos	G36070AK
G36070GO	glycosmos	G36070GO
G36070GZ	glycosmos	G36070GZ
G36071XG	glycosmos	G36071XG
G36071YR	glycosmos	G36071YR
G36072FN	glycosmos	G36072FN
G36072GY	glycosmos	G36072GY
G36072ZO	glycosmos	G36072ZO
G36072ZW	glycosmos	G36072ZW
G36073VJ	glycosmos	G36073VJ
G36073XA	glycosmos	G36073XA
G36074LQ	glycosmos	G36074LQ
G36075AM	glycosmos	G36075AM
G36075NX	glycosmos	G36075NX
G36076HZ	glycosmos	G36076HZ
G36076ID	glycosmos	G36076ID
G36076LW	glycosmos	G36076LW
G36076PG	glycosmos	G36076PG
G36076PT	glycosmos	G36076PT
G36076TW	glycosmos	G36076TW
G36077YI	glycosmos	G36077YI
G36078BF	glycosmos	G36078BF
G36080JQ	glycosmos	G36080JQ
G36080ST	glycosmos	G36080ST
G36080YI	glycosmos	G36080YI
G36081FO	glycosmos	G36081FO
G36081HV	glycosmos	G36081HV
G36082FK	glycosmos	G36082FK
G36082OJ	glycosmos	G36082OJ
G36083QV	glycosmos	G36083QV
G36083SA	glycosmos	G36083SA
G36083SP	glycosmos	G36083SP
G36083UF	glycosmos	G36083UF
G36083VM	glycosmos	G36083VM
G36084EO	glycosmos	G36084EO
G36084VL	glycosmos	G36084VL
G36084XT	glycosmos	G36084XT
G36085AP	glycosmos	G36085AP
G36085BY	glycosmos	G36085BY
G36085MF	glycosmos	G36085MF
G36085PU	glycosmos	G36085PU
G36086YG	glycosmos	G36086YG
G36087AI	glycosmos	G36087AI
G36087EW	glycosmos	G36087EW
G36087UP	glycosmos	G36087UP
G36088GV	glycosmos	G36088GV
G36088LX	glycosmos	G36088LX
G36088LZ	glycosmos	G36088LZ
G36088XJ	glycosmos	G36088XJ
G36089AJ	glycosmos	G36089AJ
G36089HV	glycosmos	G36089HV
G36089JF	glycosmos	G36089JF
G36089KY	glycosmos	G36089KY
G36089RE	glycosmos	G36089RE
G36089XP	glycosmos	G36089XP
G36090FL	glycosmos	G36090FL
G36090JF	glycosmos	G36090JF
G36090TL	glycosmos	G36090TL
G36091QY	glycosmos	G36091QY
G36092HA	glycosmos	G36092HA
G36092JV	glycosmos	G36092JV
G36093HB	glycosmos	G36093HB
G36093YA	glycosmos	G36093YA
G36094DV	glycosmos	G36094DV
G36094GH	glycosmos	G36094GH
G36094NK	glycosmos	G36094NK
G36094SC	glycosmos	G36094SC
G36094VU	glycosmos	G36094VU
G36094XA	glycosmos	G36094XA
G36095NX	glycosmos	G36095NX
G36095QS	glycosmos	G36095QS
G36096NG	glycosmos	G36096NG
G36096YW	glycosmos	G36096YW
G36097NA	glycosmos	G36097NA
G36098RZ	glycosmos	G36098RZ
G36098VQ	glycosmos	G36098VQ
G36098XU	glycosmos	G36098XU
G36099BQ	glycosmos	G36099BQ
G36099UN	glycosmos	G36099UN
G36100CH	glycosmos	G36100CH
G36100LR	glycosmos	G36100LR
G36100ZZ	glycosmos	G36100ZZ
G36101DR	glycosmos	G36101DR
G36101FO	glycosmos	G36101FO
G36101GJ	glycosmos	G36101GJ
G36101HL	glycosmos	G36101HL
G36101ZR	glycosmos	G36101ZR
G36102FP	glycosmos	G36102FP
G36102LE	glycosmos	G36102LE
G36102PE	glycosmos	G36102PE
G36102VJ	glycosmos	G36102VJ
G36102XF	glycosmos	G36102XF
G36102ZH	glycosmos	G36102ZH
G36103JV	glycosmos	G36103JV
G36103JZ	glycosmos	G36103JZ
G36103TX	glycosmos	G36103TX
G36104EQ	glycosmos	G36104EQ
G36104JJ	glycosmos	G36104JJ
G36105ZX	glycosmos	G36105ZX
G36106CY	glycosmos	G36106CY
G36106FA	glycosmos	G36106FA
G36106RN	glycosmos	G36106RN
G36106YD	glycosmos	G36106YD
G36107FE	glycosmos	G36107FE
G36107HB	glycosmos	G36107HB
G36107HL	glycosmos	G36107HL
G36107HR	glycosmos	G36107HR
G36107TU	glycosmos	G36107TU
G36107WW	glycosmos	G36107WW
G36108FL	glycosmos	G36108FL
G36108GD	glycosmos	G36108GD
G36108HO	glycosmos	G36108HO
G36108IM	glycosmos	G36108IM
G36108VA	glycosmos	G36108VA
G36108VU	glycosmos	G36108VU
G36109HA	glycosmos	G36109HA
G36109QA	glycosmos	G36109QA
G36109WY	glycosmos	G36109WY
G36109XT	glycosmos	G36109XT
G36110GP	glycosmos	G36110GP
G36110WA	glycosmos	G36110WA
G36111JC	glycosmos	G36111JC
G36111RU	glycosmos	G36111RU
G36112ER	glycosmos	G36112ER
G36112OD	glycosmos	G36112OD
G36112QT	glycosmos	G36112QT
G36112SH	glycosmos	G36112SH
G36114EG	glycosmos	G36114EG
G36114VH	glycosmos	G36114VH
G36115JK	glycosmos	G36115JK
G36115RP	glycosmos	G36115RP
G36115SK	glycosmos	G36115SK
G36115ZO	glycosmos	G36115ZO
G36116TI	glycosmos	G36116TI
G36116XA	glycosmos	G36116XA
G36117EC	glycosmos	G36117EC
G36117UF	glycosmos	G36117UF
G36117WW	glycosmos	G36117WW
G36118LA	glycosmos	G36118LA
G36118RA	glycosmos	G36118RA
G36118XY	glycosmos	G36118XY
G36119WF	glycosmos	G36119WF
G36119XF	glycosmos	G36119XF
G36119ZY	glycosmos	G36119ZY
G36120GH	glycosmos	G36120GH
G36121RO	glycosmos	G36121RO
G36121XV	glycosmos	G36121XV
G36121YY	glycosmos	G36121YY
G36122BJ	glycosmos	G36122BJ
G36122BM	glycosmos	G36122BM
G36122ZH	glycosmos	G36122ZH
G36123IU	glycosmos	G36123IU
G36124LL	glycosmos	G36124LL
G36124NI	glycosmos	G36124NI
G36124QZ	glycosmos	G36124QZ
G36124UG	glycosmos	G36124UG
G36125CM	glycosmos	G36125CM
G36125SO	glycosmos	G36125SO
G36125TQ	glycosmos	G36125TQ
G36126FC	glycosmos	G36126FC
G36126SZ	glycosmos	G36126SZ
G36126YC	glycosmos	G36126YC
G36126YQ	glycosmos	G36126YQ
G36128DO	glycosmos	G36128DO
G36128UC	glycosmos	G36128UC
G36128WO	glycosmos	G36128WO
G36129EU	glycosmos	G36129EU
G36129FV	glycosmos	G36129FV
G36129UR	glycosmos	G36129UR
G36130WJ	glycosmos	G36130WJ
G36131JI	glycosmos	G36131JI
G36131JV	glycosmos	G36131JV
G36131VO	glycosmos	G36131VO
G36131WL	glycosmos	G36131WL
G36132TJ	glycosmos	G36132TJ
G36133PD	glycosmos	G36133PD
G36133PM	glycosmos	G36133PM
G36133RG	glycosmos	G36133RG
G36133RX	glycosmos	G36133RX
G36133VD	glycosmos	G36133VD
G36134SL	glycosmos	G36134SL
G36134VO	glycosmos	G36134VO
G36135FM	glycosmos	G36135FM
G36135RH	glycosmos	G36135RH
G36135RL	glycosmos	G36135RL
G36136SE	glycosmos	G36136SE
G36136WS	glycosmos	G36136WS
G36137SI	glycosmos	G36137SI
G36138AI	glycosmos	G36138AI
G36138QU	glycosmos	G36138QU
G36138ZV	glycosmos	G36138ZV
G36139AH	glycosmos	G36139AH
G36139GB	glycosmos	G36139GB
G36139GK	glycosmos	G36139GK
G36139GS	glycosmos	G36139GS
G36140TI	glycosmos	G36140TI
G36140UD	glycosmos	G36140UD
G36141ID	glycosmos	G36141ID
G36141OA	glycosmos	G36141OA
G36141XM	glycosmos	G36141XM
G36143CN	glycosmos	G36143CN
G36143PS	glycosmos	G36143PS
G36143PT	glycosmos	G36143PT
G36144ED	glycosmos	G36144ED
G36144UT	glycosmos	G36144UT
G36145AL	glycosmos	G36145AL
G36145DU	glycosmos	G36145DU
G36146DO	glycosmos	G36146DO
G36146GA	glycosmos	G36146GA
G36146RU	glycosmos	G36146RU
G36147OQ	glycosmos	G36147OQ
G36148LJ	glycosmos	G36148LJ
G36148PD	glycosmos	G36148PD
G36149QU	glycosmos	G36149QU
G36149YU	glycosmos	G36149YU
G36150LU	glycosmos	G36150LU
G36150OC	glycosmos	G36150OC
G36151EO	glycosmos	G36151EO
G36151GQ	glycosmos	G36151GQ
G36152EG	glycosmos	G36152EG
G36152VT	glycosmos	G36152VT
G36153FP	glycosmos	G36153FP
G36154KI	glycosmos	G36154KI
G36154MP	glycosmos	G36154MP
G36154WB	glycosmos	G36154WB
G36155VO	glycosmos	G36155VO
G36155YQ	glycosmos	G36155YQ
G36157LL	glycosmos	G36157LL
G36157OV	glycosmos	G36157OV
G36158FI	glycosmos	G36158FI
G36158LV	glycosmos	G36158LV
G36158NA	glycosmos	G36158NA
G36158OP	glycosmos	G36158OP
G36158XB	glycosmos	G36158XB
G36159AA	glycosmos	G36159AA
G36159AI	glycosmos	G36159AI
G36160EI	glycosmos	G36160EI
G36160IJ	glycosmos	G36160IJ
G36160JE	glycosmos	G36160JE
G36160JJ	glycosmos	G36160JJ
G36160KT	glycosmos	G36160KT
G36160MN	glycosmos	G36160MN
G36160OZ	glycosmos	G36160OZ
G36160PH	glycosmos	G36160PH
G36160TD	glycosmos	G36160TD
G36161EP	glycosmos	G36161EP
G36161LJ	glycosmos	G36161LJ
G36161NY	glycosmos	G36161NY
G36161VP	glycosmos	G36161VP
G36162AK	glycosmos	G36162AK
G36162RE	glycosmos	G36162RE
G36162RY	glycosmos	G36162RY
G36162VA	glycosmos	G36162VA
G36164JJ	glycosmos	G36164JJ
G36164PN	glycosmos	G36164PN
G36164VB	glycosmos	G36164VB
G36166HJ	glycosmos	G36166HJ
G36166JU	glycosmos	G36166JU
G36166KQ	glycosmos	G36166KQ
G36166NG	glycosmos	G36166NG
G36166TR	glycosmos	G36166TR
G36166YG	glycosmos	G36166YG
G36166YM	glycosmos	G36166YM
G36167EN	glycosmos	G36167EN
G36167NI	glycosmos	G36167NI
G36167NM	glycosmos	G36167NM
G36168EW	glycosmos	G36168EW
G36168GQ	glycosmos	G36168GQ
G36169GF	glycosmos	G36169GF
G36169NW	glycosmos	G36169NW
G36169RO	glycosmos	G36169RO
G36170UD	glycosmos	G36170UD
G36171DC	glycosmos	G36171DC
G36171FU	glycosmos	G36171FU
G36171JA	glycosmos	G36171JA
G36171JZ	glycosmos	G36171JZ
G36171PT	glycosmos	G36171PT
G36172FD	glycosmos	G36172FD
G36172FX	glycosmos	G36172FX
G36172JR	glycosmos	G36172JR
G36172OC	glycosmos	G36172OC
G36173TS	glycosmos	G36173TS
G36175BZ	glycosmos	G36175BZ
G36175GH	glycosmos	G36175GH
G36175IN	glycosmos	G36175IN
G36175JD	glycosmos	G36175JD
G36175WA	glycosmos	G36175WA
G36176RV	glycosmos	G36176RV
G36177JH	glycosmos	G36177JH
G36177QT	glycosmos	G36177QT
G36178EK	glycosmos	G36178EK
G36178WN	glycosmos	G36178WN
G36178YG	glycosmos	G36178YG
G36179FB	glycosmos	G36179FB
G36179RD	glycosmos	G36179RD
G36180MD	glycosmos	G36180MD
G36180TB	glycosmos	G36180TB
G36180ZX	glycosmos	G36180ZX
G36181TG	glycosmos	G36181TG
G36182AE	glycosmos	G36182AE
G36182DP	glycosmos	G36182DP
G36182QU	glycosmos	G36182QU
G36182RQ	glycosmos	G36182RQ
G36182WO	glycosmos	G36182WO
G36182YF	glycosmos	G36182YF
G36183HP	glycosmos	G36183HP
G36183XA	glycosmos	G36183XA
G36184IZ	glycosmos	G36184IZ
G36184JE	glycosmos	G36184JE
G36184MF	glycosmos	G36184MF
G36184ML	glycosmos	G36184ML
G36184OR	glycosmos	G36184OR
G36184WT	glycosmos	G36184WT
G36184XC	glycosmos	G36184XC
G36185PJ	glycosmos	G36185PJ
G36185XU	glycosmos	G36185XU
G36185ZD	glycosmos	G36185ZD
G36186BA	glycosmos	G36186BA
G36186FK	glycosmos	G36186FK
G36186SE	glycosmos	G36186SE
G36188WC	glycosmos	G36188WC
G36189JJ	glycosmos	G36189JJ
G36189TM	glycosmos	G36189TM
G36189WQ	glycosmos	G36189WQ
G36190FH	glycosmos	G36190FH
G36190WL	glycosmos	G36190WL
G36191CD	glycosmos	G36191CD
G36191EH	glycosmos	G36191EH
G36191OO	glycosmos	G36191OO
G36192NA	glycosmos	G36192NA
G36192NX	glycosmos	G36192NX
G36192TE	glycosmos	G36192TE
G36192YO	glycosmos	G36192YO
G36192YR	glycosmos	G36192YR
G36193EO	glycosmos	G36193EO
G36193ID	glycosmos	G36193ID
G36193RI	glycosmos	G36193RI
G36193TQ	glycosmos	G36193TQ
G36194BW	glycosmos	G36194BW
G36194HF	glycosmos	G36194HF
G36194OI	glycosmos	G36194OI
G36194VJ	glycosmos	G36194VJ
G36194XB	glycosmos	G36194XB
G36195HS	glycosmos	G36195HS
G36195LV	glycosmos	G36195LV
G36195UC	glycosmos	G36195UC
G36196GO	glycosmos	G36196GO
G36196JK	glycosmos	G36196JK
G36196NN	glycosmos	G36196NN
G36197RG	glycosmos	G36197RG
G36199IM	glycosmos	G36199IM
G36199JW	glycosmos	G36199JW
G36199XF	glycosmos	G36199XF
G36200KQ	glycosmos	G36200KQ
G36200ZL	glycosmos	G36200ZL
G36201JW	glycosmos	G36201JW
G36201VW	glycosmos	G36201VW
G36201YL	glycosmos	G36201YL
G36202AL	glycosmos	G36202AL
G36202EX	glycosmos	G36202EX
G36202LB	glycosmos	G36202LB
G36203JD	glycosmos	G36203JD
G36203NH	glycosmos	G36203NH
G36203NQ	glycosmos	G36203NQ
G36203QN	glycosmos	G36203QN
G36204EC	glycosmos	G36204EC
G36204FT	glycosmos	G36204FT
G36204GN	glycosmos	G36204GN
G36204LU	glycosmos	G36204LU
G36204NC	glycosmos	G36204NC
G36204OM	glycosmos	G36204OM
G36205BY	glycosmos	G36205BY
G36205NO	glycosmos	G36205NO
G36205RU	glycosmos	G36205RU
G36205TO	glycosmos	G36205TO
G36206EY	glycosmos	G36206EY
G36206SG	glycosmos	G36206SG
G36206VQ	glycosmos	G36206VQ
G36207DP	glycosmos	G36207DP
G36207NM	glycosmos	G36207NM
G36207QW	glycosmos	G36207QW
G36208DH	glycosmos	G36208DH
G36208GN	glycosmos	G36208GN
G36208JA	glycosmos	G36208JA
G36208WN	glycosmos	G36208WN
G36209CX	glycosmos	G36209CX
G36210EC	glycosmos	G36210EC
G36211DJ	glycosmos	G36211DJ
G36211GH	glycosmos	G36211GH
G36211LD	glycosmos	G36211LD
G36211MT	glycosmos	G36211MT
G36211UR	glycosmos	G36211UR
G36211VJ	glycosmos	G36211VJ
G36211YK	glycosmos	G36211YK
G36212FN	glycosmos	G36212FN
G36212FP	glycosmos	G36212FP
G36212PI	glycosmos	G36212PI
G36212RL	glycosmos	G36212RL
G36212UQ	glycosmos	G36212UQ
G36212ZC	glycosmos	G36212ZC
G36213CX	glycosmos	G36213CX
G36213ME	glycosmos	G36213ME
G36214LJ	glycosmos	G36214LJ
G36214PP	glycosmos	G36214PP
G36214YQ	glycosmos	G36214YQ
G36215PT	glycosmos	G36215PT
G36216EB	glycosmos	G36216EB
G36216FT	glycosmos	G36216FT
G36216JS	glycosmos	G36216JS
G36216PA	glycosmos	G36216PA
G36217ZS	glycosmos	G36217ZS
G36218BM	glycosmos	G36218BM
G36218BV	glycosmos	G36218BV
G36218CF	glycosmos	G36218CF
G36218DJ	glycosmos	G36218DJ
G36220HJ	glycosmos	G36220HJ
G36220MK	glycosmos	G36220MK
G36220ML	glycosmos	G36220ML
G36220PN	glycosmos	G36220PN
G36220QB	glycosmos	G36220QB
