GlyTouCanAccession	Image-Size	Image-Notation	Image-Style	Image-Format
G48027TR	1126	snfg	extended	png
G48027TR	4306	snfg	extended	svg
G48029ME	3621	snfg	extended	png
G48029ME	17652	snfg	extended	svg
G48030DS	1509	snfg	extended	png
G48030DS	5820	snfg	extended	svg
G48032NP	1587	snfg	extended	png
G48032NP	4739	snfg	extended	svg
G48032QH	1866	snfg	extended	png
G48032QH	12678	snfg	extended	svg
G48037PI	2544	snfg	extended	png
G48037PI	11324	snfg	extended	svg
G48039HE	2457	snfg	extended	png
G48039HE	10948	snfg	extended	svg
G48040FY	6422	snfg	extended	png
G48040FY	29538	snfg	extended	svg
G48040OB	1536	snfg	extended	png
G48040OB	6047	snfg	extended	svg
G48044RX	1126	snfg	extended	png
G48044RX	4306	snfg	extended	svg
G48047UH	1173	snfg	extended	png
G48047UH	6217	snfg	extended	svg
G48050CZ	2354	snfg	extended	png
G48050CZ	9303	snfg	extended	svg
G48052YX	1227	snfg	extended	png
G48052YX	6010	snfg	extended	svg
G48053DU	1493	snfg	extended	png
G48053DU	6153	snfg	extended	svg
G48053YN	3007	snfg	extended	png
G48053YN	15865	snfg	extended	svg
G48054GJ	3199	snfg	extended	png
G48054GJ	15954	snfg	extended	svg
G48058UE	5239	snfg	extended	png
G48058UE	22901	snfg	extended	svg
G48059CD	1605	snfg	extended	png
G48059CD	7656	snfg	extended	svg
G48061MK	1770	snfg	extended	png
G48061MK	9287	snfg	extended	svg
G48064BJ	3438	snfg	extended	png
G48064BJ	11296	snfg	extended	svg
G48064PW	1343	snfg	extended	png
G48064PW	5103	snfg	extended	svg
G48065FP	2098	snfg	extended	png
G48065FP	9223	snfg	extended	svg
G48068RF	1422	snfg	extended	png
G48068RF	7582	snfg	extended	svg
G48069JX	4699	snfg	extended	png
G48069JX	21087	snfg	extended	svg
G48076AS	1089	snfg	extended	png
G48076AS	3829	snfg	extended	svg
G48079KJ	4993	snfg	extended	png
G48079KJ	24538	snfg	extended	svg
G48081MJ	1341	snfg	extended	png
G48081MJ	5832	snfg	extended	svg
G48082DW	1894	snfg	extended	png
G48082DW	9173	snfg	extended	svg
G48084WK	1914	snfg	extended	png
G48084WK	9306	snfg	extended	svg
G48087VY	2285	snfg	extended	png
G48087VY	7281	snfg	extended	svg
G48088XQ	1779	snfg	extended	png
G48088XQ	7451	snfg	extended	svg
G48089QY	2463	snfg	extended	png
G48089QY	9692	snfg	extended	svg
G48092WH	2028	snfg	extended	png
G48092WH	12492	snfg	extended	svg
G48094EU	1363	snfg	extended	png
G48094EU	5897	snfg	extended	svg
G48096LD	1467	snfg	extended	png
G48096LD	5686	snfg	extended	svg
G48099DP	4952	snfg	extended	png
G48099DP	21132	snfg	extended	svg
G48100GR	1054	snfg	extended	png
G48100GR	3031	snfg	extended	svg
G48103NH	5345	snfg	extended	png
G48103NH	24307	snfg	extended	svg
G48104YD	2056	snfg	extended	png
G48104YD	8300	snfg	extended	svg
G48109OV	7709	snfg	extended	png
G48109OV	41400	snfg	extended	svg
G48110TK	3847	snfg	extended	png
G48110TK	29447	snfg	extended	svg
G48110UP	6155	snfg	extended	png
G48110UP	25737	snfg	extended	svg
G48111PW	1560	snfg	extended	png
G48111PW	6168	snfg	extended	svg
G48112AH	2968	snfg	extended	png
G48112AH	12586	snfg	extended	svg
G48115DD	2990	snfg	extended	png
G48115DD	11346	snfg	extended	svg
G48115EL	3481	snfg	extended	png
G48115EL	15962	snfg	extended	svg
G48115MG	3639	snfg	extended	png
G48115MG	15894	snfg	extended	svg
G48117BL	1297	snfg	extended	png
G48117BL	5881	snfg	extended	svg
G48120JT	2250	snfg	extended	png
G48120JT	9331	snfg	extended	svg
G48120WX	3731	snfg	extended	png
G48120WX	16049	snfg	extended	svg
G48123IN	6374	snfg	extended	png
G48123IN	27807	snfg	extended	svg
G48124JO	1505	snfg	extended	png
G48124JO	5736	snfg	extended	svg
G48124SB	1197	snfg	extended	png
G48124SB	7508	snfg	extended	svg
G48126SB	1966	snfg	extended	png
G48126SB	6004	snfg	extended	svg
G48129FF	2880	snfg	extended	png
G48129FF	12511	snfg	extended	svg
G48133IU	1157	snfg	extended	png
G48133IU	6009	snfg	extended	svg
G48133KR	6042	snfg	extended	png
G48133KR	26510	snfg	extended	svg
G48137KC	2393	snfg	extended	png
G48137KC	12405	snfg	extended	svg
G48140EO	1427	snfg	extended	png
G48140EO	6010	snfg	extended	svg
G48140IM	2668	snfg	extended	png
G48140IM	11337	snfg	extended	svg
G48141CM	8155	snfg	extended	png
G48141CM	31103	snfg	extended	svg
G48141WD	3608	snfg	extended	png
G48141WD	17651	snfg	extended	svg
G48143IU	1525	snfg	extended	png
G48143IU	5940	snfg	extended	svg
G48144YJ	1982	snfg	extended	png
G48144YJ	8076	snfg	extended	svg
G48148JS	3433	snfg	extended	png
G48148JS	17898	snfg	extended	svg
G48148TW	1209	snfg	extended	png
G48148TW	7563	snfg	extended	svg
G48148UW	3412	snfg	extended	png
G48148UW	15652	snfg	extended	svg
G48149UR	1864	snfg	extended	png
G48149UR	7681	snfg	extended	svg
G48151RT	2112	snfg	extended	png
G48151RT	10941	snfg	extended	svg
G48152TO	1816	snfg	extended	png
G48152TO	7605	snfg	extended	svg
G48154LM	1705	snfg	extended	png
G48154LM	8941	snfg	extended	svg
G48155JS	6515	snfg	extended	png
G48155JS	27899	snfg	extended	svg
G48156QU	1337	snfg	extended	png
G48156QU	4484	snfg	extended	svg
G48162LJ	1311	snfg	extended	png
G48162LJ	5953	snfg	extended	svg
G48168SI	3649	snfg	extended	png
G48168SI	17827	snfg	extended	svg
G48169CV	2631	snfg	extended	png
G48169CV	17350	snfg	extended	svg
G48175UX	1202	snfg	extended	png
G48175UX	4284	snfg	extended	svg
G48177AX	3135	snfg	extended	png
G48177AX	17503	snfg	extended	svg
G48178AY	1880	snfg	extended	png
G48178AY	10142	snfg	extended	svg
G48181XF	1844	snfg	extended	png
G48181XF	7768	snfg	extended	svg
G48185FI	4431	snfg	extended	png
G48185FI	18082	snfg	extended	svg
G48187RE	4328	snfg	extended	png
G48187RE	21218	snfg	extended	svg
G48188WV	1879	snfg	extended	png
G48188WV	7946	snfg	extended	svg
G48189XH	4378	snfg	extended	png
G48189XH	19408	snfg	extended	svg
G48192XR	1628	snfg	extended	png
G48192XR	7586	snfg	extended	svg
G48193DD	3171	snfg	extended	png
G48193DD	15976	snfg	extended	svg
G48194ZX	2220	snfg	extended	png
G48194ZX	8827	snfg	extended	svg
G48201XR	1505	snfg	extended	png
G48201XR	4566	snfg	extended	svg
G48202AJ	6800	snfg	extended	png
G48202AJ	29530	snfg	extended	svg
G48205IY	5345	snfg	extended	png
G48205IY	25737	snfg	extended	svg
G48205UH	3057	snfg	extended	png
G48205UH	17552	snfg	extended	svg
G48208OJ	2417	snfg	extended	png
G48208OJ	12556	snfg	extended	svg
G48213MO	4326	snfg	extended	png
G48213MO	16582	snfg	extended	svg
G48217QC	1634	snfg	extended	png
G48217QC	6792	snfg	extended	svg
G48219GC	1301	snfg	extended	png
G48219GC	7644	snfg	extended	svg
G48232PN	955	snfg	extended	png
G48232PN	2786	snfg	extended	svg
G48233VF	2735	snfg	extended	png
G48233VF	14319	snfg	extended	svg
G48236KP	1386	snfg	extended	png
G48236KP	5905	snfg	extended	svg
G48236RC	1926	snfg	extended	png
G48236RC	9306	snfg	extended	svg
G48251XT	2050	snfg	extended	png
G48251XT	8012	snfg	extended	svg
G48252ZN	1299	snfg	extended	png
G48252ZN	4680	snfg	extended	svg
G48256FI	2468	snfg	extended	png
G48256FI	9229	snfg	extended	svg
G48257AE	2843	snfg	extended	png
G48257AE	16022	snfg	extended	svg
G48257SQ	2158	snfg	extended	png
G48257SQ	9258	snfg	extended	svg
G48259SL	2487	snfg	extended	png
G48259SL	13007	snfg	extended	svg
G48265DV	6755	snfg	extended	png
G48265DV	29487	snfg	extended	svg
G48265KY	2454	snfg	extended	png
G48265KY	12254	snfg	extended	svg
G48265YT	3711	snfg	extended	png
G48265YT	15558	snfg	extended	svg
G48266EY	4216	snfg	extended	png
G48266EY	17643	snfg	extended	svg
G48269WN	2984	snfg	extended	png
G48269WN	11628	snfg	extended	svg
G48275DN	4443	snfg	extended	png
G48275DN	22750	snfg	extended	svg
G48275JX	2672	snfg	extended	png
G48275JX	12616	snfg	extended	svg
G48275ZJ	1514	snfg	extended	png
G48275ZJ	5952	snfg	extended	svg
G48277OH	5315	snfg	extended	png
G48277OH	24463	snfg	extended	svg
G48280CC	1162	snfg	extended	png
G48280CC	4248	snfg	extended	svg
G48285QF	4137	snfg	extended	png
G48285QF	21073	snfg	extended	svg
G48285RM	2598	snfg	extended	png
G48285RM	12667	snfg	extended	svg
G48288NV	2703	snfg	extended	png
G48288NV	12570	snfg	extended	svg
G48289HN	4992	snfg	extended	png
G48289HN	22707	snfg	extended	svg
G48291BF	2596	snfg	extended	png
G48291BF	12712	snfg	extended	svg
G48291UM	2456	snfg	extended	png
G48291UM	10949	snfg	extended	svg
G48295DQ	1605	snfg	extended	png
G48295DQ	5944	snfg	extended	svg
G48296OD	4212	snfg	extended	png
G48296OD	21085	snfg	extended	svg
G48297RV	5330	snfg	extended	png
G48297RV	24461	snfg	extended	svg
G48305IM	6773	snfg	extended	png
G48305IM	26443	snfg	extended	svg
G48310MF	4984	snfg	extended	png
G48310MF	23336	snfg	extended	svg
G48315PB	1337	snfg	extended	png
G48315PB	5905	snfg	extended	svg
G48315SD	1199	snfg	extended	png
G48315SD	5044	snfg	extended	svg
G48318RE	3945	snfg	extended	png
G48318RE	21463	snfg	extended	svg
G48318RH	4318	snfg	extended	png
G48318RH	19477	snfg	extended	svg
G48318UI	3426	snfg	extended	png
G48318UI	15965	snfg	extended	svg
G48320VC	3054	snfg	extended	png
G48320VC	11631	snfg	extended	svg
G48321FJ	2110	snfg	extended	png
G48321FJ	8833	snfg	extended	svg
G48321WD	976	snfg	extended	png
G48321WD	7457	snfg	extended	svg
G48328PS	2411	snfg	extended	png
G48328PS	12245	snfg	extended	svg
G48328WB	3318	snfg	extended	png
G48328WB	15717	snfg	extended	svg
G48329CR	6767	snfg	extended	png
G48329CR	31198	snfg	extended	svg
G48330EV	1764	snfg	extended	png
G48330EV	7529	snfg	extended	svg
G48330KH	6186	snfg	extended	png
G48330KH	29164	snfg	extended	svg
G48331ZE	2444	snfg	extended	png
G48331ZE	9662	snfg	extended	svg
G48334VB	3323	snfg	extended	png
G48334VB	14249	snfg	extended	svg
G48336DU	1208	snfg	extended	png
G48336DU	5032	snfg	extended	svg
G48339YN	3926	snfg	extended	png
G48339YN	19317	snfg	extended	svg
G48340QU	3365	snfg	extended	png
G48340QU	17309	snfg	extended	svg
G48341FU	4124	snfg	extended	png
G48341FU	21094	snfg	extended	svg
G48343XG	8872	snfg	extended	png
G48343XG	49972	snfg	extended	svg
G48346LK	2090	snfg	extended	png
G48346LK	9151	snfg	extended	svg
G48350AZ	3782	snfg	extended	png
G48350AZ	19595	snfg	extended	svg
G48353MP	1488	snfg	extended	png
G48353MP	14524	snfg	extended	svg
G48355MU	2766	snfg	extended	png
G48355MU	10878	snfg	extended	svg
G48356EL	4813	snfg	extended	png
G48356EL	20595	snfg	extended	svg
G48362CX	2232	snfg	extended	png
G48362CX	9517	snfg	extended	svg
G48362SO	3539	snfg	extended	png
G48362SO	14635	snfg	extended	svg
G48364EO	3049	snfg	extended	png
G48364EO	21038	snfg	extended	svg
G48365EK	2793	snfg	extended	png
G48365EK	12205	snfg	extended	svg
G48366VH	2069	snfg	extended	png
G48366VH	12310	snfg	extended	svg
G48367IB	2120	snfg	extended	png
G48367IB	9333	snfg	extended	svg
G48367ZH	2944	snfg	extended	png
G48367ZH	12589	snfg	extended	svg
G48369JO	3397	snfg	extended	png
G48369JO	17895	snfg	extended	svg
G48373GX	2521	snfg	extended	png
G48373GX	9886	snfg	extended	svg
G48375OF	2881	snfg	extended	png
G48375OF	10530	snfg	extended	svg
G48379VX	8920	snfg	extended	png
G48379VX	36243	snfg	extended	svg
G48381MM	2140	snfg	extended	png
G48381MM	10938	snfg	extended	svg
G48381WH	3441	snfg	extended	png
G48381WH	17604	snfg	extended	svg
G48383FS	1400	snfg	extended	png
G48383FS	5945	snfg	extended	svg
G48389SQ	2005	snfg	extended	png
G48389SQ	7596	snfg	extended	svg
G48389SR	2983	snfg	extended	png
G48389SR	12856	snfg	extended	svg
G48390CO	6413	snfg	extended	png
G48390CO	29538	snfg	extended	svg
G48390IG	3513	snfg	extended	png
G48390IG	17681	snfg	extended	svg
G48399DW	5468	snfg	extended	png
G48399DW	22919	snfg	extended	svg
G48400CZ	4945	snfg	extended	png
G48400CZ	19427	snfg	extended	svg
G48400DU	2984	snfg	extended	png
G48400DU	12629	snfg	extended	svg
G48400WO	1349	snfg	extended	png
G48400WO	4347	snfg	extended	svg
G48402RQ	1569	snfg	extended	png
G48402RQ	6314	snfg	extended	svg
G48404AA	2001	snfg	extended	png
G48404AA	6005	snfg	extended	svg
G48405LH	3633	snfg	extended	png
G48405LH	16025	snfg	extended	svg
G48409OW	4200	snfg	extended	png
G48409OW	17802	snfg	extended	svg
G48414OO	1508	snfg	extended	png
G48414OO	7714	snfg	extended	svg
G48414YA	1431	snfg	extended	png
G48414YA	5716	snfg	extended	svg
G48415TJ	6058	snfg	extended	png
G48415TJ	29675	snfg	extended	svg
G48417IK	5623	snfg	extended	png
G48417IK	29691	snfg	extended	svg
G48421GV	2770	snfg	extended	png
G48421GV	10929	snfg	extended	svg
G48424TE	4598	snfg	extended	png
G48424TE	24871	snfg	extended	svg
G48425BH	3820	snfg	extended	png
G48425BH	30845	snfg	extended	svg
G48426CT	1062	snfg	extended	png
G48426CT	3032	snfg	extended	svg
G48428NF	971	snfg	extended	png
G48428NF	2788	snfg	extended	svg
G48433AY	2179	snfg	extended	png
G48433AY	9304	snfg	extended	svg
G48434LT	6792	snfg	extended	png
G48434LT	28352	snfg	extended	svg
G48435YB	3697	snfg	extended	png
G48435YB	15965	snfg	extended	svg
G48437DF	1997	snfg	extended	png
G48437DF	8951	snfg	extended	svg
G48439QS	2934	snfg	extended	png
G48439QS	14721	snfg	extended	svg
G48440GN	1833	snfg	extended	png
G48440GN	7518	snfg	extended	svg
G48441KG	3421	snfg	extended	png
G48441KG	12690	snfg	extended	svg
G48442VP	2776	snfg	extended	png
G48442VP	14430	snfg	extended	svg
G48443GT	4380	snfg	extended	png
G48443GT	20912	snfg	extended	svg
G48452ZC	1572	snfg	extended	png
G48452ZC	12627	snfg	extended	svg
G48453HH	1179	snfg	extended	png
G48453HH	4483	snfg	extended	svg
G48455YF	1521	snfg	extended	png
G48455YF	5968	snfg	extended	svg
G48458AB	4713	snfg	extended	png
G48458AB	19327	snfg	extended	svg
G48459HT	1580	snfg	extended	png
G48459HT	7234	snfg	extended	svg
G48465YI	2093	snfg	extended	png
G48465YI	9197	snfg	extended	svg
G48466UB	1962	snfg	extended	png
G48466UB	10983	snfg	extended	svg
G48468PF	6133	snfg	extended	png
G48468PF	24458	snfg	extended	svg
G48469MF	1109	snfg	extended	png
G48469MF	4247	snfg	extended	svg
G48472LJ	3645	snfg	extended	png
G48472LJ	17673	snfg	extended	svg
G48473LB	1548	snfg	extended	png
G48473LB	6413	snfg	extended	svg
G48474NX	3313	snfg	extended	png
G48474NX	15562	snfg	extended	svg
G48475CO	1633	snfg	extended	png
G48475CO	6601	snfg	extended	svg
G48476XS	1219	snfg	extended	png
G48476XS	4286	snfg	extended	svg
G48478GC	4350	snfg	extended	png
G48478GC	19363	snfg	extended	svg
G48480DJ	1389	snfg	extended	png
G48480DJ	6018	snfg	extended	svg
G48488CO	1759	snfg	extended	png
G48488CO	7082	snfg	extended	svg
G48488NF	2391	snfg	extended	png
G48488NF	14225	snfg	extended	svg
G48488SV	2707	snfg	extended	png
G48488SV	11341	snfg	extended	svg
G48488UW	2253	snfg	extended	png
G48488UW	12585	snfg	extended	svg
G48488XT	4774	snfg	extended	png
G48488XT	21140	snfg	extended	svg
G48489PM	3717	snfg	extended	png
G48489PM	17638	snfg	extended	svg
G48493JV	1094	snfg	extended	png
G48493JV	7227	snfg	extended	svg
G48494PC	10281	snfg	extended	png
G48494PC	33352	snfg	extended	svg
G48494QP	3110	snfg	extended	png
G48494QP	14306	snfg	extended	svg
G48499NG	7446	snfg	extended	png
G48499NG	31169	snfg	extended	svg
G48503ML	3430	snfg	extended	png
G48503ML	13095	snfg	extended	svg
G48504ND	5351	snfg	extended	png
G48504ND	26060	snfg	extended	svg
G48507IY	6585	snfg	extended	png
G48507IY	32826	snfg	extended	svg
G48514GJ	4864	snfg	extended	png
G48514GJ	39836	snfg	extended	svg
G48514WF	1148	snfg	extended	png
G48514WF	6012	snfg	extended	svg
G48515VQ	3594	snfg	extended	png
G48515VQ	17653	snfg	extended	svg
G48518CW	5028	snfg	extended	png
G48518CW	24412	snfg	extended	svg
G48518DG	5060	snfg	extended	png
G48518DG	22714	snfg	extended	svg
G48519QN	5368	snfg	extended	png
G48519QN	22811	snfg	extended	svg
G48520OC	5901	snfg	extended	png
G48520OC	41356	snfg	extended	svg
G48521JW	4423	snfg	extended	png
G48521JW	22921	snfg	extended	svg
G48522XQ	961	snfg	extended	png
G48522XQ	7266	snfg	extended	svg
G48522YQ	873	snfg	extended	png
G48522YQ	4209	snfg	extended	svg
G48524PJ	2035	snfg	extended	png
G48524PJ	9276	snfg	extended	svg
G48525ST	1949	snfg	extended	png
G48525ST	9291	snfg	extended	svg
G48526TN	3129	snfg	extended	png
G48526TN	12983	snfg	extended	svg
G48527QM	4599	snfg	extended	png
G48527QM	22769	snfg	extended	svg
G48527XN	5039	snfg	extended	png
G48527XN	24424	snfg	extended	svg
G48532GF	2155	snfg	extended	png
G48532GF	9308	snfg	extended	svg
G48533PM	2469	snfg	extended	png
G48533PM	10900	snfg	extended	svg
G48536UC	1657	snfg	extended	png
G48536UC	5994	snfg	extended	svg
G48537BY	3456	snfg	extended	png
G48537BY	17497	snfg	extended	svg
G48542TO	2630	snfg	extended	png
G48542TO	14322	snfg	extended	svg
G48542US	4148	snfg	extended	png
G48542US	20982	snfg	extended	svg
G48543WG	2472	snfg	extended	png
G48543WG	9495	snfg	extended	svg
G48547CJ	4278	snfg	extended	png
G48547CJ	19550	snfg	extended	svg
G48547LV	1129	snfg	extended	png
G48547LV	4306	snfg	extended	svg
G48551GG	2702	snfg	extended	png
G48551GG	12569	snfg	extended	svg
G48551HT	3409	snfg	extended	png
G48551HT	11711	snfg	extended	svg
G48552AB	3755	snfg	extended	png
G48552AB	16195	snfg	extended	svg
G48558GR	2250	snfg	extended	png
G48558GR	9332	snfg	extended	svg
G48558NN	2268	snfg	extended	png
G48558NN	9170	snfg	extended	svg
G48560LJ	2490	snfg	extended	png
G48560LJ	10984	snfg	extended	svg
G48561IS	1769	snfg	extended	png
G48561IS	5966	snfg	extended	svg
G48567YH	1882	snfg	extended	png
G48567YH	7714	snfg	extended	svg
G48576DC	1481	snfg	extended	png
G48576DC	7650	snfg	extended	svg
G48577CN	2148	snfg	extended	png
G48577CN	9047	snfg	extended	svg
G48577SV	4536	snfg	extended	png
G48577SV	19406	snfg	extended	svg
G48583IA	3975	snfg	extended	png
G48583IA	20032	snfg	extended	svg
G48584BU	1046	snfg	extended	png
G48584BU	4122	snfg	extended	svg
G48585WR	1971	snfg	extended	png
G48585WR	9239	snfg	extended	svg
G48586RX	1364	snfg	extended	png
G48586RX	5796	snfg	extended	svg
G48591HL	2429	snfg	extended	png
G48591HL	9716	snfg	extended	svg
G48595FA	3762	snfg	extended	png
G48595FA	17925	snfg	extended	svg
G48597RA	2621	snfg	extended	png
G48597RA	17646	snfg	extended	svg
G48598GF	6399	snfg	extended	png
G48598GF	24821	snfg	extended	svg
G48600JD	2304	snfg	extended	png
G48600JD	9176	snfg	extended	svg
G48601KV	1564	snfg	extended	png
G48601KV	6577	snfg	extended	svg
G48602PL	6888	snfg	extended	png
G48602PL	31299	snfg	extended	svg
G48604ZW	2896	snfg	extended	png
G48604ZW	12200	snfg	extended	svg
G48606LC	3329	snfg	extended	png
G48606LC	14289	snfg	extended	svg
G48608FK	1320	snfg	extended	png
G48608FK	5904	snfg	extended	svg
G48609TB	2677	snfg	extended	png
G48609TB	12682	snfg	extended	svg
G48611DE	3163	snfg	extended	png
G48611DE	17421	snfg	extended	svg
G48614JL	3533	snfg	extended	png
G48614JL	17676	snfg	extended	svg
G48616UI	3623	snfg	extended	png
G48616UI	17592	snfg	extended	svg
G48626HI	3406	snfg	extended	png
G48626HI	16170	snfg	extended	svg
G48630BP	2468	snfg	extended	png
G48630BP	16085	snfg	extended	svg
G48631IC	1211	snfg	extended	png
G48631IC	5047	snfg	extended	svg
G48635LN	2029	snfg	extended	png
G48635LN	7600	snfg	extended	svg
G48638PY	1935	snfg	extended	png
G48638PY	9239	snfg	extended	svg
G48638TB	2433	snfg	extended	png
G48638TB	9612	snfg	extended	svg
G48642OF	1618	snfg	extended	png
G48642OF	6469	snfg	extended	svg
G48643VT	3242	snfg	extended	png
G48643VT	16007	snfg	extended	svg
G48644HC	4420	snfg	extended	png
G48644HC	22262	snfg	extended	svg
G48646LG	1173	snfg	extended	png
G48646LG	10742	snfg	extended	svg
G48648VZ	4622	snfg	extended	png
G48648VZ	21031	snfg	extended	svg
G48649JF	2253	snfg	extended	png
G48649JF	10985	snfg	extended	svg
G48654YJ	3198	snfg	extended	png
G48654YJ	13921	snfg	extended	svg
G48657AV	1601	snfg	extended	png
G48657AV	7655	snfg	extended	svg
G48657QJ	1729	snfg	extended	png
G48657QJ	7573	snfg	extended	svg
G48658CL	2447	snfg	extended	png
G48658CL	16086	snfg	extended	svg
G48658PB	4817	snfg	extended	png
G48658PB	21071	snfg	extended	svg
G48663VK	1749	snfg	extended	png
G48663VK	6876	snfg	extended	svg
G48670RT	2210	snfg	extended	png
G48670RT	9267	snfg	extended	svg
G48675IA	1491	snfg	extended	png
G48675IA	14524	snfg	extended	svg
G48676QC	1388	snfg	extended	png
G48676QC	5945	snfg	extended	svg
G48678VC	4895	snfg	extended	png
G48678VC	20921	snfg	extended	svg
G48681GJ	2728	snfg	extended	png
G48681GJ	12789	snfg	extended	svg
G48682GQ	1808	snfg	extended	png
G48682GQ	5946	snfg	extended	svg
G48686JW	2364	snfg	extended	png
G48686JW	9557	snfg	extended	svg
G48688RT	6161	snfg	extended	png
G48688RT	27453	snfg	extended	svg
G48689PJ	5792	snfg	extended	png
G48689PJ	24805	snfg	extended	svg
G48690MB	3528	snfg	extended	png
G48690MB	16134	snfg	extended	svg
G48695AS	1504	snfg	extended	png
G48695AS	5995	snfg	extended	svg
G48697FI	5084	snfg	extended	png
G48697FI	21026	snfg	extended	svg
G48698AX	909	snfg	extended	png
G48698AX	4222	snfg	extended	svg
G48698GX	4218	snfg	extended	png
G48698GX	19206	snfg	extended	svg
G48698PH	1456	snfg	extended	png
G48698PH	7581	snfg	extended	svg
G48699XJ	1833	snfg	extended	png
G48699XJ	7701	snfg	extended	svg
G48705JK	3465	snfg	extended	png
G48705JK	17874	snfg	extended	svg
G48707RS	1346	snfg	extended	png
G48707RS	5861	snfg	extended	svg
G48710HY	2013	snfg	extended	png
G48710HY	6339	snfg	extended	svg
G48712FQ	1564	snfg	extended	png
G48712FQ	6385	snfg	extended	svg
G48712ZJ	2669	snfg	extended	png
G48712ZJ	11338	snfg	extended	svg
G48713OY	4888	snfg	extended	png
G48713OY	22686	snfg	extended	svg
G48714KU	3950	snfg	extended	png
G48714KU	19433	snfg	extended	svg
G48714QU	2215	snfg	extended	png
G48714QU	9213	snfg	extended	svg
G48714ZW	5349	snfg	extended	png
G48714ZW	26052	snfg	extended	svg
G48720HL	1235	snfg	extended	png
G48720HL	5880	snfg	extended	svg
G48720JF	2317	snfg	extended	png
G48720JF	12506	snfg	extended	svg
G48720NS	1331	snfg	extended	png
G48720NS	4350	snfg	extended	svg
G48722HD	1567	snfg	extended	png
G48722HD	7501	snfg	extended	svg
G48727OO	3894	snfg	extended	png
G48727OO	17305	snfg	extended	svg
G48728KD	1255	snfg	extended	png
G48728KD	5880	snfg	extended	svg
G48730FR	1470	snfg	extended	png
G48730FR	4732	snfg	extended	svg
G48733AA	1368	snfg	extended	png
G48733AA	11113	snfg	extended	svg
G48733JR	2381	snfg	extended	png
G48733JR	14528	snfg	extended	svg
G48736CB	1590	snfg	extended	png
G48736CB	7633	snfg	extended	svg
G48736VD	1385	snfg	extended	png
G48736VD	6253	snfg	extended	svg
G48739CD	1267	snfg	extended	png
G48739CD	8924	snfg	extended	svg
G48739TL	2009	snfg	extended	png
G48739TL	7583	snfg	extended	svg
G48740SL	1427	snfg	extended	png
G48740SL	6010	snfg	extended	svg
G48742MS	3296	snfg	extended	png
G48742MS	14692	snfg	extended	svg
G48746WJ	3355	snfg	extended	png
G48746WJ	10637	snfg	extended	svg
G48747JB	5051	snfg	extended	png
G48747JB	22713	snfg	extended	svg
G48753IC	3964	snfg	extended	png
G48753IC	17739	snfg	extended	svg
G48756XC	4209	snfg	extended	png
G48756XC	19441	snfg	extended	svg
G48757CJ	5403	snfg	extended	png
G48757CJ	26042	snfg	extended	svg
G48759RG	2899	snfg	extended	png
G48759RG	12224	snfg	extended	svg
G48760ZH	2605	snfg	extended	png
G48760ZH	14339	snfg	extended	svg
G48761VJ	5027	snfg	extended	png
G48761VJ	24446	snfg	extended	svg
G48763NY	2193	snfg	extended	png
G48763NY	10937	snfg	extended	svg
G48765SY	3444	snfg	extended	png
G48765SY	15788	snfg	extended	svg
G48766VR	2184	snfg	extended	png
G48766VR	12295	snfg	extended	svg
G48767NV	5132	snfg	extended	png
G48767NV	24419	snfg	extended	svg
G48767OG	1714	snfg	extended	png
G48767OG	5869	snfg	extended	svg
G48768LA	3622	snfg	extended	png
G48768LA	17651	snfg	extended	svg
G48768LT	2252	snfg	extended	png
G48768LT	9199	snfg	extended	svg
G48768RJ	4602	snfg	extended	png
G48768RJ	19529	snfg	extended	svg
G48777HU	1811	snfg	extended	png
G48777HU	7519	snfg	extended	svg
G48779BH	5893	snfg	extended	png
G48779BH	26152	snfg	extended	svg
G48782NF	4687	snfg	extended	png
G48782NF	21148	snfg	extended	svg
G48784PU	4439	snfg	extended	png
G48784PU	21447	snfg	extended	svg
G48789KT	1656	snfg	extended	png
G48789KT	6395	snfg	extended	svg
G48789OQ	5724	snfg	extended	png
G48789OQ	23144	snfg	extended	svg
G48791AO	2348	snfg	extended	png
G48791AO	9841	snfg	extended	svg
G48791KW	2458	snfg	extended	png
G48791KW	14283	snfg	extended	svg
G48793MR	3910	snfg	extended	png
G48793MR	17640	snfg	extended	svg
G48795GB	3687	snfg	extended	png
G48795GB	17496	snfg	extended	svg
G48800IV	3914	snfg	extended	png
G48800IV	19434	snfg	extended	svg
G48802FX	1847	snfg	extended	png
G48802FX	7720	snfg	extended	svg
G48802KI	3803	snfg	extended	png
G48802KI	16027	snfg	extended	svg
G48809BS	1757	snfg	extended	png
G48809BS	7532	snfg	extended	svg
G48809VN	3601	snfg	extended	png
G48809VN	11295	snfg	extended	svg
G48809ZO	5146	snfg	extended	png
G48809ZO	24419	snfg	extended	svg
G48811NO	1317	snfg	extended	png
G48811NO	7717	snfg	extended	svg
G48815IR	2208	snfg	extended	png
G48815IR	12708	snfg	extended	svg
G48818KL	1348	snfg	extended	png
G48818KL	5904	snfg	extended	svg
G48822BJ	5152	snfg	extended	png
G48822BJ	24420	snfg	extended	svg
G48822HK	1595	snfg	extended	png
G48822HK	5883	snfg	extended	svg
G48823SZ	2671	snfg	extended	png
G48823SZ	12653	snfg	extended	svg
G48823WJ	2666	snfg	extended	png
G48823WJ	9670	snfg	extended	svg
G48825UP	3676	snfg	extended	png
