accession	monosaccharide
G86072UC	HexNAc
G86082YL	GalNAc
G86082YL	HexNAc
G86083AM	GalNAc
G86083AM	HexNAc
G86083QZ	GlcNAc
G86083QZ	HexNAc
G86085BW	GalNAc
G86085BW	HexNAc
G86086HS	Glc
G86086HS	Hex
G86089ZC	GlcNAc
G86089ZC	HexNAc
G86094NY	Glc
G86094NY	Hex
G86095OE	GlcNAc
G86095OE	HexNAc
G86102AA	GlcNAc
G86102AA	HexNAc
G86102WJ	GlcNAc
G86102WJ	HexNAc
G86110YJ	GlcNAc
G86110YJ	HexNAc
G86114KZ	Hex
G86114KZ	Man
G86117ZB	GalNAc
G86117ZB	HexNAc
G86118KP	GlcNAc
G86118KP	HexNAc
G86118SN	GalNAc
G86118SN	HexNAc
G86123DJ	Gal
G86123DJ	Hex
G86130AV	GalNAc
G86130AV	HexNAc
G86130BY	Gal
G86130BY	Hex
G86135ET	GlcNAc
G86135ET	HexNAc
G86136GT	Pent
G86136GT	Xyl
G86139YL	Glc
G86139YL	Hex
G86140QM	GlcNAc
G86140QM	HexNAc
G86143FV	Glc
G86143FV	Hex
G86157FG	GlcNAc
G86157FG	HexNAc
G86157UQ	GlcNAc
G86157UQ	HexNAc
G86161MR	Xxx
G86170HL	GlcNAc
G86170HL	HexNAc
G86170TS	Glc
G86170TS	Hex
G86173MX	GalNAc
G86173MX	HexNAc
G86186US	GalNAc
G86186US	HexNAc
G86188FJ	GlcNAc
G86188FJ	HexNAc
G86188NT	Hex
G86188WH	GlcNAc
G86188WH	HexNAc
G86191DF	GlcNAc
G86191DF	HexNAc
G86192PU	Glc
G86192PU	Hex
G86199GK	GalNAc
G86199GK	HexNAc
G86202BL	GlcNAc
G86202BL	HexNAc
G86211GT	Glc
G86211GT	Hex
G86213NZ	Glc
G86213NZ	Hex
G86215UQ	GlcNAc
G86215UQ	HexNAc
G86218NG	Hex
G86218NG	Man
G86221TG	GalNAc
G86221TG	HexNAc
G86228ZZ	Glc
G86228ZZ	Hex
G86236QS	Glc
G86236QS	Hex
G86237UF	Xxx
G86237WM	Glc
G86237WM	Hex
G86238PM	Gal
G86238PM	Hex
G86240AI	Gal
G86240AI	Hex
G86246NA	HexNAc
G86248YA	GalNAc
G86248YA	HexNAc
G86253EX	GlcNAc
G86253EX	HexNAc
G86256ZO	GlcNAc
G86256ZO	HexNAc
G86258PP	Gal
G86258PP	Hex
G86260IV	GlcNAc
G86260IV	HexNAc
G86262ZJ	Glc
G86262ZJ	Hex
G86265JV	GlcNAc
G86265JV	HexNAc
G86265WH	GlcNAc
G86265WH	HexNAc
G86270DU	GlcNAc
G86270DU	HexNAc
G86270PI	GalNAc
G86270PI	HexNAc
G86271BU	Gal
G86271BU	Hex
G86273CV	GlcNAc
G86273CV	HexNAc
G86280ZQ	GlcNAc
G86280ZQ	HexNAc
G86282DQ	GlcNAc
G86282DQ	HexNAc
G86282KU	GlcNAc
G86282KU	HexNAc
G86285SH	GlcNAc
G86285SH	HexNAc
G86294AN	GalNAc
G86294AN	HexNAc
G86294KR	GlcNAc
G86294KR	HexNAc
G86294MW	GlcNAc
G86294MW	HexNAc
G86298IX	GlcNAc
G86298IX	HexNAc
G86299UP	GlcA
G86299UP	HexA
G86300NE	Hex
G86300NE	Man
G86300ZI	GalNAc
G86300ZI	HexNAc
G86306GH	GlcNAc
G86306GH	HexNAc
G86307FI	Gal
G86307FI	Hex
G86309VR	GlcNAc
G86309VR	HexNAc
G86321OX	GlcNAc
G86321OX	HexNAc
G86330CJ	GalNAc
G86330CJ	HexNAc
G86342UX	Pent
G86342UX	Xyl
G86353JG	GlcNAc
G86353JG	HexNAc
G86355AM	Xxx
G86357DX	GlcNAc
G86357DX	HexNAc
G86365HP	GalNAc
G86365HP	HexNAc
G86365VP	Xxx
G86368KM	GlcNAc
G86368KM	HexNAc
G86372GF	GalNAc
G86372GF	HexNAc
G86373NE	HexNAc
G86375CM	GalNAc
G86375CM	HexNAc
G86377KB	GlcNAc
G86377KB	HexNAc
G86377SM	GlcNAc
G86377SM	HexNAc
G86385RC	GlcNAc
G86385RC	HexNAc
G86386QT	GlcNAc
G86386QT	HexNAc
G86387VT	GalNAc
G86387VT	HexNAc
G86388AX	Glc
G86388AX	Hex
G86389LM	GalNAc
G86389LM	HexNAc
G86399IJ	GlcNAc
G86399IJ	HexNAc
G86401DW	GlcNAc
G86401DW	HexNAc
G86414FL	GlcNAc
G86414FL	HexNAc
G86414TE	GlcNAc
G86414TE	HexNAc
G86419OL	GlcNAc
G86419OL	HexNAc
G86427WL	GlcNAc
G86427WL	HexNAc
G86429AM	Gal
G86429AM	Hex
G86430YS	Xxx
G86432NX	Hex
G86442DH	GlcNAc
G86442DH	HexNAc
G86443CJ	Glc
G86443CJ	Hex
G86443JZ	GalNAc
G86443JZ	HexNAc
G86445DK	Glc
G86445DK	Hex
G86445KR	GlcNAc
G86445KR	HexNAc
G86447ZX	Hex
G86447ZX	Man
G86448FA	Gal
G86448FA	Hex
G86450IC	GalNAc
G86450IC	HexNAc
G86451IJ	Gal
G86451IJ	Hex
G86454PA	GalNAc
G86454PA	HexNAc
G86459PH	GlcNAc
G86459PH	HexNAc
G86461LY	GlcNAc
G86461LY	HexNAc
G86466QK	GlcNAc
G86466QK	HexNAc
G86469VE	GalNAc
G86469VE	HexNAc
G86471YN	GlcNAc
G86471YN	HexNAc
G86474YY	Glc
G86474YY	Hex
G86475BX	GlcNAc
G86475BX	HexNAc
G86476SQ	GlcNAc
G86476SQ	HexNAc
G86477WA	GlcNAc
G86477WA	HexNAc
G86486WK	GlcNAc
G86486WK	HexNAc
G86487TG	GlcNAc
G86487TG	HexNAc
G86490WA	GlcNAc
G86490WA	HexNAc
G86495BQ	GlcNAc
G86495BQ	HexNAc
G86499WY	GalNAc
G86499WY	HexNAc
G86503RS	GlcNAc
G86503RS	HexNAc
G86504RY	GlcNAc
G86504RY	HexNAc
G86513YW	GlcNAc
G86513YW	HexNAc
G86517XT	GlcNAc
G86517XT	HexNAc
G86522OD	GlcNAc
G86522OD	HexNAc
G86524BE	Glc
G86524BE	Hex
G86527PE	GlcNAc
G86527PE	HexNAc
G86528FS	GlcNAc
G86528FS	HexNAc
G86533KK	GalNAc
G86533KK	HexNAc
G86535WT	Glc
G86535WT	Hex
G86536RG	GlcNAc
G86536RG	HexNAc
G86537AD	GalNAc
G86537AD	HexNAc
G86542FP	Glc
G86542FP	Hex
G86546AY	Glc
G86546AY	Hex
G86547OK	Glc
G86547OK	Hex
G86555OF	GlcNAc
G86555OF	HexNAc
G86562TA	Glc
G86562TA	Hex
G86566MF	GlcNAc
G86566MF	HexNAc
G86566TX	GlcNAc
G86566TX	HexNAc
G86567DK	Glc
G86567DK	Hex
G86567NX	Glc
G86567NX	Hex
G86568AM	GlcNAc
G86568AM	HexNAc
G86568ZK	GlcNAc
G86568ZK	HexNAc
G86573VJ	GlcNAc
G86573VJ	HexNAc
G86582QF	GlcNAc
G86582QF	HexNAc
G86583UB	Hex
G86583UB	Man
G86585MR	Glc
G86585MR	Hex
G86591TT	GalNAc
G86591TT	HexNAc
G86592LR	Glc
G86592LR	Hex
G86598ZY	GlcNAc
G86598ZY	HexNAc
G86601RH	GlcNAc
G86601RH	HexNAc
G86605JT	GlcNAc
G86605JT	HexNAc
G86606NT	GlcNAc
G86606NT	HexNAc
G86609UQ	Hex
G86609UQ	Man
G86612ND	HexNAc
G86612WI	HexNAc
G86614XL	Xxx
G86627ES	GlcNAc
G86627ES	HexNAc
G86627OG	GalNAc
G86627OG	HexNAc
G86632ZU	GlcNAc
G86632ZU	HexNAc
G86633LD	GlcN
G86633LD	HexN
G86639XH	Hex
G86640EE	Glc
G86640EE	Hex
G86642RE	GlcNAc
G86642RE	HexNAc
G86646IC	Hex
G86646IC	Man
G86647VH	Hex
G86647VH	Man
G86650HK	GlcNAc
G86650HK	HexNAc
G86654CJ	GlcNAc
G86654CJ	HexNAc
G86654VS	GalNAc
G86654VS	HexNAc
G86655RF	Pent
G86655RF	Xyl
G86664UH	GlcNAc
G86664UH	HexNAc
G86669AN	GalNAc
G86669AN	HexNAc
G86670MB	GlcNAc
G86670MB	HexNAc
G86675RJ	GlcNAc
G86675RJ	HexNAc
G86677JQ	HexNAc
G86677JQ	ManNAc
G86678MP	Hex
G86678MP	Man
G86681BW	GlcNAc
G86681BW	HexNAc
G86681UT	GlcNAc
G86681UT	HexNAc
G86682HG	GalNAc
G86682HG	HexNAc
G86687YR	Gal
G86687YR	Hex
G86693XC	GlcNAc
G86693XC	HexNAc
G86696LV	GlcNAc
G86696LV	HexNAc
G86700TF	Glc
G86700TF	Hex
G86702JK	GalNAc
G86702JK	HexNAc
G86704VD	GlcNAc
G86704VD	HexNAc
G86705PH	GlcNAc
G86705PH	HexNAc
G86712SX	Glc
G86712SX	Hex
G86712VW	GlcNAc
G86712VW	HexNAc
G86713OE	GlcNAc
G86713OE	HexNAc
G86718PI	GlcNAc
G86718PI	HexNAc
G86718YQ	GalNAc
G86718YQ	HexNAc
G86723LO	Glc
G86723LO	Hex
G86725FS	GlcNAc
G86725FS	HexNAc
G86728DD	GalNAc
G86728DD	HexNAc
G86730KO	GlcNAc
G86730KO	HexNAc
G86732WC	GalNAc
G86732WC	HexNAc
G86733FM	GalNAc
G86733FM	HexNAc
G86736BF	GalNAc
G86736BF	HexNAc
G86737YW	GalNAc
G86737YW	HexNAc
G86738PW	GalNAc
G86738PW	HexNAc
G86739BZ	GlcNAc
G86739BZ	HexNAc
G86742LS	GalNAc
G86742LS	HexNAc
G86749FU	GlcNAc
G86749FU	HexNAc
G86750HK	GlcNAc
G86750HK	HexNAc
G86750UT	GalNAc
G86750UT	HexNAc
G86753CK	GlcNAc
G86753CK	HexNAc
G86759QR	GlcNAc
G86759QR	HexNAc
G86761WD	Glc
G86761WD	Hex
G86763VI	GlcNAc
G86763VI	HexNAc
G86768IE	Glc
G86768IE	Hex
G86770JF	GlcNAc
G86770JF	HexNAc
G86771DM	HexNAc
G86781CT	GlcNAc
G86781CT	HexNAc
G86781KH	GlcNAc
G86781KH	HexNAc
G86782KC	GlcNAc
G86782KC	HexNAc
G86783GV	GalNAc
G86783GV	HexNAc
G86784SP	GlcNAc
G86784SP	HexNAc
G86785HP	GalNAc
G86785HP	HexNAc
G86789PZ	GlcNAc
G86789PZ	HexNAc
G86792SU	GlcNAc
G86792SU	HexNAc
G86801QH	Glc
G86801QH	Hex
G86805GZ	GlcNAc
G86805GZ	HexNAc
G86809TI	GlcNAc
G86809TI	HexNAc
G86811ZD	Glc
G86811ZD	Hex
G86812UG	GlcNAc
G86812UG	HexNAc
G86820JX	Glc
G86820JX	Hex
G86821NY	GlcNAc
G86821NY	HexNAc
G86822MM	GlcNAc
G86822MM	HexNAc
G86833NC	HexNAc
G86835RY	HexNAc
G86836LG	GlcNAc
G86836LG	HexNAc
G86837CD	GlcNAc
G86837CD	HexNAc
G86847VO	GlcNAc
G86847VO	HexNAc
G86848XP	Gal
G86848XP	Hex
G86851RC	GlcNAc
G86851RC	HexNAc
G86852HZ	GlcNAc
G86852HZ	HexNAc
G86858GK	GlcNAc
G86858GK	HexNAc
G86861MW	GalNAc
G86861MW	HexNAc
G86867OD	Gal
G86867OD	Hex
G86869CZ	GlcNAc
G86869CZ	HexNAc
G86874HJ	GlcNAc
G86874HJ	HexNAc
G86881ZW	GlcNAc
G86881ZW	HexNAc
G86884BW	GlcNAc
G86884BW	HexNAc
G86889SJ	GalNAc
G86889SJ	HexNAc
G86904UH	GlcNAc
G86904UH	HexNAc
G86906SW	GlcNAc
G86906SW	HexNAc
G86906WK	Glc
G86906WK	Hex
G86907XS	GlcNAc
G86907XS	HexNAc
G86912FM	GlcNAc
G86912FM	HexNAc
G86913NG	HexA
G86913NG	IdoA
G86914AE	GlcNAc
G86914AE	HexNAc
G86918ZV	GlcNAc
G86918ZV	HexNAc
G86928SV	GlcNAc
G86928SV	HexNAc
G86928UZ	GlcNAc
G86928UZ	HexNAc
G86937KG	GlcNAc
G86937KG	HexNAc
G86938BC	GlcNAc
G86938BC	HexNAc
G86938CX	GlcNAc
G86938CX	HexNAc
G86941KL	HexNAc
G86941TB	Hex
G86943FJ	GlcNAc
G86943FJ	HexNAc
G86947FH	GalNAc
G86947FH	HexNAc
G86950FO	Glc
G86950FO	Hex
G86950QP	Glc
G86950QP	Hex
G86951KU	Glc
G86951KU	Hex
G86952JZ	GlcNAc
G86952JZ	HexNAc
G86958EY	Glc
G86958EY	Hex
G86961WX	GlcNAc
G86961WX	HexNAc
G86968WN	Xxx
G86975WU	GlcNAc
G86975WU	HexNAc
G86993RB	GlcNAc
G86993RB	HexNAc
G87000RR	Gal
G87000RR	Hex
G87009PS	GlcNAc
G87009PS	HexNAc
G87018HM	GlcNAc
G87018HM	HexNAc
G87030ZZ	GalNAc
G87030ZZ	HexNAc
G87034UZ	Fuc
G87034UZ	dHex
G87038UU	GlcNAc
G87038UU	HexNAc
G87044VO	GlcNAc
G87044VO	HexNAc
G87051PY	Glc
G87051PY	Hex
G87063FS	GlcNAc
G87063FS	HexNAc
G87063TV	GalNAc
G87063TV	HexNAc
G87064GU	Gal
G87064GU	Hex
G87065VW	GlcNAc
G87065VW	HexNAc
G87067LQ	Glc
G87067LQ	Hex
G87068JH	GlcNAc
G87068JH	HexNAc
G87073UP	GlcNAc
G87073UP	HexNAc
G87077ZT	GlcNAc
G87077ZT	HexNAc
G87090RU	GlcNAc
G87090RU	HexNAc
G87091WI	Glc
G87091WI	Hex
G87097TR	GlcNAc
G87097TR	HexNAc
G87103CK	GlcNAc
G87103CK	HexNAc
G87106NZ	GlcNAc
G87106NZ	HexNAc
G87107PF	GlcNAc
G87107PF	HexNAc
G87109LD	GlcNAc
G87109LD	HexNAc
G87109VK	Hex
G87109VK	Man
G87115JQ	Gal
G87115JQ	Hex
G87117MZ	GlcNAc
G87117MZ	HexNAc
G87119TX	Glc
G87119TX	Hex
G87124AC	GalNAc
G87124AC	HexNAc
G87124HX	GlcNAc
G87124HX	HexNAc
G87128KJ	Glc
G87128KJ	Hex
G87134ZP	GlcNAc
G87134ZP	HexNAc
G87136DV	GlcNAc
G87136DV	HexNAc
G87138HL	GlcNAc
G87138HL	HexNAc
G87139MR	GlcNAc
G87139MR	HexNAc
G87139RR	Glc
G87139RR	Hex
G87140NS	GlcNAc
G87140NS	HexNAc
G87143GZ	Glc
G87143GZ	Hex
G87147UE	GlcNAc
G87147UE	HexNAc
G87148PO	GlcNAc
G87148PO	HexNAc
G87151SE	HexNAc
G87155KB	HexNAc
G87156SE	Glc
G87156SE	Hex
G87157JK	GalNAc
G87157JK	HexNAc
G87164WU	Glc
G87164WU	Hex
G87171PZ	Glc
G87171PZ	Hex
G87173RC	GalNAc
G87173RC	HexNAc
G87174VF	Gal
G87174VF	Hex
G87178PF	GlcNAc
G87178PF	HexNAc
G87181RG	GlcNAc
G87181RG	HexNAc
G87185IP	HexNAc
G87187SG	GlcNAc
G87187SG	HexNAc
G87192OC	GlcNAc
G87192OC	HexNAc
G87192TH	GlcNAc
G87192TH	HexNAc
G87202LK	GlcNAc
G87202LK	HexNAc
G87202UX	GlcNAc
G87202UX	HexNAc
G87205VF	GlcNAc
G87205VF	HexNAc
G87206FM	Hex
G87206FM	Man
G87210BB	Gal
G87210BB	Hex
G87217CO	Gal
G87217CO	Hex
G87217OF	GlcNAc
G87217OF	HexNAc
G87219SW	Gal
G87219SW	Hex
G87221NJ	GlcNAc
G87221NJ	HexNAc
G87222YB	GlcNAc
G87222YB	HexNAc
G87229LF	Hex
G87229LF	Man
G87234WY	Gal
G87234WY	Hex
G87235HL	GlcNAc
G87235HL	HexNAc
G87236NR	Pent
G87236NR	Xyl
G87238ZB	Glc
G87238ZB	Hex
G87244KP	GalNAc
G87244KP	HexNAc
G87245HS	Gal
G87245HS	Hex
G87251UV	Glc
G87251UV	Hex
G87253VG	GalNAc
G87253VG	HexNAc
G87256FP	GalNAc
G87256FP	HexNAc
G87260SO	GlcNAc
G87260SO	HexNAc
G87264NH	GlcNAc
G87264NH	HexNAc
G87267JO	GlcNAc
G87267JO	HexNAc
G87273JO	GlcNAc
G87273JO	HexNAc
G87276DR	Hex
G87277AB	GlcNAc
G87277AB	HexNAc
G87277DZ	Glc
G87277DZ	Hex
G87279EE	GlcNAc
G87279EE	HexNAc
G87279RC	GlcNAc
G87279RC	HexNAc
G87293AR	GlcNAc
G87293AR	HexNAc
G87294CV	Hex
G87294CV	Man
G87295HJ	GlcNAc
G87295HJ	HexNAc
G87299FY	Glc
G87299FY	Hex
G87300XC	GlcNAc
G87300XC	HexNAc
G87308QC	GlcNAc
G87308QC	HexNAc
G87309GS	GlcNAc
G87309GS	HexNAc
G87310ZF	GalNAc
G87310ZF	HexNAc
G87313QP	GlcNAc
G87313QP	HexNAc
G87313SD	GalNAc
G87313SD	HexNAc
G87315SO	Gal
G87315SO	Hex
G87318MX	GlcNAc
G87318MX	HexNAc
G87320GN	GlcNAc
G87320GN	HexNAc
G87323EM	GlcNAc
G87323EM	HexNAc
G87328UF	GalNAc
G87328UF	HexNAc
G87331DO	GalNAc
G87331DO	HexNAc
G87340IP	GlcA
G87340IP	HexA
G87349YT	GlcNAc
G87349YT	HexNAc
G87352OX	GlcNAc
G87352OX	HexNAc
G87354OO	GlcNAc
G87354OO	HexNAc
G87356FF	Glc
G87356FF	Hex
G87358EW	GlcNAc
G87358EW	HexNAc
G87373RB	Glc
G87373RB	Hex
G87377GM	GlcNAc
G87377GM	HexNAc
G87377IM	GlcNAc
G87377IM	HexNAc
G87377KZ	GlcNAc
G87377KZ	HexNAc
G87401MP	GlcNAc
G87401MP	HexNAc
G87406OV	GlcNAc
G87406OV	HexNAc
G87407JY	GlcNAc
G87407JY	HexNAc
G87418CY	GlcNAc
G87418CY	HexNAc
G87418QZ	GalNAc
G87418QZ	HexNAc
G87420IF	GalNAc
G87420IF	HexNAc
G87422CM	GlcNAc
G87422CM	HexNAc
G87425FN	Gal
G87425FN	Hex
G87433AX	GlcNAc
G87433AX	HexNAc
G87433DT	Glc
G87433DT	Hex
G87433EC	Hex
G87433EC	Man
G87440IH	GlcNAc
G87440IH	HexNAc
G87442NP	GlcNAc
G87442NP	HexNAc
G87444MS	GalNAc
G87444MS	HexNAc
G87457SB	GlcNAc
G87457SB	HexNAc
G87473OA	Gal
G87473OA	Hex
G87477QN	GlcNAc
G87477QN	HexNAc
G87485AO	Glc
G87485AO	Hex
G87489PB	GlcNAc
G87489PB	HexNAc
G87492XO	NeuAc
G87492XO	Sia
G87494OF	Glc
G87494OF	Hex
G87500QC	GlcNAc
G87500QC	HexNAc
G87504BP	GlcNAc
G87504BP	HexNAc
G87505EW	GlcNAc
G87505EW	HexNAc
G87507EP	GlcNAc
G87507EP	HexNAc
G87513SK	GlcNAc
G87513SK	HexNAc
G87514QJ	GalNAc
G87514QJ	HexNAc
G87517GL	Glc
G87517GL	Hex
G87517SP	Hex
G87519TU	GlcNAc
G87519TU	HexNAc
G87535DG	GlcNAc
G87535DG	HexNAc
G87541DN	GlcNAc
G87541DN	HexNAc
G87544CM	GlcNAc
G87544CM	HexNAc
G87545DU	GlcNAc
G87545DU	HexNAc
G87550UN	GlcNAc
G87550UN	HexNAc
G87557PZ	GlcNAc
G87557PZ	HexNAc
G87559DS	GlcNAc
G87559DS	HexNAc
G87564QI	Glc
G87564QI	Hex
G87569VJ	GlcNAc
G87569VJ	HexNAc
G87574LM	GalNAc
G87574LM	HexNAc
G87575FZ	Xxx
G87577UZ	Glc
G87577UZ	Hex
G87581UC	GlcNAc
G87581UC	HexNAc
G87589SW	GlcNAc
G87589SW	HexNAc
G87589YC	GlcNAc
G87589YC	HexNAc
G87593LV	GlcNAc
G87593LV	HexNAc
G87597CN	GlcNAc
G87597CN	HexNAc
G87597KJ	Hex
G87597KJ	Man
G87602PV	GlcNAc
G87602PV	HexNAc
G87603SD	GlcNAc
G87603SD	HexNAc
G87605NV	GlcNAc
G87605NV	HexNAc
G87606IK	GlcNAc
G87606IK	HexNAc
G87611TK	GlcNAc
G87611TK	HexNAc
G87612PG	GlcNAc
G87612PG	HexNAc
G87615UU	GalNAc
G87615UU	HexNAc
G87618BG	GlcNAc
G87618BG	HexNAc
G87633UQ	GlcNAc
G87633UQ	HexNAc
G87635PT	Glc
G87635PT	Hex
G87639RD	GlcNAc
G87639RD	HexNAc
G87641EM	GlcNAc
G87641EM	HexNAc
G87644AU	Gal
G87644AU	Hex
G87645JA	GlcNAc
G87645JA	HexNAc
G87648PY	Xxx
G87648QA	GalNAc
G87648QA	HexNAc
G87649DU	GalNAc
G87649DU	HexNAc
G87655FC	GlcNAc
G87655FC	HexNAc
G87656FV	GlcNAc
G87656FV	HexNAc
G87663CN	GlcNAc
G87663CN	HexNAc
G87666TN	GalNAc
G87666TN	HexNAc
G87668ED	GlcNAc
G87668ED	HexNAc
G87669VK	GlcNAc
G87669VK	HexNAc
G87672MP	GlcNAc
G87672MP	HexNAc
G87676CC	GalNAc
G87676CC	HexNAc
G87681KV	GlcNAc
G87681KV	HexNAc
G87682NE	HexNAc
G87683IK	Glc
G87683IK	Hex
G87685WT	Glc
G87685WT	Hex
G87687NN	GlcNAc
G87687NN	HexNAc
G87690VK	GlcNAc
G87690VK	HexNAc
G87692UE	GlcNAc
G87692UE	HexNAc
G87694ZF	GlcNAc
G87694ZF	HexNAc
G87695KR	GlcNAc
G87695KR	HexNAc
G87698JZ	GlcNAc
G87698JZ	HexNAc
G87706EO	GlcNAc
G87706EO	HexNAc
G87711HP	Gal
G87711HP	Hex
G87714OP	GlcNAc
G87714OP	HexNAc
G87715FM	GlcNAc
G87715FM	HexNAc
G87716HX	GlcNAc
G87716HX	HexNAc
G87721BR	GlcNAc
G87721BR	HexNAc
G87724OX	Glc
G87724OX	Hex
G87725YJ	GlcNAc
G87725YJ	HexNAc
G87727MU	GlcNAc
G87727MU	HexNAc
G87727XV	Glc
G87727XV	Hex
G87728VN	GlcNAc
G87728VN	HexNAc
G87739PS	Glc
G87739PS	Hex
G87743LS	GlcNAc
G87743LS	HexNAc
G87743WX	Xxx
G87743XO	Glc
G87743XO	Hex
G87749GH	HexNAc
G87755UZ	GalNAc
G87755UZ	HexNAc
G87762JP	GlcNAc
G87762JP	HexNAc
G87763LL	GlcNAc
G87763LL	HexNAc
G87767GP	GlcNAc
G87767GP	HexNAc
G87769EG	GlcNAc
G87769EG	HexNAc
G87772NA	GalNAc
G87772NA	HexNAc
G87773EB	GlcNAc
G87773EB	HexNAc
G87776GF	Gal
G87776GF	Hex
G87777GG	GlcNAc
G87777GG	HexNAc
G87778AE	GlcNAc
G87778AE	HexNAc
G87779WY	GalNAc
G87779WY	HexNAc
G87784HD	GlcNAc
G87784HD	HexNAc
G87787DE	GlcNAc
G87787DE	HexNAc
G87797TV	GalNAc
G87797TV	HexNAc
G87802WG	GlcNAc
G87802WG	HexNAc
G87805VZ	Pent
G87805VZ	Xyl
G87806PB	HexNAc
G87807PF	GlcNAc
G87807PF	HexNAc
G87807TS	HexNAc
G87808DX	GalNAc
G87808DX	HexNAc
G87813TS	Hex
G87813TS	Man
G87815ZV	GlcNAc
G87815ZV	HexNAc
G87819IQ	GalNAc
G87819IQ	HexNAc
G87820CV	GlcNAc
G87820CV	HexNAc
G87823LR	Glc
G87823LR	Hex
G87823PQ	GlcNAc
G87823PQ	HexNAc
G87825HS	GlcNAc
G87825HS	HexNAc
G87830PS	Glc
G87830PS	Hex
G87838NG	Gal
G87838NG	Hex
G87840XY	GlcNAc
G87840XY	HexNAc
G87841AX	Glc
G87841AX	Hex
G87854BA	GlcNAc
G87854BA	HexNAc
G87857IB	GlcNAc
G87857IB	HexNAc
G87860OU	Hex
G87860OU	Man
G87866DD	GlcNAc
G87866DD	HexNAc
G87867IZ	Glc
G87867IZ	Hex
G87870ZE	GlcNAc
G87870ZE	HexNAc
G87877ES	Pent
G87877ES	Xyl
G87885DY	Hex
G87885DY	Man
G87887TB	GlcNAc
G87887TB	HexNAc
G87889NL	GlcNAc
G87889NL	HexNAc
G87889ZI	Pent
G87889ZI	Xyl
G87900MR	GlcNAc
G87900MR	HexNAc
G87901MO	Pent
G87901MO	Xyl
G87908HE	GlcNAc
G87908HE	HexNAc
G87918MM	GlcNAc
G87918MM	HexNAc
G87921DA	GlcNAc
G87921DA	HexNAc
G87934MY	Glc
G87934MY	Hex
G87937HR	GlcNAc
G87937HR	HexNAc
G87938WR	Glc
G87938WR	Hex
G87945CD	GalNAc
G87945CD	HexNAc
G87947EJ	GlcNAc
G87947EJ	HexNAc
G87961VV	Gal
G87961VV	Hex
G87962JM	GlcNAc
G87962JM	HexNAc
G87978JW	Glc
G87978JW	Hex
G87984PA	GalNAc
G87984PA	HexNAc
G87989AS	Glc
G87989AS	Hex
G87996EB	GalNAc
G87996EB	HexNAc
G87996LM	GlcNAc
G87996LM	HexNAc
G87997PG	Glc
G87997PG	Hex
G88000AO	GlcNAc
G88000AO	HexNAc
G88009HX	Glc
G88009HX	Hex
G88010YW	Glc
G88010YW	Hex
G88012QS	GlcNAc
G88012QS	HexNAc
G88014YP	GalNAc
G88014YP	HexNAc
G88017MO	Glc
G88017MO	Hex
G88027AL	GlcNAc
G88027AL	HexNAc
G88028XS	Gal
G88028XS	Hex
G88030QD	Glc
G88030QD	Hex
G88035KQ	GalNAc
G88035KQ	HexNAc
G88036WG	Gal
G88036WG	Hex
G88038QS	GlcNAc
G88038QS	HexNAc
G88040GC	GlcNAc
G88040GC	HexNAc
G88040XS	GlcNAc
G88040XS	HexNAc
G88043PD	GalNAc
G88043PD	HexNAc
G88047CT	Xxx
G88049IB	GlcNAc
G88049IB	HexNAc
G88052AE	GlcNAc
G88052AE	HexNAc
G88055WY	GalNAc
G88055WY	HexNAc
G88064PU	HexNAc
G88067KZ	GlcNAc
G88067KZ	HexNAc
G88068NL	Glc
G88068NL	Hex
G88068QT	GlcNAc
G88068QT	HexNAc
G88069QW	GlcNAc
G88069QW	HexNAc
G88076OO	Xxx
G88089UV	GalNAc
G88089UV	HexNAc
G88094DN	GlcNAc
G88094DN	HexNAc
G88097LH	GalNAc
G88097LH	HexNAc
G88099FG	Hex
G88099FG	Man
G88105MO	GlcNAc
G88105MO	HexNAc
G88106PG	GlcNAc
G88106PG	HexNAc
G88122BX	GalNAc
G88122BX	HexNAc
G88122VF	Glc
G88122VF	Hex
G88122ZQ	GlcNAc
G88122ZQ	HexNAc
G88127MB	GlcNAc
G88127MB	HexNAc
G88136UV	GlcNAc
G88136UV	HexNAc
G88139CF	GalNAc
G88139CF	HexNAc
G88140NN	GlcNAc
G88140NN	HexNAc
G88141SC	GlcNAc
G88141SC	HexNAc
G88142QX	GalNAc
G88142QX	HexNAc
G88147IJ	Glc
G88147IJ	Hex
G88162NH	GalNAc
G88162NH	HexNAc
G88171EW	Glc
G88171EW	Hex
G88175IX	GlcNAc
G88175IX	HexNAc
G88182GU	Hex
G88185OE	GlcNAc
G88185OE	HexNAc
G88188VJ	Glc
G88188VJ	Hex
G88188XI	GalNAc
G88188XI	HexNAc
G88191LL	GlcNAc
G88191LL	HexNAc
G88192MM	Glc
G88192MM	Hex
G88194BN	Glc
G88194BN	Hex
G88194GI	Gal
G88194GI	Hex
G88198DI	GlcNAc
G88198DI	HexNAc
G88198EJ	GlcNAc
G88198EJ	HexNAc
G88198QR	Glc
G88198QR	Hex
G88202JO	Glc
G88202JO	Hex
G88203PQ	Xxx
G88204LN	GalNAc
G88204LN	HexNAc
G88206YY	Gal
G88206YY	Hex
G88211CH	Gal
G88211CH	Hex
G88216WD	GalNAc
G88216WD	HexNAc
G88219FI	GlcNAc
G88219FI	HexNAc
G88224UD	Glc
G88224UD	Hex
