GlyTouCan AC	Tissue	Species	AnnotationCategory	Source	Source ID
G74862KX	UBERON:0000992	Mouse	Subsumption	GNOme	G81348LS
G74862KX	UBERON:0001155	Mouse	Subsumption	GNOme	G81348LS
G74862KX	UBERON:0002048	Mouse	Subsumption	GNOme	G81348LS
G74862KX	UBERON:0002106	Mouse	Subsumption	GNOme	G81348LS
G74862KX	UBERON:0002108	Mouse	Subsumption	GNOme	G81348LS
G74862KX	UBERON:0002113	Mouse	Subsumption	GNOme	G81348LS
G74862KX	UBERON:0002370	Mouse	Subsumption	GNOme	G81348LS
G74862KX	UBERON:0000160	ZebraFish	Subsumption	GNOme	G74325TG
G74862KX	UBERON:0000948	ZebraFish	Subsumption	GNOme	G74325TG
G74862KX	UBERON:0002419	ZebraFish	Subsumption	GNOme	G74325TG
G74862KX	UBERON:0002535	ZebraFish	Subsumption	GNOme	G74325TG
G74891EV	UBERON:0000955	Mouse	Subsumption	GNOme	G31231LV
G74918LE	UBERON:0000178	Human	Direct	PubMed	29792883
G74918LE	UBERON:0000178	Human	Direct	PubMed	30093973
G74918LE	UBERON:0001969	Human	Direct	PubMed	30242110
G74918LE	UBERON:0000178	Human	Direct	PubMed	30251656
G74918LE	UBERON:0000178	Human	Direct	PubMed	30844485
G74918LE	UBERON:0000178	Human	Direct	TableMaker	GLY_001408
G74918LE	UBERON:0001969	Human	Direct	TableMaker	GLY_001408
G74918LE	UBERON:0000955	ZebraFish	Subsumption	GNOme	G90889KG
G74930DK	UBERON:0000955	Mouse	Subsumption	GNOme	G22658BN
G74930NM	UBERON:0001969	Human	Subsumption	GNOme	G27919IH
G74930NM	UBERON:0001969	Human	Subsumption	GNOme	G58667NI
G74930NM	UBERON:0000473	ZebraFish	Subsumption	GNOme	G03015LB
G74930NM	UBERON:0000955	ZebraFish	Subsumption	GNOme	G03015LB
G74930NM	UBERON:0002535	ZebraFish	Subsumption	GNOme	G03015LB
G74930WP	UBERON:0000178	Human	Direct	PubMed	30251656
G74930WP	UBERON:0000178	Human	Direct	PubMed	30844485
G74930WP	UBERON:0000178	Human	Direct	TableMaker	GLY_001408
G74971IR	UBERON:0001969	Human	Subsumption	GNOme	G27919IH
G74977PX	UBERON:0000948	Human	Subsumption	GNOme	G67200RM
G74977PX	UBERON:0001155	Human	Subsumption	GNOme	G67200RM
G74977PX	UBERON:0001827	Human	Subsumption	GNOme	G67200RM
G74977PX	UBERON:0002048	Human	Subsumption	GNOme	G67200RM
G74977PX	UBERON:0002106	Human	Subsumption	GNOme	G67200RM
G74977PX	UBERON:0002419	Human	Subsumption	GNOme	G67200RM
G74977PX	UBERON:0000955	Mouse	Subsumption	GNOme	G67200RM
G74977PX	UBERON:0000964	Mouse	Subsumption	GNOme	G67200RM
G74977PX	UBERON:0001155	Mouse	Subsumption	GNOme	G67200RM
G74977PX	UBERON:0002106	Mouse	Subsumption	GNOme	G67200RM
G74977PX	UBERON:0002113	Mouse	Subsumption	GNOme	G67200RM
G74977PX	UBERON:0002370	Mouse	Subsumption	GNOme	G67200RM
G74992YO	UBERON:0000160	ZebraFish	Subsumption	GNOme	G56682BC
G74992YO	UBERON:0000473	ZebraFish	Subsumption	GNOme	G56682BC
G74992YO	UBERON:0000948	ZebraFish	Subsumption	GNOme	G56682BC
G74992YO	UBERON:0000955	ZebraFish	Subsumption	GNOme	G56682BC
G74992YO	UBERON:0002107	ZebraFish	Subsumption	GNOme	G56682BC
G74992YO	UBERON:0002419	ZebraFish	Subsumption	GNOme	G56682BC
G74992YO	UBERON:0002535	ZebraFish	Subsumption	GNOme	G56682BC
G75006KF	UBERON:0002048	Human	Subsumption	GNOme	G71814IY
G75006KF	UBERON:0002185	Human	Subsumption	GNOme	G71814IY
G75029KP	UBERON:0002370	Mouse	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G75029KP	UBERON:0002370	Mouse	Direct	GlyCosmos	G75029KP
G75036QF	UBERON:0000948	Human	Subsumption	GNOme	G13816KB
G75036QF	UBERON:0000165	Human	Subsumption	GNOme	G31972CO
G75041IL	UBERON:0002419	ZebraFish	Direct	DOI	10.1038/s41467-018-06950-3
G75041IL	UBERON:0002535	ZebraFish	Direct	DOI	10.1038/s41467-018-06950-3
G75041IL	UBERON:0002419	ZebraFish	Direct	GlyCosmos	G75041IL
G75041IL	UBERON:0002535	ZebraFish	Direct	GlyCosmos	G75041IL
G75041IL	UBERON:0002419	ZebraFish	Direct	PubMed	30405127
G75041IL	UBERON:0002535	ZebraFish	Direct	PubMed	30405127
G75060TO	UBERON:0000165	Human	Subsumption	GNOme	G13947MP
G75060TO	UBERON:0000948	Human	Direct	PubMed	39988192
G75060TO	UBERON:0000948	Human	Direct	TableMaker	GLY_001408
G75079FY	UBERON:0000178	Human	Subsumption	GNOme	G01612WN
G75079FY	UBERON:0001969	Human	Subsumption	GNOme	G01612WN
G75079FY	UBERON:0000029	Human	Subsumption	GNOme	G11801TI
G75079FY	UBERON:0000948	Human	Subsumption	GNOme	G11801TI
G75079FY	UBERON:0001155	Human	Subsumption	GNOme	G11801TI
G75079FY	UBERON:0002048	Human	Subsumption	GNOme	G11801TI
G75079FY	UBERON:0002106	Human	Subsumption	GNOme	G11801TI
G75079FY	UBERON:0002107	Human	Subsumption	GNOme	G11801TI
G75079FY	UBERON:0002419	Human	Subsumption	GNOme	G11801TI
G75079FY	UBERON:0000178	Human	Subsumption	GNOme	G31263FF
G75079FY	UBERON:0001969	Human	Subsumption	GNOme	G31263FF
G75079FY	UBERON:0001977	Human	Subsumption	GNOme	G48713OY
G75079FY	UBERON:0000178	Human	Subsumption	GNOme	G63359KO
G75079FY	UBERON:0002048	Human	Subsumption	GNOme	G65573RJ
G75081UH	UBERON:0000160	ZebraFish	Subsumption	GNOme	G70658PP
G75085RR	UBERON:0000178	Human	Subsumption	GNOme	G15993DW
G75085RR	UBERON:0001969	Human	Subsumption	GNOme	G15993DW
G75085RR	UBERON:0000178	Human	Subsumption	GNOme	G17302SL
G75085RR	UBERON:0000029	Human	Subsumption	GNOme	G54645BJ
G75085RR	UBERON:0000948	Human	Subsumption	GNOme	G54645BJ
G75085RR	UBERON:0001155	Human	Subsumption	GNOme	G54645BJ
G75085RR	UBERON:0002048	Human	Subsumption	GNOme	G54645BJ
G75085RR	UBERON:0002106	Human	Subsumption	GNOme	G54645BJ
G75085RR	UBERON:0002107	Human	Subsumption	GNOme	G54645BJ
G75085RR	UBERON:0002108	Human	Subsumption	GNOme	G54645BJ
G75085RR	UBERON:0000178	Human	Subsumption	GNOme	G91589RL
G75085RR	UBERON:0000178	Human	Subsumption	GNOme	G97792DS
G75085RR	UBERON:0001969	Human	Subsumption	GNOme	G97792DS
G75112YX	UBERON:0000992	ZebraFish	Subsumption	GNOme	G76064HC
G75160OS	UBERON:0000955	Mouse	Subsumption	GNOme	G32205YW
G75160OS	UBERON:0001155	Mouse	Subsumption	GNOme	G32205YW
G75160OS	UBERON:0002113	Mouse	Subsumption	GNOme	G32205YW
G75160OS	UBERON:0000955	ZebraFish	Subsumption	GNOme	G30623ZE
G75160OS	UBERON:0002535	ZebraFish	Subsumption	GNOme	G30623ZE
G75165AS	UBERON:0002106	Human	Subsumption	GNOme	G58337JV
G75214LQ	UBERON:0000473	Mouse	Subsumption	GNOme	G31026DI
G75214LQ	UBERON:0000948	Mouse	Subsumption	GNOme	G31026DI
G75214LQ	UBERON:0000964	Mouse	Subsumption	GNOme	G31026DI
G75214LQ	UBERON:0002048	Mouse	Subsumption	GNOme	G31026DI
G75214LQ	UBERON:0002106	Mouse	Subsumption	GNOme	G31026DI
G75214LQ	UBERON:0002107	Mouse	Subsumption	GNOme	G31026DI
G75214LQ	UBERON:0002370	Mouse	Subsumption	GNOme	G31026DI
G75237AB	UBERON:0000473	ZebraFish	Subsumption	GNOme	G55157XP
G75237AB	UBERON:0002535	ZebraFish	Subsumption	GNOme	G55157XP
G75258NZ	UBERON:0002535	ZebraFish	Direct	DOI	10.1038/s41467-018-06950-3
G75258NZ	UBERON:0002535	ZebraFish	Direct	GlyCosmos	G75258NZ
G75258NZ	UBERON:0002535	ZebraFish	Direct	PubMed	30405127
G75299FS	UBERON:0002370	Mouse	Subsumption	GNOme	G26816AP
G75300HM	UBERON:0000160	ZebraFish	Subsumption	GNOme	G65562ZE
G75300HM	UBERON:0000948	ZebraFish	Subsumption	GNOme	G65562ZE
G75300HM	UBERON:0002107	ZebraFish	Subsumption	GNOme	G65562ZE
G75310PZ	UBERON:0001969	Human	Subsumption	GNOme	G78059CC
G75329DE	UBERON:0000323	FruitFly	Subsumption	GNOme	G39389UU
G75329DE	UBERON:0000922	FruitFly	Subsumption	GNOme	G39389UU
G75329DE	UBERON:0019248	FruitFly	Subsumption	GNOme	G39389UU
G75329DE	UBERON:0001969	Human	Subsumption	GNOme	G30159WR
G75329DE	UBERON:0002107	Human	Subsumption	GNOme	G51739IA
G75329DE	UBERON:0000029	Human	Subsumption	GNOme	G58284AM
G75329DE	UBERON:0000948	Human	Subsumption	GNOme	G58284AM
G75329DE	UBERON:0001155	Human	Subsumption	GNOme	G58284AM
G75329DE	UBERON:0001264	Human	Subsumption	GNOme	G58284AM
G75329DE	UBERON:0002048	Human	Subsumption	GNOme	G58284AM
G75329DE	UBERON:0002106	Human	Subsumption	GNOme	G58284AM
G75329DE	UBERON:0002107	Human	Subsumption	GNOme	G58284AM
G75329DE	UBERON:0002108	Human	Subsumption	GNOme	G58284AM
G75329DE	UBERON:0002419	Human	Subsumption	GNOme	G58284AM
G75329DE	UBERON:0001977	Human	Subsumption	GNOme	G60956VN
G75329DE	UBERON:0002107	Human	Subsumption	GNOme	G74259JB
G75329DE	UBERON:0001969	Human	Subsumption	GNOme	G86821NY
G75329DE	UBERON:0000473	Mouse	Subsumption	GNOme	G58284AM
G75329DE	UBERON:0000948	Mouse	Subsumption	GNOme	G58284AM
G75329DE	UBERON:0000955	Mouse	Subsumption	GNOme	G58284AM
G75329DE	UBERON:0001155	Mouse	Subsumption	GNOme	G58284AM
G75329DE	UBERON:0002106	Mouse	Subsumption	GNOme	G58284AM
G75329DE	UBERON:0002107	Mouse	Subsumption	GNOme	G58284AM
G75329DE	UBERON:0002108	Mouse	Subsumption	GNOme	G58284AM
G75329DE	UBERON:0002113	Mouse	Subsumption	GNOme	G58284AM
G75329DE	UBERON:0002370	Mouse	Subsumption	GNOme	G58284AM
G75329DE	UBERON:0002048	Mouse	Subsumption	GNOme	G91302LT
G75329DE	UBERON:0000160	ZebraFish	Subsumption	GNOme	G60956VN
G75329DE	UBERON:0000473	ZebraFish	Subsumption	GNOme	G60956VN
G75329DE	UBERON:0000948	ZebraFish	Subsumption	GNOme	G60956VN
G75329DE	UBERON:0000955	ZebraFish	Subsumption	GNOme	G60956VN
G75329DE	UBERON:0002107	ZebraFish	Subsumption	GNOme	G60956VN
G75329DE	UBERON:0002419	ZebraFish	Subsumption	GNOme	G60956VN
G75329DE	UBERON:0002535	ZebraFish	Subsumption	GNOme	G60956VN
G75331VH	UBERON:0002107	Human	Subsumption	GNOme	G13519DN
G75365RL	UBERON:0002107	Human	Subsumption	GNOme	G84663MB
G75365RL	UBERON:0002107	Human	Subsumption	GNOme	G95455DG
G75385KJ	UBERON:0002048	Human	Subsumption	GNOme	G24977IR
G75385KJ	UBERON:0000948	Mouse	Subsumption	GNOme	G01855OX
G75385KJ	UBERON:0001155	Mouse	Subsumption	GNOme	G01855OX
G75385KJ	UBERON:0002048	Mouse	Subsumption	GNOme	G01855OX
G75385KJ	UBERON:0002106	Mouse	Subsumption	GNOme	G01855OX
G75385KJ	UBERON:0002107	Mouse	Subsumption	GNOme	G01855OX
G75385KJ	UBERON:0002108	Mouse	Subsumption	GNOme	G01855OX
G75385KJ	UBERON:0002048	Mouse	Subsumption	GNOme	G24977IR
G75385KJ	UBERON:0002106	Mouse	Subsumption	GNOme	G24977IR
G75385KJ	UBERON:0002370	Mouse	Subsumption	GNOme	G24977IR
G75410AW	UBERON:0001969	Human	Subsumption	GNOme	G30159WR
G75410AW	UBERON:0002107	Human	Subsumption	GNOme	G51739IA
G75410AW	UBERON:0000029	Human	Subsumption	GNOme	G58284AM
G75410AW	UBERON:0000948	Human	Subsumption	GNOme	G58284AM
G75410AW	UBERON:0001155	Human	Subsumption	GNOme	G58284AM
G75410AW	UBERON:0001264	Human	Subsumption	GNOme	G58284AM
G75410AW	UBERON:0002048	Human	Subsumption	GNOme	G58284AM
G75410AW	UBERON:0002106	Human	Subsumption	GNOme	G58284AM
G75410AW	UBERON:0002107	Human	Subsumption	GNOme	G58284AM
G75410AW	UBERON:0002108	Human	Subsumption	GNOme	G58284AM
G75410AW	UBERON:0002419	Human	Subsumption	GNOme	G58284AM
G75410AW	UBERON:0001977	Human	Subsumption	GNOme	G60956VN
G75410AW	UBERON:0000473	Mouse	Subsumption	GNOme	G58284AM
G75410AW	UBERON:0000948	Mouse	Subsumption	GNOme	G58284AM
G75410AW	UBERON:0000955	Mouse	Subsumption	GNOme	G58284AM
G75410AW	UBERON:0001155	Mouse	Subsumption	GNOme	G58284AM
G75410AW	UBERON:0002106	Mouse	Subsumption	GNOme	G58284AM
G75410AW	UBERON:0002107	Mouse	Subsumption	GNOme	G58284AM
G75410AW	UBERON:0002108	Mouse	Subsumption	GNOme	G58284AM
G75410AW	UBERON:0002113	Mouse	Subsumption	GNOme	G58284AM
G75410AW	UBERON:0002370	Mouse	Subsumption	GNOme	G58284AM
G75410AW	UBERON:0002048	Mouse	Subsumption	GNOme	G91302LT
G75410AW	UBERON:0000160	ZebraFish	Subsumption	GNOme	G60956VN
G75410AW	UBERON:0000473	ZebraFish	Subsumption	GNOme	G60956VN
G75410AW	UBERON:0000948	ZebraFish	Subsumption	GNOme	G60956VN
G75410AW	UBERON:0000955	ZebraFish	Subsumption	GNOme	G60956VN
G75410AW	UBERON:0002107	ZebraFish	Subsumption	GNOme	G60956VN
G75410AW	UBERON:0002419	ZebraFish	Subsumption	GNOme	G60956VN
G75410AW	UBERON:0002535	ZebraFish	Subsumption	GNOme	G60956VN
G75424NV	UBERON:0002048	Human	Subsumption	GNOme	G30202PY
G75427YF	UBERON:0002113	Mouse	Subsumption	GNOme	G44067HP
G75442QB	UBERON:0002535	ZebraFish	Subsumption	GNOme	G81649FJ
G75485MQ	UBERON:0000165	Human	Subsumption	GNOme	G22754FQ
G75485MQ	UBERON:0000165	Human	Subsumption	GNOme	G61293SO
G75485MQ	UBERON:0000165	Human	Subsumption	GNOme	G74026TS
G75496QY	UBERON:0000323	FruitFly	Subsumption	GNOme	G39389UU
G75496QY	UBERON:0000922	FruitFly	Subsumption	GNOme	G39389UU
G75496QY	UBERON:0019248	FruitFly	Subsumption	GNOme	G39389UU
G75496QY	UBERON:0001969	Human	Subsumption	GNOme	G30159WR
G75496QY	UBERON:0002107	Human	Subsumption	GNOme	G51739IA
G75496QY	UBERON:0000029	Human	Subsumption	GNOme	G58284AM
G75496QY	UBERON:0000948	Human	Subsumption	GNOme	G58284AM
G75496QY	UBERON:0001155	Human	Subsumption	GNOme	G58284AM
G75496QY	UBERON:0001264	Human	Subsumption	GNOme	G58284AM
G75496QY	UBERON:0002048	Human	Subsumption	GNOme	G58284AM
G75496QY	UBERON:0002106	Human	Subsumption	GNOme	G58284AM
G75496QY	UBERON:0002107	Human	Subsumption	GNOme	G58284AM
G75496QY	UBERON:0002108	Human	Subsumption	GNOme	G58284AM
G75496QY	UBERON:0002419	Human	Subsumption	GNOme	G58284AM
G75496QY	UBERON:0001977	Human	Subsumption	GNOme	G60956VN
G75496QY	UBERON:0002107	Human	Subsumption	GNOme	G74259JB
G75496QY	UBERON:0001969	Human	Subsumption	GNOme	G86821NY
G75496QY	UBERON:0000473	Mouse	Subsumption	GNOme	G58284AM
G75496QY	UBERON:0000948	Mouse	Subsumption	GNOme	G58284AM
G75496QY	UBERON:0000955	Mouse	Subsumption	GNOme	G58284AM
G75496QY	UBERON:0001155	Mouse	Subsumption	GNOme	G58284AM
G75496QY	UBERON:0002106	Mouse	Subsumption	GNOme	G58284AM
G75496QY	UBERON:0002107	Mouse	Subsumption	GNOme	G58284AM
G75496QY	UBERON:0002108	Mouse	Subsumption	GNOme	G58284AM
G75496QY	UBERON:0002113	Mouse	Subsumption	GNOme	G58284AM
G75496QY	UBERON:0002370	Mouse	Subsumption	GNOme	G58284AM
G75496QY	UBERON:0002048	Mouse	Subsumption	GNOme	G91302LT
G75496QY	UBERON:0000955	ZebraFish	Subsumption	GNOme	G04223XQ
G75496QY	UBERON:0000160	ZebraFish	Subsumption	GNOme	G60956VN
G75496QY	UBERON:0000473	ZebraFish	Subsumption	GNOme	G60956VN
G75496QY	UBERON:0000948	ZebraFish	Subsumption	GNOme	G60956VN
G75496QY	UBERON:0000955	ZebraFish	Subsumption	GNOme	G60956VN
G75496QY	UBERON:0002107	ZebraFish	Subsumption	GNOme	G60956VN
G75496QY	UBERON:0002419	ZebraFish	Subsumption	GNOme	G60956VN
G75496QY	UBERON:0002535	ZebraFish	Subsumption	GNOme	G60956VN
G75529YY	UBERON:0000178	Human	Subsumption	GNOme	G44345UH
G75544VU	UBERON:0000948	Mouse	Subsumption	GNOme	G47914FM
G75544VU	UBERON:0002048	Mouse	Subsumption	GNOme	G47914FM
G75544VU	UBERON:0002370	Mouse	Subsumption	GNOme	G47914FM
G75549NT	UBERON:0000029	Human	Subsumption	GNOme	G11801TI
G75549NT	UBERON:0000948	Human	Subsumption	GNOme	G11801TI
G75549NT	UBERON:0001155	Human	Subsumption	GNOme	G11801TI
G75549NT	UBERON:0002048	Human	Subsumption	GNOme	G11801TI
G75549NT	UBERON:0002106	Human	Subsumption	GNOme	G11801TI
G75549NT	UBERON:0002107	Human	Subsumption	GNOme	G11801TI
G75549NT	UBERON:0002419	Human	Subsumption	GNOme	G11801TI
G75549NT	UBERON:0001977	Human	Subsumption	GNOme	G48713OY
G75566BJ	UBERON:0000955	Mouse	Subsumption	GNOme	G88365LW
G75566BJ	UBERON:0000955	ZebraFish	Subsumption	GNOme	G72404VA
G75568BH	UBERON:0002370	Mouse	Subsumption	GNOme	G45110PO
G75568BH	UBERON:0000473	Mouse	Subsumption	GNOme	G52801WH
G75568BH	UBERON:0002048	Mouse	Subsumption	GNOme	G52801WH
G75584YG	UBERON:0000160	ZebraFish	Subsumption	GNOme	G01614ZM
G75584YG	UBERON:0000473	ZebraFish	Subsumption	GNOme	G01614ZM
G75584YG	UBERON:0000948	ZebraFish	Subsumption	GNOme	G01614ZM
G75584YG	UBERON:0000955	ZebraFish	Subsumption	GNOme	G01614ZM
G75584YG	UBERON:0002107	ZebraFish	Subsumption	GNOme	G01614ZM
G75584YG	UBERON:0002419	ZebraFish	Subsumption	GNOme	G01614ZM
G75584YG	UBERON:0002535	ZebraFish	Subsumption	GNOme	G01614ZM
G75597AP	UBERON:0001969	Human	Subsumption	GNOme	G27919IH
G75599XY	UBERON:0000948	Human	Direct	PubMed	39988192
G75599XY	UBERON:0000948	Human	Direct	TableMaker	GLY_001408
G75601RG	UBERON:0000165	Human	Subsumption	GNOme	G51880YN
G75621PH	UBERON:0000948	ZebraFish	Subsumption	GNOme	G67561OD
G75638UV	UBERON:0002107	Human	Subsumption	GNOme	G00608NG
G75638UV	UBERON:0002048	Human	Subsumption	GNOme	G14392SI
G75638UV	UBERON:0002185	Human	Subsumption	GNOme	G14392SI
G75638UV	UBERON:0000029	Human	Subsumption	GNOme	G18890TE
G75638UV	UBERON:0000948	Human	Subsumption	GNOme	G18890TE
G75638UV	UBERON:0001155	Human	Subsumption	GNOme	G18890TE
G75638UV	UBERON:0002048	Human	Subsumption	GNOme	G18890TE
G75638UV	UBERON:0002106	Human	Subsumption	GNOme	G18890TE
G75638UV	UBERON:0002107	Human	Subsumption	GNOme	G18890TE
G75638UV	UBERON:0002419	Human	Subsumption	GNOme	G18890TE
G75638UV	UBERON:0001977	Human	Subsumption	GNOme	G42295MA
G75638UV	UBERON:0002107	Human	Subsumption	GNOme	G49228TH
G75638UV	UBERON:0000178	Human	Subsumption	GNOme	G50940ZR
G75638UV	UBERON:0000178	Human	Subsumption	GNOme	G84795TT
G75638UV	UBERON:0001969	Human	Subsumption	GNOme	G84795TT
G75638UV	UBERON:0000955	Mouse	Subsumption	GNOme	G18890TE
G75645LV	UBERON:0000955	ZebraFish	Direct	PubMed	37998752
G75645LV	UBERON:0000955	ZebraFish	Direct	TableMaker	GLY_001252
G75647BO	UBERON:0000323	FruitFly	Subsumption	GNOme	G64006UO
G75647BO	UBERON:0000922	FruitFly	Subsumption	GNOme	G64006UO
G75647BO	UBERON:0019248	FruitFly	Subsumption	GNOme	G64006UO
G75647BO	UBERON:0000323	FruitFly	Subsumption	GNOme	G94703YT
G75647BO	UBERON:0000922	FruitFly	Subsumption	GNOme	G94703YT
G75647BO	UBERON:0019248	FruitFly	Subsumption	GNOme	G94703YT
G75647BO	UBERON:0001969	Human	Subsumption	GNOme	G27919IH
G75647BO	UBERON:0002107	Human	Subsumption	GNOme	G29950YY
G75647BO	UBERON:0001969	Human	Subsumption	GNOme	G58667NI
G75647BO	UBERON:0000178	Human	Subsumption	GNOme	G67480NQ
G75647BO	UBERON:0001969	Human	Subsumption	GNOme	G67480NQ
G75647BO	UBERON:0002048	Human	Subsumption	GNOme	G67480NQ
G75647BO	UBERON:0002185	Human	Subsumption	GNOme	G67480NQ
G75647BO	UBERON:0002107	Human	Subsumption	GNOme	G96763YB
G75647BO	UBERON:0000029	Human	Subsumption	GNOme	G99873PN
G75647BO	UBERON:0000948	Human	Subsumption	GNOme	G99873PN
G75647BO	UBERON:0001155	Human	Subsumption	GNOme	G99873PN
G75647BO	UBERON:0002048	Human	Subsumption	GNOme	G99873PN
G75647BO	UBERON:0002106	Human	Subsumption	GNOme	G99873PN
G75647BO	UBERON:0002107	Human	Subsumption	GNOme	G99873PN
G75647BO	UBERON:0002108	Human	Subsumption	GNOme	G99873PN
G75647BO	UBERON:0002419	Human	Subsumption	GNOme	G99873PN
G75647BO	UBERON:0000473	Mouse	Subsumption	GNOme	G99873PN
G75647BO	UBERON:0000948	Mouse	Subsumption	GNOme	G99873PN
G75647BO	UBERON:0000955	Mouse	Subsumption	GNOme	G99873PN
G75647BO	UBERON:0000964	Mouse	Subsumption	GNOme	G99873PN
G75647BO	UBERON:0000992	Mouse	Subsumption	GNOme	G99873PN
G75647BO	UBERON:0001155	Mouse	Subsumption	GNOme	G99873PN
G75647BO	UBERON:0002048	Mouse	Subsumption	GNOme	G99873PN
G75647BO	UBERON:0002106	Mouse	Subsumption	GNOme	G99873PN
G75647BO	UBERON:0002107	Mouse	Subsumption	GNOme	G99873PN
G75647BO	UBERON:0002108	Mouse	Subsumption	GNOme	G99873PN
G75647BO	UBERON:0000473	ZebraFish	Subsumption	GNOme	G03015LB
G75647BO	UBERON:0000955	ZebraFish	Subsumption	GNOme	G03015LB
G75647BO	UBERON:0002535	ZebraFish	Subsumption	GNOme	G03015LB
G75648NN	UBERON:0000165	Human	Subsumption	GNOme	G71606HZ
G75648NN	UBERON:0000948	Human	Subsumption	GNOme	G92616HH
G75650VY	UBERON:0002185	Human	Direct	PubMed	23516363
G75650VY	UBERON:0002185	Human	Direct	TableMaker	GLY_001408
G75655NW	UBERON:0001969	Human	Subsumption	GNOme	G40933IC
G75655NW	UBERON:0000178	Human	Subsumption	GNOme	G57419XA
G75655NW	UBERON:0001969	Human	Subsumption	GNOme	G57419XA
G75655NW	UBERON:0000178	Human	Subsumption	GNOme	G66374JF
G75655NW	UBERON:0000178	Human	Subsumption	GNOme	G88918DW
G75655NW	UBERON:0001969	Human	Subsumption	GNOme	G88918DW
G75655NW	UBERON:0000178	Human	Subsumption	GNOme	G96883EM
G75655NW	UBERON:0001969	Human	Subsumption	GNOme	G96883EM
G75660JH	UBERON:0002048	Human	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G75660JH	UBERON:0002106	Human	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G75660JH	UBERON:0002048	Human	Direct	GlyCosmos	G75660JH
G75660JH	UBERON:0002106	Human	Direct	GlyCosmos	G75660JH
G75698JE	UBERON:0001969	Human	Subsumption	GNOme	G30159WR
G75727PF	UBERON:0001969	Human	Subsumption	GNOme	G27919IH
G75727PF	UBERON:0001969	Human	Subsumption	GNOme	G58667NI
G75731LQ	UBERON:0002107	Human	Direct	PubMed	28122943
G75731LQ	UBERON:0002107	Human	Direct	TableMaker	GLY_001408
G75737UX	UBERON:0000473	ZebraFish	Subsumption	GNOme	G49664YG
G75737UX	UBERON:0002419	ZebraFish	Subsumption	GNOme	G49664YG
G75828CP	UBERON:0002107	Human	Subsumption	GNOme	G66225EE
G75828CP	UBERON:0000948	ZebraFish	Subsumption	GNOme	G46748BU
G75828CP	UBERON:0000955	ZebraFish	Subsumption	GNOme	G46748BU
G75841HO	UBERON:0001977	Human	Subsumption	GNOme	G86385RC
G75841SN	UBERON:0001977	Human	Subsumption	GNOme	G37591JC
G75841SN	UBERON:0002107	Human	Direct	PubMed	28122943
G75841SN	UBERON:0002107	Human	Direct	TableMaker	GLY_001408
G75842KF	UBERON:0000029	Human	Subsumption	GNOme	G03652TR
G75842KF	UBERON:0000948	Human	Subsumption	GNOme	G03652TR
G75842KF	UBERON:0001155	Human	Subsumption	GNOme	G03652TR
G75842KF	UBERON:0001264	Human	Subsumption	GNOme	G03652TR
G75842KF	UBERON:0001977	Human	Subsumption	GNOme	G03652TR
G75842KF	UBERON:0002048	Human	Subsumption	GNOme	G03652TR
G75842KF	UBERON:0002106	Human	Subsumption	GNOme	G03652TR
G75842KF	UBERON:0002107	Human	Subsumption	GNOme	G03652TR
G75842KF	UBERON:0002108	Human	Subsumption	GNOme	G03652TR
G75842KF	UBERON:0002419	Human	Subsumption	GNOme	G03652TR
G75842KF	UBERON:0000473	Mouse	Subsumption	GNOme	G03652TR
G75842KF	UBERON:0000948	Mouse	Subsumption	GNOme	G03652TR
G75842KF	UBERON:0000955	Mouse	Subsumption	GNOme	G03652TR
G75842KF	UBERON:0000964	Mouse	Subsumption	GNOme	G03652TR
G75842KF	UBERON:0000992	Mouse	Subsumption	GNOme	G03652TR
G75842KF	UBERON:0001155	Mouse	Subsumption	GNOme	G03652TR
G75842KF	UBERON:0002048	Mouse	Subsumption	GNOme	G03652TR
G75842KF	UBERON:0002106	Mouse	Subsumption	GNOme	G03652TR
G75842KF	UBERON:0002107	Mouse	Subsumption	GNOme	G03652TR
G75842KF	UBERON:0002108	Mouse	Subsumption	GNOme	G03652TR
G75842KF	UBERON:0002113	Mouse	Subsumption	GNOme	G03652TR
G75842KF	UBERON:0002370	Mouse	Subsumption	GNOme	G03652TR
G75844KS	UBERON:0000948	Human	Direct	PubMed	39988192
G75844KS	UBERON:0000948	Human	Direct	TableMaker	GLY_001408
G75869FC	UBERON:0000955	Mouse	Subsumption	GNOme	G32205YW
G75869FC	UBERON:0001155	Mouse	Subsumption	GNOme	G32205YW
G75869FC	UBERON:0002113	Mouse	Subsumption	GNOme	G32205YW
G75869FC	UBERON:0000955	ZebraFish	Subsumption	GNOme	G27944BD
G75869FC	UBERON:0000955	ZebraFish	Subsumption	GNOme	G30623ZE
G75869FC	UBERON:0002535	ZebraFish	Subsumption	GNOme	G30623ZE
G75886II	UBERON:0001977	Human	Subsumption	GNOme	G88242BL
G75893HQ	UBERON:0001969	Human	Subsumption	GNOme	G58667NI
G75927LH	UBERON:0002107	Human	Direct	PubMed	28122943
G75927LH	UBERON:0002107	Human	Direct	TableMaker	GLY_001408
G75937HT	UBERON:0000178	Human	Subsumption	GNOme	G01612WN
G75937HT	UBERON:0001969	Human	Subsumption	GNOme	G01612WN
