GlyTouCan AC	Tissue	Species	AnnotationCategory	Source	Source ID
G00008SX	UBERON:0002107	Human	Direct	PubMed	28122943
G00008SX	UBERON:0002107	Human	Direct	TableMaker	GLY_001408
G00025HU	UBERON:0001977	Human	Subsumption	GNOme	G88242BL
G00028MO	UBERON:0000029	Human	Subsumption	GNOme	G03652TR
G00028MO	UBERON:0000948	Human	Subsumption	GNOme	G03652TR
G00028MO	UBERON:0001155	Human	Subsumption	GNOme	G03652TR
G00028MO	UBERON:0001264	Human	Subsumption	GNOme	G03652TR
G00028MO	UBERON:0001977	Human	Subsumption	GNOme	G03652TR
G00028MO	UBERON:0002048	Human	Subsumption	GNOme	G03652TR
G00028MO	UBERON:0002106	Human	Subsumption	GNOme	G03652TR
G00028MO	UBERON:0002107	Human	Subsumption	GNOme	G03652TR
G00028MO	UBERON:0002108	Human	Subsumption	GNOme	G03652TR
G00028MO	UBERON:0002419	Human	Subsumption	GNOme	G03652TR
G00028MO	UBERON:0000473	Mouse	Subsumption	GNOme	G03652TR
G00028MO	UBERON:0000948	Mouse	Subsumption	GNOme	G03652TR
G00028MO	UBERON:0000955	Mouse	Subsumption	GNOme	G03652TR
G00028MO	UBERON:0000964	Mouse	Subsumption	GNOme	G03652TR
G00028MO	UBERON:0000992	Mouse	Subsumption	GNOme	G03652TR
G00028MO	UBERON:0001155	Mouse	Subsumption	GNOme	G03652TR
G00028MO	UBERON:0002048	Mouse	Subsumption	GNOme	G03652TR
G00028MO	UBERON:0002106	Mouse	Subsumption	GNOme	G03652TR
G00028MO	UBERON:0002107	Mouse	Subsumption	GNOme	G03652TR
G00028MO	UBERON:0002108	Mouse	Subsumption	GNOme	G03652TR
G00028MO	UBERON:0002113	Mouse	Subsumption	GNOme	G03652TR
G00028MO	UBERON:0002370	Mouse	Subsumption	GNOme	G03652TR
G00030MO	UBERON:0001977	Human	Subsumption	GNOme	G88876JQ
G00030MO	UBERON:0000160	ZebraFish	Subsumption	GNOme	G88876JQ
G00030MO	UBERON:0000473	ZebraFish	Subsumption	GNOme	G88876JQ
G00030MO	UBERON:0000948	ZebraFish	Subsumption	GNOme	G88876JQ
G00051UX	UBERON:0000948	Human	Subsumption	GNOme	G67200RM
G00051UX	UBERON:0001155	Human	Subsumption	GNOme	G67200RM
G00051UX	UBERON:0001827	Human	Subsumption	GNOme	G67200RM
G00051UX	UBERON:0002048	Human	Subsumption	GNOme	G67200RM
G00051UX	UBERON:0002106	Human	Subsumption	GNOme	G67200RM
G00051UX	UBERON:0002419	Human	Subsumption	GNOme	G67200RM
G00051UX	UBERON:0000955	Mouse	Subsumption	GNOme	G67200RM
G00051UX	UBERON:0000964	Mouse	Subsumption	GNOme	G67200RM
G00051UX	UBERON:0001155	Mouse	Subsumption	GNOme	G67200RM
G00051UX	UBERON:0002106	Mouse	Subsumption	GNOme	G67200RM
G00051UX	UBERON:0002113	Mouse	Subsumption	GNOme	G67200RM
G00051UX	UBERON:0002370	Mouse	Subsumption	GNOme	G67200RM
G00057LF	UBERON:0001977	Human	Subsumption	GNOme	G01670UQ
G00057LF	UBERON:0000178	Human	Subsumption	GNOme	G03934AE
G00057LF	UBERON:0001969	Human	Subsumption	GNOme	G03934AE
G00057LF	UBERON:0002107	Human	Subsumption	GNOme	G13245XY
G00057LF	UBERON:0002048	Human	Subsumption	GNOme	G37427AX
G00057LF	UBERON:0002185	Human	Subsumption	GNOme	G37427AX
G00057LF	UBERON:0001977	Human	Subsumption	GNOme	G37591JC
G00057LF	UBERON:0000178	Human	Subsumption	GNOme	G43054OI
G00057LF	UBERON:0001969	Human	Subsumption	GNOme	G43054OI
G00057LF	UBERON:0002107	Human	Subsumption	GNOme	G58533RL
G00057LF	UBERON:0000178	Human	Subsumption	GNOme	G64536GL
G00057LF	UBERON:0002107	Human	Subsumption	GNOme	G75841SN
G00057LF	UBERON:0000029	Human	Subsumption	GNOme	G84553QQ
G00057LF	UBERON:0000948	Human	Subsumption	GNOme	G84553QQ
G00057LF	UBERON:0001155	Human	Subsumption	GNOme	G84553QQ
G00057LF	UBERON:0002048	Human	Subsumption	GNOme	G84553QQ
G00057LF	UBERON:0002106	Human	Subsumption	GNOme	G84553QQ
G00057LF	UBERON:0002107	Human	Subsumption	GNOme	G84553QQ
G00057LF	UBERON:0002108	Human	Subsumption	GNOme	G84553QQ
G00057LF	UBERON:0002419	Human	Subsumption	GNOme	G84553QQ
G00057LF	UBERON:0000948	Mouse	Subsumption	GNOme	G84553QQ
G00057LF	UBERON:0000964	Mouse	Subsumption	GNOme	G84553QQ
G00057LF	UBERON:0000992	Mouse	Subsumption	GNOme	G84553QQ
G00057LF	UBERON:0002048	Mouse	Subsumption	GNOme	G84553QQ
G00057LF	UBERON:0002107	Mouse	Subsumption	GNOme	G84553QQ
G00057LF	UBERON:0002535	ZebraFish	Subsumption	GNOme	G85507NU
G00071MO	UBERON:0000473	ZebraFish	Subsumption	GNOme	G00407UJ
G00071MO	UBERON:0002535	ZebraFish	Subsumption	GNOme	G00407UJ
G00083FE	UBERON:0001155	Human	Subsumption	GNOme	G59303WP
G00083FE	UBERON:0002108	Human	Subsumption	GNOme	G59303WP
G00083FE	UBERON:0000955	Mouse	Subsumption	GNOme	G09325HD
G00083FE	UBERON:0000473	Mouse	Subsumption	GNOme	G59303WP
G00083FE	UBERON:0002048	Mouse	Subsumption	GNOme	G59303WP
G00083FE	UBERON:0002113	Mouse	Subsumption	GNOme	G59303WP
G00120OY	UBERON:0001155	Human	Subsumption	GNOme	G59303WP
G00120OY	UBERON:0002108	Human	Subsumption	GNOme	G59303WP
G00120OY	UBERON:0000473	Mouse	Subsumption	GNOme	G59303WP
G00120OY	UBERON:0002048	Mouse	Subsumption	GNOme	G59303WP
G00120OY	UBERON:0002113	Mouse	Subsumption	GNOme	G59303WP
G00124PC	UBERON:0002048	Mouse	Subsumption	GNOme	G07433WY
G00124PC	UBERON:0000948	Mouse	Subsumption	GNOme	G91179XY
G00124PC	UBERON:0002106	Mouse	Subsumption	GNOme	G91179XY
G00199PM	UBERON:0000323	FruitFly	Subsumption	GNOme	G77141OA
G00199PM	UBERON:0000922	FruitFly	Subsumption	GNOme	G77141OA
G00199PM	UBERON:0019248	FruitFly	Subsumption	GNOme	G77141OA
G00208WQ	UBERON:0000323	FruitFly	Subsumption	GNOme	G01595WZ
G00208WQ	UBERON:0000922	FruitFly	Subsumption	GNOme	G01595WZ
G00208WQ	UBERON:0019248	FruitFly	Subsumption	GNOme	G01595WZ
G00211WY	UBERON:0000160	ZebraFish	Direct	DOI	10.1038/s41467-018-06950-3
G00211WY	UBERON:0000948	ZebraFish	Direct	DOI	10.1038/s41467-018-06950-3
G00211WY	UBERON:0000955	ZebraFish	Direct	DOI	10.1038/s41467-018-06950-3
G00211WY	UBERON:0002419	ZebraFish	Direct	DOI	10.1038/s41467-018-06950-3
G00211WY	UBERON:0002535	ZebraFish	Direct	DOI	10.1038/s41467-018-06950-3
G00211WY	UBERON:0000160	ZebraFish	Direct	GlyCosmos	G00211WY
G00211WY	UBERON:0000948	ZebraFish	Direct	GlyCosmos	G00211WY
G00211WY	UBERON:0000955	ZebraFish	Direct	GlyCosmos	G00211WY
G00211WY	UBERON:0002419	ZebraFish	Direct	GlyCosmos	G00211WY
G00211WY	UBERON:0002535	ZebraFish	Direct	GlyCosmos	G00211WY
G00211WY	UBERON:0000160	ZebraFish	Direct	PubMed	30405127
G00211WY	UBERON:0000948	ZebraFish	Direct	PubMed	30405127
G00211WY	UBERON:0000955	ZebraFish	Direct	PubMed	30405127
G00211WY	UBERON:0002419	ZebraFish	Direct	PubMed	30405127
G00211WY	UBERON:0002535	ZebraFish	Direct	PubMed	30405127
G00219DO	UBERON:0000473	ZebraFish	Subsumption	GNOme	G49664YG
G00219DO	UBERON:0002419	ZebraFish	Subsumption	GNOme	G49664YG
G00229TF	UBERON:0000948	Human	Subsumption	GNOme	G11684FJ
G00229TF	UBERON:0000948	Human	Subsumption	GNOme	G33131IJ
G00229TF	UBERON:0002048	Human	Subsumption	GNOme	G79730DI
G00229TF	UBERON:0002185	Human	Subsumption	GNOme	G79730DI
G00229TF	UBERON:0000165	Human	Subsumption	GNOme	G84448IT
G00235HI	UBERON:0002107	Human	Subsumption	GNOme	G00008SX
G00235HI	UBERON:0000178	Human	Subsumption	GNOme	G05098BI
G00248DH	UBERON:0001155	Human	Subsumption	GNOme	G80403HA
G00248DH	UBERON:0001264	Human	Subsumption	GNOme	G80403HA
G00248DH	UBERON:0002106	Human	Subsumption	GNOme	G80403HA
G00248DH	UBERON:0002107	Human	Subsumption	GNOme	G80403HA
G00248DH	UBERON:0002419	Human	Subsumption	GNOme	G80403HA
G00248DH	UBERON:0002048	Human	Direct	PubMed	23516363
G00248DH	UBERON:0002185	Human	Direct	PubMed	23516363
G00248DH	UBERON:0002048	Human	Direct	TableMaker	GLY_001408
G00248DH	UBERON:0002185	Human	Direct	TableMaker	GLY_001408
G00249XR	UBERON:0000948	Human	Subsumption	GNOme	G64188CP
G00249XR	UBERON:0001155	Human	Subsumption	GNOme	G64188CP
G00249XR	UBERON:0001264	Human	Subsumption	GNOme	G64188CP
G00249XR	UBERON:0002048	Human	Subsumption	GNOme	G64188CP
G00249XR	UBERON:0002108	Human	Subsumption	GNOme	G64188CP
G00249XR	UBERON:0000955	Mouse	Subsumption	GNOme	G64188CP
G00249XR	UBERON:0002048	Mouse	Subsumption	GNOme	G64188CP
G00249XR	UBERON:0002107	Mouse	Subsumption	GNOme	G64188CP
G00249XR	UBERON:0002113	Mouse	Subsumption	GNOme	G64188CP
G00249XR	UBERON:0002419	ZebraFish	Subsumption	GNOme	G14264XE
G00249XR	UBERON:0000160	ZebraFish	Subsumption	GNOme	G96587VR
G00249XR	UBERON:0000473	ZebraFish	Subsumption	GNOme	G96587VR
G00249XR	UBERON:0000948	ZebraFish	Subsumption	GNOme	G96587VR
G00249XR	UBERON:0000992	ZebraFish	Subsumption	GNOme	G96587VR
G00249XR	UBERON:0002107	ZebraFish	Subsumption	GNOme	G96587VR
G00249XR	UBERON:0002419	ZebraFish	Subsumption	GNOme	G96587VR
G00249XR	UBERON:0002535	ZebraFish	Subsumption	GNOme	G96587VR
G00250DZ	UBERON:0001155	Human	Subsumption	GNOme	G02162DJ
G00250DZ	UBERON:0001155	Human	Subsumption	GNOme	G45503YQ
G00250DZ	UBERON:0002048	Human	Subsumption	GNOme	G45503YQ
G00250DZ	UBERON:0002106	Human	Subsumption	GNOme	G61862FV
G00257RE	UBERON:0002185	Human	Direct	PubMed	23516363
G00257RE	UBERON:0002185	Human	Direct	TableMaker	GLY_001408
G00282XO	UBERON:0000955	ZebraFish	Subsumption	GNOme	G54442GQ
G00301DC	UBERON:0002107	Human	Subsumption	GNOme	G24586YK
G00301DC	UBERON:0000955	ZebraFish	Subsumption	GNOme	G67302OM
G00314SC	UBERON:0000948	Human	Direct	PubMed	39988192
G00314SC	UBERON:0000948	Human	Direct	TableMaker	GLY_001408
G00318AV	UBERON:0000029	Human	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G00318AV	UBERON:0000948	Human	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G00318AV	UBERON:0001155	Human	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G00318AV	UBERON:0001264	Human	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G00318AV	UBERON:0002048	Human	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G00318AV	UBERON:0002106	Human	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G00318AV	UBERON:0002107	Human	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G00318AV	UBERON:0002108	Human	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G00318AV	UBERON:0002419	Human	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G00318AV	UBERON:0001977	Human	Subsumption	GNOme	G69725KG
G00318AV	UBERON:0001977	Human	Subsumption	GNOme	G72954XC
G00318AV	UBERON:0000029	Human	Direct	GlyCosmos	G00318AV
G00318AV	UBERON:0000948	Human	Direct	GlyCosmos	G00318AV
G00318AV	UBERON:0001155	Human	Direct	GlyCosmos	G00318AV
G00318AV	UBERON:0001264	Human	Direct	GlyCosmos	G00318AV
G00318AV	UBERON:0002048	Human	Direct	GlyCosmos	G00318AV
G00318AV	UBERON:0002106	Human	Direct	GlyCosmos	G00318AV
G00318AV	UBERON:0002107	Human	Direct	GlyCosmos	G00318AV
G00318AV	UBERON:0002108	Human	Direct	GlyCosmos	G00318AV
G00318AV	UBERON:0002419	Human	Direct	GlyCosmos	G00318AV
G00318AV	UBERON:0000473	Mouse	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G00318AV	UBERON:0000948	Mouse	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G00318AV	UBERON:0000955	Mouse	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G00318AV	UBERON:0000964	Mouse	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G00318AV	UBERON:0000992	Mouse	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G00318AV	UBERON:0002048	Mouse	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G00318AV	UBERON:0002106	Mouse	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G00318AV	UBERON:0002107	Mouse	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G00318AV	UBERON:0000473	Mouse	Direct	GlyCosmos	G00318AV
G00318AV	UBERON:0000948	Mouse	Direct	GlyCosmos	G00318AV
G00318AV	UBERON:0000955	Mouse	Direct	GlyCosmos	G00318AV
G00318AV	UBERON:0000964	Mouse	Direct	GlyCosmos	G00318AV
G00318AV	UBERON:0000992	Mouse	Direct	GlyCosmos	G00318AV
G00318AV	UBERON:0002048	Mouse	Direct	GlyCosmos	G00318AV
G00318AV	UBERON:0002106	Mouse	Direct	GlyCosmos	G00318AV
G00318AV	UBERON:0002107	Mouse	Direct	GlyCosmos	G00318AV
G00318AV	UBERON:0000955	ZebraFish	Subsumption	GNOme	G90889KG
G00321MZ	UBERON:0002048	Human	Subsumption	GNOme	G35284MT
G00321MZ	UBERON:0002185	Human	Subsumption	GNOme	G35284MT
G00328HB	UBERON:0000029	Human	Subsumption	GNOme	G03652TR
G00328HB	UBERON:0000948	Human	Subsumption	GNOme	G03652TR
G00328HB	UBERON:0001155	Human	Subsumption	GNOme	G03652TR
G00328HB	UBERON:0001264	Human	Subsumption	GNOme	G03652TR
G00328HB	UBERON:0001977	Human	Subsumption	GNOme	G03652TR
G00328HB	UBERON:0002048	Human	Subsumption	GNOme	G03652TR
G00328HB	UBERON:0002106	Human	Subsumption	GNOme	G03652TR
G00328HB	UBERON:0002107	Human	Subsumption	GNOme	G03652TR
G00328HB	UBERON:0002108	Human	Subsumption	GNOme	G03652TR
G00328HB	UBERON:0002419	Human	Subsumption	GNOme	G03652TR
G00328HB	UBERON:0000473	Mouse	Subsumption	GNOme	G03652TR
G00328HB	UBERON:0000948	Mouse	Subsumption	GNOme	G03652TR
G00328HB	UBERON:0000955	Mouse	Subsumption	GNOme	G03652TR
G00328HB	UBERON:0000964	Mouse	Subsumption	GNOme	G03652TR
G00328HB	UBERON:0000992	Mouse	Subsumption	GNOme	G03652TR
G00328HB	UBERON:0001155	Mouse	Subsumption	GNOme	G03652TR
G00328HB	UBERON:0002048	Mouse	Subsumption	GNOme	G03652TR
G00328HB	UBERON:0002106	Mouse	Subsumption	GNOme	G03652TR
G00328HB	UBERON:0002107	Mouse	Subsumption	GNOme	G03652TR
G00328HB	UBERON:0002108	Mouse	Subsumption	GNOme	G03652TR
G00328HB	UBERON:0002113	Mouse	Subsumption	GNOme	G03652TR
G00328HB	UBERON:0002370	Mouse	Subsumption	GNOme	G03652TR
G00330QO	UBERON:0001155	Human	Subsumption	GNOme	G97564QK
G00330QO	UBERON:0002108	Human	Subsumption	GNOme	G97564QK
G00330QO	UBERON:0000473	Mouse	Subsumption	GNOme	G97564QK
G00330QO	UBERON:0002113	Mouse	Subsumption	GNOme	G97564QK
G00335JE	UBERON:0000948	ZebraFish	Subsumption	GNOme	G67561OD
G00351AQ	UBERON:0002106	Human	Subsumption	GNOme	G70826GP
G00351AQ	UBERON:0000955	Mouse	Subsumption	GNOme	G97576UM
G00351AQ	UBERON:0000955	ZebraFish	Subsumption	GNOme	G30622CY
G00381YD	UBERON:0000165	Human	Subsumption	GNOme	G19949UL
G00381YD	UBERON:0000948	Human	Subsumption	GNOme	G36614FN
G00390GQ	UBERON:0001155	Human	Subsumption	GNOme	G70649KP
G00390GQ	UBERON:0001827	Human	Subsumption	GNOme	G70649KP
G00390GQ	UBERON:0002048	Human	Subsumption	GNOme	G70649KP
G00390GQ	UBERON:0002107	Human	Subsumption	GNOme	G70649KP
G00390GQ	UBERON:0002107	Human	Subsumption	GNOme	G75927LH
G00396DP	UBERON:0000323	FruitFly	Subsumption	GNOme	G53322AG
G00396DP	UBERON:0000922	FruitFly	Subsumption	GNOme	G53322AG
G00396DP	UBERON:0019248	FruitFly	Subsumption	GNOme	G53322AG
G00405TO	UBERON:0000955	Mouse	Subsumption	GNOme	G62018FE
G00406II	UBERON:0000323	FruitFly	Subsumption	GNOme	G53322AG
G00406II	UBERON:0000922	FruitFly	Subsumption	GNOme	G53322AG
G00406II	UBERON:0019248	FruitFly	Subsumption	GNOme	G53322AG
G00406II	UBERON:0000948	Human	Subsumption	GNOme	G97915FA
G00407UJ	UBERON:0000473	ZebraFish	Direct	DOI	10.1038/s41467-018-06950-3
G00407UJ	UBERON:0002535	ZebraFish	Direct	DOI	10.1038/s41467-018-06950-3
G00407UJ	UBERON:0000473	ZebraFish	Direct	GlyCosmos	G00407UJ
G00407UJ	UBERON:0002535	ZebraFish	Direct	GlyCosmos	G00407UJ
G00407UJ	UBERON:0000473	ZebraFish	Direct	PubMed	30405127
G00407UJ	UBERON:0002535	ZebraFish	Direct	PubMed	30405127
G00410BM	UBERON:0001155	Human	Subsumption	GNOme	G74396ZF
G00410BM	UBERON:0002108	Mouse	Subsumption	GNOme	G74396ZF
G00420UH	UBERON:0001969	Human	Direct	PubMed	29792883
G00420UH	UBERON:0001969	Human	Direct	TableMaker	GLY_001408
G00429OU	UBERON:0000165	Human	Subsumption	GNOme	G30035MO
G00449DS	UBERON:0000473	Mouse	Subsumption	GNOme	G56256XB
G00449DS	UBERON:0000992	Mouse	Subsumption	GNOme	G56256XB
G00449DS	UBERON:0002048	Mouse	Subsumption	GNOme	G56256XB
G00449DS	UBERON:0002106	Mouse	Subsumption	GNOme	G56256XB
G00449DS	UBERON:0002107	Mouse	Subsumption	GNOme	G56256XB
G00449DS	UBERON:0002108	Mouse	Subsumption	GNOme	G56256XB
G00449DS	UBERON:0002535	ZebraFish	Subsumption	GNOme	G06123VV
G00450EO	UBERON:0000165	Human	Subsumption	GNOme	G18840CH
G00450EO	UBERON:0000948	Human	Subsumption	GNOme	G29461KQ
G00450EO	UBERON:0000165	Human	Subsumption	GNOme	G35257OL
G00450EO	UBERON:0000165	Human	Subsumption	GNOme	G64424XV
G00450EO	UBERON:0000165	Human	Subsumption	GNOme	G98485YI
G00459BD	UBERON:0000955	Mouse	Subsumption	GNOme	G88885UE
G00459BD	UBERON:0000955	ZebraFish	Subsumption	GNOme	G88181IO
G00468IT	UBERON:0000473	Mouse	Subsumption	GNOme	G52801WH
G00468IT	UBERON:0002048	Mouse	Subsumption	GNOme	G52801WH
G00484ZC	UBERON:0000323	FruitFly	Subsumption	GNOme	G41463QD
G00484ZC	UBERON:0000922	FruitFly	Subsumption	GNOme	G41463QD
G00484ZC	UBERON:0019248	FruitFly	Subsumption	GNOme	G41463QD
G00484ZC	UBERON:0002107	Human	Subsumption	GNOme	G05148RE
G00490MQ	UBERON:0000029	Human	Subsumption	GNOme	G17960CK
G00490MQ	UBERON:0002048	Human	Subsumption	GNOme	G17960CK
G00490MQ	UBERON:0000948	Human	Direct	PubMed	39988192
G00490MQ	UBERON:0000948	Human	Direct	TableMaker	GLY_001408
G00490MQ	UBERON:0000955	Mouse	Subsumption	GNOme	G17960CK
G00490MQ	UBERON:0002048	Mouse	Subsumption	GNOme	G17960CK
G00490MQ	UBERON:0002106	Mouse	Subsumption	GNOme	G17960CK
G00490MQ	UBERON:0002370	Mouse	Subsumption	GNOme	G17960CK
G00490MQ	UBERON:0000948	Mouse	Subsumption	GNOme	G36639KI
G00490MQ	UBERON:0002048	Mouse	Subsumption	GNOme	G36639KI
G00490MQ	UBERON:0002106	Mouse	Subsumption	GNOme	G36639KI
G00490MQ	UBERON:0002107	Mouse	Subsumption	GNOme	G36639KI
G00490MQ	UBERON:0000964	Mouse	Subsumption	GNOme	G70102HC
G00490MQ	UBERON:0002106	Mouse	Subsumption	GNOme	G70102HC
G00490MQ	UBERON:0002535	ZebraFish	Subsumption	GNOme	G41523QO
G00490MQ	UBERON:0002535	ZebraFish	Subsumption	GNOme	G60284TY
G00500HT	UBERON:0000955	ZebraFish	Subsumption	GNOme	G96232NW
G00551SX	UBERON:0000948	Human	Direct	PubMed	39988192
G00551SX	UBERON:0000948	Human	Direct	TableMaker	GLY_001408
G00567EI	UBERON:0000473	ZebraFish	Subsumption	GNOme	G42797SX
G00586CV	UBERON:0000473	Mouse	Subsumption	GNOme	G82207VX
G00586CV	UBERON:0002048	Mouse	Subsumption	GNOme	G82207VX
G00586CV	UBERON:0002106	Mouse	Subsumption	GNOme	G82207VX
G00608NG	UBERON:0002107	Human	Direct	PubMed	28122943
G00608NG	UBERON:0002107	Human	Direct	TableMaker	GLY_001408
G00650AC	UBERON:0002535	ZebraFish	Direct	DOI	10.1038/s41467-018-06950-3
G00650AC	UBERON:0002535	ZebraFish	Direct	GlyCosmos	G00650AC
G00650AC	UBERON:0002535	ZebraFish	Direct	PubMed	30405127
G00674IG	UBERON:0000955	Mouse	Subsumption	GNOme	G22658BN
G00695FC	UBERON:0000948	Human	Subsumption	GNOme	G64188CP
G00695FC	UBERON:0001155	Human	Subsumption	GNOme	G64188CP
G00695FC	UBERON:0001264	Human	Subsumption	GNOme	G64188CP
G00695FC	UBERON:0002048	Human	Subsumption	GNOme	G64188CP
G00695FC	UBERON:0002108	Human	Subsumption	GNOme	G64188CP
G00695FC	UBERON:0000955	Mouse	Subsumption	GNOme	G64188CP
G00695FC	UBERON:0002048	Mouse	Subsumption	GNOme	G64188CP
G00695FC	UBERON:0002107	Mouse	Subsumption	GNOme	G64188CP
G00695FC	UBERON:0002113	Mouse	Subsumption	GNOme	G64188CP
G00695FC	UBERON:0002419	ZebraFish	Subsumption	GNOme	G14264XE
G00695FC	UBERON:0000160	ZebraFish	Subsumption	GNOme	G96587VR
G00695FC	UBERON:0000473	ZebraFish	Subsumption	GNOme	G96587VR
G00695FC	UBERON:0000948	ZebraFish	Subsumption	GNOme	G96587VR
G00695FC	UBERON:0000992	ZebraFish	Subsumption	GNOme	G96587VR
G00695FC	UBERON:0002107	ZebraFish	Subsumption	GNOme	G96587VR
G00695FC	UBERON:0002419	ZebraFish	Subsumption	GNOme	G96587VR
G00695FC	UBERON:0002535	ZebraFish	Subsumption	GNOme	G96587VR
G00709CF	UBERON:0000955	Mouse	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G00709CF	UBERON:0002108	Mouse	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G00709CF	UBERON:0000955	Mouse	Direct	GlyCosmos	G00709CF
G00709CF	UBERON:0002108	Mouse	Direct	GlyCosmos	G00709CF
G00717KJ	UBERON:0000948	Human	Subsumption	GNOme	G13816KB
G00757LJ	UBERON:0002108	Mouse	Subsumption	GNOme	G25251YZ
G00783PW	UBERON:0000955	Mouse	Subsumption	GNOme	G68959TR
G00783PW	UBERON:0001155	Mouse	Subsumption	GNOme	G68959TR
G00784PW	UBERON:0000323	FruitFly	Subsumption	GNOme	G76317SK
G00784PW	UBERON:0000922	FruitFly	Subsumption	GNOme	G76317SK
G00784PW	UBERON:0019248	FruitFly	Subsumption	GNOme	G76317SK
G00784PW	UBERON:0000323	FruitFly	Subsumption	GNOme	G78607HP
G00784PW	UBERON:0000922	FruitFly	Subsumption	GNOme	G78607HP
G00784PW	UBERON:0019248	FruitFly	Subsumption	GNOme	G78607HP
G00784PW	UBERON:0001155	Human	Subsumption	GNOme	G14606UO
G00784PW	UBERON:0002048	Human	Subsumption	GNOme	G14606UO
G00784PW	UBERON:0002107	Human	Subsumption	GNOme	G14606UO
G00784PW	UBERON:0000178	Human	Subsumption	GNOme	G78607HP
G00784PW	UBERON:0001969	Human	Subsumption	GNOme	G78607HP
G00784PW	UBERON:0001977	Human	Subsumption	GNOme	G88876JQ
G00784PW	UBERON:0000473	Mouse	Subsumption	GNOme	G14606UO
G00784PW	UBERON:0001155	Mouse	Subsumption	GNOme	G14606UO
G00784PW	UBERON:0002107	Mouse	Subsumption	GNOme	G14606UO
G00784PW	UBERON:0002370	Mouse	Subsumption	GNOme	G14606UO
G00784PW	UBERON:0000160	ZebraFish	Subsumption	GNOme	G88876JQ
G00784PW	UBERON:0000473	ZebraFish	Subsumption	GNOme	G88876JQ
G00784PW	UBERON:0000948	ZebraFish	Subsumption	GNOme	G88876JQ
G00821JS	UBERON:0000178	Human	Subsumption	GNOme	G51696TL
G00821JS	UBERON:0000029	Human	Subsumption	GNOme	G94737YG
G00821JS	UBERON:0000948	Human	Subsumption	GNOme	G94737YG
G00821JS	UBERON:0001155	Human	Subsumption	GNOme	G94737YG
G00821JS	UBERON:0002048	Human	Subsumption	GNOme	G94737YG
G00821JS	UBERON:0002106	Human	Subsumption	GNOme	G94737YG
G00821JS	UBERON:0002107	Human	Subsumption	GNOme	G94737YG
G00821JS	UBERON:0002108	Human	Subsumption	GNOme	G94737YG
G00821JS	UBERON:0002419	Human	Subsumption	GNOme	G94737YG
G00821JS	UBERON:0000948	Mouse	Subsumption	GNOme	G94737YG
G00825HN	UBERON:0000955	Mouse	Subsumption	GNOme	G22658BN
G00828QE	UBERON:0001977	Human	Subsumption	GNOme	G01361CV
G00828QE	UBERON:0000178	Human	Subsumption	GNOme	G17571GT
G00828QE	UBERON:0001969	Human	Subsumption	GNOme	G17571GT
G00828QE	UBERON:0001977	Human	Subsumption	GNOme	G88242BL
G00828QE	UBERON:0000178	Human	Subsumption	GNOme	G99396OE
G00828QE	UBERON:0001969	Human	Subsumption	GNOme	G99396OE
G00828QE	UBERON:0000160	ZebraFish	Subsumption	GNOme	G10109RQ
G00828QE	UBERON:0000948	ZebraFish	Subsumption	GNOme	G10109RQ
G00828QE	UBERON:0000955	ZebraFish	Subsumption	GNOme	G10109RQ
G00828QE	UBERON:0002419	ZebraFish	Subsumption	GNOme	G10109RQ
G00828QE	UBERON:0002535	ZebraFish	Subsumption	GNOme	G10109RQ
G00829OB	UBERON:0000992	ZebraFish	Subsumption	GNOme	G88157QW
G00864TV	UBERON:0000948	ZebraFish	Direct	DOI	10.1038/s41467-018-06950-3
G00864TV	UBERON:0000948	ZebraFish	Direct	GlyCosmos	G00864TV
G00864TV	UBERON:0000948	ZebraFish	Direct	PubMed	30405127
G00866EV	UBERON:0000473	ZebraFish	Subsumption	GNOme	G85237WB
G00866EV	UBERON:0000992	ZebraFish	Subsumption	GNOme	G85237WB
G00867FL	UBERON:0000323	FruitFly	Subsumption	GNOme	G78607HP
G00867FL	UBERON:0000922	FruitFly	Subsumption	GNOme	G78607HP
G00867FL	UBERON:0019248	FruitFly	Subsumption	GNOme	G78607HP
G00867FL	UBERON:0001155	Human	Subsumption	GNOme	G14606UO
G00867FL	UBERON:0002048	Human	Subsumption	GNOme	G14606UO
G00867FL	UBERON:0002107	Human	Subsumption	GNOme	G14606UO
