GlyTouCanAccession	GLYCOSCIENCESdeAccession
G56147VV	26142
G56014GC	16145
G56014GC	23252
G55979JS	15732
G56070SP	5135
G56070SP	25438
G56154DE	1247
G56045WU	6271
G55925YH	1172
G56372FJ	15959
G56464AW	15897
G56516KW	24814
G56354PO	23077
G56478LD	2446
G56682BC	16881
G56682BC	8242
G56682BC	14556
G56299XO	16931
G56299XO	6268
G56299XO	14050
G56299XO	23395
G56657VE	16537
G56749GV	269
G56749GV	3423
G56749GV	16226
G56749GV	2927
G56749GV	23159
G56749GV	4270
G56318NV	23818
G56655CC	719
G56512IR	5111
G56529CD	12697
G56293JI	12695
G56657CK	26765
G56591LC	23317
G56516VH	16006
G56340GX	23322
G56408DR	13766
G56873WT	2842
G56873WT	15995
G56977BH	2028
G56977BH	23641
G56861GL	12211
G56960KY	24874
G57068ZS	12422
G56845GO	1669
G56838SE	634
G56891ZN	13949
G57092OJ	24880
G56912OP	23848
G57007FO	17378
G56961QY	8706
G56809FB	15694
G57130XG	8937
G57311FK	8180
G57338PU	2595
G57284NN	2189
G57484FV	1342
G57598XN	16630
G57166CI	24901
G57459VK	267
G57158CS	15748
G57430QU	13717
G57278MI	292
G57267KB	2907
G57449OF	9701
G57449OF	4308
G57449OF	23438
G57592QM	12497
G57184TT	12462
G57321FI	17013
G57321FI	572
G57321FI	14099
G57321FI	2307
G57321FI	6692
G57321FI	579
G57321FI	581
G57321FI	583
G57321FI	15269
G57321FI	5219
G57321FI	5955
G57321FI	580
G57321FI	14097
G57321FI	14645
G57321FI	603
G57321FI	15270
G57321FI	3190
G57321FI	2306
G57321FI	14643
G57321FI	573
G57321FI	593
G57321FI	2333
G57321FI	3784
G57321FI	5932
G57321FI	14095
G57321FI	14644
G57321FI	15278
G57321FI	15279
G57321FI	19448
G57321FI	22573
G57321FI	22843
G57321FI	27208
G57345HS	23320
G57262WV	26586
G57650VC	19908
G57595UE	23717
G57220BY	15768
G57920AK	692
G58029XR	12682
G58066AL	3269
G57710SU	771
G57675TR	25965
G57835AK	24799
G57736LX	1571
G57997IN	14213
G57955DP	2712
G57955DP	23670
G57930PW	17357
G57930PW	1521
G57930PW	2633
G57930PW	2683
G57930PW	3702
G57777LQ	3807
G57777LQ	3829
G57887YH	22906
G57863LA	24644
G58047AI	266
G58350LJ	2785
G58350LJ	1402
G58350LJ	15985
G58403SV	23512
G58590MR	12657
G58387VB	26041
G58239DH	6653
G58436AI	1850
G58507AZ	14489
G58429RC	290
G58214IQ	16075
G58214IQ	5025
G58214IQ	17544
G58214IQ	24314
G58561KE	6629
G58473KL	26201
G58634AX	16623
G58547FH	23484
G58921NR	6610
G58896AZ	7997
G58896AZ	7513
G58896AZ	686
G58896AZ	17901
G58896AZ	22184
G58667NI	23277
G58667NI	3952
G58768FH	25466
G58645HA	375
G58918TF	15699
G58890ZT	4293
G58809AD	2005
G58809AD	16296
G58995TS	1314
G58995TS	5579
G58807XI	13676
G58824SI	15217
G58990QD	3979
G59311AO	707
G59311AO	14253
G59471TH	5764
G59471TH	14187
G59471TH	6688
G59471TH	2931
G59471TH	3418
G59471TH	23282
G59454IE	2015
G59454IE	19629
G59406KS	9963
G59406KS	25831
G59185WM	218
G59361OW	23526
G59451NL	22711
G59168YE	23394
G59159PE	3298
G59159PE	23714
G59234CC	18564
G59300GC	24061
G59092IU	2963
G59508TM	3203
G59306VK	16534
G59128IS	9997
G59128IS	23961
G59419HU	2780
G59746QC	23424
G59532XE	2904
G59909MT	3656
G59741XZ	23502
G59804RR	16596
G59742GY	23493
G59742GY	12722
G59910CM	3494
G59579TL	25472
G59872UP	24038
G59872UP	12530
G59634NL	5200
G59823TM	15822
G59874JZ	16732
G59594LT	646
G59752BW	25469
G59946TO	14565
G59594CP	1997
G59594CP	16805
G59636XZ	15736
G59655SA	271
G59655SA	22985
G59967VI	2664
G59967VI	17239
G60149QJ	14012
G60281PM	249
G60370CP	14117
G60230OQ	16955
G60419KX	26112
G60274JN	3848
G60274JN	25679
G60216WR	16826
G60215UL	25991
G60012HO	6675
G60233WN	366
G60233WN	15224
G60415BS	5708
G60415BS	22652
G60415BS	23046
G60103QI	24723
G60341PX	17007
G60109PL	4005
G60234BX	13033
G60230HH	2909
G60230HH	298
G60230HH	1927
G60230HH	7773
G60230HH	12243
G60230HH	22818
G60365DR	12916
G60138JZ	9026
G59995RD	4223
G60187HZ	261
G60320IS	12604
G59984BF	13356
G60439QY	23819
G60881ZO	6537
G60799ZL	4921
G60482OT	6539
G60534NQ	1297
G60538YY	4404
G60926SE	4997
G60890ZT	2690
G60890ZT	16897
G60890ZT	25482
G60645OK	2336
G60646UB	23468
G60814ZB	26108
G60430KO	9298
G60430KO	26055
G60430KO	13304
G60736DD	26595
G60485RX	3490
G60875XB	12804
G61088TM	23222
G61406KC	1561
G61339UO	12503
G61128UV	16237
G61420QM	4586
G61334IA	6464
G61334IA	23274
G61459JW	1710
G61459JW	147
G61459JW	2035
G61459JW	5993
G61459JW	3989
G61459JW	7200
G61459JW	3232
G61459JW	2613
G61459JW	283
G61459JW	371
G61459JW	14248
G60963AS	24980
G61071JD	6491
G61071JD	27434
G61399NC	17663
G61399NC	7843
G61399NC	9036
G61399NC	4952
G61399NC	14632
G61399NC	19869
G61411XJ	6884
G61245NC	4406
G61055FR	16646
G61055FR	772
G61055FR	19195
G61386ZX	4356
G61169KO	5153
G61207RZ	1892
G61207RZ	23224
G61367OF	16508
G61702UX	24469
G61751GZ	2382
G61751GZ	14362
G61751GZ	16168
G61878VZ	15700
G61833XV	633
G61575RT	8230
G61575RT	23923
G61539GW	17078
G61730RY	9119
G61730RY	15240
G61730RY	17116
G61730RY	8118
G61730RY	8872
G61730RY	17117
G61730RY	25645
G61785RY	11896
G61706MD	1127
G61706MD	16007
G61846BY	2735
G61846BY	23298
G61530NU	13314
G61601ZZ	4014
G61818QD	11744
G61715VD	8663
G61780GR	17386
G61664CH	2681
G61752HI	2839
G61866NY	8231
G62488UG	26018
G62204FH	445
G62103QF	3117
G62117RR	17123
G62117RR	17129
G62088FQ	8227
G62088FQ	8228
G62088FQ	23920
G62088FQ	23921
G62217NB	5249
G62097SF	4310
G62380XZ	1203
G62380XZ	23251
G62165LJ	12496
G62504BU	24634
G62387ZO	6674
G62469XB	16982
G62446JD	2007
G62015ZM	15219
G62015ZM	26082
G62167DK	1333
G62167DK	1358
G62070TZ	16987
G62421QL	4091
G62592GA	5716
G62592GA	23041
G62801YJ	2756
G62824TL	16999
G62554JH	2814
G62765SF	12705
G62765SF	24091
G62553AU	15747
G62619LG	12720
G62619LG	24104
G62571UK	6664
G62763GO	14051
G62826CL	24733
G62577TV	19911
G62870ZM	3689
G62870HD	17068
G63065KG	24979
G63238VS	2626
G63170HT	968
G63240YA	8964
G62960MX	16824
G63083GQ	2798
G63038KS	2569
G63166WT	2673
G63166WT	23667
G63078AB	15793
G63125IE	12626
G63179CS	5471
G63179CS	23840
G63150NE	4425
G63208BT	14026
G63069TR	518
G63069TR	15423
G63069TR	663
G63069TR	17791
G63242HY	622
G63282TI	1967
G63188OY	21797
G62922ZN	2581
G62922ZN	13844
G63337SS	13281
G63337SS	7258
G63337SS	23301
G63521CI	2781
G63389BN	3166
G63389BN	15026
G63714PL	1804
G63474NY	4291
G63505TP	5319
G63505TP	13123
G63505TP	13236
G63411NB	16074
G63411NB	24313
G63338KU	1670
G63496FG	16233
G63585HN	23521
G63473GZ	6461
G63333DU	26137
G63547QM	12681
G63614KK	16053
G63664GB	624
G63427CD	8713
G64183CB	3038
G63748AU	4419
G64315DN	15025
G64144LP	4199
G64176BH	3097
G64085NR	3449
G63754TT	17113
G64289QQ	2548
G63889NK	23223
G63992GH	4483
G63838JW	6418
G63838JW	23332
G63738TV	14191
G63981YU	5150
G64175SO	2740
G63813EJ	751
G63949RX	16625
G64384IL	16292
G64384IL	24377
G64566OC	17112
G64803HZ	27535
G64615DY	15840
G64581RP	18594
G64581RP	9966
G64581RP	12856
G64581RP	14812
G64581RP	14813
G64581RP	14814
G64581RP	14815
G64581RP	14816
G64581RP	17158
G64581RP	17225
G64581RP	18592
G64581RP	18593
G64618XR	7723
G64389UN	15707
G64666BO	4059
G64633BH	24910
G64468KS	24051
G64468KS	12543
G64651FB	1167
G64661YG	4037
G64661YG	1393
G64460FJ	12585
G64799PD	3985
G64481DJ	18484
G64481DJ	23265
G64669AQ	25939
G65009JH	15734
G65070VQ	11260
G65070VQ	20282
G65070VQ	5736
G65070VQ	11258
G65070VQ	26029
G65070VQ	5389
G65070VQ	20279
G65070VQ	11259
G65070VQ	10909
G65070VQ	11352
G65070VQ	6238
G65070VQ	10957
G65070VQ	11252
G65070VQ	11261
G65070VQ	12741
G65239SF	23513
G65135MY	8701
G64885AH	3978
G64979EW	1578
G65191ST	3962
G65191ST	3963
G65191ST	6267
G65191ST	12230
G65191ST	18193
G65070LF	2620
G65070LF	8596
G65236OQ	1139
G64861UO	2584
G65162CH	7829
G64973KT	614
G64973KT	9120
G64973KT	7933
G64973KT	9126
G64973KT	14229
G64973KT	14386
G64973KT	17118
G64968QT	16231
G65117HG	12466
G64852XI	8662
G64919UI	17259
G65223RT	2772
G65285QO	638
G65285QO	15951
G65285QO	26567
G65285QO	26663
G65518IK	1569
G65597BI	24914
G65686FS	5326
G65318OO	15676
G65351EL	8704
G65703ID	3981
G65542KP	12113
G65299LG	15764
G65667PE	8932
G65370RS	24763
G65475CX	6609
G65447BW	8927
G65419YA	17905
G65419YA	24533
G65508FE	24355
G65414VM	4407
G65562ZE	9381
G65562ZE	4527
G65562ZE	4526
G65562ZE	8067
G65562ZE	13946
G65562ZE	525
G65562ZE	526
G65562ZE	3161
G65562ZE	4307
G65562ZE	5317
G65562ZE	5321
G65562ZE	17630
G66021ZE	685
G65850ES	24356
G66163TI	15227
G66163TI	5996
G66163TI	5065
G66163TI	6493
G66163TI	21429
G65704VY	16629
G65761WK	4991
G65867II	23423
G65996GC	5011
G65996GC	7308
G65996GC	22571
G65996GC	25627
G65909WP	16422
G65890UA	3365
G65890UA	23719
G65796FM	23536
G66153IB	12673
G66111ZR	26587
G65937EW	1286
G65790DQ	13822
G66122ZT	15839
G65921QW	16450
G66658UG	5966
G66658UG	17500
G66348MF	1294
G66622AX	16241
G66257KQ	1320
G66257KQ	1666
G66257KQ	4064
G66427ZQ	2343
G66362JB	19789
G66282NU	16601
G66282NU	23636
G66282NU	4176
G66474IG	1791
G66213AR	502
G66360FX	17005
G66544RE	4324
G66205CG	16506
G66576RC	17387
G66875SM	1333
G66875SM	1358
G66804IZ	11765
G66804IZ	20060
G66964CR	7991
G66723QO	14491
G66665YI	6066
G66665YI	22974
G66665YI	260
G66967KV	12296
G66825OG	13337
G67045LB	23504
G66866LE	25811
G66674JW	12492
G67059BJ	16429
G66741YQ	8415
G66846ML	15776
G66847YI	24721
G66728LX	2631
G66867PA	380
G66937TJ	2363
G66937TJ	23270
G66998OZ	2372
G66998OZ	23655
G66998OZ	24647
G67189MD	643
G67272YR	27533
G67091KC	16306
G67220DU	24044
G67220DU	12536
G67410LQ	13590
G67410LQ	24183
G67357EP	16052
G67505LV	12433
G67549HD	26016
G67612NO	16458
G67612NO	24403
G67447FX	14891
G67534LV	1816
G67623NK	7990
G67623NK	1871
G67623NK	2000
G68014YX	15235
G68110IF	764
G68110IF	22459
G67715OS	17037
G67942CH	3956
G67942CH	23735
G68146EG	4116
G67740CH	14269
G67924FL	4302
G68059HB	12678
G67734FT	16314
G67978NC	15777
G68095WW	16648
G68203DZ	1767
G67785RW	7770
G67828VR	1562
G67920QO	17107
G68113KQ	876
G67883AD	12384
G67880QU	2691
G68158BT	13850
G68158BT	18579
G68158BT	18340
G68158BT	11017
G68158BT	14605
G68158BT	18578
G67988RO	9180
G67988RO	18519
G67988RO	4503
G67988RO	9179
G67988RO	15110
G67988RO	17421
G67988RO	9181
G67988RO	22219
G67988RO	19863
G67988RO	742
G67988RO	9175
G67988RO	12926
G67988RO	27427
G68765US	3890
G68892PJ	24815
G68461PT	22640
G68762AY	4054
G68395LV	1289
G68804CO	15723
G68639VP	8711
G68668TB	18698
G68668TB	294
G68668TB	7255
G68668TB	17201
G68803QA	14243
G68803QA	1396
G68283NG	26088
G68480EG	5088
G68310DT	6434
G68310DT	23859
G68354TY	4993
G68294HN	3645
G68807DB	27630
G68415EV	13326
G68588WQ	6680
G68893BQ	12305
G68955EJ	13675
G68957QP	23288
G69381LS	15749
G68983XG	14196
G68983XG	512
G69033GJ	6885
G69159WK	1991
G69159WK	16298
G69023SD	26043
G68946DB	25413
G69107KE	5110
G69303AY	7719
G69303AY	24239
G69303AY	23574
G69303AY	23900
G69103XG	3889
G69176ID	7197
G68991BW	23111
G69000LR	13308
G69113LL	12482
G69332GG	1406
G69332GG	25381
G69187MR	18371
G69905CP	23517
G69957XS	24181
G69738ZU	15753
G69752OZ	2017
G69752OZ	3111
G69944KZ	3102
G69944KZ	23691
G69799LR	14270
G69723RO	12252
G69916KR	14840
G69808IK	16417
G69440RD	19849
G69440RD	4185
G69440RD	15436
G69762TP	12342
G69533GA	12613
G69672LF	12674
G69912LP	25937
G69912LP	12524
G69411IG	13266
G69411IG	23267
G69893KP	17347
G69461KL	1124
G70265CT	16403
G70422TG	17383
G70374BH	1389
G70374BH	2704
G70301QJ	25053
G70014JE	1573
G70059SD	1312
G70000DB	14317
G70000DB	4454
G70358QM	1323
G70192AL	15737
G70444FA	14653
G70199PM	19092
G70246WA	12832
G70213NR	2340
G69996RR	1994
G69996RR	3109
G70023SA	3108
G70647TI	2355
G70874WW	1920
G70593HA	25599
G70593HA	4342
G70903NP	16174
G70903NP	2142
G70696OG	12762
G70829NO	15866
G70490JW	12680
G70708LW	23324
G70830AN	25744
G70848XM	6684
G70848XM	16823
G70800WO	3846
G70800WO	23725
G70898UD	26308
G70863KH	27429
G70507DZ	3728
G70888IU	3694
G70520DS	24999
G70511VE	24088
G70511VE	12702
G70688TC	16288
G70945OS	25994
G71145QW	16179
G71013KY	3953
G71013KY	23292
G71274MV	3321
G71041DQ	8669
G71153ZE	12308
G71153ZE	24019
G71136NQ	1185
G71025DD	2925
G71332MU	13763
G71296WI	1798
G71085CJ	23851
G71085CJ	6415
G71506JZ	623
G71602GO	3873
G71602GO	23732
G71502UE	264
G71606HZ	1395
G71606HZ	2661
G71485PH	2647
G71568XK	12458
G71568XK	15993
G71857KQ	23519
G71479KG	1679
G71812IK	23276
G71812IK	22638
G71888DL	12436
G71679MX	23213
G71704AG	26254
G71766ZW	621
G71690HK	23330
G71745CH	15820
G71865NO	1295
G72221XM	23522
G72166HB	1910
G72272ID	15771
G72128LZ	1534
G72281FQ	12618
G72334XM	2011
G72175XZ	8664
G72103RY	16141
G72103RY	26204
G72079JG	5014
G72079JG	16083
G72079JG	971
G72008IY	909
G72008IY	2176
G72008IY	12163
G72008IY	16003
G72348PK	5320
G72002FC	22047
G72002FC	17681
G72002FC	755
G72002FC	3709
G71957GO	25749
G72018SI	13673
G72300VE	12248
G72300VE	5445
G72046TZ	25778
G72046TZ	26336
G72070EH	1677
G72125QI	12679
G72580QS	279
G72580QS	22993
G72395MI	5454
G72663HO	2093
G72475NE	14030
G72662IG	26135
G72379PC	5090
G72718TT	14375
G72718TT	23284
G72601EC	1409
G72601EC	4076
G72620YF	12414
G72647WK	4414
G72587UU	14405
G72587UU	15815
G72698LT	24922
G72533FB	14014
G72526DQ	12502
G72745SQ	4278
G72599LB	12157
G72511CN	1566
G72729HN	4287
G73111YU	15765
G73076IB	16552
G73381RY	4584
G73211XU	25751
G73057DA	25520
G73161ZQ	15791
G73136IM	25610
G72821WX	7708
G72821WX	23289
G73173YQ	16316
G73418FX	25460
G72992IV	8934
G72748AQ	2627
G72974NP	26144
G73302KW	7694
G72919IM	25555
G72919IM	2950
G74026TS	2825
G74066YL	4363
G73868PD	2659
G73760YR	12385
G73548IN	3408
G73896IF	24769
G73930OK	15854
G73539WK	12659
G73708UL	666
G73708UL	605
G73763NQ	1815
G73567NI	1870
G73567NI	2023
G73567NI	4001
G73492AT	23221
G73578JC	598
G73578JC	599
G73578JC	6656
G73578JC	14349
G73578JC	284
G73578JC	524
G73578JC	14359
G73578JC	17955
G73578JC	18036
G74090KZ	25432
G73487DJ	16386
G74018VM	15796
G74121RX	749
G74396CO	17384
G74154RA	16804
G74484ON	5010
G74120DW	23888
G74120DW	7158
G74353FF	5997
G74353FF	9030
G74353FF	15228
G74353FF	22449
G74410ZJ	5199
G74268SC	13184
G74264KM	26252
G74130TT	8955
G74324PP	2742
G74433MQ	2637
G74458LK	11641
G74458LK	5190
G74458LK	11637
G74458LK	14145
G74458LK	14685
G74458LK	17897
G74458LK	19704
G74438AB	23530
G74459BD	1364
G74459BD	14245
G74838NI	25674
G74608QW	27649
G74782FR	2537
G74582QG	246
G74933IS	24925
G74645FT	24746
G75097MF	3296
G75097MF	23712
G74928QN	24748
G74574VX	24747
G74837KH	1288
G74859XI	23495
G74714EN	3433
G74714EN	3432
G75049FP	24861
G74975UG	16990
G74823CH	16747
G75048LT	633
G75087EW	12437
G74609HP	1242
G74609HP	17236
G74855SC	12387
G74916CC	5759
G74916CC	23278
G75381NI	4213
G75475RA	1436
G75475RA	25388
G75120WS	8069
G75120WS	23910
G75197HN	17077
G75319OX	642
G75308SV	24742
G75398ZA	26174
G75529YY	1851
G75277CR	18917
G75200TT	2622
G75200TT	1349
G75253BQ	3674
G75415WF	1025
G75518WT	7423
G75151NJ	236
G75339KH	4413
G75547TX	15890
G75236EF	1427
G75236EF	2104
G75178DV	5009
G75367YS	1428
G75367YS	4066
G75433IQ	16299
G75185NU	24741
G75448JJ	2003
G75448JJ	16295
G75384DE	2580
G75947FL	1823
G75757LG	12624
G75709RV	4298
G75704ZB	1772
G75839SN	23931
G75789AR	4523
G75789AR	695
G75789AR	4521
G75789AR	4522
G75789AR	4524
G75850OP	7985
G75850OP	259
G75850OP	22972
G75905JY	12445
G75671DO	13190
G75671DO	24158
G75959OB	17009
G75896PD	13264
G75896PD	24163
G76108PP	12108
G76548SO	3730
G76136FD	13682
G76136FD	24128
G76478FT	24177
G76478FT	13438
G76370WH	12447
G76544YY	13826
G76389HC	12840
G76195PM	12615
G76104SB	12837
G76355TG	25759
G75999PF	6887
G76483WK	263
G76320TN	375
G76081OI	2048
G76081OI	18188
G76384QV	26160
G76439VL	2773
G77058YR	25025
G77019UJ	700
G77026KL	3823
G77174TF	13768
G76666KS	1567
G77147RP	15704
G76583MP	1502
G76568UL	1630
G76837VW	12795
G76837VW	6554
G76837VW	2853
G76986JJ	2113
G76956DJ	14119
G77396HT	1789
G77577HJ	22858
G77481VH	4220
G77632HJ	4482
G77285LE	2871
G77244ZA	4056
G77583AR	248
G77195RI	6685
G77195RI	16822
G77223RQ	1258
G77553BJ	16699
G77339RV	18916
G77495MG	15941
G77495MG	29
G77481LZ	3153
G77593JU	2346
G77426UJ	16700
G77475MM	24866
G77252PU	3103
G77252PU	22978
G77252PU	26766
G77674IK	637
G77939BF	12802
G77653XA	12114
G77653XA	24003
G78074HX	770
G78074HX	19205
G78074HX	20055
G77824XV	27629
G78034SR	16487
G78030KJ	3233
G78030KJ	23709
G77712UR	1359
G77712UR	2862
G77670FL	3888
G77687SU	15772
G78071LY	22227
G77791EJ	12612
G77960OV	12505
G77923PO	16610
G77812KJ	26161
G78059CC	3657
G78059CC	4264
G78059CC	5726
G78059CC	5761
G78059CC	2926
G78059CC	3420
G78059CC	3571
G78059CC	16347
G78059CC	17369
G77828MY	5334
G77743UL	2824
G77638EE	15746
G78056MI	14936
G77639OD	23534
G78155FK	24633
G78519ZX	15741
G78573SR	3389
G78230VU	1354
G78230VU	1924
G78230VU	15999
G78615VF	16312
G78205EV	15862
G78325SJ	22635
G78347PZ	12863
G78436BB	2171
G78436BB	3222
G78436BB	5343
G78436BB	13722
G78153TS	3544
G78153TS	19961
G78249UI	7477
G78276SQ	2105
G78276SQ	23644
G78098IA	17443
G78098IA	3588
G78098IA	12177
G78098IA	15967
G78098IA	21905
G78098IA	25856
G78126EU	18168
G78475DU	13825
G78160OZ	5383
G78368CZ	1291
G78418FI	12459
G78418FI	15997
G78281SV	2264
G78535NS	27364
G78657XR	14278
G78173WX	24005
G78173WX	12161
G79021WI	16642
G79044TC	12566
G78890OB	26346
G78894EE	4491
G78727VW	27665
G78961ZT	15845
G78961ZT	15945
G78956IC	24534
G78956IC	17906
G78885XB	24833
G78929WE	4222
G78695LF	4189
G78915OI	4295
G79172UW	5472
G79172UW	23841
G78980OK	25596
G78818SP	25116
G78818SP	681
G78818SP	22461
G78813BX	1794
G78992FU	17003
G79202GR	15722
G78944YP	1795
G79536OW	747
G79536OW	3708
G79364BI	3379
G79333MY	7191
G79333MY	8924
G79333MY	16760
G79333MY	19425
G79333MY	19426
G79333MY	22475
G79348ZY	24955
G79215KX	4421
G79634CE	15782
G79556AB	24828
G79540ZR	5201
G79457WN	23215
G79449CY	2541
G79691MO	16433
G79578JB	24872
G79344MI	23116
G79446WY	1989
G79446WY	3348
G80047AR	2024
G80047AR	16807
G79809MM	3267
G79809MM	23326
G80068SW	12408
G79976GJ	16641
G79776GW	16275
G79713BZ	26590
G80085KS	13600
G80085KS	24186
G79803HS	23533
G79950YS	16609
G79950YS	24430
G79852UE	12672
G80062GG	1584
G80062GG	9502
G80062GG	19421
G79695ME	3659
G80415EJ	15754
G80434TI	16419
G80264ZA	26019
G80191VM	1168
G80343LW	1307
G80393PG	23328
G80393PG	3216
G80126GC	17564
G80126GC	27574
G80508RX	11761
G80153HF	612
G80357KJ	16501
G80537QW	24808
G80147LG	24881
G80498BB	5096
G80193TN	16883
G80180SI	2658
G80294GH	24755
G80970HC	2379
G81085EP	26027
G80858MF	3417
G80858MF	3954
G80858MF	5717
G80858MF	23241
G80858MF	24707
G80858MF	24708
G80566CZ	2025
G80566CZ	4002
G81096RM	16455
G81096RM	24400
G80966KZ	1165
G80966KZ	1232
G80966KZ	3413
G80966KZ	3700
G80966KZ	2936
G80966KZ	1925
G80966KZ	13278
G80966KZ	17463
G80966KZ	289
G80966KZ	3113
G80966KZ	3615
G80966KZ	23004
G81128IY	25384
G81128IY	1430
G80951VR	12606
G81060WW	1313
G81060WW	2504
G80719YH	1667
G80552MJ	1768
G80816XP	3387
G80816XP	19845
G81182NV	1668
G80610PK	3128
G80555SE	7761
G80829RZ	2339
G80943NY	26166
G80961NE	6414
G80923TV	12584
G81220GC	1964
G81345OW	17656
G81345OW	8768
G81345OW	6648
G81408RV	9098
G81328FA	26017
G81471KU	1550
G81422ZI	13913
G81397LO	25431
G81315DD	5705
G81315DD	1516
G81315DD	3410
G81315DD	23412
G81275AN	21434
G81275AN	23090
G81436EU	1392
G81436EU	4031
G81183YX	2543
G81253FL	3278
G81303NJ	8100
G81380NE	3351
G81356NS	23087
G81229DT	1607
G81430ON	3871
G81430ON	23730
G81240GQ	2782
G81793BO	272
G81793BO	22986
G81738MQ	23854
G81982NW	3977
G81832XS	16997
G82007MU	5244
G81554CS	14017
G81960EK	2014
G81960EK	3112
G81601EB	15758
G81980VO	23461
G81933FO	23489
G81761OR	12099
G81983KG	53
G81912AC	1388
G81912AC	14286
G81541IU	627
G81923ER	23511
G82033VN	26118
G81575FZ	15794
G82216JH	16482
G82348BZ	2026
G82348BZ	3411
G82348BZ	5710
G82348BZ	23271
G82320NZ	24352
G82420SH	24950
G82252QI	24345
G82252QI	16175
G82202JN	2652
G82106UN	3725
G82209TY	17011
G82556YC	252
G82050MN	24868
G82236PZ	18364
G82081LV	22626
G82458BB	1782
G82312JY	24123
G82085GX	5227
G82487CR	25961
G82648IS	2567
G82648IS	1348
G82779CI	17538
G82779CI	14851
G82779CI	24267
G82639GQ	25470
G82861UH	24923
G82841UV	12622
G82773SI	1434
G82773SI	25386
G82942ZJ	1527
G82942ZJ	23416
G82680EC	23264
G82858KU	1582
G82811EP	24796
G82853YO	7721
G83022ZQ	12677
G83357TS	1905
G83092KU	16981
G83134ZR	18359
G82987BA	18189
G83001FQ	12213
G83001FQ	25862
G83161QT	3614
G83161QT	1261
G83161QT	15868
G83161QT	295
G83161QT	17151
G83161QT	17167
G83161QT	18146
G83412LT	8944
G83402YY	23339
G83062JW	1783
G83351GP	3367
G83078TI	2922
G83155KW	4299
G83433HW	4048
G83131MU	4996
G83131MU	1362
G83716SQ	3268
G83635VI	23421
G83565SN	2623
G83737UD	25022
G83737UD	19238
G83916HL	13955
G83916HL	14468
G83619QP	1357
G83895FM	15689
G83926PC	26149
G83878UZ	22745
G83878UZ	23437
G83582BK	23254
G83582BK	12644
G83582BK	13698
G83828KF	3445
G83662TS	19601
G83513YI	748
G83513YI	22742
G83754KL	14279
G83945CT	1912
G83709GS	4114
G83864PP	3493
G83435CV	1943
G84053BQ	1385
G84053BQ	2703
G84390MS	24810
G83958MI	9964
G83958MI	25832
G84052CD	16801
G84163ZT	26096
G84440YT	3964
G84440YT	1381
G84448IT	4143
G84065BX	2563
G84376FR	24423
G84376FR	16602
G84170WO	4062
G84170WO	1665
G84170WO	1319
G84034JH	7781
G84034JH	25757
G84456HG	1394
G84456HG	4038
G84396LL	2018
G84301XG	1439
G84301XG	16208
G84273ZH	3688
G84020NP	1227
G84020NP	13842
G84020NP	16024
G84778XH	23078
G84495HF	1784
G84906AJ	3364
G84678BK	1279
G84536BM	26015
G84504LI	13762
G84874EV	24938
G84739AM	16239
G84852GW	2731
G84852GW	14256
G84852GW	23672
G84906ML	697
G84906ML	15950
G84882JT	2558
G84882JT	23661
G84808RB	13325
G84887KU	17040
G84629NY	4117
G84718MC	2006
G84467IZ	6068
G84467IZ	3851
G84467IZ	1766
G84467IZ	4271
G84467IZ	7986
G84647SC	17380
G84558OA	16452
G84891DZ	2310
G84891DZ	15851
G84777MO	26164
G84471AO	3384
G84783YG	12382
G85041WE	24666
G85226CQ	15752
G85116XO	25515
G84914ZF	22691
G85159UF	22865
G85485OQ	12210
G85422ZY	14025
G85542KD	12847
G85542KD	17373
G85542KD	23509
G85016IG	17160
G85260RY	24797
G85545QE	615
G85106DS	26117
G85460ZG	1277
G85563LA	3382
G85619IU	2727
G85930OB	14308
G85974HF	15721
G85735KR	5328
G85562TB	15677
G86005HP	24783
G85767HW	3903
G85767HW	3901
G85767HW	19630
G85767HW	23291
G85843WY	1376
G85843WY	2705
G85738YX	11771
G85856KC	8152
G85856KC	381
G85856KC	26789
G85856KC	27157
G85750HN	15790
G85953MG	15769
G85620YV	15898
G85790MP	16466
G85895SP	16167
G85895SP	24341
G85608AG	25721
G86002PC	24551
G86414FL	12665
G86388AX	5040
G86118KP	15785
G86102AA	24835
G86451IJ	8653
G86157UQ	6638
G86157UQ	1416
G86357DX	1524
G86357DX	23228
G86083AM	13034
G86102WJ	1280
G86085BW	8929
G86355AM	14153
G86377KB	12686
G86117ZB	12501
G86143FV	2763
G86459PH	13843
G86459PH	2559
G86095OE	26156
G86018QV	15673
G86837CD	23659
G86837CD	2390
G86566TX	22568
G86591TT	1907
G86801QH	22374
G86730KO	7720
G86606NT	1787
G86490WA	23688
G86718PI	2754
G86718PI	3436
G86700TF	3960
G86861MW	4958
G86582QF	27716
G86517XT	1303
G86753CK	24813
G86696LV	24812
G86555OF	25671
G86851RC	7120
G86851RC	230
G86851RC	2216
G86851RC	7121
G86851RC	22079
G87377KZ	3164
G87377KZ	23706
G87377GM	13186
G86874HJ	14647
G87264NH	12432
G86928UZ	23918
G86928UZ	8225
G87164WU	2344
G87073UP	26033
G87205VF	2279
G87051PY	2534
G87217CO	16445
G87217OF	1796
G87138HL	24492
G87236NR	15966
G87236NR	21906
G87309GS	12592
G87256FP	16996
G86906WK	1240
G86906WK	17235
G86952JZ	15685
G86951KU	3679
