GlyTouCanAccession	TaxID	Source	SourceID
G74351TO	13731	GlyTouCan	G74351TO
G74352CX	36809	GlyTouCan	G74352CX
G74353FF	10114	GlyTouCan	G74353FF
G74353FF	9606	GlyTouCan	G74353FF
G74369SL	9606	GlyTouCan	G74369SL
G74369SL	9913	GlyTouCan	G74369SL
G74396CO	9606	GlyTouCan	G74396CO
G74410ZJ	9606	GlyTouCan	G74410ZJ
G74429YM	9606	GlyTouCan	G74429YM
G74433MQ	9606	GlyTouCan	G74433MQ
G74458LK	1299	GlyTouCan	G74458LK
G74458LK	1582	GlyTouCan	G74458LK
G74458LK	2148	GlyTouCan	G74458LK
G74458LK	9606	GlyTouCan	G74458LK
G74459BD	8839	GlyTouCan	G74459BD
G74459BD	9031	GlyTouCan	G74459BD
G74484ON	9606	GlyTouCan	G74484ON
G74485TG	4922	GlyTouCan	G74485TG
G74531CR	10029	GlyTouCan	G74531CR
G74531CR	10036	GlyTouCan	G74531CR
G74531CR	32644	GlyTouCan	G74531CR
G74531CR	40674	GlyTouCan	G74531CR
G74531CR	4922	GlyTouCan	G74531CR
G74531CR	9606	GlyTouCan	G74531CR
G74556OQ	32101	GlyTouCan	G74556OQ
G74556OQ	4054	GlyTouCan	G74556OQ
G74556OQ	4442	GlyTouCan	G74556OQ
G74556OQ	44586	GlyTouCan	G74556OQ
G74556OQ	44685	GlyTouCan	G74556OQ
G74556OQ	82095	GlyTouCan	G74556OQ
G74556OQ	99292	GlyTouCan	G74556OQ
G74560AG	10114	GlyTouCan	G74560AG
G74578MX	9606	GlyTouCan	G74578MX
G74582QG	9606	GlyTouCan	G74582QG
G74609HP	10114	GlyTouCan	G74609HP
G74609HP	9606	GlyTouCan	G74609HP
G74665DT	3879	GlyTouCan	G74665DT
G74665DT	4107	GlyTouCan	G74665DT
G74665DT	44586	GlyTouCan	G74665DT
G74665DT	44588	GlyTouCan	G74665DT
G74673OI	10114	GlyTouCan	G74673OI
G74674RX	9606	GlyTouCan	G74674RX
G74683SL	8710	GlyTouCan	G74683SL
G74683SL	9796	GlyTouCan	G74683SL
G74683SL	98334	GlyTouCan	G74683SL
G74684RY	10114	GlyTouCan	G74684RY
G74684RY	478	GlyTouCan	G74684RY
G74684RY	487	GlyTouCan	G74684RY
G74684RY	562	GlyTouCan	G74684RY
G74684RY	75985	GlyTouCan	G74684RY
G74684RY	8015	GlyTouCan	G74684RY
G74684RY	8022	GlyTouCan	G74684RY
G74684RY	8040	GlyTouCan	G74684RY
G74684RY	9031	GlyTouCan	G74684RY
G74684RY	9606	GlyTouCan	G74684RY
G74714EN	10029	GlyTouCan	G74714EN
G74714EN	9606	GlyTouCan	G74714EN
G74716XL	9606	GlyTouCan	G74716XL
G74724PV	9823	GlyTouCan	G74724PV
G74740WV	4050	GlyTouCan	G74740WV
G74740WV	4053	GlyTouCan	G74740WV
G74740WV	54874	GlyTouCan	G74740WV
G74782FR	9606	GlyTouCan	G74782FR
G74814DO	9913	GlyTouCan	G74814DO
G74823CH	9606	GlyTouCan	G74823CH
G74837KH	10029	GlyTouCan	G74837KH
G74837KH	10090	GlyTouCan	G74837KH
G74837KH	7787	GlyTouCan	G74837KH
G74837KH	9031	GlyTouCan	G74837KH
G74837KH	9606	GlyTouCan	G74837KH
G74837KH	9913	GlyTouCan	G74837KH
G74838NI	9606	UniCarbKB	7524
G74840NI	210	GlyTouCan	G74840NI
G74840NI	319528	GlyTouCan	G74840NI
G74840NI	4932	GlyTouCan	G74840NI
G74840NI	6544	GlyTouCan	G74840NI
G74855SC	9606	GlyTouCan	G74855SC
G74859XI	9606	UniCarbKB	1755
G74910CR	9606	UniCarbKB	4039
G74910NC	42806	GlyTouCan	G74910NC
G74917JX	9606	GlyTouCan	G74917JX
G74949YP	9606	GlyTouCan	G74949YP
G74975UG	9606	GlyTouCan	G74975UG
G75016JB	4922	GlyTouCan	G75016JB
G75022UP	9606	GlyTouCan	G75022UP
G75048LT	10114	GlyTouCan	G75048LT
G75048LT	9606	GlyTouCan	G75048LT
G75048LT	9823	GlyTouCan	G75048LT
G75048LT	9913	GlyTouCan	G75048LT
G75048LT	9940	GlyTouCan	G75048LT
G75052YA	10029	GlyTouCan	G75052YA
G75052YA	9606	GlyTouCan	G75052YA
G75075HZ	9913	GlyTouCan	G75075HZ
G75082OS	9606	GlyTouCan	G75082OS
G75087EW	10090	GlyTouCan	G75087EW
G75097MF	10114	GlyTouCan	G75097MF
G75120WS	9606	UniCarbKB	1261
G75120WS	9913	GlyTouCan	G75120WS
G75151NJ	562	GlyTouCan	G75151NJ
G75151NJ	9606	GlyTouCan	G75151NJ
G75178DV	9606	GlyTouCan	G75178DV
G75197HN	9606	GlyTouCan	G75197HN
G75200TT	10029	GlyTouCan	G75200TT
G75200TT	9606	GlyTouCan	G75200TT
G75200TT	9913	GlyTouCan	G75200TT
G75206XT	8035	GlyTouCan	G75206XT
G75206XT	9823	GlyTouCan	G75206XT
G75206XT	9913	GlyTouCan	G75206XT
G75221WP	9606	UniCarbKB	8147
G75236EF	10026	GlyTouCan	G75236EF
G75236EF	10029	GlyTouCan	G75236EF
G75236EF	10090	GlyTouCan	G75236EF
G75236EF	10114	GlyTouCan	G75236EF
G75236EF	11676	GlyTouCan	G75236EF
G75236EF	11783	GlyTouCan	G75236EF
G75236EF	11820	GlyTouCan	G75236EF
G75236EF	12721	GlyTouCan	G75236EF
G75236EF	186537	GlyTouCan	G75236EF
G75236EF	9606	GlyTouCan	G75236EF
G75236EF	9666	GlyTouCan	G75236EF
G75236EF	9823	GlyTouCan	G75236EF
G75242RZ	5476	GlyTouCan	G75242RZ
G75253BQ	9606	GlyTouCan	G75253BQ
G75269BP	9606	UniCarbKB	1117
G75277CR	9606	GlyTouCan	G75277CR
G75303RX	9606	UniCarbKB	3471
G75311GD	3843	GlyTouCan	G75311GD
G75311GD	3988	GlyTouCan	G75311GD
G75311GD	52853	GlyTouCan	G75311GD
G75311GD	6536	GlyTouCan	G75311GD
G75318VB	9606	GlyTouCan	G75318VB
G75319OX	9606	GlyTouCan	G75319OX
G75333EX	9823	GlyTouCan	G75333EX
G75339KH	9606	GlyTouCan	G75339KH
G75339KH	9913	GlyTouCan	G75339KH
G75367YS	9606	GlyTouCan	G75367YS
G75367YS	9823	GlyTouCan	G75367YS
G75372BZ	487	GlyTouCan	G75372BZ
G75372BZ	562	GlyTouCan	G75372BZ
G75372BZ	590	GlyTouCan	G75372BZ
G75381NI	10029	GlyTouCan	G75381NI
G75381NI	9606	GlyTouCan	G75381NI
G75384DE	11795	GlyTouCan	G75384DE
G75384DE	9606	GlyTouCan	G75384DE
G75384DE	9913	GlyTouCan	G75384DE
G75415WF	10090	GlyTouCan	G75415WF
G75415WF	3708	GlyTouCan	G75415WF
G75415WF	3743	GlyTouCan	G75415WF
G75415WF	3988	GlyTouCan	G75415WF
G75415WF	4026	GlyTouCan	G75415WF
G75415WF	439823	GlyTouCan	G75415WF
G75415WF	4402	GlyTouCan	G75415WF
G75433IQ	9606	GlyTouCan	G75433IQ
G75448JJ	9606	GlyTouCan	G75448JJ
G75485SI	43767	GlyTouCan	G75485SI
G75485SI	4681	GlyTouCan	G75485SI
G75488YU	9606	GlyTouCan	G75488YU
G75494EI	9606	UniCarbKB	7869
G75494IK	5691	GlyTouCan	G75494IK
G75498KM	4097	GlyTouCan	G75498KM
G75518WT	9606	GlyTouCan	G75518WT
G75520NV	9606	UniCarbKB	4806
G75529YY	10090	GlyTouCan	G75529YY
G75529YY	60746	GlyTouCan	G75529YY
G75529YY	9606	GlyTouCan	G75529YY
G75529YY	9823	GlyTouCan	G75529YY
G75529YY	9913	GlyTouCan	G75529YY
G75547TX	9606	GlyTouCan	G75547TX
G75557QL	5664	GlyTouCan	G75557QL
G75568BH	9606	UniCarbKB	comp_HexNAc7Hex8dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G75571YN	10090	GlyTouCan	G75571YN
G75584LU	11309	GlyTouCan	G75584LU
G75584LU	42806	GlyTouCan	G75584LU
G75584LU	9031	GlyTouCan	G75584LU
G75584LU	9606	GlyTouCan	G75584LU
G75584LU	9913	GlyTouCan	G75584LU
G75586OT	9606	GlyTouCan	G75586OT
G75592RR	9913	GlyTouCan	G75592RR
G75599HG	9606	GlyTouCan	G75599HG
G75599HG	9913	GlyTouCan	G75599HG
G75602LX	9721	GlyTouCan	G75602LX
G75660AY	485	GlyTouCan	G75660AY
G75661XS	32644	GlyTouCan	G75661XS
G75666ST	4932	GlyTouCan	G75666ST
G75671DO	55429	GlyTouCan	G75671DO
G75671DO	6181	GlyTouCan	G75671DO
G75671DO	6183	GlyTouCan	G75671DO
G75671DO	9606	GlyTouCan	G75671DO
G75687SF	9606	GlyTouCan	G75687SF
G75701BM	9606	GlyTouCan	G75701BM
G75704ZB	10029	GlyTouCan	G75704ZB
G75704ZB	9606	GlyTouCan	G75704ZB
G75709RV	9606	GlyTouCan	G75709RV
G75726JQ	10114	GlyTouCan	G75726JQ
G75734VP	9606	GlyTouCan	G75734VP
G75734VP	9823	GlyTouCan	G75734VP
G75734VP	9940	GlyTouCan	G75734VP
G75757LG	8717	GlyTouCan	G75757LG
G75764FQ	9823	GlyTouCan	G75764FQ
G75789AR	10090	GlyTouCan	G75789AR
G75789AR	10114	GlyTouCan	G75789AR
G75789AR	562	GlyTouCan	G75789AR
G75789AR	9479	GlyTouCan	G75789AR
G75789AR	9557	GlyTouCan	G75789AR
G75789AR	9606	GlyTouCan	G75789AR
G75789AR	9685	GlyTouCan	G75789AR
G75789AR	9789	GlyTouCan	G75789AR
G75789AR	9796	GlyTouCan	G75789AR
G75789AR	9823	GlyTouCan	G75789AR
G75789AR	9913	GlyTouCan	G75789AR
G75789AR	9940	GlyTouCan	G75789AR
G75789AR	9986	GlyTouCan	G75789AR
G75798PH	9606	UniCarbKB	7631
G75811ON	69771	GlyTouCan	G75811ON
G75824WJ	9606	GlyTouCan	G75824WJ
G75825ZR	9606	GlyTouCan	G75825ZR
G75839SN	10029	GlyTouCan	G75839SN
G75839SN	10090	GlyTouCan	G75839SN
G75839SN	11309	GlyTouCan	G75839SN
G75839SN	11313	GlyTouCan	G75839SN
G75839SN	9606	GlyTouCan	G75839SN
G75839SN	9913	GlyTouCan	G75839SN
G75850OP	9031	GlyTouCan	G75850OP
G75850OP	9606	GlyTouCan	G75850OP
G75850OP	9606	UniCarbKB	1243
G75850OP	9986	GlyTouCan	G75850OP
G75868SR	10114	GlyTouCan	G75868SR
G75893SD	7625	GlyTouCan	G75893SD
G75896PD	9913	GlyTouCan	G75896PD
G75896QL	10029	GlyTouCan	G75896QL
G75896QL	4922	GlyTouCan	G75896QL
G75903TQ	9606	UniCarbKB	6591
G75905JY	9606	GlyTouCan	G75905JY
G75947FL	9606	GlyTouCan	G75947FL
G75947FL	9913	GlyTouCan	G75947FL
G75959OB	9606	GlyTouCan	G75959OB
G75977KH	10090	UniCarbKB	7793
G75999PF	9606	GlyTouCan	G75999PF
G76003QW	10029	GlyTouCan	G76003QW
G76012OT	9606	UniCarbKB	3959
G76036GS	9606	GlyTouCan	G76036GS
G76044NZ	1245	GlyTouCan	G76044NZ
G76081OI	9606	GlyTouCan	G76081OI
G76084VW	9823	GlyTouCan	G76084VW
G76104SB	9606	GlyTouCan	G76104SB
G76108PP	9606	GlyTouCan	G76108PP
G76136FD	6181	GlyTouCan	G76136FD
G76136FD	6183	GlyTouCan	G76136FD
G76136FD	9606	GlyTouCan	G76136FD
G76136FD	9606	UniCarbKB	1953
G76154QC	9606	GlyTouCan	G76154QC
G76167TO	4932	GlyTouCan	G76167TO
G76195PM	8717	GlyTouCan	G76195PM
G76200OU	9606	GlyTouCan	G76200OU
G76241TN	10090	GlyTouCan	G76241TN
G76241TN	10114	GlyTouCan	G76241TN
G76241TN	10116	GlyTouCan	G76241TN
G76241TN	12721	GlyTouCan	G76241TN
G76241TN	32644	GlyTouCan	G76241TN
G76241TN	42806	GlyTouCan	G76241TN
G76241TN	9031	GlyTouCan	G76241TN
G76241TN	9091	GlyTouCan	G76241TN
G76241TN	93934	GlyTouCan	G76241TN
G76241TN	9606	GlyTouCan	G76241TN
G76241TN	9913	GlyTouCan	G76241TN
G76241TN	9925	GlyTouCan	G76241TN
G76241TN	9940	GlyTouCan	G76241TN
G76241TN	9986	GlyTouCan	G76241TN
G76245RV	9823	GlyTouCan	G76245RV
G76285RN	10116	UniCarbKB	7874
G76294TY	9606	UniCarbKB	5164
G76320TN	10114	GlyTouCan	G76320TN
G76320TN	11783	GlyTouCan	G76320TN
G76320TN	9606	GlyTouCan	G76320TN
G76320TN	9823	GlyTouCan	G76320TN
G76320TN	9913	GlyTouCan	G76320TN
G76320TN	9986	GlyTouCan	G76320TN
G76330SV	10114	GlyTouCan	G76330SV
G76355TG	9606	GlyTouCan	G76355TG
G76370WH	9606	GlyTouCan	G76370WH
G76389HC	9606	GlyTouCan	G76389HC
G76429CD	228395	GlyTouCan	G76429CD
G76429IR	9823	GlyTouCan	G76429IR
G76431SN	9606	GlyTouCan	G76431SN
G76439VL	9606	GlyTouCan	G76439VL
G76478FT	10141	GlyTouCan	G76478FT
G76478FT	9606	GlyTouCan	G76478FT
G76481US	9606	GlyTouCan	G76481US
G76483WK	9606	GlyTouCan	G76483WK
G76489QB	8717	GlyTouCan	G76489QB
G76504TU	10029	GlyTouCan	G76504TU
G76519VT	10090	UniCarbKB	7512
G76540HB	29459	GlyTouCan	G76540HB
G76544YY	9606	GlyTouCan	G76544YY
G76548SO	9606	GlyTouCan	G76548SO
G76568UL	9606	GlyTouCan	G76568UL
G76583MP	7787	GlyTouCan	G76583MP
G76583MP	9031	GlyTouCan	G76583MP
G76583MP	9606	GlyTouCan	G76583MP
G76584SS	10116	GlyTouCan	G76584SS
G76657BK	10114	GlyTouCan	G76657BK
G76666KS	10090	GlyTouCan	G76666KS
G76666KS	9823	GlyTouCan	G76666KS
G76675AB	10116	UniCarbKB	1761
G76675AB	9606	UniCarbKB	1761
G76679QH	10090	GlyTouCan	G76679QH
G76680HJ	10090	GlyTouCan	G76680HJ
G76680HJ	9606	GlyTouCan	G76680HJ
G76684IW	10114	GlyTouCan	G76684IW
G76705YY	9606	GlyTouCan	G76705YY
G76713YY	9823	GlyTouCan	G76713YY
G76726UG	4922	GlyTouCan	G76726UG
G76726UG	4932	GlyTouCan	G76726UG
G76781AI	9823	GlyTouCan	G76781AI
G76807JB	9031	GlyTouCan	G76807JB
G76823GQ	32644	GlyTouCan	G76823GQ
G76823GQ	9606	GlyTouCan	G76823GQ
G76833ET	11795	GlyTouCan	G76833ET
G76837VW	9606	GlyTouCan	G76837VW
G76849VA	159298	GlyTouCan	G76849VA
G76874HM	10114	GlyTouCan	G76874HM
G76874HM	9823	GlyTouCan	G76874HM
G76924RW	10090	GlyTouCan	G76924RW
G76924RW	4922	GlyTouCan	G76924RW
G76924RW	5908	GlyTouCan	G76924RW
G76924RW	9823	GlyTouCan	G76924RW
G76931AL	9606	GlyTouCan	G76931AL
G76938LQ	9685	GlyTouCan	G76938LQ
G76938LQ	9823	GlyTouCan	G76938LQ
G76938LQ	9940	GlyTouCan	G76938LQ
G76945TE	11795	GlyTouCan	G76945TE
G76945TE	9913	GlyTouCan	G76945TE
G76949FV	1245	GlyTouCan	G76949FV
G76986JJ	9606	GlyTouCan	G76986JJ
G77019UJ	562	GlyTouCan	G77019UJ
G77019UJ	9606	GlyTouCan	G77019UJ
G77019UJ	9913	GlyTouCan	G77019UJ
G77026KL	9606	GlyTouCan	G77026KL
G77030KV	4932	GlyTouCan	G77030KV
G77037YG	9913	GlyTouCan	G77037YG
G77038WW	9606	UniCarbKB	4241
G77070UX	2	GlyTouCan	G77070UX
G77070UX	9913	GlyTouCan	G77070UX
G77070UX	9925	GlyTouCan	G77070UX
G77147RP	9606	GlyTouCan	G77147RP
G77149EE	9606	UniCarbKB	1891
G77166ST	10090	GlyTouCan	G77166ST
G77174TF	9606	GlyTouCan	G77174TF
G77177HT	10090	GlyTouCan	G77177HT
G77177HT	9606	GlyTouCan	G77177HT
G77195RI	9606	GlyTouCan	G77195RI
G77198CF	9606	UniCarbKB	7667
G77207RR	9606	GlyTouCan	G77207RR
G77208XM	9606	GlyTouCan	G77208XM
G77213YG	8355	GlyTouCan	G77213YG
G77218JF	8296	GlyTouCan	G77218JF
G77223RQ	562	GlyTouCan	G77223RQ
G77223RQ	9606	GlyTouCan	G77223RQ
G77244ZA	9606	GlyTouCan	G77244ZA
G77252PU	10090	GlyTouCan	G77252PU
G77252PU	10116	UniCarbKB	1187
G77252PU	8355	GlyTouCan	G77252PU
G77252PU	9606	GlyTouCan	G77252PU
G77252PU	9606	UniCarbKB	1187
G77259GO	10090	GlyTouCan	G77259GO
G77282MO	9606	GlyTouCan	G77282MO
G77285LE	9606	GlyTouCan	G77285LE
G77285LE	9823	GlyTouCan	G77285LE
G77285LE	9940	GlyTouCan	G77285LE
G77285LE	9986	GlyTouCan	G77285LE
G77339RV	9606	GlyTouCan	G77339RV
G77350QW	3528	GlyTouCan	G77350QW
G77351CO	1773	GlyTouCan	G77351CO
G77365PN	9986	GlyTouCan	G77365PN
G77371IZ	9606	GlyTouCan	G77371IZ
G77384RA	1772	GlyTouCan	G77384RA
G77384RA	5061	GlyTouCan	G77384RA
G77396HT	9606	GlyTouCan	G77396HT
G77426UJ	9606	GlyTouCan	G77426UJ
G77450IW	9823	GlyTouCan	G77450IW
G77451BX	11795	GlyTouCan	G77451BX
G77451BX	9606	GlyTouCan	G77451BX
G77479VH	55057	GlyTouCan	G77479VH
G77479VH	6858	GlyTouCan	G77479VH
G77479VH	7091	GlyTouCan	G77479VH
G77479VH	7108	GlyTouCan	G77479VH
G77479VH	7111	GlyTouCan	G77479VH
G77479VH	7460	GlyTouCan	G77479VH
G77481LZ	46489	GlyTouCan	G77481LZ
G77481LZ	9606	GlyTouCan	G77481LZ
G77481LZ	9823	GlyTouCan	G77481LZ
G77481VH	9606	GlyTouCan	G77481VH
G77495MG	10114	GlyTouCan	G77495MG
G77495MG	9606	GlyTouCan	G77495MG
G77495MG	9913	GlyTouCan	G77495MG
G77500AY	4788	GlyTouCan	G77500AY
G77503IE	9606	GlyTouCan	G77503IE
G77553BJ	9606	GlyTouCan	G77553BJ
G77583AR	9606	GlyTouCan	G77583AR
G77593JU	9606	GlyTouCan	G77593JU
G77593JU	9823	GlyTouCan	G77593JU
G77593JU	9986	GlyTouCan	G77593JU
G77608VQ	9913	GlyTouCan	G77608VQ
G77632HJ	9606	GlyTouCan	G77632HJ
G77638EE	9606	GlyTouCan	G77638EE
G77653XA	9606	GlyTouCan	G77653XA
G77670FL	10114	GlyTouCan	G77670FL
G77670FL	11309	GlyTouCan	G77670FL
G77670FL	9913	GlyTouCan	G77670FL
G77674IK	10114	GlyTouCan	G77674IK
G77674IK	156871	GlyTouCan	G77674IK
G77674IK	298395	GlyTouCan	G77674IK
G77674IK	8355	GlyTouCan	G77674IK
G77674IK	8364	GlyTouCan	G77674IK
G77674IK	8407	GlyTouCan	G77674IK
G77674IK	9606	GlyTouCan	G77674IK
G77674IK	9823	GlyTouCan	G77674IK
G77674IK	9913	GlyTouCan	G77674IK
G77687SU	9606	GlyTouCan	G77687SU
G77700XQ	1245	GlyTouCan	G77700XQ
G77712UR	11709	GlyTouCan	G77712UR
G77712UR	7458	GlyTouCan	G77712UR
G77712UR	7460	GlyTouCan	G77712UR
G77712UR	9606	GlyTouCan	G77712UR
G77712UR	9823	GlyTouCan	G77712UR
G77712UR	9913	GlyTouCan	G77712UR
G77743UL	10090	GlyTouCan	G77743UL
G77748PL	10141	GlyTouCan	G77748PL
G77748PL	9796	GlyTouCan	G77748PL
G77761PN	210	GlyTouCan	G77761PN
G77791EJ	8717	GlyTouCan	G77791EJ
G77805RB	9606	GlyTouCan	G77805RB
G77824XV	10090	GlyTouCan	G77824XV
G77824XV	9606	GlyTouCan	G77824XV
G77824XV	9823	GlyTouCan	G77824XV
G77824XV	9913	GlyTouCan	G77824XV
G77828MY	9606	GlyTouCan	G77828MY
G77841OG	32630	GlyTouCan	G77841OG
G77841OG	9913	GlyTouCan	G77841OG
G77901GR	77855	GlyTouCan	G77901GR
G77915WT	10116	GlyTouCan	G77915WT
G77915WT	9606	GlyTouCan	G77915WT
G77915WT	9823	GlyTouCan	G77915WT
G77915WT	9913	GlyTouCan	G77915WT
G77923PO	9606	GlyTouCan	G77923PO
G77939BF	9606	GlyTouCan	G77939BF
G77960OV	9606	GlyTouCan	G77960OV
G77964WB	9606	UniCarbKB	7519
G77980YT	10036	GlyTouCan	G77980YT
G77980YT	11795	GlyTouCan	G77980YT
G78003VE	10029	GlyTouCan	G78003VE
G78011OA	9606	GlyTouCan	G78011OA
G78019KD	9606	UniCarbKB	7626
G78030KJ	10029	GlyTouCan	G78030KJ
G78030KJ	10114	GlyTouCan	G78030KJ
G78030KJ	9606	UniCarbKB	1193
G78030KJ	9913	GlyTouCan	G78030KJ
G78034SR	9606	GlyTouCan	G78034SR
G78056MI	10114	GlyTouCan	G78056MI
G78056MI	9606	GlyTouCan	G78056MI
G78059CC	10026	GlyTouCan	G78059CC
G78059CC	10090	GlyTouCan	G78059CC
G78059CC	10090	UniCarbKB	1603
G78059CC	10116	UniCarbKB	1603
G78059CC	10141	GlyTouCan	G78059CC
G78059CC	9031	GlyTouCan	G78059CC
G78059CC	9534	GlyTouCan	G78059CC
G78059CC	9606	GlyTouCan	G78059CC
G78059CC	9606	UniCarbKB	1603
G78059CC	9823	GlyTouCan	G78059CC
G78071LY	9606	GlyTouCan	G78071LY
G78072VO	10141	GlyTouCan	G78072VO
G78072VO	9940	GlyTouCan	G78072VO
G78074HX	10090	GlyTouCan	G78074HX
G78074HX	10114	GlyTouCan	G78074HX
G78074HX	9606	GlyTouCan	G78074HX
G78074HX	9615	GlyTouCan	G78074HX
G78074HX	9823	GlyTouCan	G78074HX
G78082BD	615	GlyTouCan	G78082BD
G78098IA	9606	GlyTouCan	G78098IA
G78108ZM	43114	GlyTouCan	G78108ZM
G78108ZM	9606	GlyTouCan	G78108ZM
G78153TS	5691	GlyTouCan	G78153TS
G78153TS	9606	GlyTouCan	G78153TS
G78160OZ	10114	GlyTouCan	G78160OZ
G78160OZ	9606	GlyTouCan	G78160OZ
G78160OZ	9615	GlyTouCan	G78160OZ
G78160OZ	9823	GlyTouCan	G78160OZ
G78160OZ	9913	GlyTouCan	G78160OZ
G78160OZ	9986	GlyTouCan	G78160OZ
G78173WX	9606	GlyTouCan	G78173WX
G78205EV	10090	GlyTouCan	G78205EV
G78230VU	10029	GlyTouCan	G78230VU
G78230VU	10114	GlyTouCan	G78230VU
G78230VU	3573	GlyTouCan	G78230VU
G78230VU	4081	GlyTouCan	G78230VU
G78230VU	52853	GlyTouCan	G78230VU
G78230VU	9606	GlyTouCan	G78230VU
G78230VU	9913	GlyTouCan	G78230VU
G78249UI	622	GlyTouCan	G78249UI
G78249UI	9606	GlyTouCan	G78249UI
G78260AJ	10090	GlyTouCan	G78260AJ
G78260AJ	10114	GlyTouCan	G78260AJ
G78260AJ	5660	GlyTouCan	G78260AJ
G78260AJ	5665	GlyTouCan	G78260AJ
G78260AJ	5693	GlyTouCan	G78260AJ
G78260AJ	9615	GlyTouCan	G78260AJ
G78260AJ	9823	GlyTouCan	G78260AJ
G78260AJ	9913	GlyTouCan	G78260AJ
G78276SQ	9606	GlyTouCan	G78276SQ
G78281SV	10029	GlyTouCan	G78281SV
G78281SV	10044	GlyTouCan	G78281SV
G78281SV	10090	GlyTouCan	G78281SV
G78281SV	10114	GlyTouCan	G78281SV
G78281SV	487	GlyTouCan	G78281SV
G78281SV	562	GlyTouCan	G78281SV
G78281SV	9031	GlyTouCan	G78281SV
G78281SV	9606	GlyTouCan	G78281SV
G78297FC	1765	GlyTouCan	G78297FC
G78306GH	9606	GlyTouCan	G78306GH
G78317QO	141465	GlyTouCan	G78317QO
G78341DP	10026	GlyTouCan	G78341DP
G78341DP	9913	GlyTouCan	G78341DP
G78342SP	9606	GlyTouCan	G78342SP
G78342SP	9796	GlyTouCan	G78342SP
G78342SP	9823	GlyTouCan	G78342SP
G78342SP	98334	GlyTouCan	G78342SP
G78344OG	4932	GlyTouCan	G78344OG
G78347PZ	9606	GlyTouCan	G78347PZ
G78368CZ	9031	GlyTouCan	G78368CZ
G78368CZ	9606	GlyTouCan	G78368CZ
G78391CU	10090	GlyTouCan	G78391CU
G78418FI	9606	GlyTouCan	G78418FI
G78434AN	9606	GlyTouCan	G78434AN
G78436BB	10047	GlyTouCan	G78436BB
G78436BB	10090	GlyTouCan	G78436BB
G78436BB	10114	GlyTouCan	G78436BB
G78436BB	7108	GlyTouCan	G78436BB
G78436BB	9534	GlyTouCan	G78436BB
G78436BB	9615	GlyTouCan	G78436BB
G78436BB	9823	GlyTouCan	G78436BB
G78436BB	9986	GlyTouCan	G78436BB
G78447LN	4932	GlyTouCan	G78447LN
G78447LN	4934	GlyTouCan	G78447LN
G78475DU	9606	GlyTouCan	G78475DU
G78509IY	9031	GlyTouCan	G78509IY
G78513KA	9823	GlyTouCan	G78513KA
G78519ZX	9606	GlyTouCan	G78519ZX
G78573SR	9606	GlyTouCan	G78573SR
G78600GX	2246	GlyTouCan	G78600GX
G78615VF	9606	GlyTouCan	G78615VF
G78617GO	10116	GlyTouCan	G78617GO
G78625LN	9031	GlyTouCan	G78625LN
G78627AJ	8570	GlyTouCan	G78627AJ
G78641QJ	197	GlyTouCan	G78641QJ
G78644BR	9606	UniCarbKB	7630
G78644BR	9606	UniCarbKB	7732
G78657XR	9606	GlyTouCan	G78657XR
G78681QL	10029	GlyTouCan	G78681QL
G78681QL	10036	GlyTouCan	G78681QL
G78681QL	9606	GlyTouCan	G78681QL
G78681QL	9823	GlyTouCan	G78681QL
G78694IK	5693	GlyTouCan	G78694IK
G78695LF	10029	GlyTouCan	G78695LF
G78695LF	9606	GlyTouCan	G78695LF
G78706CK	10116	GlyTouCan	G78706CK
G78706CK	9606	GlyTouCan	G78706CK
G78759XX	10114	GlyTouCan	G78759XX
G78789AJ	46489	GlyTouCan	G78789AJ
G78809DY	9606	GlyTouCan	G78809DY
G78810JD	4932	GlyTouCan	G78810JD
G78811TO	9606	UniCarbKB	comp_HexNAc6Hex7dHex5NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G78813BX	9606	GlyTouCan	G78813BX
G78818SP	10114	GlyTouCan	G78818SP
G78818SP	7742	GlyTouCan	G78818SP
G78818SP	8048	GlyTouCan	G78818SP
G78818SP	9031	GlyTouCan	G78818SP
G78818SP	9606	GlyTouCan	G78818SP
G78830IZ	145282	GlyTouCan	G78830IZ
G78884WZ	9913	GlyTouCan	G78884WZ
G78890OB	9606	UniCarbKB	1313
G78894EE	9796	GlyTouCan	G78894EE
G78915OI	9606	GlyTouCan	G78915OI
G78929WE	9606	GlyTouCan	G78929WE
G78944YP	9606	GlyTouCan	G78944YP
G78956IC	9606	GlyTouCan	G78956IC
G78961ZT	10090	GlyTouCan	G78961ZT
G78986LU	1587	GlyTouCan	G78986LU
G78992FU	9606	GlyTouCan	G78992FU
G79021WI	9606	GlyTouCan	G79021WI
G79033HI	7787	GlyTouCan	G79033HI
G79037RU	10036	GlyTouCan	G79037RU
G79044TC	4026	GlyTouCan	G79044TC
G79044TC	4402	GlyTouCan	G79044TC
G79071YL	4896	GlyTouCan	G79071YL
G79083TY	9606	GlyTouCan	G79083TY
G79089EU	10116	GlyTouCan	G79089EU
G79103DD	9823	GlyTouCan	G79103DD
G79198HM	9031	GlyTouCan	G79198HM
G79202GR	9606	GlyTouCan	G79202GR
G79215KX	9606	GlyTouCan	G79215KX
G79215KX	9913	GlyTouCan	G79215KX
