GlyTouCanAccession	Image-Size	Image-CRC	Image-Notation	Image-Style
G63035DM	3142	31dea1df	cfg	extended
G63038KS	1178	9a6b1adf	cfg	extended
G63046OH	5220	119a220b	cfg	extended
G63049JM	919	8a507210	cfg	extended
G63049KF	3938	30b3eae3	cfg	extended
G63053GR	3447	ffb6eacd	cfg	extended
G63053UD	1301	bc10d4c0	cfg	extended
G63059VZ	1725	2e5f132c	cfg	extended
G63062OT	2198	586f5a5d	cfg	extended
G63063HO	1842	b001a5f0	cfg	extended
G63065KG	4521	37f71422	cfg	extended
G63065ZE	6115	9a61c200	cfg	extended
G63069TR	1167	a53c3eac	cfg	extended
G63072RV	1135	d18ce685	cfg	extended
G63075AF	3865	3f1d4489	cfg	extended
G63078AB	6340	c27b4ea0	cfg	extended
G63078SM	2045	3c9425a2	cfg	extended
G63083GQ	1224	ca8d3e15	cfg	extended
G63099PM	3122	9d29cc70	cfg	extended
G63100CN	5031	7b7b22bf	cfg	extended
G63100TS	5640	524360fb	cfg	extended
G63103GD	1119	ce0e89bd	cfg	extended
G63110FE	1674	17e0f9fb	cfg	extended
G63111RL	5945	bd2899b5	cfg	extended
G63114QE	1168	e3eb1ae0	cfg	extended
G63125IE	5312	0a1e000e	cfg	extended
G63135DD	3730	b330e6e5	cfg	extended
G63142AA	3777	8dc8e112	cfg	extended
G63149CW	1835	a236f040	cfg	extended
G63150NE	1298	68a6caa3	cfg	extended
G63155AL	1435	780fa9c2	cfg	extended
G63160NR	3045	3c9185c4	cfg	extended
G63164AC	1059	9e52f57c	cfg	extended
G63166WT	4171	cd2b49ba	cfg	extended
G63170HT	2979	68539edf	cfg	extended
G63176TU	3993	ca8e0fd1	cfg	extended
G63179CS	1902	6fe0cf28	cfg	extended
G63181KQ	1821	406031a5	cfg	extended
G63185HW	1116	35789e05	cfg	extended
G63188OY	2455	72df5b52	cfg	extended
G63193FF	2818	31ea8724	cfg	extended
G63194GH	2293	e8fbde41	cfg	extended
G63197YJ	920	a7668cf5	cfg	extended
G63205FU	2053	2628ffeb	cfg	extended
G63208BT	3910	f11a1169	cfg	extended
G63209MS	1472	993dd54b	cfg	extended
G63226YJ	949	e99071b6	cfg	extended
G63234BL	4661	16f2127b	cfg	extended
G63235UE	2232	94561efc	cfg	extended
G63236ZO	2413	513cb435	cfg	extended
G63238VS	1966	47943ccf	cfg	extended
G63240YA	3535	91bb3233	cfg	extended
G63241SG	2566	893f6b8e	cfg	extended
G63242HY	1976	0670eda1	cfg	extended
G63244UY	1116	8bb681ab	cfg	extended
G63250DI	1166	2db8a6a6	cfg	extended
G63251AK	4076	22e6cf11	cfg	extended
G63253XC	2264	58d3bc92	cfg	extended
G63265NC	1719	39a9a8c0	cfg	extended
G63272GJ	1344	a111fb66	cfg	extended
G63274DW	1549	f2061396	cfg	extended
G63276XU	1371	5728e1e4	cfg	extended
G63282TI	1749	456c9ac6	cfg	extended
G63285XT	4803	4410d5ef	cfg	extended
G63286MF	1316	ed5c88a0	cfg	extended
G63296BT	1366	bdffb851	cfg	extended
G63302YP	1361	1de525a2	cfg	extended
G63303ZY	4707	aa36c704	cfg	extended
G63308HG	4326	e360ddee	cfg	extended
G63317CA	2565	40e8b9ef	cfg	extended
G63329SO	1580	6fcacfae	cfg	extended
G63333DU	5246	e69d15da	cfg	extended
G63334FZ	1054	42e3ae73	cfg	extended
G63336AX	1332	c23630d5	cfg	extended
G63337DU	3904	52373de0	cfg	extended
G63337SS	3092	cfa94fd0	cfg	extended
G63338KU	3097	021d074d	cfg	extended
G63342MB	2298	58b98044	cfg	extended
G63342TJ	1792	231ba5d9	cfg	extended
G63348GG	1434	0f1b9bb8	cfg	extended
G63349JM	1306	b1673f5b	cfg	extended
G63355FU	2341	080edd84	cfg	extended
G63360MH	1208	3c72d61c	cfg	extended
G63361NH	1948	2c803516	cfg	extended
G63362BA	1113	58b37fb8	cfg	extended
G63363XX	1143	35cf5178	cfg	extended
G63366CP	4129	92aa3b94	cfg	extended
G63377AI	2598	05d3964a	cfg	extended
G63377SE	2081	dce48834	cfg	extended
G63380ES	4294	215f9668	cfg	extended
G63381RX	1684	f99e043b	cfg	extended
G63382KW	3163	9c807d3c	cfg	extended
G63383QX	2232	94561efc	cfg	extended
G63389VQ	3060	8fd8a940	cfg	extended
G63395BB	1863	1a9b37c0	cfg	extended
G63398ZF	4587	6b0e852d	cfg	extended
G63402HR	1898	1425e659	cfg	extended
G63402KD	1718	e6251ae3	cfg	extended
G63404PB	1131	bb16496a	cfg	extended
G63411NB	1902	bc9d567c	cfg	extended
G63413QV	4841	b1261ed1	cfg	extended
G63427CD	2321	abd0e23c	cfg	extended
G63428EY	2171	a95c4cd5	cfg	extended
G63428PQ	3738	ee0d20fc	cfg	extended
G63438EB	2183	9e3dbae3	cfg	extended
G63443GA	1870	642b4d29	cfg	extended
G63444WV	1944	f827a9b0	cfg	extended
G63445YU	2879	2d23ca99	cfg	extended
G63455UI	3020	7654bd1c	cfg	extended
G63459ER	1446	4c1ef07d	cfg	extended
G63461XJ	1349	d6c10f07	cfg	extended
G63462YW	3205	839139f1	cfg	extended
G63466HH	2106	771d642f	cfg	extended
G63469RX	5510	95d33aca	cfg	extended
G63473GZ	1143	cb1adf3d	cfg	extended
G63474NY	2332	2e13d9f9	cfg	extended
G63477YX	1541	ed4c6f7f	cfg	extended
G63480NF	3410	f9970c39	cfg	extended
G63481MM	4197	e8fa005d	cfg	extended
G63491LI	5499	11edb0ce	cfg	extended
G63496FG	2523	8ec83677	cfg	extended
G63498YL	2671	9a453fe3	cfg	extended
G63502NR	2394	1916dbf1	cfg	extended
G63505TP	2150	d7e08941	cfg	extended
G63514UL	1948	1c3b0b51	cfg	extended
G63519GO	1541	5ef96944	cfg	extended
G63520EZ	1774	afdb7ad4	cfg	extended
G63521CI	2632	1f144d5f	cfg	extended
G63536HB	3203	74573674	cfg	extended
G63539LJ	922	86f4f4e2	cfg	extended
G63541GJ	8086	f7f5df36	cfg	extended
G63543FL	2095	6d6071a5	cfg	extended
G63547QM	5332	28ec2a18	cfg	extended
G63548GM	1274	ee4b1198	cfg	extended
G63550TC	2072	b6b97aec	cfg	extended
G63560NE	1671	526fcb5a	cfg	extended
G63564XP	1012	af0952a3	cfg	extended
G63565MO	4139	b4e1321a	cfg	extended
G63565UY	3591	ce28546e	cfg	extended
G63567OG	6258	296cc7fb	cfg	extended
G63571FM	3171	36b53e79	cfg	extended
G63574RK	4509	a8c9027a	cfg	extended
G63585HN	3531	d2eea141	cfg	extended
G63596DU	3427	949dfb0a	cfg	extended
G63597ZG	1476	0e0a755f	cfg	extended
G63607QJ	2196	9aa19488	cfg	extended
G63610QZ	1763	30f7cd62	cfg	extended
G63611ZF	1599	5fdc9ce8	cfg	extended
G63612SE	5647	a5ccc035	cfg	extended
G63612VM	371	c89ce699	cfg	extended
G63614KK	1967	8825818b	cfg	extended
G63614XZ	2321	14b30404	cfg	extended
G63616MO	1269	4ff848db	cfg	extended
G63617UP	4218	cf628440	cfg	extended
G63621KM	1998	a8518827	cfg	extended
G63622FJ	2289	98a6e366	cfg	extended
G63628AV	1008	be543c3e	cfg	extended
G63629SO	825	a8a0d6d4	cfg	extended
G63630KO	1790	90fbcbdc	cfg	extended
G63640QH	3467	53cce47e	cfg	extended
G63641CY	922	86f4f4e2	cfg	extended
G63644AZ	5761	42848183	cfg	extended
G63646FQ	1413	cc050592	cfg	extended
G63648EU	3854	7f72c7a9	cfg	extended
G63648XO	4906	089e873e	cfg	extended
G63659FK	6099	685d058d	cfg	extended
G63660JP	1472	a23a7c64	cfg	extended
G63661KP	1280	0a53929c	cfg	extended
G63664GB	2842	e823351b	cfg	extended
G63665MU	6072	64ccbd1e	cfg	extended
G63666YX	2750	10e402ce	cfg	extended
G63670YV	1829	23f34a7e	cfg	extended
G63677TI	1792	b7f699b9	cfg	extended
G63679SF	5033	99723be7	cfg	extended
G63679ZU	1438	23cfdea4	cfg	extended
G63683AB	1401	3a3dd407	cfg	extended
G63699VG	2327	131262f7	cfg	extended
G63701SG	4768	13b00a37	cfg	extended
G63708BZ	3405	24657bde	cfg	extended
G63710WS	4577	b42265e8	cfg	extended
G63712AL	4221	165ee6ad	cfg	extended
G63714PL	3863	201e2abc	cfg	extended
G63717BV	1502	72310f4b	cfg	extended
G63717SU	1579	b650d7e8	cfg	extended
G63718EA	3598	a73d661d	cfg	extended
G63720BV	2281	4529e0bc	cfg	extended
G63721FF	1460	f461e6b7	cfg	extended
G63722ZU	2156	f0ee546b	cfg	extended
G63727MV	4798	50a0dbb6	cfg	extended
G63727WO	2350	9086adad	cfg	extended
G63728VN	1669	ba1d32a1	cfg	extended
G63734KU	4014	fd084222	cfg	extended
G63735MP	1303	d6a32a3e	cfg	extended
G63736MO	2401	3ea31f55	cfg	extended
G63738PK	4081	9fda8930	cfg	extended
G63738TV	1568	166fda69	cfg	extended
G63739LG	1563	e763aaa3	cfg	extended
G63744RV	1915	c81eeb7d	cfg	extended
G63747NV	931	1e8ffe56	cfg	extended
G63748AU	2479	dc7c0c49	cfg	extended
G63754TT	2571	78915d8b	cfg	extended
G63768EQ	1761	d2003163	cfg	extended
G63774AQ	1233	8f14fb0f	cfg	extended
G63776KU	998	97cbbed4	cfg	extended
G63782AK	5105	993a6ba6	cfg	extended
G63787FE	2539	0246c90c	cfg	extended
G63787RZ	3598	13c0e58f	cfg	extended
G63792JF	1513	b47bd97f	cfg	extended
G63792RQ	4358	8fc4bfe2	cfg	extended
G63794QO	2499	fd11bf09	cfg	extended
G63802EG	1988	b4dee618	cfg	extended
G63803GG	3472	05c06032	cfg	extended
G63807DH	5357	dfd95077	cfg	extended
G63813EJ	1596	0f3ce3e2	cfg	extended
G63814RL	3281	7bae4da4	cfg	extended
G63820GM	2240	b22e5ba0	cfg	extended
G63821IF	1844	edb8e92c	cfg	extended
G63821SF	4069	93c3593d	cfg	extended
G63825EI	965	f59191eb	cfg	extended
G63828QT	1796	41d03f3f	cfg	extended
G63830AA	840	5f4d263b	cfg	extended
G63830BN	2556	523bdc15	cfg	extended
G63830GM	515	b1eb8063	cfg	extended
G63831YE	4046	f06cc72e	cfg	extended
G63833WU	1611	87dd5781	cfg	extended
G63838JW	3595	a3b63b2b	cfg	extended
G63840IZ	1814	b3b45e1e	cfg	extended
G63842WA	1694	c5a64edd	cfg	extended
G63850ZW	2065	2b22c51c	cfg	extended
G63851XY	1627	56b7130c	cfg	extended
G63852VW	2283	cdb0354d	cfg	extended
G63861JU	1617	7827f289	cfg	extended
G63861LZ	1844	edb8e92c	cfg	extended
G63865HO	4426	c6df97ba	cfg	extended
G63871ZT	3454	7abb4068	cfg	extended
G63872CO	1168	3eed53b3	cfg	extended
G63875KV	932	75ba0ec8	cfg	extended
G63889NK	5055	f1c94720	cfg	extended
G63898DA	3939	024cf196	cfg	extended
G63899VB	3457	8a617ceb	cfg	extended
G63900EL	1944	71343866	cfg	extended
G63902JF	719	4d07349e	cfg	extended
G63904JQ	5443	8a0cbd70	cfg	extended
G63904XT	4490	ace09ae7	cfg	extended
G63907MA	3544	44f91e77	cfg	extended
G63914QJ	793	8cc29a6c	cfg	extended
G63919RG	5031	25761efa	cfg	extended
G63923YN	3680	760fb1ca	cfg	extended
G63932XL	5318	09baa5e4	cfg	extended
G63933WL	3664	f8ce3c28	cfg	extended
G63937EY	785	f113f496	cfg	extended
G63939TP	4954	156c4997	cfg	extended
G63943PT	2145	570d34a7	cfg	extended
G63949RX	5403	cd381928	cfg	extended
G63952ML	1480	54c8a01e	cfg	extended
G63952RE	1342	d62a2b39	cfg	extended
G63954IW	1662	09e649ba	cfg	extended
G63966LT	2237	d346f2af	cfg	extended
G63966XB	2273	008575b4	cfg	extended
G63974UB	1637	76a1ca5f	cfg	extended
G63976LA	4366	ed60a147	cfg	extended
G63977XF	1013	d9b29c30	cfg	extended
G63977YB	3688	352aec54	cfg	extended
G63978FG	2483	fd04ce35	cfg	extended
G63978ZE	1126	8310ae98	cfg	extended
G63981YU	3449	c40cdb32	cfg	extended
G63992GH	1991	10ea4018	cfg	extended
G63993FI	1180	81648ab8	cfg	extended
G63998IX	1521	5b69b05a	cfg	extended
G64002SF	5223	dd61f958	cfg	extended
G64003EJ	1314	e572309f	cfg	extended
G64005GF	3416	91bde8b2	cfg	extended
G64007OP	808	09eda329	cfg	extended
G64009BY	3361	ce2eceaa	cfg	extended
G64011FV	1827	f992d9b0	cfg	extended
G64014BL	1238	a9af7781	cfg	extended
G64017CW	1086	e71121c1	cfg	extended
G64018KD	1542	cac5c217	cfg	extended
G64020XR	3499	e75fe7ea	cfg	extended
G64023TF	1091	cb34f719	cfg	extended
G64024VG	2165	5965e666	cfg	extended
G64025NR	4736	5d63bdc9	cfg	extended
G64029DP	2149	38ccfccc	cfg	extended
G64045WP	3794	db575e8f	cfg	extended
G64048GU	5125	d909660e	cfg	extended
G64050LH	1489	551c6b43	cfg	extended
G64050XD	2208	072e3d0d	cfg	extended
G64061QG	1211	fd20e58c	cfg	extended
G64067YC	2912	1be0237e	cfg	extended
G64076LG	5330	7067fc84	cfg	extended
G64077VW	4648	40393266	cfg	extended
G64078DL	3909	886b8931	cfg	extended
G64079RT	1513	241d07b5	cfg	extended
G64085NR	5088	059100c1	cfg	extended
G64087OP	1250	d2046b5b	cfg	extended
G64089BY	875	8d02840a	cfg	extended
G64091KS	473	8a4160da	cfg	extended
G64092PM	2237	b7ac2705	cfg	extended
G64098LT	2614	bd74b90f	cfg	extended
G64098MP	4473	f4b3ef7a	cfg	extended
G64102JR	2398	865c28ea	cfg	extended
G64102SZ	6613	32689309	cfg	extended
G64112PJ	2372	c374edd2	cfg	extended
G64122IC	3721	f2ed672a	cfg	extended
G64123CD	2232	5f0b3b20	cfg	extended
G64123ZS	1221	02c0b15c	cfg	extended
G64126JS	3999	0c1f89f6	cfg	extended
G64127GJ	5152	216c3239	cfg	extended
G64128KF	1273	8d4fa4e6	cfg	extended
G64132UH	4097	8c56e37b	cfg	extended
G64134SS	878	a41dac3b	cfg	extended
G64139XJ	4191	1798702f	cfg	extended
G64144LP	4513	7df98e61	cfg	extended
G64145OG	1993	b07b2b30	cfg	extended
G64152OT	995	5b15c223	cfg	extended
G64157NZ	4367	c7e3a88c	cfg	extended
G64161CC	4475	c3dcdbd2	cfg	extended
G64161DQ	1338	31767f7e	cfg	extended
G64162JC	1705	5095138c	cfg	extended
G64164CA	1307	ec253c2d	cfg	extended
G64165TJ	2282	ca51f8b8	cfg	extended
G64168EM	1278	fdc26394	cfg	extended
G64171LP	1871	3cb5e04c	cfg	extended
G64175SO	5026	efaa2b09	cfg	extended
G64176BH	2367	2e64c188	cfg	extended
G64181WT	3826	fe2f9429	cfg	extended
G64183CB	2121	051bef5a	cfg	extended
G64185VP	1789	a5b71c7f	cfg	extended
G64186MJ	2122	d34240bf	cfg	extended
G64188CP	4310	7ae5fc21	cfg	extended
G64189GC	2305	1fbdfb26	cfg	extended
G64195KC	5298	3f293cc6	cfg	extended
G64204OL	3591	08eaf1b4	cfg	extended
G64206XB	2779	67f20139	cfg	extended
G64208CW	2211	d9984c85	cfg	extended
G64223CQ	1445	da4317e6	cfg	extended
G64224MK	884	7d27a629	cfg	extended
G64225LV	1275	e612056a	cfg	extended
G64225SR	5426	75b48580	cfg	extended
G64227KZ	2121	e7916a97	cfg	extended
G64228KO	1752	e8e3ef33	cfg	extended
G64239KZ	1967	2925da76	cfg	extended
G64252WT	2623	6f6ae1ee	cfg	extended
G64253RM	1827	f992d9b0	cfg	extended
G64259ZR	4730	a0c07a32	cfg	extended
G64260NK	1678	45050f6a	cfg	extended
G64262FG	1521	c04c6cc2	cfg	extended
G64263HW	1355	bf5212ce	cfg	extended
G64271BN	3436	77b08ad4	cfg	extended
G64271PC	5759	54c91523	cfg	extended
G64272SY	1635	bc4bbd56	cfg	extended
G64276SW	2203	f8750c46	cfg	extended
G64278AC	2316	62a2e55b	cfg	extended
G64282SO	4754	917c51c4	cfg	extended
G64285PF	1144	c3fe3284	cfg	extended
G64289QQ	3812	0c4b296f	cfg	extended
G64290CA	4414	828191d1	cfg	extended
G64296KS	1902	3e28df6c	cfg	extended
G64301WI	862	9e2b7b66	cfg	extended
G64301WQ	1955	01bfacd6	cfg	extended
G64311TT	3065	7e870135	cfg	extended
G64313PA	1183	732d8199	cfg	extended
G64315DN	1471	736637fe	cfg	extended
G64315VC	1772	10d2d85b	cfg	extended
G64324VB	2266	7fe9bd0c	cfg	extended
G64330NA	3356	bbd738ae	cfg	extended
G64334QQ	3152	accb78c0	cfg	extended
G64343VU	3950	b9e51bb2	cfg	extended
G64343WH	3921	31c14724	cfg	extended
G64345WG	884	7d27a629	cfg	extended
G64346BI	938	c01b08e4	cfg	extended
G64346PH	1048	743cb2e5	cfg	extended
G64349AC	1053	3359b391	cfg	extended
G64351DA	1136	e63f8338	cfg	extended
G64351OD	1314	ab47a73a	cfg	extended
G64354IV	1119	1618d7fb	cfg	extended
G64357NA	4762	af4c748b	cfg	extended
G64380CO	937	666fa0e7	cfg	extended
G64384IL	5058	03f6be92	cfg	extended
G64386MO	2850	7bfbcf68	cfg	extended
G64388ER	2160	e1221e46	cfg	extended
G64388NA	4235	253bbcbd	cfg	extended
G64389SF	5100	b5cb9cb8	cfg	extended
G64389UN	4980	01875d3e	cfg	extended
G64398GR	7414	f81512d9	cfg	extended
G64399AZ	4089	bf20cdc5	cfg	extended
G64400CB	1906	14045932	cfg	extended
G64401WT	4689	c4358065	cfg	extended
G64402PV	1224	717cbbee	cfg	extended
G64403MT	3349	da9a7cb1	cfg	extended
G64403YS	1094	a22d5d9b	cfg	extended
G64404HO	2838	52bb5493	cfg	extended
G64404PV	1093	3f6a39c4	cfg	extended
G64404VY	1447	c1e140ae	cfg	extended
G64411TU	2444	ccbbc7ca	cfg	extended
G64414VV	4637	76451cbe	cfg	extended
G64418LU	5490	0f257172	cfg	extended
G64418SR	2584	5e306c86	cfg	extended
G64424PR	3919	a5b830f0	cfg	extended
G64427XY	1848	1cb8a4f4	cfg	extended
G64429OW	3832	8904bb68	cfg	extended
G64433JO	1669	2f08bc08	cfg	extended
G64435UX	3803	bcad54c3	cfg	extended
G64439DM	4716	68680ab0	cfg	extended
G64448TS	2120	ef050044	cfg	extended
G64450GG	4042	373b237f	cfg	extended
G64450LQ	774	93251ccb	cfg	extended
G64454AV	2497	f6a5f45c	cfg	extended
G64458EC	2180	62151fe5	cfg	extended
G64459DC	1933	c404d0fe	cfg	extended
G64460FJ	2117	8567bb85	cfg	extended
G64462FL	3170	ab19e856	cfg	extended
G64463IC	2585	df10bb0c	cfg	extended
G64466WK	1091	cb34f719	cfg	extended
G64468GG	2172	3df16049	cfg	extended
G64468KS	2767	2d333e28	cfg	extended
G64470PI	3879	bc6d4a5a	cfg	extended
G64481DJ	1916	9f037d8b	cfg	extended
G64482PB	1375	d9cbd7f9	cfg	extended
G64484II	1131	a8258816	cfg	extended
G64485VT	2793	b31b15ed	cfg	extended
G64490LR	4597	d35e1cd4	cfg	extended
G64490RT	2149	5770cbba	cfg	extended
G64492JI	2152	d9e002ce	cfg	extended
G64496AO	2276	90b42a85	cfg	extended
G64500KY	1021	166dbb89	cfg	extended
G64501OO	4165	ab66fcaa	cfg	extended
G64512RX	2172	eb69a4e9	cfg	extended
G64514KF	3086	036badda	cfg	extended
G64518MA	2356	abc814db	cfg	extended
G64518MK	2507	d80b2d60	cfg	extended
G64522FS	474	07dcdee0	cfg	extended
G64527IJ	1246	9fa3bb48	cfg	extended
G64529AX	2822	df8040a4	cfg	extended
G64535ZF	1375	217a0056	cfg	extended
G64538MP	3348	313727aa	cfg	extended
G64538ZR	3841	a04236fa	cfg	extended
G64541LV	2280	02884067	cfg	extended
G64547NU	1360	e849114f	cfg	extended
G64548HA	1345	ea55bad7	cfg	extended
G64553RA	1571	adef3838	cfg	extended
G64555FT	4538	5795d583	cfg	extended
G64555ZX	962	f0b1b7c2	cfg	extended
G64563CQ	2832	85e592a1	cfg	extended
G64566OC	3068	b906083e	cfg	extended
G64570KJ	2303	802a9d10	cfg	extended
G64574RC	1474	707d0822	cfg	extended
G64574TK	3632	9751d602	cfg	extended
G64581FT	1724	c304b8a8	cfg	extended
G64581RP	473	8a4160da	cfg	extended
G64581UD	1620	8f21e2ac	cfg	extended
G64582TJ	3277	48edc783	cfg	extended
G64586PM	4074	d12cd196	cfg	extended
G64592EN	3729	f2e70d5d	cfg	extended
G64593RN	3649	655fa921	cfg	extended
G64597KF	4556	125da078	cfg	extended
G64600FZ	2428	324966d0	cfg	extended
G64601QM	5235	8d955c77	cfg	extended
G64604UL	1245	13438ed3	cfg	extended
G64614TM	5713	0faee948	cfg	extended
G64615DY	2513	7c0d8016	cfg	extended
G64618XR	4569	09552fc8	cfg	extended
G64622AB	3721	6208f455	cfg	extended
G64623GC	1096	205d4682	cfg	extended
G64632PP	4381	4037297b	cfg	extended
G64633BH	2704	f89ff77c	cfg	extended
G64642LS	1266	9c2cfce2	cfg	extended
G64642ML	1157	62c948fa	cfg	extended
G64645CG	1996	8a288a14	cfg	extended
G64651FB	2345	fa964be4	cfg	extended
G64651IS	2164	281d872d	cfg	extended
G64652AR	1189	d5e4ce3f	cfg	extended
G64661YG	3581	fa190f5f	cfg	extended
G64662SH	4870	9aaff504	cfg	extended
G64665BQ	843	cb324561	cfg	extended
G64665JS	1450	ee8466b1	cfg	extended
G64665SI	913	bcadb86c	cfg	extended
G64666BO	6261	b9bff86e	cfg	extended
G64669AQ	2295	3f1755cc	cfg	extended
G64678ML	2352	3511930f	cfg	extended
G64680KT	4433	8d1c39e7	cfg	extended
G64684RR	1371	cff1eeea	cfg	extended
G64687ON	5362	675469c0	cfg	extended
G64693IG	4625	8575acf6	cfg	extended
G64694IH	931	1e8ffe56	cfg	extended
G64696WA	1610	aeb1fb86	cfg	extended
G64697JB	3999	c683904c	cfg	extended
G64700BC	1781	8d64b148	cfg	extended
G64703DQ	4797	bfb32c34	cfg	extended
G64705ZN	3102	dbe04667	cfg	extended
G64706DG	3379	16ecb9af	cfg	extended
G64710VA	1376	2f87d141	cfg	extended
G64712UU	2442	cc2ef23e	cfg	extended
G64713KE	3134	0713d000	cfg	extended
G64714RC	1643	3ca15202	cfg	extended
G64717JC	3051	7111d841	cfg	extended
G64725VJ	4426	8c69db04	cfg	extended
G64726EB	2061	c766e287	cfg	extended
G64729EV	5532	1072f414	cfg	extended
G64730RH	1816	b3c235f2	cfg	extended
G64733SB	963	4fc72181	cfg	extended
G64761FU	5752	ffd120ab	cfg	extended
G64773FN	3808	e5b1016c	cfg	extended
G64774WV	3079	804dc70b	cfg	extended
G64780OA	2879	b8ef8301	cfg	extended
G64781ZV	2060	e839ad85	cfg	extended
G64783LH	1298	7339d488	cfg	extended
G64789SR	5305	3c56acab	cfg	extended
G64799PD	2135	12a5dc13	cfg	extended
G64799ZA	6159	1101a866	cfg	extended
G64800JN	1694	96fd56b2	cfg	extended
G64803AP	2514	1abc9469	cfg	extended
G64803GA	3475	ce6bafc1	cfg	extended
G64803HZ	1905	89ffaee5	cfg	extended
G64808LD	4063	3a52894d	cfg	extended
G64808RJ	5127	cf5b63a1	cfg	extended
G64810SW	1272	ff7960a5	cfg	extended
G64812KE	1847	b65ff8b1	cfg	extended
G64813IY	2261	f9e48ff9	cfg	extended
G64813JD	5987	8224e1aa	cfg	extended
G64818UY	1530	82d2e72b	cfg	extended
G64822OJ	7337	d187c4d2	cfg	extended
G64823DM	4082	33f2b776	cfg	extended
G64824NL	2584	36982ebf	cfg	extended
G64826XB	1957	7b1635f1	cfg	extended
G64827NU	4510	53424cdb	cfg	extended
G64828QT	9599	c6a631c8	cfg	extended
G64831VI	1255	7e9a528b	cfg	extended
G64841EF	4924	3d4f41a6	cfg	extended
G64842QB	1902	43cb4b97	cfg	extended
G64842RE	588	1edf4562	cfg	extended
G64844ET	1355	405c489a	cfg	extended
G64849QZ	1244	6c2f6579	cfg	extended
G64850DY	5116	4e22ee18	cfg	extended
G64851ON	1475	7344b8bd	cfg	extended
G64851PW	5755	b9702193	cfg	extended
G64852XI	2125	858e2d6e	cfg	extended
G64854QG	2638	10ee61e2	cfg	extended
G64855FW	1903	e6effd97	cfg	extended
G64856PW	2349	fc3b9057	cfg	extended
G64857LW	6592	4baeeb51	cfg	extended
G64857YA	1017	ba6f2803	cfg	extended
G64858OY	1590	7aa25fd9	cfg	extended
G64860JV	3549	578e7135	cfg	extended
G64861UO	2222	c8ab3f48	cfg	extended
G64863OF	853	d63087ed	cfg	extended
G64865PC	4559	637b863b	cfg	extended
G64866JR	1217	6db1e014	cfg	extended
G64870DN	1694	8a8c0121	cfg	extended
G64871AT	3448	ebf64633	cfg	extended
G64873JT	4037	ea788900	cfg	extended
G64876LY	1764	29943323	cfg	extended
G64878VD	1458	3ba0b398	cfg	extended
G64885AH	2078	74c1adb4	cfg	extended
G64894MA	6978	47e335f6	cfg	extended
G64897QL	4966	f3586fdd	cfg	extended
G64899EB	1970	b64b1348	cfg	extended
G64901XZ	4568	9510c566	cfg	extended
G64904FE	2178	588b53a7	cfg	extended
G64904QS	2809	063bfc02	cfg	extended
G64913UY	5973	6c19cac5	cfg	extended
G64916BF	3611	1bd155e1	cfg	extended
G64916EE	2085	4e8eef1c	cfg	extended
G64917GW	1668	e2a7ce79	cfg	extended
G64919UI	2385	8c033e52	cfg	extended
G64922VJ	1537	7b1e3727	cfg	extended
G64926QS	1658	9abdcb9f	cfg	extended
G64931FF	2477	8bb9361e	cfg	extended
G64933BH	843	cb324561	cfg	extended
G64937FU	994	5c6e0281	cfg	extended
G64943CI	1354	52217951	cfg	extended
G64943NM	1969	f31f596a	cfg	extended
G64950NP	4235	80f4062f	cfg	extended
G64951NH	4605	ef21366d	cfg	extended
G64952VU	4133	8e9d0cb2	cfg	extended
G64959IQ	4465	47fb35cc	cfg	extended
G64959JJ	3686	bd331d3e	cfg	extended
G64960RN	1431	65889ccf	cfg	extended
G64963HC	1839	aa7323b8	cfg	extended
G64964LN	4181	49d22b6c	cfg	extended
G64965ZH	2250	fa9a0ce7	cfg	extended
G64967DO	3671	dd16dcb5	cfg	extended
G64968QT	2006	54193956	cfg	extended
G64973KT	1846	4cbcab8f	cfg	extended
G64979EW	2349	fc3b9057	cfg	extended
G64989JY	4822	b2c71329	cfg	extended
G64990MD	3494	b31168b1	cfg	extended
G64992NN	811	abae9b1e	cfg	extended
G64996BH	1988	2b8b620a	cfg	extended
G64998DO	788	f08231f2	cfg	extended
G65002PM	1126	8fd92807	cfg	extended
G65006SL	4088	cf9569c8	cfg	extended
G65007AU	1057	2c3892b2	cfg	extended
G65009JH	5213	3ebf9913	cfg	extended
G65012HL	2765	dca77a02	cfg	extended
G65015ZK	4853	e952b7d9	cfg	extended
G65018DN	912	5389e09f	cfg	extended
G65020KU	2195	23f22fb1	cfg	extended
G65022XW	5094	e548f3ca	cfg	extended
G65030HB	3439	fe2b184d	cfg	extended
G65030JI	3284	ce8c6a94	cfg	extended
G65030KC	3359	7d9eb9ab	cfg	extended
G65043VH	2200	9ec17acb	cfg	extended
G65044JI	2676	31688181	cfg	extended
G65065ME	4830	d06d5c35	cfg	extended
G65070LF	1538	f898a6be	cfg	extended
G65070OM	3009	2fe3dc94	cfg	extended
G65070RM	1267	b047a00a	cfg	extended
G65070VQ	1264	a48fb2f2	cfg	extended
G65071ON	2064	f3029e5d	cfg	extended
G65079ZY	5030	e412ab92	cfg	extended
G65080HF	1124	baf2089a	cfg	extended
G65085HC	1629	14310e91	cfg	extended
G65085NL	2296	affd6713	cfg	extended
G65087VI	3807	31adf4b9	cfg	extended
G65092SV	1004	27db6268	cfg	extended
G65097BM	3042	05b4ef33	cfg	extended
