GlyTouCanAccession	PubMedID	Source	SourceID
G74264KM	7068558	UniCarbKB	5344
G74264KM	7774715	UniCarbKB	5344
G74320MK	10200178	UniCarbKB	7792
G74353FF	10022502	GlyTouCan	G74353FF
G74353FF	2418872	GlyTouCan	G74353FF
G74353FF	2446741	GlyTouCan	G74353FF
G74353FF	2579390	GlyTouCan	G74353FF
G74353FF	3801409	GlyTouCan	G74353FF
G74353FF	4041428	GlyTouCan	G74353FF
G74353FF	6094178	GlyTouCan	G74353FF
G74353FF	6198005	GlyTouCan	G74353FF
G74353FF	6296087	GlyTouCan	G74353FF
G74353FF	6583282	GlyTouCan	G74353FF
G74353FF	7536750	GlyTouCan	G74353FF
G74503BE	34191522	UniCarbKB	G74503BE
G74578MX	1377598	GlyTouCan	G74578MX
G74578MX	1735443	GlyTouCan	G74578MX
G74838NI	1898343	UniCarbKB	7524
G74840NI	17316025	GlyTouCan	G74840NI
G74859XI	10764840	UniCarbKB	1755
G74859XI	11805077	UniCarbKB	1755
G74859XI	2550193	UniCarbKB	1755
G74859XI	2813359	UniCarbKB	1755
G74859XI	3179269	UniCarbKB	1755
G74859XI	8460945	UniCarbKB	1755
G74859XI	8477709	UniCarbKB	1755
G74910CR	1421757	UniCarbKB	4039
G74910CR	2403553	UniCarbKB	4039
G74910CR	7780197	UniCarbKB	4039
G74917JX	2426269	GlyTouCan	G74917JX
G74917JX	3733752	GlyTouCan	G74917JX
G74960IM	19882123	GlyTouCan	G74960IM
G74961IU	34106099	UniCarbKB	G74961IU
G74962NF	10536039	GlyTouCan	G74962NF
G74983EE	9116006	GlyTouCan	G74983EE
G75120WS	2136357	UniCarbKB	1261
G75120WS	9884403	UniCarbKB	1261
G75143LK	34207636	UniCarbKB	G75143LK
G75221WP	17591618	UniCarbKB	8147
G75269BP	7592613	UniCarbKB	1117
G75303RX	8053566	UniCarbKB	3471
G75365RL	32841605	UniCarbKB	comp_HexNAc2Hex2dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G75372BZ	3805213	GlyTouCan	G75372BZ
G75397RL	24090084	UniCarbKB	comp_HexNAc6Hex4dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G75494EI	18642129	UniCarbKB	7869
G75520NV	10764840	UniCarbKB	4806
G75520NV	11805077	UniCarbKB	4806
G75520NV	2550193	UniCarbKB	4806
G75520NV	2813359	UniCarbKB	4806
G75520NV	3179269	UniCarbKB	4806
G75520NV	8460945	UniCarbKB	4806
G75520NV	8477709	UniCarbKB	4806
G75568BH	23345538	UniCarbKB	comp_HexNAc7Hex8dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G75568BH	29741879	UniCarbKB	comp_HexNAc7Hex8dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G75568BH	33077685	UniCarbKB	comp_HexNAc7Hex8dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G75789AR	10952412	GlyTouCan	G75789AR
G75789AR	1567198	GlyTouCan	G75789AR
G75789AR	3192544	GlyTouCan	G75789AR
G75789AR	8262898	GlyTouCan	G75789AR
G75789AR	8586620	GlyTouCan	G75789AR
G75798PH	17956937	UniCarbKB	7631
G75850OP	1694115	UniCarbKB	1243
G75850OP	6192908	UniCarbKB	1243
G75850OP	7107587	UniCarbKB	1243
G75850OP	7309709	UniCarbKB	1243
G75850OP	7620335	UniCarbKB	1243
G75850OP	7679920	UniCarbKB	1243
G75850OP	7686446	UniCarbKB	1243
G75850OP	8202534	UniCarbKB	1243
G75903TQ	9654101	UniCarbKB	6591
G75977KH	21573946	UniCarbKB	7793
G76012OT	10092871	UniCarbKB	3959
G76012OT	7592613	UniCarbKB	3959
G76136FD	10092871	UniCarbKB	1953
G76285RN	18729387	UniCarbKB	7874
G76294TY	2136357	UniCarbKB	5164
G76294TY	9884403	UniCarbKB	5164
G76519VT	10200178	UniCarbKB	7512
G76540HB	18648644	GlyTouCan	G76540HB
G76675AB	10024660	UniCarbKB	1761
G76675AB	14693913	UniCarbKB	1761
G76675AB	7592613	UniCarbKB	1761
G76675AB	8404899	UniCarbKB	1761
G76675AB	8486673	UniCarbKB	1761
G77038WW	2226797	UniCarbKB	4241
G77038WW	2513186	UniCarbKB	4241
G77038WW	8687384	UniCarbKB	4241
G77149EE	10207177	UniCarbKB	1891
G77149EE	7514386	UniCarbKB	1891
G77198CF	1457969	UniCarbKB	7667
G77198CF	1820200	UniCarbKB	7667
G77252PU	10704524	UniCarbKB	1187
G77252PU	12151713	UniCarbKB	1187
G77252PU	1374031	UniCarbKB	1187
G77252PU	1482348	UniCarbKB	1187
G77252PU	1820200	UniCarbKB	1187
G77252PU	1991473	UniCarbKB	1187
G77252PU	1997323	UniCarbKB	1187
G77252PU	2136357	UniCarbKB	1187
G77252PU	2390069	UniCarbKB	1187
G77252PU	24090084	UniCarbKB	1187
G77252PU	2592374	UniCarbKB	1187
G77252PU	30745240	GlyTouCan	G77252PU
G77252PU	468798	UniCarbKB	1187
G77252PU	7068558	UniCarbKB	1187
G77252PU	7774715	UniCarbKB	1187
G77252PU	8026573	UniCarbKB	1187
G77252PU	8202534	UniCarbKB	1187
G77252PU	8407880	UniCarbKB	1187
G77252PU	9449027	UniCarbKB	1187
G77252PU	9884403	UniCarbKB	1187
G77338BR	33077685	UniCarbKB	comp_HexNAc5Hex7dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G77380JK	26791533	UniCarbKB	comp_HexNAc6Hex3dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G77384RA	21621752	GlyTouCan	G77384RA
G77426ZL	10335590	GlyTouCan	G77426ZL
G77442QN	33993882	UniCarbKB	G77442QN
G77761PN	20593269	GlyTouCan	G77761PN
G77824XV	3571288	GlyTouCan	G77824XV
G77901GR	5349381	GlyTouCan	G77901GR
G77964WB	2514791	UniCarbKB	7519
G78019KD	18214858	UniCarbKB	7626
G78030KJ	2136357	UniCarbKB	1193
G78030KJ	9884403	UniCarbKB	1193
G78059CC	10024660	UniCarbKB	1603
G78059CC	10029548	UniCarbKB	1603
G78059CC	10092871	UniCarbKB	1603
G78059CC	10207177	UniCarbKB	1603
G78059CC	10704524	UniCarbKB	1603
G78059CC	10731668	UniCarbKB	1603
G78059CC	10764840	UniCarbKB	1603
G78059CC	10929010	UniCarbKB	1603
G78059CC	10988252	UniCarbKB	1603
G78059CC	11180632	UniCarbKB	1603
G78059CC	11676606	UniCarbKB	1603
G78059CC	11805077	UniCarbKB	1603
G78059CC	12151713	UniCarbKB	1603
G78059CC	1374031	UniCarbKB	1603
G78059CC	1388166	UniCarbKB	1603
G78059CC	1456441	UniCarbKB	1603
G78059CC	14693913	UniCarbKB	1603
G78059CC	1694115	UniCarbKB	1603
G78059CC	1820200	UniCarbKB	1603
G78059CC	1898343	UniCarbKB	1603
G78059CC	1991473	UniCarbKB	1603
G78059CC	2108149	UniCarbKB	1603
G78059CC	2110822	UniCarbKB	1603
G78059CC	21609021	UniCarbKB	1603
G78059CC	2390069	UniCarbKB	1603
G78059CC	24090084	UniCarbKB	1603
G78059CC	2550193	UniCarbKB	1603
G78059CC	25802287	UniCarbKB	1603
G78059CC	2592374	UniCarbKB	1603
G78059CC	2813359	UniCarbKB	1603
G78059CC	29671580	UniCarbKB	1603
G78059CC	3179269	UniCarbKB	1603
G78059CC	468798	UniCarbKB	1603
G78059CC	6192908	UniCarbKB	1603
G78059CC	6966283	UniCarbKB	1603
G78059CC	7068558	UniCarbKB	1603
G78059CC	7514386	UniCarbKB	1603
G78059CC	7620335	UniCarbKB	1603
G78059CC	7679920	UniCarbKB	1603
G78059CC	7686446	UniCarbKB	1603
G78059CC	7774715	UniCarbKB	1603
G78059CC	7944531	UniCarbKB	1603
G78059CC	8026573	UniCarbKB	1603
G78059CC	8174273	UniCarbKB	1603
G78059CC	8323280	UniCarbKB	1603
G78059CC	8344278	UniCarbKB	1603
G78059CC	8390218	UniCarbKB	1603
G78059CC	8404899	UniCarbKB	1603
G78059CC	8460945	UniCarbKB	1603
G78059CC	8477709	UniCarbKB	1603
G78059CC	8639592	UniCarbKB	1603
G78059CC	9449027	UniCarbKB	1603
G78297FC	12517764	GlyTouCan	G78297FC
G78436BB	17855742	GlyTouCan	G78436BB
G78641QJ	12183547	GlyTouCan	G78641QJ
G78644BR	18214858	UniCarbKB	7630
G78644BR	18214858	UniCarbKB	7732
G78811TO	26791533	UniCarbKB	comp_HexNAc6Hex7dHex5NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G78811TO	29741879	UniCarbKB	comp_HexNAc6Hex7dHex5NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G78818SP	10350354	GlyTouCan	G78818SP
G78818SP	10775425	GlyTouCan	G78818SP
G78818SP	10931205	GlyTouCan	G78818SP
G78818SP	11432974	GlyTouCan	G78818SP
G78818SP	1695858	GlyTouCan	G78818SP
G78818SP	2303428	GlyTouCan	G78818SP
G78818SP	2468656	GlyTouCan	G78818SP
G78818SP	3064875	GlyTouCan	G78818SP
G78818SP	8158143	GlyTouCan	G78818SP
G78890OB	1820200	UniCarbKB	1313
G78890OB	1991473	UniCarbKB	1313
G78890OB	8026573	UniCarbKB	1313
G78890OB	9449027	UniCarbKB	1313
G78910WQ	34207636	UniCarbKB	G78910WQ
G78986LU	8536251	GlyTouCan	G78986LU
G79214AG	8692007	GlyTouCan	G79214AG
G79379XF	6478461	GlyTouCan	G79379XF
G79389NT	11032886	GlyTouCan	G79389NT
G79389NT	11358851	GlyTouCan	G79389NT
G79389NT	11903928	GlyTouCan	G79389NT
G79389NT	12393027	GlyTouCan	G79389NT
G79389NT	1523927	GlyTouCan	G79389NT
G79389NT	15464996	GlyTouCan	G79389NT
G79389NT	16024647	GlyTouCan	G79389NT
G79389NT	1627599	GlyTouCan	G79389NT
G79389NT	1691018	GlyTouCan	G79389NT
G79389NT	1726779	GlyTouCan	G79389NT
G79389NT	1873810	GlyTouCan	G79389NT
G79389NT	2111348	GlyTouCan	G79389NT
G79389NT	2139874	GlyTouCan	G79389NT
G79389NT	2153431	GlyTouCan	G79389NT
G79389NT	2159145	GlyTouCan	G79389NT
G79389NT	2167157	GlyTouCan	G79389NT
G79389NT	2473071	GlyTouCan	G79389NT
G79389NT	2479468	GlyTouCan	G79389NT
G79389NT	3167861	GlyTouCan	G79389NT
G79389NT	3731079	GlyTouCan	G79389NT
G79389NT	6193515	GlyTouCan	G79389NT
G79389NT	7734848	GlyTouCan	G79389NT
G79389NT	8133075	GlyTouCan	G79389NT
G79389NT	8262898	GlyTouCan	G79389NT
G79389NT	8891271	GlyTouCan	G79389NT
G79389NT	9223167	GlyTouCan	G79389NT
G79535HZ	6200484	GlyTouCan	G79535HZ
G79565XA	2136357	UniCarbKB	5171
G79565XA	9884403	UniCarbKB	5171
G79635DB	26791533	UniCarbKB	comp_HexNAc7Hex8dHex6NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G79648LW	9317004	GlyTouCan	G79648LW
G79745PG	16834341	UniCarbKB	7640
G79809MM	10704524	UniCarbKB	1661
G79809MM	10764840	UniCarbKB	1661
G79809MM	11180632	UniCarbKB	1661
G79809MM	11805077	UniCarbKB	1661
G79809MM	2110822	UniCarbKB	1661
G79809MM	2550193	UniCarbKB	1661
G79809MM	2813359	UniCarbKB	1661
G79809MM	3179269	UniCarbKB	1661
G79809MM	7620335	UniCarbKB	1661
G79809MM	8344278	UniCarbKB	1661
G79809MM	8460945	UniCarbKB	1661
G79809MM	8477709	UniCarbKB	1661
G79939YZ	19343721	UniCarbKB	7501
G79941IJ	24090084	UniCarbKB	comp_HexNAc6Hex4dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G79941IJ	33135055	UniCarbKB	G79941IJ
G79941IJ	34106099	UniCarbKB	G79941IJ
G80062GG	11169215	GlyTouCan	G80062GG
G80062GG	13367419	GlyTouCan	G80062GG
G80062GG	14638629	GlyTouCan	G80062GG
G80062GG	1955453	GlyTouCan	G80062GG
G80062GG	2010622	GlyTouCan	G80062GG
G80062GG	6983878	GlyTouCan	G80062GG
G80062GG	7045228	GlyTouCan	G80062GG
G80062GG	8161226	GlyTouCan	G80062GG
G80111QD	2049076	UniCarbKB	651
G80111QD	9654101	UniCarbKB	651
G80126GC	9038146	GlyTouCan	G80126GC
G80147HT	34191522	UniCarbKB	G80147HT
G80176YK	34191522	UniCarbKB	G80176YK
G80280AS	24090084	UniCarbKB	comp_HexNAc4Hex5dHex1NeuAc0NeuGc1Pent0S0P0KDN0HexA0
G80319WU	2136357	UniCarbKB	5169
G80319WU	9884403	UniCarbKB	5169
G80384UV	18422615	GlyTouCan	G80384UV
G80384UV	3611065	GlyTouCan	G80384UV
G80475RE	23345538	UniCarbKB	comp_HexNAc3Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80475RE	24090084	UniCarbKB	comp_HexNAc3Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80475RE	24766575	UniCarbKB	comp_HexNAc3Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80475RE	24841998	UniCarbKB	comp_HexNAc3Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80475RE	26791533	UniCarbKB	comp_HexNAc3Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80475RE	29671580	UniCarbKB	comp_HexNAc3Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80475RE	32366695	UniCarbKB	comp_HexNAc3Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80475RE	32518941	UniCarbKB	comp_HexNAc3Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80475RE	32841605	UniCarbKB	comp_HexNAc3Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80475RE	33077685	UniCarbKB	comp_HexNAc3Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80475RE	33135055	UniCarbKB	G80475RE
G80475RE	34004174	UniCarbKB	comp_HexNAc3Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80537QW	10764840	UniCarbKB	1797
G80537QW	11805077	UniCarbKB	1797
G80537QW	2550193	UniCarbKB	1797
G80537QW	2813359	UniCarbKB	1797
G80537QW	3179269	UniCarbKB	1797
G80537QW	8460945	UniCarbKB	1797
G80537QW	8477709	UniCarbKB	1797
G80578OK	24090084	UniCarbKB	7899
G80586MF	23345538	UniCarbKB	comp_HexNAc6Hex8dHex1NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G80587NA	9565568	GlyTouCan	G80587NA
G80678MA	16834341	UniCarbKB	7564
G80722US	10200296	GlyTouCan	G80722US
G80722US	10330415	GlyTouCan	G80722US
G80722US	10435581	GlyTouCan	G80722US
G80722US	10528213	GlyTouCan	G80722US
G80722US	10728707	GlyTouCan	G80722US
G80722US	11520459	GlyTouCan	G80722US
G80722US	11919403	GlyTouCan	G80722US
G80722US	12163379	GlyTouCan	G80722US
G80722US	14568956	GlyTouCan	G80722US
G80722US	14593101	GlyTouCan	G80722US
G80722US	15175329	GlyTouCan	G80722US
G80722US	15319280	GlyTouCan	G80722US
G80722US	7485559	GlyTouCan	G80722US
G80722US	7560094	GlyTouCan	G80722US
G80722US	7684905	GlyTouCan	G80722US
G80722US	8958810	GlyTouCan	G80722US
G80722US	9015359	GlyTouCan	G80722US
G80722US	9164959	GlyTouCan	G80722US
G80722US	9257857	GlyTouCan	G80722US
G80722US	9398638	GlyTouCan	G80722US
G80722US	9456330	GlyTouCan	G80722US
G80722US	9556613	GlyTouCan	G80722US
G80722US	9712885	GlyTouCan	G80722US
G80735OA	29671580	UniCarbKB	comp_HexNAc6Hex6dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80735OA	32366695	UniCarbKB	comp_HexNAc6Hex6dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80735OA	32841605	UniCarbKB	comp_HexNAc6Hex6dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80735OA	33077685	UniCarbKB	comp_HexNAc6Hex6dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80759CD	7525874	UniCarbKB	7864
G80858MF	10207177	UniCarbKB	1099
G80858MF	11180632	UniCarbKB	1099
G80858MF	11676606	UniCarbKB	1099
G80858MF	1694115	UniCarbKB	1099
G80858MF	1898343	UniCarbKB	1099
G80858MF	2108149	UniCarbKB	1099
G80858MF	2110822	UniCarbKB	1099
G80858MF	21609021	UniCarbKB	1099
G80858MF	29671580	UniCarbKB	1099
G80858MF	6192908	UniCarbKB	1099
G80858MF	7514386	UniCarbKB	1099
G80858MF	7592613	UniCarbKB	1099
G80858MF	7679920	UniCarbKB	1099
G80858MF	7686446	UniCarbKB	1099
G80858MF	8344278	UniCarbKB	1099
G80920RR	23345538	UniCarbKB	comp_HexNAc2Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80920RR	24090084	UniCarbKB	comp_HexNAc2Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80920RR	27966990	UniCarbKB	comp_HexNAc2Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80920RR	29671580	UniCarbKB	comp_HexNAc2Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80920RR	29741879	UniCarbKB	comp_HexNAc2Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80920RR	30659065	UniCarbKB	comp_HexNAc2Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80920RR	32363391	UniCarbKB	comp_HexNAc2Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80920RR	32366695	UniCarbKB	comp_HexNAc2Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80920RR	32518941	UniCarbKB	comp_HexNAc2Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80920RR	32841605	UniCarbKB	comp_HexNAc2Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80920RR	33077685	UniCarbKB	comp_HexNAc2Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80920RR	34004174	UniCarbKB	comp_HexNAc2Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80920RR	34106099	UniCarbKB	G80920RR
G80966KZ	10207177	UniCarbKB	1064
G80966KZ	10704524	UniCarbKB	1064
G80966KZ	10814696	UniCarbKB	1064
G80966KZ	11180632	UniCarbKB	1064
G80966KZ	2040275	UniCarbKB	1064
G80966KZ	2110822	UniCarbKB	1064
G80966KZ	2136357	UniCarbKB	1064
G80966KZ	2226797	UniCarbKB	1064
G80966KZ	24090084	UniCarbKB	1064
G80966KZ	24706782	UniCarbKB	1064
G80966KZ	24884609	UniCarbKB	1064
G80966KZ	2513186	UniCarbKB	1064
G80966KZ	25802287	UniCarbKB	1064
G80966KZ	26510530	UniCarbKB	1064
G80966KZ	7514386	UniCarbKB	1064
G80966KZ	8344278	UniCarbKB	1064
G80966KZ	8687384	UniCarbKB	1064
G80966KZ	9884403	UniCarbKB	1064
G81107PN	10764840	UniCarbKB	4798
G81107PN	11805077	UniCarbKB	4798
G81107PN	2550193	UniCarbKB	4798
G81107PN	2813359	UniCarbKB	4798
G81107PN	3179269	UniCarbKB	4798
G81107PN	8460945	UniCarbKB	4798
G81107PN	8477709	UniCarbKB	4798
G81124ET	26791533	UniCarbKB	comp_HexNAc7Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G81128KB	26791533	UniCarbKB	comp_HexNAc6Hex7dHex4NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G81128KB	32366695	UniCarbKB	comp_HexNAc6Hex7dHex4NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G81245YS	18678667	GlyTouCan	G81245YS
G81247ZO	18214858	UniCarbKB	7867
G81282CC	25802287	UniCarbKB	2981
G81349OI	34207636	UniCarbKB	G81349OI
G81397LO	11180632	UniCarbKB	3421
G81397LO	2110822	UniCarbKB	3421
G81397LO	8344278	UniCarbKB	3421
G81410HG	10677208	UniCarbKB	5134
G81413UE	23001782	UniCarbKB	7834
G81459MV	21573946	UniCarbKB	7703
G81485FV	18313039	GlyTouCan	G81485FV
G81488EC	21852454	UniCarbKB	8088
G81488EC	23829188	UniCarbKB	8088
G81488EC	24698316	UniCarbKB	8088
G81572SC	34106099	UniCarbKB	G81572SC
G81581UV	21573946	UniCarbKB	7569
G81677FM	33993882	UniCarbKB	G81677FM
G81877PA	7592613	UniCarbKB	5669
G81928IQ	11903928	GlyTouCan	G81928IQ
G81928IQ	12851687	GlyTouCan	G81928IQ
G81928IQ	1371229	GlyTouCan	G81928IQ
G81928IQ	1523927	GlyTouCan	G81928IQ
G81928IQ	1659106	GlyTouCan	G81928IQ
G81928IQ	1724444	GlyTouCan	G81928IQ
G81928IQ	2609939	GlyTouCan	G81928IQ
G81952MV	34191522	UniCarbKB	G81952MV
G82020ZR	19864504	UniCarbKB	7836
G82138AT	10200178	UniCarbKB	7494
G82348BZ	10207177	UniCarbKB	7760
G82348BZ	10677208	UniCarbKB	1477
G82348BZ	10704524	UniCarbKB	1477
G82348BZ	10766826	UniCarbKB	1477
G82348BZ	11180632	UniCarbKB	1477
G82348BZ	11447134	UniCarbKB	7803
G82348BZ	1898343	UniCarbKB	1477
G82348BZ	1898343	UniCarbKB	7760
G82348BZ	19864504	UniCarbKB	7760
G82348BZ	2110822	UniCarbKB	1477
G82348BZ	24090084	UniCarbKB	7954
G82348BZ	24721674	UniCarbKB	1477
G82348BZ	25327667	UniCarbKB	1477
G82348BZ	34106099	UniCarbKB	G82348BZ
G82348BZ	7514386	UniCarbKB	7760
G82348BZ	8142896	UniCarbKB	1477
G82348BZ	8223648	UniCarbKB	1477
G82348BZ	8344278	UniCarbKB	1477
G82348RD	33077685	UniCarbKB	comp_HexNAc7Hex8dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G82364UA	23345538	UniCarbKB	comp_HexNAc2Hex4dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G82364UA	24090084	UniCarbKB	comp_HexNAc2Hex4dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G82364UA	24766575	UniCarbKB	comp_HexNAc2Hex4dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G82364UA	32366695	UniCarbKB	comp_HexNAc2Hex4dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G82364UA	32518941	UniCarbKB	comp_HexNAc2Hex4dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G82364UA	32841605	UniCarbKB	comp_HexNAc2Hex4dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G82364UA	33077685	UniCarbKB	comp_HexNAc2Hex4dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G82364UA	34106099	UniCarbKB	G82364UA
G82410AF	10764840	UniCarbKB	2005
G82410AF	11805077	UniCarbKB	2005
G82410AF	2550193	UniCarbKB	2005
G82410AF	2813359	UniCarbKB	2005
G82410AF	3179269	UniCarbKB	2005
G82410AF	8460945	UniCarbKB	2005
G82410AF	8477709	UniCarbKB	2005
G82514MH	17956937	UniCarbKB	7716
G82576YO	18642129	UniCarbKB	7790
G82680EC	24090084	UniCarbKB	7966
G82746GL	20593269	GlyTouCan	G82746GL
G82753OZ	24090084	UniCarbKB	7936
G82779CI	2514791	UniCarbKB	7762
G82811EP	2136357	UniCarbKB	1547
G82811EP	9884403	UniCarbKB	1547
G82894XV	2136357	UniCarbKB	5181
G82894XV	9884403	UniCarbKB	5181
G82942ZJ	24090084	UniCarbKB	2989
G82942ZJ	34106099	UniCarbKB	G82942ZJ
G83006TR	11180632	UniCarbKB	4110
G83006TR	2110822	UniCarbKB	4110
G83006TR	8344278	UniCarbKB	4110
G83009TH	18214858	UniCarbKB	7752
G83141DC	33077685	UniCarbKB	comp_HexNAc7Hex7dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G83161QT	10704524	UniCarbKB	1085
G83161QT	2226797	UniCarbKB	1085
G83161QT	2513186	UniCarbKB	1085
G83161QT	8687384	UniCarbKB	1085
G83213GG	18214858	UniCarbKB	7708
G83258AP	24090084	UniCarbKB	7959
G83460ZZ	32841605	UniCarbKB	comp_HexNAc2Hex10dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83460ZZ	33077685	UniCarbKB	comp_HexNAc2Hex10dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83461WR	10731668	UniCarbKB	2921
G83461WR	10988252	UniCarbKB	2921
G83461WR	2226797	UniCarbKB	2921
G83461WR	2513186	UniCarbKB	2921
G83461WR	8687384	UniCarbKB	2921
G83513YI	7734848	GlyTouCan	G83513YI
G83555HU	21609021	UniCarbKB	comp_HexNAc4Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83555HU	22171320	UniCarbKB	comp_HexNAc4Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83555HU	23345538	UniCarbKB	comp_HexNAc4Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83555HU	24090084	UniCarbKB	comp_HexNAc4Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83555HU	24393138	UniCarbKB	comp_HexNAc4Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83555HU	24766575	UniCarbKB	comp_HexNAc4Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83555HU	24841998	UniCarbKB	comp_HexNAc4Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83555HU	26791533	UniCarbKB	comp_HexNAc4Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83555HU	29671580	UniCarbKB	comp_HexNAc4Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83555HU	30659065	UniCarbKB	comp_HexNAc4Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83555HU	32363391	UniCarbKB	comp_HexNAc4Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83555HU	32366695	UniCarbKB	comp_HexNAc4Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83555HU	32841605	UniCarbKB	comp_HexNAc4Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83555HU	33077685	UniCarbKB	comp_HexNAc4Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83555HU	33135055	UniCarbKB	G83555HU
G83555HU	34004174	UniCarbKB	comp_HexNAc4Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83555HU	34106099	UniCarbKB	G83555HU
G83632OV	10677208	UniCarbKB	5129
G83633GK	24090084	UniCarbKB	comp_HexNAc6Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83633GK	24766575	UniCarbKB	comp_HexNAc6Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83633GK	24841998	UniCarbKB	comp_HexNAc6Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83633GK	29741879	UniCarbKB	comp_HexNAc6Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83633GK	32363391	UniCarbKB	comp_HexNAc6Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83633GK	32366695	UniCarbKB	comp_HexNAc6Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
