GlyTouCan AC	Species Name	AnnotationCategory	Source	Source ID	tax_id
G44018SV	Human	Subsumption	GNOme	G56549DH	
G44018SV	Human	Subsumption	GNOme	G61151LQ	
G44018SV	Human	Subsumption	GNOme	G63413QV	
G44018SV	Human	Subsumption	GNOme	G66282NU	
G44018SV	Human	Subsumption	GNOme	G72407WU	
G44018SV	Human	Subsumption	GNOme	G73759SD	
G44018SV	Human	Subsumption	GNOme	G75082OS	
G44018SV	Human	Subsumption	GNOme	G75120WS	
G44018SV	Human	Subsumption	GNOme	G89664KV	
G44018SV	Human	Subsumption	GNOme	G90202LF	
G44018SV	Human	Subsumption	GNOme	G90686TN	
G44018SV	Human	Subsumption	GNOme	G91130VE	
G44018SV	Human	Subsumption	GNOme	G98455QP	
G44018SV	Human	Subsumption	GNOme	G99074EO	
G44018SV	Human	Subsumption	GNOme	G99141XX	
G44023AZ	Human	Subsumption	GNOme	G87164WU	
G44023AZ	Rat	Subsumption	GNOme	G10943MK	
G44023AZ	Rat	Subsumption	GNOme	G41441JX	
G44023AZ	Rat	Subsumption	GNOme	G68074FW	
G44023AZ	Rat	Subsumption	GNOme	G87164WU	
G44023GI	Human	Direct	GlyTouCan	G44023GI	9606
G44023GI	Rat	Subsumption	GNOme	G22546XD	
G44027TT	Human	Subsumption	GNOme	G31532GK	
G44029SF	Human	Subsumption	GNOme	G00049MO	
G44029SF	Human	Subsumption	GNOme	G05212BT	
G44029SF	Human	Subsumption	GNOme	G40585SO	
G44029SF	Human	Subsumption	GNOme	G45827GY	
G44029SF	Human	Subsumption	GNOme	G48059CD	
G44029SF	Human	Subsumption	GNOme	G58896AZ	
G44029SF	Mouse	Subsumption	GNOme	G45827GY	
G44029SF	Mouse	Subsumption	GNOme	G58896AZ	
G44029SF	Rat	Subsumption	GNOme	G45827GY	
G44029SF	Rat	Subsumption	GNOme	G58896AZ	
G44029SF	SARS	Subsumption	GNOme	G45827GY	
G44030BX	Rat	Direct	GlyTouCan	G44030BX	10114
G44031UD	Human	Subsumption	GNOme	G05610JO	
G44031UD	Human	Subsumption	GNOme	G49225WK	
G44031UD	Human	Subsumption	GNOme	G59655SA	
G44031UD	Human	Subsumption	GNOme	G69725KG	
G44031UD	Human	Subsumption	GNOme	G96921ZU	
G44031UD	Mouse	Subsumption	GNOme	G49225WK	
G44031UD	Mouse	Subsumption	GNOme	G59655SA	
G44031UD	Mouse	Subsumption	GNOme	G69725KG	
G44031UD	Mouse	Subsumption	GNOme	G96921ZU	
G44031UD	Rat	Subsumption	GNOme	G96921ZU	
G44031UD	SARS	Subsumption	GNOme	G96921ZU	
G44037MU	Human	Subsumption	GNOme	G49302PT	
G44043ZX	Rat	Direct	GlyTouCan	G44043ZX	10114
G44046WQ	Human	Direct	GlyTouCan	G44046WQ	9606
G44052IF	Human	Subsumption	GNOme	G06404ZJ	
G44052IF	Human	Subsumption	GNOme	G17644VM	
G44052IF	Human	Subsumption	GNOme	G33150PJ	
G44052IF	Human	Subsumption	GNOme	G65419YA	
G44052IF	Human	Subsumption	GNOme	G78956IC	
G44052IF	Rat	Subsumption	GNOme	G92186BR	
G44060QH	Human	Direct	GlyTouCan	G44060QH	9606
G44072KE	Human	Subsumption	GNOme	G01608UX	
G44072KE	Human	Subsumption	GNOme	G01784XC	
G44072KE	Human	Subsumption	GNOme	G18878GS	
G44072KE	Human	Subsumption	GNOme	G68480EG	
G44072KE	Human	Subsumption	GNOme	G72745SQ	
G44072KE	Human	Subsumption	GNOme	G77674IK	
G44072KE	Human	Subsumption	GNOme	G81471KU	
G44072KE	Rat	Subsumption	GNOme	G01784XC	
G44072KE	Rat	Subsumption	GNOme	G77674IK	
G44072KE	Rat	Subsumption	GNOme	G81471KU	
G44077KM	Human	Subsumption	GNOme	G16873YG	
G44113UJ	Human	Subsumption	GNOme	G15059WI	
G44121LY	Human	Direct	GlyConnect	1438	9606
G44127GY	Mouse	Subsumption	GNOme	G32386AG	
G44127LD	Human	Direct	GlyTouCan	G44127LD	9606
G44131LQ	Human	Subsumption	GNOme	G10581YA	
G44131LQ	Human	Subsumption	GNOme	G10604KJ	
G44131LQ	Human	Subsumption	GNOme	G12396GB	
G44131LQ	Human	Subsumption	GNOme	G17752YB	
G44131LQ	Human	Subsumption	GNOme	G22420ZP	
G44131LQ	Human	Subsumption	GNOme	G25937FN	
G44131LQ	Human	Subsumption	GNOme	G28754WB	
G44131LQ	Human	Subsumption	GNOme	G42665KV	
G44131LQ	Human	Subsumption	GNOme	G43438SM	
G44131LQ	Human	Subsumption	GNOme	G64458EC	
G44131LQ	Human	Subsumption	GNOme	G94514IB	
G44131LQ	Mouse	Subsumption	GNOme	G04917SF	
G44131LQ	Mouse	Subsumption	GNOme	G09287HW	
G44131LQ	Mouse	Subsumption	GNOme	G10604KJ	
G44131LQ	Mouse	Subsumption	GNOme	G28754WB	
G44131LQ	Rat	Subsumption	GNOme	G01453BU	
G44131LQ	Rat	Subsumption	GNOme	G12396GB	
G44131LQ	Rat	Subsumption	GNOme	G16831PL	
G44131LQ	Rat	Subsumption	GNOme	G25937FN	
G44131LQ	Rat	Subsumption	GNOme	G35761ND	
G44131LQ	Rat	Subsumption	GNOme	G41575BQ	
G44131LQ	Rat	Subsumption	GNOme	G61072JZ	
G44131LQ	SARS	Subsumption	GNOme	G42665KV	
G44132BD	Human	Subsumption	GNOme	G03764XL	
G44132BD	Rat	Subsumption	GNOme	G03764XL	
G44137TU	Mouse	Subsumption	GNOme	G09517ZR	
G44137YR	Human	Subsumption	GNOme	G49446SO	
G44147IO	Human	Subsumption	GNOme	G03652TR	
G44147IO	Human	Subsumption	GNOme	G05241IE	
G44147IO	Human	Subsumption	GNOme	G44276EF	
G44147IO	Human	Subsumption	GNOme	G54059XR	
G44147IO	Human	Subsumption	GNOme	G55220VL	
G44147IO	Human	Subsumption	GNOme	G77852EK	
G44147IO	Human	Subsumption	GNOme	G87889NL	
G44147IO	Human	Subsumption	GNOme	G90206GU	
G44147IO	Mouse	Subsumption	GNOme	G03652TR	
G44147IO	Mouse	Subsumption	GNOme	G05241IE	
G44147IO	Mouse	Subsumption	GNOme	G06830II	
G44147IO	Mouse	Subsumption	GNOme	G55220VL	
G44147IO	Mouse	Subsumption	GNOme	G58746AB	
G44147IO	Mouse	Subsumption	GNOme	G87889NL	
G44147IO	Rat	Subsumption	GNOme	G03652TR	
G44147IO	Rat	Subsumption	GNOme	G55220VL	
G44148BN	Human	Direct	UniCarbKB	5174	9606
G44160NV	Human	Subsumption	GNOme	G03895SR	
G44160NV	Human	Subsumption	GNOme	G23345GE	
G44173IH	Rat	Direct	GlyConnect	1051	10116
G44177HH	Human	Subsumption	GNOme	G50809LR	
G44183EE	Mouse	Subsumption	GNOme	G27929ZE	
G44183EE	Mouse	Subsumption	GNOme	G40033UH	
G44183EE	Mouse	Subsumption	GNOme	G88334IC	
G44183QC	Human	Subsumption	GNOme	G03067VG	
G44183QC	Mouse	Subsumption	GNOme	G03067VG	
G44194HD	Human	Subsumption	GNOme	G12678YV	
G44194HD	Human	Subsumption	GNOme	G32426JY	
G44194HD	Human	Subsumption	GNOme	G96463EY	
G44194HD	Mouse	Subsumption	GNOme	G32426JY	
G44194HD	Rat	Subsumption	GNOme	G12678YV	
G44194HD	Rat	Subsumption	GNOme	G32426JY	
G44194HD	Rat	Subsumption	GNOme	G96463EY	
G44199GS	Human	Subsumption	GNOme	G05229BF	
G44199GS	Human	Subsumption	GNOme	G05382JE	
G44199GS	Human	Subsumption	GNOme	G15828HX	
G44199GS	Human	Subsumption	GNOme	G45826PJ	
G44199GS	Human	Subsumption	GNOme	G47108UC	
G44199GS	Human	Subsumption	GNOme	G61207RZ	
G44199GS	Human	Subsumption	GNOme	G78681QL	
G44199GS	Human	Subsumption	GNOme	G87377GM	
G44199GS	Mouse	Subsumption	GNOme	G87309GS	
G44199GS	Mouse	Subsumption	GNOme	G87695KR	
G44204WA	Human	Subsumption	GNOme	G25140TA	
G44204WT	Human	Subsumption	GNOme	G59306VK	
G44207BG	Human	Subsumption	GNOme	G85767HW	
G44207BG	Mouse	Subsumption	GNOme	G85767HW	
G44207BG	Rat	Subsumption	GNOme	G85767HW	
G44211BD	Human	Subsumption	GNOme	G07817HH	
G44211BD	Human	Subsumption	GNOme	G13688QP	
G44211BD	Human	Subsumption	GNOme	G26713RV	
G44211QA	Human	Direct	GPTwiki	PE000339	9606
G44211QA	Human	Direct	GPTwiki	PE000342	9606
G44211QA	Human	Direct	GPTwiki	PE000343	9606
G44211QA	Human	Direct	GPTwiki	PE000345	9606
G44211QA	Human	Direct	GPTwiki	PE000350	9606
G44211QA	Human	Direct	GPTwiki	PE000352	9606
G44211QA	Human	Direct	GPTwiki	PE000354	9606
G44211QA	Human	Direct	GPTwiki	PE000364	9606
G44211QA	Human	Direct	GPTwiki	PE000372	9606
G44211QA	Human	Direct	GPTwiki	PE000377	9606
G44211QA	Human	Direct	GPTwiki	PE000381	9606
G44211QA	Human	Direct	GPTwiki	PE000382	9606
G44211QA	Human	Direct	GPTwiki	PE000383	9606
G44211QA	Human	Direct	GPTwiki	PE000384	9606
G44211QA	Human	Direct	GPTwiki	PE000385	9606
G44211QA	Human	Direct	GPTwiki	PE000405	9606
G44211QA	Human	Direct	GPTwiki	PE000411	9606
G44211QA	Human	Direct	GPTwiki	PE000413	9606
G44211QA	Human	Direct	GPTwiki	PE000461	9606
G44211QA	Human	Direct	UniCarbKB	comp_HexNAc5Hex6dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	9606
G44211QA	Mouse	Subsumption	GNOme	G39452ZZ	
G44211QA	Mouse	Subsumption	GNOme	G45359RY	
G44211QA	Mouse	Subsumption	GNOme	G63208BT	
G44211QA	Mouse	Subsumption	GNOme	G67767BR	
G44211QA	Mouse	Subsumption	GNOme	G72797UR	
G44211QA	Mouse	Subsumption	GNOme	G75839SN	
G44211QA	Mouse	Subsumption	GNOme	G83737UD	
G44211QA	Mouse	Subsumption	GNOme	G86357DX	
G44211QA	Mouse	Subsumption	GNOme	G86503RS	
G44211QA	Mouse	Subsumption	GNOme	G87921DA	
G44211QA	Rat	Direct	UniCarbKB	comp_HexNAc5Hex6dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	10116
G44211QA	SARS	Direct	GLYDS000479		2697049
G44211QA	SARS	Direct	UniCarbKB	comp_HexNAc5Hex6dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	2697049
G44212UE	Human	Subsumption	GNOme	G19749DC	
G44212UE	Human	Subsumption	GNOme	G47921ZO	
G44215PV	Human	Direct	GlyConnect	353	9606
G44215PV	Mouse	Direct	GlyConnect	353	10090
G44215PV	Rat	Subsumption	GNOme	G57607BW	
G44215PV	SARS	Direct	GlyConnect	353	2697049
G44223LV	Human	Subsumption	GNOme	G10687EF	
G44223LV	Human	Subsumption	GNOme	G22787WJ	
G44223LV	Human	Subsumption	GNOme	G29231AT	
G44223LV	Human	Subsumption	GNOme	G40291QP	
G44223LV	Human	Subsumption	GNOme	G41424HD	
G44223LV	Human	Subsumption	GNOme	G49349BS	
G44223LV	Human	Subsumption	GNOme	G51963NX	
G44223LV	Human	Subsumption	GNOme	G77208XM	
G44223LV	Rat	Subsumption	GNOme	G23990GP	
G44223LV	Rat	Subsumption	GNOme	G31061SB	
G44223LV	Rat	Subsumption	GNOme	G68931EB	
G44223LV	Rat	Subsumption	GNOme	G96416NB	
G44232BI	Human	Subsumption	GNOme	G84301XG	
G44236OL	Human	Subsumption	GNOme	G60461BM	
G44237DQ	Human	Subsumption	GNOme	G79215KX	
G44240FN	Human	Subsumption	GNOme	G47407FC	
G44246MP	Human	Subsumption	GNOme	G89034YM	
G44246MP	Human	Subsumption	GNOme	G98544DH	
G44246MP	Mouse	Subsumption	GNOme	G98544DH	
G44246MP	Rat	Subsumption	GNOme	G83960NP	
G44246MP	Rat	Subsumption	GNOme	G98544DH	
G44246UD	Human	Subsumption	GNOme	G01543ZX	
G44246UD	Human	Subsumption	GNOme	G10228OD	
G44246UD	Human	Subsumption	GNOme	G16150CJ	
G44246UD	Human	Subsumption	GNOme	G16529MG	
G44246UD	Human	Subsumption	GNOme	G21454AE	
G44246UD	Human	Subsumption	GNOme	G22208HN	
G44246UD	Human	Subsumption	GNOme	G25713RA	
G44246UD	Human	Subsumption	GNOme	G37306TB	
G44246UD	Human	Subsumption	GNOme	G38022PE	
G44246UD	Human	Subsumption	GNOme	G42686NQ	
G44246UD	Human	Subsumption	GNOme	G45661NA	
G44246UD	Human	Subsumption	GNOme	G47961DI	
G44246UD	Human	Subsumption	GNOme	G62765SF	
G44246UD	Human	Subsumption	GNOme	G74239ZQ	
G44246UD	Human	Subsumption	GNOme	G79939YZ	
G44246UD	Human	Subsumption	GNOme	G80537QW	
G44246UD	Human	Subsumption	GNOme	G91905FJ	
G44246UD	Human	Subsumption	GNOme	G96916QO	
G44246UD	Mouse	Subsumption	GNOme	G58848QS	
G44246UD	Mouse	Subsumption	GNOme	G64048GU	
G44246UD	Mouse	Subsumption	GNOme	G75977KH	
G44261QA	Mouse	Subsumption	GNOme	G68415EV	
G44264DI	Human	Direct	GlyTouCan	G44264DI	9606
G44268RP	Human	Direct	GlyConnect	2556	9606
G44268RP	Rat	Subsumption	GNOme	G33241WC	
G44275VO	Human	Subsumption	GNOme	G07141SK	
G44275VO	Human	Subsumption	GNOme	G09675DY	
G44275VO	Human	Subsumption	GNOme	G30035MO	
G44275VO	Human	Subsumption	GNOme	G31668AP	
G44275VO	Human	Subsumption	GNOme	G86874HJ	
G44275VO	Human	Subsumption	GNOme	G96915NW	
G44275VO	Mouse	Subsumption	GNOme	G09675DY	
G44275VO	Mouse	Subsumption	GNOme	G31668AP	
G44275VO	Rat	Subsumption	GNOme	G09675DY	
G44276EF	Human	Direct	GlyConnect	1201	9606
G44276EF	Human	Direct	UniCarbKB	1853	9606
G44276EF	Mouse	Subsumption	GNOme	G05241IE	
G44276EF	Mouse	Subsumption	GNOme	G55220VL	
G44276EF	Mouse	Subsumption	GNOme	G87889NL	
G44276EF	Rat	Subsumption	GNOme	G55220VL	
G44288HI	Mouse	Subsumption	GNOme	G46387UV	
G44298KL	Human	Subsumption	GNOme	G03860PZ	
G44298KL	Human	Subsumption	GNOme	G10106TL	
G44298KL	Human	Subsumption	GNOme	G10881VB	
G44298KL	Human	Subsumption	GNOme	G26684GN	
G44298KL	Human	Subsumption	GNOme	G28663KH	
G44298KL	Human	Subsumption	GNOme	G39602UU	
G44298KL	Human	Subsumption	GNOme	G56269EA	
G44298KL	Human	Subsumption	GNOme	G69411IG	
G44298KL	Human	Subsumption	GNOme	G79249GP	
G44298KL	Human	Subsumption	GNOme	G86386QT	
G44298KL	Mouse	Subsumption	GNOme	G28663KH	
G44298KL	Mouse	Subsumption	GNOme	G69411IG	
G44298KL	Mouse	Subsumption	GNOme	G86386QT	
G44298KL	Rat	Subsumption	GNOme	G28663KH	
G44298KL	SARS	Subsumption	GNOme	G28663KH	
G44306ED	Human	Direct	GlyConnect	679	9606
G44306ED	Mouse	Subsumption	GNOme	G60230HH	
G44306ED	Rat	Subsumption	GNOme	G60230HH	
G44309HL	Human	Subsumption	GNOme	G17460MY	
G44309HL	Human	Subsumption	GNOme	G78418FI	
G44309HL	Mouse	Subsumption	GNOme	G24830VD	
G44311KX	Human	Subsumption	GNOme	G06070KG	
G44311KX	Human	Subsumption	GNOme	G10374FO	
G44311KX	Human	Subsumption	GNOme	G11329LI	
G44311KX	Human	Subsumption	GNOme	G14809NR	
G44311KX	Human	Subsumption	GNOme	G17336WC	
G44311KX	Human	Subsumption	GNOme	G20751GZ	
G44311KX	Human	Subsumption	GNOme	G53492UE	
G44311KX	Human	Subsumption	GNOme	G56903ZB	
G44311KX	Human	Subsumption	GNOme	G65984FE	
G44311KX	Human	Subsumption	GNOme	G78342SP	
G44311KX	Human	Subsumption	GNOme	G80858MF	
G44311KX	Human	Subsumption	GNOme	G83355KE	
G44311KX	Human	Subsumption	GNOme	G89637WE	
G44311KX	Mouse	Subsumption	GNOme	G65962DP	
G44311KX	Mouse	Subsumption	GNOme	G65984FE	
G44311KX	Mouse	Subsumption	GNOme	G80858MF	
G44311KX	Mouse	Subsumption	GNOme	G82680EC	
G44311KX	Mouse	Subsumption	GNOme	G87777GG	
G44311KX	Mouse	Subsumption	GNOme	G89637WE	
G44311KX	Rat	Subsumption	GNOme	G65984FE	
G44311KX	Rat	Subsumption	GNOme	G80858MF	
G44311KX	Rat	Subsumption	GNOme	G82680EC	
G44314AI	Human	Subsumption	GNOme	G94595ZZ	
G44314AI	Rat	Subsumption	GNOme	G91181WA	
G44314AI	Rat	Subsumption	GNOme	G94595ZZ	
G44319SG	Human	Subsumption	GNOme	G63238VS	
G44319SG	Human	Subsumption	GNOme	G77593JU	
G44319SG	Rat	Subsumption	GNOme	G63238VS	
G44321FA	Human	Subsumption	GNOme	G00432WV	
G44321FA	Human	Subsumption	GNOme	G16961BB	
G44321FA	Human	Subsumption	GNOme	G20697MN	
G44321FA	Human	Subsumption	GNOme	G35837ET	
G44321FA	Human	Subsumption	GNOme	G36523TZ	
G44321FA	Human	Subsumption	GNOme	G36960FP	
G44321FA	Human	Subsumption	GNOme	G36966DH	
G44321FA	Human	Subsumption	GNOme	G53096UD	
G44321FA	Human	Subsumption	GNOme	G64282SO	
G44321FA	Human	Subsumption	GNOme	G66653BX	
G44321FA	Human	Subsumption	GNOme	G70800WO	
G44321FA	Rat	Subsumption	GNOme	G00432WV	
G44322FC	Human	Subsumption	GNOme	G02386TE	
G44322FC	Human	Subsumption	GNOme	G39896WY	
G44322FC	Human	Subsumption	GNOme	G61149BD	
G44322FC	Rat	Subsumption	GNOme	G06483KZ	
G44325XR	Rat	Direct	GlyTouCan	G44325XR	10114
G44326UJ	Human	Subsumption	GNOme	G15065YV	
G44326UJ	Human	Subsumption	GNOme	G56791SN	
G44326UJ	Human	Subsumption	GNOme	G95898GD	
G44326UJ	Rat	Subsumption	GNOme	G56791SN	
G44327JQ	Human	Direct	GlyTouCan	G44327JQ	9606
G44327JQ	Mouse	Direct	GlyTouCan	G44327JQ	10090
G44327JQ	Rat	Direct	GlyTouCan	G44327JQ	10114
G44331JI	Human	Direct	GlyConnect	1082	9606
G44339ED	Human	Subsumption	GNOme	G04649ES	
G44339YF	Human	Direct	GlyConnect	3488	9606
G44339YF	Human	Direct	UniCarbKB	4253	9606
G44342ZF	Human	Direct	GlyConnect	2176	9606
G44345UH	Human	Direct	GlyTouCan	G44345UH	9606
G44345UH	Mouse	Direct	GlyTouCan	G44345UH	10090
G44345UH	Rat	Subsumption	GNOme	G63069TR	
G44346CQ	Human	Direct	GlyConnect	3414	9606
G44361OH	Human	Subsumption	GNOme	G96503EZ	
G44361OH	Mouse	Subsumption	GNOme	G96503EZ	
G44361OH	SARS	Subsumption	GNOme	G96503EZ	
G44362TS	Human	Subsumption	GNOme	G26203DP	
G44362TS	Rat	Subsumption	GNOme	G26203DP	
G44364RM	Mouse	Direct	GlyTouCan	G44364RM	10090
G44369QM	Human	Direct	UniCarbKB	7670	9606
G44377DP	Human	Subsumption	GNOme	G69030AU	
G44387ZY	Human	Subsumption	GNOme	G60227QI	
G44392FU	Human	Subsumption	GNOme	G06624ZC	
G44392FU	Human	Subsumption	GNOme	G22233KL	
G44392FU	Rat	Subsumption	GNOme	G61094XY	
G44404TC	Human	Subsumption	GNOme	G10470SE	
G44404TC	Human	Subsumption	GNOme	G42824AQ	
G44404TC	Human	Subsumption	GNOme	G50489VC	
G44404TC	Human	Subsumption	GNOme	G86696LV	
G44404TC	Human	Subsumption	GNOme	G86753CK	
G44404TC	Human	Subsumption	GNOme	G88734GE	
G44404TC	Human	Subsumption	GNOme	G92574YO	
G44404TC	Human	Subsumption	GNOme	G99568AR	
G44404TC	Mouse	Subsumption	GNOme	G50489VC	
G44404TC	Mouse	Subsumption	GNOme	G86696LV	
G44404TC	Mouse	Subsumption	GNOme	G86753CK	
G44407SY	Human	Subsumption	GNOme	G17908GP	
G44411RJ	Human	Direct	GlyConnect	661	9606
G44413JJ	Human	Direct	UniCarbKB	7789	9606
G44413JJ	Mouse	Subsumption	GNOme	G27919IH	
G44413JJ	Mouse	Subsumption	GNOme	G58667NI	
G44413JJ	Rat	Subsumption	GNOme	G27919IH	
G44413JJ	Rat	Subsumption	GNOme	G58667NI	
G44435OT	Human	Subsumption	GNOme	G17443MW	
G44435OT	Human	Subsumption	GNOme	G27063GJ	
G44435OT	Human	Subsumption	GNOme	G83357TS	
G44435OT	Rat	Subsumption	GNOme	G35104YY	
G44438TL	Human	Subsumption	GNOme	G53402KW	
G44438TL	Human	Subsumption	GNOme	G59022FC	
G44438TL	Mouse	Subsumption	GNOme	G07490EK	
G44438TL	Mouse	Subsumption	GNOme	G59022FC	
G44438TL	Rat	Subsumption	GNOme	G07490EK	
G44438TL	Rat	Subsumption	GNOme	G08016RU	
G44440DT	Human	Direct	GlyTouCan	G44440DT	9606
G44440WV	Human	Subsumption	GNOme	G29972ZX	
G44440WV	Human	Subsumption	GNOme	G43299SD	
G44440WV	Human	Subsumption	GNOme	G98292JT	
G44440WV	Mouse	Subsumption	GNOme	G67066JI	
G44444MB	Human	Direct	GlyConnect	404	9606
G44444MB	Human	Direct	UniCarbKB	3055	9606
G44444MB	Mouse	Direct	GlyConnect	404	10090
G44444MB	Rat	Direct	GlyConnect	404	10116
G44444MB	SARS	Direct	GlyConnect	404	2697049
G44479SH	Human	Direct	GlyTouCan	G44479SH	9606
G44483CH	Human	Direct	GlyTouCan	G44483CH	9606
G44490NG	Human	Direct	GlyConnect	767	9606
G44496HJ	Human	Subsumption	GNOme	G03309JT	
G44502UE	HCV	Subsumption	GNOme	G30110UW	
G44502UE	Human	Subsumption	GNOme	G01614ZM	
G44502UE	Human	Subsumption	GNOme	G04267XF	
G44502UE	Human	Subsumption	GNOme	G30110UW	
G44502UE	Human	Subsumption	GNOme	G39558MO	
G44502UE	Human	Subsumption	GNOme	G63110FE	
G44502UE	Human	Subsumption	GNOme	G65191ST	
G44502UE	Mouse	Subsumption	GNOme	G01614ZM	
G44502UE	Mouse	Subsumption	GNOme	G27603XJ	
G44502UE	Rat	Subsumption	GNOme	G01614ZM	
G44502UE	Rat	Subsumption	GNOme	G39558MO	
G44506WQ	Human	Subsumption	GNOme	G00901NZ	
G44506WQ	Human	Subsumption	GNOme	G97840DJ	
G44510KF	Human	Direct	GlyTouCan	G44510KF	9606
G44511SD	Human	Subsumption	GNOme	G95639RD	
G44513XM	Human	Subsumption	GNOme	G06209KS	
G44513XM	Human	Subsumption	GNOme	G14996IQ	
G44513XM	Human	Subsumption	GNOme	G87418CY	
G44513XM	Human	Subsumption	GNOme	G88421PE	
G44513XM	Human	Subsumption	GNOme	G97720QM	
G44513XM	Human	Subsumption	GNOme	G98666DD	
G44513XM	Mouse	Subsumption	GNOme	G14996IQ	
G44515AE	Human	Subsumption	GNOme	G75318VB	
G44515AZ	Human	Subsumption	GNOme	G40027VO	
G44519PR	Human	Subsumption	GNOme	G19152KQ	
G44519PR	Human	Subsumption	GNOme	G40184OL	
G44519PR	Human	Subsumption	GNOme	G47863IJ	
G44519PR	Human	Subsumption	GNOme	G50251EH	
G44519PR	Human	Subsumption	GNOme	G50321QR	
G44519PR	Human	Subsumption	GNOme	G70507DZ	
G44519PR	Human	Subsumption	GNOme	G96401FK	
G44519PR	Mouse	Subsumption	GNOme	G40184OL	
G44521MO	Human	Subsumption	GNOme	G00413UF	
G44521MO	Human	Subsumption	GNOme	G13661YX	
G44521MO	Human	Subsumption	GNOme	G14572XX	
G44521MO	Human	Subsumption	GNOme	G16155TD	
G44521MO	Human	Subsumption	GNOme	G29500SJ	
G44521MO	Human	Subsumption	GNOme	G31639NG	
G44521MO	Human	Subsumption	GNOme	G38473PC	
G44521MO	Human	Subsumption	GNOme	G52126RR	
G44521MO	Human	Subsumption	GNOme	G56549DH	
G44521MO	Human	Subsumption	GNOme	G66282NU	
G44521MO	Human	Subsumption	GNOme	G73759SD	
G44521MO	Human	Subsumption	GNOme	G75120WS	
G44521MO	Human	Subsumption	GNOme	G89664KV	
G44521MO	Human	Subsumption	GNOme	G90686TN	
G44521MO	Human	Subsumption	GNOme	G91130VE	
G44521MO	Human	Subsumption	GNOme	G99074EO	
G44525IO	Human	Subsumption	GNOme	G03275SD	
G44530QE	Mouse	Direct	GlyConnect	575	10090
G44533KV	Human	Direct	GlyConnect	2247	9606
G44533KV	Human	Direct	UniCarbKB	2157	9606
G44534DB	Human	Subsumption	GNOme	G04689DA	
G44534DB	Human	Subsumption	GNOme	G37135JQ	
G44534DB	Human	Subsumption	GNOme	G50507PS	
G44534DB	Human	Subsumption	GNOme	G57410TH	
G44534DB	Human	Subsumption	GNOme	G63337SS	
G44534DB	Human	Subsumption	GNOme	G63923YN	
G44534DB	Human	Subsumption	GNOme	G83161QT	
G44534DB	Human	Subsumption	GNOme	G83600PQ	
G44534DB	Human	Subsumption	GNOme	G86053IC	
G44534DB	Mouse	Subsumption	GNOme	G39478RR	
G44534DB	Mouse	Subsumption	GNOme	G57410TH	
G44534DB	Mouse	Subsumption	GNOme	G63337SS	
G44534DB	Mouse	Subsumption	GNOme	G83161QT	
G44534DB	Mouse	Subsumption	GNOme	G86053IC	
G44534DB	Rat	Subsumption	GNOme	G04689DA	
G44534DB	Rat	Subsumption	GNOme	G09775CH	
G44534DB	Rat	Subsumption	GNOme	G37135JQ	
G44534DB	Rat	Subsumption	GNOme	G50507PS	
G44534DB	Rat	Subsumption	GNOme	G63923YN	
G44534DB	Rat	Subsumption	GNOme	G83161QT	
G44534DB	Rat	Subsumption	GNOme	G83600PQ	
G44534DB	Rat	Subsumption	GNOme	G86053IC	
G44536OJ	Human	Subsumption	GNOme	G74121RX	
G44536OJ	Mouse	Subsumption	GNOme	G74121RX	
G44536OJ	Rat	Subsumption	GNOme	G74121RX	
G44541JO	Human	Direct	GlyTouCan	G44541JO	9606
G44542SM	Mouse	Subsumption	GNOme	G04764ON	
G44542SM	Mouse	Subsumption	GNOme	G28962GO	
G44542SM	Mouse	Subsumption	GNOme	G39397SW	
G44542SM	Mouse	Subsumption	GNOme	G63166WT	
G44542SM	Mouse	Subsumption	GNOme	G85012LW	
G44542SM	Mouse	Subsumption	GNOme	G99229VQ	
G44542SM	SARS	Subsumption	GNOme	G04764ON	
G44547LX	Human	Subsumption	GNOme	G30159WR	
G44547LX	Human	Subsumption	GNOme	G47108UC	
G44547LX	Human	Subsumption	GNOme	G61170KL	
G44547LX	Human	Subsumption	GNOme	G61207RZ	
G44547LX	Human	Subsumption	GNOme	G75698JE	
G44547LX	Human	Subsumption	GNOme	G92129PT	
G44547LX	Mouse	Subsumption	GNOme	G30159WR	
G44547LX	Mouse	Subsumption	GNOme	G75698JE	
G44547LX	Mouse	Subsumption	GNOme	G92129PT	
G44547LX	Rat	Subsumption	GNOme	G30159WR	
G44547LX	Rat	Subsumption	GNOme	G92129PT	
G44547LX	SARS	Subsumption	GNOme	G75698JE	
G44572NU	Human	Direct	GlyTouCan	G44572NU	9606
G44576HQ	Human	Direct	UniCarbKB	7714	9606
G44576SJ	Human	Subsumption	GNOme	G21196UL	
G44576SJ	Human	Subsumption	GNOme	G40198OD	
G44576SJ	Human	Subsumption	GNOme	G48626HI	
G44576SJ	Human	Subsumption	GNOme	G49447IS	
G44576SJ	Human	Subsumption	GNOme	G50507PS	
G44576SJ	Human	Subsumption	GNOme	G63337SS	
G44576SJ	Human	Subsumption	GNOme	G63976LA	
G44576SJ	Human	Subsumption	GNOme	G68668TB	
G44576SJ	Human	Subsumption	GNOme	G70160EA	
G44576SJ	Human	Subsumption	GNOme	G82020ZR	
