GlyTouCan AC	Species Name	AnnotationCategory	Source	Source ID	tax_id
G15843XU	Human	Subsumption	GNOme	G25432QA	
G15843XU	Human	Subsumption	GNOme	G30633FJ	
G15843XU	Human	Subsumption	GNOme	G39213VZ	
G15843XU	Human	Subsumption	GNOme	G39943KJ	
G15843XU	Human	Subsumption	GNOme	G42679AH	
G15843XU	Human	Subsumption	GNOme	G43804CX	
G15843XU	Human	Subsumption	GNOme	G44046WQ	
G15843XU	Human	Subsumption	GNOme	G50707YR	
G15843XU	Human	Subsumption	GNOme	G56175ED	
G15843XU	Human	Subsumption	GNOme	G61283FH	
G15843XU	Human	Subsumption	GNOme	G70308HL	
G15843XU	Human	Subsumption	GNOme	G72108VJ	
G15843XU	Human	Subsumption	GNOme	G78368CZ	
G15843XU	Human	Subsumption	GNOme	G84678BK	
G15843XU	Human	Subsumption	GNOme	G88876JQ	
G15843XU	Human	Subsumption	GNOme	G96399PG	
G15843XU	Human	Subsumption	GNOme	G98140IX	
G15843XU	Mouse	Subsumption	GNOme	G30915AU	
G15843XU	Mouse	Subsumption	GNOme	G39213VZ	
G15843XU	Mouse	Subsumption	GNOme	G40900UQ	
G15843XU	Mouse	Subsumption	GNOme	G60149QJ	
G15843XU	Mouse	Subsumption	GNOme	G74916CC	
G15843XU	Mouse	Subsumption	GNOme	G84678BK	
G15843XU	Mouse	Subsumption	GNOme	G88876JQ	
G15843XU	Rat	Subsumption	GNOme	G30915AU	
G15843XU	Rat	Subsumption	GNOme	G39213VZ	
G15843XU	Rat	Subsumption	GNOme	G88876JQ	
G15864EZ	Human	Subsumption	GNOme	G20044TD	
G15864EZ	Human	Subsumption	GNOme	G27338ID	
G15864EZ	Rat	Subsumption	GNOme	G20044TD	
G15864IF	HCV	Subsumption	GNOme	G30110UW	
G15864IF	Human	Subsumption	GNOme	G01614ZM	
G15864IF	Human	Subsumption	GNOme	G03433NI	
G15864IF	Human	Subsumption	GNOme	G04267XF	
G15864IF	Human	Subsumption	GNOme	G14000ZZ	
G15864IF	Human	Subsumption	GNOme	G18574CV	
G15864IF	Human	Subsumption	GNOme	G23729WG	
G15864IF	Human	Subsumption	GNOme	G26326KX	
G15864IF	Human	Subsumption	GNOme	G30110UW	
G15864IF	Human	Subsumption	GNOme	G35609TJ	
G15864IF	Human	Subsumption	GNOme	G39558MO	
G15864IF	Human	Subsumption	GNOme	G41234QD	
G15864IF	Human	Subsumption	GNOme	G45637XA	
G15864IF	Human	Subsumption	GNOme	G53957WR	
G15864IF	Human	Subsumption	GNOme	G61886WA	
G15864IF	Human	Subsumption	GNOme	G62274IX	
G15864IF	Human	Subsumption	GNOme	G63110FE	
G15864IF	Human	Subsumption	GNOme	G65191ST	
G15864IF	Human	Subsumption	GNOme	G68008QO	
G15864IF	Human	Subsumption	GNOme	G78768PN	
G15864IF	Human	Subsumption	GNOme	G80111QD	
G15864IF	Human	Subsumption	GNOme	G81006GJ	
G15864IF	Human	Subsumption	GNOme	G84350SH	
G15864IF	Human	Subsumption	GNOme	G97263AV	
G15864IF	Mouse	Subsumption	GNOme	G01614ZM	
G15864IF	Mouse	Subsumption	GNOme	G27603XJ	
G15864IF	Mouse	Subsumption	GNOme	G35609TJ	
G15864IF	Mouse	Subsumption	GNOme	G81006GJ	
G15864IF	Mouse	Subsumption	GNOme	G86130AV	
G15864IF	Rat	Subsumption	GNOme	G01614ZM	
G15864IF	Rat	Subsumption	GNOme	G24637VC	
G15864IF	Rat	Subsumption	GNOme	G35609TJ	
G15864IF	Rat	Subsumption	GNOme	G39558MO	
G15864IF	Rat	Subsumption	GNOme	G41752AY	
G15864IF	Rat	Subsumption	GNOme	G62274IX	
G15864IF	Rat	Subsumption	GNOme	G81006GJ	
G15864IF	SARS	Subsumption	GNOme	G23729WG	
G15864IF	SARS	Subsumption	GNOme	G35609TJ	
G15864IF	SARS	Subsumption	GNOme	G53957WR	
G15864IF	SARS	Subsumption	GNOme	G81006GJ	
G15867XT	Human	Subsumption	GNOme	G49277CJ	
G15867XT	Human	Subsumption	GNOme	G56285KF	
G15868RK	Human	Direct	UniCarbKB	7645	9606
G15881BW	Human	Subsumption	GNOme	G10148VG	
G15881BW	Human	Subsumption	GNOme	G14199EY	
G15881BW	Rat	Subsumption	GNOme	G10148VG	
G15887VX	Human	Subsumption	GNOme	G29884LW	
G15887VX	Human	Subsumption	GNOme	G33947BV	
G15887VX	Human	Subsumption	GNOme	G42295MA	
G15887VX	Human	Subsumption	GNOme	G91023GB	
G15887VX	Mouse	Subsumption	GNOme	G42295MA	
G15887VX	Rat	Subsumption	GNOme	G33947BV	
G15893YJ	Human	Subsumption	GNOme	G00413UF	
G15893YJ	Human	Subsumption	GNOme	G16155TD	
G15893YJ	Human	Subsumption	GNOme	G31639NG	
G15893YJ	Human	Subsumption	GNOme	G33841EB	
G15893YJ	Human	Subsumption	GNOme	G47741BL	
G15893YJ	Human	Subsumption	GNOme	G63413QV	
G15893YJ	Human	Subsumption	GNOme	G66282NU	
G15893YJ	Human	Subsumption	GNOme	G75120WS	
G15893YJ	Human	Subsumption	GNOme	G89664KV	
G15914IG	Human	Subsumption	GNOme	G13157WZ	
G15914IG	Human	Subsumption	GNOme	G72576LG	
G15919RU	Mouse	Subsumption	GNOme	G75789AR	
G15919RU	Rat	Subsumption	GNOme	G38695WE	
G15919RU	Rat	Subsumption	GNOme	G71623LG	
G15919RU	Rat	Subsumption	GNOme	G75789AR	
G15921HT	Human	Subsumption	GNOme	G05319BS	
G15921HT	Human	Subsumption	GNOme	G09839ES	
G15921HT	Human	Subsumption	GNOme	G30109UP	
G15921HT	Human	Subsumption	GNOme	G37986HU	
G15921HT	Human	Subsumption	GNOme	G48954CA	
G15921HT	Human	Subsumption	GNOme	G71146MY	
G15921HT	Human	Subsumption	GNOme	G84852GW	
G15921HT	Human	Subsumption	GNOme	G95984JN	
G15921HT	Mouse	Subsumption	GNOme	G33269XL	
G15921HT	Mouse	Subsumption	GNOme	G44617UT	
G15921HT	Mouse	Subsumption	GNOme	G81581UV	
G15932VU	Human	Subsumption	GNOme	G43548LQ	
G15938BX	Human	Direct	GlyConnect	1317	9606
G15938BX	Rat	Subsumption	GNOme	G75594YZ	
G15938BX	Rat	Subsumption	GNOme	G90717TP	
G15938BX	SARS	Subsumption	GNOme	G75594YZ	
G15945ON	Human	Direct	GlyConnect	746	9606
G15945ON	Mouse	Direct	GlyConnect	746	10090
G15948XY	Human	Direct	GlyTouCan	G15948XY	9606
G15948XY	Rat	Direct	GlyTouCan	G15948XY	10114
G15948XY	Rat	Direct	GlyTouCan	G15948XY	10116
G15949YP	Human	Subsumption	GNOme	G07641WS	
G15949YP	Human	Subsumption	GNOme	G46868TY	
G15949YP	Human	Subsumption	GNOme	G94435QH	
G15949YP	Human	Subsumption	GNOme	G96057TO	
G15949YP	Mouse	Subsumption	GNOme	G94435QH	
G15949YP	Rat	Subsumption	GNOme	G46868TY	
G15949YP	Rat	Subsumption	GNOme	G55559HZ	
G15949YP	Rat	Subsumption	GNOme	G94435QH	
G15954SJ	Mouse	Subsumption	GNOme	G18636VE	
G15956KF	Human	Direct	GlyConnect	2835	9606
G15956KF	Mouse	Subsumption	GNOme	G34499SX	
G15956KF	Mouse	Subsumption	GNOme	G80966KZ	
G15956KF	Rat	Direct	GlyConnect	2835	10116
G15968KS	Human	Subsumption	GNOme	G03622KA	
G15968KS	Human	Subsumption	GNOme	G94876HV	
G15971GJ	Human	Subsumption	GNOme	G28659UB	
G15971GJ	Human	Subsumption	GNOme	G36909MR	
G15971GJ	Human	Subsumption	GNOme	G73302KW	
G15971GJ	Human	Subsumption	GNOme	G73308YY	
G15971GJ	Human	Subsumption	GNOme	G74645FT	
G15971GJ	Human	Subsumption	GNOme	G81349OI	
G15971GJ	Mouse	Subsumption	GNOme	G85422ZY	
G15971GJ	Mouse	Subsumption	GNOme	G95222PD	
G15971GJ	Rat	Subsumption	GNOme	G11758TL	
G15971GJ	Rat	Subsumption	GNOme	G22511DQ	
G15971GJ	Rat	Subsumption	GNOme	G28659UB	
G15973YF	Rat	Direct	GlyTouCan	G15973YF	10114
G15985WB	Mouse	Subsumption	GNOme	G15714MJ	
G15987FM	Rat	Direct	GlyTouCan	G15987FM	10114
G15988BO	Rat	Subsumption	GNOme	G84260SO	
G15996IF	Human	Subsumption	GNOme	G00432WV	
G15996IF	Human	Subsumption	GNOme	G00551JZ	
G15996IF	Human	Subsumption	GNOme	G02679YX	
G15996IF	Human	Subsumption	GNOme	G05279MG	
G15996IF	Human	Subsumption	GNOme	G06656BE	
G15996IF	Human	Subsumption	GNOme	G07328EF	
G15996IF	Human	Subsumption	GNOme	G08939IS	
G15996IF	Human	Subsumption	GNOme	G12920QL	
G15996IF	Human	Subsumption	GNOme	G13537KO	
G15996IF	Human	Subsumption	GNOme	G16961BB	
G15996IF	Human	Subsumption	GNOme	G20697MN	
G15996IF	Human	Subsumption	GNOme	G21112KH	
G15996IF	Human	Subsumption	GNOme	G23546LY	
G15996IF	Human	Subsumption	GNOme	G26144DH	
G15996IF	Human	Subsumption	GNOme	G28948UC	
G15996IF	Human	Subsumption	GNOme	G35837ET	
G15996IF	Human	Subsumption	GNOme	G35975NI	
G15996IF	Human	Subsumption	GNOme	G36523TZ	
G15996IF	Human	Subsumption	GNOme	G36960FP	
G15996IF	Human	Subsumption	GNOme	G36966DH	
G15996IF	Human	Subsumption	GNOme	G39452ZZ	
G15996IF	Human	Subsumption	GNOme	G40482NA	
G15996IF	Human	Subsumption	GNOme	G44623TX	
G15996IF	Human	Subsumption	GNOme	G45300SB	
G15996IF	Human	Subsumption	GNOme	G45359RY	
G15996IF	Human	Subsumption	GNOme	G45498YC	
G15996IF	Human	Subsumption	GNOme	G49105NA	
G15996IF	Human	Subsumption	GNOme	G51519NL	
G15996IF	Human	Subsumption	GNOme	G53096UD	
G15996IF	Human	Subsumption	GNOme	G57081YJ	
G15996IF	Human	Subsumption	GNOme	G61086WG	
G15996IF	Human	Subsumption	GNOme	G61505ZR	
G15996IF	Human	Subsumption	GNOme	G64282SO	
G15996IF	Human	Subsumption	GNOme	G65186XA	
G15996IF	Human	Subsumption	GNOme	G66286WQ	
G15996IF	Human	Subsumption	GNOme	G66653BX	
G15996IF	Human	Subsumption	GNOme	G70800WO	
G15996IF	Human	Subsumption	GNOme	G74286KY	
G15996IF	Human	Subsumption	GNOme	G78644BR	
G15996IF	Human	Subsumption	GNOme	G80163ME	
G15996IF	Human	Subsumption	GNOme	G83737UD	
G15996IF	Human	Subsumption	GNOme	G84368MT	
G15996IF	Human	Subsumption	GNOme	G85447US	
G15996IF	Human	Subsumption	GNOme	G86357DX	
G15996IF	Human	Subsumption	GNOme	G97212ZE	
G15996IF	Mouse	Subsumption	GNOme	G39452ZZ	
G15996IF	Mouse	Subsumption	GNOme	G45359RY	
G15996IF	Mouse	Subsumption	GNOme	G67767BR	
G15996IF	Mouse	Subsumption	GNOme	G83737UD	
G15996IF	Mouse	Subsumption	GNOme	G86357DX	
G15996IF	Mouse	Subsumption	GNOme	G86503RS	
G15996IF	Rat	Subsumption	GNOme	G00432WV	
G15996IF	Rat	Subsumption	GNOme	G09730EH	
G15996IF	Rat	Subsumption	GNOme	G19588HA	
G15996IF	Rat	Subsumption	GNOme	G28948UC	
G15996IF	Rat	Subsumption	GNOme	G39452ZZ	
G15996IF	Rat	Subsumption	GNOme	G45359RY	
G15996IF	Rat	Subsumption	GNOme	G45695EY	
G15996IF	Rat	Subsumption	GNOme	G48296OD	
G15996IF	Rat	Subsumption	GNOme	G57081YJ	
G15996IF	Rat	Subsumption	GNOme	G59897WN	
G15996IF	Rat	Subsumption	GNOme	G83737UD	
G15996IF	Rat	Subsumption	GNOme	G86357DX	
G15996IF	SARS	Subsumption	GNOme	G49105NA	
G16005BJ	Human	Subsumption	GNOme	G14854WL	
G16005BJ	Human	Subsumption	GNOme	G14998UC	
G16005BJ	Human	Subsumption	GNOme	G33780DA	
G16005BJ	Human	Subsumption	GNOme	G50779LX	
G16005BJ	Human	Subsumption	GNOme	G73907HE	
G16005BJ	Rat	Subsumption	GNOme	G14854WL	
G16005BJ	Rat	Subsumption	GNOme	G42989XH	
G16014UJ	Human	Subsumption	GNOme	G72526DQ	
G16026TZ	Human	Direct	GlyTouCan	G16026TZ	9606
G16042DI	Human	Subsumption	GNOme	G32781YS	
G16052XD	Mouse	Subsumption	GNOme	G18947DS	
G16060FD	Human	Subsumption	GNOme	G68113KQ	
G16060FD	Rat	Subsumption	GNOme	G02998EX	
G16060FD	Rat	Subsumption	GNOme	G10488WF	
G16060FD	Rat	Subsumption	GNOme	G34367WV	
G16060FD	Rat	Subsumption	GNOme	G73245VI	
G16060FD	Rat	Subsumption	GNOme	G88435GS	
G16063EF	Human	Direct	GlyTouCan	G16063EF	9606
G16080BW	Human	Subsumption	GNOme	G98318PN	
G16107MY	Human	Direct	GlyConnect	1726	9606
G16117GO	Human	Subsumption	GNOme	G30159WR	
G16117GO	Human	Subsumption	GNOme	G47108UC	
G16117GO	Human	Subsumption	GNOme	G61207RZ	
G16117GO	Human	Subsumption	GNOme	G88461FF	
G16117GO	Mouse	Subsumption	GNOme	G30159WR	
G16117GO	Rat	Subsumption	GNOme	G30159WR	
G16119YF	Human	Direct	GlyTouCan	G16119YF	9606
G16119YF	Mouse	Subsumption	GNOme	G82348BZ	
G16119YF	Rat	Subsumption	GNOme	G45995IV	
G16119YF	Rat	Subsumption	GNOme	G82348BZ	
G16122GW	Human	Direct	UniCarbKB	7815	9606
G16125XL	Human	Subsumption	GNOme	G43131ZX	
G16125XL	Human	Subsumption	GNOme	G75520NV	
G16125XL	Rat	Subsumption	GNOme	G35679TE	
G16127HW	Human	Subsumption	GNOme	G03652TR	
G16127HW	Human	Subsumption	GNOme	G05241IE	
G16127HW	Human	Subsumption	GNOme	G44276EF	
G16127HW	Human	Subsumption	GNOme	G54059XR	
G16127HW	Human	Subsumption	GNOme	G55220VL	
G16127HW	Human	Subsumption	GNOme	G77852EK	
G16127HW	Human	Subsumption	GNOme	G87889NL	
G16127HW	Human	Subsumption	GNOme	G90206GU	
G16127HW	Mouse	Subsumption	GNOme	G03652TR	
G16127HW	Mouse	Subsumption	GNOme	G05241IE	
G16127HW	Mouse	Subsumption	GNOme	G06830II	
G16127HW	Mouse	Subsumption	GNOme	G55220VL	
G16127HW	Mouse	Subsumption	GNOme	G58746AB	
G16127HW	Mouse	Subsumption	GNOme	G87889NL	
G16127HW	Rat	Subsumption	GNOme	G03652TR	
G16127HW	Rat	Subsumption	GNOme	G55220VL	
G16136AD	Human	Subsumption	GNOme	G02522JF	
G16136AD	Human	Subsumption	GNOme	G02856QE	
G16136AD	Human	Subsumption	GNOme	G03071KV	
G16136AD	Human	Subsumption	GNOme	G12678YV	
G16136AD	Human	Subsumption	GNOme	G12899EM	
G16136AD	Human	Subsumption	GNOme	G14380OJ	
G16136AD	Human	Subsumption	GNOme	G17108EX	
G16136AD	Human	Subsumption	GNOme	G22012EW	
G16136AD	Human	Subsumption	GNOme	G22031JX	
G16136AD	Human	Subsumption	GNOme	G27139SJ	
G16136AD	Human	Subsumption	GNOme	G32152BH	
G16136AD	Human	Subsumption	GNOme	G32426JY	
G16136AD	Human	Subsumption	GNOme	G35106OM	
G16136AD	Human	Subsumption	GNOme	G48440GN	
G16136AD	Human	Subsumption	GNOme	G51828AY	
G16136AD	Human	Subsumption	GNOme	G58507AZ	
G16136AD	Human	Subsumption	GNOme	G66163TI	
G16136AD	Human	Subsumption	GNOme	G71832QJ	
G16136AD	Human	Subsumption	GNOme	G73991ZU	
G16136AD	Human	Subsumption	GNOme	G74353FF	
G16136AD	Human	Subsumption	GNOme	G75648IS	
G16136AD	Human	Subsumption	GNOme	G76763LN	
G16136AD	Human	Subsumption	GNOme	G78108ZM	
G16136AD	Human	Subsumption	GNOme	G90146ME	
G16136AD	Human	Subsumption	GNOme	G91875JA	
G16136AD	Human	Subsumption	GNOme	G96463EY	
G16136AD	Human	Subsumption	GNOme	G99315PE	
G16136AD	Mouse	Subsumption	GNOme	G02856QE	
G16136AD	Mouse	Subsumption	GNOme	G06658RN	
G16136AD	Mouse	Subsumption	GNOme	G32426JY	
G16136AD	Rat	Subsumption	GNOme	G02856QE	
G16136AD	Rat	Subsumption	GNOme	G03071KV	
G16136AD	Rat	Subsumption	GNOme	G12678YV	
G16136AD	Rat	Subsumption	GNOme	G15626ED	
G16136AD	Rat	Subsumption	GNOme	G17480GI	
G16136AD	Rat	Subsumption	GNOme	G22012EW	
G16136AD	Rat	Subsumption	GNOme	G22031JX	
G16136AD	Rat	Subsumption	GNOme	G25340RJ	
G16136AD	Rat	Subsumption	GNOme	G29587NV	
G16136AD	Rat	Subsumption	GNOme	G32426JY	
G16136AD	Rat	Subsumption	GNOme	G66163TI	
G16136AD	Rat	Subsumption	GNOme	G73991ZU	
G16136AD	Rat	Subsumption	GNOme	G74353FF	
G16136AD	Rat	Subsumption	GNOme	G96463EY	
G16136AD	Rat	Subsumption	GNOme	G99315PE	
G16136AD	SARS	Subsumption	GNOme	G02856QE	
G16136DL	Human	Direct	GlyConnect	429	9606
G16136DR	Human	Subsumption	GNOme	G50425IY	
G16138CY	Human	Subsumption	GNOme	G70961NC	
G16138CY	Mouse	Subsumption	GNOme	G70961NC	
G16144PA	Human	Direct	GlyTouCan	G16144PA	9606
G16147FU	Human	Subsumption	GNOme	G02174FQ	
G16150CJ	Human	Direct	GlyConnect	3541	9606
G16150CJ	Human	Direct	UniCarbKB	1693	9606
G16155TD	Human	Direct	GlyConnect	214	9606
G16175MV	Human	Direct	GlyTouCan	G16175MV	9606
G16175ZV	Human	Direct	UniCarbKB	comp_HexNAc4Hex6dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	9606
G16175ZV	Mouse	Subsumption	GNOme	G80223IX	
G16175ZV	Rat	Direct	UniCarbKB	comp_HexNAc4Hex6dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	10116
G16175ZV	SARS	Direct	UniCarbKB	comp_HexNAc4Hex6dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	2697049
G16199ST	Human	Subsumption	GNOme	G10219AA	
G16199ST	Human	Subsumption	GNOme	G29011JC	
G16199ST	Human	Subsumption	GNOme	G56653RI	
G16199ST	Human	Subsumption	GNOme	G75584LU	
G16199ST	Mouse	Subsumption	GNOme	G10219AA	
G16199ST	Mouse	Subsumption	GNOme	G56653RI	
G16199ST	Rat	Subsumption	GNOme	G29011JC	
G16201EW	Human	Subsumption	GNOme	G18625KA	
G16201EW	Human	Subsumption	GNOme	G99524KA	
G16201EW	Mouse	Subsumption	GNOme	G18625KA	
G16201EW	Rat	Subsumption	GNOme	G18625KA	
G16201EW	Rat	Subsumption	GNOme	G54733XO	
G16201EW	Rat	Subsumption	GNOme	G99524KA	
G16204NU	Human	Direct	UniCarbKB	7515	9606
G16204NU	Mouse	Subsumption	GNOme	G24498DI	
G16204NU	Mouse	Subsumption	GNOme	G94531EZ	
G16204NU	Rat	Subsumption	GNOme	G35748HH	
G16204NU	Rat	Subsumption	GNOme	G94531EZ	
G16208YZ	Human	Direct	GlyConnect	301	9606
G16208YZ	SARS	Direct	GlyConnect	301	2697049
G16214HG	Human	Subsumption	GNOme	G28439XZ	
G16214HG	Human	Subsumption	GNOme	G48809BS	
G16214HG	Human	Subsumption	GNOme	G68893BQ	
G16214HG	Mouse	Subsumption	GNOme	G28439XZ	
G16214HG	Rat	Subsumption	GNOme	G27523II	
G16214HG	Rat	Subsumption	GNOme	G33350QT	
G16214HG	SARS	Subsumption	GNOme	G28439XZ	
G16222XJ	Mouse	Subsumption	GNOme	G33785ND	
G16224PF	Human	Subsumption	GNOme	G15198VK	
G16224PF	Human	Subsumption	GNOme	G65294YU	
G16224PF	Human	Subsumption	GNOme	G76478FT	
G16224PF	Human	Subsumption	GNOme	G82252QI	
G16224PF	Human	Subsumption	GNOme	G97109LT	
G16229EZ	Human	Subsumption	GNOme	G01457KB	
G16229EZ	Human	Subsumption	GNOme	G26099QT	
G16231XM	Human	Subsumption	GNOme	G24355OK	
G16231XM	Human	Subsumption	GNOme	G41352UL	
G16233TX	Human	Subsumption	GNOme	G09482NW	
G16233TX	Human	Subsumption	GNOme	G20030CU	
G16233TX	Human	Subsumption	GNOme	G93500PH	
G16258KS	Human	Direct	GlyTouCan	G16258KS	9606
G16258KS	Mouse	Subsumption	GNOme	G00053MO	
G16260WC	Human	Subsumption	GNOme	G43818LO	
G16265MV	Human	Direct	GlyConnect	2395	9606
G16265MV	Human	Direct	UniCarbKB	7148	9606
G16265OF	Human	Direct	GlyConnect	233	9606
G16269RR	Human	Direct	GlyTouCan	G16269RR	9606
G16274HY	Human	Direct	GlyTouCan	G16274HY	9606
G16275ZD	Human	Subsumption	GNOme	G19763QB	
G16276IK	Human	Direct	GlyTouCan	G16276IK	9606
G16276PY	Human	Direct	GlyConnect	1119	9606
G16290UY	Human	Direct	GlyTouCan	G16290UY	9606
G16293AI	Human	Direct	GlyTouCan	G16293AI	9606
G16293AI	Rat	Direct	GlyTouCan	G16293AI	10114
G16303GY	Human	Subsumption	GNOme	G30939HN	
G16303GY	Human	Subsumption	GNOme	G54956ME	
G16303GY	Human	Subsumption	GNOme	G59821FL	
G16316EY	Human	Subsumption	GNOme	G12185WN	
G16316EY	Human	Subsumption	GNOme	G99506BB	
G16340GB	Human	Subsumption	GNOme	G00053MO	
G16340GB	Human	Subsumption	GNOme	G00054MO	
G16340GB	Human	Subsumption	GNOme	G16258KS	
G16340GB	Human	Subsumption	GNOme	G19968XU	
G16340GB	Human	Subsumption	GNOme	G39294YF	
G16340GB	Human	Subsumption	GNOme	G50236GJ	
G16340GB	Human	Subsumption	GNOme	G53296VI	
G16340GB	Human	Subsumption	GNOme	G70593HA	
G16340GB	Human	Subsumption	GNOme	G81971FM	
G16340GB	Human	Subsumption	GNOme	G87205VF	
G16340GB	Human	Subsumption	GNOme	G90387AM	
G16340GB	Mouse	Subsumption	GNOme	G00053MO	
G16340GB	Mouse	Subsumption	GNOme	G00054MO	
G16340GB	Mouse	Subsumption	GNOme	G39294YF	
G16340GB	Rat	Subsumption	GNOme	G00054MO	
G16342TP	Human	Subsumption	GNOme	G02086TB	
G16344ZG	Human	Direct	GlyTouCan	G16344ZG	9606
G16348RE	Human	Direct	GlyTouCan	G16348RE	9606
G16350SB	Human	Subsumption	GNOme	G75052YA	
G16367KC	Human	Subsumption	GNOme	G50006QM	
G16370GQ	Human	Direct	GlyConnect	941	9606
G16370GQ	Human	Direct	GlyTouCan	G16370GQ	9606
G16370GQ	Human	Direct	UniCarbKB	97	9606
G16374KD	Human	Subsumption	GNOme	G51827GO	
G16374KD	Mouse	Subsumption	GNOme	G51827GO	
G16377ZV	Human	Subsumption	GNOme	G11535IB	
G16377ZV	Human	Subsumption	GNOme	G23980PE	
G16377ZV	Human	Subsumption	GNOme	G63480NF	
G16377ZV	Human	Subsumption	GNOme	G67915MO	
G16377ZV	Human	Subsumption	GNOme	G71865NO	
G16377ZV	Human	Subsumption	GNOme	G72718TT	
G16377ZV	Mouse	Subsumption	GNOme	G63480NF	
G16377ZV	Mouse	Subsumption	GNOme	G67915MO	
G16377ZV	Rat	Subsumption	GNOme	G11535IB	
G16377ZV	Rat	Subsumption	GNOme	G33230CR	
G16377ZV	Rat	Subsumption	GNOme	G63480NF	
G16377ZV	Rat	Subsumption	GNOme	G67915MO	
G16389EC	Human	Direct	GlyConnect	1826	9606
G16392PF	Rat	Subsumption	GNOme	G76657BK	
G16397GM	Human	Direct	GlyTouCan	G16397GM	9606
G16403CC	Human	Subsumption	GNOme	G96719MC	
G16403CM	Human	Direct	GlyTouCan	G16403CM	9606
G16404NW	Human	Direct	GlyTouCan	G16404NW	9606
G16407EV	Human	Direct	UniCarbKB	comp_HexNAc2Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	9606
G16407EV	Mouse	Subsumption	GNOme	G19336PT	
G16407EV	Mouse	Subsumption	GNOme	G25637MV	
G16407EV	Rat	Direct	UniCarbKB	comp_HexNAc2Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	10116
G16407EV	SARS	Direct	GLYDS000479		2697049
G16407EV	SARS	Direct	UniCarbKB	comp_HexNAc2Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	2697049
G16411DN	Human	Subsumption	GNOme	G00492CQ	
G16411DN	Human	Subsumption	GNOme	G07483YN	
G16411DN	Human	Subsumption	GNOme	G11908FF	
G16411DN	Human	Subsumption	GNOme	G11994QC	
G16411DN	Human	Subsumption	GNOme	G14023ZV	
G16411DN	Human	Subsumption	GNOme	G14576KZ	
G16411DN	Human	Subsumption	GNOme	G45036WQ	
G16411DN	Human	Subsumption	GNOme	G45889JQ	
G16411DN	Human	Subsumption	GNOme	G69987TD	
G16411DN	Human	Subsumption	GNOme	G82405LP	
G16411DN	Mouse	Subsumption	GNOme	G07483YN	
G16411DN	Mouse	Subsumption	GNOme	G14576KZ	
G16411DN	Mouse	Subsumption	GNOme	G45889JQ	
G16411DN	Mouse	Subsumption	GNOme	G69987TD	
G16411DN	Rat	Subsumption	GNOme	G07483YN	
G16411DN	Rat	Subsumption	GNOme	G14576KZ	
G16411DN	SARS	Subsumption	GNOme	G07483YN	
G16418XC	Human	Subsumption	GNOme	G03309JT	
G16418XC	Human	Subsumption	GNOme	G03509EL	
G16418XC	Human	Subsumption	GNOme	G59001FP	
G16418XC	Human	Subsumption	GNOme	G69440RD	
G16418XC	Human	Subsumption	GNOme	G88675ZE	
G16428WL	Human	Subsumption	GNOme	G39064KU	
G16428WL	Rat	Subsumption	GNOme	G39064KU	
G16439UH	Human	Subsumption	GNOme	G61530NU	
G16439UH	Human	Subsumption	GNOme	G96797OU	
G16441MS	Human	Direct	GlyTouCan	G16441MS	9606
G16444ZD	Human	Subsumption	GNOme	G39794DN	
G16444ZD	Human	Subsumption	GNOme	G92219PK	
G16444ZD	Rat	Subsumption	GNOme	G25787HL	
G16455YH	Human	Subsumption	GNOme	G60227QI	
G16455YH	Human	Subsumption	GNOme	G80961YY	
G16456ZV	Human	Direct	GlyTouCan	G16456ZV	9606
G16459CO	Human	Subsumption	GNOme	G07061YF	
G16462LS	Human	Subsumption	GNOme	G61053JL	
G16462LS	Rat	Subsumption	GNOme	G08078RH	
G16462LS	Rat	Subsumption	GNOme	G61053JL	
G16462LS	Rat	Subsumption	GNOme	G77485UZ	
G16462LS	SARS	Direct	GLYDS000479		2697049
G16462LS	SARS	Direct	UniCarbKB	comp_HexNAc5Hex9dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	2697049
G16463NX	Human	Subsumption	GNOme	G26497EU	
G16463NX	Human	Subsumption	GNOme	G68253RD	
G16468EC	Human	Subsumption	GNOme	G25146DY	
G16468EC	Human	Subsumption	GNOme	G27248RA	
G16479OO	Human	Subsumption	GNOme	G15351FP	
G16479OO	Human	Subsumption	GNOme	G18901ZN	
G16479OO	Human	Subsumption	GNOme	G21845NG	
G16479OO	Human	Subsumption	GNOme	G75599HG	
G16481GK	Human	Direct	GlyTouCan	G16481GK	9606
G16487ID	Human	Subsumption	GNOme	G21672LC	
G16487ID	Human	Subsumption	GNOme	G69327YC	
G16487ID	Rat	Subsumption	GNOme	G36534NK	
G16487ID	Rat	Subsumption	GNOme	G77000EG	
G16488DY	Human	Subsumption	GNOme	G27888XB	
G16497OB	Human	Subsumption	GNOme	G03652TR	
G16497OB	Human	Subsumption	GNOme	G05241IE	
G16497OB	Human	Subsumption	GNOme	G44276EF	
G16497OB	Human	Subsumption	GNOme	G54059XR	
G16497OB	Human	Subsumption	GNOme	G55220VL	
