GlyTouCan	MonosaccharideDB_ID
G89168LM	2
G89168LM	3
G89168LM	5
G89168LM	7
G89261EQ	Some monosaccharide(s) has no ID in monosaccharide DB
G89261EQ	1
G89261EQ	2
G89261EQ	3
G89261EQ	5
G89261EQ	6
G89261EQ	7
G89279YZ	Some monosaccharide(s) has no ID in monosaccharide DB
G89279YZ	2
G89279YZ	13
G89279YZ	68
G89279YZ	166
G89285QP	Some monosaccharide(s) has no ID in monosaccharide DB
G89285QP	1
G89285QP	3
G89285QP	5
G89285QP	7
G89285QP	12
G89290XU	1
G89290XU	3
G89290XU	5
G89290XU	26
G89293FU	2
G89293FU	13
G89293FU	91
G89293FU	245
G89323TE	1
G89323TE	2
G89323TE	3
G89323TE	5
G89323TE	6
G89323TE	15
G89325VN	Some monosaccharide(s) has no ID in monosaccharide DB
G89325VN	1
G89325VN	2
G89325VN	3
G89325VN	5
G89333WS	1
G89333WS	3
G89333WS	5
G89345GA	1
G89345GA	2
G89345GA	3
G89345GA	5
G89345GA	6
G89345GA	15
G89364NG	Some monosaccharide(s) has no ID in monosaccharide DB
G89364NG	1
G89364NG	2
G89364NG	3
G89364NG	5
G89370FG	Some monosaccharide(s) has no ID in monosaccharide DB
G89370FG	1
G89370FG	2
G89370FG	3
G89370FG	5
G89370FG	6
G89370FG	7
G89378UY	Some monosaccharide(s) has no ID in monosaccharide DB
G89378UY	1
G89378UY	2
G89378UY	3
G89378UY	5
G89378UY	6
G89378UY	7
G89393WA	2
G89393WA	4
G89393WA	6
G89393WA	12
G89398MH	Some monosaccharide(s) has no ID in monosaccharide DB
G89398MH	1
G89398MH	2
G89398MH	7
G89398MH	14
G89417VQ	Some monosaccharide(s) has no ID in monosaccharide DB
G89417VQ	1
G89417VQ	2
G89417VQ	3
G89417VQ	5
G89417VQ	6
G89466MK	Some monosaccharide(s) has no ID in monosaccharide DB
G89466MK	1
G89466MK	2
G89466MK	3
G89466MK	5
G89466MK	7
G89481IZ	Some monosaccharide(s) has no ID in monosaccharide DB
G89481IZ	3
G89481IZ	5
G89498BT	Some monosaccharide(s) has no ID in monosaccharide DB
G89498BT	1
G89498BT	2
G89498BT	3
G89498BT	5
G89498BT	6
G89498BT	7
G89498BT	12
G89523CC	Some monosaccharide(s) has no ID in monosaccharide DB
G89523CC	1
G89523CC	2
G89523CC	7
G89532GI	Some monosaccharide(s) has no ID in monosaccharide DB
G89532GI	1
G89532GI	2
G89532GI	3
G89532GI	5
G89565QL	15
G89584RR	1
G89584RR	2
G89584RR	3
G89584RR	5
G89584RR	6
G89584RR	15
G89615SV	1
G89615SV	2
G89615SV	3
G89615SV	5
G89615SV	7
G89615SV	10
G89615SV	15
G89637WE	Some monosaccharide(s) has no ID in monosaccharide DB
G89637WE	1
G89637WE	3
G89637WE	5
G89637WE	7
G89643QK	Some monosaccharide(s) has no ID in monosaccharide DB
G89643QK	1
G89643QK	2
G89643QK	3
G89643QK	5
G89643QK	6
G89659QV	1
G89659QV	2
G89659QV	4
G89659QV	7
G89661WR	1
G89661WR	2
G89661WR	7
G89661WR	18
G89663TB	Some monosaccharide(s) has no ID in monosaccharide DB
G89663TB	1
G89663TB	3
G89663TB	5
G89663TB	7
G89664KV	1
G89664KV	2
G89664KV	3
G89664KV	5
G89664KV	6
G89673VM	Some monosaccharide(s) has no ID in monosaccharide DB
G89673VM	3
G89673VM	5
G89736UW	2
G89736UW	4
G89736UW	6
G89736UW	12
G89738LW	Some monosaccharide(s) has no ID in monosaccharide DB
G89738LW	1
G89738LW	3
G89738LW	5
G89774MA	Some monosaccharide(s) has no ID in monosaccharide DB
G89774MA	1
G89774MA	3
G89774MA	5
G89774MA	11
G89799OK	Some monosaccharide(s) has no ID in monosaccharide DB
G89799OK	1
G89799OK	2
G89799OK	3
G89799OK	5
G89808TP	Some monosaccharide(s) has no ID in monosaccharide DB
G89808TP	1
G89808TP	2
G89808TP	3
G89808TP	5
G89808TP	10
G89834SY	Some monosaccharide(s) has no ID in monosaccharide DB
G89834SY	1
G89834SY	2
G89834SY	3
G89834SY	5
G89840WM	Some monosaccharide(s) has no ID in monosaccharide DB
G89840WM	1
G89840WM	2
G89840WM	7
G89864BN	1
G89864BN	3
G89864BN	5
G89865CB	1
G89865CB	2
G89865CB	3
G89865CB	5
G89865CB	6
G89877QI	1
G89877QI	2
G89877QI	3
G89877QI	5
G89877QI	6
G89878ZY	Some monosaccharide(s) has no ID in monosaccharide DB
G89878ZY	1
G89878ZY	3
G89878ZY	5
G89905SH	Some monosaccharide(s) has no ID in monosaccharide DB
G89905SH	1
G89905SH	2
G89905SH	3
G89905SH	5
G89905SH	7
G89923TD	Some monosaccharide(s) has no ID in monosaccharide DB
G89923TD	1
G89923TD	3
G89923TD	5
G89941FZ	1
G89941FZ	3
G89941FZ	5
G89941FZ	6
G89941FZ	7
G89941FZ	12
G89970IY	1
G89970IY	2
G89970IY	3
G89970IY	5
G89970IY	6
G89970IY	7
G89993FE	1
G89993FE	2
G89993FE	3
G89993FE	5
G90017UO	1
G90017UO	2
G90017UO	3
G90017UO	5
G90017UO	7
G90028HY	Some monosaccharide(s) has no ID in monosaccharide DB
G90028HY	1
G90028HY	2
G90028HY	3
G90028HY	5
G90028HY	6
G90028HY	7
G90033AN	Some monosaccharide(s) has no ID in monosaccharide DB
G90033AN	1
G90033AN	2
G90033AN	3
G90033AN	5
G90033AN	7
G90099GV	Some monosaccharide(s) has no ID in monosaccharide DB
G90099GV	1
G90099GV	2
G90099GV	3
G90099GV	5
G90099GV	6
G90103MR	Some monosaccharide(s) has no ID in monosaccharide DB
G90103MR	1
G90103MR	2
G90103MR	6
G90107JW	Some monosaccharide(s) has no ID in monosaccharide DB
G90107JW	1
G90107JW	3
G90107JW	5
G90130AG	1
G90130AG	2
G90130AG	3
G90130AG	5
G90130AG	7
G90142YY	Some monosaccharide(s) has no ID in monosaccharide DB
G90142YY	1
G90146ME	Some monosaccharide(s) has no ID in monosaccharide DB
G90146ME	1
G90146ME	2
G90146ME	7
G90154FT	Some monosaccharide(s) has no ID in monosaccharide DB
G90154FT	191
G90223GH	1
G90223GH	3
G90223GH	5
G90230CI	Some monosaccharide(s) has no ID in monosaccharide DB
G90230CI	1
G90230CI	2
G90230CI	3
G90230CI	5
G90251SV	1
G90251SV	2
G90251SV	7
G90251SV	10
G90251SV	18
G90333CG	1
G90333CG	5
G90334GI	Some monosaccharide(s) has no ID in monosaccharide DB
G90334GI	2
G90334GI	6
G90334GI	14
G90348RI	1
G90348RI	2
G90348RI	3
G90348RI	5
G90348RI	6
G90348RI	7
G90387AM	Some monosaccharide(s) has no ID in monosaccharide DB
G90387AM	2
G90387AM	6
G90387AM	7
G90417DH	Some monosaccharide(s) has no ID in monosaccharide DB
G90417DH	2
G90417DH	4
G90441KT	Some monosaccharide(s) has no ID in monosaccharide DB
G90441KT	1
G90441KT	3
G90441KT	5
G90441KT	7
G90443NH	Some monosaccharide(s) has no ID in monosaccharide DB
G90443NH	1
G90443NH	3
G90443NH	5
G90443NH	7
G90509QW	1
G90509QW	2
G90509QW	3
G90509QW	5
G90509QW	367
G90542MP	1
G90542MP	2
G90542MP	3
G90542MP	5
G90542MP	6
G90542MP	7
G90542MP	12
G90562PB	2
G90562PB	4
G90562PB	12
G90633BY	Some monosaccharide(s) has no ID in monosaccharide DB
G90633BY	1
G90633BY	2
G90633BY	3
G90633BY	5
G90633BY	6
G90633BY	7
G90672BM	Some monosaccharide(s) has no ID in monosaccharide DB
G90672BM	1
G90672BM	2
G90672BM	3
G90672BM	5
G90672BM	6
G90686TN	1
G90686TN	2
G90686TN	3
G90686TN	5
G90686TN	6
G90703DJ	1
G90703DJ	2
G90703DJ	3
G90703DJ	5
G90703DJ	7
G90712YJ	Some monosaccharide(s) has no ID in monosaccharide DB
G90712YJ	1
G90712YJ	2
G90712YJ	3
G90712YJ	5
G90712YJ	7
G90712YJ	12
G90717TP	1
G90717TP	2
G90717TP	3
G90717TP	5
G90717TP	7
G90723FE	1
G90723FE	2
G90723FE	4
G90723FE	6
G90723FE	7
G90725ZC	1
G90725ZC	2
G90725ZC	3
G90725ZC	5
G90725ZC	6
G90769IN	Some monosaccharide(s) has no ID in monosaccharide DB
G90769IN	1
G90769IN	2
G90769IN	3
G90769IN	5
G90769IN	7
G90771OP	1
G90771OP	2
G90771OP	7
G90771OP	18
G90779DH	Some monosaccharide(s) has no ID in monosaccharide DB
G90779DH	1
G90779DH	2
G90779DH	3
G90779DH	5
G90779DH	6
G90779DH	7
G90784AP	1
G90784AP	2
G90784AP	3
G90784AP	5
G90784AP	6
G90784AP	7
G90789YQ	Some monosaccharide(s) has no ID in monosaccharide DB
G90789YQ	1
G90789YQ	3
G90789YQ	5
G90789YQ	7
G90790SM	1
G90790SM	2
G90790SM	3
G90790SM	5
G90790SM	6
G90790SM	15
G90797SN	Some monosaccharide(s) has no ID in monosaccharide DB
G90797SN	1
G90797SN	2
G90797SN	3
G90797SN	5
G90797SN	7
G90825UM	1
G90825UM	2
G90825UM	3
G90825UM	5
G90825UM	367
G90858SP	Some monosaccharide(s) has no ID in monosaccharide DB
G90858SP	1
G90858SP	2
G90858SP	3
G90858SP	5
G90858SP	6
G90858SP	10
G90870DG	1
G90870DG	2
G90870DG	3
G90870DG	5
G90870DG	7
G90882XB	Some monosaccharide(s) has no ID in monosaccharide DB
G90882XB	1
G90882XB	2
G90882XB	3
G90882XB	5
G90882XB	7
G90884CI	1
G90884CI	2
G90884CI	7
G90884CI	31
G90889KG	Some monosaccharide(s) has no ID in monosaccharide DB
G90889KG	1
G90889KG	2
G90889KG	3
G90889KG	5
G90889KG	6
G90889KG	7
G90950UC	Some monosaccharide(s) has no ID in monosaccharide DB
G90950UC	1
G90950UC	3
G90950UC	5
G90983BT	1
G90983BT	2
G90983BT	3
G90983BT	5
G90983BT	6
G90983BT	7
G90987JA	1
G90987JA	3
G90987JA	5
G90987JA	7
G90987JA	222
G90999QY	1
G90999QY	2
G90999QY	18
G91020ZU	Some monosaccharide(s) has no ID in monosaccharide DB
G91020ZU	1
G91020ZU	2
G91020ZU	3
G91020ZU	5
G91020ZU	6
G91020ZU	7
G91023GB	1
G91023GB	2
G91023GB	3
G91023GB	5
G91023GB	6
G91023GB	7
G91068DJ	1
G91068DJ	3
G91068DJ	5
G91068DJ	16
G91073KG	Some monosaccharide(s) has no ID in monosaccharide DB
G91073KG	1
G91073KG	2
G91073KG	3
G91074JT	Some monosaccharide(s) has no ID in monosaccharide DB
G91074JT	1
G91074JT	3
G91074JT	5
G91074JT	7
G91079GH	3
G91079GH	17
G91081MA	Some monosaccharide(s) has no ID in monosaccharide DB
G91081MA	1
G91081MA	3
G91081MA	5
G91081MA	15
G91089ZR	1
G91089ZR	3
G91089ZR	5
G91089ZR	15
G91127OX	Some monosaccharide(s) has no ID in monosaccharide DB
G91127OX	1
G91127OX	2
G91127OX	7
G91127OX	14
G91130VE	Some monosaccharide(s) has no ID in monosaccharide DB
G91130VE	1
G91130VE	3
G91130VE	5
G91144VS	1
G91144VS	2
G91144VS	6
G91144VS	18
G91151XY	Some monosaccharide(s) has no ID in monosaccharide DB
G91151XY	1
G91151XY	2
G91151XY	3
G91151XY	5
G91151XY	7
G91156HJ	1
G91156HJ	2
G91156HJ	3
G91156HJ	5
G91156HJ	7
G91156HJ	15
G91161VR	1
G91161VR	2
G91161VR	6
G91161VR	7
G91161VR	18
G91180QG	Some monosaccharide(s) has no ID in monosaccharide DB
G91180QG	1
G91180QG	2
G91180QG	3
G91180QG	5
G91180QG	7
G91237TK	2
G91237TK	4
G91237TK	6
G91240HI	Some monosaccharide(s) has no ID in monosaccharide DB
G91240HI	1
G91240HI	2
G91240HI	7
G91240HI	14
G91247WI	Some monosaccharide(s) has no ID in monosaccharide DB
G91247WI	1
G91247WI	3
G91247WI	5
G91277HN	1
G91277HN	3
G91277HN	5
G91277HN	8
G91311MD	Some monosaccharide(s) has no ID in monosaccharide DB
G91311MD	14
G91312MX	1
G91312MX	2
G91312MX	3
G91312MX	5
G91312MX	16
G91337ZP	1
G91337ZP	2
G91337ZP	3
G91337ZP	5
G91337ZP	7
G91337ZP	12
G91345JE	1
G91345JE	2
G91345JE	3
G91345JE	5
G91345JE	6
G91345JE	16
G91345JE	26
G91365ZQ	1
G91365ZQ	2
G91365ZQ	3
G91365ZQ	5
G91365ZQ	6
G91388QD	Some monosaccharide(s) has no ID in monosaccharide DB
G91388QD	1
G91388QD	2
G91388QD	3
G91388QD	5
G91388QD	6
G91390JS	Some monosaccharide(s) has no ID in monosaccharide DB
G91390JS	1
G91390JS	2
G91390JS	3
G91390JS	5
G91390JS	6
G91390JS	7
G91390JS	10
G91404LJ	1
G91404LJ	2
G91404LJ	4
G91409SX	1
G91409SX	2
G91409SX	3
G91409SX	5
G91409SX	6
G91409SX	7
G91409SX	15
G91410ZU	1
G91410ZU	2
G91410ZU	7
G91410ZU	18
G91413ZX	1
G91413ZX	2
G91413ZX	3
G91413ZX	5
G91413ZX	6
G91413ZX	7
G91471TQ	Some monosaccharide(s) has no ID in monosaccharide DB
G91471TQ	1
G91471TQ	3
G91471TQ	5
G91474EO	1
G91474EO	3
G91474EO	5
G91474EO	7
G91474EO	15
G91511MZ	1
G91511MZ	2
G91511MZ	3
G91511MZ	5
G91511MZ	6
G91511MZ	7
G91511MZ	10
G91518OM	Some monosaccharide(s) has no ID in monosaccharide DB
G91518OM	1
G91518OM	2
G91518OM	3
G91518OM	5
G91518OM	6
G91518OM	7
G91532KA	2
G91532KA	4
G91532KA	6
G91532KA	7
G91532KA	12
G91550OH	1
G91550OH	2
G91550OH	3
G91550OH	5
G91550OH	7
G91560NT	1
G91560NT	2
G91560NT	4
G91560NT	7
G91583AW	1
G91583AW	3
G91583AW	5
G91583AW	26
G91591ER	Some monosaccharide(s) has no ID in monosaccharide DB
G91591ER	1
G91591ER	2
G91591ER	3
G91591ER	5
G91591ER	6
G91599FN	Some monosaccharide(s) has no ID in monosaccharide DB
G91599FN	1
G91599FN	2
G91599FN	3
G91599FN	5
G91623TN	Some monosaccharide(s) has no ID in monosaccharide DB
G91623TN	1
G91623TN	2
G91623TN	3
G91623TN	5
G91623TN	7
G91624CJ	1
G91624CJ	3
G91624CJ	5
G91624CJ	15
G91644JA	Some monosaccharide(s) has no ID in monosaccharide DB
G91644JA	1
G91644JA	2
G91644JA	3
G91644JA	5
G91684MM	1
G91684MM	2
G91684MM	6
G91684MM	7
G91684MM	14
G91684MM	18
G91704EI	1
G91704EI	2
G91704EI	3
G91704EI	5
G91704EI	6
G91704EI	7
G91704EI	15
G91704UR	1
G91704UR	3
G91704UR	5
G91731DX	1
G91731DX	2
G91731DX	7
G91731DX	18
G91731RP	1
G91731RP	2
G91731RP	3
G91731RP	5
G91731RP	6
G91731RP	15
G91845HM	1
G91845HM	3
G91845HM	5
G91846CD	Some monosaccharide(s) has no ID in monosaccharide DB
G91846CD	1
G91846CD	2
G91846CD	6
G91846CD	12
G91902KK	3
G91902KK	17
G91905FJ	1
G91905FJ	2
G91905FJ	3
G91905FJ	5
G91905FJ	6
G91905FJ	7
G92015OM	Some monosaccharide(s) has no ID in monosaccharide DB
G92015OM	1
G92015OM	2
G92015OM	3
G92015OM	5
G92015OM	6
G92015OM	7
G92015OM	10
G92024SL	1
G92024SL	3
G92024SL	5
G92042VQ	Some monosaccharide(s) has no ID in monosaccharide DB
G92042VQ	1
G92042VQ	3
G92042VQ	5
G92117KA	Some monosaccharide(s) has no ID in monosaccharide DB
G92117KA	1
G92117KA	2
G92117KA	3
G92117KA	5
G92117KA	7
G92129PT	Some monosaccharide(s) has no ID in monosaccharide DB
G92129PT	1
G92129PT	3
G92129PT	5
G92129PT	7
G92172MH	Some monosaccharide(s) has no ID in monosaccharide DB
G92172MH	1
G92172MH	3
G92172MH	5
G92175CL	2
G92175CL	4
G92175CL	6
G92175CL	12
G92188CK	Some monosaccharide(s) has no ID in monosaccharide DB
G92188CK	1
G92188CK	3
G92188CK	5
G92219PK	Some monosaccharide(s) has no ID in monosaccharide DB
G92219PK	1
G92219PK	3
G92219PK	5
G92219PK	12
G92232VN	1
G92232VN	2
G92232VN	6
G92232VN	7
G92232VN	18
G92237PN	2
G92237PN	11
G92237PN	13
G92237PN	14
G92241FG	Some monosaccharide(s) has no ID in monosaccharide DB
G92241FG	1
G92241FG	2
G92241FG	3
G92241FG	5
G92241FG	7
G92241FG	16
G92257YN	Some monosaccharide(s) has no ID in monosaccharide DB
G92257YN	1
G92257YN	2
G92257YN	3
G92257YN	5
G92257YN	7
G92296LB	Some monosaccharide(s) has no ID in monosaccharide DB
G92296LB	1
G92296LB	2
G92296LB	6
G92296LB	7
G92303LR	1
G92303LR	3
G92303LR	5
G92311HB	1
G92311HB	3
G92311HB	5
G92311HB	7
G92320PF	Some monosaccharide(s) has no ID in monosaccharide DB
G92320PF	1
G92320PF	2
G92320PF	3
G92320PF	5
G92320PF	7
G92327HS	1
G92327HS	2
G92327HS	6
G92327HS	18
G92337QR	Some monosaccharide(s) has no ID in monosaccharide DB
G92337QR	1
G92337QR	3
G92337QR	5
G92337QR	6
G92337QR	7
G92337QR	12
G92358PV	Some monosaccharide(s) has no ID in monosaccharide DB
G92358PV	1
G92358PV	2
G92358PV	6
G92358PV	7
G92383TF	Some monosaccharide(s) has no ID in monosaccharide DB
G92383TF	1
G92383TF	3
G92383TF	5
G92413DG	Some monosaccharide(s) has no ID in monosaccharide DB
G92413DG	1
G92413DG	2
G92413DG	3
G92413DG	5
G92413DG	6
G92413DG	7
G92413DG	12
G92429IK	2
G92429IK	4
G92429IK	10
G92429IK	12
G92429IK	367
G92506EC	1
G92506EC	2
G92506EC	3
G92506EC	5
G92506EC	6
G92506EC	15
G92527BY	1
G92527BY	2
G92527BY	3
G92527BY	5
G92527BY	6
G92527BY	10
G92534LG	Some monosaccharide(s) has no ID in monosaccharide DB
G92534LG	1
G92534LG	3
G92534LG	5
G92534LG	7
G92536LD	Some monosaccharide(s) has no ID in monosaccharide DB
G92536LD	1
G92536LD	2
G92567CF	1
G92567CF	2
G92567CF	3
G92567CF	5
G92567CF	7
G92570PJ	1
G92570PJ	2
G92570PJ	3
G92570PJ	5
G92570PJ	6
G92574YO	1
G92574YO	2
G92574YO	3
G92574YO	5
G92574YO	6
G92574YO	7
G92575UZ	Some monosaccharide(s) has no ID in monosaccharide DB
G92575UZ	1
G92575UZ	2
G92575UZ	3
G92575UZ	5
G92575UZ	7
G92582TM	1
G92582TM	2
G92582TM	3
G92582TM	5
G92582TM	6
G92582TM	7
G92582TM	15
G92582TM	166
G92594VG	Some monosaccharide(s) has no ID in monosaccharide DB
G92594VG	1
G92594VG	2
G92594VG	3
G92594VG	5
G92594VG	6
G92594VG	7
G92612ZM	Some monosaccharide(s) has no ID in monosaccharide DB
G92612ZM	1
G92612ZM	3
G92612ZM	5
G92612ZM	7
G92617LF	1
G92617LF	2
G92617LF	3
G92617LF	5
G92617LF	7
G92627GM	1
G92627GM	2
G92627GM	3
G92627GM	5
G92627GM	7
G92681HQ	1
G92681HQ	2
G92681HQ	3
G92681HQ	5
G92681HQ	6
G92681HQ	222
G92684AL	1
G92684AL	3
G92684AL	5
G92734HI	Some monosaccharide(s) has no ID in monosaccharide DB
G92734HI	6
G92734HI	14
G92777SG	1
G92777SG	2
G92777SG	3
G92777SG	5
G92777SG	10
G92786VA	Some monosaccharide(s) has no ID in monosaccharide DB
G92786VA	1
G92786VA	3
G92786VA	5
G92795CJ	Some monosaccharide(s) has no ID in monosaccharide DB
G92795CJ	2
G92795CJ	26
G92805XC	1
G92805XC	3
G92805XC	5
G92814LI	Some monosaccharide(s) has no ID in monosaccharide DB
G92814LI	1
G92814LI	2
G92814LI	3
G92814LI	5
G92814LI	6
G92821YI	1
G92821YI	2
G92821YI	3
G92821YI	5
G92821YI	6
G92848CF	1
G92848CF	2
G92848CF	3
G92848CF	5
G92848CF	6
G92848QA	Some monosaccharide(s) has no ID in monosaccharide DB
G92848QA	1
G92848QA	2
G92848QA	3
G92848QA	5
G92908SH	Some monosaccharide(s) has no ID in monosaccharide DB
G92908SH	1
G92908SH	2
G92908SH	3
G92908SH	5
G92974UU	1
G92974UU	3
G92974UU	5
G93029JO	Some monosaccharide(s) has no ID in monosaccharide DB
G93029JO	1
G93029JO	2
G93029JO	3
G93029JO	5
G93029JO	7
G93044HC	Some monosaccharide(s) has no ID in monosaccharide DB
G93044HC	1
G93044HC	2
G93044HC	3
G93044HC	5
G93044HC	6
G93044HC	10
G93088EE	1
G93088EE	3
G93088EE	5
G93141AZ	1
G93141AZ	2
G93141AZ	3
G93141AZ	5
G93141AZ	7
G93148GC	Some monosaccharide(s) has no ID in monosaccharide DB
G93148GC	1
G93148GC	2
G93148GC	3
G93148GC	5
G93148GC	6
G93152RZ	Some monosaccharide(s) has no ID in monosaccharide DB
G93152RZ	1
G93152RZ	2
G93152RZ	3
G93152RZ	5
G93152RZ	6
G93152RZ	7
G93160RG	1
G93160RG	2
G93160RG	7
G93160RG	18
G93164KQ	Some monosaccharide(s) has no ID in monosaccharide DB
G93164KQ	1
G93164KQ	2
G93164KQ	3
G93164KQ	5
G93164KQ	6
G93204KY	1
G93204KY	2
G93204KY	3
G93204KY	5
G93204KY	6
G93209OB	Some monosaccharide(s) has no ID in monosaccharide DB
G93209OB	1
G93209OB	2
G93209OB	3
G93209OB	5
G93209OB	6
G93210GW	Some monosaccharide(s) has no ID in monosaccharide DB
G93210GW	2
G93210GW	6
G93279TH	Some monosaccharide(s) has no ID in monosaccharide DB
G93279TH	1
G93279TH	2
G93279TH	3
G93279TH	5
G93279TH	7
G93284HQ	1
G93284HQ	2
G93284HQ	3
G93284HQ	5
G93284HQ	6
G93290WH	Some monosaccharide(s) has no ID in monosaccharide DB
G93290WH	1
G93290WH	5
G93290WH	8
G93290WH	12
G93301VQ	Some monosaccharide(s) has no ID in monosaccharide DB
G93301VQ	1
G93301VQ	2
G93301VQ	5
G93301VQ	6
G93301VQ	8
G93310KW	Some monosaccharide(s) has no ID in monosaccharide DB
G93310KW	1
G93310KW	3
G93310KW	5
G93310KW	12
G93319SH	1
G93319SH	2
G93319SH	3
G93320VA	Some monosaccharide(s) has no ID in monosaccharide DB
G93320VA	1
G93320VA	2
G93320VA	3
G93320VA	5
G93320VA	7
G93320VA	10
G93324RN	Some monosaccharide(s) has no ID in monosaccharide DB
G93324RN	1
G93324RN	2
G93324RN	3
G93324RN	5
G93324RN	6
G93374GV	Some monosaccharide(s) has no ID in monosaccharide DB
G93374GV	1
G93374GV	2
G93374GV	3
G93374GV	5
G93400AK	1
G93400AK	2
G93400AK	6
G93400AK	7
G93412AQ	1
G93412AQ	2
G93412AQ	3
G93412AQ	5
G93412AQ	7
G93412AQ	14
G93412AQ	15
G93446UA	Some monosaccharide(s) has no ID in monosaccharide DB
G93446UA	1
G93446UA	2
G93446UA	3
G93446UA	5
G93446UA	7
G93446UA	12
G93450CE	1
G93450CE	2
G93450CE	7
G93450CE	18
G93450TT	1
G93450TT	2
G93450TT	3
G93450TT	5
G93450TT	7
G93450TT	367
G93460NV	Some monosaccharide(s) has no ID in monosaccharide DB
G93460NV	1
G93460NV	3
G93460NV	5
G93470LV	1
G93470LV	2
G93470LV	6
G93470LV	14
G93500PH	1
G93500PH	3
G93500PH	5
G93507IP	Some monosaccharide(s) has no ID in monosaccharide DB
G93507IP	2
G93507IP	7
G93516TF	Some monosaccharide(s) has no ID in monosaccharide DB
G93516TF	1
G93516TF	3
G93516TF	5
G93520MA	Some monosaccharide(s) has no ID in monosaccharide DB
G93520MA	1
G93520MA	2
G93520MA	6
G93520MA	7
G93520OM	Some monosaccharide(s) has no ID in monosaccharide DB
G93520OM	1
G93520OM	2
G93520OM	6
G93520OM	7
G93553MJ	1
G93553MJ	2
G93553MJ	3
G93553MJ	5
G93553MJ	6
G93553MJ	15
G93575MM	Some monosaccharide(s) has no ID in monosaccharide DB
G93575MM	1
G93575MM	3
G93575MM	5
G93575MM	8
G93583AH	Some monosaccharide(s) has no ID in monosaccharide DB
G93583AH	1
G93583AH	2
G93583AH	3
G93583AH	5
G93602DI	1
G93602DI	2
G93602DI	3
G93602DI	5
G93602DI	6
G93602DI	15
G93607TQ	Some monosaccharide(s) has no ID in monosaccharide DB
G93607TQ	1
G93607TQ	2
G93607TQ	3
G93607TQ	5
G93607TQ	6
G93624ZP	Some monosaccharide(s) has no ID in monosaccharide DB
G93624ZP	1
G93624ZP	2
G93624ZP	3
G93624ZP	5
G93638BI	Some monosaccharide(s) has no ID in monosaccharide DB
G93638BI	1
G93638BI	2
G93638BI	3
G93638BI	5
G93638BI	6
G93638TT	1
G93638TT	2
G93638TT	3
G93638TT	5
G93638TT	6
G93638TT	15
G93646CO	Some monosaccharide(s) has no ID in monosaccharide DB
G93646CO	1
G93646CO	3
G93646CO	5
G93670TR	Some monosaccharide(s) has no ID in monosaccharide DB
G93670TR	2
G93670TR	11
G93670TR	12
G93670TR	13
G93686CT	Some monosaccharide(s) has no ID in monosaccharide DB
G93686CT	1
G93686CT	2
G93686CT	3
G93686CT	5
G93686CT	6
G93692VT	1
G93692VT	2
G93692VT	3
G93692VT	5
G93692VT	6
G93692VT	15
G93694YU	2
G93694YU	4
G93694YU	6
G93694YU	7
G93694YU	12
G93707PO	1
G93707PO	2
G93707PO	3
G93707PO	5
G93707PO	6
G93707PO	7
G93720QH	Some monosaccharide(s) has no ID in monosaccharide DB
G93720QH	1
G93720QH	2
G93720QH	3
G93720QH	5
G93720QH	6
G93746CY	Some monosaccharide(s) has no ID in monosaccharide DB
G93746CY	1
G93746CY	2
G93746CY	3
G93746CY	5
G93746CY	12
G93758YP	Some monosaccharide(s) has no ID in monosaccharide DB
G93758YP	1
G93758YP	2
G93758YP	3
G93758YP	5
G93758YP	6
G93758YP	7
G93780IW	Some monosaccharide(s) has no ID in monosaccharide DB
G93780IW	1
G93780IW	2
G93780IW	3
G93780IW	5
G93780IW	6
G93780IW	10
G93788SW	Some monosaccharide(s) has no ID in monosaccharide DB
G93788SW	1
G93788SW	2
G93788SW	3
G93788SW	5
G93802CF	6
G93802CF	18
G93802CF	91
G93816OI	1
G93816OI	2
G93816OI	3
G93816OI	5
G93816OI	6
G93816OI	7
G93816OI	15
G93819BH	Some monosaccharide(s) has no ID in monosaccharide DB
G93819BH	1
G93819BH	2
G93819BH	3
G93819BH	5
G93819BH	367
G93839ET	Some monosaccharide(s) has no ID in monosaccharide DB
G93839ET	1
G93839ET	2
G93839ET	3
G93839ET	5
G93839ET	6
G93839ET	7
G93839ET	12
G93856AJ	1
G93856AJ	2
G93856AJ	3
G93856AJ	5
G93856AJ	7
G93856AJ	12
G93860XO	Some monosaccharide(s) has no ID in monosaccharide DB
G93860XO	1
G93860XO	3
G93860XO	5
G93861MS	1
G93861MS	2
G93861MS	3
G93861MS	5
G93861MS	7
G93869JB	Some monosaccharide(s) has no ID in monosaccharide DB
G93869JB	1
G93869JB	2
G93869JB	3
G93869JB	5
G93869JB	6
G93871LV	1
G93871LV	2
G93871LV	4
G93871LV	367
G93891IZ	Some monosaccharide(s) has no ID in monosaccharide DB
G93891IZ	1
G93891IZ	2
G93891IZ	3
G93891IZ	5
G93891IZ	6
G93899AU	1
G93899AU	3
G93899AU	4
G93899AU	5
G93899AU	6
G93906VI	Some monosaccharide(s) has no ID in monosaccharide DB
G93906VI	1
G93906VI	2
G93906VI	3
G93906VI	5
G93906VI	12
G93912GK	Some monosaccharide(s) has no ID in monosaccharide DB
G93912GK	1
G93912GK	3
G93912GK	5
G93912GK	173
G93922AL	1
G93922AL	2
G93922AL	3
G93922AL	5
G93922AL	6
G93955WL	Some monosaccharide(s) has no ID in monosaccharide DB
G93955WL	1
