SID,REGID,CID
252278656,G18155UL,91847381
252278655,G76886YG,91847380
252278654,G60391NN,91847379
252278653,G20270DV,91847378
252278652,G01260RY,91847377
252278651,G90153IM,91847376
252278650,G95107WA,91847375
252278649,G49169UJ,91847374
252278648,G00928TR,11105942
252278647,G58232XB,70698330
252278646,G40792RU,91847373
252278645,G63850LK,91847372
252278644,G40198XG,91846886
252278643,G87888RY,51351742
252278642,G52904TE,91847371
252278641,G56911SJ,91847370
252278640,G01650PH,50909802
252278639,G57354UK,91847369
252278638,G17652NI,91847368
252278637,G83663RK,5288886
252278636,G09921WG,70678979
252278635,G79618ZJ,91847367
252278634,G38690UC,21602450
252278633,G25435RM,24744752
252278632,G99270AV,91847366
252278631,G92373KO,91847365
252278630,G44414OJ,11477625
252278629,G73365KM,91847364
252278628,G37582GI,439284
252278627,G26378SA,91847363
252278626,G18463JR,91847362
252278625,G73896IF,91847361
252278624,G44098DD,91847360
252278623,G32648VR,91847359
252278622,G82955IW,91847358
252278621,G27243GN,91847357
252278620,G93788SW,71297812
252278619,G93818VU,6857376
252278618,G96596JE,91847356
252278617,G58669KE,91847355
252278616,G20598MJ,91847354
252278615,G90961GY,91847353
252278614,G84264WM,91847352
252278613,G89333WS,91847351
252278612,G53943QQ,91847350
252278611,G71700DH,91847349
252278610,G15886AC,91847348
252278609,G56360MU,91847347
252278608,G40482NA,71297856
252278607,G84381XE,91847346
252278606,G44583ZG,91847345
252278605,G59221CU,5289129
252278604,G90220QZ,91847344
252278603,G85942XX,91847343
252278602,G85106DS,91847342
252278601,G95239ZA,91847341
252278600,G98041GK,91847340
252278599,G86343GW,91847339
252278598,G43636EV,91847338
252278597,G85200FA,91847337
252278596,G84702VT,132829
252278595,G62226AC,71298477
252278594,G87654ET,91847336
252278593,G85288QT,91847335
252278592,G87374TF,91847334
252278591,G97884RT,91847333
252278590,G41121HL,91847332
252278589,G76723EP,91847331
252278588,G08287EF,91847330
252278587,G60447QG,91847329
252278586,G98579RP,91847328
252278585,G11436ZE,91847327
252278584,G14809QG,91847326
252278583,G09090CS,91847325
252278582,G06851NM,91847324
252278581,G81598ZY,91847323
252278580,G50200KE,91847322
252278579,G97531BE,91847321
252278578,G03250GT,71297498
252278577,G21509MM,91847320
252278576,G76158IJ,91847319
252278575,G30763HI,91847318
252278574,G18185ZH,91847317
252278573,G88449CR,91847316
252278572,G68371HY,91847315
252278571,G54904AO,91847314
252278570,G57580FM,91847313
252278569,G27191SR,91847312
252278568,G51113GH,71774137
252278567,G62900WG,91847311
252278566,G18186LL,88050587
252278565,G76548SO,91847310
252278564,G92550NU,91847309
252278563,G82699KR,91847308
252278562,G04576KS,91847307
252278561,G60258IX,91847306
252278560,G12583QO,91847305
252278559,G10400OD,86278349
252278558,G37638KH,91847304
252278557,G92495YI,91847303
252278556,G61386ZX,91847302
252278555,G55186PG,91847301
252278554,G31201SC,91847300
252278553,G80308BA,91847299
252278552,G12631FF,91847298
252278551,G80114GA,91847297
252278550,G61327RX,91847296
252278549,G88610BF,91847295
252278548,G47711GO,91847294
252278547,G27149SR,91847293
252278546,G96919NG,91847292
252278545,G31822CM,91847291
252278544,G60234ZS,53319148
252278543,G96648KQ,91847290
252278542,G68602RE,91847289
252278541,G35466TW,7098617
252278540,G87932NZ,91847288
252278539,G61071WX,91847287
252278538,G32081WS,70698323
252278537,G26844MI,91847286
252278536,G47149VQ,91847285
252278535,G79390FX,91847284
252278534,G78614EW,91847283
252278533,G45473KZ,91847282
252278532,G50645ZL,70678735
252278531,G84880VC,91847281
252278530,G67143SI,91847280
252278529,G11745XZ,91847279
252278528,G77897FY,91847278
252278527,G41855HO,91847277
252278526,G72490CF,91847276
252278525,G92145PJ,91847275
252278524,G14790EN,91847274
252278523,G00906XA,91847273
252278522,G31173LJ,91847272
252278521,G31249PS,91847271
252278520,G27147AR,53829582
252278519,G96540EH,71298127
252278518,G83990CS,91847270
252278517,G22350EH,91847269
252278516,G95729SW,91847268
252278515,G66275PD,91847267
252278514,G42372RH,91847266
252278513,G39377DE,91847265
252278512,G08386BY,91847264
252278511,G68747YO,193572
252278510,G42782JH,91847263
252278509,G98352AY,91847262
252278508,G40598FI,91847261
252278507,G32983XI,91847260
252278506,G25608ML,91847259
252278505,G28423CD,91847258
252278504,G19310ZA,91847257
252278503,G63679ZU,91847256
252278502,G71923IX,91847255
252278501,G22518MQ,91847254
252278500,G72920RF,91847253
252278499,G74491LU,91847252
252278498,G76520QA,91847251
252278497,G46435II,91847250
252278496,G96915PP,91847249
252278495,G29443MC,91847248
252278494,G63695MI,91847247
252278493,G87429GM,91847246
252278492,G25944NG,91847245
252278491,G73045HA,91847244
252278490,G47245XV,9940893
252278489,G98510WE,91847243
252278488,G14379FO,91847242
252278487,G72277IU,14393409
252278486,G74290AC,71297783
252278485,G36303CE,91847241
252278484,G65546HJ,448057
252278483,G99033OS,91847240
252278482,G07525UL,91847239
252278481,G09385SC,91847238
252278480,G00100EG,439160
252278479,G43215QC,91847237
252278478,G36498HE,91847236
252278477,G82487CR,91847235
252278476,G68067HT,91847234
252278475,G56973CC,91847233
252278474,G67430NO,91847232
252278473,G54375RJ,91847231
252278472,G38658JL,71297837
252278471,G78529IS,91847230
252278470,G62462YC,91847229
252278469,G15611BA,91847228
252278468,G06630LZ,91847227
252278467,G55042GN,91847226
252278466,G39816YN,91847225
252278465,G98438NL,91847224
252278464,G96797DM,91847223
252278463,G96399PG,91847222
252278462,G87999SP,91847221
252278461,G87413SU,91847220
252278460,G84443AM,91847219
252278459,G81793BO,91847218
252278458,G76705RJ,91847217
252278457,G70174BM,91847216
252278456,G68714UU,91847215
252278455,G57318CN,91847214
252278454,G50878YS,91847213
252278453,G44865OQ,91847212
252278452,G21005TQ,71297520
252278451,G88154UD,91847211
252278450,G79781PS,71297537
252278449,G71880TG,91847210
252278448,G44618FI,71297529
252278447,G95000GB,91847209
252278446,G93686CT,71297504
252278445,G90790TV,91847208
252278444,G87038UU,91847207
252278443,G85159UF,91847206
252278442,G79302BN,91847205
252278441,G74554CO,71298479
252278440,G73136IM,91847204
252278439,G71394EM,71297620
252278438,G69728IZ,71296165
252278437,G58505HS,91847203
252278436,G56271TF,91847202
252278435,G51992CI,91847201
252278434,G46774NB,91847200
252278433,G40294ED,91847199
252278432,G36749ZK,91847198
252278431,G35823EX,91847197
252278430,G34063AP,71298385
252278429,G28699CE,91847196
252278428,G26837SU,91847195
252278427,G21174KE,91847194
252278426,G12802HY,91847193
252278425,G10789DJ,91847192
252278424,G10182XZ,91847191
252278423,G03067VG,91847190
252278422,G70693FX,91847189
252278421,G73691ON,91847188
252278420,G64813IY,91847187
252278419,G82016YM,91847186
252278418,G61661CN,91847185
252278417,G32596SU,91847184
252278416,G15777VT,82170
252278415,G83597LK,91847183
252278414,G58503MJ,91847182
252278413,G44722KG,91847181
252278412,G13016DY,91847180
252278411,G18980FQ,10235450
252278410,G71964JP,91847179
252278409,G19056BP,1549089
252278408,G48536UC,91847178
252278407,G78199TL,91847177
252278406,G24799NA,91847176
252278405,G32203DO,91847175
252278404,G52345XS,91847174
252278403,G32932GM,91847173
252278402,G85027VZ,91847172
252278401,G70999FP,91847171
252278400,G58526RE,91847170
252278399,G05606PS,91847169
252278398,G50519XG,91825711
252278397,G16743OM,91847168
252278396,G86556BL,91847167
252278395,G81432SH,91847166
252278394,G25350TT,91847165
252278393,G91725EU,91847164
252278392,G62460LX,71298239
252278391,G54835TQ,91847163
252278390,G17572SY,91847162
252278389,G38287AE,91847161
252278388,G81188FE,91847160
252278387,G93638BI,71297840
252278386,G43127LX,91847159
252278385,G72156VX,91847158
252278384,G29751MN,51351775
252278383,G80600IS,91847157
252278382,G91016IX,91847156
252278381,G67965YE,91847155
252278380,G49189OV,91847154
252278379,G04774AL,91847153
252278378,G81358TE,71297463
252278377,G13968BO,91847152
252278376,G06240OP,91847151
252278375,G43371ZI,91847150
252278374,G63605KJ,91847149
252278373,G83530GE,91847148
252278372,G20164PT,91847147
252278371,G20216CC,91847146
252278370,G46222DM,10232075
252278369,G00721TK,91847145
252278368,G88593DE,91847144
252278367,G91790XB,91847143
252278366,G26026JJ,91847142
252278365,G34836GV,11418833
252278364,G90469OY,91847141
252278363,G86802XL,441014
252278362,G26187PM,91847140
252278361,G32570GX,91847139
252278360,G70097DE,91847138
252278359,G79713BZ,91847137
252278358,G01637PT,91847136
252278357,G15830BH,91847135
252278356,G46849JR,71296138
252278355,G48576DC,91847134
252278354,G59001AX,91847133
252278353,G91079GH,91847132
252278352,G81189IV,21581151
252278351,G32958TQ,91847131
252278350,G37422MB,91847130
252278349,G42151HJ,91847129
252278348,G02646YL,91847128
252278347,G58623JW,14631136
252278346,G88980XF,91847127
252278345,G28877ID,91847126
252278344,G97253PU,91847125
252278343,G02295JW,125414
252278342,G45568GN,91847124
252278341,G98375EC,91847123
252278340,G78152OD,5988
252278339,G95695PF,91847122
252278338,G15268SF,91847121
252278337,G31322EH,91847120
252278336,G48947IB,91847119
252278335,G70649VJ,91847118
252278334,G54953LX,91847117
252278333,G38193EO,91847116
252278332,G35718GY,91847115
252278331,G33569DD,439668
252278330,G53673TK,91847114
252278329,G59654HH,91847113
252278328,G35718QG,53775013
252278327,G48349XM,91847112
252278326,G53402KW,5288739
252278325,G87706EO,91847111
252278324,G86123HO,91847110
252278323,G71616UW,91847109
252278322,G16828VN,91847108
252278321,G26610SF,91847107
252278320,G89088AU,136666081
252278319,G60643CQ,91847105
252278318,G83624XS,91847104
252278317,G87107PF,71297808
252278316,G62117RR,70678613
252278315,G33894HH,91847102
252278314,G59345UT,71297866
252278313,G37449UV,91847101
252278312,G79446WY,91847100
252278311,G93736JI,91847099
252278310,G63182PS,91847098
252278309,G28566CQ,91847097
252278308,G62419OX,91847096
252278307,G03681UF,71297594
252278306,G52428MJ,91847095
252278305,G41760KJ,10074841
252278304,G66470SO,91847094
252278303,G43414IK,91847093
252278302,G63907RJ,45480599
252278301,G90790SM,91847092
252278300,G49608AM,91847091
252278299,G37085NY,91847090
252278298,G45664QZ,91847089
252278297,G49958YO,3036169
252278296,G12274AR,91847088
252278295,G31004HS,91847087
252278294,G21969LH,91847086
252278293,G24158CY,91847085
252278292,G35207BZ,91847084
252278291,G35703DI,91847083
252278290,G62501ZM,91847082
252278289,G46960QD,54078377
252278288,G45881BM,91847081
252278287,G33887MX,91847080
252278286,G37652IL,91847079
252278285,G35484EX,71297952
252278284,G47395XN,91847078
252278283,G36699PG,91847077
252278282,G17963KW,9951956
252278281,G79018NX,71297738
252278280,G73292KX,91847076
252278279,G14900XK,91847075
252278278,G37023CQ,91847074
252278277,G86604ZW,91847073
252278276,G04824QF,91847072
252278275,G60417CA,91847071
252278274,G20548WE,91847070
252278273,G25443LK,91847069
252278272,G13715AS,71298063
252278271,G87877ES,91847068
252278270,G63099PM,91847067
252278269,G49935PI,91847066
252278268,G27686RV,45480585
252278267,G51809TM,71298342
252278266,G10592JH,91847065
252278265,G66352LI,91847064
252278264,G63505TP,91847063
252278263,G42274XB,91847062
252278262,G16295AJ,91847061
252278261,G58000XR,91847060
252278260,G03116ET,439606
252278259,G14214WX,91847059
252278258,G50903CR,91847058
252278257,G94927IG,91847057
252278256,G84693CG,70678668
252278255,G98172YQ,91847056
252278254,G86646LC,91847055
252278253,G00542FA,91847054
252278252,G01787AJ,71298166
252278251,G61278GR,91847053
252278250,G82773SI,91847052
252278249,G07408UG,91847051
252278248,G53868KU,45480579
252278247,G09730EH,91847050
252278246,G62160QY,91847049
252278245,G64863OF,94780
252278244,G56720TK,71296140
252278243,G69851ET,91847048
252278242,G31385PY,91847047
252278241,G79375ZL,91847046
252278240,G91193KQ,91847045
252278239,G95290MJ,91847044
252278238,G27589TC,21126521
252278237,G12469CG,91847043
252278236,G45267TX,91847042
252278235,G20440GC,91847041
252278234,G72002FC,11136642
252278233,G52918BH,91847040
252278232,G54799NY,91847039
252278231,G72512FB,91847038
252278230,G04675DX,91847037
252278229,G32889SE,70678941
252278228,G60065UU,91847036
252278227,G30881UU,91847035
252278226,G02065WK,91847034
252278225,G86377SM,91847033
252278224,G80495XP,91847032
252278223,G53148IP,71298206
252278222,G03361KC,91847031
252278221,G87016OQ,91847030
252278220,G35066HJ,91847029
252278219,G86961WX,91847028
252278218,G35755ES,91847027
252278217,G61335YW,91847026
252278216,G62745YK,91847025
252278215,G06172YF,91847024
252278214,G62723TD,91847023
252278213,G98037SN,91847022
252278212,G91415NU,91847021
252278211,G37532TR,71298169
252278210,G82774HQ,91847020
252278209,G76757AV,91847019
252278208,G80494PJ,25062238
252278207,G51080VE,71298151
252278206,G61251HF,136666080
252278205,G18687CN,91847017
252278204,G82730QA,91847016
252278203,G41618RD,46224575
252278202,G37306TB,71297869
252278201,G27173TB,91847015
252278200,G77659VW,11665140
252278199,G30190UI,91847014
252278198,G89104MS,91847013
252278197,G37862DQ,91847012
252278196,G70270ZO,91847011
252278195,G97430VF,91847010
252278194,G47011QA,91847009
252278193,G05005QI,11134575
252278192,G05189JQ,91847008
252278191,G47685MR,91847007
252278190,G14543IY,91847006
252278189,G34458SG,91847005
252278188,G54198XZ,91847004
252278187,G45596OR,91847003
252278186,G26782DA,91847002
252278185,G05890XZ,71297373
252278184,G09859LE,91847001
252278183,G11161HB,91847000
252278182,G92759LN,91846999
252278181,G88864DI,91846998
252278180,G45883YP,91846997
252278179,G46573LE,91846996
252278178,G99454KR,53239699
252278177,G44014UR,91846995
252278176,G58675CO,91846994
252278175,G61843VN,91846993
252278174,G03509EL,91846992
252278173,G30007CD,91846991
252278172,G16551RR,91846990
252278171,G81023KT,91846989
252278170,G12801FO,91846988
252278169,G61294PZ,91846987
252278168,G72951VF,91846986
252278167,G31042LK,91846985
252278166,G97570TO,91846984
252278165,G12374LP,91846983
252278164,G82018TQ,91846982
252278163,G48089BB,91846981
252278162,G85237DE,71297919
252278161,G95618BP,91846980
252278160,G84460KK,91846979
252278159,G37498RB,91846978
252278158,G87134AD,14376893
252278157,G43170RN,91846977
252278156,G30235GQ,91846976
252278155,G68564JP,91846975
252278154,G83659OC,91846974
252278153,G59077AP,91846973
252278152,G80655MS,91846972
252278151,G09858CE,91846971
252278150,G80655KS,54406070
252278149,G30727EY,91846970
252278148,G93279TH,91846969
252278147,G87457SB,91846968
252278146,G89864BN,91846967
252278145,G37168BU,51351760
252278144,G04185GK,91846966
252278143,G44596ZR,91846965
252278142,G58654YT,91846964
252278141,G11286QT,91846963
252278140,G40207OL,91846962
252278139,G03049NB,91846961
252278138,G75472OU,56627468
252278137,G69597NX,91846960
252278136,G87508SK,91846959
252278135,G41063BN,91846958
252278134,G40948NW,91846957
252278133,G75742MS,91846956
252278132,G79985RM,91846955
252278131,G48860TK,91846954
252278130,G40183QN,45266781
252278129,G82133VE,91846953
252278128,G56189CS,91846952
252278127,G10470SE,71297959
252278126,G04099VY,91846951
252278125,G07904XW,71298190
252278124,G54021WX,46878594
252278123,G25140TA,91846950
252278122,G00915DI,91846949
252278121,G65697NC,91846948
252278120,G56748EO,91846947
252278119,G39119ZF,71297298
252278118,G57857CB,91846946
252278117,G76833ET,91846945
252278116,G72536JI,91846944
252278115,G64840EB,91846943
252278114,G91199CQ,91846942
252278113,G64492VM,91846941
252278112,G77285LE,91846940
252278111,G67116HS,91846939
252278110,G72348PK,91846938
252278109,G67138LW,91846937
252278108,G92777SG,91846936
252278107,G11517IZ,91846935
252278106,G85935SK,91846934
252278105,G05068FP,91846933
252278104,G72999QD,91846932
252278103,G02020XQ,151263
252278102,G05590AJ,91846931
252278101,G69966OE,91846930
252278100,G41366QH,91846929
252278099,G73257RC,91846928
252278098,G49725SZ,16219172
252278097,G18101PJ,91846927
252278096,G44088KZ,91846926
252278095,G10986TH,91846925
252278094,G67740CH,91846924
252278093,G04186WB,91846923
252278092,G00912QB,91846922
252278091,G62442PU,71298246
252278090,G78945TI,91846921
252278089,G22230QR,91846920
252278088,G79810PX,71297787
252278087,G51310BP,91846919
252278086,G57815XD,91846918
252278085,G89544LF,91846917
252278084,G09259UZ,11019447
252278083,G56522QM,91846916
252278082,G20139DD,91846915
252278081,G04143WH,91846914
252278080,G33864TQ,91846913
252278079,G56254GJ,15560016
252278078,G83042PP,91846912
252278077,G35926QT,91846911
252278076,G54683UA,91846910
252278075,G56577TY,91846909
252278074,G31849TV,91846908
252278073,G50557XM,91846907
252278072,G02182MJ,71297934
252278071,G28652SY,91846906
252278070,G10816TD,91846905
252278069,G81294ZY,91846904
252278068,G68097RR,91846903
252278067,G78384YK,91846902
252278066,G62333MG,91846901
252278065,G63114QE,52921608
252278064,G29664LV,91846900
252278063,G37699VO,91846899
252278062,G47524CJ,91846898
252278061,G93343PU,91846897
252278060,G02660UC,91846896
252278059,G44318GH,91846895
252278058,G60218LG,91846894
252278057,G63741UF,91846893
252278056,G49886PF,91846892
252278055,G33593EQ,71298124
252278054,G06055PT,91846891
252278053,G37143IH,91845946
252278052,G42572XK,91846890
252278051,G50646MU,91846889
252278050,G13680ZF,91846888
252278049,G18082CO,91846887
252278048,G49190HP,91846886
252278047,G81266HP,91846885
252278046,G69500TM,91846884
252278045,G91237TK,5288424
252278044,G19242QH,91846883
252278043,G92386GP,91846882
252278042,G95533ZR,91846881
252278041,G85836ZE,91846880
252278040,G48068RF,91846879
252278039,G64577HA,91846878
252278038,G03834RX,71297441
252278037,G46653LE,91846877
252278036,G94264ID,91846876
252278035,G61404CI,91846875
252278034,G93265RE,91846874
252278033,G88359EK,91846873
252278032,G66660EL,91846872
252278031,G77639OD,91846871
252278030,G22864XR,91846870
252278029,G54499PQ,91846869
252278028,G72320JV,91846868
252278027,G93779QZ,91846867
252278026,G89615SV,91846866
252278025,G38373BD,71297592
252278024,G43192LO,91846865
252278023,G90146ME,71298112
252278022,G81665CK,91846864
252278021,G23626NI,91846863
252278020,G54998UV,91846862
252278019,G22169DO,446098
252278018,G93553MJ,91846861
252278017,G53296VI,91846860
252278016,G32094CS,91846859
252278015,G23925XC,91846858
252278014,G54604OG,53356680
252278013,G52438DX,91846857
252278012,G46303VY,136666079
252278011,G80156NV,91846855
252278010,G45788JV,90658460
252278009,G46897FC,5459944
252278008,G41927NA,91846854
252278007,G19555CW,91846853
252278006,G70107LO,91846852
252278005,G74423SC,91846851
252278004,G17878XM,91846850
252278003,G90377OF,71297241
252278002,G54235LB,91846849
252278001,G95215WZ,136666078
252278000,G26340RK,91846847
252277999,G64849QZ,91846846
252277998,G78768GH,91846845
252277997,G90334ZP,91846844
252277996,G38753OV,91846843
252277995,G61431PQ,91846842
252277994,G59708KD,91846841
252277993,G84891DZ,91846840
252277992,G26983EF,91846839
252277991,G02698RR,91846838
252277990,G16134GO,91846837
252277989,G79924RM,49864523
252277988,G84712FX,91846836
252277987,G63664GB,91846835
252277986,G75964PO,91846834
252277985,G86836LG,91846833
252277984,G88582ZD,91846832
252277983,G63389VQ,71297636
252277982,G50984GR,91846831
252277981,G04568NL,91846830
252277980,G09284NG,91846829
252277979,G40008AX,91846828
252277978,G90917XV,91846827
252277977,G41428TQ,91846826
252277976,G83240HU,91846825
252277975,G45513IT,91846824
252277974,G83462SN,91846823
252277973,G86443CJ,91846822
252277972,G52350KW,91846821
252277971,G00221ZR,91846820
252277970,G18550QV,15560226
252277969,G36354UF,91846819
252277968,G77994VI,91846818
252277967,G10430NG,51351731
252277966,G59251ZI,91846817
252277965,G10452DR,91846816
252277964,G45638TD,91846815
252277963,G93215WE,91846814
252277962,G08074EX,91846813
252277961,G35791PE,91846812
252277960,G39595CR,91846811
252277959,G49369WH,71297474
252277958,G99821VN,91846810
252277957,G24336IA,71297844
252277956,G68799RN,91846809
252277955,G58161LF,91846808
252277954,G92414FN,91846807
252277953,G98732ZL,91846806
252277952,G86053TC,91846805
252277951,G23225ON,91846804
252277950,G41759HA,14647435
252277949,G15192BD,91846803
252277948,G48703LO,91846802
252277947,G38208CY,91846801
252277946,G32019WB,91846800
252277945,G79557ER,91846799
252277944,G82336JA,91846798
252277943,G14033LY,91846797
252277942,G63328VH,91846796
252277941,G85582BO,11804933
252277940,G16831RV,91846795
252277939,G35236WZ,91846794
252277938,G69758TR,91846793
252277937,G91122YJ,91846792
252277936,G76976JC,91846791
252277935,G18855XI,91846790
252277934,G53667CH,91846789
252277933,G33724WQ,91846788
252277932,G54215YH,91846787
252277931,G64789QL,91846786
252277930,G07817GR,91846785
252277929,G33575JR,91846784
252277928,G80869QX,91846783
252277927,G49401CB,91846782
252277926,G99016SX,91846781
252277925,G93624ZP,71297547
252277924,G83257UC,5288895
252277923,G82106UN,91846780
252277922,G77891PO,91846779
252277921,G74323MF,91846778
252277920,G73983RI,91846777
252277919,G69071XF,71297526
252277918,G64531LR,91846776
252277917,G63754TT,91846775
252277916,G61607ZP,91846774
252277915,G39347TE,91846773
252277914,G29799SM,91846772
252277913,G29078RP,136666077
252277912,G26456UB,91846770
252277911,G15633MR,91846769
252277910,G14555ST,71298445
252277909,G07136WT,91846768
252277908,G03106MF,91846767
252277907,G01749YL,71298456
252277906,G96122UB,91846766
252277905,G86117ZB,91846765
252277904,G81528UX,91846764
252277903,G79915IB,71298330
252277902,G78029SE,91846763
252277901,G76041OA,91846762
252277900,G69228FJ,91846761
252277899,G68594KD,91846760
252277898,G58046FT,91846759
252277897,G57051OG,91846758
252277896,G46382BV,91846757
252277895,G44809MP,91846756
252277894,G37974GN,91846755
252277893,G36824BJ,91846754
252277892,G18747ZX,91846753
252277891,G18335WT,91846752
252277890,G16759KR,91846751
252277889,G15473VF,91846750
252277888,G12301MG,91846749
252277887,G11915UT,91846748
252277886,G08776GA,91846747
252277885,G07741OQ,91846746
252277884,G07467EB,91846745
252277883,G07443RM,91846744
252277882,G05216NX,91846743
252277881,G04535LS,91846742
252277880,G00392ZD,91846741
252277879,G97199EK,91846740
252277878,G99287LH,91846739
252277877,G95602GN,136666076
252277876,G91404LJ,91846737
252277875,G88561BD,91846736
252277874,G83001FQ,91846735
252277873,G78818SP,91846734
252277872,G77910PL,91846733
252277871,G77137FD,91846732
252277870,G76657BK,91846731
252277869,G69742YU,91846730
252277868,G65223RT,91846729
252277867,G60805XT,91846728
252277866,G56585LJ,91846727
252277865,G54115JL,70789016
252277864,G52217QW,91846726
252277863,G51840KQ,136666075
252277862,G45174EF,91846724
252277861,G42499YH,91846723
252277860,G30776YO,91846722
252277859,G29965VW,71297511
252277858,G25902UD,91846721
252277857,G25433LG,91846720
252277856,G20887HP,91846719
252277855,G18010HV,91846718
252277854,G17810KS,91846717
252277853,G17698NO,91846716
252277852,G15756HJ,91846715
252277851,G11994QC,91846714
252277850,G09682KX,91846713
252277849,G02363VZ,91846712
252277848,G25973EM,91846711
252277847,G50047ZT,91846710
252277846,G52868BZ,91846709
252277845,G21984HA,91846708
252277844,G66623XN,91846707
252277843,G76607YV,70680336
252277842,G29032AL,91846706
252277841,G61908AD,91846705
252277840,G95288UB,91846704
252277839,G49017YR,91846703
252277838,G12953AA,91846702
252277837,G11253PI,71298256
252277836,G17803FO,91846701
252277835,G86321OX,91846700
252277834,G29400QL,91846699
252277833,G32975MF,91846698
252277832,G83106XM,91846697
252277831,G18231GO,91846696
252277830,G71994UD,70680329
252277829,G80515RB,91846695
252277828,G79215ZS,91846694
252277827,G41281UY,91846693
252277826,G47282ZJ,91846692
252277825,G45830ZY,91846691
252277824,G83951ET,91846690
252277823,G34723AD,91846689
252277822,G68347TN,91846688
252277821,G51287TZ,91846687
252277820,G67328UY,91846686
252277819,G91127OX,91846685
252277818,G94975QV,91846684
252277817,G99691ES,91846683
252277816,G23871QT,91846682
252277815,G90033AN,71297908
252277814,G16837XW,91846681
252277813,G96107VY,54613776
252277812,G31813YV,91846680
252277811,G33907IU,91846679
252277810,G13168NE,91846678
252277809,G13605TH,91846677
252277808,G41033YN,439921
252277807,G18761HZ,91846676
252277806,G26699MY,91846675
252277805,G59354GZ,91846674
252277804,G99690JK,91846673
252277803,G94235UZ,91846672
252277802,G69705IO,91846671
252277801,G90774YN,91846670
252277800,G64827NU,91846669
252277799,G26600TD,91846668
252277798,G20289OJ,91846667
252277797,G49548NQ,5780
252277796,G88533QR,91846666
252277795,G22219TA,91846665
252277794,G85447KS,91846664
252277793,G70511VE,91846663
252277792,G19906TL,91846662
252277791,G79726HB,91846661
252277790,G25200CR,91846660
252277789,G90401WS,91846659
252277788,G93906VI,91846658
252277787,G96147ST,91846657
252277786,G56554EB,166775
252277785,G98135ER,5288893
252277784,G71689LT,69905492
252277783,G73051FC,91846656
252277782,G74480CI,91846655
252277781,G58846EV,71298214
252277780,G07280MG,91846654
252277779,G51921XC,91846653
252277778,G77557WH,91846652
252277777,G92738VX,91846651
252277776,G78306GH,91846650
252277775,G13909GK,91846649
252277774,G99807HK,91846648
252277773,G04989WY,91846647
252277772,G23062YV,12903236
252277771,G96394RN,91846646
252277770,G90573ZQ,91846645
252277769,G69478YV,91846644
252277768,G47909HX,91846643
252277767,G79298QI,91846642
252277766,G43761FR,71298187
252277765,G00035VF,91846641
252277764,G74120DW,91846640
252277763,G76484NJ,91846639
252277762,G27521KE,20055052
252277761,G75187XY,91846638
252277760,G34629XD,91846637
252277759,G84191EA,91846636
252277758,G06134KE,91846635
252277757,G02982VN,91846634
252277756,G97104SV,91846633
252277755,G19022QG,91846632
252277754,G83540EL,5288902
252277753,G30169HL,91846631
252277752,G02263TK,91846630
252277751,G45945PL,91846629
252277750,G73869CT,91846628
252277749,G39246IG,91846627
252277748,G16441MS,91846626
252277747,G85650DZ,91846625
252277746,G33060FH,91846624
252277745,G39136MQ,91846623
252277744,G99201WP,21581150
252277743,G15768CA,91846622
252277742,G51941IR,91846621
252277741,G75162YA,71298066
252277740,G29619BL,91846620
252277739,G00066MO,49852448
252277738,G09223OK,91846619
252277737,G50097NE,91846618
252277736,G42557CD,91846617
252277735,G08113XU,71297801
252277734,G15197CN,91846616
252277733,G10647TF,91846615
252277732,G64109NT,91846614
252277731,G70181OK,91846613
252277730,G57185FG,53664876
252277729,G11485OM,91846612
252277728,G47334LI,91846611
252277727,G78895XP,91846610
252277726,G39147JV,90540
252277725,G27019DV,91846609
252277724,G11647UD,91846608
252277723,G34066FG,91846607
252277722,G07445MV,91846606
252277721,G20320JV,91846605
252277720,G79920MY,91846604
252277719,G87531HA,91846603
252277718,G05811XG,91846602
252277717,G94952MX,91846601
252277716,G34022KC,10373325
252277715,G08692FN,91846600
252277714,G03425VF,91846599
252277713,G52647UY,91846598
252277712,G20246IY,91846597
252277711,G53804KV,91846596
252277710,G95014LS,91846595
252277709,G70195BS,91846594
252277708,G61491DK,185698
252277707,G97023FS,71297496
252277706,G87984PA,91846593
252277705,G46055MA,70679043
252277704,G08691UZ,91846592
252277703,G43111IG,15958586
252277702,G28371PC,91846591
252277701,G02155YQ,91846590
252277700,G18335CL,91846589
252277699,G06292OR,91846588
252277698,G88393MK,53239796
252277697,G36108HO,91846587
252277696,G30591GE,91846586
252277695,G04991IT,91846585
252277694,G83915UP,91846584
252277693,G35747ZX,91846583
252277692,G03825XC,91846582
252277691,G58014FM,91846581
252277690,G56263MG,91846580
252277689,G20044DT,14184341
252277688,G55291GZ,91846579
252277687,G02153DA,91846578
252277686,G95688PK,91846577
252277685,G45900FL,91846576
252277684,G81694QP,91846575
252277683,G78011JO,91846574
252277682,G05291QX,91846573
252277681,G80789VJ,91846572
252277680,G43553SJ,91846571
252277679,G37829BK,91846570
252277678,G89279QK,91846569
252277677,G00693YK,91846568
252277676,G83937KQ,91846567
252277675,G35030GA,91846566
252277674,G92399PD,91846565
252277673,G26596ON,91846564
252277672,G75515GK,91846563
252277671,G44463UK,71298522
252277670,G19677OB,91846562
252277669,G79414JH,91846561
252277668,G73698CD,53761323
