SID,REGID,CID
405039924,G05020IS,146017199
405039925,G05675LB,146017200
405039926,G29432PD,146017201
405039927,G97850FH,146017202
405039928,G11676OO,146017204
405039929,G71502KO,146017205
405039930,G20094BR,146017206
405039931,G44438BG,146017207
405039932,G03985SG,146017208
405039933,G46270SX,102124437
405039934,G37879VE,146017209
405039935,G10431CT,146017210
405039936,G46044TM,146017211
405039937,G32218WF,146017212
405039938,G75171WW,146017213
405039939,G09538AR,146017214
405039940,G14838TI,146017215
405039941,G77584OF,146017216
405039942,G77073VY,146017217
405039943,G09318FM,146017218
405039944,G71247JZ,146017219
405039945,G84621WT,146017220
405039946,G90459QN,146017221
405039947,G92694MS,146017222
405039948,G70371PI,146017223
405039949,G02000OD,146017224
405039950,G19208OK,146017225
405039951,G13597YR,146017226
405039952,G46213JU,146017227
405039953,G22678XU,146017228
405039954,G10300DY,146017229
405039955,G79968EZ,146017230
405039956,G74917JV,146017231
405039957,G32863IR,146017232
405039958,G16536QD,146017233
405039959,G01243KR,146017234
405039960,G03172PR,146017235
405039961,G30304IT,146017236
405039962,G28885XK,146017237
405039963,G62776HF,146017238
405039964,G66129DI,146017239
405039965,G90987JA,146017240
405039966,G71906BW,146017241
405039967,G07041CT,146017242
405039968,G23262BU,146017243
405039969,G87743XO,146017244
405039970,G65962DP,146017245
405039971,G58579NE,146017246
405039972,G27514KZ,146017247
405039973,G67975GW,146017248
405039974,G23943BR,146017249
405039975,G17961XM,146017250
405039976,G34881WK,146017251
405039977,G39786WG,146017252
405039978,G72277GE,146017253
405039979,G79817JQ,146017254
405039980,G80355WT,146017255
405039981,G47497YD,146017256
405039982,G67660KD,146017257
405039983,G00041IL,146017258
405039984,G27186OF,146017259
405039985,G78896JY,146017260
405039986,G16943PO,146017261
405039987,G26690QG,146017262
405039988,G11061VC,146017263
405039989,G04842IW,146017264
405039990,G94226MO,69751626
405039991,G00388FS,146017265
405039992,G48288NV,146017266
405039993,G09650ON,146017267
405039994,G62851XH,146017268
405039995,G57251YP,146017269
405039996,G86678MP,146017270
405039997,G32590UP,146017271
405039998,G51680JM,146017272
405039999,G24366RG,146017273
405040000,G37669IH,146017274
405040001,G42028DN,146017275
405040002,G85311QD,146017276
405040003,G71304WV,146017277
405040004,G30627OI,146017278
405040005,G67265VZ,146017279
405040006,G10453CW,146017280
405040007,G85113NU,146017281
405040008,G02842XE,146017282
405040009,G79783GO,146017283
405040010,G99372TL,146017284
405040011,G16623XP,146017285
405040012,G66844FI,146017286
405040013,G95085CC,146017287
405040014,G89281QZ,146017288
405040015,G32872JC,146017289
405040016,G74524IU,146017290
405040017,G48876LB,146017291
405040018,G55828KK,146017292
405040019,G93106VC,146017293
405040020,G04617ES,146017294
405040021,G24312VC,146017295
405040022,G49024GS,146017296
405040023,G37201LD,146017297
405040024,G97310RM,146017298
405040025,G69982WJ,146017299
405040026,G02041VU,146017300
405040027,G49567KL,146017301
405040028,G11012QR,146017302
405040029,G54453NH,146017304
405040030,G40717IV,146017305
405040031,G50378AV,146017306
405040032,G17029WX,146017307
405040033,G91027NZ,146017308
405040034,G86139YL,146017309
405040035,G26199BG,146017310
405040036,G15810CI,46185934
405040037,G97996HK,146017311
405040038,G87473OA,146017312
405040039,G24525ZJ,146017313
405040040,G38937VK,146017314
405040041,G15181IJ,146017315
405040042,G22522BO,146017316
405040043,G27400ON,146017317
405040044,G57251CH,146017318
405040045,G60175RR,146017319
405040046,G50708YO,146017320
405040047,G46241ED,146017321
405040048,G41919TD,146017322
405040049,G99192XX,146017323
405040050,G61199TX,146017324
405040051,G87460OM,146017325
405040052,G87978JW,146017326
405040053,G03827BO,146017327
405040054,G87293AR,146017328
405040055,G34108PR,146017329
405040056,G60605VB,146017330
405040057,G01326ZR,146017331
405040058,G36882YW,146017332
405040059,G91048JS,146017333
405040060,G01715VO,146017334
405040061,G92944JP,146017335
405040062,G49961ZS,146017336
405040063,G77506VJ,146017337
405040064,G72212DS,146017338
405040065,G85735NR,11378387
405040066,G54605MH,146017339
405040067,G60060QF,146017340
405040068,G55146EO,146017341
405040069,G93900DC,146017342
405040070,G79545LL,146017343
405040071,G85614LG,146017344
405040072,G15812IU,146017345
405040073,G44325JD,146017346
405040074,G93266XZ,146017347
405040075,G64901TV,146017348
405040076,G14744FZ,146017349
405040077,G85775VP,146017350
405040078,G47222HP,146017351
405040079,G53710HX,146017352
405040080,G48413IY,146017353
405040081,G03642CB,146017354
405040082,G48745EB,146017355
405040083,G14959WS,146017356
405040084,G55974RB,146017357
405040085,G41552DE,146017358
405040086,G01437WY,146017359
405040087,G56305UV,131708330
405040088,G39725XP,131708310
405040089,G08415CQ,131708307
405040090,G06067PC,146017360
405040091,G20713UI,146017361
405040092,G92829RR,146017362
405040093,G24970IL,146017363
405040094,G28651UO,146017364
405040095,G03895SR,146017365
405040096,G84783XD,146017366
405040097,G43665PB,146017367
405040098,G20438JB,146017368
405040099,G91789JU,146017369
405040100,G91484XT,146017370
405040101,G93822DY,146017371
405040102,G88838VX,146017372
405040103,G21396GH,146017373
405040104,G92116VJ,146017374
405040105,G13695SV,146017375
405040106,G54643MT,146017376
405040107,G02856QE,146017377
405040108,G22751JZ,146017378
405040109,G88908BO,146017379
405040110,G12032IY,146017380
405040111,G18362VR,146017381
405040112,G36185XU,146017382
405040113,G82350PP,146017383
405040114,G15945ON,146017384
405040115,G49424IS,146017385
405040116,G76422GC,146017386
405040117,G33367WZ,100975142
405040118,G31294RU,146017387
405040119,G30933VG,146017388
405040120,G85243CH,146017389
405040121,G40233FK,146017390
405040122,G95560ML,146017391
405040123,G08239SX,146017392
405040124,G28281CV,146017393
405040125,G40513CR,146017394
405040126,G72618QU,146017395
405040127,G03336BM,146017396
405040128,G31571SJ,146017397
405040129,G51318YG,146017398
405040130,G63917FO,146017399
405040131,G77000EG,146017400
405040132,G64086VG,146017401
405040133,G69876CC,146017402
405040134,G11278GU,146017403
405040135,G87777GO,146017404
405040136,G88376ME,146017405
405040137,G36972EH,146017406
405040138,G97793RN,146017407
405040139,G20785YF,146017408
405040140,G52695VU,146017409
405040141,G69095KE,146017410
405040142,G35633FE,146017412
405040143,G77062IT,146017413
405040144,G73063YQ,146017414
405040145,G71301RG,146017415
405040146,G52257BG,146017416
405040147,G34290LC,146017417
405040148,G30683FX,146017418
405040149,G15559XW,146017419
405040150,G74446IE,146017420
405040151,G58237GW,146017421
405040152,G55618IK,146017422
405040153,G45966RK,146017423
405040154,G61560VX,146017424
405040155,G03092HX,146017425
405040156,G08329WI,146017426
405040157,G73574GH,146017427
405040158,G69600TI,146017428
405040159,G93515DH,146017429
405040160,G75408KS,146017430
405040161,G46503UI,146017431
405040162,G94273AH,146017432
405040163,G66559SW,146017433
405040164,G55224JG,146017434
405040165,G23517ZK,146017435
405040166,G57036MA,146017436
405040167,G36810SF,146017437
405040168,G75275FZ,146017438
405040169,G74918LP,146017439
405040170,G34225KH,146017440
405040171,G59454TE,146017441
405040172,G11639QY,146017442
405040173,G71373FS,146017443
405040174,G54563TN,146017444
405040175,G53893NT,146017445
405040176,G12069NI,146017446
405040177,G39065GU,146017447
405040178,G13630UH,146017448
405040179,G78255XL,146017449
405040180,G39838GA,101756521
405040181,G85083RQ,146017450
405040182,G42434UV,146017451
405040183,G74784VI,146017452
405040184,G22487KJ,146017453
405040185,G50250YN,146017454
405040186,G81718LN,146017455
405040187,G13604UQ,146017456
405040188,G42636ZK,146017457
405040189,G55176TX,146017458
405040190,G68074GU,146017459
405040191,G09556KR,146017460
405040192,G99756DS,146017461
405040193,G37046CZ,146017462
405040194,G74701OU,146017463
405040195,G12428MZ,146017464
405040196,G09941BM,146017465
405040197,G44304UI,131708312
405040198,G33159AG,146017466
405040199,G02230VA,146017467
405040200,G33899KJ,146017468
405040201,G45939NL,146017469
405040202,G08059ZN,146017470
405040203,G79302PB,146017471
405040204,G03438WE,146017472
405040205,G47384NK,146017473
405040206,G65449BO,146017474
405040207,G26935KA,146017475
405040208,G07337US,146017476
405040209,G50198YU,146017477
405040210,G14139BU,146017478
405040211,G99415NT,146017479
405040212,G30910BV,46849869
405040213,G81403GW,146017480
405040214,G50417KU,146017481
405040215,G33375FS,146017482
405040216,G21763KO,146017483
405040217,G11058EJ,146017484
405040218,G54847BG,146017485
405040219,G25216QA,146017486
405040220,G82698QQ,146017487
405040221,G33138HH,146017488
405040222,G63617OR,146017489
405040223,G79029WE,146017490
405040224,G23755RZ,146017491
405040225,G55559HZ,146017492
405040226,G93000QZ,146017493
405040227,G78272DJ,146017494
405040228,G15825OT,146017495
405040229,G09379EF,146017496
405040230,G84651MC,146017497
405040231,G68610RT,146017498
405040232,G12035CL,146017499
405040233,G68615TX,146017500
405040234,G17339LD,146017501
405040235,G75476KW,146017502
405040236,G36534NK,146017503
405040237,G88928GI,146017504
405040238,G70581AY,146017505
405040239,G97309BN,146017506
405040240,G12728SD,100975143
405040241,G05808PZ,146017507
405040242,G69118GP,146017508
405040243,G37381UQ,146017509
405040244,G31864CJ,146017510
405040245,G52333FC,146017511
405040246,G05107KY,146017512
405040247,G02967YO,146017513
405040248,G20521BH,146017514
405040249,G40529FD,146017515
405040250,G24887GH,146017516
405040251,G76454OV,146017518
405040252,G78608PJ,146017519
405040253,G37391BH,146017520
405040254,G46490ZC,146017521
405040255,G21924EQ,146017522
405040256,G12846PM,146017523
405040257,G01876GM,146017524
405040258,G73346XV,146017525
405040259,G61007CC,146017526
405040260,G03230QY,146017527
405040261,G59986MY,146017528
405040262,G71356RZ,146017529
405040263,G46591MY,146017530
405040264,G10337UK,146017531
405040265,G06131RO,146017532
405040266,G07224HZ,146017533
405040267,G90219GQ,146017534
405040268,G34626WJ,146017536
405040269,G26482TY,146017537
405040270,G79044QL,146017538
405040271,G64114ZY,146017539
405040272,G14743OY,146017540
405040273,G50563ZO,146017541
405040274,G84849BV,146017542
405040275,G13640RX,146017543
405040276,G22060GR,146017544
405040277,G94108BC,146017545
405040278,G74489AS,146017546
405040279,G48263IW,146017547
405040280,G61050WN,146017548
405040281,G29549OQ,146017549
405040282,G40221VU,146017550
405040283,G90739UE,146017551
405040284,G50800MU,146017552
405040285,G49628RH,146017553
405040286,G41959YC,146017554
405040287,G16821WP,146017555
405040288,G48061MK,146017556
405040289,G33878MT,24826243
405040290,G92090QA,146017557
405040291,G85510ZL,146017558
405040292,G75120QY,146017559
405040293,G31808DK,3063700
405040294,G35502IE,146017560
405040295,G48844NX,146017561
405040296,G49540SV,146017562
405040297,G13975CX,146017563
405040298,G84013NF,146017564
405040299,G36083QV,146017565
405040300,G15493RX,146017566
405040301,G78158SP,146017567
405040302,G04563NS,146017568
405040303,G38036YP,146017569
405040304,G62593IS,146017570
405040305,G27366IY,146017571
405040306,G66844NO,146017572
405040307,G73135FO,146017573
405040308,G50457RO,146017574
405040309,G93104JI,146017575
405040310,G43069SH,146017576
405040311,G36627DP,146017577
405040312,G09928QY,146017578
405040313,G87158MK,146017579
405040314,G64203RT,146017580
405040315,G54511GM,146017581
405040316,G50075NK,146017582
405040317,G35996PZ,146017583
405040318,G03639SV,146017584
405040319,G08972NU,146017585
405040320,G17437BX,146017586
405040321,G08187GM,146017587
405040322,G53605PF,146017588
405040323,G31555TF,146017589
405040324,G10440YK,146017590
405040325,G50943ZX,146017591
405040326,G95740GH,146017592
405040327,G98795XC,146017593
405040328,G60882FW,146017594
405040329,G53490OS,146017595
405040330,G66419SM,146017596
405040331,G59746EH,146017597
405040332,G30687DL,146017598
405040333,G68080UR,146017599
405040334,G68712OQ,146017600
405040335,G68937TM,146017601
405040336,G18166BF,146017602
405040337,G74497TS,146017603
405040338,G23345GE,146017604
405040339,G60227QI,146017605
405040340,G03754YM,146017606
405040341,G19525AM,146017607
405040342,G40889XA,146017608
405040343,G61713NH,146017609
405040344,G46264GY,146017610
405040345,G25732QW,146017611
405040346,G79017QZ,146017612
405040347,G31811SQ,146017613
405040348,G20059NZ,146017614
405040349,G27967WE,146017615
405040350,G76329VE,146017616
405040351,G62989HM,146017617
405040352,G14767DF,146017618
405040353,G30975WS,146017619
405040354,G90743AT,146017620
405040355,G08907YK,146017621
405040356,G49936EV,146017622
405040357,G90380RN,146017623
405040358,G12021KH,146017624
405040359,G27520PV,146017625
405040360,G24371IA,146017626
405040361,G61848LC,146017627
405040362,G12900GB,146017628
405040363,G64981YW,146017629
405040364,G28207DO,146017630
405040365,G13326BD,146017631
405040366,G65603XA,146017632
405040367,G70502HC,146017633
405040368,G49044OQ,146017634
405040369,G52336LJ,146017635
405040370,G60272CH,146017636
405040371,G41498MK,146017637
405040372,G09698FP,146017638
405040373,G31206JY,146017639
405040374,G31248ZH,146017640
405040375,G12000YX,146017641
405040376,G28337WM,146017642
405040377,G92279HJ,146017643
405040378,G58990PX,146017644
405040379,G14615WQ,146017645
405040380,G37796OS,146017646
405040381,G03577YK,146017647
405040382,G83133GQ,146017648
405040383,G81720VX,146017649
405040384,G06594DV,146017650
405040385,G52632CQ,146017651
405040386,G42357FF,146017652
405040387,G83307HI,146017653
405040388,G87124VQ,146017654
405040389,G75639DJ,146017655
405040390,G42599GR,146017656
405040391,G07022LE,146017657
405040392,G43848EF,146017658
405040393,G29162CW,146017659
405040394,G46264AQ,146017660
405040395,G85878CK,146017661
405040396,G75975WF,146017662
405040397,G45246MB,146017663
405040398,G02167JN,146017664
405040399,G35393VS,146017665
405040400,G18505GM,146017666
405040401,G91958EI,146017667
405040402,G30474KX,146017668
405040403,G14649ZP,146017669
405040404,G58328JK,146017670
405040405,G75031OT,146017671
405040406,G96312KA,146017672
405040407,G12778NY,146017673
405040408,G56361TC,146017674
405040409,G82434DR,146017675
405040410,G76456II,146017676
405040411,G69983SD,146017677
405040412,G49423BG,146017678
405040413,G96648PA,146017679
405040414,G49200LA,146017680
405040415,G98586YL,146017681
405040416,G38767OS,146017682
405040417,G00202PK,146017683
405040418,G16473NN,146017684
405040419,G95090DW,146017685
405040420,G17750OE,146017686
405040421,G80443OV,146017687
405040422,G21396AK,146017688
405040423,G81894NB,146017689
405040424,G65696SL,146017690
405040425,G20191HY,146016369
405040426,G14781TY,146017691
405040427,G64148FC,146017692
405040428,G64011FV,146017693
405040429,G85252SY,146017694
405040430,G23117SI,10192433
405040431,G25019SW,9963863
405040432,G07079VC,146017695
405040433,G13097AD,146017696
405040434,G95034OI,146017697
405040435,G94938PL,146017698
405040436,G60667OL,146017699
405040437,G92155IO,146017700
405040438,G91985FM,146017701
405040439,G01822KD,146017702
405040440,G10204GU,146017703
405040441,G75934AR,146017704
405040442,G26168GK,146017705
405040443,G49798XP,146017706
405040444,G04886QP,146017707
405040445,G47062SN,146017708
405040446,G32430AX,146017709
405040447,G79198BK,146017710
405040448,G77129AW,146017711
405040449,G67372BD,146017712
405040450,G29323SQ,146017713
405040451,G21659WE,146017714
405040452,G05805VT,146017715
405040453,G27687FR,146017716
405040454,G04667SO,146017717
405040455,G22196UX,146017718
405040456,G93703XF,146017719
405040457,G28106CM,146017720
405040458,G54295IW,146017721
405040459,G38004LX,146017722
405040460,G01871HO,448837
405040461,G47808WF,146017723
405040462,G54227RG,131708320
405040463,G64899EB,146017724
405040464,G40291QP,146017725
405040465,G59951KW,146017726
405040466,G03674DU,146017727
405040467,G02539TH,146017728
405040468,G17709UI,146017729
405040469,G50755IT,146017730
405040470,G78263DG,146017731
405040471,G23901NY,146017732
405040472,G49305IN,146017733
405040473,G75903TQ,146017734
405040474,G33868CI,146017735
405040475,G76864XU,146017736
405040476,G01304LZ,146017737
405040477,G59589SG,146017738
405040478,G70910OF,146017739
405040479,G58949RL,146017740
405040480,G38295DZ,146017741
405040481,G72548AI,146017742
405040482,G83008SX,146017743
405040483,G10514PF,146017744
405040484,G69997ZP,146017745
405040485,G95915TY,146017746
405040486,G16765DZ,146017747
405040487,G50731QB,146017748
405040488,G51624KI,146017749
405040489,G34725PD,146017750
405040490,G51347MY,146017751
405040491,G34824ZD,146017752
405040492,G27030ZC,146017753
405040493,G13598WY,146017754
405040494,G22354SF,146017755
405040495,G88464ZX,146017756
405040496,G20749KW,146017757
405040497,G82615EY,146017758
405040498,G89070LY,60195444
405040499,G55782QX,146017759
405040500,G83219XC,146017760
405040501,G72701VD,146017761
405040502,G10564SS,146017762
405040503,G26320VO,146017763
405040504,G83762NX,146017764
405040505,G93239VC,146017765
405040506,G72028SE,146017766
405040507,G33758XE,146017767
405040508,G46363HS,146017768
405040509,G56480ZT,146017769
405040510,G62001NV,146017770
405040511,G51066TO,146017771
405040512,G36047BO,146017772
405040513,G32253LY,146017773
405040514,G25845BH,146017774
405040515,G10650OV,146017775
405040516,G05577UV,146017776
405040517,G97894QD,146017777
405040518,G59003TN,146017778
405040519,G45792XR,146017779
405040520,G46127RI,146017780
405040521,G05926RC,146017781
405040522,G24888LO,146017782
405040523,G38000QW,146017783
405040524,G78693NC,146017784
405040525,G78435SK,146017785
405040526,G08471CP,146017787
405040527,G88719LS,146017788
405040528,G17481HM,146017789
405040529,G98200TU,146017790
405040530,G05596SM,146017791
405040531,G76656PG,146017792
405040532,G58585IP,146017793
405040533,G05884FS,146017794
405040534,G85316EY,146017795
405040535,G66438GQ,146017796
405040536,G85959ZV,146017797
405040537,G51518AE,146017798
405040538,G53829AI,146017799
405040539,G30256GE,146017800
405040540,G32983GF,146017801
405040541,G03822UA,146017802
405040542,G77798BJ,146017803
405040543,G18320QX,146017804
405040544,G01577FN,146017805
405040545,G41145LF,146017806
405040546,G49791FJ,146017807
405040547,G54171AT,146017808
405040548,G12066LS,146017809
405040549,G54511RE,146017810
405040550,G36171FU,146017811
405040551,G51325RX,146017812
405040552,G81638IX,146017813
405040553,G01418YN,146017814
405040554,G50769NF,146017815
405040555,G19000EY,146017816
405040556,G86092CP,146017817
405040557,G08265CU,146017818
405040558,G04118VH,146017819
405040559,G99738PW,146017820
405040560,G65255ZQ,146017821
405040561,G58686JL,146017822
405040562,G23503WH,146017823
405040563,G42929BO,146017824
405040564,G33480RP,146017825
405040565,G00463XD,146017826
405040566,G46582AF,146017827
405040567,G80578OK,146017828
405040568,G68084OM,146017829
405040569,G67638AR,146017830
405040570,G71898RI,146017831
405040571,G85284MK,146017832
405040572,G85849DQ,146017833
405040573,G76674YS,146017834
405040574,G99659HG,24824402
405040575,G27396TN,146017835
405040576,G07580KS,146017836
405040577,G42872GR,146017837
405040578,G41601UY,146017838
405040579,G47825JC,22814150
405040580,G52881RO,146017839
405040581,G38517SZ,146017840
405040582,G55341SI,22796170
405040583,G67871TW,146017841
405040584,G71189JD,146017842
405040585,G36910YU,146017843
405040586,G50185CM,18667086
405040587,G54699XI,146017844
405040588,G47680PY,146017845
405040589,G47915EJ,146017846
405040590,G59454FL,146017847
405040591,G28840RQ,146017848
405040592,G91586XY,146017849
405040593,G60939WU,146017850
405040594,G30846SA,146017851
405040595,G30038MR,146017852
405040596,G10534ET,146017853
405040597,G94283RD,146017854
405040598,G72565QB,146017855
405040599,G78531OX,146017856
405040600,G34163VP,146017857
405040601,G90833YY,146017858
405040602,G95715FI,146017859
405040603,G12561VS,146017860
405040604,G64164CA,146017861
405040605,G19592AH,146017862
405040606,G04557PM,146017863
405040607,G00376RB,146017864
405040608,G83189OV,146017865
405040609,G63913PW,146017866
405040610,G66988UG,146017867
405040611,G52474OM,146017868
405040612,G99238MQ,146017869
405040613,G41711ZZ,146017870
405040614,G31154YU,146017871
405040615,G07180PE,146017872
405040616,G51799AX,146017873
405040617,G66903SS,146017874
405040618,G90080TS,146017875
405040619,G16611XT,146017876
405040620,G81214OW,146017877
405040621,G43684MV,146017878
405040622,G69728VP,146017879
405040623,G54722RM,146017880
405040624,G43668QL,146017881
405040625,G33580BG,146017882
405040626,G13606XI,146017883
405040627,G86204UV,146017884
405040628,G32808NL,146017885
405040629,G99342HD,146017886
405040630,G60426XC,146017887
405040631,G04428BJ,146017888
405040632,G33860PM,146017889
405040633,G27526RV,146017890
405040634,G72298WI,146017891
405040635,G99039KB,146017892
405040636,G18214MO,146017893
405040637,G45792OQ,146017894
405040638,G58253LI,146017895
405040639,G97832IV,146017896
405040640,G60734PM,146017897
405040641,G80319WU,146017898
405040642,G03670RH,146017899
405040643,G91591MO,146017900
405040644,G72302IM,9941247
405040645,G43547IG,68519886
405040646,G42958VU,146017901
405040647,G02147IF,146017902
405040648,G86944XS,146017903
405040649,G53277CD,146017904
405040650,G55394UW,146017905
405040651,G14224WX,146017906
405040652,G49520ZT,146017907
405040653,G15757MR,146017908
405040654,G29914TS,146017909
405040655,G13755SC,146017910
405040656,G56575BH,146017911
405040657,G98558XZ,146017912
405040658,G78792AJ,146017913
405040659,G87456XW,100975141
405040660,G58814JC,146017914
405040661,G49950EJ,146017915
405040662,G00094SE,146017916
405040663,G26325MG,146017917
405040664,G05421OW,146017918
405040665,G22696GU,146017919
405040666,G84442KT,146017920
405040667,G86466QP,146017921
405040668,G82700SN,146017922
405040669,G84147VQ,146017923
405040670,G06564DQ,146017924
405040671,G08653HP,146017925
405040672,G20248TO,146017926
405040673,G18695QD,146017927
405040674,G91972CK,146017928
405040675,G69327YC,146017929
405040676,G97271OF,146017930
405040677,G95989NQ,146017931
405040678,G78959VU,146017932
405040679,G25322NY,146017933
405040680,G41809LE,146017934
405040681,G84958AF,146017935
405040682,G29349LH,146017936
405040683,G82869YD,146017937
405040684,G12164BJ,146017938
405040685,G05393AC,146017939
405040686,G73636EN,146017940
405040687,G10416JD,146017941
405040688,G43147AA,146017942
405040689,G17435AM,146017943
405040690,G48764VS,146017944
405040691,G06451YN,146017945
405040692,G55015QJ,146017946
405040693,G80039DE,146017947
405040694,G30085WZ,146017948
405040695,G03461NG,146017949
405040696,G54104JZ,146017950
405040697,G41038EK,146017951
405040698,G67445FE,146017952
405040699,G37339IA,146017953
405040700,G06353GP,146017954
405040701,G94066YE,146017955
405040702,G88558YK,146017956
405040703,G32668OY,146017957
405040704,G41357LM,146017958
405040705,G31706EM,146017959
405040706,G25718IU,146017960
405040707,G18684HK,146017961
405040708,G10420JH,146017962
405040709,G63713JC,146017963
405040710,G81866HW,146017964
405040711,G92019ZO,146017965
405040712,G70146PH,146017966
405040713,G71529DW,146017967
405040714,G36598OK,146017968
405040715,G85846JY,146017969
405040716,G32707NG,146017970
405040717,G60729FR,9893650
405040718,G13774PU,146017971
405040719,G29972ZX,146017972
405040720,G79300HT,146017973
405040721,G88113PM,146017974
405040722,G79399YJ,146017975
405040723,G92341SR,146017976
405040724,G32862WC,146017977
405040725,G51907PX,146017978
405040726,G20016LS,146017979
405040727,G56191OX,146017980
405040728,G12486YB,146017981
405040729,G65307KA,146017982
405040730,G19553VJ,146017983
405040731,G03203II,146017984
405040732,G36499LW,146017985
445509443,G85175NU,193574
445509444,G20502CC,156614174
445509445,G75109KU,156614175
445509446,G15870IW,156614176
445509447,G19202CD,137333902
445509448,G65358AW,156614177
445509449,G99759CA,137333900
445509450,G39269AB,156614178
445509451,G88178JR,156614179
445509452,G53938ZR,156614180
445509453,G76753WH,156614181
445509454,G60397TJ,156614182
445509455,G25846QF,91856229
445509456,G73410YE,156614183
445509457,G63533MR,156614184
445509458,G12314QE,156614186
445509459,G14642ZL,156614187
445509460,G43984NF,156614188
445509461,G16253XC,156614189
445509462,G64326EB,156614190
445509463,G33249VS,137333930
445509464,G08261FC,156614191
445509465,G06416HH,156614192
445509466,G31601FB,56623159
445509467,G09383GC,156614193
445509468,G22449KG,
445509469,G41694EE,156614194
445509470,G01220QI,156614195
445509471,G83271RQ,156614196
445509472,G04063FB,137333932
445509473,G91984TA,156614197
445509474,G12678RQ,10690
445509475,G15166IG,137333922
445509476,G31453AS,6452827
445509477,G90886DD,156614199
445509478,G60078RQ,156614200
445509479,G18833GC,91845899
445509480,G44188DQ,
445509481,G02132LE,91853775
445509482,G04711TL,156614201
445509483,G62490VY,156614202
445509484,G89176UM,137333936
445509485,G04244HE,156614203
445509486,G85145OW,137333928
445509487,G83915AK,3036723
445509488,G73848LG,57524174
445509489,G11323IS,137333920
445509490,G45832AE,156614204
445509491,G48523FM,156614205
445509492,G18874TB,7314
445509493,G73569DZ,11251927
445509494,G59307RZ,137333918
445509495,G87209FV,46936963
445509496,G73219JP,156614206
445509497,G65696MU,156614207
445509498,G81761OR,156614208
445509499,G70531TG,
445509500,G37774FI,137333934
445509501,G63984BE,156614209
445509502,G82193BW,137333924
445509503,G01753LJ,91848017
445509504,G41062ML,156614211
445509505,G00540WV,156614212
445509506,G09597UA,156614213
445509507,G57349MH,156614214
445509508,G18033NM,156614215
445509509,G71049IO,156614216
445509510,G39993PY,156614217
445509511,G10738JH,156614218
445509512,G77376SQ,156614219
445509513,G99792YS,156614220
445509514,G19643SW,156614221
445509515,G37999ZB,156614222
445509516,G58677OU,156614223
445509517,G16153RS,156614224
445509518,G88995LA,53748486
445509519,G08249XC,156614225
445509520,G04611HF,156614226
445509521,G12739LH,156614227
445509522,G12718JR,156614228
445509523,G78893DJ,156614229
445509524,G31101DR,156614230
445509525,G94510VK,53646218
445509526,G89714ZE,156614231
445509527,G96263LH,156614232
445509528,G28611IA,156614233
445509529,G61577NV,156614234
445509530,G79906MQ,156614235
445509531,G38060LT,156614236
445509532,G78451PU,156614237
445509533,G72613JS,156614238
445509534,G08951QH,156614239
445509535,G46264XB,22886035
445509536,G38471SL,156614240
445509537,G52593XU,156614241
445509538,G08749VU,156614242
445509539,G88047VS,156614243
445509540,G67550JP,156614244
445509541,G65335OH,66846132
445509542,G48953YF,156614245
445509543,G05150ID,156614246
445509544,G41310OK,156614247
445509545,G84397EQ,156614248
445509546,G98108KM,156614249
445509547,G16296AB,156614250
445509548,G73203OG,156614251
445509549,G38316OY,156614252
445509550,G34749PQ,101933330
445509551,G71029OX,156614253
445509552,G80710NH,156614254
445509553,G87909VE,156614255
445509554,G00439EW,439553
445509555,G89097YO,156614256
445509556,G42917OE,22885266
445509557,G89193IC,49857438
445509558,G42431AE,129737133
445509559,G02397VO,156614257
445509560,G36112OD,10965117
445509561,G54088WG,25021541
445509562,G11677GR,7048681
445509563,G84364JA,69918514
445509564,G28555NI,92468685
445509565,G35732GE,100993027
445509566,G86715CW,156614258
445509567,G43619FF,152254
445509568,G93765AC,10953859
445509569,G26480LL,13871670
445509570,G68913PG,17751026
445509571,G83008UI,101760011
445509572,G90405XR,71401409
445509573,G96978IB,29972132
445509574,G13992OG,89959
445509575,G51494MY,14017587
445509576,G46133ML,6971059
445509577,G75036AR,12306012
445509578,G49931YB,14536300
445509579,G09223PA,156614259
445509580,G98313NR,130765498
445509581,G56324NS,72706120
445509582,G38246RI,93579
445509583,G55201SQ,156614260
445509584,G67386MM,11672852
445509585,G05026VS,57349724
445509586,G66933OC,12306755
445509587,G51309XN,22833604
445509588,G76777OU,156614261
445509589,G24146EL,90820061
445509590,G68961XX,73544
445509591,G19289PT,11858804
445509592,G81733EE,6602429
445509593,G02250RR,56608411
445509594,G46264PV,10405663
445509595,G56415JY,11105517
445509596,G41063CC,11367008
445509597,G30866YL,152195
445509598,G01798OD,102115586
445509599,G68788NZ,102298632
445509600,G74902BB,11095799
445509601,G82767WA,25032981
445509602,G34015UF,130841312
445509603,G92970WQ,11194651
445509604,G63727IH,1149778
445509605,G60634SQ,21596770
445509606,G82035KC,156614262
445509607,G60090ED,13159194
445509608,G08173JD,192844
445509609,G45003TT,439545
445509610,G05758UO,9920423
445509611,G42628PQ,441480
445509612,G19685KT,444792
445509613,G29365WR,13006395
445509614,G48261YV,6540286
445509615,G74965BU,12306007
445509616,G01417SR,444812
445509617,G97856AY,10921067
445509618,G85289IP,89810855
445509619,G61004MI,15558782
445509620,G67622CD,21596768
445509621,G81807JV,6915737
445509622,G34896VL,439805
445509623,G52865ZM,101477681
445509624,G30217LW,189005
445509625,G97368GU,97165
